ai.hypergraph	kaliningraph-js	0.2.1		N/A
org.apache.cxf	cxf-distribution-javadoc	4.0.5		90a35c00d6a10b806158d5d6bb0790b4a8934018
org.apache.cxf	cxf-distribution-javadoc	4.0.6		829bebc0e269fddd6648c30f4209b2ab9e0b614c
org.apache.cxf	cxf-distribution-javadoc	4.0.7		3e12756c0fdd05bf4724511a8a0a966856e28216
org.apache.cxf	cxf-distribution-javadoc	4.1.0		2d3c1ea449032b9534c38131d4a19cc9b3d27c8a
org.apache.cxf	cxf-distribution-javadoc	4.1.1		ed76fd0934e9621d8ff7ec9e06f07168b1c71d79
org.apache.druid.extensions.contrib	kafka-emitter	0.13.0-incubating		7a8fe158c31813aa47f84c87c7bb23c576e4cf29
org.apache.druid.extensions.contrib	kafka-emitter	0.14.0-incubating		3f05b24cd55ef0ad478e81463176d3e2c972714c
org.apache.druid.extensions.contrib	kafka-emitter	0.14.1-incubating		804091079180e7e7e0df2c4f49eda3d3454bdf62
org.apache.druid.extensions.contrib	kafka-emitter	0.14.2-incubating		fdfdee77df74411ba6f1eded960adba4f2bdd281
org.apache.druid.extensions.contrib	kafka-emitter	0.15.0-incubating		2c36522b814aff354e91e1e02abce0000fea6c8c
org.apache.druid.extensions.contrib	kafka-emitter	0.15.1-incubating		ccca09e64aaf149a6a2491cac8783cc96224f6a7
org.apache.druid.extensions.contrib	kafka-emitter	0.16.0-incubating		674edf578b6c7ee4d10a6da8ba4617dcc4ea9126
org.apache.druid.extensions.contrib	kafka-emitter	0.16.1-incubating		2fdf06b46437f32a3b62b3e62e87f84e0231f0f7
org.apache.druid.extensions.contrib	kafka-emitter	0.17.0		72757ff58da26c10de8a98899a5febe111abc69c
org.apache.druid.extensions.contrib	kafka-emitter	0.17.1		310ad82feb78edcd99c020f94736c5b561eb211d
org.apache.druid.extensions.contrib	kafka-emitter	0.18.0		18bf256fa0bd4802588a908c2a6a0ff677553d16
org.apache.druid.extensions.contrib	kafka-emitter	0.18.1		42f1494b7ae8c67c1c39c2930deb2e045a892882
org.apache.druid.extensions.contrib	kafka-emitter	0.19.0		cc60da4507a56171be3a5315bfead5701072bbff
org.apache.druid.extensions.contrib	kafka-emitter	0.20.0		cf9ce05d893f61f7e94b977264d729b9f3851a58
org.apache.druid.extensions.contrib	kafka-emitter	0.20.1		b378356cccea89c0cde692cb3f0115aeab0ac381
org.apache.druid.extensions.contrib	kafka-emitter	0.20.2		d74a28046e6de7575cb8c0ed66869c04e58cd3d5
org.apache.druid.extensions.contrib	kafka-emitter	0.21.0		cb0048f2c9836069f37d6b377daa6146bf60a8e0
org.apache.druid.extensions.contrib	kafka-emitter	0.21.1		c3dc4ae492be414ea16d243410df6bb1b0527539
org.apache.druid.extensions.contrib	kafka-emitter	0.22.0		a47ccf7e7670b9294be2cda58ee59c98a1e5c771
org.apache.druid.extensions.contrib	kafka-emitter	0.22.1		f23e87c73411269fd27afa607db340d6097ad44e
org.apache.druid.extensions.contrib	kafka-emitter	0.23.0		57933d55757a093595fa7e26aa70d81bd0db8240
org.apache.druid.extensions.contrib	kafka-emitter	24.0.0		1ed613c81052b44ff6e93797f11d6b1f65f2f441
org.apache.druid.extensions.contrib	kafka-emitter	24.0.1		822f0279f9d9ce05729847fd7268aca7cb8e80a9
org.apache.druid.extensions.contrib	kafka-emitter	24.0.2		0099606817bd5c4948d532c0740c7ced43113b46
org.apache.druid.extensions.contrib	kafka-emitter	25.0.0		67b1e94de233bd961e4c39ff7b12f85359688e95
org.apache.druid.extensions.contrib	kafka-emitter	26.0.0		38d1853492a2c1148ce34fbf066c491e5f360ee3
org.apache.druid.extensions.contrib	kafka-emitter	27.0.0		1f5882064268bd326d560eafc65e15bf50494705
org.apache.druid.extensions.contrib	kafka-emitter	28.0.0		eecc4a72cc7171d9499681c139a8c7383cea6f01
org.apache.druid.extensions.contrib	kafka-emitter	28.0.1		6ea2a4546e91fb815f004b864dfe4429fce148ce
org.apache.druid.extensions.contrib	kafka-emitter	29.0.0		b55568c4105ea60e469b47585b4d7a6efd50c2ae
org.apache.druid.extensions.contrib	kafka-emitter	29.0.1		9602e05c23af3f12e342f9fb18516861685d9562
org.apache.druid.extensions.contrib	kafka-emitter	30.0.0		a7604f1fb8bc6da6861189e54964ab37739e33f8
org.apache.druid.extensions.contrib	kafka-emitter	30.0.1		c6f0ba1b71984d33771ab39928dd47eb6d293bc4
org.apache.druid.extensions.contrib	kafka-emitter	31.0.0		24d474ab5435a0685ccfff4de0ec636202f95809
org.apache.druid.extensions.contrib	kafka-emitter	31.0.1		637235a9f5b116de540cb4a480b81c3a3aa31cf8
org.apache.druid.extensions.contrib	kafka-emitter	31.0.2		1fa55d5e8ea37daea102300fb955ac7cb1767687
org.apache.druid.extensions.contrib	kafka-emitter	32.0.0		6554e6882f540f5fa34a7bb979c306987ea28f2c
org.apache.druid.extensions.contrib	kafka-emitter	32.0.1		683e5592e4182165f105b5c7ab720a5998ef8ba4
org.apache.druid.extensions.contrib	kafka-emitter	33.0.0		030d027ed3b84fb0b590cc6ddc6bbc07d3af8e63
org.apache.empire-db	empire-db	2.0.5-incubating		659f875d476382c75e0e5e5b5d5022a28962acc5
org.apache.empire-db	empire-db	2.0.6-incubating		05140738c9d423897b810e23747608ff9e520f63
org.apache.empire-db	empire-db	2.0.7-incubating		cfed39d7f5e8fda5d25419cefd52368fdcae3c8a
org.apache.empire-db	empire-db	2.1.0-incubating		288eea94e9a4e28b85f8daf699f9f4af35b8963d
org.apache.empire-db	empire-db	2.2.0-incubating		cbed52432889088a11976617eba5719dfd2ccaf7
org.apache.empire-db	empire-db	2.3.0		1056ae9aded745810ddd433f7fc1548a3f53d695
org.apache.empire-db	empire-db	2.4.0		2335c7b016748837a54e4e3fc9fdff5d8f0de8b4
org.apache.empire-db	empire-db	2.4.1		51142d0b18f48f7baac2e1b26204658e02198b07
org.apache.empire-db	empire-db	2.4.2		9b2906f241653dff2995abe8358fc7a3b0da2f10
org.apache.empire-db	empire-db	2.4.3		983b276c57360adb64d854dbbf13db713a6cf5da
org.apache.empire-db	empire-db	2.4.4		a805329b0bf6a7334f0a2668ccb36dab6572dc82
org.apache.empire-db	empire-db	2.4.6		4ffdc83d57d94c4cae358bb617ebbb8710c91e14
org.apache.empire-db	empire-db	2.4.7		3bb270b299185b0a93ed23d3e62f88b91750a4dc
org.apache.empire-db	empire-db	2.5.0		75a61c9acc80d01d8a96602c2106d943c01ab5bd
org.apache.empire-db	empire-db	2.5.1		3507913ba39b13fa990ebc8ccb47d532103c4b7e
org.apache.empire-db	empire-db	3.0.0		846f83f77f46c384e9bbee566a8dd968ca8f864f
org.apache.empire-db	empire-db	3.1.0		cb08cf72a55cd1399257644d5c831137d501360d
org.apache.empire-db	empire-db	3.2.0		a8879fcae63e2478b736aae6fc372e88e194e8df
org.apache.empire-db	empire-db	3.3.0		29e1ef9b446421f57c65740ea0bfe3ba2c5822d9
org.apache.karaf.tooling	karaf-maven-plugin	3.0.0		884aaf8f421abbfbc6d439f9460f2478338d888c
org.apache.karaf.tooling	karaf-maven-plugin	3.0.0.RC1		bb2e10eacc46e4604bad79d39878322463122dbb
org.apache.karaf.tooling	karaf-maven-plugin	3.0.1		33b72b46445753a96f968a6fd392da5cc0ec2f08
org.apache.karaf.tooling	karaf-maven-plugin	3.0.10		9febcf8c35313b96f1a0b5a0c2b7b11a0a72726f
org.apache.karaf.tooling	karaf-maven-plugin	3.0.2		d69f8a5df9c57836e9f24b7ecc86c1ea1d7dace6
org.apache.karaf.tooling	karaf-maven-plugin	3.0.3		e26a02afba4596838ad0fbfe588a104beeff54ca
org.apache.karaf.tooling	karaf-maven-plugin	3.0.4		1bdb9872fb6b7474eed3c25dd8b8e7dce23f9bae
org.apache.karaf.tooling	karaf-maven-plugin	3.0.5		410e46c3533a8a003915cc41457c48019d554599
org.apache.karaf.tooling	karaf-maven-plugin	3.0.6		6b332a4a7ce53fb3567c2ecfb409c5110e06f943
org.apache.karaf.tooling	karaf-maven-plugin	3.0.7		22e4456137c7947dac02ed11bf7a7eea744193b1
org.apache.karaf.tooling	karaf-maven-plugin	3.0.8		4e01bd4d60ee9840187eeb23fa4ad5cf1d223222
org.apache.karaf.tooling	karaf-maven-plugin	3.0.9		f4ee44a07d29b95dec6f3eb1a61e29330141bff4
org.apache.karaf.tooling	karaf-maven-plugin	4.0.0		bb6a251ce240d12f9df7d4aa47c8a11ef5aa8ee3
org.apache.karaf.tooling	karaf-maven-plugin	4.0.0.M1		ee7af22a77b4666fb3e3c640342d249e261477c8
org.apache.karaf.tooling	karaf-maven-plugin	4.0.0.M2		5a61a74ffb5672a6fd2715c69c6fbd8ab7d3a73c
org.apache.karaf.tooling	karaf-maven-plugin	4.0.0.M3		d7a1ebae8b9234f97141adc8be0a9f66455ac131
org.apache.karaf.tooling	karaf-maven-plugin	4.0.1		b536cd1080cc93c5c21f76456d61d39f6ec5aec9
org.apache.karaf.tooling	karaf-maven-plugin	4.0.10		1d1c2440a0bb409b8192a92904e2b29ddfd28bf2
org.apache.karaf.tooling	karaf-maven-plugin	4.0.2		16fcefe2e5e31585a32ad49a4f68ba1d44af7276
org.apache.karaf.tooling	karaf-maven-plugin	4.0.3		9a9ecf297209e9ca94a8df4fd935ec67cd853c53
org.apache.karaf.tooling	karaf-maven-plugin	4.0.4		f6e2144c645cbed7b1b8b679c082321478dc629d
org.apache.karaf.tooling	karaf-maven-plugin	4.0.5		304a88566c919649b02765d534ec32b4b74b3db7
org.apache.karaf.tooling	karaf-maven-plugin	4.0.6		5a2f9bd320d6465727b6e4664d3258a59797f951
org.apache.karaf.tooling	karaf-maven-plugin	4.0.7		0aaa40417e5eee43444a454e14ddcad56295e0fd
org.apache.karaf.tooling	karaf-maven-plugin	4.0.8		56ee5730853d131ab1bbccaff5daac9f5d3b3879
org.apache.karaf.tooling	karaf-maven-plugin	4.0.9		03d2d4235a346c55ab084cedd845cd949aa1a5b6
org.apache.karaf.tooling	karaf-maven-plugin	4.1.0		bacfb3d971ece81d0227b61d32f9ab9d3ffa2688
org.apache.karaf.tooling	karaf-maven-plugin	4.1.1		9086d647b156fc5538feab5190d653e4a3d6c02c
org.apache.karaf.tooling	karaf-maven-plugin	4.1.2		65fc6910acc0a1274cea3b4397dd239b02f51c31
org.apache.karaf.tooling	karaf-maven-plugin	4.1.3		e1b382fc785a25231a0604bebeda49879d2d48b0
org.apache.karaf.tooling	karaf-maven-plugin	4.1.4		01bdc18c3c9b2b618fcc7781e9e08bada0f6f85d
org.apache.karaf.tooling	karaf-maven-plugin	4.1.5		cba3c25d73cac1f2daff11289a1eaa557ba040d2
org.apache.karaf.tooling	karaf-maven-plugin	4.1.6		8ec8ec62a51a4d5320373f2d47cef29853ec0e1a
org.apache.karaf.tooling	karaf-maven-plugin	4.1.7		247679c0c15c249254b500c97e1f9c58d113d0ac
org.apache.karaf.tooling	karaf-maven-plugin	4.2.0		bbc4870ad4ad8bdea137328b1119d5713adf5c29
org.apache.karaf.tooling	karaf-maven-plugin	4.2.0.M1		b750f019b549e41a32fc616446f99789fa584b84
org.apache.karaf.tooling	karaf-maven-plugin	4.2.0.M2		da5b1a04a62b2390abffc4677dcdcabacae5fe4c
org.apache.karaf.tooling	karaf-maven-plugin	4.2.1		32af0f20394720a49e3c10d4d41fdd6d3252afe6
org.apache.karaf.tooling	karaf-maven-plugin	4.2.10		e8cecb7e1db146e08c701ebe9369416f2b82d6a3
org.apache.karaf.tooling	karaf-maven-plugin	4.2.11		b376ab45e083148b2d5956f11154babedc2bc2d2
org.apache.karaf.tooling	karaf-maven-plugin	4.2.12		b9b47fdf179d83f37f0ee3bfe7905dd1d54d817d
org.apache.karaf.tooling	karaf-maven-plugin	4.2.13		e49e89991e0e1a70f341ff89102e59dfb3e47070
org.apache.karaf.tooling	karaf-maven-plugin	4.2.14		11c87e697c58d703ac55cfaa7d93687618f20030
org.apache.karaf.tooling	karaf-maven-plugin	4.2.15		83ef4793b4851c227c9cf9983241931bf39d7fc6
org.apache.karaf.tooling	karaf-maven-plugin	4.2.16		96c2fb883ea0bc864dca176f01e5067eea97198c
org.apache.karaf.tooling	karaf-maven-plugin	4.2.2		00e85c67b6bf06085a825f4582f72f7f85c750af
org.apache.karaf.tooling	karaf-maven-plugin	4.2.3		83e20329b068ddba01e6dcd1a426a19506bca6de
org.apache.karaf.tooling	karaf-maven-plugin	4.2.4		eba7409513fb169067a11c5374ab67c2fc0f6f6b
org.apache.karaf.tooling	karaf-maven-plugin	4.2.5		a75a3b2e6efc8d584a89324e1e63a1a566fcc64b
org.apache.karaf.tooling	karaf-maven-plugin	4.2.6		84a4a5b59a945f98fd1ff76f525a4b5cf4b18183
org.apache.karaf.tooling	karaf-maven-plugin	4.2.7		894852817867512d97e568f196ee024c02106fb9
org.apache.karaf.tooling	karaf-maven-plugin	4.2.8		c56812f3ed9a8bb30b27ac981162268d7f67254b
org.apache.karaf.tooling	karaf-maven-plugin	4.2.9		754a503e5a5ba0f87f19486471ea16e8152cd0de
org.apache.karaf.tooling	karaf-maven-plugin	4.3.0		2cc5b0a374c3d6812db416b109ab0ca4dedcbf43
org.apache.karaf.tooling	karaf-maven-plugin	4.3.0.RC1		673cec3729e77be74f074cbf55079c409916d2db
org.apache.karaf.tooling	karaf-maven-plugin	4.3.1		1aea9b7fd8b3f60fdc8cee9857a54c1117f820ae
org.apache.karaf.tooling	karaf-maven-plugin	4.3.10		9d6ddf3923343f4e8c9476440b632a89e059f47a
org.apache.karaf.tooling	karaf-maven-plugin	4.3.2		76093361c1d56e6bf6742f10530c38cb29794793
org.apache.karaf.tooling	karaf-maven-plugin	4.3.3		04e1a841015b4421ca15d42f0c8705b4cf24cd6d
org.apache.karaf.tooling	karaf-maven-plugin	4.3.4		16b7962a95be3b6389182854a2a72f0b76dfc646
org.apache.karaf.tooling	karaf-maven-plugin	4.3.5		14674da177070af1a61798f05e3a22207a9c04fa
org.apache.karaf.tooling	karaf-maven-plugin	4.3.6		b4ceceef1671b07c657bdb2d6fc9e13a94ec447f
org.apache.karaf.tooling	karaf-maven-plugin	4.3.7		7162c09a5148a9f374011389579a2c9a731e8bc9
org.apache.karaf.tooling	karaf-maven-plugin	4.3.8		202db8e46df04ddfe9bc44fc4d27c93b009ca1c8
org.apache.karaf.tooling	karaf-maven-plugin	4.3.9		f0500e43ee591618d4959ffbca2a0c085f77058e
org.apache.karaf.tooling	karaf-maven-plugin	4.4.0		cd778ae476e3e9200ee105a0b76154802e8b3bb0
org.apache.karaf.tooling	karaf-maven-plugin	4.4.1		903d5a1ffa21f4586a8e3d978d25cc90d3344518
org.apache.karaf.tooling	karaf-maven-plugin	4.4.2		123ec5cb232da310dd66febb8b0f461ac6fe80f4
org.apache.karaf.tooling	karaf-maven-plugin	4.4.3		58e0b710be7dfea5e603f58aa45196775afe422f
org.apache.karaf.tooling	karaf-maven-plugin	4.4.4		817e258f225fdfa3a7be33e94116665779e0bef7
org.apache.karaf.tooling	karaf-maven-plugin	4.4.5		178e889de91dc5d0ab5967168dcff483e5192fec
org.apache.karaf.tooling	karaf-maven-plugin	4.4.6		7ee6727a45d9187ad4dffdfb4274ab9ab79cfb1c
org.apache.karaf.tooling	karaf-maven-plugin	4.4.7		9e2f02b75216875a10c9526b2e42905677acb3f2
org.apache.tika	tika-parser-nlp-module	2.0.0		142f7409acac801dfb4be3cbb4b3292c54bcfe7d
org.apache.tika	tika-parser-nlp-module	2.0.0-ALPHA		0441450319011434670b3cff485aacf335f8db23
org.apache.tika	tika-parser-nlp-module	2.0.0-BETA		b1f7dcfb817283c809e2bac0ccd152ece34e4da4
org.apache.tika	tika-parser-nlp-module	2.1.0		4929d0dca0caa1a4a6426812f662de917035c282
org.apache.tika	tika-parser-nlp-module	2.2.0		7afa7a4af2f8ae0fc2b33f11de4c31ecb49c8fd5
org.apache.tika	tika-parser-nlp-module	2.2.1		5b5164f6bea45c2f6ac9cce6cbfced4492280fe5
org.apache.tika	tika-parser-nlp-module	2.3.0		8d690af378da51ba58d9df2f62f9d975e4150cbf
org.apache.tika	tika-parser-nlp-module	2.4.0		79058c80c19a908bfc1c400d956a4c47c24e75c2
org.apache.tika	tika-parser-nlp-module	2.4.1		c3b54354eb128aabea84f4ae617cb44076cb0b46
org.apache.tika	tika-parser-nlp-module	2.5.0		e14f1e6fbfa52a502cc721338d12055f357a6d3a
org.apache.tika	tika-parser-nlp-module	2.6.0		4d9cf474e04eb5277825183f71d1e62ca77bc9de
org.apache.tika	tika-parser-nlp-module	2.7.0		d3c0d09345fdf4b6323a46ba17c46e15bd8643af
org.apache.tika	tika-parser-nlp-module	2.8.0		dc252b96df0c65a54a6b0f02576c1334b299b53e
org.apache.tika	tika-parser-nlp-module	2.9.0		58cbce874bf18e78e56bc445f6213fab861add4f
org.apache.tika	tika-parser-nlp-module	2.9.1		e0a9b9222a50787409427260500b900d020bb3c7
org.apache.tika	tika-parser-nlp-module	2.9.2		844780b08008de90ec7fac56a8d0171772fb142e
org.apache.tika	tika-parser-nlp-module	2.9.3		7367748804a473c10a64491fa249209fca7520cf
org.apache.tika	tika-parser-nlp-module	3.0.0		5df1288b3a4573c4ecdb9f28af4aa26bb04cbb7b
org.apache.tika	tika-parser-nlp-module	3.0.0-BETA		472b4b167ab6cfe1c59049d5ebd266b5632c3a00
org.apache.tika	tika-parser-nlp-module	3.0.0-BETA2		1f607e5090b59608bc5b344b65599e42209f16f2
org.apache.tika	tika-parser-nlp-module	3.1.0		d12a6133640886eae35872147e0e6d4804a1b4d7
org.codehaus.plexus	plexus-container-default	1.0-alpha-10		575e5663d175c8f112f654bc2f2a3db4077c74e0
org.codehaus.plexus	plexus-container-default	1.0-alpha-11		d817d687e19bb5c180cb37edf815b68580431584
org.codehaus.plexus	plexus-container-default	1.0-alpha-12		00a64676b7aba13b20ccedab41de6ffc09e207f8
org.codehaus.plexus	plexus-container-default	1.0-alpha-13		b78248ebc9ef82e61295b887b7bc212877f38dd5
org.codehaus.plexus	plexus-container-default	1.0-alpha-14		6ee0b7bc5b8f3b1779ac9671be662c0efdb765fb
org.codehaus.plexus	plexus-container-default	1.0-alpha-15		554062812af4ddf78a108e03d154a79f4951ed82
org.codehaus.plexus	plexus-container-default	1.0-alpha-16		dcad8d44306c5ecc109b9449f292fb28b75d37ef
org.codehaus.plexus	plexus-container-default	1.0-alpha-17		76c27a04ff7fa58184d192c46043dea84f7cbf2b
org.codehaus.plexus	plexus-container-default	1.0-alpha-18		d050308db99ebeb5008b4971562946c7edfb14ba
org.codehaus.plexus	plexus-container-default	1.0-alpha-19		261cb0e8bcf53543a12ff2c6e94564591e25e962
org.codehaus.plexus	plexus-container-default	1.0-alpha-20		4cddd28cda4b62db80e2c87c240df5dcf05ecf18
org.codehaus.plexus	plexus-container-default	1.0-alpha-21		b48aec8d67de8ae5ec5c125b82b362c981c27f49
org.codehaus.plexus	plexus-container-default	1.0-alpha-22		ba8ce8bf7e00581699dde94a6de55117a3ecd9ed
org.codehaus.plexus	plexus-container-default	1.0-alpha-23		6d615d93b05b6608bfb1ccfbd4b2eb64a551c498
org.codehaus.plexus	plexus-container-default	1.0-alpha-24		5ca124b92ace9e0f009fd84053cba9258f949b74
org.codehaus.plexus	plexus-container-default	1.0-alpha-25		a89c3237e94bae58ca96dc36ecac3752c8c69885
org.codehaus.plexus	plexus-container-default	1.0-alpha-26		987df6b23dd6091440501783e73929fc335fbccb
org.codehaus.plexus	plexus-container-default	1.0-alpha-27		ab1e07dd5e3c3d7103536d02ce8bb29e6468adff
org.codehaus.plexus	plexus-container-default	1.0-alpha-28		db8b380bae0ec11aeeefa1f275bb751d360cf0e7
org.codehaus.plexus	plexus-container-default	1.0-alpha-29		20ceb07a6f7ccf0d4dd5881105a873a8ce30ad4d
org.codehaus.plexus	plexus-container-default	1.0-alpha-30		669d4ba8e898e37987eb5e30b121ed1d62c5b7b8
org.codehaus.plexus	plexus-container-default	1.0-alpha-31		7894d1b222bd2543ec45d9a28befbfb1140385ea
org.codehaus.plexus	plexus-container-default	1.0-alpha-32		91410b971f9659f76b0ff26a97b9fbac5de2f69e
org.codehaus.plexus	plexus-container-default	1.0-alpha-33		50fbfc8a02bb9719477ab7f6df6f3146236c384d
org.codehaus.plexus	plexus-container-default	1.0-alpha-34		35831fb0365583aead02b3252c4d43f163ecac68
org.codehaus.plexus	plexus-container-default	1.0-alpha-35		d10013b552c1f3682b621ab41f97b9640a4b70b7
org.codehaus.plexus	plexus-container-default	1.0-alpha-36		05db91487d5279975d29872fed4e8b6d8fc3e811
org.codehaus.plexus	plexus-container-default	1.0-alpha-37		63a13214afda7d273ccb249391da8944c72d5f55
org.codehaus.plexus	plexus-container-default	1.0-alpha-38		a7e5cdc400428ee05b692115a55b61601b405700
org.codehaus.plexus	plexus-container-default	1.0-alpha-39		8a43f9803c9465218c6b8656ffb11c52b55229c1
org.codehaus.plexus	plexus-container-default	1.0-alpha-40		0d28934c2b2e0251243025dcb6d1bc10573e12a5
org.codehaus.plexus	plexus-container-default	1.0-alpha-41		91b205c3c1d54c1a374f98031ae753b46bc65c01
org.codehaus.plexus	plexus-container-default	1.0-alpha-42		d0edeca6c32291bc166e18f51f40d0432bc44f32
org.codehaus.plexus	plexus-container-default	1.0-alpha-43		b2f2dd920ecfba4be23d3b82b09d92cbfac88b01
org.codehaus.plexus	plexus-container-default	1.0-alpha-44		c5be3085546cc4d602b5aedd45f8a2e76f4eed9f
org.codehaus.plexus	plexus-container-default	1.0-alpha-45		9179bdef2a4af202c49c49926bb33f8b682ef4c1
org.codehaus.plexus	plexus-container-default	1.0-alpha-46		b473ea598a18f97b53a1389c6030ea2d9650f8a2
org.codehaus.plexus	plexus-container-default	1.0-alpha-47		c0f14e9e366f02251a6d91b77f3cca017b4a16ef
org.codehaus.plexus	plexus-container-default	1.0-alpha-48		fde8f9e126761570261f9505093bccf6ef22df79
org.codehaus.plexus	plexus-container-default	1.0-alpha-7		6d79a3e23c157920409f95dc6b7ddfffa7ffcdbf
org.codehaus.plexus	plexus-container-default	1.0-alpha-8		26fca33e988fb2c4a6688e65a1cd5bab3bb93a64
org.codehaus.plexus	plexus-container-default	1.0-alpha-9		50596183cd7b688d9d7b6d868a0193ca1a8a7b3d
org.codehaus.plexus	plexus-container-default	1.0-alpha-9-stable-1		94aea3010e250a334d9dab7f591114cd6c767458
org.codehaus.plexus	plexus-container-default	1.0-beta-1		8d5a6245804adbe54add4f0b7df972a9da6df34b
org.codehaus.plexus	plexus-container-default	1.0-beta-1.1		0e54361b273752f12a3ab3148fac838a546541ef
org.codehaus.plexus	plexus-container-default	1.0-beta-1.2		5f1ad3a9978751bb27dbe0216d0df331ed78e3da
org.codehaus.plexus	plexus-container-default	1.0-beta-2		e40638f1737306296aa9cadd0082f30925660f82
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.1		8460a7c8adfd6151f55cb295c2d9e5a4e0b209e1
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.2		1aaec5f25cff973fd39fdf5ab670df8a4b33fb7d
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.3		6b2ed446bd4df9b078d4530596eb01356089e0eb
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.4		f7a5b1008d7ba0480f86fd99ffa3a1d87009a216
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.5		d0a29aff95de49312939f4ba769aa2330e4e65c5
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.6		715c506b2b275aaa7e69bba5132231ae10313919
org.codehaus.plexus	plexus-container-default	1.0-beta-3.0.7		d2afa8d9d2bcc4210972482b427c025319977fc1
org.codehaus.plexus	plexus-container-default	1.0.0		0b93713c4c97be9ce0ad8af1e51cc7d2928e4696
org.codehaus.plexus	plexus-container-default	1.1		94396f09067df63d91214e2104948ae0a637c7cd
org.codehaus.plexus	plexus-container-default	1.1.0		f019fee086abf09915a076be0b43a4372c3227c7
org.codehaus.plexus	plexus-container-default	1.2.0		b720054b1c30733aab2533cc2d565d9342909163
org.codehaus.plexus	plexus-container-default	1.2.1		b75c4f708672c00fd24cad26ca68225169de2bef
org.codehaus.plexus	plexus-container-default	1.2.1.3		8f00d316a4a856daa346bab874379fcbb2d9b54e
org.codehaus.plexus	plexus-container-default	1.2.1.4		b454724a294b680e5bc53371cc50f30d22058484
org.codehaus.plexus	plexus-container-default	1.3.0		adec9e0a1300032484a3ba2ce37b73d6a9b639c9
org.codehaus.plexus	plexus-container-default	1.4.0		f7908e523b922eb08052f42195f37e57ca104679
org.codehaus.plexus	plexus-container-default	1.4.1		c4e0961a7e1d2b625cee8758da1aef35e3607c50
org.codehaus.plexus	plexus-container-default	1.5.0		bf402f0b98b21513d5b5e284ffff866ec375251f
org.codehaus.plexus	plexus-container-default	1.5.1		b7bb768ba2cf9dd3ce031b133328da2521bf5df2
org.codehaus.plexus	plexus-container-default	1.5.2		0fac789fc1b8118dc15ec07e6979388366d2b207
org.codehaus.plexus	plexus-container-default	1.5.3		9b0e8f079d0ad24cefea8ddd0b03b3fa31b4a81b
org.codehaus.plexus	plexus-container-default	1.5.4		18ad67198302e82cfe403954aaab6815fab350ef
org.codehaus.plexus	plexus-container-default	1.5.5		0265fa2851d31c2e2177859a518987595efe146b
org.codehaus.plexus	plexus-container-default	1.5.6		35de001d81425549777aea1209d68d72cee1e302
org.codehaus.plexus	plexus-container-default	1.6		e3e8dd9ad86a7473221dd306c9a13daef0a87168
org.codehaus.plexus	plexus-container-default	1.7		f9d052b38b550914c4ed13199ef37e699aaf08db
org.codehaus.plexus	plexus-container-default	1.7.1		c10eaacd916f4ae5f1741d04e5841e854d6f7a1e
org.codehaus.plexus	plexus-container-default	2.0.0		d5620fd4cfa6a2ad783b13c886a6de83b03a8661
org.codehaus.plexus	plexus-container-default	2.1.0		c189df3d30aa7707c36aa2746fae55ebe11d711e
org.codehaus.plexus	plexus-container-default	2.1.1		79551ce19404ad5181b8c499ff1ef304c95e0049
org.cvogt	play-json-extensions_2.11	0.1		30e242d873dbd932f080969395098bd87d8d7526
org.cvogt	play-json-extensions_2.11	0.2		61bb745267862dd98b0410b20c7ace5d91e33f0c
org.cvogt	play-json-extensions_2.11	0.3.0		be717d85710244acd24d9ea35edb974a06fc619e
org.cvogt	play-json-extensions_2.11	0.3.1		17f3ac7e0333f3387a7ade3ad95ef10d32b95ae5
org.cvogt	play-json-extensions_2.11	0.4.0		d08ff2ad915554486ea88454d4755f9a8ab10efd
org.cvogt	play-json-extensions_2.11	0.5.0		6945d0ecd53eb977b466d31dca28c35755a4ac60
org.cvogt	play-json-extensions_2.11	0.6.0		efe7a9f83a9306a996f866ca7b7f886aec67dddd
org.cvogt	play-json-extensions_2.11	0.6.1		45934fc498156db20490f0be5b39499e6d3eb314
org.cvogt	play-json-extensions_2.11	0.7.0		847cfc47fd5fa802cd03b7aec15336c26231ec3c
org.cvogt	play-json-extensions_2.11	0.7.1		723005515273b6753d53d1d783aab837a2981399
org.cvogt	play-json-extensions_2.11	0.8.0		bc8b785320b343490422752884472751a5803001
org.eclipse.edc	monitor-jdk-logger	0.0.1-20230220.patch1		aaa0bf68a11816ed56f2ed7e725b177186f52f06
org.eclipse.edc	monitor-jdk-logger	0.0.1-milestone-7		ad251471baeb96ba27bdf3cb987726430d355cd8
org.eclipse.edc	monitor-jdk-logger	0.0.1-milestone-8		609a055a8fa3dc99b0b3fdfbf023e04fb386051f
org.eclipse.edc	monitor-jdk-logger	0.0.1-milestone-9		c49717c8fe2a3c3888e1bd7e5fb5fb21d1f5be78
org.eclipse.edc	monitor-jdk-logger	0.1.0		fc34dee956536e3aed541802c0f9126ded969373
