cn.songxinqiang	oss-parent-java7	1.0		N/A
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.11		f0958952c587f97f239d93b711eccd7ec53e06ae
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.12		fbadf7b5ed1b0d4742c23cd2135392fc770a6b29
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.13		55f17d79fa7836defd61425b9b6c3ab803b61249
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.3		03c9185e8c85f36b21559a05bf6190618f7e29b2
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.4		923432956f1aa56ddcd23929975afc78e2bac44a
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.5		aef741bb5420f3078184f2abb809493d0af5261e
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.6		6a4d191fe9db3cc6330c4f807f64410853dab97c
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.7		3835d516a86bba75d4fe5a445da37f6c3ccb94cc
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.8		1290b42dbcd1d65d5414e83d9e9c99caa1d7ddd9
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.45.9		cc2fbe15e889f85142bd2584a089fdce624f85e3
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.5.0		08cc646769e34843172b568eb00e824bb024b8bc
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.6.0		63f5ae65530e15c2b4775800f8b318427a20b219
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.6.1		6e3e966a5a31832355c58ea03ec228dbc0ad5afd
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.7.0		41e9d6290bbeddb7ca7ab7a2c993eb9968af02cc
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.8.0		cb61ba88c5ffe26dbe9ad7bec6f11d182e30a8b3
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	11.9.0		51bb30766c17de62a122d01c90d369a34a739757
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.1.1		a8c610131d0c00229ec329a775fefaa9433b11b3
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.1.2		c42059663720bbdbc358229a81862fb8ef539e43
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.1.3		405fa3e33c33f848b50c654a51e2656da83b9e90
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.1.4		736b0e6c957cdabb5bbbfed2a959c39bf70c1b4f
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.1.5		2ee1f5154fa99d1751f98f7ac7562a680bef3fa2
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.1.6		6823a71793ce048e25e2bfb965de9d577b90684e
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.2.0		691d9ab38985e38099f9c7b59f6c44d3f5e3db23
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	7.7.7		02ca0d08994cf11bbbd4eef0e2aa4d412bd6d43d
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.0.0		a0c1909901dbd5a9b8fad4df4266bc626fcf9c95
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.0.1		9954bb50e70636e18c739e282cf39aee24efdb64
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.0.2		8d010f367deed9bf020fe8ebb30412738f899333
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.1.0		9c51178fea254a9d7b72fe1d05dcc012b54a8b4e
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.10.0		0b8f3dd0cf3fb336bed4eb251fbaf5ca7765b3b0
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.10.1		7ac6f267b55c1261917dc599bc5777991bab0998
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.10.2		6e21096b6fb157b35298b6fb27b81dbbc1e6f036
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.10.3		a7b91f101a4dec41a4280f61dc79664627c327e8
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.10.4		f1766f3a3e256f9e1cc4300536adbaac1bdbb89b
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.11.0		7770355cb764bc7b1a151a30245918bd068288b0
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.11.1		60664d5c5b7f12269606bc683ad1b691bf2af931
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.11.2		92280e107cf8b14a8f92d8b6eca75f54a91ca3af
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.11.3		2c1480734e986bd291bfddae5e89629d0f5cbd0f
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.11.4		724502ca9d16eaa628ea8e315141048616e8a9ef
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.12.0		39e7fe1a86e150e5f8260e417a2a4b4a031df6e7
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.13.0		ee1f1a9a9a2f004b89f4c2e7c8839b02c8fbd388
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.14.0		89b3b627385ccbef6139d1dadcca09f0b48f1608
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.14.1		afc86d15db7ccba2889a566d7c3e50a90f0c4617
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.14.2		3ceb03f12265570ba43714cf3a12e0ea56cd4131
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.15.0		feb331d80affa3ebbc223085c72dbb7eb43a4637
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.15.1		723f1f071c9f0e596cc2ff95e2582094e134e2f0
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.15.2		44ceb25d0ecc0fcacef96357603db0f181c21d67
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.15.3		9d830f336c34e7ce23b21f2d584ec7fb97158281
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.15.4		991c00f26f5751c12f26af645829368b3508f286
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.16.0		c9ee6f8b4efc1728692fe11276120aae0f0c03df
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.16.1		ba13bbe8e9f799c5769845923a2087c18d79ca96
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.17.0		efc04d2b1565d405e9584614e18bbf4f817e7d76
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.17.1		fabcfbe0967aca208edd8431cbc449604c8c0af5
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.0		d147c7e9d3a542c0ae0a52a795540ffb665afbea
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.1		9782a972a5ca77243800fe79bcc4caaadc484971
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.2		5c4aaf28e1eaf00f13ce0eefbd146748b30827ac
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.3		5eb869ee7b8cdc21f742b251f52ca26a4b21e561
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.4		cbc855704a73b06d112ae74c5c8ddcd9a2f007f5
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.5		af0fee988bbce5716827b75c1d4b3bafd0afe6fe
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.6		c130f7d8dbcfca4d1d5dce910cd584268b94d7a8
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.7		bf3700c8663409cfcfdc1963af59a25876904c12
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.8		f6d4afbb98c899d951c8263bd15829d50573d3de
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.18.9		77d567f4b52ab5144c2046ba0dcf75820638ad85
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.2.0		fb0ebae82b9636645173e6e3b619f55a0201699c
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.2.1		d403916472ff26ca7e87787fcd1d31e78f0333dc
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.2.2		8e4aaacf0eaf275de3fc83f91f470c4ba62dec1e
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.3.0		96f8f016bd4dd23a189bcd69303ba2ac11d55385
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.3.1		41df98c6f5707a7e39ddbc0baa68b37376fdc96c
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.3.2		fff1e53b44f0265a6488b49d7c955ea98caf9133
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.3.3		409b36f84d85059528329a45a344d801fc00337a
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.1		cce1460697c0bafcda51d0085866bbae31ce7715
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.2		7445ccd145a903e836994498b982e878e0919bc0
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.3		df7f736494e88b2f82272522aed5c36fb81916ad
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.4		af9d5f57211cac0d0fecb457abff304a171e3960
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.5		9421f21cff373bc012ce76c56cef33f9e4197109
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.6		3ab345af81c68ea3d3709d79a023080974ecf41f
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.4.7		774539d9c38707196f56da3c3fd2ecacf7e639a3
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.5.0		54ef21d2ef3211cdcbc2d731e179c846e55b10d2
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.5.1		67e92554a3fdaca8b5162fcf8812fe0da49e7c58
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.5.2		8c87e97a1457b76111535a12029b3e3dc2055e16
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.5.3		da9be6d0c8402777964699e6316febcfd439e423
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.6.0		fc64d0a03fcb7865f61764051ab70a400edb0987
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.6.1		d7dfd647b0b2db1f2d6a32cb7e15ea2437acba8a
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.7.0		c1fe92b0e003190c3f06214166a170241e9a8b57
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.7.1		0b25b9c1beb514a147c842eeb286a0c277387972
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.8.0		5bfc157a49bd91ed979a5a7f629c5335b0f620bf
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.8.1		6bc5c32cfad24ce3bd7d959b639d155a8cd51d26
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.8.2		8cc9071f6bc9319ac7b758db170b6575042f9053
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.9.0		daf27fbdea9c49a31958866f674baae312e42f2c
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.9.1		b120691f48d33f728f65c3d06853c69fd2c1e086
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	8.9.2		861358a01f4ab23f414a1fbd583b91e8716e8df1
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	9.0.0		bb074ca6132fe118698f8d2719533d563115dc02
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	9.1.0		4c84ff812e1d1b43cdf812f05e3d1ad3682550e2
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	9.1.1		74f7e046bfebf259b722cb34ecae6f57bff9e94f
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	9.2.0		ca3a53231c73337359806c9bbcdb749693c3957c
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	9.2.1		066117823c4fd1b0adbd022310e32bb906b2b80b
org.eclipse.dirigible	dirigible-components-ide-ui-form-builder-menu	9.2.2		d4821353be697bc9d8bcd39c45e0ea67e11b2c55
org.json4s	json4s-core_2.12.0-RC1	3.4.1		e3f1512c1cd2a2baa20ae63c9b8b3039b74aca06
org.jumpmind.symmetric	symmetric-ddl	2.1.0		7d3d960956b00683b890d130af7461f1abbcb844
org.jumpmind.symmetric	symmetric-ddl	2.1.1		f5746bbae9eede838bdad73666f8fbe879e917f7
org.jumpmind.symmetric	symmetric-ddl	2.1.2		963d10f6b3fddd33c076b7bf4fe0aa92db4963c0
org.jumpmind.symmetric	symmetric-ddl	2.1.3		9936c3c9b7d2179dda056676dad65514ce87163d
org.jumpmind.symmetric	symmetric-ddl	2.2.0		2d45adfe4a231b61e87ca156951a0c707fac07b2
org.jumpmind.symmetric	symmetric-ddl	2.2.1		19812da78d62c363c3fea32f0ff2dade1556c8aa
org.jumpmind.symmetric	symmetric-ddl	2.2.2		2f0f6896f166ee414336cb8d2326143b3e84cc56
org.jumpmind.symmetric	symmetric-ddl	2.2.3		ffd01376f164a7a1d1e989f0a4e21313b2f33f3a
org.jumpmind.symmetric	symmetric-ddl	2.2.4		21d21f014434201f22e81db5bfb88bf9f51a93db
org.jumpmind.symmetric	symmetric-ddl	2.2.5		5b99604f8ee88ad88da29087cd0bd01242a5dfc8
org.jumpmind.symmetric	symmetric-ddl	2.3.0		36675e58132819ce9305389beaf3cea7484af84b
org.jumpmind.symmetric	symmetric-ddl	2.3.1		8ebfca7c69f570fc7b7f6725a29dbeadfcd37a9c
org.jumpmind.symmetric	symmetric-ddl	2.4.0		dd1ef55d537a881a1676fefc45e77065f3adf5d1
org.jumpmind.symmetric	symmetric-ddl	2.4.1		7cc2ddcc46ef0376c34daef5733a25f54c5434d1
org.jumpmind.symmetric	symmetric-ddl	2.4.2		f1e005241064e20cb82f5cf72b7ec5cce358245f
org.jumpmind.symmetric	symmetric-ddl	2.4.3		496eb81330bcd9bb3fcbd649670faf67c8cdb1b9
org.jumpmind.symmetric	symmetric-ddl	2.4.4		3328a71d217ef7564ee1328585b78d2a5419ba98
org.jumpmind.symmetric	symmetric-ddl	2.4.5		f81357f0320d9483749211aaa52221c0dad6d5a2
org.jumpmind.symmetric	symmetric-ddl	2.5.0		df62cb4b742373471526deded2f40a4727c91fb6
org.jumpmind.symmetric	symmetric-ddl	2.5.1		fbeee489d601b1c6bd5155292ea661c3c80e6b55
org.jumpmind.symmetric	symmetric-ddl	2.5.10		5a38276213b9829add4ddec84eec352a48eaea7e
org.jumpmind.symmetric	symmetric-ddl	2.5.11		a55cf48f5bf88943adb323f3244d9d61457001d2
org.jumpmind.symmetric	symmetric-ddl	2.5.12		dcf38428b703f78f88cb3acbb319a965bf2ac6cd
org.jumpmind.symmetric	symmetric-ddl	2.5.13		fc135d2f97ba1b4ea848776925e1abf223b5625f
org.jumpmind.symmetric	symmetric-ddl	2.5.2		57a00f5e72ef18e83dfcd645aff236269559440a
org.jumpmind.symmetric	symmetric-ddl	2.5.3		97ec93dc8c4512865aff10594006821265dcfc89
org.jumpmind.symmetric	symmetric-ddl	2.5.4		53eb03b19ea7037abae7da9ccae86fe1b29719cf
org.jumpmind.symmetric	symmetric-ddl	2.5.5		346bc32998bf0450f99d42c918b005769989e840
org.jumpmind.symmetric	symmetric-ddl	2.5.6		cda5fded9e01937ce2413635e661e3c1ccf7b04c
org.jumpmind.symmetric	symmetric-ddl	2.5.7		57f0a5a91fa5a21090aaa7ae6584272564d82d4c
org.jumpmind.symmetric	symmetric-ddl	2.5.8		87fbc3d961afda56ebd7c6e56fa0d00a2a11d99d
org.jumpmind.symmetric	symmetric-ddl	2.5.9		3f556958ee2374d700004abd6dc233335d2d587e
org.kie	kie-spring-boot	7.10.0.Final		N/A
org.kie	kie-spring-boot	7.11.0.Final		N/A
org.kie	kie-spring-boot	7.12.0.Final		N/A
org.kie	kie-spring-boot	7.13.0.Final		N/A
org.kie	kie-spring-boot	7.14.0.Final		N/A
org.kie	kie-spring-boot	7.15.0.Final		N/A
org.kie	kie-spring-boot	7.16.0.Final		N/A
org.kie	kie-spring-boot	7.17.0.Final		N/A
org.kie	kie-spring-boot	7.18.0.Final		N/A
org.kie	kie-spring-boot	7.19.0.Final		N/A
org.kie	kie-spring-boot	7.20.0.Final		N/A
org.kie	kie-spring-boot	7.21.0.Final		N/A
org.kie	kie-spring-boot	7.22.0.Final		N/A
org.kie	kie-spring-boot	7.22.0.t042		N/A
org.kie	kie-spring-boot	7.23.0.Final		N/A
org.kie	kie-spring-boot	7.24.0.Final		N/A
org.kie	kie-spring-boot	7.24.0.t043		N/A
org.kie	kie-spring-boot	7.25.0.Final		N/A
org.kie	kie-spring-boot	7.26.0.Final		N/A
org.kie	kie-spring-boot	7.27.0.Final		N/A
org.kie	kie-spring-boot	7.28.0.Final		N/A
org.kie	kie-spring-boot	7.29.0.Final		N/A
org.kie	kie-spring-boot	7.30.0.Final		N/A
org.kie	kie-spring-boot	7.31.0.Final		N/A
org.kie	kie-spring-boot	7.32.0.Final		N/A
org.kie	kie-spring-boot	7.33.0.Final		N/A
org.kie	kie-spring-boot	7.34.0.Final		N/A
org.kie	kie-spring-boot	7.35.0.Final		N/A
org.kie	kie-spring-boot	7.36.0.Final		N/A
org.kie	kie-spring-boot	7.36.1.Final		N/A
org.kie	kie-spring-boot	7.37.0.Final		N/A
org.kie	kie-spring-boot	7.38.0.Final		N/A
org.kie	kie-spring-boot	7.39.0.Final		N/A
org.kie	kie-spring-boot	7.40.0.20200703		N/A
org.kie	kie-spring-boot	7.40.0.Final		N/A
org.kie	kie-spring-boot	7.41.0.Final		N/A
org.kie	kie-spring-boot	7.41.0.t20200723		N/A
org.kie	kie-spring-boot	7.42.0.Final		N/A
org.kie	kie-spring-boot	7.43.0.Final		N/A
org.kie	kie-spring-boot	7.43.1.Final		N/A
org.kie	kie-spring-boot	7.44.0.Final		N/A
org.kie	kie-spring-boot	7.45.0.Final		N/A
org.kie	kie-spring-boot	7.45.0.t20201009		N/A
org.kie	kie-spring-boot	7.45.0.t20201014		N/A
org.kie	kie-spring-boot	7.46.0.Final		N/A
org.kie	kie-spring-boot	7.47.0.Final		N/A
org.kie	kie-spring-boot	7.48.0.Final		N/A
org.kie	kie-spring-boot	7.49.0.Final		N/A
org.kie	kie-spring-boot	7.50.0.Final		N/A
org.kie	kie-spring-boot	7.51.0.Final		N/A
org.kie	kie-spring-boot	7.52.0.Final		N/A
org.kie	kie-spring-boot	7.53.0.Final		N/A
org.kie	kie-spring-boot	7.54.0.Final		N/A
org.kie	kie-spring-boot	7.55.0.Final		N/A
org.kie	kie-spring-boot	7.56.0.Final		N/A
org.kie	kie-spring-boot	7.57.0.Final		N/A
org.kie	kie-spring-boot	7.58.0.Final		N/A
org.kie	kie-spring-boot	7.59.0.Final		N/A
org.kie	kie-spring-boot	7.6.0.Final		N/A
org.kie	kie-spring-boot	7.60.0.Final		N/A
org.kie	kie-spring-boot	7.61.0.Final		N/A
org.kie	kie-spring-boot	7.62.0.Final		N/A
org.kie	kie-spring-boot	7.63.0.Final		N/A
org.kie	kie-spring-boot	7.64.0.Final		N/A
org.kie	kie-spring-boot	7.65.0.Final		N/A
org.kie	kie-spring-boot	7.66.0.Final		N/A
org.kie	kie-spring-boot	7.67.0.Final		N/A
org.kie	kie-spring-boot	7.68.0.Final		N/A
org.kie	kie-spring-boot	7.69.0.Final		N/A
org.kie	kie-spring-boot	7.7.0.Final		N/A
org.kie	kie-spring-boot	7.70.0.Final		N/A
org.kie	kie-spring-boot	7.71.0.Final		N/A
org.kie	kie-spring-boot	7.72.0.Final		N/A
org.kie	kie-spring-boot	7.73.0.Final		N/A
org.kie	kie-spring-boot	7.74.0.Final		N/A
org.kie	kie-spring-boot	7.74.1.Final		N/A
org.kie	kie-spring-boot	7.8.0.Final		N/A
org.kie	kie-spring-boot	7.9.0.Final		N/A
org.kuali.student	ks-sonar	0.1		N/A
org.marvelution.jji	test-utils	1.6.0		061d56963155548188009f5520545dbe7991c25c
org.mini2Dx	artemis-fluid-core	2.4.0		1d66ed32f817900cde44d4572497407b070f4918
org.mvnpm	is-inside-container	1.0.0		1f4e4fb0d690efeaf17bc71a8727b78379bfd717
org.openwfe	openwfe-query	1.7.2		7116eb60d1feba137e46f949d80f6b99ef44f656
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0		390b060fbe6b8d276bf79583430edcaa704f729a
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0-M1		d616cc99f3a06ba63450ad91f5d168ed88dbf117
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0-M2		690ad2354e68310c3de97b411468ea4ccad707c5
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0-M3		56711b736044330f2e0938f5a56c17d5d547cc64
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0-M3-JOnAS		886f94d23744288e25cf83e4ec7387dd67568ce2
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0-M4		c85b982d3dea41511ff57ec2ea0802b69c5719e0
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.0-M5		356777ebc79be3df33000bea34a54135bedf1efd
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.1		531bafc15c6f5c9a9c85a903c497d10c2c6b0576
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.2		8ce66c255648bc5993b4fb5bbef267982c64fb45
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.3		20edbcf5cc5b99829757e78ae7fdd54f77399870
org.ow2.easybeans.osgi	easybeans-modules-persistence-openjpa-2.x	1.2.4		3df49a2223d8ecf82450a9b6bacde41cc8104ebf
org.ow2.petals	petals-se-script	1.0-beta1		N/A
org.refcodes	refcodes-eventbus	0.0.3		00d8922e98343cf22acb7e8e72d0987407193843
org.refcodes	refcodes-eventbus	0.0.4		83eab6496f3334b17e8ff0b53c0ee6c4df5b98c8
org.refcodes	refcodes-eventbus	0.1.0		deba74b80cb538c12d1e23d782cef33a89e7ce29
org.refcodes	refcodes-eventbus	0.2.0		7a2273f3b3d974fd620160fd9d769c9c63a3fbb4
org.refcodes	refcodes-eventbus	0.3.0		80f76d773fa25a3999ed38df000ed559ef66e4ca
org.refcodes	refcodes-eventbus	0.4.0		e05f07397987ee11386a865640fb121e4493f197
org.refcodes	refcodes-eventbus	1.0.0		0bb3c66d3378bd71fc4eae497b3b1b02cb693e49
org.refcodes	refcodes-eventbus	1.0.1		8828c5aeb6be4de17d44e1d18091757c7c2610b8
org.refcodes	refcodes-eventbus	1.0.2		ad4486bf88b4d6ccaf0a06199718d381ba971f0a
org.refcodes	refcodes-eventbus	1.0.3		ab82b0a59298b5c79185f61ea65e1b00e3d666b4
org.refcodes	refcodes-eventbus	1.0.4		20e65a67781bf6719ea2436fa0a3c13e25457079
org.refcodes	refcodes-eventbus	1.0.5		5084b7416321dc32dfd990fb0bbaffa7498f8e61
org.refcodes	refcodes-eventbus	1.1.0		997a8495b90ce211b61dd973de049c7c87255de1
org.refcodes	refcodes-eventbus	1.1.1		2b35aad9ed8a831a0f121f24ab70ab8a5cc76d46
org.refcodes	refcodes-eventbus	1.1.2		d76d4603d202abf04b124e729b473b6a64c663c5
org.refcodes	refcodes-eventbus	1.1.3		902152dbf99355ad8e809680396b859daa1a1b75
org.refcodes	refcodes-eventbus	1.1.4		37083f8b6ca2856466fdc403d9cb2c17755abf11
org.refcodes	refcodes-eventbus	1.1.5		89e9742e6aecd87562123ba67af894b5d7ab9ca3
org.refcodes	refcodes-eventbus	1.1.6		b42996f40124bff68f2f28865e7e38d87a9724e2
org.refcodes	refcodes-eventbus	1.1.7		4ef75c1128e701417d74bfe75340c69759b869a0
org.refcodes	refcodes-eventbus	1.1.8		7836d20ede2b6c6fc1163186ff8ea58731783195
org.refcodes	refcodes-eventbus	1.1.9		3aa03217ca7658e06b4ef5a96f6b8053d4dd648b
org.refcodes	refcodes-eventbus	1.10.0		1896ca08862b9d31f06d464c9e3032a9b204d8e1
org.refcodes	refcodes-eventbus	1.10.1		86d28e470d6d767d2d94bd5cf9e4227938a0ecc7
org.refcodes	refcodes-eventbus	1.10.2		89292900ec7e7173cdf5a3bd9e2650c51d090de9
org.refcodes	refcodes-eventbus	1.10.3		496ed7606fa4550c7fbed198a249186ae03c8b51
org.refcodes	refcodes-eventbus	1.2.0		8f1a805dd6edfda00026b399264039baedd7f3cf
org.refcodes	refcodes-eventbus	1.2.1		c2181b7a8b3e1ee0174b1f06a6401f6d61e5e3ee
org.refcodes	refcodes-eventbus	1.2.2		800f15ce39a5423d396513986e4d67b2a1a30599
org.refcodes	refcodes-eventbus	1.2.3		32fe64e8575e5f50bdedb872306d530940cf67fb
org.refcodes	refcodes-eventbus	1.2.4		225408b5ea4326b7ae7a86e9823db262f96e2eba
org.refcodes	refcodes-eventbus	1.2.5		e94190f1c4f0ebf04c98057e16170f0592832c28
org.refcodes	refcodes-eventbus	1.2.6		267a86a6a59af45fc5a1799f9591298e9b1db0b0
org.refcodes	refcodes-eventbus	1.2.7		5906c756ca72ffdb4fab219a020216eecf6cacac
org.refcodes	refcodes-eventbus	1.2.8		f157f4125ecfe164fb041d91fd1a2a4173950173
org.refcodes	refcodes-eventbus	1.2.9		76705c4b07541c11a1e8590bedf261c9e6c6fb31
org.refcodes	refcodes-eventbus	1.3.0		780eebcf464a2da5d165acbd30777349e46aeceb
org.refcodes	refcodes-eventbus	1.3.1		8f4e5610f5bbb8f2ab04203a779260e26c1d6331
org.refcodes	refcodes-eventbus	1.3.2		aeeabc798a44fe6dc4d03cf724c77011ba68a9b1
org.refcodes	refcodes-eventbus	1.3.3		9a0da2c07fa098d8ba66c004538e333bf7ec524a
org.refcodes	refcodes-eventbus	1.3.4		91ed2943089e3ea172fa627b53fbee094e714f9a
org.refcodes	refcodes-eventbus	1.3.5		2975e4fe88cfdc1f7bb9bb0c30d0f51aeb73fd53
org.refcodes	refcodes-eventbus	1.9.9		b3fda90302e7346de352560b6feda8a68a9f290f
org.refcodes	refcodes-eventbus	2.0.0		96e518084c460caf68f1e4b62c050954e302cebd
org.refcodes	refcodes-eventbus	2.0.1		9bab327cfbf0c406d2f0d6b3774b2629f1c19536
org.refcodes	refcodes-eventbus	2.0.2		886758963b863a8c0c92054e3b1172129e840c6d
org.refcodes	refcodes-eventbus	2.0.3		43f14522c16cad4616c5bb9cd5a87d0ebeb46996
org.refcodes	refcodes-eventbus	2.0.4		065434704fc8782612eca0bcd1d92c704d133dcd
org.refcodes	refcodes-eventbus	2.0.5		3e1649e2ee7a583440f7268d48329ed3435adff0
org.refcodes	refcodes-eventbus	2.1.0		8146d19ca673badc014a21ebda6f719d0e192dcc
org.refcodes	refcodes-eventbus	2.1.1		41eb71b85d79e134b5b368109d36b95e58d2a373
org.refcodes	refcodes-eventbus	2.1.2		e37db963e23c6891d5adfe96fbdab707a25dc958
org.refcodes	refcodes-eventbus	2.1.3		4992d43c94c988ad018eef2c3ddc821a6b087e9b
