cn.songxinqiang	oss-parent-java7	1.0		N/A
com.github.darrachequesne	spring-data-jpa-datatables	2.0		e312d6f32312c9e09d2425422cd8276fcdc3c460
com.github.darrachequesne	spring-data-jpa-datatables	2.1		c5422a47e4ef793b1c025335fbe99a19bc4b854e
com.github.darrachequesne	spring-data-jpa-datatables	2.2		d6b990b4f18a5abffe65fe42a701e970f3340208
com.github.darrachequesne	spring-data-jpa-datatables	2.3		1039308c1f26ccd2d256afc22c44f2ced109c792
com.github.darrachequesne	spring-data-jpa-datatables	2.4		fccfd3f3d577ed414a709348727d948ab17b7d07
com.github.darrachequesne	spring-data-jpa-datatables	2.5		0812e050693aa6e022851587878b67ea4096ea35
com.github.darrachequesne	spring-data-jpa-datatables	2.6		09124775f579e75ed56bf8d0f96c3cdbef8048ee
com.github.darrachequesne	spring-data-jpa-datatables	3.0		80a75f67078ab3b1cff073e36ffb06176580b342
com.github.darrachequesne	spring-data-jpa-datatables	3.1		c052274e5f8aa036052ba0f1d1cd5072632c6128
com.github.darrachequesne	spring-data-jpa-datatables	4.0		2d56190cc7ea2348ba357ba189c9c0aac3b18a85
com.github.darrachequesne	spring-data-jpa-datatables	4.1		4723676791d218f9d6ee6fae653fce45820678a5
com.github.darrachequesne	spring-data-jpa-datatables	4.2		e2d7fb736f67478e74623a5ccbf26f7364d8e2d9
com.github.darrachequesne	spring-data-jpa-datatables	4.3		de8f4f67207e83db436c8bc0adab20b9a9d9ddd1
com.github.darrachequesne	spring-data-jpa-datatables	5.0.0		165b032123a17b01ea26cbc51c6aefcb8934a93a
com.github.darrachequesne	spring-data-jpa-datatables	5.1.0		0e6a40bcf9f255593400114954207ecb724930ed
com.github.darrachequesne	spring-data-jpa-datatables	5.2.0		d8959350b1bb701104211d04723bc095a19914fe
com.github.darrachequesne	spring-data-jpa-datatables	6.0.0		c1ad913db569970467b3ed265d3173e497c727ea
com.github.darrachequesne	spring-data-jpa-datatables	6.0.1		2f27242fcff5223741725068bf09eceb602a69f0
com.github.darrachequesne	spring-data-jpa-datatables	6.0.2		ed67b8513ceaafdb0d5f1d45200926ab9c8e1882
com.github.darrachequesne	spring-data-jpa-datatables	6.0.3		0f4951dae6c9a66f4e8616c741ee5f72aaef477f
com.github.darrachequesne	spring-data-jpa-datatables	6.0.4		905aec1869a3601ff9630595d4cdd3888fb0640f
com.github.darrachequesne	spring-data-jpa-datatables	7.0.0		367f64a85d4d0fbf0a17ee7605a930bb3c9a2263
com.github.darrachequesne	spring-data-jpa-datatables	7.0.1		a6fa3cfe8bcce2954dad7a4c15ef9bdef763cc13
com.github.hekonsek	rxjava-connector-http	0.0		3d8da4dc191b4cfcf2db84e3bee5c5159be31151
com.github.hekonsek	rxjava-connector-http	0.1		ce5163aa8c752496ac6229447b93b3f7e707881f
com.github.jiramot	gracefulshutdown	0.0.1		11466365d72627ad5cfce21ff8325339d7c1bc41
com.github.wmacevoy	kiss	1.0		89af19c76a6bc01bea01e3250d6f1e22d30a6ec6
com.github.wmacevoy	kiss	1.2		8e20d03f5380a356e6e4d39389eb32106e848171
com.github.wmacevoy	kiss	1.2.1		5a1959a1fafa31b102a438548c11f76131d17848
com.github.workerframework	worker-api	1.2.0-113		747b074a53d42431ac9b96dd859ead86e3569147
com.github.workerframework	worker-api	1.3.0-128		e4bd6e85b037db7a653bd3dfb161feac1181dd21
com.github.workerframework	worker-api	1.3.1-137		e47bfec62c71c889fa3dc98ead2d3c8b44d53c34
com.github.workerframework	worker-api	1.4.0-142		1e781e75fb71ea274f1f5812c9c1e33babde5c16
com.github.workerframework	worker-api	1.5.0-162		8da8b9fc5030db517bdd04dcffc784f3a8a6d9e7
com.github.workerframework	worker-api	1.6.0-181		55efcbabc4af6421765b9e629d76d4cd09f74336
com.github.workerframework	worker-api	1.7.0-211		413d81b885054ee0ad029229d2a78526a695eed3
com.github.workerframework	worker-api	1.8.0-249		3c235c978242e92c6b552cd6f202897685009138
com.github.workerframework	worker-api	1.9.0-260		3e4a3d8a975c34eaf123765a23182b8383b1dc07
com.github.workerframework	worker-api	2.0.0-279		195dcdc88994768b4ad0c6270afa1ee9b7041a4f
com.github.workerframework	worker-api	2.1.0-280		fc507588a75052f0d1e6bc10d3577d66b937e3da
com.github.workerframework	worker-api	2.2.0-294		8c255f03cfcb470a2705c980d2669a65b41c2c1e
com.github.workerframework	worker-api	2.3.0-297		61adfc8c6ebec71ff15c57fc890bb7b3dd5bd686
com.github.workerframework	worker-api	2.3.1-301		5e1d5d17c666caf7e59a09fd866dcf8439ea24b1
com.github.workerframework	worker-api	2.4.0-342		30bc1b159c8bcd7659de04e612287fc546402d54
com.github.workerframework	worker-api	3.0.0-399		b248457afd790515f7c20ee5e2f633756dd7b824
com.github.workerframework	worker-api	3.1.0-490		84a4a7d7fdd146d9eb4b3b4d940908d5fde7aff6
com.github.workerframework	worker-api	3.2.0-684		e96ccca5372b90fa1955b49c6626e685d51657ec
com.github.workerframework	worker-api	3.3.0-719		c1e40549d36e7fb15c6b9b4b42ddd753dcc9a5a3
com.github.workerframework	worker-api	3.4.0-758		ba2b5a0a9083c1d57c066cdd57b4eb070ee62d23
com.github.workerframework	worker-api	4.0.0-850		3b9c7d8fb4a14a173c12d6728889c397b3596bdc
com.github.workerframework	worker-api	5.0.0-886		0049ae0e83be125b1f6cad0547c5729a5472be0b
com.github.workerframework	worker-api	5.1.0-919		39e434f7a9a1d0a5cee3407910fef0515c8b79e3
com.github.workerframework	worker-api	6.0.0-1107		7e932386efa55c494a5a352f92f199f108bd8b04
com.github.workerframework	worker-api	7.0.0-1167		c2da965316d4b1a407efd2e4c3478eebfd8ae7bc
com.github.workerframework	worker-api	8.0.0-1196		31a0edc67ee077dc48da8cfbcdce5bcb503e40fa
com.github.workerframework	worker-api	8.0.1-1211		5f94fbdf49d06303ad748df41601de028c3a0a83
com.github.workerframework	worker-api	8.1.0-1251		16d5620fd841cb36bbfa6e59d461a44ebe33103f
com.github.workerframework	worker-api	8.2.0-1283		4403d86c0ef5d6b257f9f9d8b538843fd9b29780
com.github.workerframework	worker-api	9.0.0-1293		db3f13d28fc86fd33bada2d3d3f4c231b4befe8e
com.github.workerframework	worker-api	9.1.0-1331		e6521a59f82d340231d70ca400e4b9abb5badca4
com.github.workerframework	worker-api	9.1.1-1334		b80a16addc05cffb802073ed9984822360867de6
com.github.xuwei-k	zeroapply-scalaz_2.12.0-M4	0.1.4		a13c7a021f7e5c7241abe89df4a41ba3d58dc0ee
com.github.xuwei-k	zeroapply-scalaz_2.12.0-M4	0.2.1		7f195568791f61268fffc042b2bd30921ba3360e
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.1.0		fa74849f826f9903411d90f74c1c8c36a9ec5d11
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.12.0		e2385d99c74450ac940f27dcb4ed20cdcb1c7a04
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.13.0		512aa2f085162047abc5d2d478a02e9d45539b61
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.14.0		fb07ff3f9a6ca357393613775339730ca7b71092
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.15.0		255bd553d4cf38777ecaad81b8ffb5a0a649a7bb
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.16.0		daea2827002a83157dff11bc1bb8e15fae832858
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.17.0		2ab8b9ef0e6f63e6ff86d63d585a6dab72683fe6
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.18.0		3dc8a02d36b8705dbde0eac80af19643a87d098a
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.19.0		6d43bcc52e4538237c359fa9cce42ba9d6e6c52f
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.2.0		0780acc22453987eca4ba7401f6f02ce9ba4ae24
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.20.0		e54aa645738546f7a15831f3a1b3d487cf6c6791
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.21.0		c56113837f9558402cc073300d7e3ae9a70cbddc
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.22.0		1b94bd52d3a6e376326a88ff03357eb3799e20cd
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.23.0		b1ef9214cc120f7a79401354678ff32d7874f06e
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.24.0		89943fc5eab4ae85ee30d8f3e362d20d8735ef71
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.25.0		eaf783365509d9bf330f174220129029da6a5109
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.26.0		58a8ea8bd75483e530759deec186808f46e06941
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.27.0		d1887222b8c848ca635defc13cd5d4ab17d5f197
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.28.0		aa7ecd9d6f98a6176efe14c7f5adf7ed051a77b0
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.29.0		49dea693e5f9f4efd074bcabf01b013f6dfed504
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.3.0		8c1e1e44528f0bb8a35232361e7fb3e2de8c8a3f
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.30.0		e8ee2b51dd9b85240deba27be6b50247d8b35152
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.31.0		d4ebe95fc29677b269cf5898d63f62d8385f005d
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.32.0		6650d6d9af41b8000aa5c95a4e4c4c8f8eb3b41b
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.33.0		32f257cedab983a3b15eb3483ec85aaea406a51a
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.34.0		7966c7554830e44a7ac2e95a71a1688ce08c6fb8
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.36.0		e5fcde68a50afe751c7cf29dfa207c95bd9584a1
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.37.0		f4a2c746b2b6f7ea2f983c0f0b693b993d84f8ec
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.38.0		525d34c13b1cf7f796e24f22b6897482beff22d8
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.39.0		148ebb933037e70b45ff08d384d405d1a29a8289
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.4.0		30c039c4d52cfdd252f01e3de89cfc6c8784ad01
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.40.0		0ca82586c5fe7964bdd839cbf24a35489e9419e5
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.41.0		c91dc268dcdbc70a87d74de8d46cc4bbf6e2d611
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.42.0		46fd7bc229a280459023f1a758659b237c759311
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.43.0		57d8086aacd9db27fa29dbf15f9eb10e6c200c27
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.44.0		2ee92d92560686532e6c0ea9b484d13ad7a0016a
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.45.0		a4cffb30503530211dade0497830b42db78c81bf
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.46.0		1b7d556c2f2fb13fd8b34d5aa65ffb8cbb72763b
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.47.0		dfc491b6ccb1d27e3b4df0ffdf7f7a41d5cfd353
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.48.0		687fdfcd57d618c575ac5e8911b8f94c68aa7688
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.5.0		99101e9d1a40d5319740be2fa9031123671d165d
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.6.0		c5708e13ff248df854fdda9a09c110d8b69dc7fe
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.7.0		f17336ca13f2fdea399dc9a56b1fd3f017a14ee5
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.8.0		9f58c29617812c687e7fa9833400d8a63de42cb1
com.google.api.grpc	grpc-google-cloud-storageinsights-v1	0.9.0		395154bb38dae65129ca52f87c7b034dc26e802d
com.liferay	com.liferay.headless.object.client	1.0.0		0b5ce3cc05a060a78da0cb1b20ab437f6c405cf1
com.liferay	com.liferay.headless.object.client	1.0.1		9ff25f0d8c2de57f460adbc7f8bb091c71a465c3
com.liferay	com.liferay.headless.object.client	1.0.2		f21b84457e3bd0a1cba01ee480326d64a84149e9
com.netflix.iep-apps	iep-lwc-cloudwatch_2.13	0.2.2		aad304a478e828cea859ea335205979b18a086e9
com.netflix.iep-apps	iep-lwc-cloudwatch_2.13	0.2.3		b732d9f11d7b7d8dcef3d679b08f6659986f3140
com.netflix.iep-apps	iep-lwc-cloudwatch_2.13	0.4.0		73733e494d474dac42e1d068d15e6aa0450a078d
com.nrinaudo	kantan.csv-scalaz_sjs0.6_2.13	0.6.0		22e1a2af20e970dd6d9ea53a10ed42c76c1795dc
com.nutanix.api	lcm-java-client	4.0.1-alpha-1		a1a775142e4cfecd567ad7391c72b300e0792c5f
com.progressoft.brix.domino	evenbus-sample-shared	1.0-rc.1		f9e3fd6421cec5b0fa2844398f2de5500e6dbb5f
com.rometools	rome-opml	1.10.0		bffa5246584e889bed1d7fe12e39c0b85ce3be5f
com.rometools	rome-opml	1.11.0		2659eb7b07b3bbcfd811673260850225f77bb2ea
com.rometools	rome-opml	1.11.1		ffb63529f173eec0e8850497d5d82b8d1223bf9e
com.rometools	rome-opml	1.12.0		a596f5375b61af3925a1753e0ef743dc9f3e986e
com.rometools	rome-opml	1.12.1		da6eda746101bd43f421a24205c825500e95f293
com.rometools	rome-opml	1.12.2		58ce066adb16971b7d8e82bc2cdb0448949d1ab2
com.rometools	rome-opml	1.13.0		c7f568724feca7da6330937dca110773513d31ef
com.rometools	rome-opml	1.13.1		5047ea76437caca404b70dad00d34bb22e1ec3b7
com.rometools	rome-opml	1.14.0		f0d98a64edd64cc6633031706f03d21f430129c0
com.rometools	rome-opml	1.14.1		8c25dfbe0e05347436ff2a44daf8ba981a0216bb
com.rometools	rome-opml	1.15.0		a7e64caad1cf5001f8085be039840d3ef1cfb458
com.rometools	rome-opml	1.16.0		3dcadc0f9667c289f673d34c5ec1e8bbcd5b835b
com.rometools	rome-opml	1.17.0		6adf9e45fb7d7f5031c08768305182a2b13bd360
com.rometools	rome-opml	1.18.0		dc4379399d395ca65f82a7fed1fe98591523302c
com.rometools	rome-opml	1.19.0		58cf0782adf0fc47d0c68ad75e9f62d237845769
com.rometools	rome-opml	1.5.0		879bbb22ad01fddbb07b4fd85d0e68909108ec93
com.rometools	rome-opml	1.5.1		c0abb08b00ed4849286a843626d5cf392397d54c
com.rometools	rome-opml	1.6.0		57f048a4a6b6f708ddd8aca226bc9462dd22a420
com.rometools	rome-opml	1.6.1		43da415ec74932ecd30771817ec26f6a059551fe
com.rometools	rome-opml	1.7.0		f141547af2a40d345519ed1c4ea2d550eb435958
com.rometools	rome-opml	1.7.1		8e9b6adc4c08b4fce746b1e65617d78f6d24d647
com.rometools	rome-opml	1.7.2		d03d5a32fcbec1d4aea9ecb6d972a832c4e76edf
com.rometools	rome-opml	1.7.3		decd4d08a5542cb681881a69ed1684a89938b08d
com.rometools	rome-opml	1.7.4		9f8771713af4b566b044bfac42cd4546484baa90
com.rometools	rome-opml	1.8.0		56988f2cd58e73683d030a912e097efd4d0b448d
com.rometools	rome-opml	1.8.1		d33517aad20b6a4a2f7a583fc94d39415695569d
com.rometools	rome-opml	1.9.0		2b7d1241f5df4dd220c60b0bd6b06e6a9202f7c2
com.rometools	rome-opml	2.0.0		b62e1bd8a8effb82fe3169a6281786e2ea6c066a
com.rometools	rome-opml	2.1.0		23f59fcd99d65d29bf1e92bff38988b1ca5c82ea
com.simpligility.org.apache.maven.plugin-testing	maven-plugin-testing-harness	3.0.0		50bf6b257fdf56fc9c329fbf89e4cf8981606a46
com.thebluekernel.common	websocket-iosarm64	0.21.0		N/A
com.thebluekernel.common	websocket-iosarm64	0.21.0	metadata	81c363bb508dcd53c4e11f7dd16939d588855384
com.vaushell	superpipes	1.0.0		0637f1d930cb146e9815836289c01f90ed071961
com.vaushell	superpipes	1.0.1		a261ee18617be48c4f22c00df81ee46cb6ebda7f
com.vaushell	superpipes	1.0.2		0104bdf38411b6ffb9ca8b56015c22033725a59e
cz.masci.commons	commons-springfx-bom	0.0.11		N/A
cz.masci.commons	commons-springfx-bom	0.0.12		N/A
cz.masci.commons	commons-springfx-bom	0.0.13		N/A
cz.masci.commons	commons-springfx-bom	0.0.15		N/A
cz.masci.commons	commons-springfx-bom	0.0.19		N/A
cz.masci.commons	commons-springfx-bom	0.0.20		N/A
cz.masci.commons	commons-springfx-bom	0.0.21		N/A
cz.masci.commons	commons-springfx-bom	0.0.22		N/A
cz.masci.commons	commons-springfx-bom	0.0.23		N/A
cz.masci.commons	commons-springfx-bom	0.0.24		N/A
cz.masci.commons	commons-springfx-bom	0.0.25		N/A
cz.masci.commons	commons-springfx-bom	0.0.27		N/A
cz.masci.commons	commons-springfx-bom	0.0.28		N/A
cz.masci.commons	commons-springfx-bom	0.0.29		N/A
cz.masci.commons	commons-springfx-bom	0.0.30		N/A
dev.g000sha256	keep-annotation-api	0.0.1		N/A
dev.g000sha256	keep-annotation-api	1.0.0		08f43c9cbbb21a397b7a4ad2595e4ae6c345c30f
dev.mattramotar.storex.store	core-api-android	6.0.0-alpha02		N/A
dev.mattramotar.storex.store	core-api-android	6.0.0-alpha03		N/A
dev.mattramotar.storex.store	core-api-android	6.0.0-alpha04		N/A
dev.nesk.akkurate	akkurate-core-linuxarm64	0.10.0		N/A
dev.nesk.akkurate	akkurate-core-linuxarm64	0.11.0		N/A
dev.nesk.akkurate	akkurate-core-linuxarm64	0.9.0		N/A
dev.nesk.akkurate	akkurate-core-linuxarm64	0.9.1		N/A
dk.clanie	clanie-core	0.0.2		02aefd8d7de02ead4a963223e19082a2b949db18
edu.princeton.cup	java-cup	10k		88eadc5347b2a22c9c87a04687f0aabaeac01c0b
edu.stanford.protege	code-generation	2.0.0		422219af2d1b81aed07d27a1ce4481ff8e41ec75
eu.solven.adhoc	adhoc	0.0.2		61d35ea600612bba8ddd60a86bb3729dc3531251
eu.solven.adhoc	adhoc	0.0.3		fb53ab5528ba0a13ed840204ab8c1bfc2c1e020d
eu.solven.adhoc	adhoc	0.0.4		30b08980e0d6c68db7695168e3b8fd78a849f75e
eu.solven.adhoc	adhoc	0.0.5		dfb530a2f2ff015c72d93b12775354bb5f5304a4
eu.solven.adhoc	adhoc	0.0.6		79735bb66a410ef4f09b0eac4a35f5d10b8b9513
gg.gamerewards	gamerewards-sdk-android	1.0.1		N/A
gg.gamerewards	gamerewards-sdk-android	1.0.2		N/A
gg.gamerewards	gamerewards-sdk-android	1.0.4		N/A
gg.gamerewards	gamerewards-sdk-android	1.1.0		N/A
in.nvilla	empty-list-cats_sjs0.6_2.11	1.0		5b8bf6245c656cd0e9fb773c21bb797b4fcbfe4a
io.enabl3.android.enabl3androidsdk	cryptowithdrawal-ui	1.0.24		N/A
io.enabl3.android.enabl3androidsdk	cryptowithdrawal-ui	1.0.25		N/A
io.enabl3.android.enabl3androidsdk	cryptowithdrawal-ui	1.0.26		N/A
io.enabl3.android.enabl3androidsdk	cryptowithdrawal-ui	1.0.27		N/A
io.gitee.jossch	dawn-parent	3.0.1		N/A
io.gitee.jossch	dawn-parent	3.0.2		N/A
io.gitee.zycn328171146	api-common	0.0.1		23528d90809bda48ab375c75231c295242e645bb
io.gitee.zycn328171146	api-common	0.0.1-RELEASE		ad854333569bfa117beea54f388e7b8143e71247
io.gitee.zycn328171146	api-common	0.0.2		ea69ec922ad0dc44973287dc619a816eb58d1d3a
io.github.abdulaziz-mirzaeev	minio-lsfusion	1.0		7514d111bfec2a9de3203d54ddbbc86fb7a3b452
io.github.abdulaziz-mirzaeev	minio-lsfusion	1.0.1		d01e10e3f88e83961037638a3a7a3d6e0516c793
io.github.abdulaziz-mirzaeev	minio-lsfusion	1.0.2		2cba20c6518e9064f9eaa211529928bf17105bfa
io.github.aljoshakoecher.skillup	skillup.opc-ua-server	1.0.2		240c5d827460b48091bd1107669542fc0026184e
io.github.aljoshakoecher.skillup	skillup.opc-ua-server	2.0.1		69d6944ba6ad0e7ac31cfec988579e3717599d44
io.github.aljoshakoecher.skillup	skillup.opc-ua-server	2.0.3		a6286573a247c9b8698d1e4f292c2d77c6726c10
io.github.assist-iot-sripas	scala-mqtt-wrapper-akka_2.13	4.0.0		abd96019ce3b47e2cd583f57c748fdb5b47d90d9
io.github.assist-iot-sripas	scala-mqtt-wrapper-akka_2.13	4.0.0-RC2		aea0760dbab6689a5eb97b8b6a021b0453aa579f
io.github.assist-iot-sripas	scala-mqtt-wrapper-akka_2.13	4.0.0-RC3		1391e9a7b7fb37601b85d0ac48908bc14f8c5cab
io.github.assist-iot-sripas	scala-mqtt-wrapper-akka_2.13	4.0.0-RC4		0616d97b1ae5f2318dde35c25cc267105efe031d
io.github.dejavuhuh	lego-bom	0.0.1		N/A
io.github.dinesh-scaletech	UpAxis	0.0.10		N/A
io.github.dinesh-scaletech	UpAxis	0.0.11		N/A
io.github.dinesh-scaletech	UpAxis	0.0.12		N/A
io.github.dinesh-scaletech	UpAxis	0.0.14		N/A
io.github.dinesh-scaletech	UpAxis	0.0.15		N/A
io.github.dinesh-scaletech	UpAxis	0.0.16		N/A
io.github.dinesh-scaletech	UpAxis	0.0.17		N/A
io.github.dinesh-scaletech	UpAxis	0.0.18		N/A
io.github.dinesh-scaletech	UpAxis	0.0.19		N/A
io.github.dinesh-scaletech	UpAxis	0.0.20		N/A
io.github.dinesh-scaletech	UpAxis	0.0.21		N/A
io.github.dinesh-scaletech	UpAxis	0.0.22		N/A
io.github.dinesh-scaletech	UpAxis	0.0.23		N/A
io.github.dinesh-scaletech	UpAxis	0.0.3		N/A
io.github.dinesh-scaletech	UpAxis	0.0.4		N/A
io.github.dinesh-scaletech	UpAxis	0.0.5		N/A
io.github.dinesh-scaletech	UpAxis	0.0.7		N/A
io.github.dinesh-scaletech	UpAxis	0.0.8		N/A
io.github.dinesh-scaletech	UpAxis	0.0.9		N/A
io.github.dinesh-scaletech	UpAxis	1.0.1		N/A
io.github.dinesh-scaletech	UpAxis	1.0.2		N/A
io.github.dinesh-scaletech	UpAxis	1.0.3		N/A
io.github.dinesh-scaletech	UpAxis	1.0.4		N/A
io.github.dinesh-scaletech	UpAxis	1.0.5		N/A
io.github.dinesh-scaletech	UpAxis	1.0.6		N/A
io.github.dinesh-scaletech	UpAxis	1.0.7		N/A
io.github.dinesh-scaletech	UpAxis	1.0.8		N/A
io.github.ismai117	kottie-iosx64	1.0.0		N/A
io.github.ismai117	kottie-iosx64	1.0.0	metadata	19f9eec9a7c24ea41d955f2d379057933ca6f4b8
io.github.ismai117	kottie-iosx64	1.2.0		N/A
io.github.ismai117	kottie-iosx64	1.2.0	metadata	2ec2d223613071e3c4baeee8479646a60695fee7
io.github.ismai117	kottie-iosx64	1.2.1		N/A
io.github.ismai117	kottie-iosx64	1.2.1	metadata	2ec2d223613071e3c4baeee8479646a60695fee7
io.github.ismai117	kottie-iosx64	1.3.1		N/A
io.github.ismai117	kottie-iosx64	1.3.1	metadata	a58d41c06c2058d26ccada1199e7312a5239335b
io.github.ismai117	kottie-iosx64	1.4.1		N/A
io.github.ismai117	kottie-iosx64	1.4.1	metadata	9db710addcdf5c3721468d0c82f8120652759644
io.github.ismai117	kottie-iosx64	1.4.2		N/A
io.github.ismai117	kottie-iosx64	1.4.2	metadata	e3d0b1f34876d508c34455896a5f1b794a8889f8
io.github.ismai117	kottie-iosx64	1.4.3		N/A
io.github.ismai117	kottie-iosx64	1.4.3	metadata	2959ebca46e4e9e80909f2bcc30a7aa401bbb667
io.github.ismai117	kottie-iosx64	1.5.3		N/A
io.github.ismai117	kottie-iosx64	1.5.3	metadata	38c58828e8c3aa3e2254690a1ff3d4c29467f383
io.github.ismai117	kottie-iosx64	1.5.3-alpha01		N/A
io.github.ismai117	kottie-iosx64	1.5.3-alpha01	metadata	35ce63071f9e07d388f5040be1929c49a8419f72
io.github.ismai117	kottie-iosx64	1.5.3-alpha02		N/A
io.github.ismai117	kottie-iosx64	1.5.3-alpha02	metadata	d1a1b715cd0970976af193f7185ae12932cae487
io.github.ismai117	kottie-iosx64	1.6.3		N/A
io.github.ismai117	kottie-iosx64	1.6.3	metadata	0456dadd0cbd916bcaf644529ebc8081ab0a0c24
io.github.ismai117	kottie-iosx64	1.6.3-alpha01		N/A
io.github.ismai117	kottie-iosx64	1.6.3-alpha01	metadata	f2cc5ba98603407f530e9a81875eed174a222e41
io.github.ismai117	kottie-iosx64	1.7.3		N/A
io.github.ismai117	kottie-iosx64	1.7.3	metadata	096bf5800eb07dcbc616dd9b6f3d3e577068dfaa
io.github.ismai117	kottie-iosx64	1.7.3-alpha01		N/A
io.github.ismai117	kottie-iosx64	1.7.3-alpha01	metadata	66a529f84bccae3369e877d09179bdd914a1020e
io.github.ismai117	kottie-iosx64	1.7.3-alpha02		N/A
io.github.ismai117	kottie-iosx64	1.7.3-alpha02	metadata	096bf5800eb07dcbc616dd9b6f3d3e577068dfaa
io.github.ismai117	kottie-iosx64	1.8.3		N/A
io.github.ismai117	kottie-iosx64	1.8.3	metadata	807e9be19cd260ae4a7f496e3e12cc3d3a03a1ff
io.github.ismai117	kottie-iosx64	1.8.4		N/A
io.github.ismai117	kottie-iosx64	1.8.4	metadata	807e9be19cd260ae4a7f496e3e12cc3d3a03a1ff
io.github.ismai117	kottie-iosx64	1.8.5		N/A
io.github.ismai117	kottie-iosx64	1.8.5	metadata	a4c6469893d3c2bc72ecc41b66023345e496afb9
io.github.ismai117	kottie-iosx64	1.8.6		N/A
io.github.ismai117	kottie-iosx64	1.8.6	metadata	9665ad1cdb57a5d86b081a45f4d0868a2220cebd
io.github.ismai117	kottie-iosx64	1.9.6		N/A
io.github.ismai117	kottie-iosx64	1.9.6	metadata	3b10c6e3c3616aa7d89cc00570bc6bd3149a8a5f
io.github.ismai117	kottie-iosx64	1.9.6-alpha01		N/A
io.github.ismai117	kottie-iosx64	1.9.6-alpha01	metadata	886acea3a5bb0a49e138a39af7fb8ef261a14282
io.github.ismai117	kottie-iosx64	1.9.6-alpha02		N/A
io.github.ismai117	kottie-iosx64	1.9.6-alpha02	metadata	dde5a53e67e4fd6c8788cafc02960869d5eb68d1
io.github.ismai117	kottie-iosx64	1.9.6-alpha03		N/A
io.github.ismai117	kottie-iosx64	1.9.6-alpha03	metadata	c3ea05d3473f19f76dc4bb71286169e666b25455
io.github.ismai117	kottie-iosx64	2.0.0		N/A
io.github.ismai117	kottie-iosx64	2.0.0	metadata	8dc70bf7d470ce46ff428e52031546c8f06efe47
io.github.ismai117	kottie-iosx64	2.0.1		N/A
io.github.ismai117	kottie-iosx64	2.0.1	metadata	879e9490cd187550eccf297427bd93bc3fe67201
io.github.lygttpod.android-local-service	processor	0.0.0.1		b544c54cca156d77b608cb43254143e6e1c82391
io.github.lygttpod.android-local-service	processor	0.0.0.5		b731de0a81013c3efed1b9c063f491563985ecf7
io.github.lygttpod.android-local-service	processor	0.0.1		e77b1ae9677bacb4369be16cb923fe360f973b14
io.github.mirzemehdi	kmpauth-google-iosx64	0.0.3		N/A
io.github.mirzemehdi	kmpauth-google-iosx64	0.0.3	metadata	12462ff39d1421d6c7370d33f53d1892de949582
io.github.mirzemehdi	kmpauth-google-iosx64	0.0.4		N/A
io.github.mirzemehdi	kmpauth-google-iosx64	0.0.4	metadata	ddae7961d7530d51c89ebf86be401f8ac3cd4747
