cn.javaf	method-advice	1.0.0		301b98315ceee72c49d76eb4422eb04415574e22
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-beta02		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-beta03		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-beta04		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-beta05		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-rc01		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-rc02		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.0.0-rc03		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.1.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.2.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.2.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.2.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.3.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.3.0	metadata	f81ac806a23347ecf7a9972120a7fcdae1e290df
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.3.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.3.1	metadata	d2d79d6af11ca437b662b0f5dc4661c5aeb351c6
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.3.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.3.2	metadata	91f89cd2e767c20608345f4263e9d38e5438d4ab
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.4.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.4.0	metadata	108f749f6e35e356bba8def9ccfa78497c2565dd
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.5.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.5.0	metadata	c206b81c37a276b8a1256cc2a145775e6491ac93
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.6.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.6.0	metadata	a14c18b1183c6dde54b8b0ed88e25430d588614f
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.6.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.6.1	metadata	1fe4511ce157a52f5f7abbd3a5c42e759b90fec3
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.6.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.6.2	metadata	130927d74daf6fab8db99da2853f0e686f7e9d95
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.0	metadata	0a8d431183813d5816edb16c06bb2694f08f8237
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.1	metadata	16d9d4661ef5e5cadfdcfc9a7b5662ef3cbcadab
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.2	metadata	87535548dd4c33f0946119694ea841c90966e7e6
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.3		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.3	metadata	ccd9fa9a7184faf436d0ba7594beee3c289e9948
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.4		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.4	metadata	4611b592acfea811820708fa96ef8f6558cd5876
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.5		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.7.5	metadata	dc07fda16d1424ba2f98588a77319860a1d72c26
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.0		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.0	metadata	f1baade937e685ed2ac886347be364d601c994d7
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.1	metadata	7064ff2df234f7fa0f99df6936ebff4d60df4afd
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.2	metadata	7d45dd021dae9ca4a7217ca3bffcf76a7baa4786
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.3		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.3	metadata	4c0bc330727aa9f6c0ff719e0840b1b25ca17995
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.4		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.4	metadata	612c824058d682f6577b9b28cd2e0bc769290006
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.5		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	3.8.5	metadata	072756def8c47c90fe01f242ff6ff7b9ff8803d0
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-alpha.1	metadata	4a0fafefbd9806ce019a8ca26150f4c314fe7a0f
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-alpha.2	metadata	b532c99f68eecc83daa24e30a92b7a76fa681023
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-alpha.3	metadata	bc560301edb45c87f977dc2b951f35c8917523ee
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.1	metadata	42092d03dac84ad4febba969b5f0af72bc4ac686
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.2	metadata	b82cc2d423526693317a2d7d33459e8e458879c0
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.3	metadata	13a830e45a816a3ba9069ff6140c0378bb151183
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.4	metadata	c8cd1d5d48fec35e3c55440eb49a40dd1d81db80
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.5	metadata	fad42d67fb8098fa8704520ba4a79f83fc184c1f
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.6	metadata	10f28f496e1f69b2788515a4a2a355821e485a0b
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.7		N/A
com.apollographql.apollo3	apollo-adapters-watchosarm64	4.0.0-beta.7	metadata	b2fb109be385b18901bb2cef9d9787d1a8c96181
com.azure	azure-maps-route	1.0.0-beta.1		002ae93532686e9616f209698dd91005ae8d22d5
com.azure	azure-maps-route	1.0.0-beta.2		83ca1ff705e35d5e0a54d98f51ae1b6c1343fdc1
com.azure	azure-maps-route	1.0.0-beta.3		e1d3432e7f3d12021d0e44c1a84002d7dbf43fcf
com.buschmais.jqassistant.cli	application	1.10.0		740ad10f36858654f6a70266bfe5cd8ed89958ac
com.buschmais.jqassistant.cli	application	1.10.0-ALPHA1		4ffc9650b3c98bd70e4178e08f937cad6017dd0a
com.buschmais.jqassistant.cli	application	1.10.0-RC1		792e6e3ccc791bfc63e8c40fffe8b723894c7d5b
com.buschmais.jqassistant.cli	application	1.10.1		7ba4374cde8db9b7595d10326c64ee924b0e15fa
com.buschmais.jqassistant.cli	application	1.11.0		b976d93ef6c834109a5e3bdd67a2fa24f12e6207
com.buschmais.jqassistant.cli	application	1.11.0-RC-1		5412eb5cbfdb510d8b61a82cabadc884aba8197a
com.buschmais.jqassistant.cli	application	1.11.1		c7926f401b41d9c7f329e913b890e39ae1681da2
com.buschmais.jqassistant.cli	application	1.12.0		cfd1d09ef7f1a969c8071d33586e35817e39c9c1
com.buschmais.jqassistant.cli	application	1.12.0-M1		a43839f68b499977219ea39a73d4120b5f965177
com.buschmais.jqassistant.cli	application	1.12.1		1ff5582c09e66a2fcd6261be7ce534c3c1eff7cc
com.buschmais.jqassistant.cli	application	1.12.2		ced67ee3ea6ff687e0aa34cc12b756377f6bbbd2
com.buschmais.jqassistant.cli	application	1.4.0		d9470dfd4ab63feb07639761a473464f2ffd453e
com.buschmais.jqassistant.cli	application	1.5.0		0b26bc9ecaf539928c30264469d4d98b89004d58
com.buschmais.jqassistant.cli	application	1.5.0-RC-1		c232d96ffefb390fe77cca21031b286a0c7ba491
com.buschmais.jqassistant.cli	application	1.6.0		5b2ac7d42ac798b9409efcbfc694d5eec16d82fa
com.buschmais.jqassistant.cli	application	1.6.0-RC1		cc41c9ffac3cac6118c0514746e4d58914d53a77
com.buschmais.jqassistant.cli	application	1.7.0		237092afe396f34b3c75d5dbd4598b6cb3791e47
com.buschmais.jqassistant.cli	application	1.7.0-MS1		0f88353b777c45f2119bd23f980000abc0e3dbe6
com.buschmais.jqassistant.cli	application	1.7.0-MS2		4e5fcae35e3367b0940f03769d8529b2f553d5ec
com.buschmais.jqassistant.cli	application	1.7.0-MS3		4d4b09c182b08eecbcbe9325c25ad9a47fa01f93
com.buschmais.jqassistant.cli	application	1.7.0-RC1		0bdca2a8f3f0d2620e8cf784fd4710f0ce2afa51
com.buschmais.jqassistant.cli	application	1.8.0		a24a350ade8cec4978b8a59788cf773cc0c55b81
com.buschmais.jqassistant.cli	application	1.8.0-MS1		60ddd51e63353cf57c4a6a9cd8c7b537c58a6e12
com.buschmais.jqassistant.cli	application	1.9.0		515a5752c0d857edff8dd13d3d8a229daca57493
com.buschmais.jqassistant.cli	application	1.9.0-ALPHA1		307d7c586e8b86a5d32e526ca9d0cd98839ff7c7
com.buschmais.jqassistant.cli	application	1.9.0-ALPHA2		966f473bed2fc70061799a0059c440f71b44c493
com.buschmais.jqassistant.cli	application	1.9.0-RC1		f88f471b85e74cc92a36c3fe1acf64ade789c95d
com.buschmais.jqassistant.cli	application	1.9.1		e3b5f19392f2c614907ffceb8cabff0748257fb2
com.buschmais.jqassistant.cli	application	2.0.0		ae906db3990bdbadef1f07fe9652a35905cac47e
com.buschmais.jqassistant.cli	application	2.0.0-M1		1f6174a23c22c30e6f40cb4723220cf0d19d1c77
com.buschmais.jqassistant.cli	application	2.0.0-M2		b3d0fb9c9a057689e58b13df104c7e2b7b423136
com.buschmais.jqassistant.cli	application	2.0.0-M3		5cae40faf31e36f4c7669c955945bae377b6f832
com.buschmais.jqassistant.cli	application	2.0.0-M4		01bcaca1a7c28850316589c04819a30cf8e424c2
com.buschmais.jqassistant.cli	application	2.0.0-RC1		9bb657c71d9e3da104704871d492567f0f7d1ebb
com.buschmais.jqassistant.cli	application	2.0.0-RC2		299f210738219482ae9a071a8747236c605922c5
com.buschmais.jqassistant.cli	application	2.0.1		66f4ced6f7c4506e4f0f744dfecd09f54dbd77d0
com.buschmais.jqassistant.cli	application	2.0.10		0183f9b5bf550fca5992d32f2ea66193a9cdf0b5
com.buschmais.jqassistant.cli	application	2.0.2		80442a067867c78f4768105a0017abad9162e1b6
com.buschmais.jqassistant.cli	application	2.0.3		f68967c246d21a890279a81184660d30e1569a36
com.buschmais.jqassistant.cli	application	2.0.4		75536f65ca6e7775c3340aa0ade377ddc9bb13bd
com.buschmais.jqassistant.cli	application	2.0.5		677bf47840bc47183355e22d6411a0cd678c9824
com.buschmais.jqassistant.cli	application	2.0.6		cacff7b8f34b8a66c86c141fdf02fb8931a068f0
com.buschmais.jqassistant.cli	application	2.0.7		a740ce7c05cae75246fbfb7c0617240efea13ee7
com.buschmais.jqassistant.cli	application	2.0.8		49016621515a924fb7bc2c52fed1b928484a7679
com.buschmais.jqassistant.cli	application	2.0.9		425fc4dc87528c4b4b0e65331c20b6e5182efa0f
com.buschmais.jqassistant.cli	application	2.1.0		45f368b7de01fe058dc41ad2a0891a169133f0f9
com.buschmais.jqassistant.cli	application	2.1.0-M1		71875967268f88844638d54125d5244a3ac55b9c
com.buschmais.jqassistant.cli	application	2.1.0-RC1		489351b6ed6880e8f62e7b7d0d38fe66e6041b99
com.buschmais.jqassistant.cli	application	2.1.0-RC2		f55ceb19311f68cd1bbd1786c659aa4da659c601
com.buschmais.jqassistant.cli	application	2.2.0		ba249ae5aa1f19d79ee9d6ef25db15384304b45c
com.buschmais.jqassistant.cli	application	2.2.0-M1		dca8b927072698a728468311dfbc13b50824f7a0
com.buschmais.jqassistant.cli	application	2.2.0-M2		64ddf7e2c0c8a84fc66ddd27af4cb8e3a7629027
com.buschmais.jqassistant.cli	application	2.2.0-RC1		e120380d7f2a4475e5024d077b4e6c47cc658b32
com.buschmais.jqassistant.cli	application	2.2.1		e20f8825a4307ebf76823fd8807715af5af446b8
com.buschmais.jqassistant.cli	application	2.3.0		a91990586c4cc118bcefdc6b4e5da8791da576ea
com.buschmais.jqassistant.cli	application	2.3.0-M1		0e34c1bf9380854269e6f2f4f6491337f499014e
com.buschmais.jqassistant.cli	application	2.3.0-M2		cb706f277990d441743c9027b29e25b6a7cffe77
com.buschmais.jqassistant.cli	application	2.3.0-M3		89a7aad390788deea0791687f58ed11cd353b653
com.buschmais.jqassistant.cli	application	2.3.0-M4		9f259ab3a54f308a6f5b0a1704fea220950fe7a0
com.buschmais.jqassistant.cli	application	2.3.0-M5		03783b2b7b65d2801b9e456b4bf5b77976b7131b
com.buschmais.jqassistant.cli	application	2.3.0-RC1		acad71cf00352e31d295d3cfa3f80cdff31b0351
com.buschmais.jqassistant.cli	application	2.3.0-RC2		609e6a2702842c62c42ec39084c218490fef2e54
com.buschmais.jqassistant.cli	application	2.3.1		8e43b1cb937f4f129a575af6d149ac1cf3416d18
com.buschmais.jqassistant.cli	application	2.4.0		f86afa959c91ae82849cbf9326f5adbdb7423894
com.buschmais.jqassistant.cli	application	2.4.0-M1		e43e28cb204d1be7b5ff5332ad08f042cf436dd1
com.buschmais.jqassistant.cli	application	2.4.0-M2		3a48c95161a8819f3618662c61eae2dfda494dd1
com.buschmais.jqassistant.cli	application	2.4.0-M3		074372cb0ca4ff05191365d3f02ec324b822819c
com.buschmais.jqassistant.cli	application	2.4.0-RC1		844f7fe543aa594f057c1dd821a1eea0c069ca76
com.buschmais.jqassistant.cli	application	2.5.0		11bd7af2060d3d685885c21c03296e50cd4e42ee
com.buschmais.jqassistant.cli	application	2.5.0-M1		2c3c98a869808d861f8586e9f1cc657c0e32fa22
com.buschmais.jqassistant.cli	application	2.5.0-RC1		5eb0e1965b646cf903086fc79031a650e476ce55
com.buschmais.jqassistant.cli	application	2.5.0-RC2		133f8a6be231b13f1078edfbbc2df56f589a7e32
com.buschmais.jqassistant.cli	application	2.5.0-RC3		8924a88fd91d04f12a992747acaeaf1767ffdb69
com.buschmais.jqassistant.cli	application	2.6.0		3954ddda0b31c0ecbaafeba42db1ece21631d72d
com.buschmais.jqassistant.cli	application	2.6.0-M1		51e5b139481ab623fa5a896c574fc24f5e074d7c
com.buschmais.jqassistant.cli	application	2.6.0-M2		8b9add1e85c95e5203ea7d208ba98eb9ce5e2b2d
com.buschmais.jqassistant.cli	application	2.6.0-M3		39e26a38086fd7f45415a48d7ed52b5cf9eacd5e
com.buschmais.jqassistant.cli	application	2.6.0-RC1		1859760ee2dd35fd9c83bf11d692596571864230
com.buschmais.jqassistant.cli	application	2.7.0-M1		5bdc75a07ec61dd97304db684cdb450e16f434f0
com.buschmais.jqassistant.cli	application	2.7.0-RC1		4c6a52822705ccd371006c89c9ba26018522946f
com.coherentlogic.coherent.data-model	data-adapter-core	1.0.22-RELEASE		e0ca4b61b1d85ac95f9b0e71f0ba6175f59a5958
com.coherentlogic.coherent.data-model	data-adapter-core	1.0.23-RELEASE		93370b7898ec91662d686a67556a0b3988203510
com.coherentlogic.coherent.data-model	data-adapter-core	1.0.24-RELEASE		f80de5d43054a69e786dc1afd6de792a512faef1
com.coherentlogic.coherent.data-model	data-adapter-core	1.0.25-RELEASE		3bc394f9d1d705e491b6cd9db6267ffccc16e952
com.coherentlogic.coherent.data-model	data-adapter-core	1.0.26-RELEASE		54a7765645a8df86327d3253c1a1f5d3e01aa59b
com.englishtown	vertx-assemblies	1.0.0		f4f86c008107e2e85b237d42001c62db5c79fcca
com.englishtown	vertx-assemblies	1.1.0		ac92f20595089261f2b550019a9d16a3ac4c0872
com.englishtown	vertx-assemblies	1.2.0		2bcb49c2f628f7717ca7661f260b80db8aa981f2
com.epam.drill.logger	logger-jvm	0.6.2		c8780f17fff09fee759a8e422579a7d875f199b5
com.flowlogix	flowlogix-datamodel	2.0		58b1d8bbe6e345f15138ac96ced12f5660555f22
com.flowlogix	flowlogix-datamodel	2.0.1		66b22bac6330caebbbbcb49c4adc5d9af67568be
com.flowlogix	flowlogix-datamodel	2.0.2		d67c31bed69e593dfa8682dac236d6f12ce88874
com.flowlogix	flowlogix-datamodel	2.0.3		10a324a69ab8996654c80c5be4aa4bcc2069848e
com.flowlogix	flowlogix-datamodel	2.0.4		40f5500da5a56098d149c73e26dde92e1cca9d77
com.flowlogix	flowlogix-datamodel	2.1		c3e2140dba8b2c11a787dc64a5e6eaca1a2221bb
com.flowlogix	flowlogix-datamodel	2.1.1		96f03ba903167b9b7208db615efe6e579d5a55b9
com.flowlogix	flowlogix-datamodel	2.1.2		812f1a123cbae9179e182a55e0c6ef3378631235
com.flowlogix	flowlogix-datamodel	2.1.3		302d33a5c9a6e3afd566a90281a2d0ffbc1d8a49
com.flowlogix	flowlogix-datamodel	2.1.4		b70307e81227f3af202c7682db58373e62be66ef
com.flowlogix	flowlogix-datamodel	2.1.5		172274663e7ab343ee190417182cc26eecac0aed
com.flowlogix	flowlogix-datamodel	2.1.6		f12b84645e5f695578c529b22085803d0f7ce637
com.flowlogix	flowlogix-datamodel	2.2		dc653d1edfb869a348138d193207f17e33747184
com.flowlogix	flowlogix-datamodel	2.2.1		7273f6f31a6ef621292bbd0c31feb1eb5fef9346
com.flowlogix	flowlogix-datamodel	2.2.10		9443470fa011f07970c677bddab6339922a0c60c
com.flowlogix	flowlogix-datamodel	2.2.11		6755408e3626e9261e25873cbbd330db0cb31ac6
com.flowlogix	flowlogix-datamodel	2.2.2		2e833ae758f3aa4cecb1fece26178ab9cd2005b8
com.flowlogix	flowlogix-datamodel	2.2.3		afa64d75ae58e8cffccd2f7680187139207fae19
com.flowlogix	flowlogix-datamodel	2.2.4		2b3a7026ca1dc71b1dd6dae93188be74c71792e9
com.flowlogix	flowlogix-datamodel	2.2.5		a812b8c8eec705d704a531d89d821ef8b4238681
com.flowlogix	flowlogix-datamodel	2.2.6		1c2ee082000a8870f48ed53f355654c7522123c8
com.flowlogix	flowlogix-datamodel	2.2.7		5a141401fb55d501de9be05dae8ce50fa1a84f55
com.flowlogix	flowlogix-datamodel	2.2.8		dbf776c967367510bff7b9cd25ee0c8dcf34856c
com.flowlogix	flowlogix-datamodel	2.2.9		9de5ccc23b0ae34d8e79fe5c54a454a682ae627b
com.flowlogix	flowlogix-datamodel	2.3		3f9308b2d5f6aca17c2a4ae5073bcbd7a4bfddfa
com.flowlogix	flowlogix-datamodel	2.3.1		fc582b8403c7343534cd7701f0ea5a3d87f434af
com.flowlogix	flowlogix-datamodel	3.0		675ee0c659f43f6342509915a285ec80d2bd4ef1
com.flowlogix	flowlogix-datamodel	4.0		545b59246bc8d54555b1367a9a62533ebca5ed56
com.flowlogix	flowlogix-datamodel	4.0.1		d10bba5c647d85da7e5067f3e0d6cecda8b3338d
com.flowlogix	flowlogix-datamodel	4.0.2		0d62c74f36083272b6404cfdadaf029cd9952a1f
com.flowlogix	flowlogix-datamodel	4.0.3		7c0ed6c60cc99c215226f0b13fb046d3ff678792
com.flowlogix	flowlogix-datamodel	4.0.4		1c48e09e2a1f732eec47769bbd44a1e27c26aacd
com.flowlogix	flowlogix-datamodel	4.0.5		f651a32545f10a8008d5d819ee6b9c824299d9fc
com.flowlogix	flowlogix-datamodel	4.0.6		f58a6f8d4be768e101ffd830f9690916dd67c39f
com.flowlogix	flowlogix-datamodel	4.0.7		48adf68ebf570bbdabb8905fb6807a133efcd1e6
com.flowlogix	flowlogix-datamodel	4.0.8		1e594c8d34bcb99bed946eedaee0f920f4bf59c7
com.flowlogix	flowlogix-datamodel	4.0.9		646cb6c955485fbb2ee3a15a001cc2f0e9043c81
com.flowlogix	flowlogix-datamodel	5.0		8fd5bc7308a884bdb996420a7782cbe1520917bb
com.flowlogix	flowlogix-datamodel	5.0-M1		cf184662bbeb1e054c6aee19b19ea5b38e940015
com.flowlogix	flowlogix-datamodel	5.0-M10		4e87c0f4aebd1eb7a3c3e91bd4038ba538036826
com.flowlogix	flowlogix-datamodel	5.0-M2		fe35128debbf8417dbf91ebb91ecc2362bd91a67
com.flowlogix	flowlogix-datamodel	5.0-M3		e2034837c150dac6546c83f0e0e64b9d79e86bf4
com.flowlogix	flowlogix-datamodel	5.0-M4		62709a1819f4b72b594199c8781d9f382394fd70
com.flowlogix	flowlogix-datamodel	5.0-M5		c3523a0e4e81588064fd29aa07f468a6350a0833
com.flowlogix	flowlogix-datamodel	5.0-M6		ea4d09928910edc050dc5f7caf01ab4384d4506f
com.flowlogix	flowlogix-datamodel	5.0-M7		63eba6077e200883898f056c4eeb758cd4ee15e3
com.flowlogix	flowlogix-datamodel	5.1		e0e210832a50803953958cf4b0a8487597aade05
com.flowlogix	flowlogix-datamodel	5.1	jakarta	b0446de47aa52d3227ecdaf3def9a0a9e06a39bd
com.flowlogix	flowlogix-datamodel	5.1.1		7c8582294afac6942adffce9c722ea4d9d8d20f1
com.flowlogix	flowlogix-datamodel	5.1.1	jakarta	e94366d173d91bd8b45bc5279975e19c939e4c1e
com.flowlogix	flowlogix-datamodel	5.1.2		91903dd95c8dcffa240960eba1802a4951704b5d
com.flowlogix	flowlogix-datamodel	5.1.2	jakarta	b758e7592610603ae3d2e53074d3edbce22de186
com.flowlogix	flowlogix-datamodel	5.1.3		86c9be1c9899ac2111e72ff77ed56d32028cb31d
com.flowlogix	flowlogix-datamodel	5.1.3	jakarta	453a96dbe346a8ff1a8b0de4ed947de9e999441c
com.flowlogix	flowlogix-datamodel	5.1.4		1ff1155304c1ce78c88786eb256df31042ea683c
com.flowlogix	flowlogix-datamodel	5.1.4	jakarta	27d50b33ea9e04667070ce31d534a7ce03ca92b3
com.flowlogix	flowlogix-datamodel	5.1.5		74cdf77896ca0fbec458c4c93512f0d4737113cd
com.flowlogix	flowlogix-datamodel	5.1.5	jakarta	c756cfb11b96001ab8e9599c0bce132c3b8593a4
com.flowlogix	flowlogix-datamodel	5.1.6		ae65b0597660ac81c4483ba545caa84c7cbc9659
com.flowlogix	flowlogix-datamodel	5.1.6	jakarta	8cd8073b47d40741b6ad20083441fdbd9ffdb8eb
com.flowlogix	flowlogix-datamodel	5.1.7		6bd9c93b6eeb24e9caee030a8b92f20079730be2
com.flowlogix	flowlogix-datamodel	5.1.7	jakarta	e3cd641eee9051bc648675eb8fee7365047ea70e
com.flowlogix	flowlogix-datamodel	5.2		1672027a02134b6e318078a6d33978d7a0de4ffe
com.flowlogix	flowlogix-datamodel	5.2	jakarta	a83d35d4d66011066d4dd79b1a025eb42adf25c8
com.flowlogix	flowlogix-datamodel	5.2.1		e6903f867ae25790d4e17756f29798d8547e0574
com.flowlogix	flowlogix-datamodel	5.2.1	jakarta	3b6066022a3f16c60656427f7c0ece26750d6708
com.flowlogix	flowlogix-datamodel	5.3		f755febc1366b04a3a2809be7e373bc4ce298d52
com.flowlogix	flowlogix-datamodel	5.3	jakarta	00afee8096b641f00c9bd5ee9bcfe1b011bf9023
com.flowlogix	flowlogix-datamodel	5.3.1		f673ff74e23dc535a392db65bec15d5d75818c33
