ai.begin	beginai	0.0.1b		ef29441207765032a19a2c6da68712271eb3b79d
org.coderu	coderu-maven-plugin	1.0.2		e6ca6e0a443f2adf533c16d73729c5f11ce355ce
org.coderu	coderu-maven-plugin	1.0.3		028c9ea1eecfd4e56804a84dd3f1399d93ff4983
org.coderu	coderu-maven-plugin	1.0.4		ebee89f786f0e83c7742861d23d0a0f303b08b92
org.coderu	coderu-maven-plugin	1.0.5		48cd8f25884f55b0cd097dd33eb2feaf2246a15c
org.coderu	coderu-maven-plugin	1.1.0		9a88b2ba63ddce84176adb819b1ab855f69ec691
org.coderu	coderu-maven-plugin	1.1.2		04ee4da9d956b47f84820bdc9d7761c5274f9806
org.coderu	coderu-maven-plugin	1.1.4		b9dc325af5ebadfdeb32d7978b2e356a36afb998
org.coderu	coderu-maven-plugin	1.2.12		5fa94d77ec0f9c758fdd5de3ed8ad9359dbee760
org.coderu	coderu-maven-plugin	1.2.2		fec70775035a3e68e6a389802c3b299692e9094a
org.coderu	coderu-maven-plugin	1.2.3		f0cba847d6bac62df3e19079f1da05e0290fe16d
org.coderu	coderu-maven-plugin	1.2.4		7531cfae524e5339628584108af94121dd7b8289
org.coderu	coderu-maven-plugin	1.2.5		7164bcdf870e8a7e029aa060e29d7e6c1199cf87
org.coderu	coderu-maven-plugin	1.2.6		b80869c20058cf69159b6998739c8d7087360a7f
org.dbrain	data	0.1		6d9428d0a791ab6894c59d627f56b4d2604faef4
org.dbrain	data	0.2		787228b39fd8ed56c40ec4e8c2cc0b5d2729e1f8
org.dbrain	data	0.3		865792d2cb006d55044e59ad79bebbe2c6b4f95b
org.dbrain	data	0.4		dd9d9699a22cf72a0300d1c2bc5adbeb5a40cd20
org.dbrain	data	0.5		8a6d4b564bfffe59a2c4a7e427941f166c4d2f82
org.dbrain	data	0.6		e4af048256433fa5a5050391c90eeea20a020350
org.dbrain	data	0.7		6d9b752f2e9230ad83a3500ad9c8eec9bff3f97c
org.dromara.mica-mqtt	mica-mqtt-server	2.4.0		c0cc012025b63f9ab79094642ae4fdf3c297cf7f
org.dromara.mica-mqtt	mica-mqtt-server	2.4.0-M1		c0a1f8ffd40d9ffb9ac0d717c0c7aa59a5eebc87
org.dromara.mica-mqtt	mica-mqtt-server	2.4.0-M2		3acf8dd0f776cc9e6d15b804c6e2daa73046a2e0
org.dromara.mica-mqtt	mica-mqtt-server	2.4.1		5a1235d3dd85e10691c2bbdeb7b4ad3b2cd5475f
org.dromara.mica-mqtt	mica-mqtt-server	2.4.2		2aac0e5739be2db74151ef6d64c48359377034a1
org.dromara.mica-mqtt	mica-mqtt-server	2.4.2-M1		957cfa63200dbbc8183529a9d252553028916d9a
org.dromara.mica-mqtt	mica-mqtt-server	2.4.2-M2		e67b68ca5115267c25e572b056ba4e73aef6bb73
org.dromara.mica-mqtt	mica-mqtt-server	2.4.3		c981cc324d797235bdaec0f021c438b72f5464a1
org.dromara.mica-mqtt	mica-mqtt-server	2.4.3-M1		d45d5dea4419e05d8f903172c466c0b80491129b
org.dromara.mica-mqtt	mica-mqtt-server	2.4.4		13cb558ddb03321b26d5e704c7b82c8c5491b487
org.entur	netex-validator-java	1.0.1		7cdaeb37107738ce048dea78d6610120a48c0c8a
org.entur	netex-validator-java	1.0.2		7df99c5d892541c19fa840669aaee01fa2df9136
org.entur	netex-validator-java	1.0.3		615c70de00e22641a48e102c14f6794d28279e61
org.entur	netex-validator-java	1.0.4		50393a16939d459ad29646d8a1710b703ce1f7ea
org.entur	netex-validator-java	1.0.5		b1c8b5c19cf079ece54878f4f15259f43fe62303
org.entur	netex-validator-java	1.0.6		7d350256cdbacd9ba304bf53cd1a1cdb46c220ba
org.entur	netex-validator-java	1.0.7		e0696b13268b45de0df75afd942776ebc6abbf0e
org.entur	netex-validator-java	1.1.0		7e9fe70fe11ed8f903f7723bfb9eb855cbd1ce43
org.entur	netex-validator-java	1.1.1		c2402032ddc4764db8b646c24317205e036c275a
org.entur	netex-validator-java	1.1.2		8ab34961e421d80394a9c1894f817e580463f290
org.entur	netex-validator-java	1.1.3		4c89b4a985e2a1720e01f9980981d3d22a92bf56
org.entur	netex-validator-java	1.1.4		2f9cadbec0c1c6f08dd6221e9a6edbcd621546da
org.entur	netex-validator-java	1.1.5		fec4ec6d94668630241f843c12e4b062b60ea952
org.entur	netex-validator-java	1.1.6		0c3e3c4fb0b78f33c5bd4a44c0a81c2698ea0aa0
org.entur	netex-validator-java	1.1.7		5af4463589fafe83f4d498e81d7ca4253016b6b8
org.entur	netex-validator-java	1.1.8		26ed33cab2b71c9d517ad1e55ae1eff283da098b
org.entur	netex-validator-java	10.0.0		c0bd788a66c33e3deea6033372800c47b2e86d7c
org.entur	netex-validator-java	10.0.1		8d2b8b1b1d5b722e0f30e3c7726b01e93d3e809a
org.entur	netex-validator-java	10.0.2		4a7c0ff8a8439588280d78da3b82a8c21cdde216
org.entur	netex-validator-java	2.0.0		2de8baf40a2758d40864185c300dab5c53ace4b8
org.entur	netex-validator-java	2.0.1		17951d451f3699166958710f64354e9cc58d5a18
org.entur	netex-validator-java	2.0.10		efc4b28cacb1ef09c05a2037709cbabf2ee53b13
org.entur	netex-validator-java	2.0.11		e5b973d7b7d3abf16ceae555d378500da2dc5129
org.entur	netex-validator-java	2.0.12		475b2200c1c7e02740760e30a0b7a3b7601fd51e
org.entur	netex-validator-java	2.0.13		8597ed26e900482998e903a9f8fd28152ae029a8
org.entur	netex-validator-java	2.0.14		53e162bd3fe56af7bc0aaf080770d757219d77d5
org.entur	netex-validator-java	2.0.15		5642b103de3eaa561ad656999c4d0daa32277d47
org.entur	netex-validator-java	2.0.16		a625c612bbf88d1c52e5c2fbaeff3530a3e3d51c
org.entur	netex-validator-java	2.0.17		ee5e30c076494d9a19f7b67f4c4c49061a615558
org.entur	netex-validator-java	2.0.18		dca8a10ba9c1c8837927c877bb6bac721d9fde84
org.entur	netex-validator-java	2.0.19		57e39a7974c3e2491ab22faf1d1f01f221d8db12
org.entur	netex-validator-java	2.0.2		966ccebc57b14b39d720b688e232dc43cc4c474b
org.entur	netex-validator-java	2.0.20		0553197e136f62154cea9cd539af48ab9fd55e06
org.entur	netex-validator-java	2.0.21		784033a74e4eb41ebf09aa15b79b8a22cb46fd69
org.entur	netex-validator-java	2.0.22		a04f0ef5b3499cca4c00514e25a0c3f194df5926
org.entur	netex-validator-java	2.0.23		13723ff3159eb49a7e7e474eaed1a2fbdfcaed16
org.entur	netex-validator-java	2.0.24		196cf192b28dcde13a470a678164d91608b8a411
org.entur	netex-validator-java	2.0.25		9110e984b76fb6f6cfe1c4c8ebdb24ef65fe066d
org.entur	netex-validator-java	2.0.26		b884d0119877e7b262948435235724feb50730de
org.entur	netex-validator-java	2.0.3		6f127a31200be7259911dd120d3e3fedf20d763e
org.entur	netex-validator-java	2.0.4		769ab444ca0744753d0c9cd11ae2c99a24565900
org.entur	netex-validator-java	2.0.5		8236ec398ff81369fc536f3c9305259b7a9f91cc
org.entur	netex-validator-java	2.0.6		bf17dc851bd54623237d543638375589750974d8
org.entur	netex-validator-java	2.0.7		6c381d84b8d4ec4844fb1f15066321cf59576541
org.entur	netex-validator-java	2.0.8		906fbd76d1d8240fb9d76ba751a155b357b70d7d
org.entur	netex-validator-java	2.0.9		94e5b452de1664a7afaefddd5071b73a113396fc
org.entur	netex-validator-java	3.0.0		01d21f7b588beb103015d479e8e0cfb524679e9a
org.entur	netex-validator-java	3.0.1		abfbc50cea700c178b63f4ef81e22f78083f3ea2
org.entur	netex-validator-java	3.0.2		b906049410ba6d4a645333b93028210ffbbeb9db
org.entur	netex-validator-java	3.0.3		f4eec95feeb11bac0839a517f79806da2711077b
org.entur	netex-validator-java	3.0.4		bed1ea6968909f67de1e926cd5e052a6c0b9217f
org.entur	netex-validator-java	3.0.5		b66178850d8c1739fe56e267e05720c8c70c60d5
org.entur	netex-validator-java	3.0.6		9e72daad41e3090b140ea0904295aa61eb8c5921
org.entur	netex-validator-java	3.0.7		2871bbbbcf840eb30ace0f956383d0c5461d75b1
org.entur	netex-validator-java	3.0.8		3bcdb9f081c33d7b6299b546ec236c031f4a5b17
org.entur	netex-validator-java	3.0.9		070579c4b013d2c559a325e6fd08a58734937031
org.entur	netex-validator-java	4.0.0		372aa4f33a2150584f76808dbdc0ffcd797dc166
org.entur	netex-validator-java	4.0.1		8cb9aa80bfffa311fb14d3276bc10a21d9c4c2d6
org.entur	netex-validator-java	4.0.2		0a010fe8e8d9e680d68e6cd02515cd69f64688ca
org.entur	netex-validator-java	4.0.3		3e097c33b0ac78ba4e09001612e968d8141bb009
org.entur	netex-validator-java	4.0.4		1dfdb049cd563d72335927eb9a4a9397160069c8
org.entur	netex-validator-java	4.0.5		8218f750c08e97a27ac382599bbe22f594ab043a
org.entur	netex-validator-java	4.1.0		2dc16f8bd5106dd3eb0e04f579fca99e0f633c09
org.entur	netex-validator-java	4.1.1		6ec13ca66a80160b05249b87c1ad6d1aa2e0673c
org.entur	netex-validator-java	4.1.2		37e6e79a97bb5f1234928dfa15b2bd72b357c12c
org.entur	netex-validator-java	4.1.3		66513d271663722d3e4d65cd9ebecf14201de704
org.entur	netex-validator-java	4.2.0		b36b8fc75f27ea02ba776ca2b2fb21fe848b2c0a
org.entur	netex-validator-java	4.3.0		97913890f3fa6d878f0d1478e04826d84da596cb
org.entur	netex-validator-java	4.3.1		cf1508a0b7fb07e5753f0aed7676a30259183abc
org.entur	netex-validator-java	5.0.0		7e8199f807acd29f5627d78f88377ea44c9539f8
org.entur	netex-validator-java	6.0.0		14b683c090223bffebf44f3b4800b97b51cf1493
org.entur	netex-validator-java	6.0.1		6d3ba4f6bb9e529e8b8b36ba649197057a5dade4
org.entur	netex-validator-java	6.0.2		061f6c3ffd6513bca6dc57e72c2ea6dc6dda70b8
org.entur	netex-validator-java	6.0.3		eaf29915188d443c1de67e68bdf7e5488ec889ee
org.entur	netex-validator-java	7.0.0		eaf395a675b32a1ce1af2540d815f810d297b3f1
org.entur	netex-validator-java	7.0.1		1761c0fb2b51cee21a898e79bd31f4515e160438
org.entur	netex-validator-java	7.0.2		cf536f5ad5038e1a002992218888727b57f55447
org.entur	netex-validator-java	8.0.0		1a04eefcaef78d3b1753700cf37dbda46029e6d8
org.entur	netex-validator-java	8.0.1		354302c1462ea86b430225da7af4dd17d1e0e145
org.entur	netex-validator-java	8.0.2		346ea8bdd7eb3fa943c9152ecae10cee90e00186
org.entur	netex-validator-java	8.0.3		78b578f9d0eefef789df351c1f35900b695d9254
org.entur	netex-validator-java	8.0.4		0dade58a60e101a2d691cde1b9818b5c6ec60a4d
org.entur	netex-validator-java	9.0.0		3434f7484b643138d0496f019f33e505b2006fe5
org.entur	netex-validator-java	9.0.1		0153c96dc01524376a51b789b9c553402f38e97b
org.entur	netex-validator-java	9.0.2		9fd42480c6c91ed9b90dd2f197206888b8d1275f
org.entur	netex-validator-java	9.0.3		1afbdea8788fafa69d660a554126f14d029a58ec
org.entur	netex-validator-java	9.0.4		93a5c359a6958331f19de8b78fd9d37f73043950
org.entur	netex-validator-java	9.1.0		48f55af6246a4739519cb25c7c7cfe17fa3f91bb
org.entur	netex-validator-java	9.1.1		597a3560cba727a2273035efc9b591e1e1ee94ed
org.entur	netex-validator-java	9.1.2		fa2663ff6947a34a689610f9f411bfbfe018e928
org.entur	netex-validator-java	9.1.3		28b1b62e0160e1047b81ce2c49abc3484c84078a
org.entur	netex-validator-java	9.1.4		45b7a3e6f1c40fea7b65393c2564955b19873507
org.entur	netex-validator-java	9.2.0		f379e311872c388c941e08f87d559d24992b6599
org.erasmusmc.data-mining.peregrine	peregrine-api	1.3		b67ef5f28eaa0174aff2e1850c1b58b4d1b516f1
org.glassfish.main.packager	glassfish-web-incorporation	3.1.2		N/A
org.glassfish.main.packager	glassfish-web-incorporation	3.1.2.2		N/A
org.glassfish.main.packager	glassfish-web-incorporation	4.0		N/A
org.glassfish.main.packager	glassfish-web-incorporation	4.0-b33		N/A
org.glassfish.main.packager	glassfish-web-incorporation	4.0-b90		N/A
org.glassfish.main.packager	glassfish-web-incorporation	4.1		N/A
org.glassfish.main.packager	glassfish-web-incorporation	4.1.1		N/A
org.glassfish.main.packager	glassfish-web-incorporation	4.1.2		N/A
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-alpha1		c641bfb8343c9b3eb9b637cbe42a30910329ec43
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-alpha2		33804b1d8799b9de8de6a9f3c9d71d5d0314c0a2
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-alpha3		841dc093595111c46925b0808841f177d9916563
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-beta1		62c28cf4af995887dbbb0f760b4d34bc8aa22d4b
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-beta2		21503c1bdc0c7a81aa960aad06ae06f06c9018d7
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-beta3		0bef75f50b4b005fd2304f37cb1dea40c9cc09b5
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-beta4		4f8076e8c6f2b40d0ac40dcf58e0f9752e4b93c7
org.igniterealtime.smack	smack-websocket-okhttp	4.5.0-beta5		51bd3c337e0dcebb4f24bc35226263d3b0009306
org.instancio	instancio-quickcheck	3.6.0		0e3aed83c74d2042e25b0a997478255d40a97ac4
org.instancio	instancio-quickcheck	3.7.0		d9156d96312b0cbf4371dd8dd8f55098bc6b0c3b
org.instancio	instancio-quickcheck	3.7.1		bdf7269179e99d6062b7661ff718ff2c5d8ac193
org.instancio	instancio-quickcheck	4.0.0		59ddd30808d50e3e62f75e651530306b7f299e1c
org.instancio	instancio-quickcheck	4.1.0		4ef4bcc854d9d31d62e5a41bae4c72c9f1aa82d0
org.instancio	instancio-quickcheck	4.2.0		8d575ceeb86552851f36b058f7397ed5cd56931e
org.instancio	instancio-quickcheck	4.3.0		e41ef0861e571472ad0989e1aa27c86fa9dd2ddf
org.instancio	instancio-quickcheck	4.3.1		d230d534389c044c70c481fd589f8c2041acdbe5
org.instancio	instancio-quickcheck	4.3.2		98689aca3b29abc5d28fd02b1d492d58654b4bbd
org.instancio	instancio-quickcheck	4.4.0		86dc1f2f4974a0584af0d9f706f1ddc99afba27c
org.instancio	instancio-quickcheck	4.5.0		3d8b91af0bcbd3781ecabfa62be7005a4ea18f6b
org.instancio	instancio-quickcheck	4.5.1		6f2ad92b59857675246d9c000c2e0c9ce33ed32a
org.instancio	instancio-quickcheck	4.6.0		ad36daa7baa4c607cb49b353ce5ef471c6aa8d27
org.instancio	instancio-quickcheck	4.7.0		3c528c9781307c5fcea2713f5d12fbb335d30317
org.instancio	instancio-quickcheck	4.8.0		aa308a25f175e6f002cc0e6f559b0d75c2254c0c
org.instancio	instancio-quickcheck	4.8.1		7e71ff7dfa49c54269cf5b51a15a5856f15f4e4d
org.jddd	jddd-events	0.1.0		e596f12ee0d1ae12a9bd63e8f622f3f3edcae160
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.4.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.4.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.4.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.5.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.5.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.5.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.6.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.6.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.6.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.6.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.6.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.7.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.7.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.7.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.7.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.7.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.8.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.8.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-json-okio-linuxx64	1.8.1		N/A
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.0.0		9c8503891f751722cdb5e5b09ef97dd72c31d99f
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.0.1		241c5cc8c6b467f9897a1963ad48db5505c5660b
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.0.2		a048420829db73446c374aef347ae524e2fc4e8a
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.0.3-alpha1		a18b6f2413c2d8438da25d56eafc8a74bb8d8158
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.1.0		96cbf69c999cafc7ab308403beca350878d6ded1
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.1.1		906b665b7b4f56c3e2680664a5586655c0383c34
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.2.0		89031f91c7f82807b5b1384d5f5914155c1320a2
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	3.3.0		c34a6d7b76211757b93af8f5fc1cb45e64299446
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.0.0		6a2258052b83f856a2e9f1ed8cb61756caf3f377
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.1.0		e59eace12aa9ffa650e6cac8baf7a72da27c4375
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.1.1		d3d227f62cdab12e0a3f48bb004ce545487c12b6
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.10.0		961b8b78ddabdcba143e5ccdef46363c1cc07874
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.2.0		a9b0947a3720fe7cb09621d06ac51e4dc79cea5e
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.3.0		2bf57a135fa8c999ba93340562f1eab13fc3dc2f
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.4.0		eb1700211baad9d794f32257c7d0bd9b0faa0e3e
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.4.1		2348e07c45b5bf7f9c3e9d2745d2e2886031483b
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.4.2		71c18d6dc06ef148cb0f1fd6ca6c02264192da13
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.4.2-alpha1		3bd8b561bab35d1eba631f7892f9f10d56a17963
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.4.3		c77e8e429272d13723154c1414e7f07461b31e2b
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.5.0		39db485465eed6db893f3f13b4387f338c921967
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.6.0		ec171fea4171181e5b2b3162286b16c431a383cc
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.7.0		fe0289372c3e91f4a4f5c44fa67c96194b224c42
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.7.1		a373edb0c6fd2ec2170e9a76b28d29076ef74356
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.7.2		8b26eedc647619cf4f53a59e763f7f9abfe758b3
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.7.3		5d9d9832be460c5ae988dadaf8a7b3e16d66e5fd
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.8.0		3225b668ec1b6625c0a43dd02a09f61606ea93ab
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.9.0		18858790d3977f2bd9ef494cb554a5e88ea9e4d1
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.9.1		d6466373058cf9833ae10c50d4bfa4573f1779cf
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.9.2		ff046ebffdc13e77a82676b07ebb15af83d1f29d
org.jetbrains.lets-plot	lets-plot-kotlin-kernel	4.9.3		c73f382067863d88abea00e603b71670d1a32512
org.jooby	jooby-jackson	0.1.0		1a256e111859d06a67a880f0fe655a2294202881
org.jooby	jooby-jackson	0.10.0		b27b1a193d7f5f7ba4fd981f28e4cecc6c0294b9
org.jooby	jooby-jackson	0.11.0		61eb39658cc6d9c4bc251a7bdf5da900f81907c4
org.jooby	jooby-jackson	0.11.1		0e874151868c0b66e5459de21cca1228f9824887
org.jooby	jooby-jackson	0.11.2		a62ac5faebbb4aa1f86f48e90672f63dd24d35ca
org.jooby	jooby-jackson	0.12.0		d47272f3fd2b2f317e5b2e7c0d26c4735014645e
org.jooby	jooby-jackson	0.13.0		47e928650cb0c6a879b45c060bd9145d222832ed
org.jooby	jooby-jackson	0.13.1		c7099f98cdc7388165cf7e4a37cfe5c95da9a9a7
org.jooby	jooby-jackson	0.14.0		d619ed40c5b3edbd9ee08cad5f7b895aa6dac313
org.jooby	jooby-jackson	0.15.0		12ad341f877a6f05b3779adff05bbab5bfc3bef3
org.jooby	jooby-jackson	0.15.1		d3b94c7f10ff9cc0a0a7056dce26ef09d1a5c853
org.jooby	jooby-jackson	0.16.0		f5342efc9210c29c8241f9d06df215f166166150
org.jooby	jooby-jackson	0.2.0		4bafa3a0154b57ed79a8c71c57ba41d9bce7d791
org.jooby	jooby-jackson	0.2.1		e1351bff715de9939794b2c4cabd79c24d02793f
org.jooby	jooby-jackson	0.3.0		ea5691190eaf29cd4e48b252202d688db795a837
org.jooby	jooby-jackson	0.4.0		a403f25475d9800a32b745d3c5b2b6bbf955bee5
org.jooby	jooby-jackson	0.4.1		76557abb1e7ce9697895bd346ca256e3f2a457f0
org.jooby	jooby-jackson	0.4.2		fe2bec39b1d1869b886c257ef6d6134dda3f11db
org.jooby	jooby-jackson	0.4.2.1		12542302f7331b9f2caa29e8616ed6e2a80eea6d
org.jooby	jooby-jackson	0.5.0		0bda1ffd9b6da73c741ccbcce51a4fe697526a24
org.jooby	jooby-jackson	0.5.1		359307760a0a869ea1f36e05a2879571c0d8f8ab
org.jooby	jooby-jackson	0.5.2		3edb1dcbc5fb67313485821103befbbc9e0aebb7
org.jooby	jooby-jackson	0.5.3		f4ff09c72a44da9cb8775a7f3b9f8a61af56b383
org.jooby	jooby-jackson	0.6.0		6cccc943a5d30257521f181bb3376d3304ad8b0c
org.jooby	jooby-jackson	0.6.1		0e5c39a5cbe819c9916c81566f7a848013dbfd8b
org.jooby	jooby-jackson	0.6.2		7242ed8805a5e4eb972f84b247824f850559da81
org.jooby	jooby-jackson	0.6.3		a3944b91f83b59e31a040ba61c48c149c2677bd2
org.jooby	jooby-jackson	0.6.4		781c5efaab2f2678600cf108488ab8926d031d58
org.jooby	jooby-jackson	0.7.0		f6bfec0fe7813d99c9045863f6c08204ce61155d
org.jooby	jooby-jackson	0.8.0		c9542ad9286cec474cd3cff042a61818b39dd5f6
org.jooby	jooby-jackson	0.8.1		42790c0513ef7f211cd2fa0a4390715e17c3824f
org.jooby	jooby-jackson	0.8.2		7656fdddc96dd93270774536df22c7bccd2efeda
org.jooby	jooby-jackson	0.9.0		08d32ba91fbe43e0aedb5ce480029dc141bdec9f
org.jooby	jooby-jackson	0.9.1		d267f445316b6bfb04879f87ce3b2547c76c7747
org.jooby	jooby-jackson	0.9.2		bcf654b8fa154046a5d0a8cc43b99cf1c9e49385
org.jooby	jooby-jackson	1.0.0		1fda0c3e75cd2b6996892159bf6370cec4dd6f19
org.jooby	jooby-jackson	1.0.0.CR1		7b821893e3832c478ee9e5268ec041f7d013a3bd
org.jooby	jooby-jackson	1.0.0.CR2		7fa23b92d45b850e7fd4a0637c35dfbd9af40d93
org.jooby	jooby-jackson	1.0.0.CR3		6d1c21f85f134ccc872e1e026fcc47aefcb2ebae
org.jooby	jooby-jackson	1.0.0.CR4		e17bf784b8b4911738a71dca864029ae4c411c93
org.jooby	jooby-jackson	1.0.0.CR5		e11f054e37c29d96ac5d61bced0d775bbf44c66c
org.jooby	jooby-jackson	1.0.0.CR6		f10672df8d3321f523b9a3c28a5b87f10c6362ac
org.jooby	jooby-jackson	1.0.0.CR7		f17c49ea6af3ca7a32fd3a0b1e26961e2558112b
org.jooby	jooby-jackson	1.0.0.CR8		8f3655a237ad11bc96612852b00db666e8dcee6a
org.jooby	jooby-jackson	1.0.1		89387ffc82b5def93fca19b992a812d69cfa5302
org.jooby	jooby-jackson	1.0.2		0f94b4ee1e138f26c630f440efb9ba55b6a98bdb
org.jooby	jooby-jackson	1.0.3		e29aaf613fd90a8668c8528387ae4e44ca2732b9
org.jooby	jooby-jackson	1.1.0		c0ca0448505c2920ae30a65efb0f0b71fb85b97e
org.jooby	jooby-jackson	1.1.1		eeded5062d33faa0f6615226fc53ab914140fdcf
org.jooby	jooby-jackson	1.1.2		63e1746d2f019b5679026c3c577865d450ba6147
org.jooby	jooby-jackson	1.1.3		97fb4ce3a69ecc6c785f4063b81228476f50347a
org.jooby	jooby-jackson	1.2.0		ec905fa46e587b921534bc35402ca7c76eb33e06
org.jooby	jooby-jackson	1.2.1		fa4182ad65b48cc186f92f4e2e8c8f21e383093e
org.jooby	jooby-jackson	1.2.2		d16c30c7449dad9816b078072f5dbb398e226ed9
org.jooby	jooby-jackson	1.2.3		4b0c0ea95b9294e12a39ca7bf5493222bf951509
org.jooby	jooby-jackson	1.3.0		b7bc517f850c55aa6f6ee739cad2e2114c5c5b4f
org.jooby	jooby-jackson	1.4.0		abf2b196842ac77b64df8ad32db932067d8152ec
org.jooby	jooby-jackson	1.4.1		cf30dbb8753ea78f67e893af387a104437b122d6
org.jooby	jooby-jackson	1.5.0		a4ab5f4483b35e1584b3efc944b9bf622da21504
org.jooby	jooby-jackson	1.5.1		ca8a6d53670500a873956b9f58bed68fc1221c86
org.jooby	jooby-jackson	1.6.0		273562958b599da433c11fa0a0d0423e5939e79c
org.jooby	jooby-jackson	1.6.1		99bebae550705c5c8113fadf08148c18d621e90b
org.jooby	jooby-jackson	1.6.2		3be566dd65935dee1ce8d75822082a3b8a9e1564
org.jooby	jooby-jackson	1.6.3		960a9091b283e992497d6f0184c9e3175c0ed38d
org.jooby	jooby-jackson	1.6.4		54cdd1d3b2dff51f378ea873c9d6b030d9959148
org.jooby	jooby-jackson	1.6.5		59e36a7d756dab58d94c2d2a0c099a172c6e4125
org.jooby	jooby-jackson	1.6.6		ebc9cd0afdf618aa6cc9a568e6750dbb0b568261
org.jooby	jooby-jackson	1.6.7		35dab23981fd7f36111c36aaf167a2ca061f88ed
org.jooby	jooby-jackson	1.6.8		6e417ab1a9a65f59470fc479b86f07fba57f09fe
org.jooby	jooby-jackson	1.6.9		56b967afa2c38c17256776cfc462f741c6a1ebb7
org.jvnet.hudson.main	hudson-utils	2.1.0		4cce8f59a441a73b476ab548575b73e915993d77
org.jvnet.hudson.main	hudson-utils	2.1.1		debef6475ce38320fe71ee2ab5078e898922bee4
org.jvnet.hudson.main	hudson-utils	2.1.2		92e5f33afc2e34e3642a609736e8ba044ff81a34
org.jvnet.hudson.main	hudson-utils	2.2.0		fbb10e3c0ecea4d54f1f995f7649810c4425bb4c
org.jvnet.hudson.main	hudson-utils	2.2.1		78dd03e6d48553be9e8d7de41bbb6756b4f4aa83
org.mvnpm	supports-hyperlinks	2.3.0		bc21c984b8f6a7211597fb19735441fb54f2dead
