cn.lovecyy	relaxed	1.6.0		N/A
software.amazon.awssdk	transcribestreaming	2.20.70		90dd8ee79b6f2616ce6858441c17dba7a04ab0ba
software.amazon.awssdk	transcribestreaming	2.20.71		66b19f74ded9e6af842fba8c84c1ad4fbe7acf58
software.amazon.awssdk	transcribestreaming	2.20.72		29dc5fb9edb40ea919d33d02f21d9a556dbe6c71
software.amazon.awssdk	transcribestreaming	2.20.73		ac92eff1b8f3d93c781f842dd91999fe1e549715
software.amazon.awssdk	transcribestreaming	2.20.74		d62357f0596a6312b2c2c1bb9311340e36485e07
software.amazon.awssdk	transcribestreaming	2.20.75		c0705a7f6ab50399af9f9bd58d727cd9a2c692b4
software.amazon.awssdk	transcribestreaming	2.20.76		e096b5a4c06af8d8092bc4be545e89e682c404e4
software.amazon.awssdk	transcribestreaming	2.20.77		fa98edb8affe52828e540ca19c4edd2eac69ad45
software.amazon.awssdk	transcribestreaming	2.20.78		b715109ad434e9ee3f6b6ed638f1cda7a3eb60a7
software.amazon.awssdk	transcribestreaming	2.20.79		26be4ca4d5c69de6096c18be70842844da8a2472
software.amazon.awssdk	transcribestreaming	2.20.8		31bf9d6ee931b01d92fe333789bcee26fc173be2
software.amazon.awssdk	transcribestreaming	2.20.80		d29c3f3218fcbf61708601d13969b67d042dd27a
software.amazon.awssdk	transcribestreaming	2.20.81		a99b99f494973618ab3b7f7f187d1e91c898980a
software.amazon.awssdk	transcribestreaming	2.20.82		664629aa74771ea9f1d3967455d1703c84f52e58
software.amazon.awssdk	transcribestreaming	2.20.83		dca129f81889d63a54e4d50c43c13ceeba811932
software.amazon.awssdk	transcribestreaming	2.20.84		d892a3670273ada8576397b1c160ea5d5b4294f3
software.amazon.awssdk	transcribestreaming	2.20.85		3c9b4e1642e6a160287295647d40ec34d96c605e
software.amazon.awssdk	transcribestreaming	2.20.86		61b8798d6fbe9861f0cd21710b92fffac7efc011
software.amazon.awssdk	transcribestreaming	2.20.87		5ff49a1f6881b286837f140007329a91ac68bf00
software.amazon.awssdk	transcribestreaming	2.20.88		d48ed3d5b08c36a21360323ef7a13a046c18997b
software.amazon.awssdk	transcribestreaming	2.20.89		ebe496974aaefcf4cdb791f940e11e273f7d4cf0
software.amazon.awssdk	transcribestreaming	2.20.9		448cdec914ad09b60fd269965d5e066b47becd30
software.amazon.awssdk	transcribestreaming	2.20.90		f14b4b72d7c6c4a82cd18ca5c507be3e9b2ec1a5
software.amazon.awssdk	transcribestreaming	2.20.91		c70c131333766994678c976ab7422a67ceecc082
software.amazon.awssdk	transcribestreaming	2.20.92		36bd2f2a1afe9ddb38811973670c4cf7a395ebf0
software.amazon.awssdk	transcribestreaming	2.20.93		359133218f71df88e48beca02505667c8340d1f3
software.amazon.awssdk	transcribestreaming	2.20.94		8630ad1ecb89925c1bec3c21ec6dd1429009de0f
software.amazon.awssdk	transcribestreaming	2.20.95		b75b9c1d55de28337e631ea88e3d2301dd716a4c
software.amazon.awssdk	transcribestreaming	2.20.96		af00738732f9b6164ce1db2a210b8ac0b99ba985
software.amazon.awssdk	transcribestreaming	2.20.97		5b51523a02a555866bfe9834db18708878a6e23c
software.amazon.awssdk	transcribestreaming	2.20.98		7db8f2eff2bc66a88657407735d29ec570ef5b57
software.amazon.awssdk	transcribestreaming	2.20.99		452750fc134563b393f9620fba83132df430fb42
software.amazon.awssdk	transcribestreaming	2.21.0		5529855195bef50fd90b1ca3bfb6c6ae0f21657d
software.amazon.awssdk	transcribestreaming	2.21.1		99bdd6ff4b09678b91a8e2663ba29c340d4a0b98
software.amazon.awssdk	transcribestreaming	2.21.10		4740c1bd0611f159498dc9d26b0c805adf45aabc
software.amazon.awssdk	transcribestreaming	2.21.11		dfb8414b1ee493da16c18b8f4462c4dd7ee92801
software.amazon.awssdk	transcribestreaming	2.21.12		0be2fc140cd0512566048558b4f81e27040b1372
software.amazon.awssdk	transcribestreaming	2.21.13		c93d7841add756daaf116cb8201acb547a534ca9
software.amazon.awssdk	transcribestreaming	2.21.14		b41741d927325aa3cb5bb41793173c38ee988538
software.amazon.awssdk	transcribestreaming	2.21.15		89232159139753e72559dfcdea327184c045115d
software.amazon.awssdk	transcribestreaming	2.21.16		30a6d7f83d7bb87ef190bd7b470c2aabfe401da7
software.amazon.awssdk	transcribestreaming	2.21.17		1e001dc4883d48340bf342d750c70c655b0fe63a
software.amazon.awssdk	transcribestreaming	2.21.18		d1800409ca60603189d461c76fefbf17c1c3076b
software.amazon.awssdk	transcribestreaming	2.21.19		0a4c934ff9990ff5432634364dc9638e422a6188
software.amazon.awssdk	transcribestreaming	2.21.2		fea7b45d180e1988e7edf5e68a75861f15909f24
software.amazon.awssdk	transcribestreaming	2.21.20		142db021aef2757cf7e41080614fa42e1d0617f7
software.amazon.awssdk	transcribestreaming	2.21.21		9937393471e9534ddbccf56c3a212f8a2dd65f76
software.amazon.awssdk	transcribestreaming	2.21.22		d41f1eb002f84e08643a2e3400529d993e2019e6
software.amazon.awssdk	transcribestreaming	2.21.23		3f433dfaa69090d5b83fa5c2ba6ee608adec2e0b
software.amazon.awssdk	transcribestreaming	2.21.24		1f17abf89ddeb0ebf4a68b07d4c91720e6f449f6
software.amazon.awssdk	transcribestreaming	2.21.25		0cb84e325ac91ac1da9728ece40f16494b3ffbe3
software.amazon.awssdk	transcribestreaming	2.21.26		ce53cffd5aa2632292f8d2522255d844d68ac57f
software.amazon.awssdk	transcribestreaming	2.21.27		9204d38ce269933c878bb9cf59564e41771d1fd2
software.amazon.awssdk	transcribestreaming	2.21.28		496ebe87f7c99b08e430b234c1abc2f637579532
software.amazon.awssdk	transcribestreaming	2.21.29		5c4cccabab150b5f9427bd1dbed7c2fbda92886c
software.amazon.awssdk	transcribestreaming	2.21.3		348084f21b366d647dad021bcf2f388d3214624a
software.amazon.awssdk	transcribestreaming	2.21.30		f9bcd79586f6d0e55fe82287d7ad40e58b9f30e0
software.amazon.awssdk	transcribestreaming	2.21.31		9d646b1dee8353af80a30c5661a71037d7bd7de5
software.amazon.awssdk	transcribestreaming	2.21.32		c23fe67bf86d521717dc8ba6793cf6a6ebd16041
software.amazon.awssdk	transcribestreaming	2.21.33		e7176412ac67b25c4c823632c5956458e85c7a3a
software.amazon.awssdk	transcribestreaming	2.21.34		3cd80c1615bd93df7f0a5fc1de5410b2bc8e35e3
software.amazon.awssdk	transcribestreaming	2.21.35		599844d7300333379a57efaf07da852b2340c24b
software.amazon.awssdk	transcribestreaming	2.21.36		d6fede4d6c987e256cff42a3e685000499fe66d8
software.amazon.awssdk	transcribestreaming	2.21.37		8b5ce6058a15d372c68c27fdcd751a0407daeb9b
software.amazon.awssdk	transcribestreaming	2.21.38		bac961943ab554fad9c5e26b6a998ac4d3d71a29
software.amazon.awssdk	transcribestreaming	2.21.39		576178d04751af78b37a92880b4cb636089db22e
software.amazon.awssdk	transcribestreaming	2.21.4		f8cad30db27d71be3e4be9e74933d048262233c5
software.amazon.awssdk	transcribestreaming	2.21.40		3ad22e7707d25fdddf1b05e2984e1b3f5195a273
software.amazon.awssdk	transcribestreaming	2.21.41		f154cef1a4080f742e759aa20bea9257f369ac6a
software.amazon.awssdk	transcribestreaming	2.21.42		e1385b52dd49f12a081d5a353ba1b1a5911d9af6
software.amazon.awssdk	transcribestreaming	2.21.43		162812aadb034bcac104ca52a5c94dd9bbde623b
software.amazon.awssdk	transcribestreaming	2.21.44		82bdf4b544e0ca759117c63af4413624b348e83c
software.amazon.awssdk	transcribestreaming	2.21.45		0ebc93d12d95ac89d9a3ef0d5a258c17c49356e2
software.amazon.awssdk	transcribestreaming	2.21.46		23e30eae9283d0dcf1e563ce99752dd3cea9041b
software.amazon.awssdk	transcribestreaming	2.21.5		4ccad78632cb2b460c0d739f9c0af14f81b00ea6
software.amazon.awssdk	transcribestreaming	2.21.6		a9107aae69f03582330c8434d9b974db7e637536
software.amazon.awssdk	transcribestreaming	2.21.7		bbd805c7ac1ec6656030845ee8051fc6e922c8e9
software.amazon.awssdk	transcribestreaming	2.21.8		0b248eedea31617b4b9b037d36960339afc02d8d
software.amazon.awssdk	transcribestreaming	2.21.9		8b149fd363922d0275f2d65099f0190327833408
software.amazon.awssdk	transcribestreaming	2.22.0		25ad7503be4737060e69f4b4a3c59dfa920a7190
software.amazon.awssdk	transcribestreaming	2.22.1		ca426b42ee7264b55a3677a2421cea387c1835e3
software.amazon.awssdk	transcribestreaming	2.22.10		d25052df095e6ed809676497bbeba62bb99b4c7c
software.amazon.awssdk	transcribestreaming	2.22.11		2af031add39388e64d15f9dc02eaaa3a8036e6fc
software.amazon.awssdk	transcribestreaming	2.22.12		117bd4cabf7c413f704e109fa3b5cd3dd3561123
software.amazon.awssdk	transcribestreaming	2.22.13		b3d1a211dcf46f36b3b8f84029113d66a9568f52
software.amazon.awssdk	transcribestreaming	2.22.2		0a5cb24c05cc8533614e85d7e2fbc84380c46f64
software.amazon.awssdk	transcribestreaming	2.22.3		059f61e1e96c2deb021f61302c20494e67e49ee7
software.amazon.awssdk	transcribestreaming	2.22.4		ba6e91780c96c5cc209bc43b9a89158e78ad5772
software.amazon.awssdk	transcribestreaming	2.22.5		a15e5be22b9c83adf8672be9e12db2c89e489385
software.amazon.awssdk	transcribestreaming	2.22.6		f5ca0d84080313414e0b3ff16756b6771971fa7b
software.amazon.awssdk	transcribestreaming	2.22.7		e88a817f1fb8a009c43319ccac1729ef1ada305b
software.amazon.awssdk	transcribestreaming	2.22.8		6c255874cbf11acaf2dacbedaf42963d08b1a86b
software.amazon.awssdk	transcribestreaming	2.22.9		9de0d9877c5e3e1e2ea32e001f213594c3f3e9be
software.amazon.awssdk	transcribestreaming	2.23.0		538c2787234c09332e581251a5a14314dbc1772e
software.amazon.awssdk	transcribestreaming	2.23.1		2122ba4a6799d444ebe4d0932dc4dd8287b8d331
software.amazon.awssdk	transcribestreaming	2.23.10		4efddad08fc959e722bd78f532a53b3eacb362f9
software.amazon.awssdk	transcribestreaming	2.23.11		076ce6823f2ea91310fd1590a8411a2e6b262b75
software.amazon.awssdk	transcribestreaming	2.23.12		71764b9698e417fa25e5abe9d367f5b1cc3c9c57
software.amazon.awssdk	transcribestreaming	2.23.13		1279ff8517ec7d6c8cfcd72c72a780b4766360e5
software.amazon.awssdk	transcribestreaming	2.23.14		00b8a8859999804695945077a72c3f4dbbb54e05
software.amazon.awssdk	transcribestreaming	2.23.15		7ee3cab034ceaf66dfe69829ddad1556931ffd66
software.amazon.awssdk	transcribestreaming	2.23.16		812deed7522fc10e36348c132f9a0a78fa3ada86
software.amazon.awssdk	transcribestreaming	2.23.17		a5b75668f52692a9790b8295be2751f39c671049
software.amazon.awssdk	transcribestreaming	2.23.18		715d6155d99047a53e23efc5f0bf06f4cb22938e
software.amazon.awssdk	transcribestreaming	2.23.19		29e4db4729d81c6edc516b9b4584fd5eec654eb2
software.amazon.awssdk	transcribestreaming	2.23.2		5e035383e53a9d63929f90b5eae427c89d6b08be
software.amazon.awssdk	transcribestreaming	2.23.20		c5b99e30f4283652a099f3424653b5f97810702e
software.amazon.awssdk	transcribestreaming	2.23.21		2e7eda1943d3400d9b722ca9f57fe0ad009998af
software.amazon.awssdk	transcribestreaming	2.23.3		27e0744f5f5a41c0abf24011a21d56fd0bfad4e0
software.amazon.awssdk	transcribestreaming	2.23.4		1def05a090f461fdfddccabb61c4a1e70ed9028b
software.amazon.awssdk	transcribestreaming	2.23.5		c38a41d430646eb25f0ff84f4068ee1e0d2c67ad
software.amazon.awssdk	transcribestreaming	2.23.6		7ffe18d4096daa7f0c9d7ca229a3a036356107f1
software.amazon.awssdk	transcribestreaming	2.23.7		45eddad637ef92448f02100ecb7e15015c28df80
software.amazon.awssdk	transcribestreaming	2.23.8		43ff41aa0d6b9e082187630818ab5c2bd17ba51a
software.amazon.awssdk	transcribestreaming	2.23.9		1dbc7b0f032891ea8fe534deb6e1aced3e70ff56
software.amazon.awssdk	transcribestreaming	2.24.0		b5cb3b19af06919237623fb3b581af0ac3f8b6e7
software.amazon.awssdk	transcribestreaming	2.24.1		565be3f2f691271938aa82dca3537b5b855cdea5
software.amazon.awssdk	transcribestreaming	2.24.10		01f2102941fbcffded9d5e477f3211b7148b4616
software.amazon.awssdk	transcribestreaming	2.24.11		963f44356e1cb1de681588489f45b193853b1703
software.amazon.awssdk	transcribestreaming	2.24.12		ce2edbcdea75062a8408d53086ad46a628d9aaf1
software.amazon.awssdk	transcribestreaming	2.24.13		814b903de7006549b79ac58da3f596d6228d61fe
software.amazon.awssdk	transcribestreaming	2.24.2		fba2fd6f293bc31953048e803afdaf0fef5b400e
software.amazon.awssdk	transcribestreaming	2.24.3		7a6ecc89235237a83df13051f22e63dd2cb8e6d4
software.amazon.awssdk	transcribestreaming	2.24.4		4b3352507ebc3b4c77fbde290563eec2f224e9b5
software.amazon.awssdk	transcribestreaming	2.24.5		75e10b2949a3589f6fdbf4e4b3b56fcb52d76211
software.amazon.awssdk	transcribestreaming	2.24.6		c24898bad88a55ceb96fdbf45482ac7aa6cc9b66
software.amazon.awssdk	transcribestreaming	2.24.7		28c7dc7ece81d879efb9e84ebcc625038f881959
software.amazon.awssdk	transcribestreaming	2.24.8		1d117abe503e5ebf9994f45fe531ef60388e37b6
software.amazon.awssdk	transcribestreaming	2.24.9		82953ad4b4dee61bd6280678735e907db502bb2f
software.amazon.awssdk	transcribestreaming	2.25.0		b7c481f72855f3fbf43d02b12c973db329b55a83
software.amazon.awssdk	transcribestreaming	2.25.1		1bacf79247558f644c756534e09b24e704400c09
software.amazon.awssdk	transcribestreaming	2.25.10		73f5a91f08a7b242c7190d7ddb25cd145518652c
software.amazon.awssdk	transcribestreaming	2.25.11		b02206a6a73b2e50f8c572479b800b413379b48b
software.amazon.awssdk	transcribestreaming	2.25.12		86bc3a35f15d8c4fc27c8d7bee0f6c654b4657e7
software.amazon.awssdk	transcribestreaming	2.25.13		bef65d70e6fc9e97a6b23dffe2b9aa7d28f44e41
software.amazon.awssdk	transcribestreaming	2.25.14		1b205fd9b53538b04e9afe284bbfb5027df8cdc3
software.amazon.awssdk	transcribestreaming	2.25.15		a3dd8560d1205924e22952c082a286750e6fc709
software.amazon.awssdk	transcribestreaming	2.25.16		07a19d770ff5431635ee7ab63d4b463a729bd4af
software.amazon.awssdk	transcribestreaming	2.25.17		701dda33e8824968e98febcf2fc43e85c2c077ef
software.amazon.awssdk	transcribestreaming	2.25.18		a2ffa4486ab2169ef12297455ae8f9e072dd65a7
software.amazon.awssdk	transcribestreaming	2.25.19		8c808ced44c5c490e2ca72401eeb9dfa694818a6
software.amazon.awssdk	transcribestreaming	2.25.2		e585d1d08fe5aadde9aa821a482da86015a6ac5d
software.amazon.awssdk	transcribestreaming	2.25.20		76d3908675d015c8cd346a22fe7d3ec1c057eca6
software.amazon.awssdk	transcribestreaming	2.25.21		c9d6379162f492f9119b744006429b9398b03829
software.amazon.awssdk	transcribestreaming	2.25.22		871d17fd19523666216963a3f3672ef4a03cc88e
software.amazon.awssdk	transcribestreaming	2.25.23		ded655571f7011996db82a89c1f248a4707a1be7
software.amazon.awssdk	transcribestreaming	2.25.24		a8413a23fe5d1fbaaff1f7ca256aadd11a2a64c0
software.amazon.awssdk	transcribestreaming	2.25.25		2ef97e3b72a4a45007b4d02ae2a0c4c5905600a2
software.amazon.awssdk	transcribestreaming	2.25.26		6f25e5f0e07d99bcc0d288039ba84ba717bda0b6
software.amazon.awssdk	transcribestreaming	2.25.27		fb43c54571b81903480576efad994500622c9dfd
software.amazon.awssdk	transcribestreaming	2.25.28		91a41f252bee5befdac86296d97c756d1bd22b2d
software.amazon.awssdk	transcribestreaming	2.25.29		ba86e38f8fcc96e60a78c6bef181c6bfb2aaa264
software.amazon.awssdk	transcribestreaming	2.25.3		e076b567333124b399690b167a121d041cdfcd48
software.amazon.awssdk	transcribestreaming	2.25.30		56f38f564f8c191a420b285690574e4daa1bd5f4
software.amazon.awssdk	transcribestreaming	2.25.31		a98eae58d3f5baaead14e5f2f887032d7fe3f0e6
software.amazon.awssdk	transcribestreaming	2.25.32		bd0c778b19b377a2596f8f29fee84b2a2ac60f8f
software.amazon.awssdk	transcribestreaming	2.25.33		3a1bc0229f10f4a22254ad5d104e655927179138
software.amazon.awssdk	transcribestreaming	2.25.34		dabbd7ac72c9065ec8b178e6fcc946e53b091253
software.amazon.awssdk	transcribestreaming	2.25.35		09057f4ce4a4a137c02229341914d6685607fae9
software.amazon.awssdk	transcribestreaming	2.25.36		ae8b76c2889e6ed154e6a4377e9fb6d4e2531543
software.amazon.awssdk	transcribestreaming	2.25.37		ea71b83271d42451c42238e2552bee820f7c3654
software.amazon.awssdk	transcribestreaming	2.25.38		be063b9683e383a38d310c3632441c0ae2d9dbb0
software.amazon.awssdk	transcribestreaming	2.25.39		e646598cbb1f98b6c9d02c6ede0be5f1205d680a
software.amazon.awssdk	transcribestreaming	2.25.4		351865e2cf5c10abec237a9f065b6da6f79c7674
software.amazon.awssdk	transcribestreaming	2.25.40		8a658178f1fe795dc2b51d16207f9a78cfc25da7
software.amazon.awssdk	transcribestreaming	2.25.41		fbabeb8c3ae6c2c5bd64e65513b04e0e1078e653
software.amazon.awssdk	transcribestreaming	2.25.42		0eb9ea67493fe87d60cc2e1b12882b3ed9b4f130
software.amazon.awssdk	transcribestreaming	2.25.43		10f4c6044ed4f2198549b16657281661876fba5c
software.amazon.awssdk	transcribestreaming	2.25.44		7d873a143af28354aa1c3a8ab2bd7fc42b26a7b4
software.amazon.awssdk	transcribestreaming	2.25.45		da04b7e997c829efd84ed07e3dc7c34be4566ed9
software.amazon.awssdk	transcribestreaming	2.25.46		33dff6254a967ae2e9d35601eac8046e65f0e7ae
software.amazon.awssdk	transcribestreaming	2.25.47		9adda4abc096c534beb293f1856c74b33aefb3f3
software.amazon.awssdk	transcribestreaming	2.25.48		b7354e77e25dec38149a280f0d11f461f3ba0935
software.amazon.awssdk	transcribestreaming	2.25.49		b26e5c26a29791ac0890b0d749f90fdb3c783150
software.amazon.awssdk	transcribestreaming	2.25.5		f6881c19a5209172192986d92077888fa5542764
software.amazon.awssdk	transcribestreaming	2.25.50		aaf093ee99a3f45ca81c3f1778baeed11a46c619
software.amazon.awssdk	transcribestreaming	2.25.51		1e133f61b4eaa38e630ee05b920f7d0a84d64a00
software.amazon.awssdk	transcribestreaming	2.25.52		cf47ba4ab5254480dae0d6653d109702376e331b
software.amazon.awssdk	transcribestreaming	2.25.53		49c00a5816512534d89977bff6660e950c88bd68
software.amazon.awssdk	transcribestreaming	2.25.54		dcc4bca86138636a8f7ab9f6a695186ba16c4e8c
software.amazon.awssdk	transcribestreaming	2.25.55		1c8dc0aa2a694325c54a8146ca756a74bd735b8e
software.amazon.awssdk	transcribestreaming	2.25.56		bc8a2cfb2e0d288c83a4ad663252f2e126072ced
software.amazon.awssdk	transcribestreaming	2.25.57		000e73fa90c1b0381370f44724a463654c15f8fe
software.amazon.awssdk	transcribestreaming	2.25.58		cc08d450f323c6c8f06b047e31c4092574a58d09
software.amazon.awssdk	transcribestreaming	2.25.59		ec28c640d9cb1498d88608cf5566a9844f956d05
software.amazon.awssdk	transcribestreaming	2.25.6		b096fc8b49401925cc4c4bfa51c5fdf0d88ec968
software.amazon.awssdk	transcribestreaming	2.25.60		36ea0cf26ca50a13b27daf9d3f9ede387dc05079
software.amazon.awssdk	transcribestreaming	2.25.61		966b8e19fe281be6a60eed7ee9afeed8de064948
software.amazon.awssdk	transcribestreaming	2.25.62		92def1a813030ad5d6e5e68f07d1f80344ec4eff
software.amazon.awssdk	transcribestreaming	2.25.63		2971b97e8d48db978e82730c8aeb57bc4064de55
software.amazon.awssdk	transcribestreaming	2.25.64		5f93e2e083fd086b844104f0bc8dce11ccb28832
software.amazon.awssdk	transcribestreaming	2.25.65		d204378a1b5cdd68ee50fed97f2134ece35e7f4e
software.amazon.awssdk	transcribestreaming	2.25.66		dbb3c1dfdfcf97d0c47b192cfc6b1c0b0d5b4f33
software.amazon.awssdk	transcribestreaming	2.25.67		883c4b68c76b1f9b1f3f6a8e53f3b8d5c94c3f6a
software.amazon.awssdk	transcribestreaming	2.25.68		64bb388060329e65aef980bda5725f82f17c9864
software.amazon.awssdk	transcribestreaming	2.25.69		92488c4a2453ea641534f42a7c225d3d39b9b745
software.amazon.awssdk	transcribestreaming	2.25.7		d818832a2c29e454f715a87036033e64eb04457e
software.amazon.awssdk	transcribestreaming	2.25.70		aeafb47219874f956fb9b810751d37bdb3512c14
software.amazon.awssdk	transcribestreaming	2.25.8		0410bb0f9d0a1d0c862ec1e9882da0f00f3c7fb3
software.amazon.awssdk	transcribestreaming	2.25.9		fe3983debb2c7a238db267aaceacc087aa8cbd0b
software.amazon.awssdk	transcribestreaming	2.26.0		e08f5e0151d0f2f96787289058aee669d329e117
software.amazon.awssdk	transcribestreaming	2.26.1		fd757f4ae5c2c3e0b6413a26df4315b216959040
software.amazon.awssdk	transcribestreaming	2.26.10		e08d68d3ab7772201b1e635ad5784aa733632422
software.amazon.awssdk	transcribestreaming	2.26.11		bde396eb6021919e27e9d76c8e52ec4ced6241d1
software.amazon.awssdk	transcribestreaming	2.26.12		7fea0ec46490745478c8788c047dbc7818875b90
software.amazon.awssdk	transcribestreaming	2.26.13		3c9e97569ac8be12340b573c5e64a6badc8b683d
software.amazon.awssdk	transcribestreaming	2.26.14		830b5379bb2debde81820f70248d59949a3223ca
software.amazon.awssdk	transcribestreaming	2.26.15		8e803dc46bece0246953e238c7665b4d20cb5a30
software.amazon.awssdk	transcribestreaming	2.26.16		cfa22dbf8a60ceb5486cc70fe0258d33faf61f01
software.amazon.awssdk	transcribestreaming	2.26.17		89d8e68d94b2e9cd59e554e77233af5de67cb1ac
software.amazon.awssdk	transcribestreaming	2.26.18		cee43b0c8631304a6268b33fb36c734d9beba314
software.amazon.awssdk	transcribestreaming	2.26.19		518d93a010705944e5e493bf962460d647b52067
software.amazon.awssdk	transcribestreaming	2.26.2		00d923795fa9835acd36a949912d26962ed4dd48
software.amazon.awssdk	transcribestreaming	2.26.20		81aa7789840c50a79a77eea19f87c15ee16a00ae
software.amazon.awssdk	transcribestreaming	2.26.21		c1435c2115a5c936ab4df67dfee597fa081e3d11
software.amazon.awssdk	transcribestreaming	2.26.22		43092d4a23d62bd501e1c9a1afec55db09448255
software.amazon.awssdk	transcribestreaming	2.26.23		bbca402f1a07812b8b85df88b43ae33b6845a88b
software.amazon.awssdk	transcribestreaming	2.26.24		965cb72341415c4a5dd863abc8a767109cb2ee36
software.amazon.awssdk	transcribestreaming	2.26.25		44a69f74eb1683e69e5e32edaf8ffd52a28405f0
software.amazon.awssdk	transcribestreaming	2.26.26		7a18ce742335081de5d1ad664a98ae1fd914141a
software.amazon.awssdk	transcribestreaming	2.26.27		c82ac7ecd3b917ce735cd35bbed38864a98ddb25
software.amazon.awssdk	transcribestreaming	2.26.28		066197e37d280f849501af7d8d448373e38b8a0b
software.amazon.awssdk	transcribestreaming	2.26.29		407015c2b6526369a71a79ce4177308897efdae4
software.amazon.awssdk	transcribestreaming	2.26.3		f5d2f59ba9ab9cd4b305b400b43c3a4037738568
software.amazon.awssdk	transcribestreaming	2.26.30		d5df17495d186b1384f9336387b6e443f2624a7a
software.amazon.awssdk	transcribestreaming	2.26.31		d5f64925ca40ab6efc7dad7e550e16cea9f74366
software.amazon.awssdk	transcribestreaming	2.26.4		607b3b98338c1fe16074fbae2ce753d5c2d134bb
software.amazon.awssdk	transcribestreaming	2.26.5		2c837680f7c78264d7f5e9eb17c89032e163b431
software.amazon.awssdk	transcribestreaming	2.26.6		3bef771f730292970ba9fd196416f518e17630bb
software.amazon.awssdk	transcribestreaming	2.26.7		43e9235671aadffa1fe8c736639d1413fd1b0691
software.amazon.awssdk	transcribestreaming	2.26.8		bb3d5832bf36aae9441c500205203991ab8833be
software.amazon.awssdk	transcribestreaming	2.26.9		6c63b0461c0d06a8a9bdb14cb48c821a5c0b7d5b
software.amazon.awssdk	transcribestreaming	2.27.0		e4758adb362d92d0819103746d1c8526fac58e52
software.amazon.awssdk	transcribestreaming	2.27.1		140dc8deabe09395093e3fe67dd6a0602a68b76f
software.amazon.awssdk	transcribestreaming	2.27.10		d2f628701fa84d14d441bc34e78bf75841b76896
software.amazon.awssdk	transcribestreaming	2.27.11		158dd2e6c196914a11613b1ed1caf5b4eafdd06c
software.amazon.awssdk	transcribestreaming	2.27.12		491e735838784cfb4c0ada49255f27ad57e048c1
software.amazon.awssdk	transcribestreaming	2.27.13		9ad622180accfdb4bf4fc20d6c7597b5dfc2a02d
software.amazon.awssdk	transcribestreaming	2.27.14		e4e79078bce1e8302e08d988de6da0bcaefe7868
software.amazon.awssdk	transcribestreaming	2.27.15		fac24e819a99df92e35422da8c69cb46a55e87be
software.amazon.awssdk	transcribestreaming	2.27.16		0e2af6eba5c6b0588391bc19fdadd3ff2969e772
software.amazon.awssdk	transcribestreaming	2.27.17		6066328170ed0306c67732f99874c94c5a0cfa61
software.amazon.awssdk	transcribestreaming	2.27.18		a2e42723a90ef00ef900b78848dbd8ee84d58969
software.amazon.awssdk	transcribestreaming	2.27.19		d1bd64ab0863b1d2b54900940faf1b6d698ec213
software.amazon.awssdk	transcribestreaming	2.27.2		3bbfd1dee8ae3bdbd988b60dd6672ef1d7cc0121
software.amazon.awssdk	transcribestreaming	2.27.20		d22002b4125334b7db0d55d1b7896286b809a682
software.amazon.awssdk	transcribestreaming	2.27.21		ff87e6dd093af79d606eb32bf4db9b6caf646f67
software.amazon.awssdk	transcribestreaming	2.27.22		a62bdad53c2c7d1a745445cda86d8b4fcbfe2e1b
software.amazon.awssdk	transcribestreaming	2.27.23		d49df3a797d63c3b91199831a31ae692df7441d2
software.amazon.awssdk	transcribestreaming	2.27.24		1a7cf8d32ae9008147c9e9ee3bbd355199a5b1c5
software.amazon.awssdk	transcribestreaming	2.27.3		2c90fed3e585fe931cd521b2c95cff0eaccc62be
software.amazon.awssdk	transcribestreaming	2.27.4		3d668eb8e4f796d1ed4adaa3d36bc0c5229a4eec
software.amazon.awssdk	transcribestreaming	2.27.5		3e20453c17c30ec8eaa5cbad4a803aea3088cf80
software.amazon.awssdk	transcribestreaming	2.27.6		369ed8e864feab8754cb8c6abbce6f3bea94b1cc
software.amazon.awssdk	transcribestreaming	2.27.7		d698af0cdba36524ccb89294db08c72aade2295e
software.amazon.awssdk	transcribestreaming	2.27.8		bf1ecdf098037674ac4c2c3a7589f1eded4fae2b
software.amazon.awssdk	transcribestreaming	2.27.9		16856681cd347f479eb309836e3cc2d47f9e2d56
software.amazon.awssdk	transcribestreaming	2.28.0		757b9ca5cf06d6ade7a1e092da74c102f3822687
software.amazon.awssdk	transcribestreaming	2.28.1		2b62d3f552e2125188bcc74edbfe44134eb992ff
software.amazon.awssdk	transcribestreaming	2.28.10		82c874aa2bf3abdc11bf15809e225702be66b723
software.amazon.awssdk	transcribestreaming	2.28.11		80fb45aaf84b27f4e28e07608911e2aad26b48f0
software.amazon.awssdk	transcribestreaming	2.28.12		c30eb3ef4d700822b0344e942174684c123694a4
software.amazon.awssdk	transcribestreaming	2.28.13		8fb3ae89a4c931155a06c96388b80f49cc09622e
software.amazon.awssdk	transcribestreaming	2.28.14		59219c37e9a1565594b963770dc595a70bd8c018
software.amazon.awssdk	transcribestreaming	2.28.15		9061a14aa81d468b23dfbb4df1c11ff6757a6bf9
software.amazon.awssdk	transcribestreaming	2.28.16		488ea76f6ec44940b22f7e2015aaacbbf47d14d7
software.amazon.awssdk	transcribestreaming	2.28.17		bf341ce6508b3d811e37a3fb225eec1a4625075f
software.amazon.awssdk	transcribestreaming	2.28.18		6346954da5a3e5586b734bebf6e7eb9f5d52ec71
