ch.poole.android	numberpicker	1.0.10		N/A
org.bitbucket.swattu	lock-utils	4.0.46		645029a826e32fc956f0f4341ef072ff55ab464f
org.bitbucket.swattu	lock-utils	4.0.47		111aee1b976f0a1ed06ecfa05e0466aa2da091eb
org.bitbucket.swattu	lock-utils	4.0.48		f69216d2c9fa58846064fc50e26caba79aabaf1e
org.bitbucket.swattu	lock-utils	4.0.49		4a79e7309365b4c8a09330d3a4b1604c47ea6fc8
org.bitbucket.swattu	lock-utils	4.0.50		2571829cab2905796dc36ea225c3e4a4fc991da5
org.bitbucket.swattu	lock-utils	4.0.51		01284ff3d07eb5d7d4b134c859069b5fe37d45b0
org.bitbucket.swattu	lock-utils	4.0.52		e9c5fbc42ba771909e6ba006227431d73521bd39
org.bitbucket.swattu	lock-utils	4.0.53		46507ff73834080e9bade6f111de78ac960418e8
org.bitbucket.swattu	lock-utils	4.0.54		7f9e4bf40654a3e796fbb351e165616ae0d750e7
org.bitbucket.swattu	lock-utils	4.0.55		bbdfaee2535b437167c0b3fb36f6463bef05d836
org.bitbucket.swattu	lock-utils	4.0.56		5cfb6b2a48f2e5163106d50dc5753a58b323d15a
org.bitbucket.swattu	lock-utils	4.0.57		f285ca7e06ffecf6bbab58d12dfb96e17532faf6
org.bitbucket.swattu	lock-utils	4.0.58		5294151990858942afe314cb75e0170598dc6210
org.bitbucket.swattu	lock-utils	4.0.59		27466539387366f95d9189d4c98013d294e559c2
org.bitbucket.swattu	lock-utils	4.0.60		d9695591c209b310ab8848f49439d27af4b481d2
org.bitbucket.swattu	lock-utils	4.0.61		1a6d6bd818566e725881126a3c0f174d35212a91
org.bitbucket.swattu	lock-utils	4.0.62		40315c91d97891ba389a705fe9a8c1d747f6dadc
org.bitbucket.swattu	lock-utils	4.0.63		f3e04f6299f28ee55c96978499d04007480ceeb6
org.bitbucket.swattu	lock-utils	4.1.0		cc708aa8fc592e9fa3ce535bba27d78fe4879e09
org.bitbucket.swattu	lock-utils	4.1.1		8a9f1196e7569411ae377c88db1c54bddf967c17
org.bitbucket.swattu	lock-utils	4.1.10		ce1292abb60a1a005b82282ad9d50b49bc994c25
org.bitbucket.swattu	lock-utils	4.1.11		d0307ecbc892392c5161a214f860ef706d7f7507
org.bitbucket.swattu	lock-utils	4.1.12		81494a5c21c9284563931b435c6e8d53ff074346
org.bitbucket.swattu	lock-utils	4.1.13		921d2522c838434ad854b79ea3f36c2d3465ad23
org.bitbucket.swattu	lock-utils	4.1.14		3ba7f43fcaf446bd9487e1fbbfbf77f1805eb75e
org.bitbucket.swattu	lock-utils	4.1.15		a5960ec97d22fc3c0bd071ec65e3c81515454b44
org.bitbucket.swattu	lock-utils	4.1.16		fc32a63a8325c5da3bfe72acda8d08610bf326ec
org.bitbucket.swattu	lock-utils	4.1.17		cc712336803cd7b786dcd41b223ba77126cd38fd
org.bitbucket.swattu	lock-utils	4.1.18		ad70b2d75aa6aaeaca2d6b38efe0d4a5c7df319a
org.bitbucket.swattu	lock-utils	4.1.19		6443e7f3ae9b29a6ef267df54b76bf2edff578ba
org.bitbucket.swattu	lock-utils	4.1.2		14903b53443ee4dd6d7a8320853f2e7e4b04b48e
org.bitbucket.swattu	lock-utils	4.1.20		50b247d76a677d321e0b07f4e834d07d8775967e
org.bitbucket.swattu	lock-utils	4.1.21		6b0091c0b5303561e78158a7ab89e368c52af21e
org.bitbucket.swattu	lock-utils	4.1.22		826a9bd7c79018fb779e1badcba5ae466572abb0
org.bitbucket.swattu	lock-utils	4.1.23		77df89c30c2c33cee825fbde95741defadf3faa5
org.bitbucket.swattu	lock-utils	4.1.3		4e142979e59f80b76afdbce4642ef3106c8fa52e
org.bitbucket.swattu	lock-utils	4.1.4		773ba92ff6b3dadfbf19b9152e0065972567005e
org.bitbucket.swattu	lock-utils	4.1.5		b1a35c36e33f0221cc6d680a54e82f4825b82691
org.bitbucket.swattu	lock-utils	4.1.6		56d2f11f5469a1e6d2cc71385fdbb65931fa3b51
org.bitbucket.swattu	lock-utils	4.1.8		7ac7b504bf9acfe0a95433725465d66857dc8011
org.bitbucket.swattu	lock-utils	4.1.9		fc55bcb8ef56c93db9938771e4e015e0927d9250
org.bitbucket.swattu	lock-utils	4.2.0		66d7c30b5b83dcfdcacb5cd207cbb3a5caccf1de
org.bitbucket.swattu	lock-utils	4.2.1		95cd90c29ab499b1a80cd285efd793384ed434b8
org.bitbucket.swattu	lock-utils	4.2.2		b83d2cd59fa9edd6b95386af0193f24b893d4996
org.bitbucket.swattu	lock-utils	4.2.3		a058c797e968401c9b1efd286f410ac08f9846b9
org.bitbucket.swattu	lock-utils	4.2.4		025925dba3bce01206c62b5c971628b704d8b760
org.bitbucket.swattu	lock-utils	4.2.5		0b1c770c799d4d1769915f824b1287bfdb28b513
org.bitbucket.swattu	lock-utils	5.0.0		c1031c8827a817835dbde77814cbcf9c3ee01103
org.bitbucket.swattu	lock-utils	5.0.1		801e137c61856614772bc1ea4ec85a365479c2fb
org.bitbucket.swattu	lock-utils	6.0.1		3dfb9b2619361819591e133d310e546dd5cbfd2d
org.bouncycastle	bcpkix-jdk14	1.47		74186af0fdb89267f906bd8d9c57a5b89d028528
org.bouncycastle	bcpkix-jdk14	1.48		0af00ba320ecf9050457aeae96dff986a278fae5
org.bouncycastle	bcpkix-jdk14	1.49		168979c71f702fefdaabc1c5e698516525c19a8b
org.bouncycastle	bcpkix-jdk14	1.50		da1ec40a3201c529bac6b1c2bb415027599beae9
org.bouncycastle	bcpkix-jdk14	1.51		1ded6b1fca4085113895b7f16cfcc0951995e2ca
org.bouncycastle	bcpkix-jdk14	1.53		1ef8dd8ede038b4160d1883479fba143b335e76f
org.bouncycastle	bcpkix-jdk14	1.54		54e52c7aae76362ae3b69786677725dc3b44cbfe
org.bouncycastle	bcpkix-jdk14	1.55		0fa0a20beca3674e90bc5d0a5e129783d9547c60
org.bouncycastle	bcpkix-jdk14	1.56		a93f33b0036dba2622ce1cc9683f608f5e490861
org.bouncycastle	bcpkix-jdk14	1.57		3d074a4d2f9f06612b169674219020c3bdba00db
org.bouncycastle	bcpkix-jdk14	1.58		66fb1ed8b2c971e70cacb2279e02c93d32e23adc
org.bouncycastle	bcpkix-jdk14	1.59		c2380199c54a87816564b0a719a609776d66f7a5
org.bouncycastle	bcpkix-jdk14	1.60		6ba281b92669bf032a3cc388b5b11543bd3afe00
org.bouncycastle	bcpkix-jdk14	1.61		43b3d4e4d9b4e6b0815e41bf856599b7d3e415bf
org.bouncycastle	bcpkix-jdk14	1.62		254b63e82f93cc8c5d2ed38cfc420ed1c0f6df35
org.bouncycastle	bcpkix-jdk14	1.63		0cfc47e9dc41063edc56fe9208ee9ca6c7c8c737
org.bouncycastle	bcpkix-jdk14	1.64		55072fa3427cbffa85db48c604c581ec3982fb10
org.bouncycastle	bcpkix-jdk14	1.65		715b3e35ac8fe5792e584380f44ef59c346fbb6b
org.bouncycastle	bcpkix-jdk14	1.67		8663e10531b307d91eb58616c1ff4aea54d93100
org.bouncycastle	bcpkix-jdk14	1.68		2685a1d3e448e201d36b57b80d11a9177b4f475c
org.bouncycastle	bcpkix-jdk14	1.69		f450a3163ea02b611a47186932682927c9ed48db
org.bouncycastle	bcpkix-jdk14	1.70		a83a12ef9d3c1f9128582ec1631aeb3775fce156
org.bouncycastle	bcpkix-jdk14	1.71		948118b29875f7451d952e816b26280fa8cb9026
org.bouncycastle	bcpkix-jdk14	1.72		ad160fe10996d7e127844ac5ac7a0c2af8efcc97
org.bouncycastle	bcpkix-jdk14	1.73		48fac14743a66d5d644ac8e4ec042b2c6d72f9cf
org.bouncycastle	bcpkix-jdk14	1.74		4cdeb4ee698dc788134b29b6a617335637b5cf82
org.bouncycastle	bcpkix-jdk14	1.75		6c817b495ee51d6c86112740e74625f4567b49a0
org.bouncycastle	bcpkix-jdk14	1.76		dcdaae85eee1b2d5188bf1a01fdc3e6fd28509ec
org.bouncycastle	bcpkix-jdk14	1.77		a98c0b8e516a0b3c26b93f018c447637c368c724
org.bouncycastle	bcpkix-jdk14	1.78		28227b14f83065fe214f99b9d26a548172676218
org.bouncycastle	bcpkix-jdk14	1.78.1		a0b2c7d8fed6d1e23c5c588bf79e0488ffe42a31
org.bouncycastle	bcpkix-jdk14	1.79		31e053b534506908c0b291b51af89596d7ed88cc
org.bouncycastle	bcpkix-jdk14	1.80		4febbf4e022fb54072d40f83ee7f92d5608603c1
org.danbrough.klog	core-android	0.0.3-beta02		N/A
org.danbrough.klog	core-android	0.0.3-beta03		N/A
org.danbrough.klog	core-android	0.0.4		N/A
org.danbrough.touchlab	sqliter-driver-androidnativearm64	1.2.1		N/A
org.diirt	datasource-extra	3.0.0		a331499370061509017ff1287f8b795ad94af794
org.diirt	datasource-extra	3.1.7		ecaa0918d766a62c2f32592f6087030cfec66e50
org.infrastructurebuilder.util	settings-supplier-component	0.10.0		a84de2459bd70efe19882ae03ceef1e24846dce5
org.infrastructurebuilder.util	settings-supplier-component	0.10.1		bcc85a589bd7928c8b7a73a79bb73f108bdadbf2
org.infrastructurebuilder.util	settings-supplier-component	0.10.2		fefec05e3ecb8be4c9c7f70ef2b90be738284eb8
org.infrastructurebuilder.util	settings-supplier-component	0.9.0		f443b75f3e20d607f32dfb5821d87380ae10bfcf
org.infrastructurebuilder.util	settings-supplier-component	0.9.1		4bff3e29bff7b6d251812fa82e9a9284283ed08a
org.infrastructurebuilder.util	settings-supplier-component	0.9.2		773214062c81e19dbbbb8acb28c9121fa942618c
org.infrastructurebuilder.util	settings-supplier-component	0.9.3		b6e586a6e157015e358d90d139b8dd775de44e17
org.jbpm	form-services	6.0.0.Alpha4		824fca307a4f8afc1fdb455294c14db4bc9f5861
org.jbpm	form-services	6.0.0.Alpha5		64c03df7c78776f90dcee1c01dbee40e416c8b30
org.jbpm	form-services	6.0.0.Alpha6		14fc6238da721c870b0e0b0ab5b56a77a3f0c222
org.jbpm	form-services	6.0.0.Alpha7		77aeb9aee78ff2c1724300b85bc4e712c6f16594
org.jbpm	form-services	6.0.0.Alpha9		1969a039ec1b442bfd3e3ad118d84a81f346377e
org.jbpm	form-services	6.0.0.Beta1		a630914b7be6eed93eadf41ec349639ba91eea78
org.jbpm	form-services	6.0.0.Beta2		c7628c7ad29179aca5044e54d7a3e6733ccb83a0
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.2.1		b94fe605ea8ff0f68f3feab065ae0b7d67860964
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.2.2		b94fe605ea8ff0f68f3feab065ae0b7d67860964
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.2.3		b94fe605ea8ff0f68f3feab065ae0b7d67860964
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.2.4		b94fe605ea8ff0f68f3feab065ae0b7d67860964
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.3.0		5b320327f1d800148f08c2a0f7e6f270b9091a04
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.4.0		5b320327f1d800148f08c2a0f7e6f270b9091a04
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.5.0		5b320327f1d800148f08c2a0f7e6f270b9091a04
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.5.1		5b320327f1d800148f08c2a0f7e6f270b9091a04
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.6.0		f9f9f30d4fc7cd237d631bf77daad9c1228ecf3a
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.6.1		f9f9f30d4fc7cd237d631bf77daad9c1228ecf3a
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-server	0.6.2		f9f9f30d4fc7cd237d631bf77daad9c1228ecf3a
org.keycloak	keycloak-saml-jetty94-adapter	10.0.0		37cd83d43cb30bad8269154c90d563188318b6d2
org.keycloak	keycloak-saml-jetty94-adapter	10.0.1		b5dba67a2f452206d37d4e4a94c4940eaaae73ff
org.keycloak	keycloak-saml-jetty94-adapter	10.0.2		23cffe67074fadb70d310adfd6c388c6853be743
org.keycloak	keycloak-saml-jetty94-adapter	11.0.0		29017c5d6f26329862e2cf70c5388f721f9b4f28
org.keycloak	keycloak-saml-jetty94-adapter	11.0.1		0cebb3f070c3f2ffcafcddeade4f3fc716c5d6e8
org.keycloak	keycloak-saml-jetty94-adapter	11.0.2		8b4ad4b0c536d9f95ba1462f53dd7e074f54adf8
org.keycloak	keycloak-saml-jetty94-adapter	11.0.3		853bb7d6a16bdcb73fc5e8d0c20c77b0a89ba8f9
org.keycloak	keycloak-saml-jetty94-adapter	12.0.0		1b050adc7e97d198aaedd7f078cbf438017669fd
org.keycloak	keycloak-saml-jetty94-adapter	12.0.1		e13e41d48f9a63f48498cba80eaa7394d8d6c803
org.keycloak	keycloak-saml-jetty94-adapter	12.0.2		9e8a4bd28148f52509fceebfd978fc1e2ff13580
org.keycloak	keycloak-saml-jetty94-adapter	12.0.3		19dd6a6dc7bf5e49d0342b14fd7eb90feee7c247
org.keycloak	keycloak-saml-jetty94-adapter	12.0.4		2085cc6701689abdb29458b88f20d0f82619f190
org.keycloak	keycloak-saml-jetty94-adapter	13.0.0		8a129ae7aa217c717e3a951988139e0b37987740
org.keycloak	keycloak-saml-jetty94-adapter	13.0.1		dc2bd66ce808c79c6c7260dc3c682382bbee8922
org.keycloak	keycloak-saml-jetty94-adapter	14.0.0		e8251cd41383d0391d4552198978b52f0f499e46
org.keycloak	keycloak-saml-jetty94-adapter	15.0.0		37d04a54b15b991b76843093e2f049eb6ec26fa8
org.keycloak	keycloak-saml-jetty94-adapter	15.0.1		87d667543253da7bfb7405dd5960739181131954
org.keycloak	keycloak-saml-jetty94-adapter	15.0.2		f38eb27e007b5a060735cf0f82b37144a7742d65
org.keycloak	keycloak-saml-jetty94-adapter	15.1.0		0e4b07332f93442625c9e45f07b43a5393608a64
org.keycloak	keycloak-saml-jetty94-adapter	15.1.1		d1828c6fa3080a6beb337081527a9fc2df7e1b06
org.keycloak	keycloak-saml-jetty94-adapter	16.0.0		f1911acf83c53234c302a8a12323fa20ac7953d5
org.keycloak	keycloak-saml-jetty94-adapter	16.1.0		b64dfeaa7b824c0d39aecc368080867fca209aaa
org.keycloak	keycloak-saml-jetty94-adapter	16.1.1		cc183ac1ef2b9f14f170a2209adbb7546aa903dc
org.keycloak	keycloak-saml-jetty94-adapter	17.0.0		c055ec677bcfb69238b2ec72438893b20a2da377
org.keycloak	keycloak-saml-jetty94-adapter	17.0.1		8761e7598491e4f6baf0e2a8e80844f9f7953646
org.keycloak	keycloak-saml-jetty94-adapter	18.0.0		48ea22549565b8e502ab5cd09e4867f35a8fe261
org.keycloak	keycloak-saml-jetty94-adapter	18.0.1		292c31fe94171d1ec21057a20d33fe4d7b5363e8
org.keycloak	keycloak-saml-jetty94-adapter	18.0.2		44b0525065acc5c3a847d27d0ddf1afc59764a6b
org.keycloak	keycloak-saml-jetty94-adapter	19.0.0		b2b3145268fb5aa88d3f90891800cc9df368c44e
org.keycloak	keycloak-saml-jetty94-adapter	19.0.1		75bc96578bc3e89e7b1079e2d7ed340d8df64ec7
org.keycloak	keycloak-saml-jetty94-adapter	19.0.2		388e1494abb78a7c9aff1585988a333f3877b81f
org.keycloak	keycloak-saml-jetty94-adapter	19.0.3		65a6fb1278240596db4e35ec2c6efe8339c71fbc
org.keycloak	keycloak-saml-jetty94-adapter	20.0.0		8cc1525df8e5e80aa3f05f3381bb8527d6adb20b
org.keycloak	keycloak-saml-jetty94-adapter	20.0.1		2d6e8b0be689520b8bde517c0b8c259a1c65b6fb
org.keycloak	keycloak-saml-jetty94-adapter	20.0.2		980e7988a1c8f04ce11994a1f98675db2cbc3258
org.keycloak	keycloak-saml-jetty94-adapter	20.0.3		bc2d3c68ad09246e071a0bb8b9e6ee18897abbfc
org.keycloak	keycloak-saml-jetty94-adapter	20.0.4		d9838480c693342eedd647a19252478740f057a5
org.keycloak	keycloak-saml-jetty94-adapter	20.0.5		f461e85cfb7bea653668511dfbd08dd41ecb081f
org.keycloak	keycloak-saml-jetty94-adapter	21.0.0		6a4e2216abfa456e073e39644b7b64dcad5d465b
org.keycloak	keycloak-saml-jetty94-adapter	21.0.1		9a44989fa466e512332c36b4fe6d990762baa4b2
org.keycloak	keycloak-saml-jetty94-adapter	21.0.2		83a4b6b41336c4f625a352c0e352993801b63ee1
org.keycloak	keycloak-saml-jetty94-adapter	21.1.0		319a5aaadcaf2379b48e3aff0361f96d37b57b10
org.keycloak	keycloak-saml-jetty94-adapter	21.1.1		fd1afc407e47e126e803c87cd3565a9704cbcc21
org.keycloak	keycloak-saml-jetty94-adapter	21.1.2		3fbcfe8518d84ba47151d643dd6b7e51019ff410
org.keycloak	keycloak-saml-jetty94-adapter	22.0.0		469fb6674612b6415d72b636224f173f97455f5f
org.keycloak	keycloak-saml-jetty94-adapter	22.0.1		6eb9b7cf724d5ab714c2a7a25eabba77181af5aa
org.keycloak	keycloak-saml-jetty94-adapter	22.0.2		344c0709644d1839d19b33ad13fe52fabe16d32f
org.keycloak	keycloak-saml-jetty94-adapter	22.0.3		b6aeae3be24aabed80956c8a13f92269abb37a04
org.keycloak	keycloak-saml-jetty94-adapter	22.0.4		493b7038d915b33ba3b570735b7bb96cea5c5b53
org.keycloak	keycloak-saml-jetty94-adapter	22.0.5		9af4bab2d9fb0cb3cfdb820fde878d2bc9277444
org.keycloak	keycloak-saml-jetty94-adapter	23.0.0		9ac54abe6a19fb9314be695986fd1f3c7ac32055
org.keycloak	keycloak-saml-jetty94-adapter	23.0.1		baaefbaed3aef8ff486b95bd51fd50f0f538c116
org.keycloak	keycloak-saml-jetty94-adapter	23.0.2		c773f02caf23e2d0cbbd527adff14679b0d5ed81
org.keycloak	keycloak-saml-jetty94-adapter	23.0.3		80fae3dbd4d939ba3507057c905283be56d6c1cc
org.keycloak	keycloak-saml-jetty94-adapter	23.0.4		8ae4969fb4f26759fbf2a4440013f3d767607906
org.keycloak	keycloak-saml-jetty94-adapter	23.0.5		eb85c27f188cd6e62aaeadf8f46503a0d1bce88d
org.keycloak	keycloak-saml-jetty94-adapter	23.0.6		5d6db1621b3c5774b893c9ce499eb3b4e23ef9cd
org.keycloak	keycloak-saml-jetty94-adapter	23.0.7		573b0b5496fe6f14615ab1bd4530e7730e90c454
org.keycloak	keycloak-saml-jetty94-adapter	24.0.0		53fd909726f1576b02dcc2bb37fcdb7d60e47936
org.keycloak	keycloak-saml-jetty94-adapter	24.0.1		7402edf9a3cbfbc983762344f55889305bfb6d59
org.keycloak	keycloak-saml-jetty94-adapter	24.0.2		e59afeef1f437d5ee25807107812db946602694f
org.keycloak	keycloak-saml-jetty94-adapter	24.0.3		9d4357dcad3898b4a7fb3b3cbc6613806bef3c6f
org.keycloak	keycloak-saml-jetty94-adapter	24.0.4		17fc61f90ff6e014dde9d8f4f8b88f4614533577
org.keycloak	keycloak-saml-jetty94-adapter	24.0.5		ffb2b9cb12db559e757cbb5b5bf0c7c6663c4a4e
org.keycloak	keycloak-saml-jetty94-adapter	25.0.3		ec512b758231357abbb9414f6773085187dedf89
org.keycloak	keycloak-saml-jetty94-adapter	3.0.0.CR1		02a390cc21ff0404a8c479cf497bb3b94c073ebf
org.keycloak	keycloak-saml-jetty94-adapter	3.0.0.Final		d52a0c2ecf7b94c0da13f24ce034982fc79557c7
org.keycloak	keycloak-saml-jetty94-adapter	3.1.0.CR1		22383b2954527322128cd697958b2dec6e739182
org.keycloak	keycloak-saml-jetty94-adapter	3.1.0.Final		dab0d5640516893a44158e6f21df4359198a94e3
org.keycloak	keycloak-saml-jetty94-adapter	3.2.0.CR1		fbf81d27cae971023b8def53f2e8c4f3b06d2129
org.keycloak	keycloak-saml-jetty94-adapter	3.2.0.Final		63748d9cb84f1b264b025953e778987b3f096edf
org.keycloak	keycloak-saml-jetty94-adapter	3.2.1.Final		bd3e2ea9b79201178f8b104f5c85fe91f5f34bb9
org.keycloak	keycloak-saml-jetty94-adapter	3.3.0.CR1		14aa9e5c3fb60a5953d7a7884fa9ae779c47e557
org.keycloak	keycloak-saml-jetty94-adapter	3.3.0.CR2		181b3cd5047bf31538fc9df0c4b93a353c64c8fc
org.keycloak	keycloak-saml-jetty94-adapter	3.3.0.Final		87184c70e482761a1e342fc8051089e51c80de2e
org.keycloak	keycloak-saml-jetty94-adapter	3.4.0.CR1		0ec6ab5ca33a12ff31aa9f606fdd82294c70378b
org.keycloak	keycloak-saml-jetty94-adapter	3.4.0.Final		e74410bdbbc675de701bd85aeb8576231f8b8512
org.keycloak	keycloak-saml-jetty94-adapter	3.4.1.CR1		4c5901987ef0527f2741c371218f9590ad06bec4
org.keycloak	keycloak-saml-jetty94-adapter	3.4.1.Final		61adf5d5d7fd6ac666a95ac10b336ede016123b1
org.keycloak	keycloak-saml-jetty94-adapter	3.4.2.Final		5bd522f3c4dbe79ff282df5f85e227ee76415b8b
org.keycloak	keycloak-saml-jetty94-adapter	3.4.3.Final		8128279240af5ca22fe110b3bb0146d2d826e9ea
org.keycloak	keycloak-saml-jetty94-adapter	4.0.0.Beta1		9ffd0539d30a4046f5cfddea99d39e26d693e191
org.keycloak	keycloak-saml-jetty94-adapter	4.0.0.Beta2		5b34d18b02dc779b57671fd189ba6355cf9f2fae
org.keycloak	keycloak-saml-jetty94-adapter	4.0.0.Beta3		5ae1cc278a496ed13fe173c6098aa80066808358
org.keycloak	keycloak-saml-jetty94-adapter	4.0.0.Final		67807b9c00940d06714c0cdacbab6484daac7b3d
org.keycloak	keycloak-saml-jetty94-adapter	4.1.0.Final		1a2bfaa2e98a0f7260f485b5485b20b75b17b82d
org.keycloak	keycloak-saml-jetty94-adapter	4.2.0.Final		97eb3f64a3735a3bc8ec34c3cb8e88496cb278a0
org.keycloak	keycloak-saml-jetty94-adapter	4.2.1.Final		4e74bf9fff0693005181f486f225a692e86afccb
org.keycloak	keycloak-saml-jetty94-adapter	4.3.0.Final		5b7be352131b3893f1c8022d129cfd95ade46846
org.keycloak	keycloak-saml-jetty94-adapter	4.4.0.Final		caaadf3462f131bf138a2fffea20aec6b312eb90
org.keycloak	keycloak-saml-jetty94-adapter	4.5.0.Final		046962a46919e617ba6c802359e851586c3a13d2
org.keycloak	keycloak-saml-jetty94-adapter	4.6.0.Final		c0e272ce5ae099d4cc3991a9d8e26ed2ae758fa1
org.keycloak	keycloak-saml-jetty94-adapter	4.7.0.Final		0a476dae6baf3f72caccd7a2fb9db12027919289
org.keycloak	keycloak-saml-jetty94-adapter	4.8.0.Final		5f65788ebbbe3d775a356b58be24d462e17229ec
org.keycloak	keycloak-saml-jetty94-adapter	4.8.1.Final		a53ec7d300cc858610928561cb394cd5a7f5359c
org.keycloak	keycloak-saml-jetty94-adapter	4.8.2.Final		14487cd5ed2bcfcdd31a28923dc06c91f0ed36ee
org.keycloak	keycloak-saml-jetty94-adapter	4.8.3.Final		53d47b7faf704cb2e8b43d9045f50021f1a0be00
org.keycloak	keycloak-saml-jetty94-adapter	5.0.0		15704804ee86937e370c1432323b35238154effc
org.keycloak	keycloak-saml-jetty94-adapter	6.0.0		e5a16c754ea901c94a85de9ac715331093659de6
org.keycloak	keycloak-saml-jetty94-adapter	6.0.1		5f4b2c7ea8ea6fe994fe50835b26c020880ad11f
org.keycloak	keycloak-saml-jetty94-adapter	7.0.0		a7205338821ed02dea6f632c7db4289e9c67f1f5
org.keycloak	keycloak-saml-jetty94-adapter	7.0.1		f04902a1dfdb18396bec178fbf79e132cbd827c4
org.keycloak	keycloak-saml-jetty94-adapter	8.0.0		27b1bcde87d4d9ad228eb60b2d1e43061dcd78f8
org.keycloak	keycloak-saml-jetty94-adapter	8.0.1		63ce1fc4034cb70928aec0ae96660cab64c3c03a
org.keycloak	keycloak-saml-jetty94-adapter	8.0.2		19fc6605eaf89c8b2a3db8d226b7aa5c4beb3bf1
org.keycloak	keycloak-saml-jetty94-adapter	9.0.0		181b76af9f39ae6d169079dc9d841eace35bab81
org.keycloak	keycloak-saml-jetty94-adapter	9.0.2		f964298bc7f6c0f569c061507f105e21c53ecb93
org.keycloak	keycloak-saml-jetty94-adapter	9.0.3		d5f77fb53520e54ecf5f404cb0a7517eac496273
org.kualigan.kuali	kc_project	5.0.1		N/A
org.kualigan.kuali	kc_project	5.0.1	classes	c553b24a49a106d2ec4504a0e4b4fe3bd87ace51
org.modeshape	modeshape-web-cmis	3.1.0.Final		7e1b2bad4704c9135103b9907c6d0b316e2733be
org.modeshape	modeshape-web-cmis	3.1.1.Final		2ff5f3c4db16d780949be8c1f02045d4e0da4be5
org.modeshape	modeshape-web-cmis	3.1.2.Final		00e796ee3ea0829bc43fe6169ae3ce42b62a01c3
org.modeshape	modeshape-web-cmis	3.1.3.Final		6387807c15d43190b689faf58738576b70ec3c0d
org.modeshape	modeshape-web-cmis	3.2.0.Final		6e82f6c07558ff87a0add13792ef9f10dc51eb95
org.modeshape	modeshape-web-cmis	3.3.0.Final		38d713aac659022ef5eff1062e8c398e20834d26
org.modeshape	modeshape-web-cmis	3.4.0.Final		bbec36507caacdaa40e14661deb42c36035f5897
org.modeshape	modeshape-web-cmis	3.5.0.Final		a11f655179e212ebf3c9f3455547b72e66b492d2
org.modeshape	modeshape-web-cmis	3.6.0.Final		2cff3833769ad287e62589679023d544e9246e69
org.modeshape	modeshape-web-cmis	3.6.1.Final		e76e92fb66b9b0ff17e39f0b50d30437bb0faec6
org.modeshape	modeshape-web-cmis	3.7.0.Final		98d9e54a2b6727de637bc57210672d0aa04d6672
org.modeshape	modeshape-web-cmis	3.7.1.Final		50a2c7222eab75fbce0dfb7e47f5aef0cfe2ffef
org.modeshape	modeshape-web-cmis	3.7.2.Final		d4cdda36c03ba8a606bf0527d4de3fff759081df
org.modeshape	modeshape-web-cmis	3.7.3.Final		2260af593148d969d620d81a742bd718a04de34f
org.modeshape	modeshape-web-cmis	3.7.4.Final		343396c06a6f3d6f3373523cc2aa95abad54ea83
org.modeshape	modeshape-web-cmis	3.8.0.Final		4351de5ca96537cd887eab2f01afbec40ebe1986
org.modeshape	modeshape-web-cmis	3.8.1.Final		0998a610384645678d29f0df63afaa84b3c33616
org.modeshape	modeshape-web-cmis	4.0.0.Alpha1		f843dab7fec93abfb52ece1abce12b23c8dd5586
org.modeshape	modeshape-web-cmis	4.0.0.Alpha2		cc4a8ac5d462a65229e9b315d8ebd27cb0708f49
org.modeshape	modeshape-web-cmis	4.0.0.Alpha3		fe3f0a13557bc80611aea9575f0ec111d5316a03
org.modeshape	modeshape-web-cmis	4.0.0.Alpha4		1af911dc3367729bec8162ed2923e05b31626fa3
org.modeshape	modeshape-web-cmis	4.0.0.Beta1		382d1374520dfe1ab216f30d5fb6accdd83326b9
org.modeshape	modeshape-web-cmis	4.0.0.Beta2		974d8fb4c12f091fb94294ed406dcb5247571655
org.modeshape	modeshape-web-cmis	4.0.0.Final		414be3a20a45f1bff6c2aa89cc54cda0241cb302
org.modeshape	modeshape-web-cmis	4.1.0.Final		98d21bef6bec8c0baaecde6b723d604c6f44c4cc
org.modeshape	modeshape-web-cmis	4.2.0.Final		ab25fb80d146913be2868784998653d8627355c0
org.modeshape	modeshape-web-cmis	4.3.0.Final		7af0d5843c5aa88492b5a178066d7a018a2b8eff
org.modeshape	modeshape-web-cmis	4.4.0.Final		3da165b58f422553501f835429543b8bcdbf34af
org.modeshape	modeshape-web-cmis	4.5.0.Final		de208931a5440db93f1c6c355569be8f40c96a42
org.modeshape	modeshape-web-cmis	4.6.0.Final		8827bae62096d2dad206133680671bc1e207f723
org.modeshape	modeshape-web-cmis	4.6.1.Final		af763d3f9f80db7440fe1e6b718600b998a865de
