ai.yda-framework	channel-shared	0.1.0		037f482a2bb44e1ec59f4de57a4fe95e7bc5ab9d
com.liferay	com.liferay.asset.display.api	2.0.3		9be8393e3e0eed0addcd4517e52e5eb0f51c37d0
com.liferay	com.liferay.asset.display.api	2.0.4		0c96a0a223d8b2fa664e66d379237514b23bb2d6
com.liferay	com.liferay.asset.display.api	2.0.5		835e93a9972145a098f6f67660bf1b60d44a2c98
com.liferay	com.liferay.asset.display.api	2.0.6		3bde5fb45f4600843fa000eacd381f7a514662ad
com.liferay	com.liferay.asset.display.api	2.0.7		c55beb2fbe4c6c78185c9f9ef2098326b430d1fa
com.liferay	com.liferay.asset.display.api	2.0.8		69b35c0981adc951f3812698803608ae0496f865
com.liferay	com.liferay.asset.display.api	2.0.9		efaa98f4833b6b45d0aa1d83aae3db7480068947
com.madgag	github-api	1.49.99.0.1		746813ba81f25e375a2b057b96f774ddc122f485
com.madgag	github-api	1.49.99.0.2		409434f989adcb44e1f22139649f2d7c658b7b95
com.madgag	github-api	1.49.99.0.6		502940647135819118945728d6da55988fc46b4e
com.madgag	github-api	1.49.99.0.7		19c28eca1d6d12635f7d15817eeb3a0c83890329
com.madgag	github-api	1.49.99.0.8		00e195f6d29ce755daca71460c1781cf2151bc52
com.madgag	github-api	1.49.99.0.9		ef349166925e5ce81b52301ff9ecc4200658d3e3
com.madgag	github-api	1.50.0.1		fc57047e4d5d487e0a8cd77351beb797fd467480
com.madgag	github-api	1.50.0.2		5ed1ea68c7a1c565c9180768ff489d8b3f7e9b11
com.madgag	github-api	1.59.0.1		ff0decfa2edccec914902f6adeccc735ce64aba2
com.madgag	github-api	1.59.99.1		0423732032d8fbd05bbca0d222fa95c6b110eead
com.madgag	github-api	1.59.99.2		eb42a2c595f71e2f93b28d54a3c44e879207c89f
com.mornya.lib.spring.social.naver	spring-social-naver	1.0.0		8d9aed41c87b80be78cdaea70146742f897d8068
com.noleme	noleme-flow-connect-http	0.1		61e8aa4632b8b2e030b92192a62f941ebae1762f
com.noleme	noleme-flow-connect-http	0.2		903fa5b1463cb6dc8afd9106c3d6300af039fb3f
com.noleme	noleme-flow-connect-http	0.3		cb24bf1f17bf2797b3c6ab8f73d1c735414a1e8f
com.noleme	noleme-flow-connect-http	0.4		4986178c80fc0c71f0f3e25e41b13b3c4c273574
com.noleme	noleme-flow-connect-http	0.5		5eb8421598dc87118bd5fe672ed92e1bc91f8386
com.noleme	noleme-flow-connect-http	0.6		0e3afb6f5c9fc2be4605ca0db19476210a458c35
com.noleme	noleme-flow-connect-http	0.7		759325b55859b64ea004815051d01598538df9b0
com.noleme	noleme-flow-connect-http	0.7.1		4d50f47ea624854a4757d4db575d522416c61dc3
com.noleme	noleme-flow-connect-http	0.8		17eb6f79262d1a301956541331fb3ffdc2ad2d2a
com.noleme	noleme-flow-connect-http	0.8.1		4ee130fa5b5e82ea48508ac11fedcb2e8c7032ef
com.noleme	noleme-flow-connect-http	0.8.2		22cc450541976727db10b1ca1aee397e383eb1fb
com.noleme	noleme-flow-connect-http	0.8.3		b1e6eeff7675f472fe0a9f444239fdf7641849ea
com.soywiz	korlibs-serialization-csv-android	5.5.0-alpha3		N/A
com.soywiz	korlibs-serialization-csv-android	6.0.0-alpha1		N/A
com.soywiz	korlibs-serialization-csv-android	6.0.0-alpha2		N/A
com.webank.wedatasphere.dss	dss-appconn-manager-client	1.0.1		33059af95bf80bcbcfa318f88503143986a815a1
com.webank.wedatasphere.dss	dss-appconn-manager-client	1.1.0		1ed91d252e54f62644b414ce41c75cd3a429af43
com.webank.wedatasphere.dss	dss-appconn-manager-client	1.1.1		e08ede0908373e3ea0478c8596e279cc0a6a1da5
com.webank.wedatasphere.dss	dss-appconn-manager-client	1.1.2		47fe093711a0c6872f7164be5d1bcc97858f05d7
com.webank.wedatasphere.dss	dss-appconn-manager-client	1.2.2		c7a24a2c6e7af77109c2c8b5c1f437f0a43dfe4c
com.woaizhuangbi	oauth2-user-utils	0.0.1-RELEASE		f31789a969d4bd825dd68a6d34b3e36327527c6c
com.woaizhuangbi	oauth2-user-utils	0.0.2-RELEASE		46c36b621cc66053462111c1035c670104c0c0d2
com.yusufaytas	dlock-examples	0.1		883cd0914c7839a904c4b64fd065bc46c112f5df
com.yusufaytas	dlock-examples	0.2		f7e5e7b68a7acb7a86c71d1cdcf5a79963da849c
com.yusufaytas	dlock-examples	0.2.1		d14accb53a7dde605efc3026f55c23fc72ecdb4d
de.jensklingenberg.ktorfit	ktorfit-converters-response-androidnativex86	2.3.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-androidnativex86	2.4.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-androidnativex86	2.4.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-androidnativex86	2.5.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-response-androidnativex86	2.5.1		N/A
de.lolhens	cats-effect-utils_2.13	0.0.1		b08a7fe64a21fedb8500d02fa94c2d5366641d42
de.lolhens	cats-effect-utils_2.13	0.2.0		fa7e0e40286392ebacc13d4aef28c9e3d6c6b165
de.lolhens	cats-effect-utils_2.13	0.2.1		a56877eb71217a8937ad873c0186d1fb411fa459
de.lolhens	cats-effect-utils_2.13	0.2.2		237bcda8ca20b91ab16f28f22fffcb1aa6dea176
de.lolhens	cats-effect-utils_2.13	0.3.0		6ac629afb9f17e1be0c532d7678369c0419a01fe
de.tudarmstadt.ukp.dkpro.argumentation.io	de.tudarmstadt.ukp.dkpro.argumentation.io	0.0.2		b3ae1285bff82b7c93edab63c6d02b1d0a9125c1
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.10.0		05fa305babe95f97a8f33aec67956a303532004b
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.11.0		0c32341fcb7c31f356664b6f79e213cda2521331
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.11.1		f0f0545a1486ff84cb3f0740849060b7c7d43f0e
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.12.0		3f6c598b21fdfb16523553ab347cd56bfb18b5ca
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.12.1		74acae4962a94bd2b7196de9566821d4147ac620
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.13.0		ca6e80929122c02fc25c434f096563e086be6aa3
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.13.1		3583bbc7618ba7f32dc3edb2124e3ad8f17d1a6e
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.14.0		5829bf66afa567bfadbc1d74dc730994bb43dabb
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.15.0		b0c60f6d379b5d05132997dccae603fe2553632b
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.15.1		36b73b2aa90ef22353963f47c84a72df13a76785
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.15.2		7c906a40d7321ff75b649cc085e97788cfa28f85
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.15.3		2d519191f8605f57f94f06354f68c390f3ca80bb
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.16.0		063cec5a5c4498c5d472bd5ebcb52dfd64a66a06
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.16.1		a8977399d7e12c42ad88a93215fa6b272ed406c7
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.16.2		b22463223ff1ddbed85e1c2c24022a12e00ad965
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.16.3		7c1d3d36294012103038fd582c7d6e24496c6a69
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.16.4		7c4ddeda98a279851d55d77512ac64117f69e24a
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.17.0		6ceeead52f9c1dd4ebb213e32a798c65f9af0ec3
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.18.0		a600e0a233f5b300caf2f651945afd5f9200ba6f
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.19.0		b8890be642dc4b1fdbd8f96c2669ea339f8a2a8c
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.20.0		ae81e9e432f2e2e0881598d1ba7cb85d48e9877b
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.20.1		d06517b2a6f5c59d398df71e2611002d635aa532
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.20.2		26d9a96aa8eff456b4a27677e054f51d373a5e57
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.20.3		443a011535894055470448a58055afb28f4b810b
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.21.0		9e9ce55bfab04933b0e5b8a41c4fca7517ea643d
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.22.0		f4bfb70fa64905ea53309d10a2e3873a5b05e392
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.23.0		5427083ce7ece5c37a7589c4a5d2bc47cc460f07
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.4.0		d70c8afbd6e2b08e9fe9a92b681073b85749be80
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.5.0		acbd2377adcc3b7533db7f6f703935d99b1975cf
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.5.1		4893e9d40d05c063a5f6e48243b53e448fc20620
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.5.2		02274cd7c0856306fab505b5a50987211656336b
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.6.0		9963479cb5ebe09817311a37f77f264e0d475c1b
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.7.0		90c977dd06cc5d89db0659f06c0e3fa5d1e35f7e
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.8.0		e15e8d42b685b18294741a5c0d1d723ddf167332
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.8.1		625453e0a2c1277d3ab5d5aa13cc34346b1f1ea3
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.8.2		21f67e3925b2783698ec9cd498c5e6fae359014a
dev.hnaderi	scala-k8s-client_native0.4_2.13	0.9.0		f23918ee3d55fedf6db4f78cc215960cade6e693
dev.inmo	micro_utils.coroutines.compose-wasm-js	0.25.5		N/A
dev.inmo	saucenaoapi-linuxx64	0.16.0		N/A
dev.inmo	saucenaoapi-linuxx64	0.17.0		N/A
dev.inmo	saucenaoapi-linuxx64	0.17.1		N/A
dev.inmo	saucenaoapi-linuxx64	0.17.2		N/A
dev.inmo	saucenaoapi-linuxx64	0.18.0		N/A
dna	maven-dna-plugin	1.1		2e552442b85d5402d4abdebc0e2a82e276da2bc1
eu.throup	couldbe_3	0.2.0		043f38dbd7861a76465ab0ea6c0845a5c7b2fa94
eu.throup	couldbe_3	0.2.1		8caa4d0b787d62dd931a7ddded44e8c2264f9829
eu.throup	couldbe_3	0.2.2		9cef8977119c44c8596a80d999939bbe81dcbbae
eu.throup	couldbe_3	0.2.3		424867ae25d234aacf2b5f0f1ea81e0f30e40b86
eu.throup	couldbe_3	0.3.0		36bd1c33beb957c78ac3c41342dbee42b857501e
fr.jetoile.hadoop	hadoop-unit-client-commons	3.0		95ba69d89d11f0f2e405daa14b364a82bf68ac57
fr.jetoile.hadoop	hadoop-unit-client-commons	3.1		b13cac681959c91e61b058e573e2e86a4bcdcd54
fr.jetoile.hadoop	hadoop-unit-client-commons	3.2		89c4e2491e7838607402cc3f5bbb7654af563ab3
fr.jetoile.hadoop	hadoop-unit-client-commons	3.3		10e310738af3dfcd79fe759934bbad7c2c421b25
fr.jetoile.hadoop	hadoop-unit-client-commons	3.4		8a11985b4ec0fd0d425600656fe3665defb355c4
fr.jetoile.hadoop	hadoop-unit-client-commons	3.5		5fa54e77b2eb63ca3c17bc2d0544a1e92d399339
fr.jetoile.hadoop	hadoop-unit-client-commons	3.6		0fd93d042940bdcb5b1d6a27a7907a0d09c61cc7
fr.jetoile.hadoop	hadoop-unit-client-commons	3.7		6364a5419f7da7ded33d75d95f11ff6b880691f3
fr.jetoile.hadoop	hadoop-unit-client-commons	3.8		2c0cf93001e0a476ec064f890a11ab3b975d5d2f
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.0		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.0.1		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.0		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.1		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.10		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.11		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.12		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.2		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.3		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.4		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.5		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.6		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.7		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.8		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.1.9		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.2		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.2.1		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.2.2		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.2.3		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.2.4		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.0		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.1		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.10		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.11		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.2		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.3		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.4		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.5		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.6		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.7		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.8		N/A
fr.pacifista.api.server.guilds	pacifista-server-guilds	1.5.3.9		N/A
io.bigconnect	dw-video-metadata-extractor	4.2.1		ac3cbaedbdf10ea0e59794b55f2f7dc2bebc0e2c
io.github.John-Smith-Dav	ksw4j-parent	1.0.0.1		N/A
io.github.John-Smith-Dav	ksw4j-parent	1.0.0.2		N/A
io.github.John-Smith-Dav	ksw4j-parent	1.0.0.3		N/A
io.github.appmotion-gmbh	mvvmbase-rxjava3	3.0.5		N/A
io.github.dead8309	plugin	0.0.1		f9de539be79482560a442f1c5a0b5550064384a8
io.github.kitakkun.kondition	compiler-backend	2.0.0-0.0.1-alpha03		6ce4df52a56975220e57c753d03c37c8b001dca8
io.github.kitakkun.kondition	compiler-backend	2.0.0-0.0.1-alpha04		56c2e67b16c3d0b9a4fa00cb5c48a7c60fc7fe37
io.github.kitakkun.kondition	compiler-backend	2.0.10-0.0.1-alpha04		b24eeefc2ef606873e4faa334aa6b04d0a96415e
io.github.kitakkun.kondition	compiler-backend	2.0.20-0.0.1-alpha04		188c440b0df78029d979288ed3b0c901b4136cf8
io.github.kitakkun.kondition	compiler-backend	2.0.21-0.0.1-alpha04		18f75811deca05b780335803ec96fba08fe53342
io.github.nilswende	dbml-java	1.0.0		088dcb31de4153ec5c6c3416315794e4903f877c
io.github.nilswende	dbml-java	1.0.1		d9153dbbdde4b859e6ee96b109379aa6d8299c93
io.github.nilswende	dbml-java	1.0.2		fa5934c6de2d3e10c3cd5e06288201a081280bc2
io.github.nilswende	dbml-java	1.1.0		33f73d76b2127749e2049da9d5c8b18ba5be3e45
io.github.nilswende	dbml-java	1.1.1		de62a88c25aa95cb50e8952ce426aaa8b9f15aa8
io.github.nilswende	dbml-java	1.1.2		d37512baa6170d0576fea7b6156fcbcc11c2e240
io.github.nilswende	dbml-java	1.2.0		61ca9f3fc7e4d28e34d01774ac1816d26887d79a
io.github.nilswende	dbml-java	1.2.1		0654c9d44cbd8892a2ddb90f90d16d7f1748dcb8
io.github.nilswende	dbml-java	1.3.0		815b1ed5444db21fe6266727fd1ecb877e673f70
io.github.nilswende	dbml-java	1.3.1		5a89ff6c61bfa40be2bd69edc1eaa5e3df1c4889
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	0.0.1		N/A
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	0.0.1	metadata	9a8c839ea3d2da77bafd465527ddfb2463c69f78
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	0.0.2		N/A
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	0.0.2	metadata	219016194960559103120ea83e6cdf21839ac81b
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	0.0.3	metadata	7a909a9368439bc526d7e07754babe63a5863fec
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	unspecified		N/A
io.github.pandulapeter.kubriko	plugin-particles-iosarm64	unspecified	metadata	c7c8b028046ca30788d166bebaabda647744581a
io.github.sschrass	asciidoc-dsl	0.1.0		0effdf8e5c8e0478f41c56441af9be39b977c17c
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.0	metadata	7b6f8cb0b499aad92f319625a02d96ac44bdb62c
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.0-beta-1		6da7e8bfef8d765576b4a2d83f9e1c38e0e2af14
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.0-beta-1	metadata	8068ffd730a910db3fdb9e1b8096e3e345da6ffd
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.0-rc-1		fb93802a2327ca33ccf890c7d02780db5905e891
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.0-rc-1	metadata	31c69327d8a5c17bcdfb7d7aebe3cc97275b2c08
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.1	metadata	9e8f7a8b21efc3627dc81b33479ea24c65d4bbbc
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.2	metadata	f6212b606f4bfd49c049f44d368effd1b21fbb85
io.ktor	ktor-server-auto-head-response-tvosx64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
