ai.yda-framework	channel-shared	0.1.0		037f482a2bb44e1ec59f4de57a4fe95e7bc5ab9d
io.ktor	ktor-server-auto-head-response-tvosx64	3.0.2	metadata	131cb33c2f261eac5152d11daa564ffaa2d6f34e
io.ktor	ktor-server-auto-head-response-tvosx64	3.0.3		515b1bb62b48803dfbefa49d151a4ca0a7594855
io.ktor	ktor-server-auto-head-response-tvosx64	3.0.3	metadata	6669bbf79691cd200277939fa5e24e2952e40f10
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.0		ea498b4ecd8979b8a7306a0f2cc104d0e4b52d1b
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.0	metadata	23d19fa5f4c954fff3cdc2822e37038a25aa3a73
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.1		c4211b913a50b4b0312980bf801dbe6b468d8586
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.1	metadata	179f61a5c0cfea9f418cecfe9a671966904ff8f3
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.2		e442320f563d0f7cff9f8ef1dd98b32bf2afc8f1
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.2	metadata	ac3406f8fe120917309c57c8cdc242db37739097
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.3		1b1e82b771181786faf6965d9eccd1af2a3deb2f
io.ktor	ktor-server-auto-head-response-tvosx64	3.1.3	metadata	2a5fea5e782691d1711cd6ebeae574a83e54928f
io.monix	monix_sjs0.6_2.13	3.0.0		78e3271042c35954f855cde3c26f82e442d8a68a
io.monix	monix_sjs0.6_2.13	3.0.0-bfc2b51		d75800b2e797bb2f41dcbb8b719fd221103149fa
io.monix	monix_sjs0.6_2.13	3.1.0		de2e34200dc19369a588e5fbb26d59b879232ecd
io.monix	monix_sjs0.6_2.13	3.1.0-2156c0e		13e33d348867728609927c5b136815e3fad4283f
io.monix	monix_sjs0.6_2.13	3.2.0		9fa110a643bbc9695a37ab4cdb3502f9bed6a1c9
io.monix	monix_sjs0.6_2.13	3.2.1		e1f5fd0e59de2c2f41cf2d42420ebc428059668e
io.monix	monix_sjs0.6_2.13	3.2.2		fffc21b4d642d47c5caada1d422070536169d528
io.monix	monix_sjs0.6_2.13	3.2.2+31-11d88a1e		2f60cea49abe582d56d85351bdc3df6b10c55cf6
io.monix	monix_sjs0.6_2.13	3.2.2+36-171586da		58dfd3a8e46fa26032acb9bce53877ce047c0662
io.monix	monix_sjs0.6_2.13	3.2.2+37-1a5b9b1b		1e2796ae980d05056374584f4816cda4d34ffdaa
io.monix	monix_sjs0.6_2.13	3.2.2+39-60546608		1fefc071044e06d5d4d31ec3c2124026ca3223dd
io.monix	monix_sjs0.6_2.13	3.2.2+41-615286ba		c234bea7c4fb2392612eb48bb270b60abf6bb279
io.monix	monix_sjs0.6_2.13	3.2.2+42-58285f30		2c2ffa8ac4abd9db137799f9fe50f070d912d488
io.monix	monix_sjs0.6_2.13	3.2.2+43-36c1ada8		e540f6872927329cdfce1884ed65a181b4efe7b7
io.monix	monix_sjs0.6_2.13	3.2.2+44-ab4c068c		405f742f7bf49968b035bf29b37e504afa65fb9c
io.monix	monix_sjs0.6_2.13	3.2.2+45-5c6c8b9e		67a223656feec701c67c7667189290d351d046cc
io.monix	monix_sjs0.6_2.13	3.3.0		ee65c9aa3bcf189ff5ed8342b2506ba9b91bd562
io.mybatis	mybatis-common	1.0.0		454db155c6fc4ea95c841adc2b708829807ec2b2
io.mybatis	mybatis-common	1.0.0-Preview		d0ea14480f653e4d3dd1276f7771ace0825b576b
io.mybatis	mybatis-common	1.0.0-RC		b764a0f00fada63a3eec15f05d9298f91b7b1a0a
io.mybatis	mybatis-common	1.0.0-RC2		29636da06760ff4c457c4fea5abb093f62d4266b
io.mybatis	mybatis-common	1.0.0-RC3		dad73099ac9b8fee3a58557add9d2721a603bd01
io.mybatis	mybatis-common	1.0.0-RC4		1cfcf7d3faaa3c9725211842dfdf4211880c7d92
io.mybatis	mybatis-common	1.0.1		0104a5d4d85dcd25a65cf2e9b8d4bf3bbd3ee92b
io.mybatis	mybatis-common	1.0.2		89665811a628d9cc2abac0a6f5e6cf95f94a9366
io.mybatis	mybatis-common	1.0.3		536dd87b0eaa8f9d92039e08a96c9dc3ef029fab
io.mybatis	mybatis-common	1.1.0		619f631ed3ce3bd89abe9ed60466241ef7854f46
io.mybatis	mybatis-common	1.2.0		5efc34902fca7f40270d701e73fbded12b38db81
io.mybatis	mybatis-common	1.2.1		7582d0454db34151bd7c145f83b094e84eeb2aab
io.mybatis	mybatis-common	1.2.2		3f7854ab17ee58f763865b80c89f804b824ee338
io.mybatis	mybatis-common	2.0.0		3c2fa38146d2890321228d3b07f249b4814493df
io.mybatis	mybatis-common	2.1.0		64b92a112bd5b4f23725c996bc7c0daeef39f107
io.mybatis	mybatis-common	2.1.1		e8015fcd65fbe9f6cde32b5998ec1ddf9ba0c9a3
io.mybatis	mybatis-common	2.2.0		53849c699f8d1cada5dcbd409b83a454505e6548
io.mybatis	mybatis-common	2.2.1		a475ab283fb33d8ea4d9da951da1350420224ebb
io.mybatis	mybatis-common	2.2.2		a1c56544a1f97db164402b21b7ab3a76645099fb
io.mybatis	mybatis-common	2.2.3		36f2eafc56399df26ef98a2bd11fceed5b700af4
io.mybatis	mybatis-common	2.2.4		2a95722dbb3485ee73284b8fe53fafd94ce075b2
io.mybatis	mybatis-common	2.2.5		14c21478a0ecc403234b7f1553b185a69e9256a6
io.mybatis	mybatis-common	2.2.6		4b669b6dfc70fcfe0341592093cf7004c7c66a98
io.quarkiverse.config	quarkus-consul-config-docs	1.0.0		1b9d5dffb98180f20b0c659181b3cd404c228231
io.quarkiverse.config	quarkus-consul-config-docs	1.0.1		0e468735429fa3acc139bae910993820502ddf68
io.quarkiverse.config	quarkus-consul-config-docs	1.0.2		5b8141217a0df10cc236ad40eb8f3a81d74859b4
io.quarkiverse.config	quarkus-consul-config-docs	1.1.0		ac2036f9e3ef3372d10fb3e66c96268a3fd6d2ce
io.quarkiverse.config	quarkus-consul-config-docs	1.2.0		c13e405abba7945bf8d50dfb82cb53af845fb0ce
io.quarkiverse.config	quarkus-consul-config-docs	1.2.1		ae0cba856576cd1e6e9f711df0accd80f1c2f985
io.quarkiverse.config	quarkus-consul-config-docs	2.0.0		5e2117b07da74dc10cf27c63347b51a6fe3c4200
io.quarkiverse.config	quarkus-consul-config-docs	2.0.1		260b40e55e3d6d487f88d46e6276dbd50aaad521
io.quarkiverse.config	quarkus-consul-config-docs	2.1.0		dcbf3e953975fc73b792cb6efc601485717799de
io.quarkiverse.config	quarkus-consul-config-docs	2.2.0		41b11712792ca925be34a13069966ca49cbf984e
io.quarkiverse.config	quarkus-consul-config-docs	2.2.1		da1c629fdd12cd25ad8a6cd98afceb55dafefb14
io.quarkiverse.config	quarkus-consul-config-docs	2.2.2		34b790bf33756bc3afe9c38f417bcc95a9113b79
io.quarkiverse.config	quarkus-consul-config-docs	2.3.0		1afed1504e825b962a46d136e4955bb4e6d0c572
io.quarkiverse.config	quarkus-consul-config-docs	2.3.1		bce535e57d0defb72f5b5ee58872a2bf92439d73
io.quarkiverse.config	quarkus-consul-config-docs	2.4.0		46cbbae0ad658c7ec1cdd09f66d531b7186e4108
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.0		e5574664e7e6f7f9c1c671382fef05cb824a9624
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.1		56e901fbbbba25cb1cfe0f18e02dc81bddc7b9b1
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.2		47a343065066a971ebdb58fa4264fece875cffc7
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.3		3d49e355dd985b3dc9178f18324cf9f76617a7d2
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.4		a94c36b76e5c43f2c127dd11347f2fefb9687ca5
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.5		da2e991776eb57bc0d7fbef00661c4fbcbc6586a
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.0.6		fe3d3367fdf853666eabfc580df0d7db3a120303
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.1.0		5183d2516f307237117485b9ca23990173b2a654
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.1.1		a1dabe7c1ef322caf58b8bf9331d4b88c3f4e1a7
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.2.0		9aa575fe91bd5cf85a8e7884a079fbe77ae38605
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.3.0		74ec6ce480450e08f1c07a50460849e73f07b199
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.3.1		d999fde918b149602633a9b6b4d295074a4466c4
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.3.2		bc02324a2a4ec028102976827bb2d6d4f157f401
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.4.0		58c0873d23d506b1ec15d342fe9a27e5ffb6293a
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.4.1		81850b9cec990aef50da8e1f568c3afee988ee20
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.5.0		1e61a179fd11a2173701cf28d7a6ecf6766b4439
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.6.0		e703d05f45f310dba6af9dce2331ad1f454b25d8
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.6.1		4a4ab36a9444d3f230917403db5c915cf5826cbc
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.7.0		8bf8d22b41ec3534b8524c36379ec48678ad6496
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.7.1		96f1b9c9cec53833bddd779b5558106836a7f3f5
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	1.8.0		806847270a7397795caf74e62a844cce41908b12
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.0.0		5ee3fbd0e84ea0283e085834bc9859ba7d719877
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.1.0		2d430f0172e8a1bc1ac82d20bb2dd0026330b8ef
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.0		3ce36acd7001b3bd6ef855fac49434a47798d273
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.1		9ef875b5cd3ddc95e96a372470487f47b6ff85f6
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.2		998cd6d04771e9296f6ffc44563ae977853d5d5f
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.3		2084873e5b481c85cc05711d82e652664a94bea7
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.4		b0138404bd460fc63f714d016e36e4055f1cf209
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.5		8536541d304efc38e1680aba4924b45f98c55527
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.6		4071d4fedee2bc70ec1edad595322c9bdefb7587
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	2.2.7		85d581352d4d48d72183dd7bf55d10d9f1f76f29
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.0.0		820b6d52ab17eca59d8f3c82aa6990e7be6dac55
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.0.3		ba6c45358c59e1f468ba371284eeb30175c34437
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.1.0		c1f91cd77e4625a4e703ff0fc221963f9d6e9cd5
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.10.0		2badfe3e800fdeb40fc38793ed926a9948ec8daa
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.2.0		39cffb1bd8467a2b87751539e5bb8a23c431621c
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.2.1		90a50f7e04a340537081a73b71697d7ba7644f78
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.3.0		7fa9a1d1617c74385be0642e0ce66a314f56ebfd
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.3.1		fe5859eefbffccf495eeb00bc789d9dab8384de8
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.4.0		8bc70d44721e8531fa82cc6c8865d1eef8b0bd54
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.4.1		d72986f45f26a5bbd393ff7f4bc0e59701912ae5
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.5.0		81d624c1591a3e97f8e9b3c9b708f3e35bc9e921
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.6.0		324140474e6b5de33bb3c6c71e74da00154f39b1
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.7.0		6710089bdd4212109a8e175cd3411586bcd761f1
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.8.0		06a7c83f037e26518620203086b53da45efee941
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.8.1		170b0f9643794ad5c181861147bb9d0120a11754
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	3.9.0		cf89d5229aaeb29ad24134462556623b3e754ea6
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	4.0.0		df928c9984d8b6107c6987bd2e300400c24e71bd
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	4.1.0		dbfb6c723c1bb72e764dd3695f22ef3c150a8892
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	4.2.0		edeed166dd0b98bd474ce33b8fea4dcc5dbd2e93
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	4.2.1		36dcdd677a352dbd3b26d0fef78f5e0cfe6cef61
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	4.2.2		2f1e6e949f42ef21cf25b0aaa842738b04a1fc57
io.quarkiverse.neo4j	quarkus-neo4j-integration-tests	4.3.0		e27d2ff214a925453b827493472d1a794c8e33fd
io.redlink.geocoding	geocoding-api	2.0.0		0d8e8c5b423323a77d9ba450de5344f891eb5035
io.redlink.geocoding	geocoding-api	2.0.1		987683e8a305b1d5196a3d95d02a316796794258
io.redlink.geocoding	geocoding-api	2.0.2		4ef2b1e12c8a8c1ce336b3ce066930a25cd5b258
io.redlink.geocoding	geocoding-api	2.1.0		ff253ae4f670bc7aba091cefec850e05ffce65f0
io.redlink.geocoding	geocoding-api	2.1.1		84a10055636d5fd3384519be829cfbae27477a6f
io.redlink.geocoding	geocoding-api	2.2.0		4db64e3b7ec5a4673e5000a094bb85e84c53c04f
io.redlink.geocoding	geocoding-api	2.3.0		28d70a2287e862cfc6e8df83ae06c5bfd0e0f9e7
io.redlink.geocoding	geocoding-api	2.3.1		8543860b9669885dd3ec7644e282cbd9199dec49
io.rnkit	appparse	1.0.0		f9a16888048dee893f93a61ccafdef995df0a5cd
io.rnkit	appparse	1.0.1		64ba415565ee363ab20677ee7097d481fef396a5
io.rnkit	appparse	1.0.1	jar-with-dependencies	c2f877369256f73bcc54de9d7fea1705185f8869
io.rnkit	appparse	1.0.2		ae1c1210ae85790daa2ec89e72408a11d36cfef5
io.rnkit	appparse	1.0.2	jar-with-dependencies	ec11e99a9a2841fe0c1825c71c6b9f69df0ccf5f
io.tmio	tuweni-hobbits-relayer	2.4.0		d64adc26f897982ce25790ed4818b4ebc7080e7f
io.tmio	tuweni-hobbits-relayer	2.4.1		c1d733ef617d39102363a612fa9cdf6d574c85db
io.tmio	tuweni-hobbits-relayer	2.4.2		ec0b047a506a2b585349dcb8e183dc61317bde9c
it.tidalwave.bluebook	bluebook-filter-java	1.1		78963c818190a90334c6dc5362449d3b116a4ac1
it.tidalwave.bluebook	bluebook-filter-java	1.2		613211174a44803deffbd489b30e692822e95543
moe.tlaster.compose.icons	line-awesome-iossimulatorarm64	1.3.0		N/A
moe.tlaster.compose.icons	line-awesome-iossimulatorarm64	1.3.0	metadata	59dc2c14730cb796b2af3e82846fb727096760b6
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.08.01		83856a6fb7fefe0c0333ad2d883def643a460fd5
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.08.02		53b9a7d0c83863df0d25313eeb2d2276df63e173
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.08.03		ed02b361833ef3751287f76381e829d94ae0a8c0
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.08.04		38614db6507636f245cc9a60b240af09960aab72
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.08.05		08a1a3089f47b9462795fc14696e675b1e6f8f41
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.09.01		bff8cde70d78ad29ad550d0bfd963dd8c5e9af89
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.1		a118b069f4f61a4e26aeb51773a3e6f2f246fcf9
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.10.01		2afc496be2892e54e7f59a9a041d154e3458aae8
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.10.02		8a9c2953d6c1ed892d6cff3a4cc08066d1169a1c
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.10.03		408f7270a0243d680602c835d12709eca6415786
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.10.04		eb84479e21a4aaf299de4303c72e465bf16ff866
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.10.05		52c3540c2ead50e5aebf894fff1ed41dc16eb985
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.2		a0106b73ad6006cbd44f1e42aaea537faa6064bd
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.3		cce8a36c66be5071ae1de16025707ead63f8cfc4
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.4		e2d6544039911d4498467644f0c0127f3238a344
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.5		3e4507b7f95958e44184cdf35b72a3070efb82f4
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.6		6f7f69351bdee6fdce3ecd2b8a28380426c6d293
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.7		9afafb3078128422d60056fc169772c2aca692e9
net.sourceforge.schemacrawler	schemacrawler-sqlite	10.8		8b30e4aaecd0bc424417c4013985b0b471be5f25
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.10		2a084fb5a9e023505af68d4ad56c99050c4c8fa6
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.11		a53a784d1d47d5a877147210d4068ed270680f22
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.12		72f2ba9a00d1c0b0de90bb519144d85870466cde
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.14		bd7c27f702502d531c323725d5754f8d8a2307d9
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.15		c42e7900b9eebcb8b4858dfeeecd1a5edac95615
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.16		ded71897e8a1ad7c40d1a2929b9eba4d35d318db
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.17		eb0263979bac47b3daf34d626c851a8d5fee4aaa
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.2		429d64cdfddb621380a17f2376e3dd08e62361de
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.3		17a8bafde9b33589103cf17e440e9e57009c499b
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.3.1		df14fb7d6052686efad0be916eb6776d5a1a3ab4
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.4		bb8b18b79e16ea9499bae31d20529b201c8686c9
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.6		acdfe256556c8ec0048677ca8eb238c2da54e7dd
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.7		bb5a6db4cb9e9d319b9d9bd2e2e4d053d525f3ca
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.8		b719701b9023c9b112b1cd70174e67c3c08facfe
net.sourceforge.schemacrawler	schemacrawler-sqlite	8.9		e82a4d9d8348c9102f1078a7634d80ccd797a816
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.0		87c9629612a4fa210d51f2f87257d353204e5abb
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.1		730eed6b2ff8b8118cf3d5aec0cb530fae875de5
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.2		18e1aaa729c3b894d7da7bb0fb88e2c19f44b22a
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.3		e8db4ce874a2144b35287445a962fd255c3bef17
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.3.1		15c3c757e1138dc623098a802decc664a34c9be6
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.3.2		55c0b75fe2b9e088456aad9073c1915b6c28e8fd
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.4		ae8214ffc1b7fbb6cfb2d88f7feea15ca20ec145
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.5		9613cf1c93abd4b2459db98a77d1458ff1b99abd
net.sourceforge.schemacrawler	schemacrawler-sqlite	9.6		dddd3c2a95ec63b3e2440058d2ef02614060b374
net.tangly	bdd	0.2.3		9e08d1db647d47b7126e24a417afbd6278a5c18a
net.tangly	bdd	0.2.4		f0f7e01a0cac9e0676a9b87950e19f09e2e0eb95
net.tangly	bdd	0.2.5		7c1ec5a45ec0190c13f3985c7c22302b8126f769
net.tangly	bdd	0.2.7		9eb8d7b95cbcb8c37319cb52e1352e51d6b90a5a
net.tangly	bdd	0.2.8		10d5426947ae5278b40207af46096cac54022f71
org.activiti.cloud.modeling	activiti-cloud-services-modeling-repository	7.1.0.M6		84cb2533bba4daa26928f97b174f8eae6cdd36b3
org.adonix	postrise	1.0.0		7424f1087cbfc29db4b98bffe2bebffe254afccc
org.apache.rya	rya.periodic.notification.api	3.2.11-incubating		bac0843c7b78845a50498f96f3b0557a400d7f39
org.apache.rya	rya.periodic.notification.api	3.2.12-incubating		d21cbe4822f91f64b5796219f912476b3bc3b32b
org.apache.rya	rya.periodic.notification.api	4.0.0-incubating		be0245dfce17517dbedaa11fb869f72ff0d145d7
org.apache.rya	rya.periodic.notification.api	4.0.1		c9967627a293b880c461fc3beb10d8634bbae525
org.apache.turbine	turbine-parent-assembly	1.0.0		16d178c95c618c079c0f1a8dacb16ba9d2979605
org.apache.turbine	turbine-parent-assembly	1.0.1		940153f49cac5306b21d66ea725c19190d7890e9
org.apache.turbine	turbine-parent-assembly	1.0.2		29d326827818e5168cbdea6017f9f32f6280e402
org.automorph	automorph-jetty_2.13	0.0.0		02a52f383e787f751d9309b113588b8af04dac7d
org.automorph	automorph-jetty_2.13	0.1.0		d11d72d91067297b84a62484b43caa7de7782a79
org.automorph	automorph-jetty_2.13	0.1.1		1078ea8ed0ee2ff34e4351b1cfc150ca81fce034
org.automorph	automorph-jetty_2.13	0.1.2		37945334ab5a26a74500acbe2b141c42d7f2f237
org.automorph	automorph-jetty_2.13	0.2.0		635eaf57fa46cdf86aa90986971d9852a4ea4317
org.automorph	automorph-jetty_2.13	0.2.1		8fa007ad101a502352aeba030e9cc8708fed5c67
org.automorph	automorph-jetty_2.13	0.2.2		e48945877160b1f4ca98f14144b152a4a7b80a7e
org.automorph	automorph-jetty_2.13	0.2.3		3e4060da53ee3d680cc8c6116b55b03e1334dc2f
org.automorph	automorph-jetty_2.13	0.2.4		514c9f69cf560bf2e1e8cfc6727866fea2091562
org.automorph	automorph-jetty_2.13	0.2.5		53a41a403d96239a61898da65f7a13b6f677de9a
org.automorph	automorph-jetty_2.13	0.2.6		7cb510dd76af55ad33ee3c34e402928d77ea38b5
org.automorph	automorph-jetty_2.13	0.2.7		2659b8a31ccd457f45ecf5b17f8a3466700a3f92
org.eclipse.dirigible	dirigible-security-oauth	5.10.0		4c5c58c831454e1a5bc798d53c2fbf202ee20c0b
org.eclipse.dirigible	dirigible-security-oauth	5.10.1		c79d8c2791d15176a86fbd5f087135454c865404
org.eclipse.dirigible	dirigible-security-oauth	5.10.2		ffba5313a4a87addaa154fe82c8ba91105a6a7e2
org.eclipse.dirigible	dirigible-security-oauth	5.10.3		0304199bd23170d6c354afc2243eebf98b707e38
org.eclipse.dirigible	dirigible-security-oauth	5.11.0		d004e41eaa32d155fb810fb7c70afdfbc8e87830
org.eclipse.dirigible	dirigible-security-oauth	5.11.1		075191dc4723b1b1d2610f4ec30d6b564ee352ca
org.eclipse.dirigible	dirigible-security-oauth	5.11.2		a8eb67ad3cba34948552c46717b2a8825d549cac
org.eclipse.dirigible	dirigible-security-oauth	5.11.3		a10f048f9612d0abf3251d3b637d5b9e23492dec
org.eclipse.dirigible	dirigible-security-oauth	5.11.4		f56851e40271fecf78c73c6048a92eefd112e2a9
org.eclipse.dirigible	dirigible-security-oauth	5.11.5		a57d9c33a0d8032f785aaa8eba5f8cfecca1207e
org.eclipse.dirigible	dirigible-security-oauth	5.11.6		4b4907416864cc8e796712abeb791d7cae2dc0b9
org.eclipse.dirigible	dirigible-security-oauth	5.11.7		c085e0c59e92e575293f94d591a1d6029af36468
org.eclipse.dirigible	dirigible-security-oauth	5.11.8		456a1e962d608aa6faea3b8042ca87350b030768
org.eclipse.dirigible	dirigible-security-oauth	5.12.0		daf7131b0a89f04b633a5739c921f26229b74b20
org.eclipse.dirigible	dirigible-security-oauth	5.12.1		38015f1246c565071aba78fc2f4f135cb94e259a
org.eclipse.dirigible	dirigible-security-oauth	5.12.10		c42255e6c42d906a959ddaea495fe7e72b366a1b
org.eclipse.dirigible	dirigible-security-oauth	5.12.11		62dae25b76ddfef624b6b20167dd6381c5de2a17
org.eclipse.dirigible	dirigible-security-oauth	5.12.12		2a0084d6046bc0d79deaf5934a4d3457cda891f3
org.eclipse.dirigible	dirigible-security-oauth	5.12.13		4cabdf884a11ff0878b451b2dff52f21be12d59f
org.eclipse.dirigible	dirigible-security-oauth	5.12.14		7738f090a4b4ee4e03c0d60b3eb9060d4a99b242
org.eclipse.dirigible	dirigible-security-oauth	5.12.15		b83951d9ebbb47de1ee51b8d9288331fefafcc3e
org.eclipse.dirigible	dirigible-security-oauth	5.12.16		41b0956c7658e64f756dac38e486bbc793d9253e
org.eclipse.dirigible	dirigible-security-oauth	5.12.17		35e8d5fbabed68aae4702960ae0884b79d9a934e
org.eclipse.dirigible	dirigible-security-oauth	5.12.18		60a72eb3cf935c640e489e2187bddc6989e37f7b
org.eclipse.dirigible	dirigible-security-oauth	5.12.2		914dfca8db10916e92e4f16c0075b3969711753b
org.eclipse.dirigible	dirigible-security-oauth	5.12.20		0102a9bf78059acbc6f19d0c6b688b12600730f8
org.eclipse.dirigible	dirigible-security-oauth	5.12.21		f0b34fc09a3d6e71682f230ac403a62f67c6a1da
org.eclipse.dirigible	dirigible-security-oauth	5.12.3		f211079b066e49fe03f1e9e3ffb5a34ea22a2b92
org.eclipse.dirigible	dirigible-security-oauth	5.12.4		6800e6f935367831bff4c8dea648c4e3c71e912f
org.eclipse.dirigible	dirigible-security-oauth	5.12.5		8554b0e85dad005350a1785718d08334cc52316c
org.eclipse.dirigible	dirigible-security-oauth	5.12.6		0a3832a2e495ef51b5e324206ee10fc8e2b7b0f7
org.eclipse.dirigible	dirigible-security-oauth	5.12.7		63b1ea30da14c5efe997dde09f24017640b7934b
org.eclipse.dirigible	dirigible-security-oauth	5.12.8		88e84091d24067b0bf0e1df5c40777c626b7dc6e
org.eclipse.dirigible	dirigible-security-oauth	5.12.9		a6f95b2912c670f7a5b1bd1093deb2183eceb137
org.eclipse.dirigible	dirigible-security-oauth	5.5.0		11e0f68beddcc1ad2bae200960871c479cf1dbba
org.eclipse.dirigible	dirigible-security-oauth	5.6.0		df9b1fe8405ea86fc73ad134dd6990cba90f3fda
org.eclipse.dirigible	dirigible-security-oauth	5.7.0		cdeecb10709699ba20505dc3d78d17512004c7e4
org.eclipse.dirigible	dirigible-security-oauth	5.7.1		25782c50129b11a5ba1495150cef218873a08b25
