co.elastic.otel.android	api	1.0.0		N/A
com.cedarsoft.commons	presenter	1.4.2		8e2031739ab786dbdc26820429606bac9ab1c200
com.cedarsoft.commons	presenter	1.4.3		90cd919b3ad3c3bfe2510c034bd2b45826329616
com.cedarsoft.commons	presenter	1.5.0		a478205d37a5f612e3f0cf3242736a3c0e112617
com.cedarsoft.commons	presenter	1.5.1		503f79ad87c121ec65b1710c8c5f31b0abefc665
com.cedarsoft.commons	presenter	1.6.1		2199889cdd4a62b74d4262ebd1784a53d9313b24
com.cedarsoft.commons	presenter	1.6.2		e4808a38ecd22ac075a5921e5e57a5350bf3b30a
com.cedarsoft.commons	presenter	1.6.3		e9a330608c4749a172bc6de2e869282e3ad6ec40
com.cedarsoft.commons	presenter	2.0.0		dc79f7139dc10d966294290efa7baf0f71d369cf
com.cedarsoft.commons	presenter	2.0.1		c4a3302d93f4b65d2b11ea00f533b34f2b9e2c89
com.cedarsoft.commons	presenter	2.0.2		6ae511be5bd8bbca0c37febbb9436969cf23e391
com.cedarsoft.commons	presenter	2.0.3		3390ec0f90e47874da3bdca8a1012e1f546fbc65
com.cedarsoft.commons	presenter	2.0.4		a27c658dbd3ca8cb03404106966a10bf9c9c1432
com.cedarsoft.commons	presenter	2.0.5		ad3ff22c860291b2b32e3fe6eee951820f7abc1b
com.cedarsoft.commons	presenter	2.0.6		98f097770236530026470065f9145eed8d2d7f85
com.cedarsoft.commons	presenter	3.0.0		aa458bfbfd28e5fea3e242855337bd1ab1b8406a
com.cedarsoft.commons	presenter	3.0.1		c5c250c864631e952a3e7fdd0e6b540602fa34d2
com.cedarsoft.commons	presenter	3.0.2		f0e203710f4a0b9dfd39387280ac42d714b9b898
com.cedarsoft.commons	presenter	4.0.0		388c5c72697cc520c68c736cdd417b75649a3658
com.cedarsoft.commons	presenter	4.0.1		1228c0bf0508e91d7473709c96d26d41d6e64d6a
com.cedarsoft.commons	presenter	5.0.0		70961a56fe1d3b1ccc73580eeb34e9b5bcea8791
com.cedarsoft.commons	presenter	5.0.1		d4b801385fc635ae137fb360177db4d68e26f601
com.cedarsoft.commons	presenter	5.0.10		e1262a60b1c88a57367afde772a0e4180e1bcaca
com.cedarsoft.commons	presenter	5.0.2		3f6a20b19fd79823b2c4494310135e7823ec4495
com.cedarsoft.commons	presenter	5.0.3		18b03140083de4867b462fc27dbf764f39168235
com.cedarsoft.commons	presenter	5.0.4		e7581c69068feb17cab99d592f35c4c3ed9be3cd
com.cedarsoft.commons	presenter	5.0.5		bd652e9158ea72cb81980a3483658dc2b24d96bc
com.cedarsoft.commons	presenter	5.0.6		d0ba76589c6631dae600bb36d209f608ec41961a
com.cedarsoft.commons	presenter	5.0.7		269c85c95c715c22290cf3e56e2bdf03f0201506
com.cedarsoft.commons	presenter	5.0.8		0fdf5695f9ae5f8198e00142795bdf61e8dbf63e
com.cedarsoft.commons	presenter	5.0.9		b50fb50432a0dd2a0bb22ab0a30400fd4657b083
com.cedarsoft.commons	presenter	5.1.0		b09130188fca6dc68e357120611010f8b23cf257
com.cedarsoft.commons	presenter	5.1.1		2177b2f4e9619baadf8f3111d2a01560a9eb1f18
com.cedarsoft.commons	presenter	5.1.2		5266a30f7c9785a662c704fd54328822859e37af
com.cedarsoft.commons	presenter	5.1.3		07535636f41db68fc61856173cc1425ccaf8520f
com.cedarsoft.commons	presenter	5.1.4		dcd50f55a4d90eba8e55b554250e9e2a6adeb5ec
com.cedarsoft.commons	presenter	5.1.5		275a460162518b1c1026ef88fd7530ca3088a370
com.cedarsoft.commons	presenter	5.1.6		b9789b194fa6dad01aad39e6e71d77cdc5f2bb1c
com.cedarsoft.commons	presenter	5.1.7		fc418d0b6e0fde2d97cdcfb500d3b0b390883566
com.cedarsoft.commons	presenter	6.0.0		50cbf9fb11189d6219321bf35ed43677dd4135bc
com.cedarsoft.commons	presenter	6.0.1		d26796f03109bac829ed30590f5bf3623bbc1e00
com.cedarsoft.commons	presenter	6.0.2		d692f56d20c4c1ec4ab0200c1c47252554ce55c0
com.cedarsoft.commons	presenter	6.1.0		978858a518e01ffa6e45ca94c7c831bbdb97e326
com.cedarsoft.commons	presenter	6.1.1		16234318c827a3edd3683489668b5a22d278d949
com.cedarsoft.commons	presenter	6.2.0		748bcac662648eda22367f2b0dfe31ad1b5c6df7
com.cedarsoft.commons	presenter	7.0.0		43830677739cffbde382063473522b9b11cba06c
com.cedarsoft.commons	presenter	7.1.0		388484dd4df99b42ef6cb196182067aaa4dc8d65
com.cedarsoft.commons	presenter	7.2.0		a8e0468c01cedb7005d7f0b5431219118e037fe8
com.cedarsoft.commons	presenter	7.4.0		ceb774a6d07f3c11e91fb64ddf1cb13b848980fa
com.cedarsoft.commons	presenter	8.0.0		6b24eff7e4546a22489d273dc1627bb6423c9fa3
com.cedarsoft.commons	presenter	8.0.1		82f630629d8dae92b18d1214fabece750686f831
com.cedarsoft.commons	presenter	8.1.0		ce49492451399154e82cc8968623dc6f17dd7f55
com.cedarsoft.commons	presenter	8.1.1		9a6da72f5464847951df06a5862a2543abad2727
com.codecommit	shims-scalaz-71_2.11	0.1-b7e8e5f		97a0ac17349d43e0509ff430a4b3f7ac477c5479
com.codecommit	shims-scalaz-71_2.11	0.2		0bbfd8e55f80fc6843c4da089c06b1b025e689fe
com.codecommit	shims-scalaz-71_2.11	0.2-521580f		4e0721e6800dee56cf5fe02c7f12a4da56e2ec21
com.codecommit	shims-scalaz-71_2.11	0.3		b0d863b42bc642670f14b73dbc4e718246135c99
com.codecommit	shims-scalaz-71_2.11	0.3.1		61286f192ef94d6908f660bda443d264ab26a593
com.codecommit	shims-scalaz-71_2.11	0.4-4c788de		ad95f64fd8d63832c71513e85c2d5d4faf7f99db
com.codecommit	shims-scalaz-71_2.11	0.4.1		5ce3b5c42123a62a9a5410a4ce0b642e459d0fc3
com.codecommit	shims-scalaz-71_2.11	0.4.1-428495f		8e954f4826933a87e4d2642f82db9221dad9720f
com.codecommit	shims-scalaz-71_2.11	0.4.2		eb3daa66eac2e302a26c5f2572304e018e45123b
com.danieltrinh	cli_2.9.3	0.1.6		ed407f435cf2c8e7db7546b094ae72b5889dfc39
com.danieltrinh	cli_2.9.3	0.1.6	assembly	0d94e4b1f4ae2cad64810108741d6ce5230173fd
com.diffplug.atplug	atplug-plugin-gradle	0.1.0		c48cfd97e322b395c5052bf45da04916beba4c62
com.diffplug.atplug	atplug-plugin-gradle	0.1.1		39dac66189ca7edb23b20696cda669edf76367c6
com.diffplug.atplug	atplug-plugin-gradle	1.0.0		ddb83cae329eb822d332ab3d87765d1c0132a1c7
com.diffplug.atplug	atplug-plugin-gradle	1.0.1		65468f64f2183fb7df4dad18a69dcbf89d998449
com.diffplug.atplug	atplug-plugin-gradle	1.1.0		f7e8f1277b9e79e675fdb2462b29611c5da7330b
com.diffplug.atplug	atplug-plugin-gradle	1.1.1		44c6a1c6ba9d91376d54120e5e3aa3043e68302f
com.diffplug.atplug	atplug-plugin-gradle	1.2.0		2bae71e803975c09c51a7f41b3bb950b1e07d802
com.diffplug.atplug	atplug-plugin-gradle	1.2.1		1c099f532aa7cba64979bc8f5c0b61b979f05af5
com.dji	dji-sdk-v5-handheld-provided-alpha	5.3.0-a1		3871dc3daeaa18ddc963a688d0e91b8412786ddd
com.dji	dji-sdk-v5-handheld-provided-alpha	5.3.0-a2		4fe2920aab76db558b0016cbd82de3bd5e45769b
com.dji	dji-sdk-v5-handheld-provided-alpha	5.3.0-a3		6b6c405a7063ef9244eeca58a87b29dfd0b5c14a
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.10		54c8644161e1721f7c415bda6d6ec02130da4b92
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.11		88fba97773cb64c5ae9f84217e60a0730353e4ac
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.12		ccf705743424184544b81df01b61681e155d5d35
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.13		86ee3378086a5272115068551440fedbfced7568
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.14		cba20e9441d5abfdcd769ec069b7b7a0b1b4356f
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.15		8972601d62722cd615e26d76506874c226b103dc
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.16		c40ecc48a801add4af902103624785482ba7ba43
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.4		e73235cc2515b620d6a39217ea1ae36d86ddb6dc
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.5		9d50950fff3f6fc7d61403e6984c061a85ad19bc
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.6		58b66fb639bb90ee8ea6ff37045b288d4e4d88eb
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.7		e9fbadb76b6f61240239dd71e554cfa410cfe5d0
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.8		5374dcc2b42148dc5f7ffaabf00423b1fd0b0ab9
com.episode6.hackit.mockspresso	mockspresso-reflect	0.0.9		085560806484cf5c32d4a0fd5dce81311feb593c
com.episode6.hackit.mockspresso	mockspresso-reflect	0.1.0		7d1eb08e793a002a7172ece8d7850e23efc7a0db
com.episode6.hackit.mockspresso	mockspresso-reflect	0.1.0-beta1		ce4dea52116f9578038bc67e1756f621a500f11a
com.episode6.hackit.mockspresso	mockspresso-reflect	0.1.0-beta2		863ad0545487a7e7e8815c50513ba0f543971943
com.episode6.hackit.mockspresso	mockspresso-reflect	0.1.0-beta3		42e79fdfd2b86ede5d8ef36cbe6dd89b7ac247c8
com.episode6.hackit.mockspresso	mockspresso-reflect	0.1.0-beta4		883cedeec6478b92dc277c86a6f2b8d575d4b2b8
com.facebook.business.sdk	facebook-java-business-sdk	10.0.0		fb58dd3c80cbcde95fe49aa069f363418c25684f
com.facebook.business.sdk	facebook-java-business-sdk	10.0.0	jar-with-dependencies	9850e340301b2178e8266afb4d3aa84c6fc3524b
com.facebook.business.sdk	facebook-java-business-sdk	10.0.1		77b24b0f8ebd64927b225e5ac112bd7714573dfa
com.facebook.business.sdk	facebook-java-business-sdk	10.0.1	jar-with-dependencies	efde504b61ad3b393bfee0dd36bcbf939bb74eee
com.facebook.business.sdk	facebook-java-business-sdk	11.0.0		4dcb37aa2c64a6ac3e37876e9f135f5398f558fa
com.facebook.business.sdk	facebook-java-business-sdk	11.0.0	jar-with-dependencies	9c0f10132f03b0e0d2bda28332a002b77877045d
com.facebook.business.sdk	facebook-java-business-sdk	12.0.0		4d5c08ded8a5709e3eb1c4e7f6c2be70960944d7
com.facebook.business.sdk	facebook-java-business-sdk	12.0.0	jar-with-dependencies	d25db9b33862f3097df90c44cea0346af3fa1f78
com.facebook.business.sdk	facebook-java-business-sdk	12.0.1		73cf0fda67a9b7a0f136f7931ec49a587ea57291
com.facebook.business.sdk	facebook-java-business-sdk	12.0.1	jar-with-dependencies	69a157715cec685c3993545991f160feb752dc57
com.facebook.business.sdk	facebook-java-business-sdk	13.0.0		fd1dc6e9fcb523b03ee6ba4d8dd714582ae378da
com.facebook.business.sdk	facebook-java-business-sdk	13.0.0	jar-with-dependencies	d348ae22d3a25aa0cdb684149ebf623f5aae284a
com.facebook.business.sdk	facebook-java-business-sdk	14.0.0		cba5ba64eb7089fa4de0c83eff18058d6af94c59
com.facebook.business.sdk	facebook-java-business-sdk	14.0.0	jar-with-dependencies	789d0b67827c1d7f68148b0c88da9b770349bc34
com.facebook.business.sdk	facebook-java-business-sdk	15.0.0		51f85475f87ee573eb5930ffbffb5fc4f2659e69
com.facebook.business.sdk	facebook-java-business-sdk	15.0.0	jar-with-dependencies	3a25ef285b52890cc0c7e4f48147e5a1811942a2
com.facebook.business.sdk	facebook-java-business-sdk	15.0.1		0978fd3ba39a865baf57cf4e58b684c400908d02
com.facebook.business.sdk	facebook-java-business-sdk	15.0.1	jar-with-dependencies	c0b832c19c944fd52ee41cf666091a1bffaacf67
com.facebook.business.sdk	facebook-java-business-sdk	15.0.2		032538e80475a8801ae179f7bb7764b147184039
com.facebook.business.sdk	facebook-java-business-sdk	15.0.2	jar-with-dependencies	5567278fbb18510f6a49fd705fe62ad2166b3eb3
com.facebook.business.sdk	facebook-java-business-sdk	16.0.0		2616f137b5737c037c9d86203c3c8cd7d5f8fb42
com.facebook.business.sdk	facebook-java-business-sdk	16.0.0	jar-with-dependencies	b779dfde8cba570644a73ec03512a92c0a457846
com.facebook.business.sdk	facebook-java-business-sdk	16.0.1		8731c21ba7b31f0f30814e31bea5a60370e6336b
com.facebook.business.sdk	facebook-java-business-sdk	16.0.1	jar-with-dependencies	fcd871519d351cf413f7dd949b4308988ed72c70
com.facebook.business.sdk	facebook-java-business-sdk	16.0.2		4726b3430c93627d58b045c05a4edbc66721b269
com.facebook.business.sdk	facebook-java-business-sdk	16.0.2	jar-with-dependencies	c054e33fcd9ef2f0ea0632f3af9c38226c8ceeab
com.facebook.business.sdk	facebook-java-business-sdk	17.0.0		520f10ff1b07ef04cc4f5d0ffdc77f925115cf1c
com.facebook.business.sdk	facebook-java-business-sdk	17.0.0	jar-with-dependencies	c74d1230279fbe54fc0a75053117911f0f0322b7
com.facebook.business.sdk	facebook-java-business-sdk	17.0.1		cbbaf3d74fe3ca722572fa5a6857d1cd14546481
com.facebook.business.sdk	facebook-java-business-sdk	17.0.1	jar-with-dependencies	d0deb1ad59b07ad7b7eb820a5fdc7573752380ca
com.facebook.business.sdk	facebook-java-business-sdk	17.0.2		d38f285ab029d26d4a0de8e52967e03601b5cf81
com.facebook.business.sdk	facebook-java-business-sdk	17.0.2	jar-with-dependencies	4ba8394fe34eef201a991d653f4eeb87eb5fcb7f
com.facebook.business.sdk	facebook-java-business-sdk	17.0.3		866b95aefb79321fb8ac352b6ae3e95d210381f3
com.facebook.business.sdk	facebook-java-business-sdk	17.0.3	jar-with-dependencies	54a94feaf4e177ea68985d2c7cd3e8263409e467
com.facebook.business.sdk	facebook-java-business-sdk	18.0.0		e54cc231fc22d7554c97183381ad9bc749ab7264
com.facebook.business.sdk	facebook-java-business-sdk	18.0.0	jar-with-dependencies	08f4d77c1bb4b2ebe22e85d49b7f8731b5e6a705
com.facebook.business.sdk	facebook-java-business-sdk	18.0.1		48baa8063ce367ec8fd89653ec44bc8e44bdd3d3
com.facebook.business.sdk	facebook-java-business-sdk	18.0.1	jar-with-dependencies	cbd27c9cddafe636de0f313d37063cf4a63115e3
com.facebook.business.sdk	facebook-java-business-sdk	18.0.2		1b04f81501bcbe597d32100259dde97ee6e96bee
com.facebook.business.sdk	facebook-java-business-sdk	18.0.2	jar-with-dependencies	cc745857327b107782288d83736885eb47e48846
com.facebook.business.sdk	facebook-java-business-sdk	18.0.3		f926d187fa25585b4e2eb72313d9779d890ffaf9
com.facebook.business.sdk	facebook-java-business-sdk	18.0.3	jar-with-dependencies	5f489426e7140a8b0bb11299881d01893832803f
com.facebook.business.sdk	facebook-java-business-sdk	18.0.4		b9ea87aac63d6d6821638aa3dfa3faba9a2efb21
com.facebook.business.sdk	facebook-java-business-sdk	18.0.4	jar-with-dependencies	3d611c2e33d0eca17e09a491ca0d8b3a168e1d44
com.facebook.business.sdk	facebook-java-business-sdk	19.0.0		bdc43e14fda8b57ae879fe7bfeff75d350b93c47
com.facebook.business.sdk	facebook-java-business-sdk	19.0.0	jar-with-dependencies	7aa6ef44279ecdc1bf6f07a91a1a4d795b039442
com.facebook.business.sdk	facebook-java-business-sdk	19.0.1		1a74bec5ea4d3634ae56f2f089330848e1f5c8fd
com.facebook.business.sdk	facebook-java-business-sdk	19.0.1	jar-with-dependencies	ad29e71b2fc1f08b05ce9453f3ec3eef0129c462
com.facebook.business.sdk	facebook-java-business-sdk	19.0.2		53b8fd7ac860ebbe6a3ee1f464a4adf439f5b34e
com.facebook.business.sdk	facebook-java-business-sdk	19.0.2	jar-with-dependencies	a499cbe8c7f1be945523546849851cec5f7d4f7e
com.facebook.business.sdk	facebook-java-business-sdk	19.0.3		0ee567c87c9de794864b431a4e418b92477aecf8
com.facebook.business.sdk	facebook-java-business-sdk	19.0.3	jar-with-dependencies	cd3a1e0b7489df6188df0048afc5ccdc6a878f41
com.facebook.business.sdk	facebook-java-business-sdk	2.12.0		caaadadd63b0c5ce373611862f88a94cf39f1917
com.facebook.business.sdk	facebook-java-business-sdk	20.0.0		e82823e1f45c461f45c1ea460cd5d9667687fe4b
com.facebook.business.sdk	facebook-java-business-sdk	20.0.0	jar-with-dependencies	55667c80c20204c02638df20d3d4dff30120297c
com.facebook.business.sdk	facebook-java-business-sdk	20.0.1		9aca86310cbd372092132380cf2b5cbab2ffa6f6
com.facebook.business.sdk	facebook-java-business-sdk	20.0.1	jar-with-dependencies	80f38f497c83824d24602e623aafb188c456b5b3
com.facebook.business.sdk	facebook-java-business-sdk	20.0.2		638e36b016d59a9efe6772df37f3a58c2dd783a5
com.facebook.business.sdk	facebook-java-business-sdk	20.0.2	jar-with-dependencies	49f0cb28a3f9ce733f5f83f078a493d82c35c728
com.facebook.business.sdk	facebook-java-business-sdk	20.0.3		37f3c5b805e5670259b23546838501ce1a026a3b
com.facebook.business.sdk	facebook-java-business-sdk	20.0.3	jar-with-dependencies	c10b79c5baa9d085e581da9962d363aa73ac46a7
com.facebook.business.sdk	facebook-java-business-sdk	20.0.4		51465e66ac3373b93cd830d3b1f2146419df8d4f
com.facebook.business.sdk	facebook-java-business-sdk	20.0.4	jar-with-dependencies	d3455b805f267fec665485ecf3b13ab95c6c135f
com.facebook.business.sdk	facebook-java-business-sdk	21.0.0		41604fc4319d82f2242b3d369d232407bb0c943d
com.facebook.business.sdk	facebook-java-business-sdk	21.0.0	jar-with-dependencies	ed333d23e916fea55e7ba17a11c80be82678e882
com.facebook.business.sdk	facebook-java-business-sdk	21.0.2		f7e1a69cb7d47112839e71664177b65a11e93ae8
com.facebook.business.sdk	facebook-java-business-sdk	21.0.2	jar-with-dependencies	2ae8730b2732d2f9e01408a7ab9a7c7d86851152
com.facebook.business.sdk	facebook-java-business-sdk	22.0.0		44c652a643fc76cafa10a1a0e4189b5f0623e63b
com.facebook.business.sdk	facebook-java-business-sdk	22.0.0	jar-with-dependencies	69944e17fd5cb4f0af7f0828b65c8f90b9d0d22c
com.facebook.business.sdk	facebook-java-business-sdk	22.0.1		ff117dd83ae8f80c2055560454f64f69ed4a6f4b
com.facebook.business.sdk	facebook-java-business-sdk	22.0.1	jar-with-dependencies	6c1697a9ddbeb60719f74a337ad79d84e6684fc3
com.facebook.business.sdk	facebook-java-business-sdk	22.0.2		bee20d0651fd3dc38d81219fe3977f1fbbc65f2f
com.facebook.business.sdk	facebook-java-business-sdk	22.0.2	jar-with-dependencies	13549fca80434be781c9274a0ed5557a89b2e96a
com.facebook.business.sdk	facebook-java-business-sdk	3.0.0		a9149fe56457b56b3f12517585b69044ddd49c76
com.facebook.business.sdk	facebook-java-business-sdk	3.0.0	jar-with-dependencies	bda35b035a1426917df023fdc0a5837fc840ef22
com.facebook.business.sdk	facebook-java-business-sdk	3.0.1		fb18c0fa963a96953249e910cbb1adf28c8e698b
com.facebook.business.sdk	facebook-java-business-sdk	3.0.1	jar-with-dependencies	05f8a45b2d7ba92e1348e8f352212a8bd751b209
com.facebook.business.sdk	facebook-java-business-sdk	3.0.2		8195afec0a933cafd45ed1fb5bcd5dfbad22f07f
com.facebook.business.sdk	facebook-java-business-sdk	3.0.2	jar-with-dependencies	4660f4f113192a4a34203e264485ec7066a9953e
com.facebook.business.sdk	facebook-java-business-sdk	3.0.3		99d62797493d6e1ec168ce96cc6c2af8ea84076f
com.facebook.business.sdk	facebook-java-business-sdk	3.0.3	jar-with-dependencies	d8e53db446193fcc9eab5482b74a10210074d150
com.facebook.business.sdk	facebook-java-business-sdk	3.0.4		ff0ae43627acc8e4d361a9275f8dbcfd01c8c96c
com.facebook.business.sdk	facebook-java-business-sdk	3.0.4	jar-with-dependencies	9b310432cdd7d67b079b532086051e932079886a
com.facebook.business.sdk	facebook-java-business-sdk	3.0.5		26f081f08b78dc16f4e5d1ae15cbf454567e92c8
com.facebook.business.sdk	facebook-java-business-sdk	3.0.5	jar-with-dependencies	b921d96ffa107eeb8f47f7cc0269f9b648776e0b
com.facebook.business.sdk	facebook-java-business-sdk	3.1.0		c3e75cf087ea4d5cfbe409a42eebfc8710230845
com.facebook.business.sdk	facebook-java-business-sdk	3.1.0	jar-with-dependencies	7ddf1becd3c37fbe9e3d7bc5cc01c5689f5dade3
com.facebook.business.sdk	facebook-java-business-sdk	3.1.1		17b55dcac10cefe297935887a456bcb06bb3f08c
com.facebook.business.sdk	facebook-java-business-sdk	3.1.1	jar-with-dependencies	84b67106d447727d266f9db2eaee62b1a220f80b
com.facebook.business.sdk	facebook-java-business-sdk	3.1.2		e15e5ca7315e9b3bb977a236edc67fe321e38d5e
com.facebook.business.sdk	facebook-java-business-sdk	3.1.2	jar-with-dependencies	080b5ac4ae3427afc56fbd1da113279678d67d36
com.facebook.business.sdk	facebook-java-business-sdk	3.1.3		2bd7100d1f7d933b557295605ba6b2875b2b9992
com.facebook.business.sdk	facebook-java-business-sdk	3.1.3	jar-with-dependencies	a70f042dbfa807a4cdc3990338b67159b78f0ca5
com.facebook.business.sdk	facebook-java-business-sdk	3.1.4		0a7e4db48ed71a85e0051523ee8454789f7c8681
com.facebook.business.sdk	facebook-java-business-sdk	3.1.4	jar-with-dependencies	50e5b591efdf74a1024267cbc69f936d9b46f138
com.facebook.business.sdk	facebook-java-business-sdk	3.2.0		60ab77f057570445705675badc37bd29a4c2d888
com.facebook.business.sdk	facebook-java-business-sdk	3.2.0	jar-with-dependencies	d55012884ee75febfccca9cc4d8ede2e62b476b1
com.facebook.business.sdk	facebook-java-business-sdk	3.2.1		697dcd8f080e88f0f253d55d2f5d38878060cb42
com.facebook.business.sdk	facebook-java-business-sdk	3.2.1	jar-with-dependencies	0a1ff03e45587de4d8fcf928020a43d0c4a5bd18
com.facebook.business.sdk	facebook-java-business-sdk	3.2.10		94bc3bea15b4446d98e2a7f33b8dba8b5924d2ac
com.facebook.business.sdk	facebook-java-business-sdk	3.2.10	jar-with-dependencies	0ad23aba21e9994637c65c444843e1c1db0ef8fe
com.facebook.business.sdk	facebook-java-business-sdk	3.2.11		878ba44ae13e6424c160ed925c2ad760e554eb6a
com.facebook.business.sdk	facebook-java-business-sdk	3.2.11	jar-with-dependencies	0e120bd3ab9e5eab4695cf1d74f64780d07c9b14
com.facebook.business.sdk	facebook-java-business-sdk	3.2.2		4000e2c0c19a3bc17d36e4abafe49e8806ed2b9c
com.facebook.business.sdk	facebook-java-business-sdk	3.2.2	jar-with-dependencies	8fdd9c104386bb41344151498e3b06b18ee3113b
com.facebook.business.sdk	facebook-java-business-sdk	3.2.3		3958a7993179ee7cf2a68cb1dfdd65046254f090
com.facebook.business.sdk	facebook-java-business-sdk	3.2.3	jar-with-dependencies	75f38085ef2c39b111358c70cd50b07ed488c7d6
com.facebook.business.sdk	facebook-java-business-sdk	3.2.4		d6c298f2ae52981092e46dd8f1e30249b0aeeb71
com.facebook.business.sdk	facebook-java-business-sdk	3.2.4	jar-with-dependencies	ad01d4b438c86859ffc055b6a872962be75c1005
com.facebook.business.sdk	facebook-java-business-sdk	3.2.5		ce9b8657301bd575fbbfcc90638c5bcf5d412589
com.facebook.business.sdk	facebook-java-business-sdk	3.2.5	jar-with-dependencies	b7bdec9b353bb0803bb776c31f3ed15cb1eaa44e
com.facebook.business.sdk	facebook-java-business-sdk	3.2.6		be82128177cca29c35cf597f2d48a802411fc9ba
com.facebook.business.sdk	facebook-java-business-sdk	3.2.6	jar-with-dependencies	2504a022f389fef651dedbb35327a3a910a74677
com.facebook.business.sdk	facebook-java-business-sdk	3.2.7		885ece63560d8d205f6a7093ac4bc1d3c8bcfa65
com.facebook.business.sdk	facebook-java-business-sdk	3.2.7	jar-with-dependencies	27e36063534784eeeb43281869728fc2a069c2a4
com.facebook.business.sdk	facebook-java-business-sdk	3.2.8		8e9d702f2a160476fc197c3b2cdd9c8747ccf534
com.facebook.business.sdk	facebook-java-business-sdk	3.2.8	jar-with-dependencies	af93b389ea7495c7100ed5ecd0caee6b6b5ed3ce
com.facebook.business.sdk	facebook-java-business-sdk	3.2.9		7d2007e69efa3efe66e162b98f6b978af4bc4e85
com.facebook.business.sdk	facebook-java-business-sdk	3.2.9	jar-with-dependencies	9111fe7f18bcc85b41e13632da0157c69c5de169
com.facebook.business.sdk	facebook-java-business-sdk	3.3.0		706d1017b58925c239e1f60152bea0c87672f094
com.facebook.business.sdk	facebook-java-business-sdk	3.3.0	jar-with-dependencies	0623e78c89724dea4c40ca5eb31dfa79207a970e
com.facebook.business.sdk	facebook-java-business-sdk	3.3.1		ad32faf544814ca1400f0b3df3d242ed53faba41
com.facebook.business.sdk	facebook-java-business-sdk	3.3.1	jar-with-dependencies	3b861627b2a2fb91d80f48840a978278d163bdc5
com.facebook.business.sdk	facebook-java-business-sdk	3.3.2		cf305853bf17c4f7519d8bdab95ae0b838741f29
com.facebook.business.sdk	facebook-java-business-sdk	3.3.2	jar-with-dependencies	79b4db024abc07848f0ee3cc80418eb36761a9de
com.facebook.business.sdk	facebook-java-business-sdk	3.3.3		add3ace22dc57523c688000b064b90fae93899cb
com.facebook.business.sdk	facebook-java-business-sdk	3.3.3	jar-with-dependencies	706d8a934f5e837a5dc286a8c3e284b5ce0039a8
com.facebook.business.sdk	facebook-java-business-sdk	4.0.2		0088d66e264e6f94bf936a1569331fbfc766c93b
com.facebook.business.sdk	facebook-java-business-sdk	4.0.2	jar-with-dependencies	9f2a2649a16f49a968e78066cad2cb8593f46be0
com.facebook.business.sdk	facebook-java-business-sdk	4.0.3		3fe4c4a6cd3f59483a5a10cbde299a16a1f5d036
