activesoap	retroweaver	1.1		8de137dad861a59f75a1e7289553e0dc090b18dc
club.dawdler	dawdler-boot-classloader-core	0.0.8-jdk1.8-RELEASES		2cefc346919dbab890a90a2de2bdb7e49a1ab770
club.dawdler	dawdler-boot-classloader-core	0.0.8-jdk17-RELEASES		1dd7ca5168b46c054077a6eed14170d87daa9c16
club.dawdler	dawdler-boot-classloader-core	0.0.8-jdk21-RELEASES		db6e61c2469c9a31082f9eb2b20a39f87affe424
club.dawdler	dawdler-boot-classloader-core	0.0.9-jdk1.8-RELEASES		cb86608d4c0dead68a5cd7d5e91d88fc65a697ec
club.dawdler	dawdler-boot-classloader-core	0.0.9-jdk17-RELEASES		65f8b4e1a5ff5a600f8558d9cbfde8089e1036eb
club.dawdler	dawdler-boot-classloader-core	0.0.9-jdk21-RELEASES		2f59a22a959096d4173c52e8351b204931fe7c9a
cn.dyaoming.common	common-sync	0.0.4		0b200703e14f78586f87ee435089f8ef48f43687
cn.dyaoming.common	common-sync	0.0.5		130e68687d7f363e4f68f34cbcec9c31e2bc25f4
cn.jdevelops	jdevelops-sboot-websocket	2.0.7		e5be425fc9100046592d3b5fcdf32dbab59cd6ea
com.alibaba.otter	client-adapter.common	1.1.2		3e1ae1baf406417911186029048e0eef81be448b
com.alibaba.otter	client-adapter.common	1.1.7		2bbf283d4b1a3d16ff23c662dddc00f602e8050f
com.apollographql.apollo	apollo-execution-tvosx64	4.1.1		N/A
com.apollographql.apollo	apollo-execution-tvosx64	4.1.1	metadata	d5a7387b64cb5de57601fdbc08cfb25a37360418
com.apollographql.apollo	apollo-execution-tvosx64	4.2.0		N/A
com.apollographql.apollo	apollo-execution-tvosx64	4.2.0	metadata	8082abbcb3fca0c1be0bf600e775173b5c5cf715
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.0		0ad707df3ac9a4757deeb2c359ede6e05ec0b956
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.0-SHAPSHOT		6416f49a95a12659404a105f6820b76a50f46a92
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.2		de50ad410e0024decd6965281beec9db0446be56
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.3		1da3d3160a0dae7aef8281b16277048defb8a894
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.4		8c6374de77709c02db3c7d0323fd22091342c384
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.5		4b6bbc698177137b18285282b2990f15505872c2
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.6		928ef21fecfff0f060d93e89f9ed90eb0302eabf
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.7		41c46670409f7ca77fd371fddbb976d338eecba3
com.axway.ats.framework.agent.webapp	ats-agent-webapp-server	4.0.8		96ec0d6a29b73f894787cd1083e3e3f44034a9a4
com.fireflysource	firefly-session	4.8.0		363f10bba2e947ecb3ed5ba252ede030c9dcc0c7
com.fireflysource	firefly-session	4.8.1		1e8094ad1a90893544350adfa988227dd53d2542
com.fireflysource	firefly-session	4.9.1		8c36f3aa48abd6f7714982087038562e84487117
com.fireflysource	firefly-session	4.9.2		0f3da7fb1f049984fdf2b56e6ca95e6289ef0508
com.fireflysource	firefly-session	4.9.3		cc41591456d15a2b87a83191263a134f26496643
com.fireflysource	firefly-session	4.9.4		cb44ddad7f89ca84ea2bf9619c0cc5764b64e907
com.fireflysource	firefly-session	4.9.5		dbad4b27280fc0cd5b81236f13cf1e61522c3ad8
com.fireflysource	firefly-session	5.0.0-dev1		88adf3671814da12d208d3fc76a68ae5c6bcf2b1
com.fireflysource	firefly-session	5.0.0-dev2		1eed9c4c400af0705bc3f4947dada2a7f379a5a7
com.fireflysource	firefly-session	5.0.0-dev4		5821e4f4967d9701fa636626c57c9132f766b8e2
com.fireflysource	firefly-session	5.0.0-dev5		a727812ab9c2335debcb01a0591075d7e6994222
com.fireflysource	firefly-session	5.0.0-dev6		55729133bd898cc17dc603dc22902fab93318034
com.force.api	force-wsc	22.0.0		273b51696b5593adf7c756084e97ef0c3e1ef991
com.force.api	force-wsc	23.0.0		4acb0eb99d06ffdb0d71fc5e4c3590cfb285a486
com.force.api	force-wsc	23.0.0	jar-with-dependencies	b70ebd327b63a9f99feba4d1472b3c581606b866
com.force.api	force-wsc	24.0.0		b744ee3cc6713753548f377a6125bc3fc8653dc1
com.force.api	force-wsc	24.0.0	jar-with-dependencies	6eec180ec4036226601d512bce6641c3f2e8582d
com.force.api	force-wsc	25.0.0		275c6b7d39d97c0bc15fd5306b672361fda732d3
com.force.api	force-wsc	25.0.0	jar-with-dependencies	d842f1fb8a8931aa75e8db9cb3eb114cfe7ec165
com.force.api	force-wsc	25.0.1		2c4bafc73fbc2f893611064fd6f1c73cb2427265
com.force.api	force-wsc	25.0.1	jar-with-dependencies	46789ff02e249d84e495b21f0fa12bda75e12710
com.force.api	force-wsc	26.0.0		ebe5f0fffd55ea47a1d9f0964b9c23e51aab2575
com.force.api	force-wsc	26.0.0	jar-with-dependencies	d7d5210230036ad43dfb96f07c9131bba82c82e9
com.force.api	force-wsc	27.0.0		9a1a56504c72ba39799af202c6e0022cac08f8fd
com.force.api	force-wsc	27.0.0	jar-with-dependencies	c46769b7227feee55a24367f032a01ccd9ef8123
com.force.api	force-wsc	28.0.0		e2ad9cab93c2dbba083ef929bac9109fda999eee
com.force.api	force-wsc	28.0.0	jar-with-dependencies	46a9bcb8bd25f36b04731fce56d34e36ae2e33a7
com.force.api	force-wsc	29.0.0		46f001b79913d38bfbc138744f9b173a01ff68a2
com.force.api	force-wsc	30.0.0		80fb19ed88ff3195b443c23567ba1f8bf33e28fe
com.force.api	force-wsc	31.0.0		0949e03b7e1f0855956b017b559e73cae64789ab
com.force.api	force-wsc	31.1.0		a7513c9dceeb610816edd787d368b9ee54729449
com.force.api	force-wsc	32.0.0		f0ce23adbb40b46db84372f5b2bc4ff969bb754a
com.force.api	force-wsc	32.1.0		3398c47e1762058b4588c4721242e8172b6eff31
com.force.api	force-wsc	32.1.1		cf998e370ef3bd9d5569a52b5fd43e2006819c73
com.force.api	force-wsc	33.0.0		4d8ea85f4700841afc52159be9c23b293fc099f0
com.force.api	force-wsc	33.0.0	uber	436d85c000f74301cab9e93a0114a8d35b78f481
com.force.api	force-wsc	33.0.1		7de639305799047f55fb7a92fbe234c5795c8c76
com.force.api	force-wsc	33.0.1	uber	c85bed7eb210d1fb874a2d17181c22850fc87f53
com.force.api	force-wsc	33.0.2		23011164305384dd556ee042484c704fa2516857
com.force.api	force-wsc	33.0.2	uber	1876e4cf3e0a4064f309e4b64275cb7699cfae16
com.force.api	force-wsc	33.0.3		6716efaf2ec125d9751237b5f495db800de92293
com.force.api	force-wsc	33.0.3	uber	da39a3ee5e6b4b0d3255bfef95601890afd80709
com.force.api	force-wsc	33.0.4		06802d45f04b6a0fc36b1ab37fc277f8d76313c6
com.force.api	force-wsc	33.0.4	uber	b7be6f20be746fca6b86558d45ea1dc9c72abc7e
com.force.api	force-wsc	34.0		d5b81110f0600b156b2b405a3d6fac8c0c65a37a
com.force.api	force-wsc	34.0	uber	120de953895a527b40fd8802da25c926186c4735
com.force.api	force-wsc	34.0.0		8b0833f73b5fe14db43f9b9b09d37247b34acbdb
com.force.api	force-wsc	34.0.0	uber	89aadbc4cf6f5b97c2a77162d6cbcfbd13b04d2d
com.force.api	force-wsc	34.1.0		c1dd8f27ffd26a36abe5236896455c7e0cded0d5
com.force.api	force-wsc	34.1.0	uber	b5350d754bfbfcc11fb1328f28edafcf33344bc0
com.force.api	force-wsc	34.2.0		2b863401cc9f3cdde2a2b7f8a5343afffb49e775
com.force.api	force-wsc	34.2.0	uber	9e40cd5b6fe3a7da228d3c399175a7d1eddd31e2
com.force.api	force-wsc	34.2.2		d5f7bdbcfea58561277582c59bc1383bf7d0304c
com.force.api	force-wsc	34.2.2	uber	1300cba351a978041942ed030e6443ce2038d3b0
com.force.api	force-wsc	35.0.0		9762afe245233062d82cb18503314a3a00891474
com.force.api	force-wsc	35.0.0	uber	b024ca7669a7f8614d5f72238d723d2133bff466
com.force.api	force-wsc	35.1.0		001dbaea8a5a9fd80bd8c058f3d812bfae50f055
com.force.api	force-wsc	35.1.0	uber	980c1f7430649c2acc57673a92d8f2466fc2a0ec
com.force.api	force-wsc	35.1.1		1b9181e32fbc7b8432d7fe19544bb2ff03c9f45f
com.force.api	force-wsc	35.1.1	uber	ede057cd4dcc827c8c07e528f1a49cd4b88d6324
com.force.api	force-wsc	35.2.0		2b2e542f3ce7168280af5838164575ea4008674d
com.force.api	force-wsc	35.2.0	uber	43d1f1d74f11cf445d79df08e7bbae754baf6949
com.force.api	force-wsc	35.2.1		472204ab7d68583aaa212b3f50bbaa9a93647ac4
com.force.api	force-wsc	35.2.1	uber	c2157437a4e38c98627a65a176a0a8856e4fd1b4
com.force.api	force-wsc	35.2.2		c1f8acc930a0bc398f3e2df65d3627cf443e89d1
com.force.api	force-wsc	35.2.2	uber	21c7baa971f06db04ac2c880d602a93a1cdee48d
com.force.api	force-wsc	35.2.3		01badd13226740a4c8e279eeef82338edb47e76a
com.force.api	force-wsc	35.2.3	uber	913599b4825ce8397327f2e02498537acf3f4bc0
com.force.api	force-wsc	35.2.4		fa84f96ac1cd2c3d9c9cc374791d14f97f389d2b
com.force.api	force-wsc	35.2.4	uber	9e94a5f6ae921fb63df53f7c92941f33c1aeecc6
com.force.api	force-wsc	35.2.5		6ffeb184684f31f4528fedf369357b1158f1d73a
com.force.api	force-wsc	35.2.5	uber	fb07f7482cbbcfdb593152afb47cd843483fe07f
com.force.api	force-wsc	35.2.6		226380877c5eec886818783f89e75015672cc69f
com.force.api	force-wsc	35.2.6	uber	5a567ec16f78555f6cdd179a97edb0761f7c0962
com.force.api	force-wsc	35.2.7		e55e3828b2da9159786846539547ab1c1babaad3
com.force.api	force-wsc	35.2.7	uber	e780b2f79d029a48f2d91fb8eb38a4a4ecdb7b97
com.force.api	force-wsc	36.0.0		2d1b36e29ef903c75da14af38f67ade3a8ff3fde
com.force.api	force-wsc	36.0.0	uber	efba34613bec89aacc2544e8366e3de97c80ac45
com.force.api	force-wsc	36.1.0		7a5aa367893896ff1227072eb7eee2dda537566c
com.force.api	force-wsc	36.1.0	uber	e920a7c97347b4ef5ffb1df5295cf10261ee7802
com.force.api	force-wsc	36.1.1		d14fb887a3bd1832d06712bd3c3ea076ab0cf194
com.force.api	force-wsc	36.1.1	uber	ca9d5939504a2c0b43847bf07695dd07e78b9afd
com.force.api	force-wsc	36.2.0		527ef7f73d36f1744c6308c78171c381e51042a6
com.force.api	force-wsc	36.2.0	uber	66920ceae10b4325fa4c0e4b4dff130623fb6c89
com.force.api	force-wsc	36.3.0		a764571a8dfa3cb56dc379c5198c1c037789e665
com.force.api	force-wsc	36.3.0	uber	8a8cc937a0f4498cc4ebd1d0fdb96da33075f843
com.force.api	force-wsc	37.0		d1726c3272649c08c4df9b39f781b30e115b08ce
com.force.api	force-wsc	37.0	uber	42e0e500f79ee6a292c0d2be5b8466965ad37a99
com.force.api	force-wsc	37.0.1		a43fe8a3dfc365c632eb4c86fb6c5b60e9789243
com.force.api	force-wsc	37.0.1	uber	5419e71d50252754c92523c6e78612149bcd88d1
com.force.api	force-wsc	37.0.2		143deee06aa4297297de6c418ae05b2b6cb07b83
com.force.api	force-wsc	37.0.2	uber	41a4c0c2763ab29f0a5af6e51310bd7502b03ec4
com.force.api	force-wsc	37.0.3		a50e549985b7420502c0d49b725d3bae575e9678
com.force.api	force-wsc	37.0.3	uber	e29fc196c33f6ac0b9875f4feabc6cae02d81c04
com.force.api	force-wsc	38.0.0		e73626301efccec32fcf03f1c755d932bdb50a7b
com.force.api	force-wsc	38.0.0	uber	9613f37af15f5bbb22f87e94825f9f5a595eed3e
com.force.api	force-wsc	38.0.1		36e5b7372f510f19f82ef17cbaff25123a40cc6c
com.force.api	force-wsc	38.0.1	uber	7eb55078fd407a937f86f4d1b81fcb22a11a8ec3
com.force.api	force-wsc	38.0.2		6cb124dbb36990a79053da5e4d23d0789019bc7f
com.force.api	force-wsc	38.0.2	uber	347b263e44f38d846ec0dee38e50374b6876965b
com.force.api	force-wsc	38.0.3		600a52b0c96a4e803326f16bb4c1e1c6591c7334
com.force.api	force-wsc	38.0.3	uber	46a710cf64849cca07f02a549dec48816998bfc9
com.force.api	force-wsc	38.0.4		fd8bace4fbcbdf96fbb443a84b51e457336284e0
com.force.api	force-wsc	38.0.4	uber	2e1194000acacf44df78f1b2ff0e03fbbb68a11e
com.force.api	force-wsc	39.0.0		ec6c79223359473d205aa01b2423fd085114dba1
com.force.api	force-wsc	39.0.0	uber	0121c13d580518db95025a59ca1a71e58ddfba86
com.force.api	force-wsc	39.0.1		e43f09f5ada2c3c97c70a8c89c590866774ca425
com.force.api	force-wsc	39.0.1	uber	728418fa372e231dd179b989cadf920410a29ac2
com.force.api	force-wsc	39.0.3		0e588eb54e14e5207e565fe3e07810053e30dd15
com.force.api	force-wsc	39.0.3	uber	1784f92acbbc05caa65316005d71bdcd6fe12ac3
com.force.api	force-wsc	39.0.4		7c65223b94000acaa8813d97cf7ec981bef0794d
com.force.api	force-wsc	39.0.4	uber	53fd2fee10d594f07b6dca8195c0f20ec446d20e
com.force.api	force-wsc	39.0.5		c7452ac3e1ffe13f27b69f0689bf0f3c54e37b9d
com.force.api	force-wsc	39.0.5	uber	c819b34a97193f951cc16570ce6b72f7a7aff58b
com.force.api	force-wsc	40.0.0		33407bddb15b67d77ff953d5d216d7fd5d4346de
com.force.api	force-wsc	40.0.0	uber	224493418089b977974b204b22d51d6ee80581a9
com.force.api	force-wsc	40.1.0		401a6aa761682acfc5af2e7b9730f75701801aeb
com.force.api	force-wsc	40.1.0	uber	a8d2ac5d8f98b4aa95c9a08ecebc1c536d22e128
com.force.api	force-wsc	40.1.1		6063d64aad1ff2448c008c362b38b614f2fdb824
com.force.api	force-wsc	40.1.1	uber	3b1889112bdad6e1e0ca8f76ed6f4dff5a7d2649
com.force.api	force-wsc	41.0.0		9f5390140e6505f239866678e2308c08b7165bba
com.force.api	force-wsc	41.0.0	uber	2f7fbeec17a3d1e1c7068f21844b84d21d1aaf73
com.force.api	force-wsc	42.0.0		aa3b9be15360c421b902a9596d337f6d1ce48a63
com.force.api	force-wsc	42.0.0	uber	873a7878d6b37cf18eb549f6dde79ad67c849e41
com.force.api	force-wsc	43.0.0		b54c1e2534b797ece48b7a48f706b79c2ebe7cbe
com.force.api	force-wsc	43.0.0	uber	017cd229a25052c0c02f8f4c472dcfc551c43ca7
com.force.api	force-wsc	44.0.0		bc4676d22fd47cef99677f1733d3a4d426c53ed8
com.force.api	force-wsc	44.0.0	uber	b317f26fdfdb1a9bf3b730495792f8af2d37a2b7
com.force.api	force-wsc	45.0.0		35ae2e85c1182a8b592de2c51ba2cdcb90ff2baf
com.force.api	force-wsc	45.0.0	uber	fcd34a5d306511393480207ece0bc7e086261514
com.force.api	force-wsc	45.0.1		7871517ff84e3c613e37b5fa0129974e9ead1754
com.force.api	force-wsc	45.0.1	uber	0b856321519862580b258e22b447025d82ed3877
com.force.api	force-wsc	45.1.0		24b6dabb7e013b64f930f7c6254aa2c72a2ce31a
com.force.api	force-wsc	45.1.0	uber	0e880ad99b6adb14f2a98c0b3c7f138635d1bc41
com.force.api	force-wsc	46.0.0		8496caca754380261b0b03c20e2e8525f36676fb
com.force.api	force-wsc	46.0.0	uber	3df8af80a5c7c19f984db5508abf3b940a2ef6d2
com.force.api	force-wsc	46.1.0		bc22e6d55c20ac5b95694d651da97cec50459e33
com.force.api	force-wsc	46.1.0	uber	da1c07e4fae114a179803d7697f46a5316f39305
com.force.api	force-wsc	47.0.0		54e360e4b0d082e456c39a77a6be9c91117a1c3f
com.force.api	force-wsc	47.0.0	uber	7c8e3836b4273c5dc2d71ab7f3608083ebb8c1a0
com.force.api	force-wsc	48.0.0		8815d1d83df3937c28298ae4518fdf298849abdd
com.force.api	force-wsc	48.0.0	uber	b374825738e2e43d8c44421ea2741fdbf75f775b
com.force.api	force-wsc	48.1.0		f4c3cd6693f55c5d023cb4e1e0f45d4aacde8041
com.force.api	force-wsc	48.1.0	uber	8cc83953b840c0642f84bbc00e236a5c99e3904e
com.force.api	force-wsc	49.0.0		7240c26ab5847cf99481d3116dd50641453ff7b4
com.force.api	force-wsc	49.0.0	uber	b862fce355600176114797f338bb1acf60d5a192
com.force.api	force-wsc	49.1.0		5c19b52e27a0d320113ec87ecd85d665c9655749
com.force.api	force-wsc	49.1.0	uber	095a0e3b34f3c1d597ed70db4d73d26e6dfad34d
com.force.api	force-wsc	49.2.0		30e2a4c3a10675d08a57818ad563fa253ead1db3
com.force.api	force-wsc	49.2.0	uber	3dc6ed929715cfc6f571e2c110a2991c4b071418
com.force.api	force-wsc	49.2.1		10ffbf66bb4b491a9699233fe798b26791c8abce
com.force.api	force-wsc	49.2.1	uber	6bf3e6b8f9899cf71acaef3e099368f96523ee6b
com.force.api	force-wsc	49.3.0		5453c2eb9b9280071cc904bd809ad8f124311e36
com.force.api	force-wsc	49.3.0	uber	e6033a6d51c084c264cdbfc5f8f4b31e17e78179
com.force.api	force-wsc	50.0.0		863341b59921f70a05c4628658e9d7d8a0d3e7b5
com.force.api	force-wsc	50.0.0	uber	c714df9e2bd3cc218165b22ccf67f0dc3addc755
com.force.api	force-wsc	51.0.0		8a196c054ca7c1facf5932ff28f8de296d70eed3
com.force.api	force-wsc	51.0.0	uber	ec5118adf5f5e00221ec130c8ce4f45822b0087c
com.force.api	force-wsc	51.1.0		df3b85da780f1d64e650b5aeae0febd058373c30
com.force.api	force-wsc	51.1.0	uber	6a0658ac994875e2e70c32eaf7fbbaa2980da408
com.force.api	force-wsc	51.2.0		cbb88a81d4b529b3058e962a4d774600ef8bf0e5
com.force.api	force-wsc	51.2.0	uber	afa213ba95e71dab8286f142f888045782251583
com.force.api	force-wsc	52.0.0		b8efd25cf94b1e2f90c2349b679e78f51afaba9c
com.force.api	force-wsc	52.0.0	uber	62aca8631ebb208609bcc195a742f3f2312b109c
com.force.api	force-wsc	52.1.0		b4bfca3a3bb99a6a4e1d1e85843e2a3dff1b6be4
com.force.api	force-wsc	52.1.0	uber	20b540688b393818432e9f6315f6e56fc656d743
com.force.api	force-wsc	52.2.0		b1f0b880d096b8c83520e42be4e6c7ae1b1d83e6
com.force.api	force-wsc	52.2.0	uber	90eb567d84fed0fc56f67dac38456eef35a23eca
com.force.api	force-wsc	53.0.0		ada6a300712aef5699d490488e3bc835c31c7a18
com.force.api	force-wsc	53.0.0	uber	4a76a207654cef5fa32943ddc90877d9901800e6
com.force.api	force-wsc	53.1.0		6259c6381359b8416ad0773b98ea8578c36beb2f
com.force.api	force-wsc	53.1.0	uber	be1b8bd3b2f598dbfbeba5362c157adcadf10199
com.force.api	force-wsc	54.0.0		7893f69217bcb5ef4a19fa0352bc89ad8f8fabb7
com.force.api	force-wsc	54.0.0	uber	490c72cd6fefc3b81a545015f0cdf7efb80ab86c
com.force.api	force-wsc	55.0.0		b5bde292c0ee456a8e8c4117af35b9a3a4a391e8
com.force.api	force-wsc	55.0.0	uber	fb3d8c92d1c8bcf80e075b68b26ba83182a7c5cd
com.force.api	force-wsc	55.1.0		5d60986d00fe83a069ed8a5ae8bde411238c540c
com.force.api	force-wsc	55.1.0	uber	3a3730e081f9fe2508fa8ac2687f777cdb071b55
com.force.api	force-wsc	55.2.0		30a09e9b80e249d829fbc6f0dbbbc9f7a20bb2d6
com.force.api	force-wsc	55.2.0	uber	9b4c37568546d3b02b76b036a1a70b372bc9c379
com.force.api	force-wsc	56.0.0		b2b00a38e25b45c5201185e3c204330b2b2cd058
com.force.api	force-wsc	56.0.0	uber	bc7c5f486e82bcf70a6a8d420e75b78b35fd3ba2
com.force.api	force-wsc	56.1.0		12a0edc4d616852a60057196cabd6c79708989f0
com.force.api	force-wsc	56.1.0	uber	a9eec347c88fe3390b5aa03ecfb8772076411e4b
com.force.api	force-wsc	56.2.0		0fba654e762c851c26b68d683f8ca5bd4b2bf791
com.force.api	force-wsc	56.2.0	uber	2358e08ab7b181237fa4a98164d18b0edbe09d98
com.force.api	force-wsc	57.0.0		2c8cbf490faab115ab16c0db2ac2e886f4ade6fa
com.force.api	force-wsc	57.0.0	uber	1d767c619b38aa2121220ac7e4b7c34aa081d7f5
com.force.api	force-wsc	58.0.0		bf6347685f6e76692b71fad02d77549268e55418
com.force.api	force-wsc	58.0.0	uber	b2d70807be3b21a2b0092293b1a4d865de5b8b83
com.force.api	force-wsc	58.1.0		85b26611e800ff611123c4476b2a0ba3e4d812fc
com.force.api	force-wsc	58.1.0	uber	4d890c7ba96217196f6ef762334d0952ac14a4b4
com.force.api	force-wsc	58.2.0		4211da6e99fe49ebca1c1e8a9afaeccbfefa86fb
com.force.api	force-wsc	58.2.0	uber	a729cf707369837e2f549dd282010ff87eb648f6
com.force.api	force-wsc	59.0.0		6e814ef6dcfa5650cddb6bab2b77af2b6b02b6b0
com.force.api	force-wsc	59.0.0	uber	ce93205d25198b567f88e4293585dcfd2a431be7
com.force.api	force-wsc	60.0.0		bc0c4b9a985211b8c6a7f0daf5e88f1663208f23
com.force.api	force-wsc	60.0.0	uber	03962b646437b4f1421a455976bd0b7e212907d5
com.force.api	force-wsc	60.1.0		5017768ad2026bfcb1e277f6db1949b1a1316779
com.force.api	force-wsc	60.1.0	uber	a85167e687b0335387fb45198c506cd696cca4a6
com.force.api	force-wsc	60.1.1		cd0325d12373000463e6116adb3eceb3a4cb553e
com.force.api	force-wsc	60.1.1	uber	c24a295833728fbd760818cc30b497a69d44507c
com.force.api	force-wsc	61.0.0		e2f40ab5d7902345675f40b330290da5119cf1ef
com.force.api	force-wsc	61.0.0	uber	63742ec12266e5c083b5e1ed523d2562a1bc1680
com.force.api	force-wsc	61.1.0		6e0c7891b41954c481d0beff5fbea3be6e0fe436
com.force.api	force-wsc	61.1.0	uber	6d3b5f56a9573fb1f63e630a5b4b34696a5f3a11
com.force.api	force-wsc	62.0.0		b55c60c3d6c6c425f94491848f361ebb7ec9690d
com.force.api	force-wsc	62.0.0	uber	919f2fe077470787ca2acbbc10f101be47ccd018
com.force.api	force-wsc	63.0.0		8d89619267bb04db8a0a3af4180eee45110d2160
com.force.api	force-wsc	63.0.0	uber	b46d17cecd0c4b10cbf7902c70054df5315dab26
com.force.api	force-wsc	64.0.0		6ba741b0605ed3038e3b6352200890c88d4c71af
com.force.api	force-wsc	64.0.0	uber	fa1d778d9409c2ff980856ef60b6e3b0f98ac4b0
com.force.api	force-wsc	64.0.1		24bd801648c55bfa19b2032dfcdb2ca5fea8b109
com.force.api	force-wsc	64.0.1	uber	55af9b1ecc54b7ec7f3031048d6d3bab06779183
com.force.api	force-wsc	64.0.2		df419b9b06bdb1e19229fc94cea60a9d9a576c4b
com.force.api	force-wsc	64.0.2	uber	67f0723472bceb3b30d87dd0e23c6749a4c7e232
com.fresco-kitchenos	kitchenos-client-sdk-kos-network-http	0.0.3		a9d25e989841e86151a13c23ff90b65d5e2ddace
com.fresco-kitchenos	kitchenos-client-sdk-kos-network-http	1.26.0		a9d25e989841e86151a13c23ff90b65d5e2ddace
com.fresco-kitchenos	kitchenos-client-sdk-kos-network-http	1.26.1		a9d25e989841e86151a13c23ff90b65d5e2ddace
com.fresco-kitchenos	kitchenos-client-sdk-kos-network-http	1.27.0		a9d25e989841e86151a13c23ff90b65d5e2ddace
