cn.bingoogolapple	bga-okvolley	1.0.0		N/A
org.apache.camel	camel-test-blueprint	2.10.3		63e763b6785e5f7e8381a162911eaccfd0585316
org.apache.camel	camel-test-blueprint	2.10.4		38390a199b4082d9fdcaa236068f74e5c65e5777
org.apache.camel	camel-test-blueprint	2.10.5		8ff2210c9b439775ae59a1b1e6e35f4b7318b2b0
org.apache.camel	camel-test-blueprint	2.10.6		56580754e6350979b2643380c6275bb1ef125f95
org.apache.camel	camel-test-blueprint	2.10.7		e2c06514b7ad25e35fc04d496f0d8b78191e919b
org.apache.camel	camel-test-blueprint	2.11.0		4e4ea6e32b14f8fab7a44eb8e0ff5aca12a5d0ab
org.apache.camel	camel-test-blueprint	2.11.1		62cdb2d46907e92a65ac0e3d23d6e2b139990dbf
org.apache.camel	camel-test-blueprint	2.11.2		cb6ecd7a16abfcf241b17b92763c1f8b20361e48
org.apache.camel	camel-test-blueprint	2.11.3		065e418d411fe2bd74cb3d2bf75a15b7859072e1
org.apache.camel	camel-test-blueprint	2.11.4		783dbf3983c00b739aa32b48a55c8e3a72c5e2af
org.apache.camel	camel-test-blueprint	2.12.0		c47e2386640fa1e429b0715d79b2afce6fe77aec
org.apache.camel	camel-test-blueprint	2.12.1		d68e486560f64ab15b21dab88c2deb222df5365f
org.apache.camel	camel-test-blueprint	2.12.2		51be8275a3505e8fc957181d1c2774c129d5fa2f
org.apache.camel	camel-test-blueprint	2.12.3		9f9d4330e065ae92da7b246f176b84ce023c2e8a
org.apache.camel	camel-test-blueprint	2.12.4		e1f1413d93c9880ad2dd4993a9d6355d6a96f35b
org.apache.camel	camel-test-blueprint	2.12.5		d4c49879bca5a146ad14b54e81569949033d36bd
org.apache.camel	camel-test-blueprint	2.13.0		1ceae80bbc5eb9fbc954aac93ee80df6aa3dea93
org.apache.camel	camel-test-blueprint	2.13.1		222d8b78a604aca2b5bb579a8da43d3a28acbf5f
org.apache.camel	camel-test-blueprint	2.13.2		9e0ad6a5171464f7600a7df21aa69c057e451239
org.apache.camel	camel-test-blueprint	2.13.3		235f706c90c59a7554a24b5ef4c467a3f5050604
org.apache.camel	camel-test-blueprint	2.13.4		b62dd7f27dbac8bd54b70c55bc2c53e760757bee
org.apache.camel	camel-test-blueprint	2.14.0		3eec145f58aed74376695ce45ed70c9c05caabb4
org.apache.camel	camel-test-blueprint	2.14.1		2fe0c59d2ff51f6cd4478fa85e68ec4a75366862
org.apache.camel	camel-test-blueprint	2.14.2		d77e2254302a2c8302ee1f56f7f05e463d591cf6
org.apache.camel	camel-test-blueprint	2.14.3		109eadace53acb26679a97d277bc4d1187ba3975
org.apache.camel	camel-test-blueprint	2.14.4		840e5136cc97c7311d406f377882b77620302ff5
org.apache.camel	camel-test-blueprint	2.15.0		54d79680627d6506fee43057048a7c7f668912a9
org.apache.camel	camel-test-blueprint	2.15.1		3df56a07da721ec082047cce3a52e12cbdd21cac
org.apache.camel	camel-test-blueprint	2.15.2		7ba0c2346fb8894ba443514bae453d65e44cb074
org.apache.camel	camel-test-blueprint	2.15.3		ba292062e219392ba426df50a9c2bbefe97607c8
org.apache.camel	camel-test-blueprint	2.15.4		225dd542c5d397a865ad3e77aed14f849dc805ea
org.apache.camel	camel-test-blueprint	2.15.5		f1271e402c141764e8232f71d22c0736058cc691
org.apache.camel	camel-test-blueprint	2.15.6		72e5f27c3f74619e740fa42b72d10bf152f6a163
org.apache.camel	camel-test-blueprint	2.16.0		6aa24093374987ce4cbfaf3380808db955696a90
org.apache.camel	camel-test-blueprint	2.16.1		f8fbfdaa7b738ff27529e64b53ac63acd9953cff
org.apache.camel	camel-test-blueprint	2.16.2		6d376b8ddf8783affcf14da436dfe8d006ff5584
org.apache.camel	camel-test-blueprint	2.16.3		633e28b8fb7eb63c134665d1e54642bb82786784
org.apache.camel	camel-test-blueprint	2.16.4		a81523b3389d4ec61bd23b8667d85e802e4ddd00
org.apache.camel	camel-test-blueprint	2.16.5		8432e3b0e7ca535240b4a6d6a8fcafdad8a15e7d
org.apache.camel	camel-test-blueprint	2.17.0		ba0eae10e5661b0f68f15783426829da9e7c13de
org.apache.camel	camel-test-blueprint	2.17.1		d4cf5b8aca8bf9d03599986086517e6603c49c45
org.apache.camel	camel-test-blueprint	2.17.2		aae0c2d95ace85d4b31847a7a76f5a16c5281f9c
org.apache.camel	camel-test-blueprint	2.17.3		ecc21c19d7ce5fb2d701690bc266fb1960e434d2
org.apache.camel	camel-test-blueprint	2.17.4		f1909f72b8961b4e47222d56d502e85090b7382e
org.apache.camel	camel-test-blueprint	2.17.5		00c59e039a8f81db7e301e6480a68ca5a29bb964
org.apache.camel	camel-test-blueprint	2.17.6		61ecdf89b3bdde53d946b38d55e12800b9fe4c1f
org.apache.camel	camel-test-blueprint	2.17.7		542ab4705fbfeeb8d1b0fe31d62206826011dc4f
org.apache.camel	camel-test-blueprint	2.18.0		846744fe85c6dae865d14d0290074276cf0b1af9
org.apache.camel	camel-test-blueprint	2.18.1		3c21e1e4d4ba1395c306b0095a3a17a2b63ad9c2
org.apache.camel	camel-test-blueprint	2.18.2		81cf700ec439551220e61a2f17fa49df20a0cf35
org.apache.camel	camel-test-blueprint	2.18.3		8763a4f1bed4001c95d1c1cf590a1ae33e4346eb
org.apache.camel	camel-test-blueprint	2.18.4		26d59fa4bf6bbf3160e1f5d72ef1f732f61f93df
org.apache.camel	camel-test-blueprint	2.18.5		aa6f871189219fc3e5e373ac7c1f5b3d217ca3ac
org.apache.camel	camel-test-blueprint	2.19.0		5412670732f185a5c6b8882d723bc0c24c6f4fa9
org.apache.camel	camel-test-blueprint	2.19.1		76763a30cbd6d43d5c003a3f27344375a6a431a3
org.apache.camel	camel-test-blueprint	2.19.2		1ad0f7c606b5715a3b010f8099f2647dea97fcfa
org.apache.camel	camel-test-blueprint	2.19.3		632044edf759d912ff927db5b98e65f20e9025a7
org.apache.camel	camel-test-blueprint	2.19.4		5a4dae8ce1b08fcb8afa2eeeb602371a77db2ce7
org.apache.camel	camel-test-blueprint	2.19.5		b473f48318ec61e7d263832e389804159751c1f2
org.apache.camel	camel-test-blueprint	2.20.0		4b418bd1afd138dd9845466bfa0da93403cce46b
org.apache.camel	camel-test-blueprint	2.20.1		3159f952a4cb7f4f8697856f492f0f080b278459
org.apache.camel	camel-test-blueprint	2.20.2		233228db2892c44c3c35b8d3224fbcbe9e476f61
org.apache.camel	camel-test-blueprint	2.20.3		56faacb59f3577162c278ccb587f3598400f4d5e
org.apache.camel	camel-test-blueprint	2.20.4		98b4e1e65ba27a4cd0604e174c79811a2da17706
org.apache.camel	camel-test-blueprint	2.21.0		bbf090b260248973aadc5982a5ceff17a6a8bb66
org.apache.camel	camel-test-blueprint	2.21.1		1f2e36c5285023afa98c684d40fb80475ac7874e
org.apache.camel	camel-test-blueprint	2.21.2		efd520564bef51990bc1ad40e7382c04e1f198d3
org.apache.camel	camel-test-blueprint	2.21.3		48b71a8b42980612b5b13049db3dda76f8749362
org.apache.camel	camel-test-blueprint	2.21.4		648ff835839ef66a998f68188bd3efc77aeb01c8
org.apache.camel	camel-test-blueprint	2.21.5		322944ac9ab828ffeeec01edecd78ea5ee330d58
org.apache.camel	camel-test-blueprint	2.22.0		5c06cf2fdf908c45ab048584f366d04e3e186c54
org.apache.camel	camel-test-blueprint	2.22.1		9e6100795db54503637a1fa45c010919cb9ecf2d
org.apache.camel	camel-test-blueprint	2.22.2		c6fce7cc69ca47380ead8431bad200739590e74b
org.apache.camel	camel-test-blueprint	2.22.3		1fcddc42b603e082df921ad0bfb2290e718e7d7d
org.apache.camel	camel-test-blueprint	2.22.4		b7fceeb349c1b35baab146e54a174809c21637fa
org.apache.camel	camel-test-blueprint	2.22.5		ebfcb95ee5815822400cc394e947c75d79ed5577
org.apache.camel	camel-test-blueprint	2.23.0		2bb2736257621bfdbac164068f0723fcc9ad7955
org.apache.camel	camel-test-blueprint	2.23.1		4a97013e0ab1e5965bab85d616749f8717784689
org.apache.camel	camel-test-blueprint	2.23.2		0cd034cc9523e4b67c8ea03dec14c4c560d778bb
org.apache.camel	camel-test-blueprint	2.23.3		2ad91d60bd00ec9664e900346adaec5a24175c6c
org.apache.camel	camel-test-blueprint	2.23.4		76b3c25b543942ea0fc05897f6040327ecc3bd0d
org.apache.camel	camel-test-blueprint	2.24.0		26903bc3c8f4fd8ab4b6feb68d9a2c06a30abc1a
org.apache.camel	camel-test-blueprint	2.24.1		8872c7a674c550dac860a65c0ad5e6320fad18f7
org.apache.camel	camel-test-blueprint	2.24.2		d226693edbf272a5b4d996e0c5ce803f32cd9aec
org.apache.camel	camel-test-blueprint	2.24.3		4facd6316f630a228de46208e6886f3cc455f4c2
org.apache.camel	camel-test-blueprint	2.25.0		986c449f8e6adcf4fa094c0a6d48a49ac6874365
org.apache.camel	camel-test-blueprint	2.25.1		ae43e76d72d058220c9e8311668fc6410da9ce3e
org.apache.camel	camel-test-blueprint	2.25.2		1cbaf79d7b9740ce37bf98baede5f5d40018e822
org.apache.camel	camel-test-blueprint	2.25.3		b654ae75e32c1aa3604699d2e89007f2886fac67
org.apache.camel	camel-test-blueprint	2.25.4		e5154e6e9e701977d78cf9a45fa71e6227a297e0
org.apache.camel	camel-test-blueprint	3.0.0		413113267e4c62264cdffb06797d26f5a55725a6
org.apache.camel	camel-test-blueprint	3.0.0-M1		5a2d4b4b9013a51f81451212e9c7959e4519497f
org.apache.camel	camel-test-blueprint	3.0.0-M2		0cef3a27d352090937da9b37b927284b00288260
org.apache.camel	camel-test-blueprint	3.0.0-M3		f7cced6403f12622cf255ff32b3dba243acc6db4
org.apache.camel	camel-test-blueprint	3.0.0-M4		21fe3c993ecb9ba7c5b8d443535625471a5069a7
org.apache.camel	camel-test-blueprint	3.0.0-RC1		61256e171475aefd63b8703f86e10e14f33cef6b
org.apache.camel	camel-test-blueprint	3.0.0-RC2		44d6797dc5fe130ed6ea63b4ba4fe68deef002da
org.apache.camel	camel-test-blueprint	3.0.0-RC3		e16234b33b764fa6f76388cded4e832be5c1d81f
org.apache.camel	camel-test-blueprint	3.0.1		2128756ffe3503b6319f4fe68940d5aa6e0abd1e
org.apache.camel	camel-test-blueprint	3.1.0		db7151c1429f546e76f8731d22b82d1fa4535069
org.apache.nifi	nifi-github-bundle	2.0.0		N/A
org.apache.nifi	nifi-github-bundle	2.0.0-M3		N/A
org.apache.nifi	nifi-github-bundle	2.0.0-M4		N/A
org.apache.nifi	nifi-github-bundle	2.1.0		N/A
org.apache.nifi	nifi-github-bundle	2.2.0		N/A
org.apache.nifi	nifi-github-bundle	2.3.0		N/A
org.apache.nifi	nifi-github-bundle	2.4.0		N/A
org.apache.unomi	login-integration-sample	1.2.0-incubating		5dcdc477ac8014076c52d8783b3a43945f1573dd
org.apache.unomi	login-integration-sample	1.3.0-incubating		11bbb0466df5f8b3e0bd3a237fef7ee15f044f56
org.apache.unomi	login-integration-sample	1.4.0		62ca84a718403546730d3558ffad40d35e5cc689
org.apache.unomi	login-integration-sample	1.5.0		6c43b78714737ee04a33852730c37df0654c3f66
org.apache.unomi	login-integration-sample	1.5.1		cc245676932962704715d684abfadfd67bd31fa3
org.apache.unomi	login-integration-sample	1.5.2		dea27d8c9a4b227aa76343a2741552cbce7dead0
org.apache.unomi	login-integration-sample	1.5.3		195d3b40a7ed28dcb3281cb32a12a328ea3fe6a6
org.apache.unomi	login-integration-sample	1.5.4		57bffa594623460b78fa9c19c4652e9bc50ea3cb
org.apache.unomi	login-integration-sample	1.5.5		58c5ee0a14c3950d8ebfdd05069adba881f86f85
org.apache.unomi	login-integration-sample	1.5.6		107a03e45fbfa08c8fe00d2a581ba8d5e3b4abe7
org.apache.unomi	login-integration-sample	1.5.7		0df65d086b900fe51d9e14539cecb9c3b9bf514d
org.apache.unomi	login-integration-sample	1.6.0		76edf28f3aac06870009a9f542ade7fa1f60fe62
org.apache.unomi	login-integration-sample	1.6.1		1c96ab8bb321d1220aa4f1c744bd60a2d572a7ed
org.apache.unomi	login-integration-sample	1.7.0		fcea0fc89815e261080f96c09d24536e4d78ff3f
org.apache.unomi	login-integration-sample	1.7.1		3166a97c8a92a22ce7407145d429621ebaece368
org.apache.unomi	login-integration-sample	1.8.0		7882a69d9bc31419a4007492a88f6653be1da76d
org.apache.unomi	login-integration-sample	1.9.0		d11fb3d8ab77641f37ac6c419ad46694c626bda5
org.apache.unomi	login-integration-sample	1.9.1		ce5be805c40d0c19fef69317ac7837aa8ab7b771
org.apache.unomi	login-integration-sample	2.0.0		fd7200d40a87652acb348e8e2388e8f06b672a31
org.apache.unomi	login-integration-sample	2.1.0		6248800163e5749dc2616714f63f600c0f14d9ba
org.apache.unomi	login-integration-sample	2.2.0		9df1ca43cda9e8b0aa2404c75c6d44c1a98785e1
org.apache.unomi	login-integration-sample	2.3.0		b98a82734a85ab81c27701d19cecaf3606535400
org.apache.unomi	login-integration-sample	2.4.0		e3f3f8c5486a475790e1bc1ea7426ea3fb4b71a0
org.apache.unomi	login-integration-sample	2.5.0		2482738eeaed26c09a5763eeefe4ec62bd1c051c
org.apache.unomi	login-integration-sample	2.6.0		2c3dfa81d379abffd8d8745c056a4d11ec9e070a
org.apache.unomi	login-integration-sample	2.6.1		3b3172805bb7421316fae5095c80ac091c775eb1
org.appdapter	ext.bundle.openconverters	1.1.3		950d2fff3a920878c4f52d65b2dab58f36ff7655
org.appdapter	ext.bundle.openconverters	1.1.4		99562da3db97793595178e2086d4bf91c281aab5
org.appdapter	ext.bundle.openconverters	1.1.5		52e2d3b26a081ba10a6beb77e44e772571aa72cd
org.appdapter	ext.bundle.openconverters	1.1.6		384c9b01088bf6addef7f8f3c03f97ae0133fedf
org.appdapter	ext.bundle.openconverters	1.1.7		f22431d0da918fb83df2c163acad2d1ad449434c
org.appdapter	ext.bundle.openconverters	1.2.0		a77890beaa5eff8e7dfeb9d875e533c43e1e905b
org.appdapter	ext.bundle.openconverters	1.2.2		0e3f5c475eea763041c4376b0007d769522be7cd
org.appdapter	ext.bundle.openconverters	1.2.3		42023cdb92dc859191d5eca1ad656daa1a4c03d6
org.appdapter	ext.bundle.openconverters	1.2.4		78594d5f1b88fbe2624e41c0030e0307d48524e4
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.4		bd704830fb9e22287077f9b770a1185146faa2ae
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.4	jar-with-dependencies	c4c0befcd2820367f69e1827a1b22e99bf527aa5
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.5		abf069af8a4d00d172575458dbd41d3495f621cb
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.5	jar-with-dependencies	5f2a8be191e898c3dc1daf76cc29057b89d3a757
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.6		884e056f24bd8128b646d1e38ec3610fd14980fd
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.6	jar-with-dependencies	2fa499d6b169baa17e4e31237ff94c683e853b30
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.7		8789261950f66b6a8bfe3a5d4ec4777e1124f8ba
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.7	jar-with-dependencies	0db6b35483b0af330305900b5558aedb9a48f362
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.8		7b030385b6d92fa53cfee5df9105a99bfc062ab2
org.beigesoft	beigesoft-accountingoio-ajetty	1.1.8	jar-with-dependencies	24a4d014e6237313c23e2028fa352ae97e5a2d02
org.danbrough.kotlinxtras.binaries	opensslAndroidNativeArm32	1_1_1s		N/A
org.datanucleus	datanucleus-enhancer	1.0.1		611afc4734ca17ed749da6e804d1fc72e655240a
org.datanucleus	datanucleus-enhancer	1.0.2		dd912e64bb63b20853c131763a569e5402abf4a3
org.datanucleus	datanucleus-enhancer	1.0.3		38486744cf2d82635b457e5e646519a4b37696e3
org.datanucleus	datanucleus-enhancer	1.0.4		a85139a1f2a50f53da7bbacfea98d4edd10b9499
org.datanucleus	datanucleus-enhancer	1.1.0		7f8d70c305c122f46a6699c1d6c11c0df743a2be
org.datanucleus	datanucleus-enhancer	1.1.0.m1		ce9cb8835d1bd3d1df6e1078f3481cf84d5fb69a
org.datanucleus	datanucleus-enhancer	1.1.0.m2		794bc6a958045f75b01b6ed91bf5159c0e7851dd
org.datanucleus	datanucleus-enhancer	1.1.1		f15536439c0bc8f5c7d9e7a451e2757d8a616bbb
org.datanucleus	datanucleus-enhancer	1.1.2		54791474a045f3547b2482219f4e271413df9460
org.datanucleus	datanucleus-enhancer	1.1.3		0c763966dcfe6d5d4b28c2f07f442bffc391f1ac
org.datanucleus	datanucleus-enhancer	1.1.4		f4a1bca65c6ada13ca00babc0f05ed4e15114c7e
org.datanucleus	datanucleus-enhancer	2.0.0-m2		2520440d168c6048058d18646207857db8fbeb5a
org.datanucleus	datanucleus-enhancer	2.0.0-m3		3cfcfe24aacf45746fe2e788a905691fa7534dfc
org.datanucleus	datanucleus-enhancer	2.0.0-m4		c526cfb353d52c730c0a137079b25f17d8ba927d
org.datanucleus	datanucleus-enhancer	2.0.0-release		7ffa703b92e4c3b3019121c6346334492cf51f72
org.datanucleus	datanucleus-enhancer	2.0.0.m1		2050e64ab1884d4052eede1b933de112b1a9b977
org.datanucleus	datanucleus-enhancer	2.0.1		468315eae2e270790f81189df9c696434007e3b3
org.datanucleus	datanucleus-enhancer	2.0.2		a1ca0fc13b355ab63085feb1302591b80dc579b0
org.datanucleus	datanucleus-enhancer	2.0.3		467af0b147ddaae35e2ca218639e0ad9ea80bef5
org.datanucleus	datanucleus-enhancer	2.1.0-release		18fe00d8b06f0bd5eaa23229046f70f60bea26d7
org.datanucleus	datanucleus-enhancer	2.1.1		c4303a36d206e509b13a5b5d0817a7f0efdd7fa0
org.datanucleus	datanucleus-enhancer	2.1.2		a757a94e4370a915a6a852628f3b5c8198469f53
org.datanucleus	datanucleus-enhancer	2.1.3		3b5738369b3b7e6b216d59ece850ac4bb40ab648
org.datanucleus	datanucleus-enhancer	3.0.0-m1		71419ed48e7606da2006eb58d41ca1b6e85da584
org.datanucleus	datanucleus-enhancer	3.0.0-m2		6c9a2c43e28e87e06e3b4b4e78ebae2effb04762
org.datanucleus	datanucleus-enhancer	3.0.0-m3		47b25e6225fea7fac4ff48996384f3138f3cda8f
org.datanucleus	datanucleus-enhancer	3.0.0-m4		7306c24d0fc1ea8b0933db075a52a160f6725f6a
org.datanucleus	datanucleus-enhancer	3.0.0-m5		6bffd6774d138598be48a268a068b9debbf14cbc
org.datanucleus	datanucleus-enhancer	3.0.0-m6		acef7c1e967374ed08d755d9823766d54415eefa
org.datanucleus	datanucleus-enhancer	3.0.0-release		6badf17c4cf1a247de8b74680e6eb3dd7187a9ab
org.datanucleus	datanucleus-enhancer	3.0.1		7384767016fa9576867b7c0d637e56b775d0fccc
org.datanucleus	datanucleus-enhancer	3.1.0-m1		1c11c142c7619234c66094eda46874b23b51c816
org.datanucleus	datanucleus-enhancer	3.1.0-m2		cd05c857250e5c500bede244d1476794c20758ce
org.datanucleus	datanucleus-enhancer	3.1.0-release		2a5073c0b5e438ad9d111ac2295c98cd9090ab0a
org.datanucleus	datanucleus-enhancer	3.1.1		b141c67d55cc19f14639f091b84e692e2198dc50
org.dromara.jpom.plugins	webhook	2.10.40		ef912ba9e6cac4fa5a781823a772ed0203698a16
org.dromara.jpom.plugins	webhook	2.10.40.4		f22f0ff94e65f6751f832128b6a516cb27252395
org.dromara.jpom.plugins	webhook	2.10.40.5		2b632f2b460c4fe944431605d34954ea64ac8823
org.dromara.jpom.plugins	webhook	2.10.40.6		69a10b9ee99e0519c6e7997cebe01eb91727ec46
org.dromara.jpom.plugins	webhook	2.10.40.7		0756b0d437a705fb4cf4f69dc9e8c1691e6ee316
org.dromara.jpom.plugins	webhook	2.10.41		386a4e281308736860ccded435d804f9b803b0ca
org.dromara.jpom.plugins	webhook	2.10.41.1		b3066da690760d89ab1d875dc3163dad9b84e595
org.dromara.jpom.plugins	webhook	2.10.41.2		5d18c69d82eec2920765c5571b719ce0cac09a4b
org.dromara.jpom.plugins	webhook	2.10.41.3		f6f7595e025d9947204de32312223ea8df4f85eb
org.dromara.jpom.plugins	webhook	2.10.42		9b7be64da8c0037e3c3178359650bafad1871e95
org.dromara.jpom.plugins	webhook	2.10.42.1		700946253b9c5ea2f8fcf458559887cb03bc4023
org.dromara.jpom.plugins	webhook	2.10.42.2		71f2a94d75065eec31027c823325cd789aa4d924
org.dromara.jpom.plugins	webhook	2.10.42.3		9aaf00e99dd8a75f876513ccec274b26d43affc5
org.dromara.jpom.plugins	webhook	2.10.42.4		519e0364122361b80150d9829887f3fd1e78cd85
org.dromara.jpom.plugins	webhook	2.10.42.5		ac16b0a7944243c7e3e12082532ab72cc6489d29
org.dromara.jpom.plugins	webhook	2.10.42.6		c0a7a3625f515939d3b4f57d31af23a0b4fcbe39
org.dromara.jpom.plugins	webhook	2.10.43		32c4c2496be5defe8f79dd6e0b6c70b3f1bd9eb1
org.dromara.jpom.plugins	webhook	2.10.44		0ba6abeabc4b29c745ca55eb7c0d4f3b3ca45047
org.dromara.jpom.plugins	webhook	2.10.44.1		73f59a6eed27a70cb89b6f05556212a1ef0b87fb
org.dromara.jpom.plugins	webhook	2.10.44.2		d878d678047e723548e0eee83a1cbb2da3dd1249
org.dromara.jpom.plugins	webhook	2.10.44.3		9330035f5dbd20542ec2a094987ae11ecf5e32c9
org.dromara.jpom.plugins	webhook	2.10.44.4		5b2cdbf303e5feb4a3940470c04539243855d0eb
org.dromara.jpom.plugins	webhook	2.10.45		3f24987412d456cf9c027f60e83e8195f700906e
org.dromara.jpom.plugins	webhook	2.10.45.1		6963eb5d7e0882c4d745447fad957d45de9bc7cc
org.dromara.jpom.plugins	webhook	2.10.45.2		14fb966638144e087ffe79c92c3de9f0aad443c3
org.dromara.jpom.plugins	webhook	2.10.45.3		b600fbd221da9f0c0e31bbcac5511eb4045bb3d3
org.dromara.jpom.plugins	webhook	2.10.46		dce1681eb5b17f06437caac614b910728b8a37bb
org.dromara.jpom.plugins	webhook	2.10.46.1		7ea5e71c86adf0df4ae4e0d2c6c113109d4089cc
org.dromara.jpom.plugins	webhook	2.10.46.2		193d944b9d26bc6a25d600428da04a159f06ed9e
org.dromara.jpom.plugins	webhook	2.10.47		ab257550cdb3977beda94aa94080bc05a858ff9e
org.dromara.jpom.plugins	webhook	2.10.47.1		9d56b11e4ecbe30fb02f3e34de0ae5e5a034dfa2
org.dromara.jpom.plugins	webhook	2.10.47.2		41196d6082badf66af379e20899fe9a98d60a8ce
org.dromara.jpom.plugins	webhook	2.10.47.3		6519af0868a81f762181575961b3a5fd11e5ce89
org.dromara.jpom.plugins	webhook	2.10.47.5		694c4cd87eb96967a028905299d8f72d73170c84
org.dromara.jpom.plugins	webhook	2.10.47.6		db0268101afd8ecdbfc6b52dbb4354a590b91ae8
org.dromara.jpom.plugins	webhook	2.10.47.7		193fb619594dc566c4e218b9f1d628200542bb25
org.dromara.jpom.plugins	webhook	2.11.0.12		b58b8816eee30cbd10b22bd146675eb28a2a4797
org.dromara.jpom.plugins	webhook	2.11.0.5		7993ddfcff4865d0d72320717cbc351da661a7e4
org.dromara.jpom.plugins	webhook	2.11.11		d52e0439baa27e1541c8c928f8217f708e9d668f
org.dromara.jpom.plugins	webhook	2.11.3		b00f7e997f3528bed19cc57fb9a6dee4c8c0fda1
org.dromara.jpom.plugins	webhook	2.11.4		df246944c943d5ca498c78e4284fb4424244a39f
org.dromara.jpom.plugins	webhook	2.11.6		62e11e26ac88c0cb06ac32435666aefde26d846c
org.dromara.jpom.plugins	webhook	2.11.7		2c318733aa4e720a2b7444f7d1c2cd0f86ca30f7
org.dromara.jpom.plugins	webhook	2.11.8		b03c4ce90f97a3a24a4b725088f9f00607dd122d
org.dromara.jpom.plugins	webhook	2.11.9		9c886672bd6498cb4bec02dc4ddb069f94b6c2a2
org.eclipse.che.sample	che-menu-assembly-parent	6.10.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.11.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.12.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.13.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.14.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.15.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.16.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.17.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.18.0		N/A
org.eclipse.che.sample	che-menu-assembly-parent	6.19.0		N/A
org.eclipse.lmos	arc-ollama-client	0.1.0		ff0fc9464209ca9aaddb5dd9fc6bb44b3bbb0011
org.eclipse.lmos	arc-ollama-client	0.121.0		0554e2aa6e4bdfb373ecec0e4a703a26691c6c46
org.eclipse.lmos	arc-ollama-client	0.122.0		d669830aa9ae7c96e0fe15c36192892b19e5b598
org.eclipse.lmos	arc-ollama-client	0.122.0-M1		30001d47a3f87aeb37bb05a6516a0174cbe54044
org.eclipse.lmos	arc-ollama-client	0.122.0-M2		a99dd3c0e6a9b02a47072450036df3148f4a1296
org.eclipse.lmos	arc-ollama-client	0.122.0-M3		1cd1e95334f7bd17e28ce00a9d105e394bf71b99
org.eclipse.rdf4j	rdf4j-spring	4.0.0		2eff2731d679298fdb69a2bba703f846797b4f9a
org.eclipse.rdf4j	rdf4j-spring	4.0.0-M1		7ad374c62b00f9557cfabeaee3730a8f506a35d1
org.eclipse.rdf4j	rdf4j-spring	4.0.0-M2		d0e53702b73a6d9ac122609c7f6de975895b8fd4
org.eclipse.rdf4j	rdf4j-spring	4.0.0-M3		69e631b832d6877bf022f4f8ef43999c6dada30d
org.eclipse.rdf4j	rdf4j-spring	4.0.1		9a8c1062dacaa3890af4e608f9c8ad3cffd3aee3
org.eclipse.rdf4j	rdf4j-spring	4.0.2		ec0079c3e20094e11cc6646e75e62249613512da
org.eclipse.rdf4j	rdf4j-spring	4.0.3		6b9117b64214a713dd385cd781986577455a19d0
org.eclipse.rdf4j	rdf4j-spring	4.0.4		71b1e0d277c4017fe0293ca829ca69b0449d2d0d
org.eclipse.rdf4j	rdf4j-spring	4.0.5		9c5f2170debbc565f53abbea6e8999a7b1ddf579
org.eclipse.rdf4j	rdf4j-spring	4.1.0		73a7a050bef88a165e4d9168fca382889515306e
org.eclipse.rdf4j	rdf4j-spring	4.1.0-M1		be48299000e3f5f8b0e83c1715f181077929b2c0
org.eclipse.rdf4j	rdf4j-spring	4.1.1		6a8a9aa05e3f0e6a8b8168477d5813a656330a42
org.eclipse.rdf4j	rdf4j-spring	4.1.2		fb291b4aeee5128038f8cb25b952e7685d49a067
org.eclipse.rdf4j	rdf4j-spring	4.1.3		db069b1550ab763771f3d0eed648f8d07b47d4cc
org.eclipse.rdf4j	rdf4j-spring	4.2.0		7541d8840362922986655ec8170c96e167860e16
org.eclipse.rdf4j	rdf4j-spring	4.2.1		85c8fd02963a6c8bd7d341312656e7928bd0d216
org.eclipse.rdf4j	rdf4j-spring	4.2.2		458d0639861a6a5cde4f19a7f3c94f8dc3acea20
org.eclipse.rdf4j	rdf4j-spring	4.2.3		4eab336eb634aab7343b5cd657419b22d229ad27
org.eclipse.rdf4j	rdf4j-spring	4.2.4		88d1a8fc5785e76a8edb749acc36e4e032562d61
org.eclipse.rdf4j	rdf4j-spring	4.3.0		300878c093aab10266698d3d42949363086c6f57
org.eclipse.rdf4j	rdf4j-spring	4.3.0-M1		547dfe8e3f5ff534220794f8fe0f0e56aab674af
org.eclipse.rdf4j	rdf4j-spring	4.3.0-M2		d6fef2cb3ec1b765a4cf49ed7da9f363c9bcdd92
