africa.shuwari	version-zio-prelude_native0.5_3	0.5.0		265f4efeabe0ba0fad4cba7c52e11c063fbc069c
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.13		6f039fcb0c354d29c032f9bde7e1f86dc0e270e6
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.14		082f8812b29628c05fe04d13a96f76ba7c859eb4
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.15		236e5682876f8fb2391fb12b3c5de3faeee68163
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.2		a2d62b34f876c1381509c52e536f13732cf65907
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.3		309164914dfbc48a2f5197a45104176c4eac928a
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.4		ec4664a0e5ad523aadc9fb845d2358a27c62df52
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.5		279f43585f4bbdb468a29ecab4c50f3221303132
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.6		ee37499c99a5c1b6f8ef899b303fd1843b614c42
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.7		e2193b2bfb9f130edcb6cdb0ce989f6c28bd959c
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.8		395cce6db2195c33d6d45ea050af3f3dddf24b19
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.2.9		b23cffb8ad50675510b4d81e3cc110ee77f66a20
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.3.0		2bf631b7bfcf00ac3575fec4e48e512b9c09bdf6
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.3.1		f41aa0330b07802160c644a0979608f0b2c84231
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.3.2		73a5ebf30810625eefedd4932c5854cb8b997f80
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.3.3		e4ddd7ee847415d3259c14e0f92c8f10c33674fe
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.0		7267fab5a83bdaab0a33478c3b49e0fd3f85ddd5
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.1		2ec4185a448bd7aeeb6cda9b0eea96a9e07be83d
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.10		95fef9515a88c0e3fc7ba5f4687cc826d18fab8b
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.11		6b32c97756392403b64d3dc484564ad55979b02a
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.12		b040e3f5a0ef4ce4c4f5d703512c7fc6e8d2c62a
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.13		49442cfdd1a4241ad73cac3b64937c201c1d7918
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.14		98f9a76dd77155b3f28b6a05b5847a78437ff367
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.16		c3cd67793330cb01806c603bb5504133b436089e
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.17		9835d57b2d992e7997dd8a104c713b17125427e3
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.18		21fbd576ffecafffe8e304584cd993ddd8ce8d58
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.19		5e50fc7bf3675c46995a0125c03af818cb2d720e
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.2		129cfd32f6122a651e498f851e042dde7d611941
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.3		be81c22459873fc4f6189c3803a9935a441d10b1
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.4		145e17091620d6734a3c9e117ea5c6ffea0ded77
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.5		21d07a1a4b0b88dd6c4b0359848905c799fdc16b
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.6		6301015e0563f6af1337bc6ed0c50472365b31fd
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.7		af8340c66d8a1a4f86cee7160738e6dd4027ff06
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.8		eaa70057583b7ae359fc016afcc5aa898747c3ef
au.com.dius	pact-jvm-provider-sbt_2.10_0.13	2.4.9		d8569985657f16276f10aa6e40e16f7007b77d31
biz.aQute.bnd	bnd	2.1.0		6f15fd39ebab36ccb93bb910169be2e3254e6937
biz.aQute.bnd	bnd	2.2.0		cebeb2d2e7ed42c3cc0ec50aedf24545cf1dd811
biz.aQute.bnd	bnd	2.3.0		c0dcfcfe9ba49a4a485f54ef2ccb02400e7f7313
biz.aQute.bnd	bnd	2.4.0		3ab5ada7f0987d31237eb2a52b5c1191eb500716
cloud.gouyiba	mybatis-max	1.0.3-RELEASE		N/A
cloud.gouyiba	mybatis-max	1.0.4-RELEASE		N/A
cloud.gouyiba	mybatis-max	1.0.5-RELEASE		N/A
club.zhcs	lina-apm	2.7.10		1d15ec9d0fff663cf9290eae6b60d87a3b74a2d2
club.zhcs	lina-apm	2.7.11		5ac909c16a75b813fde75d6edc762e586ec68a46
club.zhcs	lina-apm	2.7.12		95976e286148562555005b848a18ee2188d198b5
club.zhcs	lina-apm	2.7.13		30a6e270399502a06e3b3ac9cf316ca5b218569d
club.zhcs	lina-apm	2.7.14		1d18ada395eed17f390d3f36c06e55a03a236d27
club.zhcs	lina-apm	2.7.18		3bf7363cc6ef942c5ee48d8b98dc25a074f3462a
club.zhcs	lina-apm	2.7.18-20241208		6c70c8527aba19995fa8e5429ab256a548107685
club.zhcs	lina-apm	2.7.18.20240722		026a5308fd6a55b04ad93e725003aa4dddebb113
club.zhcs	lina-apm	2.7.18.20240723		31ba329a1d1dba2a3b10da6650dabee4ca12a580
club.zhcs	lina-apm	2.7.18.20240724		92c2d79fc938fb74c165a204a067bea6bff9359d
club.zhcs	lina-apm	2.7.18.20240726		3a3cddb4b36ab35b9b86699f2758f3b476cd9acd
club.zhcs	lina-apm	2.7.18.20240727		e3a3e723b4cc45ec0c1451224d495720680073f4
club.zhcs	lina-apm	2.7.18.20240729		49f309a72e3980a8a1a3be31c40bd056dd35c5af
club.zhcs	lina-apm	2.7.18.20240801		cc210e50e373ea787e4413a11f3b14a4e3e86b6f
club.zhcs	lina-apm	2.7.18.20240815		1b400f727f5846c191b5233a099a6b81203293f3
club.zhcs	lina-apm	3.1.0		be98eb8147bfd070c3bb0bd9568099401ea73578
club.zhcs	lina-apm	3.1.1		6dc2b3327f47a7c851a25cff2ceb34c95ada5760
club.zhcs	lina-apm	3.1.2		509550975aa8e8c50f792610a25150512bc5d3c1
club.zhcs	lina-apm	3.3.1		89fc4b2931f38db3d0f6a003af9c07468f4e1f97
club.zhcs	lina-apm	3.3.2		8a98d1f6924d4f999fe574ae411c7f1916a07f4b
club.zhcs	lina-apm	3.3.3		7d2d5f638693ed165ffa4afdaf0c5eaa56ad889d
club.zhcs	lina-apm	3.3.4		a24379efca3b3892cea4ffbe82242dbc38024f63
club.zhcs	lina-apm	3.3.5		36a1e016a39f2dc9e57b134510ddfc0f9058a5fe
club.zhcs	lina-apm	3.3.6		d819229235faee6f7b21318724e2587ba1a90c33
club.zhcs	lina-apm	3.4.0		df2d7654c8d320485886d88f9a41132ef9d66489
co.zsmb	rainbow-cake-core	0.3.0		N/A
co.zsmb	rainbow-cake-core	0.4.0		N/A
co.zsmb	rainbow-cake-core	0.4.1		N/A
co.zsmb	rainbow-cake-core	0.4.2		N/A
co.zsmb	rainbow-cake-core	0.4.3		N/A
co.zsmb	rainbow-cake-core	0.4.4		N/A
co.zsmb	rainbow-cake-core	0.5.0		N/A
co.zsmb	rainbow-cake-core	0.6.0		N/A
co.zsmb	rainbow-cake-core	0.7.0		N/A
co.zsmb	rainbow-cake-core	1.0.0		N/A
co.zsmb	rainbow-cake-core	1.1.0		N/A
co.zsmb	rainbow-cake-core	1.2.0		N/A
co.zsmb	rainbow-cake-core	1.3.0		N/A
co.zsmb	rainbow-cake-core	1.4.0		N/A
co.zsmb	rainbow-cake-core	1.5.0		N/A
co.zsmb	rainbow-cake-core	1.6.0		N/A
com.adobe.livecycle.dsc	com.adobe.livecycle.dsc.clientsdk	3.0.4		3f324cfe1f0beaeaf059cf2f7e539781051c3d10
com.adobe.livecycle.dsc	com.adobe.livecycle.dsc.clientsdk	6.2		f9aef57985b4db1e372525c48539a89c2b92f9e7
com.adobe.livecycle.dsc	com.adobe.livecycle.dsc.clientsdk	6.3.0		fe7f861565796badd8ec35b25946e40295d79a6b
com.baremaps	baremaps-editor	0.5.10		de98ec161c43d37816990d5a63bf01b3f3fb81a0
com.baremaps	baremaps-editor	0.5.12		929d4ae0394d751e7853683aa2f773c010445863
com.baremaps	baremaps-editor	0.5.13		21789de7ff968f299f184e77972b3b868297f651
com.baremaps	baremaps-editor	0.5.2		64be1e368cfcf78e89d52914553aa239dad60127
com.baremaps	baremaps-editor	0.5.3		d97a5046cf7162801de0401d9f1767d5622f1691
com.baremaps	baremaps-editor	0.5.4		086a4e5e6674fa999ad865a68dffc723e8b26cce
com.baremaps	baremaps-editor	0.5.6		b908de0109e1ad866afadb6b716fd874c7a8583b
com.baremaps	baremaps-editor	0.5.7		82cec8c1480540f717b4866cdfb590cbf1a5a62a
com.baremaps	baremaps-editor	0.5.8		bf056005dad23fd0da4aae4ba3aecb81a61364b8
com.blackducksoftware.integration	hub-gradle-plugin	2.0.11		51995b910b0efe1ba3b7afb3073779252e3d993d
com.blackducksoftware.integration	hub-gradle-plugin	2.0.12		4235da190b3ddfe73aa1ff9fcacdd3d4ceb2f8a2
com.blackducksoftware.integration	hub-gradle-plugin	2.0.5		ab7aa61c10d45c4598fd2da82ba9b8d3a67e12f9
com.blackducksoftware.integration	hub-gradle-plugin	2.0.6		adfe3c38e68589c57bfb9ef7206ff04316012cea
com.blackducksoftware.integration	hub-gradle-plugin	2.0.7		6e29035a936e58793eb583943cee0cad219d3fa7
com.blackducksoftware.integration	hub-gradle-plugin	2.0.8		666f6b98b92a67c3de8912f4e4ed1bf8d8af4770
com.blackducksoftware.integration	hub-gradle-plugin	2.0.9		688138952cb33fb9ba02f8bedee5f8b0beaf8e36
com.blackducksoftware.integration	hub-gradle-plugin	2.1.0		2a5a4002b0ba0e5c0eb4858a7c0ef7cd80f00295
com.blackducksoftware.integration	hub-gradle-plugin	3.0.0		1698efa2868d2a2807c841b3eaed01da81aae4ea
com.blackducksoftware.integration	hub-gradle-plugin	3.1.0		d6005f3fb3df209c079e1942564c40d86d112ea7
com.blackducksoftware.integration	hub-gradle-plugin	3.2.0		fdc6b01994dd229adcb93b3c291afc24bd09b81b
com.blackducksoftware.integration	hub-gradle-plugin	3.3.0		ea7ae665a1eb0d4cac6332dd1f61b2fd1a141a4e
com.blackducksoftware.integration	hub-gradle-plugin	3.4.0		5918722ffbb12b7f160bc5bbb3523b3173cd9030
com.blackducksoftware.integration	hub-gradle-plugin	3.4.1		8ea0384fe1374b6db98292d56ca9ed8a50fb4951
com.blackducksoftware.integration	hub-gradle-plugin	4.0.0		35d2024812056534a4665ad505c8a53e9d95f2be
com.blackducksoftware.integration	hub-gradle-plugin	5.0.0		33b2c7e05bd38bca89cda151c8a72279ca1db148
com.blackducksoftware.integration	hub-gradle-plugin	5.0.1		b20a8f16e59957daf9119bdc02874535ad881a91
com.blackducksoftware.integration	hub-gradle-plugin	5.0.2		ff8c72004b595b0887232f9f91068572e94a0427
com.confluex	confluex-mock-http	0.1.0		12492b15f7410a5582c06437a1534a2364fe0d7d
com.confluex	confluex-mock-http	0.2.0		a32147ca6e58b284c4f90e756246c9577d2d735d
com.confluex	confluex-mock-http	0.3.0		7e240bac554092a11017f7849270f5408f7396dc
com.confluex	confluex-mock-http	0.4.0		ab5418f9110566d55325f5930a1dbdb591cd0993
com.confluex	confluex-mock-http	0.4.1		ab6e446a9889b1d59d9d28be1e69c7c98b876c29
com.confluex	confluex-mock-http	0.4.2		96fd2cdc2772729a585930dc94e8ff4f630701a8
com.confluex	confluex-mock-http	0.4.3		8bb3d4d4876cac1a0fe537870baae8a62cacc55f
com.disneystreaming.smithy	aws-redshift-data-spec	2023.02.09		05d608fee87c1dbffe9bdf56a95f980dc58d37c4
com.disneystreaming.smithy	aws-redshift-data-spec	2023.02.10		c6579b470be2d9ef08310f1a58f24b56e74e92e9
com.disneystreaming.smithy	aws-redshift-data-spec	2023.09.22		f0ef2490dd87054e7b221c6a53f7d1ad8eec9894
com.disneystreaming.smithy	aws-redshift-data-spec	2023.14.24		c729e7ec22871f3616423265d93f97786956e9c4
com.disneystreaming.smithy	aws-redshift-data-spec	2023.22.04		8f1bf44ee55f038134c69323196a6d165a272664
com.disneystreaming.smithy	aws-redshift-data-spec	2023.22.13		236fce2529a56de6a252bc508d454eccb50c2cda
com.disneystreaming.smithy	aws-redshift-data-spec	2023.23.06		5b67f302069b00c12ebd4fb56b666ee466f836e7
com.disneystreaming.smithy	aws-redshift-data-spec	2023.23.30		66f2c9d8dac9e89195be424515175c392609cb94
com.disneystreaming.smithy	aws-redshift-data-spec	2025.03.31		589cab03386875e1d0b82f9460edb9e25e4e8d50
com.disneystreaming.smithy	aws-redshift-data-spec	2025.04.08		61dcbb32c5d6bf0bbcd6dd47fced38df349b304d
com.eeeffff.limiter	ip-limiter-dashboard	1.1.3		0b6f00c8e2089ce47d438b79053c69a3dd7280c2
com.ethlo	krasa-jaxb-tools	2.2.1		7c781fac5d6bcbbf2ae417e86e45b12a66beaa6c
com.gitee.chinasoft_ohos	datetimepicker	1.0.0		N/A
com.gitee.karys	gen	1.0.1.RELEASE		70b1b4b2740b1e66b5797c201fcea89eeb4afad0
com.gitee.karys	gen	1.0.2.RELEASE		ba7e13547727f3f1747082ed6e8baa2085967584
com.gitee.karys	gen	1.0.3.RELEASE		4a673d96df6e41c66a727592e64113e498d7740d
com.gitee.karys	gen	1.0.5.RELEASE		d0064b6c8f3413fc23a5a983b779cc802024247d
com.gitee.karys	gen	1.0.6.RELEASE		c7fc953d9643adac1e314b8b890650aad056dbc2
com.gitee.karys	gen	1.0.7.RELEASE		e4931d1f7d85e26cc54c45c32115f433ce30e02f
com.gitee.karys	gen	1.0.8.RELEASE		478113534ab8abe3207addcedc9efbc7672bd1d7
com.github.martinhaeusler	org.chronos.common	0.5.4		77f519729b7598e1f40463c80c64d21e1f65d558
com.github.martinhaeusler	org.chronos.common	0.5.7		87f09528a689386d036a59bcc026ce828613e1b7
com.github.martinhaeusler	org.chronos.common	0.7.3		982f8b22b4de0010e0948269993d67cf7fb01fa3
com.github.martinhaeusler	org.chronos.common	0.9.1		0bc1339e8e233bb5671a7e9b17dc5508784b5808
com.github.martinhaeusler	org.chronos.common	1.0.0		b15b0ce10ff570f9ced040c98e789dc10b505a1e
com.github.microwww	rpc-bitcoin	0.1.0		af9f34412a49887817a49dd34de9c430ba076a55
com.github.mlangc	zio-interop-log4j2_2.12	0.1.0		4dbdc3dd5bd9cf050160a0b2e5a731192337b9dd
com.github.mlangc	zio-interop-log4j2_2.12	0.2.0		446d0392b9cca31af2032a41c77cd9bda3d16f63
com.github.mlangc	zio-interop-log4j2_2.12	0.3.0		6c1c5025afdf70bedb1602d10672968f0b71827f
com.github.mlangc	zio-interop-log4j2_2.12	1.0.0		6a814bd526f6aa80cd4f109050245e4ddbe8d7c4
com.github.mlangc	zio-interop-log4j2_2.12	1.0.0-RC20		0a567209b301c333067adb6e3b7f7e0c561332b4
com.github.mlangc	zio-interop-log4j2_2.12	1.0.0-RC21		294cedcbbd526dd74e08ef4550e9afc242af3fa6
com.github.mlangc	zio-interop-log4j2_2.12	1.0.1		62cb05d369da42474083e746a541e98225d3bd73
com.github.ptgoetz	flux-wrappers	0.1.3		47d0a32addea459301572b575402857af23a2fe6
com.github.ptgoetz	flux-wrappers	0.2.0		25c5c4058b3539a9cfba39c51835af767adab4a2
com.github.ptgoetz	flux-wrappers	0.2.1		da5362e9caff7a2eaf5120c740d591e9d7772e00
com.github.ptgoetz	flux-wrappers	0.2.2		a37b0cb97e688182bc58206dc4c36a75784479a7
com.github.ptgoetz	flux-wrappers	0.3.0		daf01e9b9ec095bed0cf02afc73bd936da7b4727
com.github.readyou	weixin-java-pay	3.4.1		c707dd4d26eb71a8a6b9005a5deea229445e7b63
com.ibm.mq	mq-jms-spring-boot-starter	0.0.2		f16c1864f1ae8530393a7e28abe562b4e161f350
com.ibm.mq	mq-jms-spring-boot-starter	0.0.3		93f440a8311e5e2fb583250d5c77458d93df9658
com.ibm.mq	mq-jms-spring-boot-starter	0.0.4		0b8fbee2c1f4d95ace9fc0e1f2f76247f6370f83
com.ibm.mq	mq-jms-spring-boot-starter	0.3.0-M3		ec120abd3cb65576e618f100c20036dcd76c3927
com.ibm.mq	mq-jms-spring-boot-starter	0.3.0-M4		6eaa4e443d8179b214c1d161d399bf980b3033ab
com.ibm.mq	mq-jms-spring-boot-starter	0.3.0-M5		b91926817a75867a139f1729afb4f0842ddb207b
com.ibm.mq	mq-jms-spring-boot-starter	0.3.0-RC1		8cfd416b1afda94464928f469cf24128b8fce208
com.ibm.mq	mq-jms-spring-boot-starter	2.0.0		664d7b6f2404c6a216766aef71839bcaed7283c8
com.ibm.mq	mq-jms-spring-boot-starter	2.0.1		e74f6d096eed7f0b0b9d3352fd47d80dae1d77d4
com.ibm.mq	mq-jms-spring-boot-starter	2.0.5		e6bc69dba2bca53a4ff2d817cf4bdc4eb1c3761a
com.ibm.mq	mq-jms-spring-boot-starter	2.0.6		734346f18db633d1da8a1014154452d801fc4b04
com.ibm.mq	mq-jms-spring-boot-starter	2.0.7		0e496ff471cbfe9c352b69dbc1cdd90e232656da
com.ibm.mq	mq-jms-spring-boot-starter	2.0.8		edefd38f3c7114cc1831318d042e54b2e9668227
com.ibm.mq	mq-jms-spring-boot-starter	2.0.9		6760d6e5836d86fadd05a6f371baf6ed5b07739a
com.ibm.mq	mq-jms-spring-boot-starter	2.1.0		c8da97cbde271f19e39a774b49b992d9b6dc1332
com.ibm.mq	mq-jms-spring-boot-starter	2.1.1		049280ec1e933a401b1bf9a961d5a66bfa7896d6
com.ibm.mq	mq-jms-spring-boot-starter	2.1.2		b857edfe6530fa99a8a9b240ce97305e00492fb6
com.ibm.mq	mq-jms-spring-boot-starter	2.1.3		N/A
com.ibm.mq	mq-jms-spring-boot-starter	2.1.4		f9deca93d3f192b772a8dd39ede61d1927cd06be
com.ibm.mq	mq-jms-spring-boot-starter	2.2.0		3b2b3feff10fa2dac4492479c2b47780f92749d7
com.ibm.mq	mq-jms-spring-boot-starter	2.2.1		28bc55be018e92f0b837fae03abf0924ff2596ee
com.ibm.mq	mq-jms-spring-boot-starter	2.2.2		165c3a558b0e6ebf37359d21538faa893176d8b3
com.ibm.mq	mq-jms-spring-boot-starter	2.2.3		338a0fca80615d67a614805027caae435fd7e4e9
com.ibm.mq	mq-jms-spring-boot-starter	2.2.4		c3a3880fa4b2e4e7cb6f816560ff3d764cb45163
com.ibm.mq	mq-jms-spring-boot-starter	2.2.5		835c0fb06e79cb5865364aa4419a06196ae4b4bd
com.ibm.mq	mq-jms-spring-boot-starter	2.2.6		75a1bc34f50ed8fb3d4b82794f89f449e2442251
com.ibm.mq	mq-jms-spring-boot-starter	2.2.7		f16a560807d7cf75025542895f6f25ce4a718f4b
com.ibm.mq	mq-jms-spring-boot-starter	2.3.0		9e2cc03157c34931f25fada189326b07908e78f2
com.ibm.mq	mq-jms-spring-boot-starter	2.3.1		5daa527f88f6814eafa27d285072968401d0c8ef
com.ibm.mq	mq-jms-spring-boot-starter	2.3.2		ba0726ec1c213ca41be357641194397ab4df1a4e
com.ibm.mq	mq-jms-spring-boot-starter	2.3.3		78d7eaee2ac7e2de4dbdb7359ef7b18fb816ed00
com.ibm.mq	mq-jms-spring-boot-starter	2.3.4		c0e832e2a98ccdba2a38a07d17acf361bede3837
com.ibm.mq	mq-jms-spring-boot-starter	2.3.5		5e12479c85a5dc3247439837b43db8765c1d6f1e
com.ibm.mq	mq-jms-spring-boot-starter	2.4.0		671f8ba13f2be86c21bf2eb6b0b639b3054fe6b7
com.ibm.mq	mq-jms-spring-boot-starter	2.4.1		e29ac4fca2a9a0ec2e8381cd21f842c0fb122009
com.ibm.mq	mq-jms-spring-boot-starter	2.4.2		10d056baeddd4123a3db2493e065ab144f3a1d67
com.ibm.mq	mq-jms-spring-boot-starter	2.4.3		3a6c750a008e5c3dd04105cd2e6e0e18e9f251ca
com.ibm.mq	mq-jms-spring-boot-starter	2.4.4		ff52a4089d393a5bd2054ad86ca300e95ba5bd5f
com.ibm.mq	mq-jms-spring-boot-starter	2.4.5		eee30bd237d67250ed1e320791c843b969e8692f
com.ibm.mq	mq-jms-spring-boot-starter	2.5.0		697f7fbe76e93c9697c77d8702be17fc7a597b70
com.ibm.mq	mq-jms-spring-boot-starter	2.5.3		f1164a8f9568a9ae051bb0968d40d9189dadc57d
com.ibm.mq	mq-jms-spring-boot-starter	2.5.4		47c86ad627012e7719ed861a2a41a414950fa56d
com.ibm.mq	mq-jms-spring-boot-starter	2.5.5		235d31be6498d43b936802d6ab427079bccccf09
com.ibm.mq	mq-jms-spring-boot-starter	2.5.7		7767aeeb324237412ca54c052802eb9402ea4d1e
com.ibm.mq	mq-jms-spring-boot-starter	2.6.2		7bd0666b3fea18c9279479417a43e7d12c28bf07
com.ibm.mq	mq-jms-spring-boot-starter	2.6.3		d1794f66dba8843344ccade6bf191d2143d4daa9
com.ibm.mq	mq-jms-spring-boot-starter	2.6.4		687f5d4f3025f00b6fddcb70557e8091e617d9f3
com.ibm.mq	mq-jms-spring-boot-starter	2.6.5		43b46a3ebf6eaef04aebff8d04101c966c32fa84
com.ibm.mq	mq-jms-spring-boot-starter	2.6.6		05309becbe61dd753543d94847ec290472e2e2fb
com.ibm.mq	mq-jms-spring-boot-starter	2.6.6.1		1bf296c1a6235b5389f9ed5b2c44ceb626027786
com.ibm.mq	mq-jms-spring-boot-starter	2.6.7		5c9d96abb1025c0c4d34045848fbeb0d90e6236a
com.ibm.mq	mq-jms-spring-boot-starter	2.7.1		871bb7bf0ff954203d8da91ad451cc0f87fca6f6
com.ibm.mq	mq-jms-spring-boot-starter	2.7.10		4ccaeeaa7867fb7b4ec820fcfc8690ff29c90435
