ch.ethz.inf.vs	cf-root	0.18.7-final		N/A
com.adyen.checkout	3ds2	3.7.3		N/A
com.adyen.checkout	3ds2	3.8.0		N/A
com.adyen.checkout	3ds2	3.8.1		N/A
com.adyen.checkout	3ds2	3.8.2		N/A
com.adyen.checkout	3ds2	3.8.3		N/A
com.adyen.checkout	3ds2	4.0.0		N/A
com.adyen.checkout	3ds2	4.0.0-alpha01		N/A
com.adyen.checkout	3ds2	4.0.0-alpha02		N/A
com.adyen.checkout	3ds2	4.0.0-beta01		N/A
com.adyen.checkout	3ds2	4.0.0-beta02		N/A
com.adyen.checkout	3ds2	4.0.0-beta03		N/A
com.adyen.checkout	3ds2	4.1.0		N/A
com.adyen.checkout	3ds2	4.1.1		N/A
com.adyen.checkout	3ds2	4.10.0		N/A
com.adyen.checkout	3ds2	4.11.0		N/A
com.adyen.checkout	3ds2	4.12.0		N/A
com.adyen.checkout	3ds2	4.12.1		N/A
com.adyen.checkout	3ds2	4.13.0		N/A
com.adyen.checkout	3ds2	4.13.1		N/A
com.adyen.checkout	3ds2	4.13.2		N/A
com.adyen.checkout	3ds2	4.13.3		N/A
com.adyen.checkout	3ds2	4.13.4		N/A
com.adyen.checkout	3ds2	4.13.5		N/A
com.adyen.checkout	3ds2	4.13.6		N/A
com.adyen.checkout	3ds2	4.2.0		N/A
com.adyen.checkout	3ds2	4.3.0		N/A
com.adyen.checkout	3ds2	4.4.0		N/A
com.adyen.checkout	3ds2	4.5.0		N/A
com.adyen.checkout	3ds2	4.6.0		N/A
com.adyen.checkout	3ds2	4.6.1		N/A
com.adyen.checkout	3ds2	4.7.0		N/A
com.adyen.checkout	3ds2	4.7.1		N/A
com.adyen.checkout	3ds2	4.8.0		N/A
com.adyen.checkout	3ds2	4.9.0		N/A
com.adyen.checkout	3ds2	4.9.1		N/A
com.adyen.checkout	3ds2	5.0.0		N/A
com.adyen.checkout	3ds2	5.0.0-alpha01		N/A
com.adyen.checkout	3ds2	5.0.0-alpha02		N/A
com.adyen.checkout	3ds2	5.0.0-beta01		N/A
com.adyen.checkout	3ds2	5.0.1		N/A
com.adyen.checkout	3ds2	5.1.0		N/A
com.adyen.checkout	3ds2	5.10.0		N/A
com.adyen.checkout	3ds2	5.2.0		N/A
com.adyen.checkout	3ds2	5.3.0		N/A
com.adyen.checkout	3ds2	5.3.1		N/A
com.adyen.checkout	3ds2	5.4.0		N/A
com.adyen.checkout	3ds2	5.5.0		N/A
com.adyen.checkout	3ds2	5.6.0		N/A
com.adyen.checkout	3ds2	5.7.0		N/A
com.adyen.checkout	3ds2	5.7.1		N/A
com.adyen.checkout	3ds2	5.8.0		N/A
com.adyen.checkout	3ds2	5.9.0		N/A
com.adyen.checkout	3ds2	5.9.1		N/A
com.aliyun	ecd20201002	1.0.0		f851132df2abdda5518e16881f2071558c3cfc8d
com.aliyun	ecd20201002	2.0.1		844a2f8806884495bd65716dcebbec046654cc39
com.aliyun	ecd20201002	2.0.2		9f965712e31c5d4acdad02cebc72f8cd649db684
com.aliyun	ecd20201002	2.0.2	shaded	949997336a08e0d66f4733ef9f6546801436b2ff
com.aliyun	ecd20201002	2.0.3		de26a9f76f8d80f8384fcfa8281f821311ef8b59
com.aliyun	ecd20201002	2.0.3	shaded	bc22e22adf50919df2758bff2f9ba78ad2d3da07
com.aliyun	ecd20201002	2.0.4		b3518daf7a333aa41b966ceb119709b3dc8157bc
com.aliyun	ecd20201002	2.0.4	shaded	bc08a7adf03996e1a496246367b0d2295c00b83c
com.aliyun	ecd20201002	2.0.5		24d7d1ee2688f1381f24e77106c348a3836b1de7
com.aliyun	ecd20201002	2.0.5	shaded	2458981df1148539a504f226d1901c7e637ce968
com.aliyun	ecd20201002	2.0.6		4611feb5ddf848fcbc3f28ac8c5ff0254e16123d
com.aliyun	ecd20201002	2.0.6	shaded	602e19b3500f51f8a92b12f5d7b083010c934318
com.aliyun	ecd20201002	2.0.7		69ef703cc76ecc527498e8c2e0b65d5eb9968cf2
com.aliyun	ecd20201002	2.0.7	shaded	dc30ae5614456b796acdbb496f366756663c4bd2
com.aliyun	ecd20201002	2.0.8		e8b78c0cabaee13938f4dc1ba7c994293edc0019
com.aliyun	ecd20201002	2.0.8	shaded	284934dd725db3a7460038585cdbe55337208d14
com.aliyun	ecd20201002	2.1.0		ac9ce484ce244552372ac8f4a51366a8a981c3ad
com.aliyun	ecd20201002	2.1.0	shaded	a3acdec02fd2f79e483cea0637c4155bc34cf69b
com.aliyun	ecd20201002	2.1.1		74f3f599bae3977b7a2d0b3b3533db74ca03eea4
com.aliyun	ecd20201002	2.1.1	shaded	d2479e426fad64576d98aef9395c95bb43e24cce
com.aliyun	ecd20201002	2.1.2		ac62ea8c7dc770d46e379c6c35231e88ad8f60d2
com.aliyun	ecd20201002	2.1.2	shaded	d2bda7b407b5be7bf8b3ddac78436be023a292b8
com.aliyun	ecd20201002	2.1.3		08fcdfe66ac1123dd8ee410057feba7f9fde8866
com.aliyun	ecd20201002	2.1.3	shaded	45b24f85453eab7b3436c4f46a96da9d9718834c
com.aliyun	ecd20201002	2.1.4		64535a7bba9dd76eaaf129dccc88027f32f081b7
com.aliyun	ecd20201002	2.1.4	shaded	3f35ed7cf556f3038e748fbc46030cfac28ed3f6
com.aliyun	ecd20201002	2.1.5		376c09abcd9fbfbea6ef88ad7e958d1b89d9ffc6
com.aliyun	ecd20201002	2.1.5	shaded	e1b3b7988d65a30b230a3b2d529d8d0e4a597ccc
com.aliyun	ecd20201002	2.1.6		e3668f32419d527b788de41f823168680217bcc1
com.aliyun	ecd20201002	2.1.6	shaded	7bcef574c96f1baf9737e0eac4c59969c5d65419
com.aliyun	ecd20201002	2.2.0		1d5493e53c2030d95b13f03e095b71b79c5a5f2a
com.aliyun	ecd20201002	2.2.0	shaded	7f0fc4244f555a967dd0b7b5bbdf0ab93eac6666
com.aliyun	ecd20201002	2.2.1		4c2ccf2f63031c06ddb6357d8feb8f39dbae92db
com.aliyun	ecd20201002	2.2.1	shaded	132be0b5cd5d8036c1840c8dfc80d2a4ac5d93ce
com.aliyun	ecd20201002	2.2.2		08ebd56ec2cca6e75d5eebe912dbe157f109a861
com.aliyun	ecd20201002	2.2.2	shaded	11ad622b822a6281e8ab7994ea80c03c630768dd
com.aliyun	ecd20201002	2.2.3		57c0ef79d7e70083a83aed5fb25c2cef94efc1e1
com.aliyun	ecd20201002	2.2.3	shaded	b414fbd0f095ced612a4322c42d65bea588534f1
com.aliyun	ecd20201002	2.2.4		d3cd489ddf508cb0393c8bc917584db0968dcd85
com.aliyun	ecd20201002	2.2.4	shaded	e340c163aa1b74114f7d54d7b9aa4823a670198e
com.codenameone	chat-ui-kit-javase	1.0.2		8395814e7073013be615752462e74a52080f26a7
com.dooapp	gaedo	0.1.1		N/A
com.dooapp	gaedo	0.2.10		N/A
com.dooapp	gaedo	0.2.11		N/A
com.dooapp	gaedo	0.2.12		N/A
com.dooapp	gaedo	0.2.13		N/A
com.dooapp	gaedo	0.2.14		N/A
com.dooapp	gaedo	0.2.15		N/A
com.dooapp	gaedo	0.2.16		N/A
com.dooapp	gaedo	0.2.17		N/A
com.dooapp	gaedo	0.2.18		N/A
com.dooapp	gaedo	0.2.19		N/A
com.dooapp	gaedo	0.2.20		N/A
com.dooapp	gaedo	0.2.21		N/A
com.dooapp	gaedo	0.2.22		N/A
com.dooapp	gaedo	0.2.23		N/A
com.dooapp	gaedo	0.2.24		N/A
com.dooapp	gaedo	0.2.25		N/A
com.dooapp	gaedo	0.2.26		N/A
com.dooapp	gaedo	0.2.27		N/A
com.dooapp	gaedo	0.2.28		N/A
com.dooapp	gaedo	0.2.3		N/A
com.dooapp	gaedo	0.3.0		N/A
com.dooapp	gaedo	0.4.0		N/A
com.dooapp	gaedo	0.4.1		N/A
com.dooapp	gaedo	0.4.10		N/A
com.dooapp	gaedo	0.4.11		N/A
com.dooapp	gaedo	0.4.12		N/A
com.dooapp	gaedo	0.4.13		N/A
com.dooapp	gaedo	0.4.14		N/A
com.dooapp	gaedo	0.4.15		N/A
com.dooapp	gaedo	0.4.16		N/A
com.dooapp	gaedo	0.4.17		N/A
com.dooapp	gaedo	0.4.18		N/A
com.dooapp	gaedo	0.4.19		N/A
com.dooapp	gaedo	0.4.20		N/A
com.dooapp	gaedo	0.4.21		N/A
com.dooapp	gaedo	0.4.22		N/A
com.dooapp	gaedo	0.4.23		N/A
com.dooapp	gaedo	0.4.3		N/A
com.dooapp	gaedo	0.4.4		N/A
com.dooapp	gaedo	0.4.5		N/A
com.dooapp	gaedo	0.4.6		N/A
com.dooapp	gaedo	0.4.8		N/A
com.dooapp	gaedo	0.4.9		N/A
com.dooapp	gaedo	0.5.0		N/A
com.dooapp	gaedo	0.5.1		N/A
com.dooapp	gaedo	0.6.0		N/A
com.dooapp	gaedo	0.6.2		N/A
com.dooapp	gaedo	0.6.3		N/A
com.dooapp	gaedo	0.6.4		N/A
com.dooapp	gaedo	0.6.5		N/A
com.dooapp	gaedo	0.6.6		N/A
com.dooapp	gaedo	0.6.7		N/A
com.dooapp	gaedo	0.6.8		N/A
com.dooapp	gaedo	1.0.0		N/A
com.dooapp	gaedo	1.0.10		N/A
com.dooapp	gaedo	1.0.11		N/A
com.dooapp	gaedo	1.0.12		N/A
com.dooapp	gaedo	1.0.16		N/A
com.dooapp	gaedo	1.0.2		N/A
com.dooapp	gaedo	1.0.4		N/A
com.dooapp	gaedo	1.0.5		N/A
com.dooapp	gaedo	1.0.6		N/A
com.dooapp	gaedo	1.0.7		N/A
com.dooapp	gaedo	1.0.8		N/A
com.dooapp	gaedo	1.0.9		N/A
com.envisioniot	enos-api-common	0.0.1		79cdc6fc1bcbb22c4a8c783aaf892c02a52ecc71
com.envisioniot	enos-api-common	0.0.2		596ea79205b964bd0398318327faa9daf1b436c7
com.envisioniot	enos-api-common	0.0.3		692e004c0f8dcc0007be073264170941c6112424
com.envisioniot	enos-api-common	0.0.4		ae8174101ec8e28f21c8bab9707c4056ec2c0083
com.envisioniot	enos-api-common	2.1.0		331cada755894df25890e53aa8041f500a1bf275
com.envisioniot	enos-api-common	2.1.2		9f0d45243efd78d3bdad76775954067c0fd621c3
com.envisioniot	enos-api-common	2.1.3		bf9d7e614034b504a99df11729a408f96a2eb2a2
com.envisioniot	enos-api-common	2.1.4		774f86233726e5cd4330577f170a65babe73118d
com.envisioniot	enos-api-common	2.1.5		b913f61c3747be0d3fe41f0050173639cf405804
com.github.japgolly.test-state	ext-cats_sjs1_2.13	2.4.1		7a14edba865429fcb5050819fa018742d6f68aed
com.github.japgolly.test-state	ext-cats_sjs1_2.13	2.5.0-RC1		69dbdbb0f75549c9ff78c4328bca149c703899f5
com.github.japgolly.test-state	ext-cats_sjs1_2.13	3.0.0		90711717f46fb2f1887b18002750ea81b079ac16
com.github.japgolly.test-state	ext-cats_sjs1_2.13	3.1.0		fa0063beebb861f0d8d8b508b024f6d15e0addbb
com.github.salamansar.envbuild	environment-builder-hibernate4	0.8		2fe3c5de6f7f6f90286accb89d77b97e17d4d705
com.github.salamansar.envbuild	environment-builder-hibernate4	0.8.1		acfa2e23ae6ec99d981a1ccf18fca8dd9653712a
com.github.seratch	xsbt-scalag-plugin_2.9.1_0.12	0.1.0		08ebd32980a8dba30f58fafa7ad2bef9f930cb16
com.github.seratch	xsbt-scalag-plugin_2.9.1_0.12	0.2.0		cd5d208cbeb86a63e01667ab9be3e1f0fd9cae72
com.github.seratch	xsbt-scalag-plugin_2.9.1_0.12	0.2.1		9ce88d11e61d8c636e64f3922edb43f966a50087
com.github.seratch	xsbt-scalag-plugin_2.9.1_0.12	0.2.2		5c521955032f389b7447c9ee1a4d033142ae5c1c
com.github.xuwei-k	scala-library	2.13.3-bin-1b74dc4		5cc46ad183fd068336a0ce727fabf3343076d030
com.github.xuwei-k	scala-library	2.13.3-bin-1ca7d14		306b5f480f86d4f28e2729ff453e5d5a0467e7a7
com.github.xuwei-k	scala-library	2.13.3-bin-38cb20f		0d180126fcf36729ba8525ad0b8ee398f4205f4e
com.github.xuwei-k	scala-library	2.13.3-bin-551ac60		769497ac42bc474cf4ec6d0b2ded67fab1ca468c
com.github.xuwei-k	scala-library	2.13.3-bin-5a23b96		01e4fc4baa45d518826d018fdf3a551f3074e797
com.github.xuwei-k	scala-library	2.13.3-bin-610261f		37005437a2befd15356838143c49bd38c0c540ad
com.github.xuwei-k	scala-library	2.13.3-bin-9be7dc5		a24cc6411809d62feee1299954482d9adc9a9b83
com.github.xuwei-k	scala-library	2.13.3-bin-b3f893f		5054131de4fe8ac1eb554d3929ebaa2dec6d47cb
com.github.xuwei-k	scala-library	2.13.3-bin-d7a7a2f		ee894291b3422828d1a290573fef1513dffca0c7
com.github.xuwei-k	scala-library	2.13.3-bin-e832e2a		3358198e908b8eb91bdb0583091f2941aacc76a9
com.harium.etyl	touchjoystick	1.0.0		25b19b82a8505c16e69a0c7c0c2123bb31cc9520
com.inmobi.swishfolder	uiCoreModule	1.6.5.6		N/A
com.inmobi.swishfolder	uiCoreModule	1.6.5.8		N/A
com.inmobi.swishfolder	uiCoreModule	1.6.6.1		N/A
com.inmobi.swishfolder	uiCoreModule	1.6.8		N/A
com.inmobi.swishfolder	uiCoreModule	1.6.8.1		N/A
com.inmobi.swishfolder	uiCoreModule	1.6.8.2		N/A
com.inmobi.swishfolder	uiCoreModule	1.6.8.3		N/A
com.inmobi.swishfolder	uiCoreModule	1.9.0.1		N/A
com.io7m.stonesignal	com.io7m.stonesignal.protocol.data	1.0.0-beta0001		24f3048942387e09ce0ab48441f5ac50a3a91c55
com.korwe	thecore-common-api	2.0.0		70c3674a7e997b5c37a10b73cd567667ccf63239
com.korwe	thecore-common-api	2.1.0		91ad231a2a3609307c95f10ce48dadb961dac810
com.korwe	thecore-common-api	2.1.1		7a1cd8ea78d63ec1c88290d083309c35873ca2e5
com.korwe	thecore-common-api	2.2.0		b6ad21381a26669c901ccc02c4241c5be1608293
com.kubukoz	circe-fs2_2.12	0.13.0-M2		0509ea0355cfa306d4d1acbefceca4bec53e52aa
com.ownid.android-sdk	redirect	1.0.0		N/A
com.qingzhuge.framework	qing-framework-security-member-facade	1.0.0		eac8184ac88570fc932fd923591f91051e052773
com.qingzhuge.framework	qing-framework-security-member-facade	1.0.1		04bafc1e3ca224ff4a30db0a702150df9df8dddc
com.qingzhuge.framework	qing-framework-security-member-facade	1.0.1.3		d1dab7acd3da6380efab567705e6ceeba4c2d474
com.qingzhuge.framework	qing-framework-security-member-facade	1.0.1.4		4db5467963030e8711c63dfa3b9eff03e261cee6
com.qingzhuge.framework	qing-framework-security-member-facade	1.0.1.5		d529139651800f22fdd209025352b8b80c9193fc
com.sourceclear	srcclr-maven-plugin	1.0		2d3d5feef20e45f524dad8838a58373b14b0ac83
com.sourceclear	srcclr-maven-plugin	1.0.1		977568938e6f21b51b335553cf4f7c34f56336a9
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.3.0		93ebe345810606d195dfd00411a484e91f2fe3a1
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.4.0		4c63f2b8a7fcc75d72982fbec1c0be46d15f8789
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.4.1		6bd797913f1e01ef5bdc2c1224eb4063800ac8d3
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.4.2		fcca313bd374e1e7c4b266921f6b8a7c1435346b
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.5.0		404ae6a369ff483694aab75c6ea7becefe6ccbe5
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.0		b213bc35ef4e22f62269aa3e937786b32a137189
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.1		b955d42c451faa88ae6d435d24cea2d4486f3aba
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.2		1c262f1566b6b9878c8fc4874d556d61572d9dc2
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.3		b1b8275f8163d7444fcf48e788a1202c52da5649
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.4		a5df748e683182af6696f1b70d0a4c294694fd71
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.5		5bcf58bc0647efc333400a15e146f0e8752f816a
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.6		d330668513c7db8aab55c7cd354ccef4caf07e6a
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.6.7		29dd0e288d43fc07baaf4fe8cca9c2aa5fe27ace
com.thesamet.scalapb.grpcweb	scalapb-grpcweb-code-gen_2.12	0.7.0		a25004fca531a87da215c27725ca7a5168c1876d
com.thoughtworks.continuation	continuation_sjs0.6_2.11	1.0.0		316df18e83894196c524a60b5a887c09d518e5bc
com.thoughtworks.continuation	continuation_sjs0.6_2.11	1.0.0-M4		f548f4385d60e2e62b6996678f1fd77a91c93299
com.thoughtworks.continuation	continuation_sjs0.6_2.11	1.0.1		929161d1fb9b3a6f177d6d2630517bb169546ed9
com.thoughtworks.continuation	continuation_sjs0.6_2.11	1.1.0		46f2ba45a413d1ccfc9f4bf1cdae68b2482a6f9a
com.thoughtworks.continuation	continuation_sjs0.6_2.11	1.1.1		9f9e02049a2fedf8e23e4db0f8f33b6d1da3a5af
com.thoughtworks.continuation	continuation_sjs0.6_2.11	1.1.2		6d0c3baa957596ec1eb9acd94db4b7c053e162bf
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0		09d3f4d2e7c0bee79be6094a411618f7d047a13e
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0+73-82738eb8		cc9c52affe864d89aad0532534307c90716b20ca
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0+76-7e01fc19		d9d132baab3672b63d0ae40d11ad5d8d7c30d3cb
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0+79-d27cb4f8		981a171955a0e3de54b6e38abe271c5285e43c38
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M0		3ab4abd5b91a91c7214a803b162043aeedbadc8e
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M1		8628ca65876a6700bf63d4915485f6175178e967
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M2		44f98e6bea6bd21ff373cd518d643dfccfa5cb00
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M3		08d0e0e292231c9045b3f8c0719b206f9fd91e0a
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M4		7f23b68de0688eed55f5837c54075a5e796d33cc
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M5		134bcee52280505226aed7b0c3baa545c3e7cfaa
com.thoughtworks.continuation	continuation_sjs0.6_2.11	2.0.0-M6		a1ac2047316ec159f8abf496d2b9e0c55b759c66
com.typesafe.play	play-ebean_2.12	4.0.0		9a02f1f7ffccbee9980e5145dd8919f3ef098d8b
com.typesafe.play	play-ebean_2.12	4.0.0	playdoc	4306408490e2fd9103317a56a0b7ccb9f8ac0b29
com.typesafe.play	play-ebean_2.12	4.0.0-M1		e03551078256c1f0b2d6045adad0c955da81cc7b
com.typesafe.play	play-ebean_2.12	4.0.0-M1	playdoc	08bc87704d2cebedb42fb3981fae2c040f4d42a0
com.typesafe.play	play-ebean_2.12	4.0.0-M2		faa704747a6ab5301542b276c8503bedce86aa4c
com.typesafe.play	play-ebean_2.12	4.0.0-M2	playdoc	eee800e7984c17ac91a53a55bff494fcc1fe575e
com.typesafe.play	play-ebean_2.12	4.0.0-M3		1099dad2b1a7a53c9fd884bb5dc550db3072d38c
com.typesafe.play	play-ebean_2.12	4.0.0-M3	playdoc	9837fbda8629ae8367f9ad03ded613b5cbabd64b
com.typesafe.play	play-ebean_2.12	4.0.0-RC1		8a7cb673aa2efb7f226b8b4d0c3a923e1ff1bebe
com.typesafe.play	play-ebean_2.12	4.0.0-RC1	playdoc	bf465057d363e6fcdcc3d6c7b54d3555342f087b
com.typesafe.play	play-ebean_2.12	4.0.1		53918b975bc6996486faa1a6e5bffd3ef290c2c9
com.typesafe.play	play-ebean_2.12	4.0.1	playdoc	38716cf3bfc058f23650677ed7efb9381ed05e32
com.typesafe.play	play-ebean_2.12	4.0.2		e443aa027cc554b743c2a162b1085c9d9a7a7f1e
com.typesafe.play	play-ebean_2.12	4.0.2	playdoc	796b1ec7b98fc4c25e589f2e10ed2e8ba1d907b0
com.typesafe.play	play-ebean_2.12	4.0.3		38db22b8b132328d57efcb5fdec4ae2f51a9b589
com.typesafe.play	play-ebean_2.12	4.0.3	playdoc	daabfade361b516cc08579de62469e24dafadd04
com.typesafe.play	play-ebean_2.12	4.0.4		5e3f900eab1c282dacbab53ff925f994a2b1a572
com.typesafe.play	play-ebean_2.12	4.0.4	playdoc	2c6310b07873a54c6fd394c39e4d58dedcd42a82
com.typesafe.play	play-ebean_2.12	4.0.5		49ac7ba8fe4b4318f6f9359d7c7aff7853bdeb1b
com.typesafe.play	play-ebean_2.12	4.0.5	playdoc	73b558693e4b93e572e0610f0da0ec8735865963
com.typesafe.play	play-ebean_2.12	4.0.6		7367160a4b162115a93f672698b549bbdfc40f7d
com.typesafe.play	play-ebean_2.12	4.0.6	playdoc	75e95ad930fa78b6d63d517122296fd3c0cc00c4
com.typesafe.play	play-ebean_2.12	4.1.0		cf0e7551476dad16e4e7dbd46a0ffe79b6552346
com.typesafe.play	play-ebean_2.12	4.1.0	playdoc	dab85d7ce467fae40e57fe3f144d672feccc80af
com.typesafe.play	play-ebean_2.12	4.1.3		d13e494f856cd32f350ce937d7607707f793e344
com.typesafe.play	play-ebean_2.12	4.1.3	playdoc	b9617867ff168f2da9c9091311b8d4411bf77a29
com.typesafe.play	play-ebean_2.12	4.1.4		a9f4832d0187bfd86f228d6be392e02e6c3e73b8
com.typesafe.play	play-ebean_2.12	4.1.4	playdoc	7664affc015e14b91ab9f1cdcb60df93faa21a3c
com.typesafe.play	play-ebean_2.12	5.0.0		813ad011a9d1a777490c2185b18d155601350021
com.typesafe.play	play-ebean_2.12	5.0.0	playdoc	5abcc6db9e1278a8b9f76370891f52734d5fb3ea
com.typesafe.play	play-ebean_2.12	5.0.0-M1		ecc849e769ad1ecaadcea1048221287748ecb8ce
com.typesafe.play	play-ebean_2.12	5.0.0-M1	playdoc	fd6f15c63d9c362cd5b76d454de3c9b7faaf5d9e
com.typesafe.play	play-ebean_2.12	5.0.0-M2		639e1db259df37ad23ddca32038f2b763e6d78ba
com.typesafe.play	play-ebean_2.12	5.0.0-M2	playdoc	430b5dbb242fdc7a3a2d4aaaca5bbcadcbd725a2
com.typesafe.play	play-ebean_2.12	5.0.0-M3		c2a58186daf1235b4bfc4729c8e64bd9eab74a50
com.typesafe.play	play-ebean_2.12	5.0.0-M3	playdoc	7a8fbfd38d1e17af9136323f1cfac7b873876f66
com.typesafe.play	play-ebean_2.12	5.0.0-M4		454a154df2f180d48ea3929115ee3fd11e3d0b97
com.typesafe.play	play-ebean_2.12	5.0.0-M4	playdoc	7938580417ff2d17de1690f9e650652b217df650
com.typesafe.play	play-ebean_2.12	5.0.0-RC1		f990e39549e08703ca5720b75585538c2a104b15
com.typesafe.play	play-ebean_2.12	5.0.0-RC1	playdoc	838b745d02028f365da2adf910092cbd60e6095d
com.typesafe.play	play-ebean_2.12	5.0.0-RC2		a3cbbee1612693750ebd646d04e9d9835c4906bd
com.typesafe.play	play-ebean_2.12	5.0.0-RC2	playdoc	4e65615b8ac459b8a3c4549ab6c12b8d268ccee9
com.typesafe.play	play-ebean_2.12	5.0.0-RC3		88df203505aaec74a49558ad6f362368c9e129ee
com.typesafe.play	play-ebean_2.12	5.0.0-RC3	playdoc	f6ff4e65043b037ba29deccf9168d0adafa11a85
com.typesafe.play	play-ebean_2.12	5.0.1		7662a02921bcac9d4c2a341098f84d4aba43abef
com.typesafe.play	play-ebean_2.12	5.0.1	playdoc	75d3cc9a7648c0fb84b6b65535dd438ad556a159
com.typesafe.play	play-ebean_2.12	5.0.2		2bd4338e529d45ae6b02b07ba71040a2a767beae
com.typesafe.play	play-ebean_2.12	5.0.2	playdoc	1d6a93e572967a590fd3a85af66d90ebaeb12d57
com.typesafe.play	play-ebean_2.12	6.0.0		de6ad9cd79374608d217636db69481f183c813ea
com.typesafe.play	play-ebean_2.12	6.0.0	playdoc	8dd35c598627252895295fde014a0147e071ea23
com.typesafe.play	play-ebean_2.12	6.2.0		247a24f0798c805cd2cc4d3e4fc32f9564f4ed5d
com.typesafe.play	play-ebean_2.12	6.2.0-RC3		b4541a276c888f1b5900df5d97faf01f092dae14
com.typesafe.play	play-ebean_2.12	6.2.0-RC4		05aaa8e2c3b4c79ed7277fcb1b5d6f1a3c46c59b
com.typesafe.play	play-ebean_2.12	6.2.0-RC5		4abbe385e9d68e65383de7d201b56faa4a851f00
com.typesafe.play	play-ebean_2.12	6.2.0-RC6		ec81e8ebcda36177b54ada0fdee26252b3bc8923
com.typesafe.play	play-ebean_2.12	6.2.0-RC7		43697ef43f6fc46034ceed361d4929e298dc5608
com.webank.wedatasphere.linkis	linkis-cs-search	1.0.2		ade723e23c6fa65387965d616c38469baa59c930
com.yang-bo	bindingreacttoreact_sjs0.6_2.13	0.0.0+313-70cfa964		988f1b566582841f3c0bafd75c0bc360d49a2bfc
