ai.sensfrx	sensfrx-sdk	1.0.3		N/A
com.acervera.osm4scala	osm4scala-core_2.13	1.0.9		dc4c10815552638c25ca598cdf9e4466675a973c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.0		b028a61b2f1ab47f3cb2b0f3b8b61dfb08a8a604
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.0-rc3		9352d2b9deb40393bde60bcab77b90a4b1ede503
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.0-rc4		753dda7796ebc838d6cb539b9e2d952bd4406bfc
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.0-rc5		b6cc6082e860ee4bc396ee78ee42cf31db4e08b8
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.0-rc6		13d5db5644d78444900ce4d3aef57ae5ec483b24
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.1		c40fa488bf512d3ac505b36ed02fe3ca7c7a4cec
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.2		ad06da83979311995a3da2802eef9da0f0046ebe
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.3		acaa809db8dedbd96a08a06f025d81ad4602ca07
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.4		1a3ef64890cf6d974e1f3f386b7f044fdbb90421
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.5		6b0fc175aa51d1c9d731a76dd18955ba47788ff7
com.datastax.spark	spark-cassandra-connector-java_2.10	1.0.6		6e38f21f82875ae8155a83034287d701882f5e97
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0		66c01afe943995c40229f430bbe252c576875105
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-alpha1		866f11ec8362a9747954e7be36310196f1473491
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-alpha2		40db681ccd3b3c4e5b7ba1c20625c63a1f44edb5
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-alpha3		ecd9f18d4bdabc61cdd7690f9162590acd0c1a8c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-alpha4		fc873f7f1e5a0d99e8e4833f8e5665482f68cf0c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-beta1		81cd803b3b26e8b63649c1abed77c6141ba04729
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-beta2		f2b0cb8b884f2845766136dd1a12d7d56920a847
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-rc1		4a2dd6d26f0973b1374766bdb12e56438aa18ed0
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-rc2		5c930ff93943c2c6952713698021420bfb167ad3
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.0-rc3		ef7da8df9c5ca5f74471d675108a010f60c7a3b0
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.1		bf6b5ac2b503843314cd8aa0f989c8793cc12dc6
com.datastax.spark	spark-cassandra-connector-java_2.10	1.1.2		6edb2c2a263feb06e2fac6154b27f905ec4c2ac1
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0		3e3315d1a0458896f8b7786d8216a6ae3c8efadd
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0-alpha1		0eff8e251ac380188a654e40e0f197c26807d12c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0-alpha2		1237707359acaa90ed7dc701bf8ea9586f03a7cd
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0-alpha3		66cd3c7d2806226e350d92eb458379e7509393aa
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0-rc1		0a951a84d44746823d54829612684d1c9902e5e9
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0-rc2		80b4e6b34493bdd16b07b12305e5ad1867ec7a2f
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.0-rc3		787753f06987f144a53743fb1e9ce1d864b165c6
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.1		94799fab44255030b62d77d7f5f343a9b111e80d
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.2		17be29745dc79b1d7b351ac8f38acd038b4c8d6b
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.3		59560dce5094a018c130694f6d6bd09791cbac01
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.4		8fa2df3aaff6d1162ae22efbe573c1962c0c1acd
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.5		8afd97751825368fd84073182b9862a335c07d18
com.datastax.spark	spark-cassandra-connector-java_2.10	1.2.6		a734228fabf8cc6c60aa6a2b28c1d7e1303feb05
com.datastax.spark	spark-cassandra-connector-java_2.10	1.3.0		b998bfb0fe3a3d5e3eb098fa79a4256ee9067c2c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.3.0-M1		ae880f0d7105678e718394556e77fdef52537a9b
com.datastax.spark	spark-cassandra-connector-java_2.10	1.3.0-M2		443402f8acef8c969b30d0bf5ba38767db8ceb49
com.datastax.spark	spark-cassandra-connector-java_2.10	1.3.0-RC1		9a15598c2d0f7ad0fdcd19538dbbe6945a3c221b
com.datastax.spark	spark-cassandra-connector-java_2.10	1.3.1		f5da1507e7d4b07fd88efe4f55f3af0879110cda
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.0		b453a52192a971f034e307abd3fcb09f25463a75
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.0-M1		5bae099de2581063330b855f3796238fde41b0df
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.0-M2		765face5ef6ae66936bd85c67daabad95403f089
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.0-M3		7f9ff0e2006bbdf69667eac4da35581a3361c385
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.0-RC1		9cac94305d40157713ddfcf7c4d1194fca7af62a
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.1		3973b37d1356071c1b3327ac9f05a51760e38ab2
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.2		ead58062ac2b8ecab5734a0f3c7025e3826e4c3b
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.3		574a8be1ccd64309f53b183665774053a9125d7c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.4		b8c649786aa86d25cd1c6d9be48e99a5e6aca28a
com.datastax.spark	spark-cassandra-connector-java_2.10	1.4.5		9e8828ffb10136f60cc67a3520967622b650fbe5
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.0		439ec8f467e4783777218ea41117630a963fd00a
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.0-M1		cb499b02670a8fe7f148295cf1eed5b935955449
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.0-M2		ba97bea55c8c74147f8e4bde6fdb21a7a38b118f
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.0-M3		5dec466a0d22c49de8121efb15e05b57f0c8549e
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.0-RC1		44adee5a8b4d5f32e22261ffae9d14a0b2fc22ec
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.1		b440e036d46614be5d6536a5c8a8c349b380278c
com.datastax.spark	spark-cassandra-connector-java_2.10	1.5.2		612125d4e39084cf0b1070b9d82864456902e581
com.datastax.spark	spark-cassandra-connector-java_2.10	1.6.0-M1		096d29fda7fde0758d35887788a19aa5677805c8
com.directa24	cashin-java-sdk	1.0.0		73d16f734b93c3bfa7b47de16ce60705417e3866
com.directa24	cashin-java-sdk	1.0.1		313b0099edf01d3c9ab02801ba2e718b05bd0a93
com.directa24	cashin-java-sdk	1.0.10		c0c9ea81366ea86366b825aa58d94e4b318d9a0b
com.directa24	cashin-java-sdk	1.0.11		4f953a2c7f62a1d53f0451c2d11786082811dc49
com.directa24	cashin-java-sdk	1.0.12		eccf92081b47e82e7283bf53f9c02982d2df207c
com.directa24	cashin-java-sdk	1.0.13		fd369fcc2db2524b40b6f438ad2b654e6db23d7f
com.directa24	cashin-java-sdk	1.0.14		9fd6484a17bfb9e9ea93d9d44ef2006d12d0f9d6
com.directa24	cashin-java-sdk	1.0.15		2ab4da4b067167fe88a2a2419688523be6546a11
com.directa24	cashin-java-sdk	1.0.16		e3a101ca35821ba198f3ee56b391da86616a688a
com.directa24	cashin-java-sdk	1.0.17		9020dd4b80c0d05ec6052d9930c1a4d9fcc06054
com.directa24	cashin-java-sdk	1.0.18		9175c835502d11ea04c69268f3d430e4fad2b442
com.directa24	cashin-java-sdk	1.0.19		f7f12fe43a0ccde51156d552cc57366aef1819a9
com.directa24	cashin-java-sdk	1.0.2		6cceb317f87318fad59d8c8014cc48c2610b9ff2
com.directa24	cashin-java-sdk	1.0.3		dbda1861094fd343aacfee1cdcb4ffd485188a7c
com.directa24	cashin-java-sdk	1.0.4		de2c793ec21b9d08d614183f7ffdbce9fe672e74
com.directa24	cashin-java-sdk	1.0.5		6a6335d21bd28b914d7d5c99c75daf569b16601a
com.directa24	cashin-java-sdk	1.0.6		9910cec3d3f0a3c8b824a974d32808070e1ffed8
com.directa24	cashin-java-sdk	1.0.7		c31da649476d9e2b41cc5694f4fbb81356356731
com.directa24	cashin-java-sdk	1.0.8		2572c88fb38ffb110653238f9acf0437e29b0dd8
com.directa24	cashin-java-sdk	1.0.9		b9a3b0fecbf48d151c1c1bd0f02d3157aaa4f327
com.directa24	cashin-java-sdk	1.1		b4fdc01e57a96199c69e21f8ba4ec37284b1ba15
com.fanxuankai.boot	common-data-redis	0.0.1		a64a895341e39adb6413993a19d84615833ba58e
com.fanxuankai.boot	common-data-redis	0.0.2		7ac7f0f50e2f11b8f76319f1f4ba40b011c37ae4
com.fulmicoton	multiregexp	0.3		d22b0306dd74a204a505b3d8a8ac93421a2d8897
com.fulmicoton	multiregexp	0.5		411f259ea656af5ed120262705e2667e7b5fd36c
com.fulmicoton	multiregexp	0.5.1		d164178e11d7d6efdaf9ddf39f2b623c25b3230d
com.github.almondtools	xrayinterface	0.2.10		cdfb55ad1e0ba5524e3013cbd8e0833b7ce6044d
com.github.almondtools	xrayinterface	0.2.11		6e5ad248c2b9cfae9a9f6024db57389bb29593bb
com.github.almondtools	xrayinterface	0.2.12		ea4408789dc918842ac4b5a2fefee7bb066c63c1
com.github.almondtools	xrayinterface	0.2.13		88099d13e44bdd52036e7095124c8ce8ff2d6cd2
com.github.almondtools	xrayinterface	0.2.8		70cfdcc8f519687ae12d5eb50fcdf65e1520764f
com.github.almondtools	xrayinterface	0.2.9		4c662442ae552652bddc7aca360702c1edcd01e0
com.github.klemek	simplelogger	1.3.1		d91b74d15454dfaf2c5b4e3c5c5d5319a30795c8
com.github.lolgab	mill-scalablytyped_mill0.11.0-M0_2.13	0.1.1		077c6dab983bd153aae6adbe9221c19cf6548fb3
com.github.plokhotnyuk.fsi	fsi-macros_native0.4_2.13	0.6.3		eb30dde9fb6bac856b42e7c786874bb60360343a
com.github.sanity4j	jaxb-booleangetter-plugin	1.0		315d2238929165f2868a8f41f15875b85ca57276
com.github.silencesu	Easy3dNav	1.0.0		405401c4c7271ba9b2eaf840c920c529ea9f1bdc
com.github.silencesu	Easy3dNav	1.0.1		b6e3723edb4e31032740f922cff3da26216f0b08
com.github.silencesu	Easy3dNav	1.1.0		b0a3b605adf8d5ff201ce6b0226cdaa86f6a9675
com.google.api.grpc	proto-google-cloud-apphub-v1	0.1.0		ba70088453f91a0a4b08c85c8022f36fe1074bcb
com.google.api.grpc	proto-google-cloud-apphub-v1	0.10.0		6438a21ce8a2329ad0fae28bfd28b07b23f3e4c4
com.google.api.grpc	proto-google-cloud-apphub-v1	0.11.0		934171900e7c2c1caa84244430faaba58c51e80d
com.google.api.grpc	proto-google-cloud-apphub-v1	0.12.0		42e8a179a95409d44865a78c145621dcabc9fb9e
com.google.api.grpc	proto-google-cloud-apphub-v1	0.13.0		b95a7953408e3789e5fb1ef9876b2deb62ddbf0f
com.google.api.grpc	proto-google-cloud-apphub-v1	0.15.0		ffbc3a19fb7021ff1faeff1a923b17cea7eb0fdc
com.google.api.grpc	proto-google-cloud-apphub-v1	0.16.0		51bf1affbae9baf83e579a45abf9bd1e49e4ba90
com.google.api.grpc	proto-google-cloud-apphub-v1	0.17.0		d2a02f9d9d57403d178cf1af1395a381429d5523
com.google.api.grpc	proto-google-cloud-apphub-v1	0.18.0		1d4846729776773fcc3cab0b5c4c16b05f5785ed
com.google.api.grpc	proto-google-cloud-apphub-v1	0.19.0		55b403a8db82cc792521655a968a6510b0c0b64e
com.google.api.grpc	proto-google-cloud-apphub-v1	0.2.0		3174d792bb4af9446fa7f83f4a3b2f22b386130e
com.google.api.grpc	proto-google-cloud-apphub-v1	0.20.0		fabaa0af54145e2e8438299f7c11e2cbef2772ef
com.google.api.grpc	proto-google-cloud-apphub-v1	0.21.0		8d8c870e9a39a220316ba2880e335d265bdbf4ed
com.google.api.grpc	proto-google-cloud-apphub-v1	0.22.0		0b86719fadf67a63cb6fde889a9af9dac7e9420a
com.google.api.grpc	proto-google-cloud-apphub-v1	0.23.0		7cfc4d2c13edd0ea919160aa32060fe3adb3332e
com.google.api.grpc	proto-google-cloud-apphub-v1	0.24.0		41a06f56d29affe2aa6db9e0707dbb505bcbaadd
com.google.api.grpc	proto-google-cloud-apphub-v1	0.25.0		835fd7e394f618ed451ffa03d8609bd97bc0e572
com.google.api.grpc	proto-google-cloud-apphub-v1	0.3.0		def808bc30c64c023bd873f36e69789342e32e54
com.google.api.grpc	proto-google-cloud-apphub-v1	0.4.0		3fef85418ad85462b8e838a4af7cd62fcc997b16
com.google.api.grpc	proto-google-cloud-apphub-v1	0.5.0		c26bebfc01f89c16b9c153d20abb869a35bf0ec9
com.google.api.grpc	proto-google-cloud-apphub-v1	0.6.0		ecb3f1eebbb6508beca2c59548f727475d6957a2
com.google.api.grpc	proto-google-cloud-apphub-v1	0.7.0		79538ad3ef9006ca0b8651ba29f034a209e2e36d
com.google.api.grpc	proto-google-cloud-apphub-v1	0.8.0		c8dea5a29e70639f5db4fffc1b44a6f9eac6fbda
com.google.api.grpc	proto-google-cloud-apphub-v1	0.9.0		9deee250b051cccf5d3f65f450930384e926ec2e
com.greglturnquist.spring.social.ecobee	spring-social-ecobee-core	0.1.0.RELEASE		74ad1ddecb0587d31b0cae9be33f4d4e6d767907
com.helger.xsd	ph-xsds-xmldsig11	2.3.0		5dcc7b941d84d8e438f2a5ece52fb24976ac3914
com.helger.xsd	ph-xsds-xmldsig11	2.4.0		f922d75eef435178666088803df24ed5904f9126
com.helger.xsd	ph-xsds-xmldsig11	2.4.1		a59ca5c2a2a80f17bd3ddabf17624a1cd110b5e3
com.helger.xsd	ph-xsds-xmldsig11	2.4.2		899455504aabbe7a50b1aeded29096879fc9ecd7
com.helger.xsd	ph-xsds-xmldsig11	2.4.3		95542544c399c65ca70a6ed3a3e0795958474a59
com.helger.xsd	ph-xsds-xmldsig11	2.5.0		284bf63e6ecafd4257fa33fbaea3002358aa6cde
com.helger.xsd	ph-xsds-xmldsig11	2.6.0		bc94a51b9765f059ab022fd35e88dd40c9696409
com.helger.xsd	ph-xsds-xmldsig11	3.0.0		07dc5c8fd336b63359f382a2bafb9885574cdd82
com.joanzapata.mapper	simple-mapper	1.0.0		b4771f79f3bde760c9e4ec37da224b232c5a561d
com.joanzapata.mapper	simple-mapper	1.0.1		1e28626b369e9c81db2f1bacffd42a1f9fb3d54d
com.joanzapata.mapper	simple-mapper	1.0.10		c6b31a27b6b1ab70feed888d0c8bc98dd0594d4b
com.joanzapata.mapper	simple-mapper	1.0.2		5ab70b75bfb74d0955282123a1d5bb3a5354a903
com.joanzapata.mapper	simple-mapper	1.0.3		c1847d8ad35fc53d0c0964ab14cac03b4bd5e71d
com.joanzapata.mapper	simple-mapper	1.0.4		4a2dc80e8c9730f36beca21b61de5e5b5fba7733
com.joanzapata.mapper	simple-mapper	1.0.7		29d4789a529b676e8ba13c5cca1d81696fe5f592
com.joanzapata.mapper	simple-mapper	1.0.8		9a30f304814eaa906c768024f19af05425c59587
com.joanzapata.mapper	simple-mapper	1.0.9		174a161377aae4cee72fac3e194d76c81b30350b
com.levelmoney.velodrome	velodrome	0.9.3		N/A
com.levelmoney.velodrome	velodrome	1.0		N/A
com.liferay	com.liferay.ant.sync.dir	1.0.0		375441c84c04d1e3f56a8acf7eae3a0308b203b4
com.liferay	com.liferay.ant.sync.dir	1.0.1		10c27295517155abb22275593ef2335a24ea8eac
com.liferay	com.liferay.ant.sync.dir	1.0.2		d55a89e95ce339559fdd319869d1f2c972917e13
com.liferay	com.liferay.ant.sync.dir	1.0.3		89a7f424d69a3ba0c08ab49b3cfa1cd244b70e41
com.liferay	org.apache.xalan	2.7.2.LIFERAY-PATCHED-1		657e92a2f03719aa3b7cdfe73b9cefdbbb9677e4
com.palantir.ri	resource-identifier	0.3.2		ea069d178af6deacd1b56ce87600fc59416b8a3f
com.palantir.ri	resource-identifier	0.4.0		b96f5d30f856196ba50facb976464c9858a4b3ca
com.palantir.ri	resource-identifier	0.4.1		40f111e7f6443ecb641b471c08c1f0661fed7bae
com.palantir.ri	resource-identifier	0.5.0		d36e6839846f777eb3219eaa52708039b6889119
com.palantir.ri	resource-identifier	1.0.0		25ad75dff945a001e0c3015a83e4aede22d8627a
com.palantir.ri	resource-identifier	1.0.1		868f1a8f89dcf850d5a9721eecd82e9dbe1bbc23
com.palantir.ri	resource-identifier	1.1.0		e2008d38e1605b176ac886ea5b617f7024e75acd
com.palantir.ri	resource-identifier	1.2.0		3d48280f245b9487f4f45c46dea824f17942272e
com.palantir.ri	resource-identifier	1.3.0		b8456e99aae89d0ed6c2e22515da6e9c2a35c34c
com.palantir.ri	resource-identifier	1.4.0		6517b80b4da25bd86e1c2adb3d585882fa509e00
com.palantir.ri	resource-identifier	1.5.0		9a993b604eaf445f854eb1795aaf2de60f769606
com.palantir.ri	resource-identifier	2.0.0		53e9ad59c00ed1a0e7dfa9d810e6017dbff276fe
com.palantir.ri	resource-identifier	2.1.0		30645d8a1707a819021a31ef3eb72cc37ce8d722
com.palantir.ri	resource-identifier	2.2.0		5e9d31865fd5c8bf4c2b12ed7e422b479af67e4b
com.palantir.ri	resource-identifier	2.3.0		84c36c613f18e892c6ecb56d84621205a0bef7ff
com.palantir.ri	resource-identifier	2.4.0		feb58eec4e5ec0ae336dfd83709482dd76bb136d
com.palantir.ri	resource-identifier	2.5.0		726fc185a27b056820ef233037081c46a1ae26d5
com.palantir.ri	resource-identifier	2.6.0		fa4668c9c1e47314a437aff23369737f3f77ac40
com.palantir.ri	resource-identifier	2.7.0		8cea7f7f5f1b4039e1a0600a0438c47af17b8b02
com.palantir.ri	resource-identifier	2.8.0		ba582d6f6354b011ea6324848139c75b552184de
com.palantir.ri	resource-identifier	2.9.0		86e99c78daf04830553c8218f775d4864e6ad1b8
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.11.150145-b430ae1		e9b602d56dbaecdb8edaf38514b33cd581ef16aa
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.11.172821-7dee849		72eeed8e8eae46b861d0e42201b69fefa135567c
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.11.195836-064124a		67609d45156a9d845d7348772b929a6d5191db60
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.11.204514-e649494		30477ada6d1ec928af8dd944ceebd611d3a037a7
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.13.141411-0656e35		ad7ec59fc5b5e1dae778719c457badc370fabe31
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.092631-18a6ae6		81c0960b22910ffc2bb724dec4db3fda9e6371f0
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.164342-3f19bc9		a9cf17df8743d30d0f3ab9b821f4d51fe51d1156
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.164826-f17519d		d1c29904b70534194d34b559ca13d527ca7be637
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.181924-0ea807e		b502b83d395d14266701b69cb94e7d9718087cf3
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.192533-06bbf86		7cb331178abe77e43742ee6797f22ecf2dd90b3b
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.214731-fb3d256		e1bdcfd2010149d00f090f718eadd8aa4744e40e
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.18.222756-87e06c5		671a91d201025aa2b3f30b8caf0aa111761d82a7
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.19.153119-a4bdcea		14f0623c4da2ab358b47d137460c1aa535f726b6
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.20.040255-176a4c5		fe2374ec284b195695e79989f9e03df5c364ec2f
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.20.184927-66f629c		efa4f0e99629be1f0f8024703aea113f91eeae48
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.20.202752-c69fc44		02bb63ea3bfe5727c8bdc2179933f41d58196993
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.24.224321-be3c737		e33c85b8fae1ce0c67ac099f5277ae2ce7469d85
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.24.225832-eab5687		0691b891e49bbb8444225770851c743ca0e838a2
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.25.013436-ebebb15		4bb78af0bf51827c74fb0657a4d9fe6afc255181
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.25.041255-c661a64		3857d52615662a39fba1244166504937477b095b
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.25.063516-6e1d476		ff1b252185d3fb2962e69a56e20b39734943fc1c
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.25.200510-050f3f8		7bf55f129ad390c6bb680e75aac76291e35d630c
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.25.234300-fa21035		01c6a7ea85fe18d79fb6fbba5cdcd70c8c73fd2f
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.26.042712-091a609		b4b18b63bb25add23c3ba27152b00d0aa1bceea2
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.26.052833-88986ac		f9ed1dbf087e35500be15db7915989b29ed9bb56
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.26.170825-6fe66ba		0fbe6a01435d0aa8c1dd4c0b58c4f74aab9ff3c3
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.27.040127-0a711d1		79d1598ec6f8fababd7a4696df739deab0b38c9f
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.28.012855-19b505b		2e4d9748c6f0a8a34da819c60ab840030743112c
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.28.031542-2d33b06		b85e205d6b5b7c78721445fb20107d4455feef35
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.06.28.210308-e053e08		70e770822d0fb74627cec006df43057e82a1eb1b
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.01.013832-751f806		5088e62f8c29864cbeefa50216cc3b100aef9080
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.02.203153-b2a28e4		3c1e9100526e70894b2c9db2ad87b92b9f3907ab
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.02.213126-f6a2f7c		8baaffc78134eaee9d7d9090e4e4a45a9d1fda3d
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.03.230725-350c672		6f75e72ec496da37f70fc8acae77b3c72cfcb529
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.04.010324-caf2391		91948790c2204402fc4f09bf33e9ce4453574ce6
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.05.180932-9cb2b1d		0a1adebbc438d6bc9465097a1bb53d9f05096c91
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.05.183137-dbec7ef		354f37b46d555d141bcccd2db857f69db599fc4d
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.05.185354-508667b		cd2aec8f9a4b56d63eec5be44731d2587adc1b8d
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.06.144130-1fd1624		74d8caec11dbf9d841b705e3d8b53eb5a737db3d
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.08.192401-37e6d7e		482fded86ae4a6fb4c077e6d708cd7d6597a46b3
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.09.155210-691e54c		00f13dd687ce931dac32d743b5774ee90891b67a
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.09.205023-34eab3d		e958f6b603aa1bddaa2c3083e6863189bb3dc300
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.09.210223-449858f		0ea47f5a6cab9ff51d165022ddd37c9aadf965e2
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.10.142246-a3de860		ac1dc766af07b97436e215cc061e941062ce5b61
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.10.163606-16f3842		0e447d59fff93e84790d9073f235eb1c51903ac3
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.11.200321-f27b257		1e5ad42e990e3b87f6af967d44f174adb3cfc4fb
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.15.200634-2a91754		1a12773ad340dce0b3555db56423278216d22af3
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.16.001614-0c62aa0		b8b2b811d8ea07050d6fb8850c959629673e890f
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.16.013323-50434b2		fd556a4cac14de194994f6a29c263017a141d714
com.squareup.misk	misk-schema-migrator-gradle-plugin	2024.07.18.025945-4ab474b		6f08d21d5efe18291d3ed0137a50d50966e7cd7e
