be.vlaanderen.informatievlaanderen.ldes.ldi	ldi-core	2.12.0		N/A
com.google.cloud	google-cloud-iot	2.28.0		c56597baa4f102236bb93170790ca4814a4d5566
com.google.cloud	google-cloud-iot	2.29.0		99a2e716c32f50202fd5f3b5ac51f9df01da110e
com.google.cloud	google-cloud-iot	2.3.0		9a032cb4c4e4ace1f5642296bae72a29210ee289
com.google.cloud	google-cloud-iot	2.3.2		42f8bbb446f5b066bd24f191b45a499b65332e0a
com.google.cloud	google-cloud-iot	2.3.3		b4664c4cbcb29f6c11a88fb3142e5d52d04e2296
com.google.cloud	google-cloud-iot	2.3.4		1d826a55f42fd57d9fd8ad3c4864e1abd2b7c4b4
com.google.cloud	google-cloud-iot	2.3.6		d6023485cd93f8eb34db4060c9508b9ec842fd3b
com.google.cloud	google-cloud-iot	2.30.0		a256758e996b2eeaaa3f17f52e701880bd31f7b0
com.google.cloud	google-cloud-iot	2.31.0		3e500ce697f79ebd2fa6b36398c0a377b67ce08a
com.google.cloud	google-cloud-iot	2.32.0		d5519913d1e24fc3c544eefdef1438bf4206343a
com.google.cloud	google-cloud-iot	2.33.0		a24c22b2bf1b5fd240c7b28b6dd335de587e4925
com.google.cloud	google-cloud-iot	2.34.0		20863e69d6ea309444566b2a06abaa64a8239b24
com.google.cloud	google-cloud-iot	2.35.0		37250fd10e56378a69658b945b8b60520c71035c
com.google.cloud	google-cloud-iot	2.36.0		0472f304a5b14f230798e6805c84de9c206a7657
com.google.cloud	google-cloud-iot	2.37.0		4821a5975fb40169393a2606b5d340983e482fa8
com.google.cloud	google-cloud-iot	2.38.0		c1c43efa01750080098b3500d3cb21b6c701bd14
com.google.cloud	google-cloud-iot	2.39.0		cd58bf6e057e46b67a5d124467d22457db403a9c
com.google.cloud	google-cloud-iot	2.4.0		1d6cdc23c1ddd3ac29f09266611408656232ddaf
com.google.cloud	google-cloud-iot	2.40.0		8947b86722b49566575cd9a4333173f6333f824b
com.google.cloud	google-cloud-iot	2.41.0		2c3f485639827f74b836aecaee46e3266d058173
com.google.cloud	google-cloud-iot	2.42.0		3096390f9995ed483abcb2825b9340b5a8a857a1
com.google.cloud	google-cloud-iot	2.43.0		e3549178eb27466afdb5d7436419fe80e2b61355
com.google.cloud	google-cloud-iot	2.44.0		8c0d7269c14cfb08510188a69b16fb881fcd756f
com.google.cloud	google-cloud-iot	2.45.0		b0254934ec27b0d4ab77dd5c29e463c5e466683b
com.google.cloud	google-cloud-iot	2.46.0		183fb4924344825cbfac07d3cb9e9812543c7408
com.google.cloud	google-cloud-iot	2.47.0		23fe79cd218d8e562969d12b0728753717aeb798
com.google.cloud	google-cloud-iot	2.48.0		e9f24f654f465816126a6d6e5771396833959e1b
com.google.cloud	google-cloud-iot	2.49.0		4a1de48629cdaeca57671d1587d1784091520e31
com.google.cloud	google-cloud-iot	2.5.0		ad3d6555a1a92de8a888a0b48b5de444c2c346db
com.google.cloud	google-cloud-iot	2.51.0		28ac015e09f6fa4b7ec091312ab10a6f1525422b
com.google.cloud	google-cloud-iot	2.52.0		dba3ada193494f42c257a62eeee67f87a8416469
com.google.cloud	google-cloud-iot	2.53.0		f9fe8c6f9a2edeb2b539a1b2c6d55c673e882ed0
com.google.cloud	google-cloud-iot	2.54.0		3b6835caaead203305c08293cc3bb32b92f1599a
com.google.cloud	google-cloud-iot	2.55.0		ff0c8c94d7c889c7bdf975f187688e9870f6f93c
com.google.cloud	google-cloud-iot	2.56.0		9a50cf72d12c2b2b0f057355353d62ac224a8945
com.google.cloud	google-cloud-iot	2.57.0		3b825744d51d4eebcc8e9f2c62b9b5a933da9574
com.google.cloud	google-cloud-iot	2.58.0		7dd25f864e83d7843d3a732e3ecbdca26ff38092
com.google.cloud	google-cloud-iot	2.59.0		0f4591b5f8cd512239084619e4ea0abf921ea2d8
com.google.cloud	google-cloud-iot	2.6.0		d0f1b7efd1bab6fd2209f16927fe637370135f9b
com.google.cloud	google-cloud-iot	2.60.0		6c9cdd0d0f1509ad7c2e9fb252081d4dacf44377
com.google.cloud	google-cloud-iot	2.61.0		94923a28d49f494fcdfb0a1ad5a248d601e15a62
com.google.cloud	google-cloud-iot	2.7.0		637bc2cc34536307400c55d61eed2272c3c1ad1d
com.google.cloud	google-cloud-iot	2.8.0		1921a4d3aad314907f5acabf9b9e77f5559951f2
com.google.cloud	google-cloud-iot	2.9.0		1709247134958058a463e4e45b68fbb9781b71a4
com.josesamuel	rpcfy	1.0.0		e29ac49deca9d868817539ada5bbaa6df0d85f6d
com.josesamuel	rpcfy	1.0.1		f1bb0d8a86f50f069c07ce41f964d71ec5d2d3b7
com.josesamuel	rpcfy	1.0.10		80d0915e57e911b5b901ba7a3e5a501a281ba883
com.josesamuel	rpcfy	1.0.11		1493719526512a3541a0822745517bd8e84ad9ef
com.josesamuel	rpcfy	1.0.12		0a1f121d24001f68d4e9dd17e236ea3d0a85888e
com.josesamuel	rpcfy	1.0.13		f1efc010dc928f2728ee06d928301d6450771dd4
com.josesamuel	rpcfy	1.0.14		6389c2fccfafd8c56d4925e1081be5762a6dd13e
com.josesamuel	rpcfy	1.0.15		f4c06dbf267c19b6a90f68fb5c21124bdbf86d2e
com.josesamuel	rpcfy	1.0.16		afcf1ff2e96f1c54e130dbfaf7b25b43d3196f5b
com.josesamuel	rpcfy	1.0.17		4fb4bf68a9af99afa4d7ee1d98cda9821c0af87e
com.josesamuel	rpcfy	1.0.18		bd5baffe3806cfa21f6db53d4faff44501ddf421
com.josesamuel	rpcfy	1.0.19		b7b76ba6af0a23eb5cf3dd88f63739f468537350
com.josesamuel	rpcfy	1.0.2		a3c298a7835e043b4ef94531c3698e91f567ac19
com.josesamuel	rpcfy	1.0.20		0d6ba1446b0065f48461f982ec1679c3299b8033
com.josesamuel	rpcfy	1.0.21		0b99cefd8868a68d69e046d35728316091c9d136
com.josesamuel	rpcfy	1.0.22		d5d09532795e8b80032274c1769e0e1de59248d6
com.josesamuel	rpcfy	1.0.23		ce997f5478e817ccdc36848f811ff3e9654c9c59
com.josesamuel	rpcfy	1.0.3		915518acb9ae5dd759a404d10273155a4e508506
com.josesamuel	rpcfy	1.0.4		892c0ab72293ba2983e7ff04cb5577fe831914a7
com.josesamuel	rpcfy	1.0.5		7779bbfc55517cad075915ed4eb32b434e95ac58
com.josesamuel	rpcfy	1.0.6		44da8ad22b88bee0a9d81a5abfaddfb5415e9d58
com.josesamuel	rpcfy	1.0.7		ef5851bb54da392358ca0b0431b5b955c5e80ff7
com.josesamuel	rpcfy	1.0.8		ab782adb03b7889b2ad221e42da6a208652d1a35
com.liferay	com.liferay.product.navigation.global.menu.api	1.0.0		c0581e70ed35a20a76851c2b1190d9a1f07accde
com.liferay	com.liferay.product.navigation.global.menu.api	1.0.1		276e7a0f9cb1f4479816fb89b0392699cb24b5a7
com.liferay	com.liferay.product.navigation.global.menu.api	1.0.2		9b45522774aa50dca9c01508f75d6816e19dbcc2
com.liferay	com.liferay.product.navigation.global.menu.api	1.0.3		ee82cb561d8cc435417912011342614611e57ef1
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.0		581f5ce6a291c3b24bc73b4a35afd8274213a075
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.0-M1		01a90fa333256138ea85a695841f0c2352c88c3b
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.0-M2		fbffea81851b65b2d3ae8c39eea565064bfe221f
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.1		c2bf955602952af36de1d69620e2bcbb942b53ad
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.2		dcb3921d56b8612377e099ace5e2f67f5e5270f5
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.3		1d40dc49601e7d16e8946bb721ab7315a28faabb
com.lightbend.akka.grpc	akka-grpc-interop-tests_3	2.3.4		a91481f505ea239876f2228d6e51e74e25ba558c
com.oneandone	typedrest-sample-client-vaadin	0.16		d259c0a10ed835351e92619ce865b39baa5e850d
com.oneandone	typedrest-sample-client-vaadin	0.17		35033a6807628120ed8fb1502620ff9ed7341c9e
com.oneandone	typedrest-sample-client-vaadin	0.18		19d83e17c66be1324756f2c9ded5dca732c55343
com.oneandone	typedrest-sample-client-vaadin	0.19		c736ad0a7d7ee9e0972f82b68b0b0805ef137be5
com.oneandone	typedrest-sample-client-vaadin	0.20		5075cfd179238979a3fa5062b02f444fb2cb11d8
com.propensive	rapture-json-lift_sjs0.6_2.10	2.0.0-M5		82b8df287801ad4c0d89d8a78c783bbd16798efb
com.propensive	rapture-json-lift_sjs0.6_2.10	2.0.0-M6		d5934d44d2c6626470669b0baffae9924681d86e
com.propensive	rapture-json-lift_sjs0.6_2.10	2.0.0-M7		a571c08ac70db646960721f3af4458f1c409bdd6
com.propensive	rapture-json-lift_sjs0.6_2.10	2.0.0-M8		0c854f1a33a9154433d0896e53a92a0bf6d71639
com.propensive	rapture-json-lift_sjs0.6_2.10	2.0.0-M9		7f65c2b584ea60b5a47e89b56c09980265b2d86c
com.pudonghot.tigon	tigon-mybatis	1.0.0		3beef5181f7f91db17b1c7b18110433dfb6b29b9
com.pudonghot.tigon	tigon-mybatis	1.0.0-RC1		2600079b6a789e53ef945fea94ef6b785f527174
com.pudonghot.tigon	tigon-mybatis	1.0.0-RC2		d924ea33dcfd1509443345571fbabbe71d322226
com.pudonghot.tigon	tigon-mybatis	1.0.1-RC1		c7fd3859815a3c239a82d2fbe867f48be9a6a88a
com.soywiz	korlibs-annotations-android-debug	5.5.0-alpha3		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha1		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha2		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha3		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha4		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha5		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha6		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha7		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha8		N/A
com.soywiz	korlibs-annotations-android-debug	6.0.0-alpha9		N/A
com.speedment.tool	tool-config	3.0.0		95bf2a6f370b42cab390daaca153f90e79374da5
com.speedment.tool	tool-config	3.0.0-EA2		868f5c4a161a8b1ec4983b52146e2bdb05e82d54
com.speedment.tool	tool-config	3.0.1		89c862de28ed88295a7688cc44d8efcee56f64c9
com.speedment.tool	tool-config	3.0.10		1f9c844f276bbde39bde9bee2618a2ac0e4c169b
com.speedment.tool	tool-config	3.0.11		da948f700253e297c658f9fd14ea9b3ba2b90b4f
com.speedment.tool	tool-config	3.0.12		4a8ccfdaa169324b280af2cdef5d527f8aaa5fd4
com.speedment.tool	tool-config	3.0.13		aa0c89d37231407021a391b373c7aca004e1b757
com.speedment.tool	tool-config	3.0.14		61c63cfd248c09a4607c7ee8c1ffa50c00d9f1fc
com.speedment.tool	tool-config	3.0.15		b646b93d661d0a69cc5574275092ada2761df19e
com.speedment.tool	tool-config	3.0.16		74b1c7e238de40800bcbef94457b8a6538673b18
com.speedment.tool	tool-config	3.0.17		3ff35462f575ce85587fca5cc10a46bf7b86008d
com.speedment.tool	tool-config	3.0.18		d868e2bdd03583dbfafc101b9ff4d26e752594d7
com.speedment.tool	tool-config	3.0.19		3c93bb19e1e0b0ee26f37d51336048d8d3184332
com.speedment.tool	tool-config	3.0.2		82a0b2e5359b266e80741f95ef7c5fac9a90800c
com.speedment.tool	tool-config	3.0.20		1c2f893b22b0a604e7708762a197c171d90cb7f4
com.speedment.tool	tool-config	3.0.21		ad78855bff852a9e52d0c481fb06d51a5c4cfcbf
com.speedment.tool	tool-config	3.0.22		df74c570fd8c98a3c4ac51e2725ff10395021f16
com.speedment.tool	tool-config	3.0.3		d4eb4da807cbba13c96f63e3de3edf0395a0fc47
com.speedment.tool	tool-config	3.0.4		e4b90755e1a3da73c99ca7c7e6d014114db3f0c9
com.speedment.tool	tool-config	3.0.5		bfcbb072d5ab44953411b8d79f096709d55cfa0a
com.speedment.tool	tool-config	3.0.6		54feaf7fe1377a6ba92836351f01a75cc0efaa35
com.speedment.tool	tool-config	3.0.7		710950922d6129a071fb72d20711e67c43114832
com.speedment.tool	tool-config	3.0.8		4d789f6babb49a32b64c715ecd810a5751929165
com.speedment.tool	tool-config	3.0.9		fb225dbfafc1f78969d193eb635957ae8bcb0c63
com.speedment.tool	tool-config	3.1.0		ff23ce20f38ec80f3911611fea8c50154e1e7eb2
com.speedment.tool	tool-config	3.1.1		cb3d21b726c11c4a87a805fcb2cb2266a53717f4
com.speedment.tool	tool-config	3.1.10		e113ee97d67f9ce13f8b5d29b94d590b6b0cb470
com.speedment.tool	tool-config	3.1.12		4861f679a13d2c44de47e8b0441b138b63260497
com.speedment.tool	tool-config	3.1.13		d44e0ce668838b7b05149eaa70193861874995bb
com.speedment.tool	tool-config	3.1.14		9105366531c9acb6f1d3a263a0279de6ee62b02a
com.speedment.tool	tool-config	3.1.15		1a03e5a76f8a4f89da232e331cbd249758352049
com.speedment.tool	tool-config	3.1.16		bcbc4925c532964865837b5264f6775738873258
com.speedment.tool	tool-config	3.1.17		44decc6d3c29cbe3fe15becef543e90e4bef2c56
com.speedment.tool	tool-config	3.1.18		c934ad9bd6460e99a3e344be4e46b55b05404d56
com.speedment.tool	tool-config	3.1.2		29c395bdda0d5fc9671fe23ca2f7959118894c6b
com.speedment.tool	tool-config	3.1.3		6330c852986c92ee2efc6880548833b2a9868c36
com.speedment.tool	tool-config	3.1.4		12efcc1bfaadbcdac16277774a24c8a012ac3370
com.speedment.tool	tool-config	3.1.5		5583ae7eb2677228acdea40beb01f18fe716ace8
com.speedment.tool	tool-config	3.1.6		3831b7aaca7b6b0755bb86951e52f75f50af58ad
com.speedment.tool	tool-config	3.1.8		5489649802164b4448f97fca2238c2799331a0f8
com.speedment.tool	tool-config	3.1.9		d86064f63c83db945dd9a1a6f038371f0a7eb5ae
com.speedment.tool	tool-config	3.2.0		5aa2304753ed8bd4e3ab9d88f04bf0f1651129b5
com.speedment.tool	tool-config	3.2.1		9d40fbe26720c93ad820bf13c2965bfa0ba280bd
com.speedment.tool	tool-config	3.2.10		4c6505279cee36621c90410be89ffc7eada2d112
com.speedment.tool	tool-config	3.2.2		9c188873da98f4a9ce057afd977735840b2a5ab7
com.speedment.tool	tool-config	3.2.5		c67d0c957fde6f6003eca9b4b745f465338709e6
com.speedment.tool	tool-config	3.2.6		fa560ad808f2cd34ff8dc1619a261546e4ee4f45
com.speedment.tool	tool-config	3.2.7		9d77a002c526c01c2bac413ae93a319c34a00fb1
com.speedment.tool	tool-config	3.2.9		9e28395d8dcddea11eafd376553c67ecfc4a87f4
com.tencent.yunxiaowei.base	eup-rqdp	1.9.6		N/A
com.tencent.yunxiaowei.base	eup-rqdp	1.9.6-0		N/A
com.vaadin	vaadin-text-field-flow-demo	1.3.0		83ace6bb6db0ca7978d4bb2c13d3afef215ea006
com.vaadin	vaadin-text-field-flow-demo	14.10.0		da9bfe6ccc12063a9a542ba763f09321afa8b68d
com.vaadin	vaadin-text-field-flow-demo	14.10.1		eaa85761b05ba9824c9cc02e5792d788233b5314
com.vaadin	vaadin-text-field-flow-demo	14.10.10		a47ed64e4291d67963e9e6ee56900d717ca4817b
com.vaadin	vaadin-text-field-flow-demo	14.10.11		da6d9f38a7fa837e8af39809c127967218bcc1cd
com.vaadin	vaadin-text-field-flow-demo	14.10.12		ff896c74d0ae0a391b828ad99dccfac34e879fb6
com.vaadin	vaadin-text-field-flow-demo	14.10.2		6535c0d207bca1f2a0a3cfd8e382d17d2230797f
com.vaadin	vaadin-text-field-flow-demo	14.10.3		68ebf3ac82de33ed7304124fae2f6d960808a16b
com.vaadin	vaadin-text-field-flow-demo	14.10.4		65db1d54c45289bd6765fb1165cb28c71c67283d
com.vaadin	vaadin-text-field-flow-demo	14.10.5		697f337010767e614cf8e30d177620dd31b20ee3
com.vaadin	vaadin-text-field-flow-demo	14.10.6		2ab5b2a7e8f6d3c50b7eb4f294ab7e7936c465bc
com.vaadin	vaadin-text-field-flow-demo	14.10.7		eddfabe4cbd5a1bb05f44d7f67ecd6e3881d919d
com.vaadin	vaadin-text-field-flow-demo	14.10.8		6407932292faa7578495bc4bf4afa031e8b66a09
com.vaadin	vaadin-text-field-flow-demo	14.10.9		c4646e4028ca4b2ecec96dbad2403b79b3b0c033
com.vaadin	vaadin-text-field-flow-demo	14.11.0		ed6c2cc930a72e9b2b596f390ea083b627e4082f
com.vaadin	vaadin-text-field-flow-demo	14.11.1		a630ea8bfbde18250d5b99fc698cd7bfb86abe10
com.vaadin	vaadin-text-field-flow-demo	14.11.10		5228ffe388d58901c7ae4f2ea4aeea56601e5c93
com.vaadin	vaadin-text-field-flow-demo	14.11.11		cc880cd10ddefefe020c19e1827bec1f2757a776
com.vaadin	vaadin-text-field-flow-demo	14.11.12		8ec4cbfdfa238185f5fa34b389c6a52f793bee85
com.vaadin	vaadin-text-field-flow-demo	14.11.13		504bcd685a1f65b2130cc5b0cfeff0ec48d8b639
com.vaadin	vaadin-text-field-flow-demo	14.11.2		123ad5e33e69355ea4b9dabf56c322f18e641bab
com.vaadin	vaadin-text-field-flow-demo	14.11.3		33f7f7bb764204fc7c2db29e986c74aaedb7a0f2
com.vaadin	vaadin-text-field-flow-demo	14.11.4		3b74b8fa0ee5f6936c7d384a3eee775e10a41c03
com.vaadin	vaadin-text-field-flow-demo	14.11.5		34449448d3f86bc9818bc0b6f4943f23aeb66f25
com.vaadin	vaadin-text-field-flow-demo	14.11.6		bc570f242587bddd443d9020fc3180f927b7c80c
com.vaadin	vaadin-text-field-flow-demo	14.11.7		0f5e5f16074243d7d041e6f8869b5a1fb46ba224
com.vaadin	vaadin-text-field-flow-demo	14.11.8		0dff928a80e353b5aa24379171606ce5a98f916f
com.vaadin	vaadin-text-field-flow-demo	14.11.9		6f5cf056eeb057a284d1ca32ef5e4aba20fc55c2
com.vaadin	vaadin-text-field-flow-demo	14.12.0		e3ec94d70402a748054d2b86f1784396cc6915c6
com.vaadin	vaadin-text-field-flow-demo	14.12.1		94bba88961aa1b3088e63b5308f5db81f2343533
com.vaadin	vaadin-text-field-flow-demo	14.12.2		78d0389e898069e7ac27cb66ee88ea37cfde0160
com.vaadin	vaadin-text-field-flow-demo	14.12.3		a62a2f339fa7073bd6c8e9aa86b9c9a7a1fb7a6c
com.vaadin	vaadin-text-field-flow-demo	14.12.4		a367513d9ff5f8780b0621d9c5651062016e3bb2
com.vaadin	vaadin-text-field-flow-demo	14.12.5		da3aa33dd0e6214e5e5813e65536ec624069d431
com.vaadin	vaadin-text-field-flow-demo	14.12.6		e3de004f4617dc5c3ee5143e0317eb67a147042f
com.vaadin	vaadin-text-field-flow-demo	14.12.7		0e76f9074db652c45900146a60bd7153e3efd432
com.vaadin	vaadin-text-field-flow-demo	14.12.8		fcedc1ba28b365cfccec73d7026018a136ed410a
com.vaadin	vaadin-text-field-flow-demo	14.5.0		f18c7d422d4a368633cb69c6f20798281916a274
com.vaadin	vaadin-text-field-flow-demo	14.5.1		25103682b28705be09fe7a72f7ecaee4a22c6772
com.vaadin	vaadin-text-field-flow-demo	14.5.2		5e2330ac0732522a74f04d217cb5af1d4a6d6c38
com.vaadin	vaadin-text-field-flow-demo	14.5.3		ab06ebbbf6c609678451b9e13106bdf9215da972
com.vaadin	vaadin-text-field-flow-demo	14.5.4		ab10a1dd3256bfd4d85f34ba3566f31a5d7fc228
com.vaadin	vaadin-text-field-flow-demo	14.5.5		37a7278f05378b3c4775e5d8088e5d3064114372
com.vaadin	vaadin-text-field-flow-demo	14.6.0		6aebcf22388d4633e255436540ff7b72b167917d
com.vaadin	vaadin-text-field-flow-demo	14.6.1		f75b2cd5c1042a0be49214bbca64f4fa19888776
com.vaadin	vaadin-text-field-flow-demo	14.6.2		82040e240cd9499845f31615c067593a760e2392
com.vaadin	vaadin-text-field-flow-demo	14.6.3		ef038d406e9575b25ffddeb30a37363edf771c5f
com.vaadin	vaadin-text-field-flow-demo	14.6.4		6e9117784bedae2a189a482ad8c1b17cba9e2de8
com.vaadin	vaadin-text-field-flow-demo	14.6.5		eb614996bafb00ee43fb65859979e29921f85402
com.vaadin	vaadin-text-field-flow-demo	14.6.6		eec15bad33d4a1ecb5b4451a492e9f9468839a34
com.vaadin	vaadin-text-field-flow-demo	14.6.7		56ab4a73130ed8399132348a7998c70614fad1e1
com.vaadin	vaadin-text-field-flow-demo	14.6.8		5942935787a57d19103efc3449f815f1da557ac9
com.vaadin	vaadin-text-field-flow-demo	14.6.9		f27ad99020dc0ce3edff1a086c4071ac32d16209
com.vaadin	vaadin-text-field-flow-demo	14.7.0		a42e34278ef43e77f978146d680b8af214c1d21c
com.vaadin	vaadin-text-field-flow-demo	14.7.1		d79ed1e0b92da1ee50ff98ce3b5126d84fd91e74
com.vaadin	vaadin-text-field-flow-demo	14.7.2		4eb4782fcfe96248fd81d2c11e455858cba9a90e
com.vaadin	vaadin-text-field-flow-demo	14.7.3		0763a26fd3c3d7d6a78de3db0ecab483b8e0f987
com.vaadin	vaadin-text-field-flow-demo	14.7.4		783f5ff34eb2da7dc6eed9ca4c196199935a5f66
com.vaadin	vaadin-text-field-flow-demo	14.7.5		9373e9a391569ed8c043936b8bc5a819d540c234
com.vaadin	vaadin-text-field-flow-demo	14.7.6		203beb5051ef452c641a1f4a2c25e4ed2ed85a01
com.vaadin	vaadin-text-field-flow-demo	14.7.7		5cd74d8b3d3dafd113c573554db223c1f68b822c
com.vaadin	vaadin-text-field-flow-demo	14.7.8		46c44b8f2ba16f07ebb3c86e00675d23fdc8346a
com.vaadin	vaadin-text-field-flow-demo	14.8.0		8620257db2857cad316f7e40ad4352e81ba94fa1
com.vaadin	vaadin-text-field-flow-demo	14.8.1		3aab7904bef2bfe490c54c62453b9b1be15101e2
com.vaadin	vaadin-text-field-flow-demo	14.8.10		aed4b3b7c83864ae386426d55d3b5d283689c95a
com.vaadin	vaadin-text-field-flow-demo	14.8.11		01c85d28d3df29d7a73cabb9db1857a80acfdf89
com.vaadin	vaadin-text-field-flow-demo	14.8.12		b29f6ed97061d6bfe13c9437826a69cf2c22523b
com.vaadin	vaadin-text-field-flow-demo	14.8.13		f9c941729ac3a114031676339ba8dc6f1677a7e2
com.vaadin	vaadin-text-field-flow-demo	14.8.14		fa3485857d7e5c944b87c1d817397518a4a44fb0
com.vaadin	vaadin-text-field-flow-demo	14.8.15		4e666299fec30f1d98dd425ac5c382b8df8b64da
com.vaadin	vaadin-text-field-flow-demo	14.8.16		cc902f36fb9bf4be4b5013da053d85015bab5379
com.vaadin	vaadin-text-field-flow-demo	14.8.17		cbc119dfd09c15c080a299fe95e6fece492e2900
com.vaadin	vaadin-text-field-flow-demo	14.8.18		c7816420e9babf0ca1187cfcd69f3b191b948985
com.vaadin	vaadin-text-field-flow-demo	14.8.19		358b62cdbf05989bff62779aefdc573586300b28
com.vaadin	vaadin-text-field-flow-demo	14.8.2		8ce5419b39d9994f9f1e03113d0298499d4db0fc
com.vaadin	vaadin-text-field-flow-demo	14.8.20		997296d325e922c7bf3c30109e302e4ce24bd81a
com.vaadin	vaadin-text-field-flow-demo	14.8.3		f8ac138e2f3187ba4a4654622cad6643d7d96f99
com.vaadin	vaadin-text-field-flow-demo	14.8.4		5a3bba2d129fe00294b0b320558a50fbdc29fb46
com.vaadin	vaadin-text-field-flow-demo	14.8.5		c40e48861dfc665f19f1b0bece156a97d95ea37f
com.vaadin	vaadin-text-field-flow-demo	14.8.6		f1d92e901c0385d6d93cc1dfcfb005a1e216e8c1
com.vaadin	vaadin-text-field-flow-demo	14.8.7		7a35a7e1d3388aacc675d3afff26fffc72f45830
com.vaadin	vaadin-text-field-flow-demo	14.8.8		a3dcb2311ae93bd53475905fc5387a2f77cdc73d
com.vaadin	vaadin-text-field-flow-demo	14.8.9		e2d0775083d1253c8238c213db15d58bee623689
com.vaadin	vaadin-text-field-flow-demo	14.9.0		fcf112993363e20ab65ba194510c9f778540e070
com.vaadin	vaadin-text-field-flow-demo	14.9.1		67a642277b09202cb1728d6e2341d49d062329d7
com.vaadin	vaadin-text-field-flow-demo	14.9.2		75c6637f957de56ed2a20451566f7d3955c64566
com.vaadin	vaadin-text-field-flow-demo	14.9.3		b1a4f10993663c8fb9364563b647f82df1a90124
com.vaadin	vaadin-text-field-flow-demo	14.9.4		d1dbfffbe74ab5d223e33e069cc2641c82a97cfb
com.vaadin	vaadin-text-field-flow-demo	14.9.5		8347c69c6733b8f7264a240b7636c0667674ace2
com.vaadin	vaadin-text-field-flow-demo	14.9.6		794fb5961d25a8e11b360d47ffc5c4575951c0c2
com.vaadin	vaadin-text-field-flow-demo	14.9.7		f65195c07e7947074b70cbcca66ce24f31858d85
com.vaadin	vaadin-text-field-flow-demo	14.9.8		18e50641253872a79291ef14db8745d6c66a9dab
com.vaadin	vaadin-text-field-flow-demo	18.0.0		0f012922bfc583bb7981b63de56ad4ad677ee04c
com.vaadin	vaadin-text-field-flow-demo	18.0.1		c745fb8253533973d996ce7862b76deeabfa2f1b
com.vaadin	vaadin-text-field-flow-demo	18.0.2		b9d0b9e9a55cee05fcdf67220dc279fd7804dcab
com.vaadin	vaadin-text-field-flow-demo	18.0.3		d439b371d80cc78d5cddb422f239f1795115180e
com.vaadin	vaadin-text-field-flow-demo	18.0.4		94bbdd4c2110c82c4c669bcb90971bc7c3f019f4
com.vaadin	vaadin-text-field-flow-demo	18.0.5		ade1c9b99f4432701a2c66da791403de821d3fe2
com.vaadin	vaadin-text-field-flow-demo	18.0.6		d159d0e3b1a4393b0a2e90b7aeba89328c825544
com.vaadin	vaadin-text-field-flow-demo	18.0.7		17e3e124f327efd854e247fd86a0d10ff806e4df
com.vaadin	vaadin-text-field-flow-demo	19.0.0		238fc7b6b7525cac8280dd68f1325b143fc7b88d
com.vaadin	vaadin-text-field-flow-demo	19.0.1		290cb2498a6a01e286bee38486f2fa1498f2c6bd
com.vaadin	vaadin-text-field-flow-demo	19.0.2		09be535dcae8c35f90bc0a7172cf97ed1e69849a
com.vaadin	vaadin-text-field-flow-demo	19.0.3		5005febd14ba6b2f996ef30e88f163dd72a5af3f
com.vaadin	vaadin-text-field-flow-demo	19.0.4		0de16ea10f36971d11f4800f589155c248dbe9b8
