app.tulz	tuplez-apply_3.0.0-RC3	0.3.6		87a81bb149a14a68baa650da52d3bbe013a34985
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.12		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.13		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.14		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.15		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.16		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.17		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.18		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.19		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.2		a418155ddb1dd46020b86d4886beb62c9511dd28
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.20		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.3		a418155ddb1dd46020b86d4886beb62c9511dd28
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.4		a418155ddb1dd46020b86d4886beb62c9511dd28
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.5		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.6		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.7		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.8		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.0.9		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.1.0		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.1.1		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.1.2		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.1.3		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.1.4		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.1.5		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.0		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.1		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.10		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.11		b3a5083ac1ab0cdee579f605bacfc2e8fc33a92b
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.12		b3a5083ac1ab0cdee579f605bacfc2e8fc33a92b
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.13		b3a5083ac1ab0cdee579f605bacfc2e8fc33a92b
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.14		2fba8f7f0975f424b341bea34fb80123de90c0c3
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.15		2fba8f7f0975f424b341bea34fb80123de90c0c3
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.16		2fba8f7f0975f424b341bea34fb80123de90c0c3
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.17		2fba8f7f0975f424b341bea34fb80123de90c0c3
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.18		2fba8f7f0975f424b341bea34fb80123de90c0c3
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.2		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.3		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.4		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.5		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.6		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.7		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.8		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.2.9		d25244dd956719d759465c42a79b24dd782f3f8e
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.0		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.1		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.10		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.11		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.12		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.13		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.14		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.15		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.16		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.17		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.18		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.19		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.2		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.20		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.21		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.22		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.23		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.24		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.25		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.26		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.27		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.28		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.29		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.3		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.30		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.31		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.32		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.33		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.34		f901a983cfdd09db572561e4e8d9862d871da7d2
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.4		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.5		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.6		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.7		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.8		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.3.9		ab900cf2c91023f4fe31948fb3479d9d36b19f09
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.0		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.1		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.10		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.11		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.12		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.13		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.14		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.15		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.16		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.2		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.3		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.4		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.5		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.6		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.7		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.8		46cc54aa8bc22f904cf82e1605b117a13bf0266f
aws.smithy.kotlin	aws-json-protocols-jvm	1.4.9		46cc54aa8bc22f904cf82e1605b117a13bf0266f
ca.gosyer	accompanist-flowlayout-jvm	0.20.1		9e8e33f4ec022cf2734d2c842207b4be6b2bf3a9
ca.gosyer	accompanist-flowlayout-jvm	0.24.4		d5a4d494acbe9ec4029ce2c85021c3f40dffde72
ca.gosyer	accompanist-flowlayout-jvm	0.25.0		cc1bb883eaeeefd9721e358a344ac27ff6861c20
ca.gosyer	accompanist-flowlayout-jvm	0.25.1		2dcea4345ccb4c7a199fc038481881bf23eafcdb
ca.gosyer	accompanist-flowlayout-jvm	0.25.2		b51223ce4a70feaeaad005d3f579fdd9bce2fee6
ca.gosyer	accompanist-flowlayout-jvm	0.30.1		1c5248cfb96ece31dc9a2808fe336717cff5c560
ch.epfl.scala	scalafix-cli_2.13.7	0.9.32		f46a0457f558999c06eaf90e29e0c9cb134f8511
ch.epfl.scala	scalafix-cli_2.13.7	0.9.33		9915564b66b74f87eae470e8fcd1faad19de4112
city.smartb.cccev	cccev-framework-api	0.15.0		e487366bd46434618d2ea9b83b1a919a539c10a4
city.smartb.cccev	cccev-framework-api	0.15.0-RC2		e1d229aee7880ea49785daeea00223d9ae70ab32
com.amazonaws	aws-java-sdk-amplify	1.11.1000		3e08e9a51fceb92579dbe6ab22acaadbfab0fd46
com.amazonaws	aws-java-sdk-amplify	1.11.1001		8ba9979277c3bbd8f7ba60a60ea2085b76f1e447
com.amazonaws	aws-java-sdk-amplify	1.11.1002		c3016029f2068b2951080aec1282997616906547
com.amazonaws	aws-java-sdk-amplify	1.11.1003		45285752565fade70cb2ab55275ae9af179fa44f
com.amazonaws	aws-java-sdk-amplify	1.11.1004		fcaacc94f6d9b65f080269ac51ac76aa8e6e81a1
com.amazonaws	aws-java-sdk-amplify	1.11.1005		4797b91fca27fb43366b2fe239d5672fb3dbeda9
com.amazonaws	aws-java-sdk-amplify	1.11.1006		13970bfe752c0d3232757a6711ad2cae4c739790
com.amazonaws	aws-java-sdk-amplify	1.11.1007		1cd57d44543099d6b94f75404fb68229bb134d76
com.amazonaws	aws-java-sdk-amplify	1.11.1008		643c09100bb84e622ab99e2003a19e5f8f78dbf1
com.amazonaws	aws-java-sdk-amplify	1.11.1009		1bc95093e27daabe4e0b54de5b3262714ace03ad
com.amazonaws	aws-java-sdk-amplify	1.11.1010		3f0d684534a1a3859d87bd4f0cb2c2ff037eb84f
com.amazonaws	aws-java-sdk-amplify	1.11.1011		b9068471d0737a8f1bc84801fd19920cea7c5681
com.amazonaws	aws-java-sdk-amplify	1.11.1012		4b228f1e8b3d124a9e38cd08418e61856a93d7e8
com.amazonaws	aws-java-sdk-amplify	1.11.1013		44ff64aa73dbbf03e547c654dafbbb82caee72eb
com.amazonaws	aws-java-sdk-amplify	1.11.1014		4934a4f4c0323df257d01184482c59884edc4ad1
com.amazonaws	aws-java-sdk-amplify	1.11.1015		0443adf39a2955416e9ec2e2127b062a619f71bc
com.amazonaws	aws-java-sdk-amplify	1.11.1016		b6eabf6fa852645a8c8338e33d172e801f3b72b2
com.amazonaws	aws-java-sdk-amplify	1.11.1017		a7a27310f62e83c1c035a9b17d34a1f761ed73d5
com.amazonaws	aws-java-sdk-amplify	1.11.1018		cbe51f1fc70c8ae238ad20b99ccdcf9cdfbe926a
com.amazonaws	aws-java-sdk-amplify	1.11.1019		153f70fc22c23d5e82c7ea076e5ab867f684a4ef
com.amazonaws	aws-java-sdk-amplify	1.11.1020		ad405c2e9a19267b89b8de35efe42d38682e1e04
com.amazonaws	aws-java-sdk-amplify	1.11.1021		a629669ecfc35f82943554bd013b3a9731d64973
com.amazonaws	aws-java-sdk-amplify	1.11.1022		7b686a01c72ea75531912a6fb91f6c057dc69649
com.amazonaws	aws-java-sdk-amplify	1.11.1023		fc36307ae2897444173555cb7a14a0ec6c77a445
com.amazonaws	aws-java-sdk-amplify	1.11.1024		d320e8f460dd3c4dd77f0952c16ede08f5b0d01d
com.amazonaws	aws-java-sdk-amplify	1.11.1025		1bd414ca37e14465db025fb3655dcb965531d6bb
com.amazonaws	aws-java-sdk-amplify	1.11.1026		d0cd9b5c6d558010161d1197ed9adebaa3f0af78
com.amazonaws	aws-java-sdk-amplify	1.11.1027		8bd471aa26389a9d83568e7e0231c9fdc6b15263
com.amazonaws	aws-java-sdk-amplify	1.11.1028		dcbec0660c61d8571dd4f6f633e9be9b315e7259
com.amazonaws	aws-java-sdk-amplify	1.11.1029		334aa04b2d52c649455573395fa456d9dcedf958
com.amazonaws	aws-java-sdk-amplify	1.11.1030		7b2ba3198c480a21284610884fd4c7ebbb0c6f41
com.amazonaws	aws-java-sdk-amplify	1.11.1031		78e0a1990adcb254766d679ea901e85c6f0a9312
com.amazonaws	aws-java-sdk-amplify	1.11.1032		2e7b28b5fda3528c63d5edb80aedc1202cc68a66
com.amazonaws	aws-java-sdk-amplify	1.11.1033		2fe172c38764e2aa8affcb8c2ce36eb80de4a386
com.amazonaws	aws-java-sdk-amplify	1.11.1034		354cabdd9b6ac636c2fc28475b52264c488328a0
com.amazonaws	aws-java-sdk-amplify	1.11.456		fbebcf6f4cf2dd78ba8f6d4a554583036224e909
com.amazonaws	aws-java-sdk-amplify	1.11.457		8bd093adec2a7d852f7a2e8275df0815109267bb
com.amazonaws	aws-java-sdk-amplify	1.11.458		1f25c50a8f4033800c16375817fb1e5cfe8ce6e0
com.amazonaws	aws-java-sdk-amplify	1.11.459		17937c298f432780d54b44e52b64b81331cad745
com.amazonaws	aws-java-sdk-amplify	1.11.460		5e895d34deedfce9cfa259a12c827211862c22ee
com.amazonaws	aws-java-sdk-amplify	1.11.461		9e3ae4c08a6a279afe6036d221802dfc3400d4cf
com.amazonaws	aws-java-sdk-amplify	1.11.462		d24922ab1d46bb92b687fd976e47b16cbfe74bda
com.amazonaws	aws-java-sdk-amplify	1.11.463		d75a9beb87ff75f3041acbb06d9fc6fb8c4abb5c
com.amazonaws	aws-java-sdk-amplify	1.11.464		8ee3f844b70405121dab79cc1a827ca5d5e2297d
com.amazonaws	aws-java-sdk-amplify	1.11.465		074946effbf44b4048e867565a29eaf09cc0932d
com.amazonaws	aws-java-sdk-amplify	1.11.466		4db2a8875532a13a0934bc8f95e82cd53da22e96
com.amazonaws	aws-java-sdk-amplify	1.11.467		7eb522a3a5421ec2d2551c2ddb411fe7f96c3a09
com.amazonaws	aws-java-sdk-amplify	1.11.468		c63b2adc3c9dd85e8078a9cd70c2968189160d7a
com.amazonaws	aws-java-sdk-amplify	1.11.469		1d79d7e26b47e303354c4739e3126caed214c6b9
com.amazonaws	aws-java-sdk-amplify	1.11.470		650a01e279e1142f936d20f9e0cb3a6f61b0b0cf
com.amazonaws	aws-java-sdk-amplify	1.11.471		0dbf6caca293c45cc4f00b095753c3392384dfd8
com.amazonaws	aws-java-sdk-amplify	1.11.472		d08e8fd63a618f36b90265f613557bc1b1b9acce
com.amazonaws	aws-java-sdk-amplify	1.11.473		d942466f515a260b700fee85fec6719540f96f82
com.amazonaws	aws-java-sdk-amplify	1.11.474		72d078f907a6a6365ab8dc73ce1c5f2802651406
com.amazonaws	aws-java-sdk-amplify	1.11.475		19c337d7c9ef20ce129d0d6f4fa9d2dcb8b1f561
com.amazonaws	aws-java-sdk-amplify	1.11.476		a7d2254bc3812e26fe356e958b90c0527adfb686
com.amazonaws	aws-java-sdk-amplify	1.11.477		e733b67190f08c10fa5801a469fd068d0c0edd3c
com.amazonaws	aws-java-sdk-amplify	1.11.478		48527a320f52e8f1db2b6cc342835aa98fd2f0ac
com.amazonaws	aws-java-sdk-amplify	1.11.479		11d224dac36d7d1185492e9e5c1f3e21fa6a87d4
com.amazonaws	aws-java-sdk-amplify	1.11.480		ee7988dc6089ac691370cd0efa8bc7ae64c6cc27
com.amazonaws	aws-java-sdk-amplify	1.11.481		b0ec6d771cbe3bb2edf82b7e9950b715f2f82230
com.amazonaws	aws-java-sdk-amplify	1.11.482		ffcc89bc08e3f2bfe3d04a4a6fda338a5518694c
com.amazonaws	aws-java-sdk-amplify	1.11.483		01dea25ce35e82b4c60a794f0853214a3d7bee80
com.amazonaws	aws-java-sdk-amplify	1.11.484		8fecd7d23965bf7e7707bd1cc8f27aee2c80298e
com.amazonaws	aws-java-sdk-amplify	1.11.485		1a2301a32ab605c2116c05090a0abfbf5b38def8
com.amazonaws	aws-java-sdk-amplify	1.11.486		5f0b1a34c3f089b019f27d298dcea46c403076e9
com.amazonaws	aws-java-sdk-amplify	1.11.487		7d757ae5c122af3d0599ec2991d916b5660c1f8b
com.amazonaws	aws-java-sdk-amplify	1.11.488		ca410dfd20b9698819b573b8e6a25909df6a5e06
com.amazonaws	aws-java-sdk-amplify	1.11.489		32297e95c7f168c40aaf01df4d5e46885490e8a2
com.amazonaws	aws-java-sdk-amplify	1.11.490		bfd546b3322c2908a0501f46faae2e8d90e98a12
com.amazonaws	aws-java-sdk-amplify	1.11.491		d68e4350ac5f5e439191b3f18aa60d63d20765e2
com.amazonaws	aws-java-sdk-amplify	1.11.492		36daa8724df90e2239f5da9387805391bd93390f
com.amazonaws	aws-java-sdk-amplify	1.11.493		88143e8ea4f2930c3b14ebbad3e48bc5a23c5083
com.amazonaws	aws-java-sdk-amplify	1.11.494		33d9d452c1f7d5b26bdd884ea9c42b5664f37b5c
com.amazonaws	aws-java-sdk-amplify	1.11.495		9a334556a29fa40d34a826c268b92311f6b4dff3
com.amazonaws	aws-java-sdk-amplify	1.11.496		e05b1b173557e1751b6babaf6e9af3d2d31e1664
com.amazonaws	aws-java-sdk-amplify	1.11.497		dfa771b3b1a1b2c3e24e7112406ebfc15f88012b
com.amazonaws	aws-java-sdk-amplify	1.11.498		231edb9216fcbca4ec92c3995d9d69dca389318c
com.amazonaws	aws-java-sdk-amplify	1.11.499		fbd47e0fc94dbcc8a81d209092dc656969813db3
com.amazonaws	aws-java-sdk-amplify	1.11.500		a46752fbf628d36c99d286cadb9d53e8858e8df8
com.amazonaws	aws-java-sdk-amplify	1.11.501		e0dc7477ba1bd7602557f2192c6f0eda0528637a
com.amazonaws	aws-java-sdk-amplify	1.11.502		8440604289e971e38e181c2bea2d79f55bc0bdd0
com.amazonaws	aws-java-sdk-amplify	1.11.503		583e902029b5e636247e764937f1e1f2a72fe186
com.amazonaws	aws-java-sdk-amplify	1.11.504		7d14f34e0cc00abb2224085c31a27f73f2e90513
com.amazonaws	aws-java-sdk-amplify	1.11.505		5850fc725422d93f619c21ce945f0681d73624ad
com.amazonaws	aws-java-sdk-amplify	1.11.506		3951f5c74ba9bed6f43367014127aa2463c0de2b
com.amazonaws	aws-java-sdk-amplify	1.11.507		59b3d50847ddf0eca76803f2c843eb3efe0650fa
com.amazonaws	aws-java-sdk-amplify	1.11.508		ef5fdf646bc71dd1e19b715840c9af0cc283dff5
com.amazonaws	aws-java-sdk-amplify	1.11.509		917f20d6d59b01ad9f9ce635bc2f956547cfe01b
com.amazonaws	aws-java-sdk-amplify	1.11.510		a032c5228371eb0267f38ea0e910748b1bddb8b9
com.amazonaws	aws-java-sdk-amplify	1.11.511		ac34c09d0eb946219ed0add588544f82cc77cb6d
com.amazonaws	aws-java-sdk-amplify	1.11.512		f1e57aa2dfb61f34dfd461d81192a0e0ee30184d
com.amazonaws	aws-java-sdk-amplify	1.11.513		027a7d247f9e43abe44be3df81387b9d2c4ed637
com.amazonaws	aws-java-sdk-amplify	1.11.514		9c210a888ebedcac9707778707e7837cdbe603e4
com.amazonaws	aws-java-sdk-amplify	1.11.515		15179bbaae6cab4ca2c2c4de659398ef09dacfc7
com.amazonaws	aws-java-sdk-amplify	1.11.516		fd80e7e4e8a63976fc23177bda706fc9129b9d3a
