biz.cgta	autowire_sjs0.6_2.11	0.2.9		1d0d7fff3f9a6937fa84b257e87fd17a07fa6a02
co.touchlab	stately-concurrent-collections-iosx64	2.0.5	metadata	6aa8e5e7839dededfd6c9f4bbb653cade81608b9
co.touchlab	stately-concurrent-collections-iosx64	2.0.6		N/A
co.touchlab	stately-concurrent-collections-iosx64	2.0.6	metadata	bb69b98a7e049ed5c3fc5d068df9dae48fb09d1a
co.touchlab	stately-concurrent-collections-iosx64	2.0.7		N/A
co.touchlab	stately-concurrent-collections-iosx64	2.0.7	metadata	8523fd2f2472f61679edf082ffd55a88c9ba527f
co.touchlab	stately-concurrent-collections-iosx64	2.1.0		N/A
co.touchlab	stately-concurrent-collections-iosx64	2.1.0	metadata	9b4b5d3a76062ff16a612826ebfc9a3758fae9ce
com.alibaba.blink	flink-streaming-python_2.11	1.5.1		4a3d7b0a687460c379b5a2bcec50d0fc6197baf9
com.alibaba.blink	flink-streaming-python_2.11	blink-3.2.0		af295f51798ed71d59e067894eaf2bdb1768c7e6
com.alibaba.blink	flink-streaming-python_2.11	blink-3.2.1		9841d7fbf55af7ae71981dccd64ea27b0507e6d6
com.alibaba.blink	flink-streaming-python_2.11	blink-3.2.2		872d8342f0a08422400fb83486fef1112a03157d
com.alibaba.blink	flink-streaming-python_2.11	blink-3.2.3		7dff4d3c8b1b4ed36a87463601152b196ffd7ee0
com.alibaba.blink	flink-streaming-python_2.11	blink-3.2.4		061733121df406dc403b4e5aaa229bb80161c82f
com.alibaba.blink	flink-streaming-python_2.11	blink-3.3.0		9cb9738623f5ed10649b660267c6eb1c710de910
com.alibaba.blink	flink-streaming-python_2.11	blink-3.4.0		9e8c5542b6178ad64216a357e6400f032b0fe57a
com.alibaba.blink	flink-streaming-python_2.11	blink-3.6.4		152ed60d6dc54009b6854699940ba3366d44aeda
com.alibaba.blink	flink-streaming-python_2.11	blink-3.6.8		c1cd016772a77cc0beb26cad0745278c6b615265
com.alibaba.blink	flink-streaming-python_2.11	blink-3.7.0		6254db0df926d6fd1646c0962e6628b0e8468e50
com.bihe0832.android	lib-onnx	6.13.5		N/A
com.bihe0832.android	lib-onnx	6.16.7		N/A
com.cathive.fx	fx-credits	1.0.0		872a8943a62ed8769e6fb2d748f61fbd203dd92c
com.cathive.fx	fx-credits	1.1.0		308e77b0e305a83067cb5823932be1c6bfee1358
com.cedarsoft.commons.rest	test	2.0.5		5f3bfc3c042183866e01e362cde1d0f6c90bf80a
com.cedarsoft.commons.rest	test	2.0.6		5e50ab0287c93338af4132342c5135397df9a818
com.cloud-lego.spring.boot	lego-sharding-jdbc-spring-boot-starter	0.0.1		dfeb7652edd2e32fc3b6f2c0474e3190324bc5a7
com.cloud-lego.spring.boot	lego-sharding-jdbc-spring-boot-starter	0.0.2		8143c6bff941852c0879d31066d886e9303e9098
com.cloudinary	cloudinary-parent	1.0.10		N/A
com.cloudinary	cloudinary-parent	1.0.12		N/A
com.cloudinary	cloudinary-parent	1.0.13		N/A
com.cloudinary	cloudinary-parent	1.0.14		N/A
com.cloudinary	cloudinary-parent	1.0.3		N/A
com.cloudinary	cloudinary-parent	1.0.4		N/A
com.cloudinary	cloudinary-parent	1.0.5		N/A
com.cloudinary	cloudinary-parent	1.0.6		N/A
com.cloudinary	cloudinary-parent	1.0.7		N/A
com.cloudinary	cloudinary-parent	1.0.8		N/A
com.cloudinary	cloudinary-parent	1.0.9		N/A
com.cloudinary	cloudinary-parent	1.1.0		N/A
com.cloudinary	cloudinary-parent	1.1.1		N/A
com.cloudinary	cloudinary-parent	1.1.2		N/A
com.cloudinary	cloudinary-parent	1.1.3		N/A
com.cloudinary	cloudinary-parent	1.11.0		N/A
com.cloudinary	cloudinary-parent	1.12.0		N/A
com.cloudinary	cloudinary-parent	1.2.0		N/A
com.cloudinary	cloudinary-parent	1.2.1		N/A
com.cloudinary	cloudinary-parent	1.2.2		N/A
com.cloudinary	cloudinary-parent	1.3.0		N/A
com.cloudinary	cloudinary-parent	1.4.0		N/A
com.cloudinary	cloudinary-parent	1.4.1		N/A
com.cloudinary	cloudinary-parent	1.4.2		N/A
com.cloudinary	cloudinary-parent	1.4.3		N/A
com.cloudinary	cloudinary-parent	1.4.4		N/A
com.cloudinary	cloudinary-parent	1.4.5		N/A
com.cloudinary	cloudinary-parent	1.4.6		N/A
com.cloudinary	cloudinary-parent	1.5.0		N/A
com.cloudinary	cloudinary-parent	1.6.0		N/A
com.cloudinary	cloudinary-parent	1.7.0		N/A
com.cloudinary	cloudinary-parent	1.8.0		N/A
com.cloudinary	cloudinary-parent	1.8.1		N/A
com.cloudinary	cloudinary-parent	1.9.0		N/A
com.cloudinary	cloudinary-parent	1.9.1		N/A
com.composum.sling.platform	composum-platform-services-setup	1.0.2		746d66782f5316a2b9cc24d7c4ae49c669142027
com.composum.sling.platform	composum-platform-services-setup	1.0.3		49bf1917b380a49e006a274bb25c4c0e26005385
com.contentgrid.helm.integrationtesting	contentgrid-helm-client	0.0.1		0e43447f0dbcad34afdb1902096905c25c217498
com.contentgrid.helm.integrationtesting	contentgrid-helm-client	0.0.2		825149a463284b3edc15dd1625b603375297c0b1
com.contentgrid.helm.integrationtesting	contentgrid-helm-client	0.0.3		4c1e591963b283f45da6a69ecf8424e1f81c7b09
com.contentgrid.helm.integrationtesting	contentgrid-helm-client	0.0.4		4780b9072435539ccf94dc757539643d91648af4
com.contentgrid.helm.integrationtesting	contentgrid-helm-client	0.0.5		8bd88ad0c1a9afd73a1446e6f82c079ce3c261ef
com.contentgrid.helm.integrationtesting	contentgrid-helm-client	0.0.6		22117201a6d3c857bf4b662402df817b5ae4b35b
com.github.Shouheng88	vmlib-network	1.6.2		N/A
com.github.Shouheng88	vmlib-network	1.7.0		N/A
com.github.Shouheng88	vmlib-network	1.7.1		N/A
com.github.Shouheng88	vmlib-network	1.8.0		N/A
com.github.Shouheng88	vmlib-network	1.9.0		N/A
com.github.Shouheng88	vmlib-network	2.0		N/A
com.github.Shouheng88	vmlib-network	2.1		N/A
com.github.Shouheng88	vmlib-network	3.0		N/A
com.github.Shouheng88	vmlib-network	3.0.1		N/A
com.github.Shouheng88	vmlib-network	3.0.3		N/A
com.github.ancienter	webmagic-saxon	v2020.6.17		3a7b4c736166dc8e5c4289194d2763db0dabb4bc
com.github.cornerman	sloth-types_2.13	0.6.2		35ce0b784f996c867de18f9789a020b8b2610360
com.github.cornerman	sloth-types_2.13	0.6.3		db6ea1be2d5726b6f90ec7a07779967ff02b5b46
com.github.cornerman	sloth-types_2.13	0.6.4		5efb1464116eb9fd62eddeedcea7ab41e07d6f16
com.github.cornerman	sloth-types_2.13	0.6.5		97d1ee082519c9dd34e3585f11c3c1a4b227dad2
com.github.cornerman	sloth-types_2.13	0.6.6		cd9be596f38952c797f8caedb85850c30a2d32ec
com.github.cornerman	sloth-types_2.13	0.6.7		2eb2d49ab6c64549b3254528b57c6b1c20d9c0c8
com.github.cornerman	sloth-types_2.13	0.7.0		4e23032f26afd4cb39e5c8dc5474b786507367ae
com.github.cornerman	sloth-types_2.13	0.7.1		3daa2a67291cfa7bfb9f9210a80a7223695e6e14
com.github.cornerman	sloth-types_2.13	0.7.2		dfabe874aaee7d8c0d7e8ab29866d986470346b0
com.github.cornerman	sloth-types_2.13	0.7.3		70165ae17fea6075456ef86061d7807d82c7a6e3
com.github.cornerman	sloth-types_2.13	0.7.4		2aa864e06576a704f3d089112d7184abf06da712
com.github.cornerman	sloth-types_2.13	0.7.5		10461aac312c267e0d49c2455c4519397b61e627
com.github.cornerman	sloth-types_2.13	0.8.0		b9ffa6cb2483e8a2602aabefa540cfa07981f908
com.github.simonpercic	aircycle-compiler	1.2.0		9789d23dd865fece6b81ffc0521ef8f1bec4e995
com.gluonhq.attach	runtime-args	4.0.10		12fb7e898612ef5cda1c4cee76816272f9588d8b
com.gluonhq.attach	runtime-args	4.0.10	android	5635a210b1998d516a792533e0c679f831f515c8
com.gluonhq.attach	runtime-args	4.0.10	desktop	4a04d6e88da053b8a697f999855589bc10481160
com.gluonhq.attach	runtime-args	4.0.10	ios	d39821f509086a6f2ca1ea65aed3e6c79aef3fa2
com.gluonhq.attach	runtime-args	4.0.11		533fa405635f0a684028453bb42ec26fe2aa2e93
com.gluonhq.attach	runtime-args	4.0.11	android	fff8666bfb50a1a956dbeef63787d9a99e2e542f
com.gluonhq.attach	runtime-args	4.0.11	desktop	26848be804c4705feb3eaa16cc917c5ac176a367
com.gluonhq.attach	runtime-args	4.0.11	ios	7d262a4432be67ceab3b48db064ab995cf5fdcea
com.gluonhq.attach	runtime-args	4.0.12		a77b429a8c9f06397b96c3130f32c65a22817e61
com.gluonhq.attach	runtime-args	4.0.12	android	45edb324c44c0bd48a9e331ded9b9ec983998577
com.gluonhq.attach	runtime-args	4.0.12	desktop	7218faf398fdf5066895310aa144cc408f01e76a
com.gluonhq.attach	runtime-args	4.0.12	ios	7ded4fc2635d017fb194a5a654df399f4534de13
com.gluonhq.attach	runtime-args	4.0.13		f65ebf12afc0dbe135a29de318cccf0016675b78
com.gluonhq.attach	runtime-args	4.0.13	android	bfb3a616d6ef7b38526f7fac35965bc3101f33e6
com.gluonhq.attach	runtime-args	4.0.13	desktop	aa036dd9f299fb82fb5d0f59c3439c6eb3b1b7b5
com.gluonhq.attach	runtime-args	4.0.13	ios	67722a8e66532a5c45ace57f47b3e00117db167f
com.gluonhq.attach	runtime-args	4.0.14		fa917e7fe0d7c27fb1ee4a53859d6e69c52e0263
com.gluonhq.attach	runtime-args	4.0.14	android	bc020e301892d96bc24cb2f00f3d7a4cfef52a41
com.gluonhq.attach	runtime-args	4.0.14	desktop	6183f2375f89f2295564cf9050f6310aef1c540b
com.gluonhq.attach	runtime-args	4.0.14	ios	d4d32fb10198577405b5a7b474ef960e76b595eb
com.gluonhq.attach	runtime-args	4.0.15		02d8a9153ecd92b11c044642d13c91f6afcb8ba0
com.gluonhq.attach	runtime-args	4.0.15	android	035c500cf6ac6934327f67931467876052de3803
com.gluonhq.attach	runtime-args	4.0.15	desktop	095b8c9514d0eff49dc2c69092ff4b68a01494fc
com.gluonhq.attach	runtime-args	4.0.15	ios	660c97d9abefda1cf18bd31881dc4b9efbb2cdc0
com.gluonhq.attach	runtime-args	4.0.16		49028313515fc578a267e2908a07d396df70175a
com.gluonhq.attach	runtime-args	4.0.16	android	98137578cea39823d2ddd0166e795907aba3cb01
com.gluonhq.attach	runtime-args	4.0.16	desktop	7781fdf1b7e1da6e893eb912a440643dc85cf3d6
com.gluonhq.attach	runtime-args	4.0.16	ios	71efcf5df16ee7a41149922e961e3669e145525b
com.gluonhq.attach	runtime-args	4.0.17		8dfe32358a4283e113b3b7082111a2398e801c0a
com.gluonhq.attach	runtime-args	4.0.17	android	4cad4cdfb346a907d4d2b4c4907befdca163a925
com.gluonhq.attach	runtime-args	4.0.17	desktop	2b1dd16a97378d5ad33135cf9eece56bacdab111
com.gluonhq.attach	runtime-args	4.0.17	ios	871c93358421f168351f4d460b221ea8f00c0c94
com.gluonhq.attach	runtime-args	4.0.18		a16f1d1926ee9d87fd951d7cdad2e1dda3268e57
com.gluonhq.attach	runtime-args	4.0.18	android	74710000ff1f38638e4474fb4d99c369b26aa37e
com.gluonhq.attach	runtime-args	4.0.18	desktop	f22b833967f53afa041ed2d54522e5bbd2f372fc
com.gluonhq.attach	runtime-args	4.0.18	ios	ff3e0285cfc2c0b6d61e896248b5a03a7fbd00b2
com.gluonhq.attach	runtime-args	4.0.19		aff74b465412bd9feb615a3a5e9bc1e7b461f468
com.gluonhq.attach	runtime-args	4.0.19	android	fcd51c91af5ce806fa8d0c021b6419a0cf1b3240
com.gluonhq.attach	runtime-args	4.0.19	desktop	4e23355d45860946e8a639340c7a2a2d7ace5ce2
com.gluonhq.attach	runtime-args	4.0.19	ios	7e0ab2b70a7f6c29a695552c4758e7682def88e9
com.gluonhq.attach	runtime-args	4.0.20		ac31073fff5e0e5d148dda253d26f32ff98610f2
com.gluonhq.attach	runtime-args	4.0.20	android	bba3b326a15c3a3ef57ceab255cb517cb153a550
com.gluonhq.attach	runtime-args	4.0.20	desktop	d8ccb21fa8826f90e5839e28e1e5f0231064fdf5
com.gluonhq.attach	runtime-args	4.0.20	ios	4337ce155edbdee28eb3a158eb534d8d5972cd47
com.gluonhq.attach	runtime-args	4.0.21		0e948ceebdcf7cb745a6778082c1f5f7db82443e
com.gluonhq.attach	runtime-args	4.0.21	android	5360a93d9ba4e24031852732b8f58303f98daaf0
com.gluonhq.attach	runtime-args	4.0.21	desktop	46a7a853487517e20d829cccf60d4785cc91fcc8
com.gluonhq.attach	runtime-args	4.0.21	ios	40121ec19113db324acd403805c2a091a3c20b93
com.gluonhq.attach	runtime-args	4.0.22		5a815c63d5921a0e04c2c95414a3449f182b7aab
com.gluonhq.attach	runtime-args	4.0.22	android	f0df73bcc0b9061d3ee7f8e9456d27812f80189f
com.gluonhq.attach	runtime-args	4.0.22	desktop	94784f1ae7436e918ee107db74f4062021b42c39
com.gluonhq.attach	runtime-args	4.0.22	ios	ae8210e940862ec9138d52c6b90d4a8f1ed59694
com.gluonhq.attach	runtime-args	4.0.7		770ce9262c40611dedb8003ee0b7e002edb4d80e
com.gluonhq.attach	runtime-args	4.0.7	android	59c5b701bd33df5cbcd9133e2c3276b89354fa33
com.gluonhq.attach	runtime-args	4.0.7	desktop	8895d0b51aa3e9d32c94e127ee5742f4455b028e
com.gluonhq.attach	runtime-args	4.0.7	ios	92ff86cb7c894aa3e1a9e13f84263921e3498574
com.gluonhq.attach	runtime-args	4.0.8		ed202749076ebc26110a3661921069009ea7e1b2
com.gluonhq.attach	runtime-args	4.0.8	android	2356659bb3cfb82126ea413e2666e575ca258628
com.gluonhq.attach	runtime-args	4.0.8	desktop	545df1e9c377a3f7f4531f9b78b9a25b91bba8a0
com.gluonhq.attach	runtime-args	4.0.8	ios	8972c45e480d5f7970d5776a36a764bf5ab949d4
com.gluonhq.attach	runtime-args	4.0.9		104d6fd3fad4bdf0df5d82ce7e61701d0d0a0da2
com.gluonhq.attach	runtime-args	4.0.9	android	d0c6d6619d68d9b0485f6144b116ce5b70da773f
com.gluonhq.attach	runtime-args	4.0.9	desktop	e979dfbcf05fd7fd73b5b8e4126a6dc82090d642
com.gluonhq.attach	runtime-args	4.0.9	ios	33de9d06b260510ea2176b256059e0a613695473
com.holon-platform.core	holon-core	5.0.0		a0430900441346afeb28dc7fff0146f7114a9be9
com.holon-platform.core	holon-core	5.0.1		4d1cfb29fe3e31643b399e4a034d215f8e002330
com.holon-platform.core	holon-core	5.0.2		fcf15078765acee9353b79d46ffc6e6c37210305
com.holon-platform.core	holon-core	5.0.3		bd1a0eb4d942fbe59d76281dc8bb787d609a3782
com.holon-platform.core	holon-core	5.0.4		7eac0946935f1c8cf1c2f090f185dd43b0c87aad
com.holon-platform.core	holon-core	5.0.5		5028decd08defd92c294a518152b4b16e6a7599b
com.holon-platform.core	holon-core	5.0.6		c99b1aa14d4cfe7bf29aadcb1efe03a663b29ec6
com.holon-platform.core	holon-core	5.1.0		ceb101c6df305ae5d80ba524bf010b1cb114993c
com.holon-platform.core	holon-core	5.1.1		0c3763bf36ebd8196caf7e235e8b817a5229f93a
com.holon-platform.core	holon-core	5.1.2		ff81a6df5e74abe108c5210719862e7bf82f0949
com.holon-platform.core	holon-core	5.2.0		108acf889a58ed37b11920599e96a3088fd70f0b
com.holon-platform.core	holon-core	5.2.0-alpha1		bbf1ba9a2ab2c2c64037ec4b6c0506a2a28ac356
com.holon-platform.core	holon-core	5.2.0-alpha2		f33001e6b770beacc05d642fbb67ad4d0719244f
com.holon-platform.core	holon-core	5.2.0-rc1		84a426a0beff3ea93a9453d3b84de09fa278db93
com.holon-platform.core	holon-core	5.2.0-rc2		d8b3adfecfc26b3e2fcaf902dfcff97a48d3c62d
com.holon-platform.core	holon-core	5.2.1		4c8713d665e31d375d8e2cf9370cf9f6f41a1359
com.holon-platform.core	holon-core	5.2.2		5c0d27b1c76e371f6cdff38ba9470bf3eac1b812
com.holon-platform.core	holon-core	5.2.3		221d78096c7007443e3f45487aad41ae86e77888
com.holon-platform.core	holon-core	5.3.0		2480ee7a1cdf60329150540f6706907e3fc7539a
com.holon-platform.core	holon-core	5.4.0		298ac5940ba64f6172dabd8b9a677f6882e765f3
com.holon-platform.core	holon-core	5.5.0		ddded48bdfbdb8ddb0874b794a4a14fb4dde0c83
com.holon-platform.core	holon-core	5.6.0		8719c15fd92d9237b9c7cc74be248d0fbd7c8635
com.holon-platform.core	holon-core	5.7.0		3565ed6c3a451c2d1a98dd99c6f24894ce6a6e74
com.n3twork.storm	maven-shade-clojure-transformer	20140516		1b09b4720981f7047f88ad316f087ae4e1dbf870
com.n3twork.storm	maven-shade-clojure-transformer	20140521		1a22662440c7562df80f42dc1c03c6353f4ef138
com.netflix.pigpen	pigpen-avro	0.2.13		69053b0e6c9fa53130348b1283a1d2411e60f468
com.netflix.pigpen	pigpen-avro	0.2.14		5dd0486229642562246f1b5f434b415f0cb9a20c
com.netflix.pigpen	pigpen-avro	0.2.15		e3e77e68cf482df31f144e07bb1c410637f89c0b
com.netflix.pigpen	pigpen-avro	0.3.0		6333b65f05c5b75734cdeec4dd7c7e254a8cb6ab
com.netflix.pigpen	pigpen-avro	0.3.0-rc.1		28ddcd3b963acc7a5d7e78e338131253b9f4f8c6
com.netflix.pigpen	pigpen-avro	0.3.0-rc.2		54f68be45308a9acb0dfc58b0a06604b126f0c84
com.netflix.pigpen	pigpen-avro	0.3.0-rc.3		df2e148eb557feb8f5e4ffb50f37199298f6bebb
com.netflix.pigpen	pigpen-avro	0.3.0-rc.4		2d0cdbec67effbfad13a1e5186f68987e9226b2b
com.netflix.pigpen	pigpen-avro	0.3.0-rc.5		7b34cfa0f624e26319e836556a9dc22b547fe4b5
com.netflix.pigpen	pigpen-avro	0.3.0-rc.6		268b6594898f5927cb45c510787e8e80dcb68a5d
com.netflix.pigpen	pigpen-avro	0.3.0-rc.7		e0de64905aefb56e19176baa3f6b819d71758ebc
com.netflix.pigpen	pigpen-avro	0.3.1		fe186ccdfc1f3d5186844b41525f104e083a91cb
com.netflix.pigpen	pigpen-avro	0.3.2		2d996b012e05edd2e7f5501b1f5f0582af7d6ef4
com.netflix.pigpen	pigpen-avro	0.3.3		4c39a4fdc0b0f41c04f1114f23c37af43398f2ff
com.netflix.pigpen	pigpen-avro	0.3.3-rc.1		86e923cdad1c947082adb58c708def35430b5d97
com.sksamuel.optio	optio-datetime-watchosx86	1.1.1		N/A
com.sksamuel.optio	optio-datetime-watchosx86	1.1.1	metadata	e76fe54b48299b8b591c00ff13970d6d860602e7
com.sksamuel.optio	optio-datetime-watchosx86	1.2.0		N/A
com.sksamuel.optio	optio-datetime-watchosx86	1.2.0	metadata	dba591c1cd254d34f9bcc3caf75cc0c4a4c38b4f
com.sksamuel.optio	optio-datetime-watchosx86	1.2.1		N/A
com.sksamuel.optio	optio-datetime-watchosx86	1.2.1	metadata	d997c75b7a936aea8af235757c75fe677c144402
com.soento	soento-freemarker	1.0.3-RELEASE		1a39974a5b12b6293fadb820689a9f7aab7398c1
com.soento	soento-freemarker	1.0.4-RELEASE		1d2d688ed42349f862af7cf5f70f0bcbfd6473d7
com.soento	soento-freemarker	1.0.5-RELEASE		4d51c8eeadb59131a64d440589480877ca14e5b8
com.soento	soento-freemarker	1.0.6-RELEASE		30c95f45393904653248874391fedb40e44a884c
com.soento	soento-freemarker	1.0.7-RELEASE		f26d831c93b9f361b4a227a8aa749787ccf0341d
com.soento	soento-freemarker	1.0.8-RELEASE		880a71cc7c987cdcf3cd8c86fb28e66647dd9077
com.soento	soento-freemarker	1.0.9-RELEASE		076fc06fe3816000f45c5bc23d85c594e9d19604
com.soento	soento-freemarker	1.1.0-RELEASE		12566ebb7fe2cc15a64c4c289f2cd5e946ec96ef
com.soento	soento-freemarker	1.1.1-RELEASE		ecde7d36b66d5242bc44b264a0ad5145f095bb7e
com.soento	soento-freemarker	1.1.2-RELEASE		3137708385877e80d425a21b67f2d8d03565de5c
com.soento	soento-freemarker	1.1.4-RELEASE		2f86142c56ff6296aa40f585a821d1f060caa22b
com.soento	soento-freemarker	1.1.5-RELEASE		c78a7f07bb5abe0dd2bd28f465c9876a35cd983b
com.soento	soento-freemarker	1.1.7-RELEASE		969053240eaf532163894e2e25306141375baece
com.soento	soento-freemarker	1.1.8-RELEASE		df143c87922bfb557a0b25edfa04a2be4d44a83d
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.10		fa35a25df9ae9d09eaf77c43731d86e535dfdca6
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.11		deda8a9a22788b72983fd797d725fd859817c068
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.12		1a402144134b9935b5fa4d5ea29e02722134b99f
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.13		f542e35d39fb3201328edfac547515109d7e543c
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.14		4f227315ff4944e485f041d005ecc79b1a58d5c9
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.15		d83ce7479216738f50aef9aaf299963965ba7e75
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.16		23fde89a3c757767c3cc89690751403d6198a4eb
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.17		97f52b9f39894e464af150867d451aac37d2944b
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.18		e28627457b636c7fa1cad13c1e03099471f16ac3
com.softwaremill.sttp.tapir	tapir-json-zio_native0.5_2.12	1.11.19		248871765f89531f3302480b6ae20bc99e9dcd41
