cc.ddrpa.repack	sequence	1.0.0		6f3f3113f53410e3bf8263fd2760525782106ec6
com.aliyun	ros-cdk-dcdn	1.0.21		76f47f62c0982a1a584a4b77b29f44e83323145f
com.aliyun	ros-cdk-dcdn	1.0.22		203b0bceed1a0d8e1c962c1b82146fed66aa5194
com.aliyun	ros-cdk-dcdn	1.0.23		950cf542bf5618899b3a75e2c7e1f1d3a14c9315
com.aliyun	ros-cdk-dcdn	1.0.24		09434c06b12b142da4c2f6950d3e2fabbca34ff5
com.aliyun	ros-cdk-dcdn	1.0.25		895b20d51d5439933c2e6feec6236d39470e9c57
com.aliyun	ros-cdk-dcdn	1.0.26		67cfc7f5366315b20967db669fc582f258e127d9
com.aliyun	ros-cdk-dcdn	1.0.27		70c6f9ebfd86b7abea4e37b35dc7ba31f5287a1c
com.aliyun	ros-cdk-dcdn	1.1.0		42f55d3f098c8be950c75c56d20ddaaa7b9541b7
com.aliyun	ros-cdk-dcdn	1.2.0		cadd02470abe74afbc3b517c6c1170494e138dce
com.aliyun	ros-cdk-dcdn	1.3.0		9161ea79b72e252dd6dc2f238edb8236e4feeabc
com.aliyun	ros-cdk-dcdn	1.4.0		8a804138069192dcf7665492b00f4c5a377e6b5a
com.aliyun	ros-cdk-dcdn	1.5.0		d0a7a672076069b0b12965e272f61dda5b0489d5
com.aliyun	ros-cdk-dcdn	1.6.0		62a2303e7f0bb327cd2ee315701cdd8a8caf1de7
com.aliyun	ros-cdk-dcdn	1.7.0		89ba61cfd3d81f973e439f7849fe424a3ef92e58
com.aliyun	ros-cdk-dcdn	1.8.0		cfae86d361be26d8f1be61d35d87132503965243
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.10.0		3d0dc4b48ad77696cbac0001c54769a9c30f9d25
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.10.1		155c180bdf1be1640361969adbd943826c39a09c
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.2		2cde6f32eb5badc1af1315335b332cf0c540c79f
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.3		e848416a96cc22c5059f19e7927a0643ff0c6a83
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.4		85deb5e44ca87fb76912437fe9902c5f4be5560e
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.5		9cfc6734dbb6bfd0fb5072e4abdd36ef5f468ad6
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.6		2768a89b58ffc925f4f88c74e572c981e28899cb
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.7		3e154a89629a98e7ba08b8f3136162bf2f759cc7
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.11.8		6890f7dc86a2d317706a4a25b58a325594d51eac
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.12.0		a969b4bfecd122e21a4862d09eac1061d5421bde
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.12.1		765cf623a84922360f53df1f5bfd3ba16a79fc32
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.12.2		0b759ac20521a01eff3b363adef7eb435beadcf9
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.12.3		eee237853af101efea967667c22257be7360c5f3
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.13.0		0dc2f0a0fff581df6af01164cda87d4c4682649b
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.13.1		a2f5e265e3e511ba8c26c0c12ae37b46c8c7b371
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.13.2		2d604bdaf29e7b58840ef5d9cbf99758752bbcdd
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.14.0		10e8d9d2d56760cad1671e1e1c998e42af5c54ee
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.15.0		aca4be7e395df6b39e6920e20f04882b0738f162
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.16.0		521641b5ed4c8ac7c151448fe3481b8a85c8def6
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.16.2		f1210618a1c052fb86dfe5f40837b80ae4e19b2f
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.16.3		c9228dea93ad315bb3109e11ccf50603d6a37b1d
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.16.4		4f37cb13c40638ec5399596f73235293a6b09ee2
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.17.0		9af6e21084889b399462f856181dcf51ed5514dd
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.17.1		d33ec5355f88791a95fc8b2e5f7bd7eaca6cf262
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.17.2		30183cb24faedd91fe98946bfac7acb4c0608cfe
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.17.3		9c131769b57a983e5bcbf095efe63221d02a110f
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.17.4		d7c4279c888b1c27af98a003bd98a1ebe080a247
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.18.0		6df441a59520b6398d7d1af97c38cbb76ea1f7a9
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.18.1		1d3d5b608ce82935355975a06b8dcc655e9411e6
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.19.0		96f040993676b757eeb71550a1b16e1120a57e93
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.20.0		cf2c8be5e81f0a0de762b6a2ee1dc9d0ce6c33f5
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.20.2		efa1059a999dcf7b81a05a58953bd2317f5494a1
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.21.0		65d83f13f5536051d7cc70b77bca9e6e4a9e251c
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.21.1		8cdb3716a5c81d2863896bd4cb6713ff3fa02a23
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.22.1		c91cdcdbcf1eb728001160544f5802aa93f79fc2
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.22.2		58a710a335bd77a9bdc59dc5262d420ffe2f3a06
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.22.3		4ca364593c3991f80113cd218b82797fb12b6043
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.22.4		abcd0af52ac9582cb0883fc427e5a28c663b1e4b
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.22.6		c19fba0d5532d6570d129eeffc2ae5c5b3fe9a4c
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.22.7		d51cb031a12ea4686b229e9d524da788a90a97a8
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.23.0		6e77e0d33415b31ff8fd8bea5553086739ce49f6
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.23.1		88c80239fe8295b47f87d45ccb3ef876461a6558
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.23.2		6f8f642dfe4b134b7a215d20f2266e713e54fb53
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.23.3		d98ebb25f111cb0b444e52cef2284bd5076eee62
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.23.4		e93dbdc787aa973fbf9b7af8cae81b0caa7488f5
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.0		9ff7f6f069cbb26ba3dd3d55cbacd46811acc9fc
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.1		5483d9386ca0f45c282d0c4ebc1c8fa731e0da8b
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.10		b7cc30bb24f6c999ab53a393d62c206efb67767b
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.11		be71063c708c0cf2777a1b7e9a498a07856284d8
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.12		85990e75f29e50ad697a79024fedcf1039bf5ff4
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.13		f03c98422c4f5f83d89635d58af903267c5c62b0
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.2		76bd20ee96b5bfd685a37ba89029de2d9ef4a55a
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.3		26c4d3ae8805d414e262c399734751131517c179
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.4		1dfd9368e382cc3beff1aebeb1636ef28ae4c2fc
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.5		2bb7a04cd0380e95e6a10f9464754fcbb4db586d
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.6		47096ad28525ee3a4a551fc5e6dbfdc1a73e8909
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.7		81681b6a813c73d35259e4ad4f65f24e14196ea5
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.8		23ddefa560a796d41209cb18b09ed3c3bfff6ae6
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.24.9		20804546fe6814744e18d53fa85331bc8cca7327
com.anaptecs.jeaf.generator	jeaf-generator-test-open-api-dependent-spec	1.9.3		22b442556389f25c27b9c3cee0bbcb502abdbd80
com.bennyhuo.tieguanyin	annotations	2.0-beta4		aa47ee01853575b57684839f871f9bb90a203e17
com.bennyhuo.tieguanyin	annotations	2.0.0		d4cf359eea7604c07b8481a1b1237014b4036865
com.bennyhuo.tieguanyin	annotations	2.0.1		433edd6593133400a301ad63f25a9bdb8f59dbae
com.bennyhuo.tieguanyin	annotations	2.0.2		1e6df4626c73f11f6f71963a511d4d4c42a25996
com.bennyhuo.tieguanyin	annotations	2.0.3		3be3361c9f8d6583b4a520c05604260cddb3bac3
com.bennyhuo.tieguanyin	annotations	2.1.0		f12d5f9ec504555df94f085439229d8d561154bc
com.cedarsoft.commons.old.db	genericdao	1.4.0		9fe153bd7dbd2ce8f3af998043c176422355d1d9
com.cedarsoft.commons.old.db	genericdao	1.4.1		387c6eb3f204d0cb34865143a891ae72007b470c
com.cedarsoft.commons.old.db	genericdao	1.4.2		b1fd48452c1108109f62a0365d134bfb7bd78462
com.cedarsoft.commons.old.db	genericdao	1.4.3		6e7211594f779cb2567caa727b5e4e9f74881bec
com.cedarsoft.commons.old.db	genericdao	1.5.0		9fd6a8f4a630486344e34907984685b383a768d4
com.cedarsoft.commons.old.db	genericdao	1.5.1		c116d621ab1a5339839c3104519a5fed71423189
com.cedarsoft.commons.old.db	genericdao	1.6.1		d6bf83bb2c103df11291dbce953a6bcd050892d1
com.cedarsoft.commons.old.db	genericdao	1.6.2		90ae823069f270ad333748084458b961a210d749
com.cedarsoft.commons.old.db	genericdao	1.6.3		e70b0432def06c7d08c302ea261bcf42527b73c1
com.ge.research.semtk	springUtilLibrary	2.2.1		d9ce65b4715b579ee8faddc5bcd416b41f268d66
com.ge.research.semtk	springUtilLibrary	2.2.2		506b73c91e893903b1a238b1f120a79ad3434ed7
com.gitee.chinasoft_ohos	ohos-mvc-poke	1.0.0		6701682627f661171e71743ee8798fda5da1059a
com.github.Azim	azimdp-maven-plugin	1.0.0		165b8ae279ea29431640d1bf907d1bc1e9ecd3cb
com.github.Azim	azimdp-maven-plugin	1.0.1		2da22453166e1731ec422fa4cf1f7cbec0edc877
com.github.chen0040	java-datasets-discrete-optimization	1.0.1		22e63d24b96e4b7b71ac656b6dcc07d170f7e433
com.github.frtu.logs	logger-metrics	0.9.5		2b7100776fe2d5f155949751b0c9be512c65ef9c
com.github.frtu.logs	logger-metrics	0.9.6		269246fcc992b9baae56bef97facc724fbc10e7b
com.github.frtu.logs	logger-metrics	1.0.1		f29dfcddf99a36c9c8b460e842c10293cbaf4fad
com.github.frtu.logs	logger-metrics	1.0.2		4f71f759218134ed481d9950de4e158f7cf0da9d
com.github.frtu.logs	logger-metrics	1.1.0		3205906950beff47e48f71683bc92c025e075dde
com.github.frtu.logs	logger-metrics	1.1.1		038f1cdfd458ee5fbbfade3daa0a00b51c2fb85a
com.github.frtu.logs	logger-metrics	1.1.2		8a89d144b2167703d8e4ff6070bfd12130fdbe58
com.github.frtu.logs	logger-metrics	1.1.3		4cb8f5abc81d851cbcc3337c3954594fc385b407
com.github.frtu.logs	logger-metrics	1.1.4		045ce4342f4563bc9ab85ddbce3c7b986f17b569
com.github.frtu.logs	logger-metrics	1.1.5		9807089e5b7f97725c46b84ca4f271ee71010a44
com.github.leeyazhou	crpc-rpc	1.0.1.RELEASE		7127fcb5dfff80c52a9cd5ee2b269fabd8b8bf45
com.github.leeyazhou	crpc-rpc	1.0.2.RELEASE		daa25c38e83d0881f518a71154992c7ed8755fa4
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.1		09a46d7fdf646a2e5889f81c48402cdfe636d243
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.2		09ecece26a11f1c35f1a662a4f0d835dd089dc7c
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.3		2bdb4ac476fb99833fd0ddd3d5a9a68a25d903a8
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.4		097e870cb6231ebd63e84fa4a88f4858cb318157
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.5		dc141db363fed76d5f1b9b5851dace114dd5c125
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.6		97224f1d4565e227e56878f869dc6636c2b54542
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.7		db83e63e519c8feab5874fc8a7af84bdcae1027a
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.0.8		b38e0723bddbb60fe667623b895615c44d606318
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.1.0		2461accb2149a85d5bc93370524a5ef531486e2e
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.2.0		192ff4da15d65fca28dae1f2714b1d64ea09a265
com.github.lhotari	reactive-pulsar-caffeine-producer-cache	0.2.1		719a69829692dfe55f6345d0bbeefa40a00825e7
com.github.ljtfreitas	java-restify-util	2.0.0		58ac661f9ee50d559120cc36e5e5404ad8988f6e
com.github.ljtfreitas	java-restify-util	2.1.0		eb769fa6a1f769083f0076ae0752c98e5116db11
com.github.mikereem	apple-signin	1.0		8e4eaf4e59f406bf1cdab650574b5a998d81176c
com.github.v-play-games	PM4J	1.0.0		79363d66819519e7535d6bce84db9784c6c2db15
com.github.v-play-games	PM4J	1.1.0-beta		b3399b71ea5726542e468cbc4add07857a76e9d6
com.goncalossilva	resources-library-watchosarm32	0.1.0		N/A
com.goncalossilva	resources-library-watchosarm32	0.1.0	metadata	b04b95753d0460627b2015b027b3990778f39b2c
com.goncalossilva	resources-library-watchosarm32	0.1.1		N/A
com.goncalossilva	resources-library-watchosarm32	0.1.1	metadata	3914346939faa027e85411a4426de5f6eb36d71d
com.herminiogarcia	shexml_2.12	0.3.0		44545e83e3a73eeae81a9794989c8d3988e6ffd3
com.herminiogarcia	shexml_2.12	0.3.1		abb180b43dc14a6b3d3df8941f1e4135bbe081c7
com.herminiogarcia	shexml_2.12	0.3.2		a919baacc1f793a9f6ba4803506d80cc80e8b0a2
com.herminiogarcia	shexml_2.12	0.3.3		d73ad4f6c298975ff4272796f984b22464bc14f0
com.herminiogarcia	shexml_2.12	0.4.0		323dd7fbd229d80a7be27f24589f855e56333f85
com.herminiogarcia	shexml_2.12	0.4.1		ebebc7af82f21044cac40bc4f5f311515ad48451
com.herminiogarcia	shexml_2.12	0.4.2		e88ff56ea7f14fc886aaee40ec2a07b3870325ee
com.herminiogarcia	shexml_2.12	0.5.0		84ff2185bb2c38140aa921be37f8c93aa77330b9
com.herminiogarcia	shexml_2.12	0.5.1		89cc9bac7358773e781b08590f47e9f0a97e6ff1
com.herminiogarcia	shexml_2.12	0.5.2		e0e852279852ac55c63526eb32b7e66a07de9aaa
com.herminiogarcia	shexml_2.12	0.5.3		d227dedfe343db4a7b4d7f12948517600ac6b25e
com.hotels.styx	styx-origins-starter-app	0.7.10		8bb621cce298e721dfed69c2d26ef76e627e67ef
com.hotels.styx	styx-origins-starter-app	0.7.4		cd29c504609f57e6d0a168ece9ea6e14272e7da9
com.hotels.styx	styx-origins-starter-app	0.7.5		711fa2f6cdbc52a8dfa9f0e4d998967f99e2b46a
com.hotels.styx	styx-origins-starter-app	0.7.6		b2c23b4e8e8abba5a379ca5dcb44863ff92867a2
com.hotels.styx	styx-origins-starter-app	0.7.7		1b6d7cf2c81ad979662cd671ca9ac1fbabaf5136
com.hotels.styx	styx-origins-starter-app	0.7.8		21fb8e9095315475d091d2eb2d488f965a0fb9d7
com.hotels.styx	styx-origins-starter-app	0.7.9		5d55ab2af6036973336c70cb2a92a3b0905fbb66
com.hotels.styx	styx-origins-starter-app	1.0.0.beta3		5f74fc818427b0dd790fa6164a6863e8cebc7527
com.hotels.styx	styx-origins-starter-app	styx-1.0.0.beta2		fc63a7c9df7468aefbd67c51189ff33e6b4d86f8
com.hubspot.rosetta	RosettaJdbi3	3.11.10		96ad04926c8bee19ded92fea2fa4ee00f359058c
com.hubspot.rosetta	RosettaJdbi3	3.11.11		7dc8d4642c65859fd1d6661fd3e04b6d28182969
com.hubspot.rosetta	RosettaJdbi3	3.11.9		b0e0d3266c2be3e140041d3c233a18cede053326
com.hubspot.rosetta	RosettaJdbi3	3.12.0		c6b77fb9266e3f76d8a0b57c8d124f4e770c0805
com.hubspot.rosetta	RosettaJdbi3	3.12.1		8614638d1dbcd67971473cd71e35b35ca2ac81d0
com.hubspot.rosetta	RosettaJdbi3	3.12.2		3fd0c4d12cf3434782f5392d3090c5f4504f2f81
com.hubspot.rosetta	RosettaJdbi3	3.13.0		9b731c6018bd12ebf870ef88a8eef10e5a040d08
com.immomo.cosmos.mediax	beautysdk_basic	1.4.0_04011747		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.4.0_04011756		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.4.0_04021420		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.5.0_05241624		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.5.0_05261120		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.5.1_06241503		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.5.2_06301209		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.6.0_07161751		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.6.0_07161803		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.6.0_07161809		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.6.0_07162122		N/A
com.immomo.cosmos.mediax	beautysdk_basic	1.6.0_07162143		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.0.0_07201138		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.0.0_07201551		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.0.0_07201826		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.0.1_07231749		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.1.0_07291606		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.1.0_07291632		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.1.1_08311519		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.1.1_11021207		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.0_10111727		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.0_10111759		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.0_10121031		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.0_10121046		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.0_10121552		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.0_10121617		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.1_11081104		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.1_11081143		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.1_11081226		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.1_12101200		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.1_12201457		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.1_12201522		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.2_12171124		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.2_12171225		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.2_12171233		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.2_12201604		N/A
com.immomo.cosmos.mediax	beautysdk_basic	2.2.3_12292217		N/A
com.immomo.cosmos.mediax	beautysdk_basic	3.0.0_11291701_11291701		N/A
com.immomo.cosmos.mediax	beautysdk_basic	3.0.0_12071148		N/A
com.immomo.cosmos.mediax	beautysdk_basic	3.0.1_01211439		N/A
com.inkapplications.watermelon	data-watchosx64	1.5.0		N/A
com.inkapplications.watermelon	data-watchosx64	1.5.0	metadata	8040e4eed29e97f7ca1956e72ff85a7cd45303aa
com.inkapplications.watermelon	data-watchosx64	1.6.0		N/A
com.inkapplications.watermelon	data-watchosx64	1.6.0	metadata	0b86919eb7cead84111af5e5312d3d26928bb11c
com.inkapplications.watermelon	data-watchosx64	1.7.0		N/A
com.inkapplications.watermelon	data-watchosx64	1.7.0	metadata	5b9e1acd94d7eeee050f9bc84aaac6d4373ee78e
com.inkapplications.watermelon	data-watchosx64	1.8.0		N/A
com.inkapplications.watermelon	data-watchosx64	1.8.0	metadata	f7777011be2d9b3898fb2f75648545c35a61a567
com.inkapplications.watermelon	data-watchosx64	1.8.1		N/A
com.inkapplications.watermelon	data-watchosx64	1.8.1	metadata	c5ad7cc16531885a78243e2c1b74073dcb3278e0
com.inkapplications.watermelon	data-watchosx64	1.9.0		N/A
com.inkapplications.watermelon	data-watchosx64	1.9.0	metadata	47f6e7387cdf7cc1eac7638f96e6d63579f5d6fa
com.intuit.dsl.expression	com.intuit.dsl.expression	1.0.0		7b40dc8a9afe1d3c7387b99d08af548797454bc1
com.intuit.dsl.expression	com.intuit.dsl.expression	1.0.1		a851be6c9fcdb51ff588223923754b31adb8a819
com.intuit.dsl.expression	com.intuit.dsl.expression	1.0.2		1b7b6f235a970e1d4c1955dd5574b86c1adba61b
com.intuit.dsl.expression	com.intuit.dsl.expression	1.0.3		aa7d98437fd99213fe5e35c4361f3dd4ac83f55f
com.iqiny.silly	silly-orm	1.2.10		N/A
com.iqiny.silly	silly-orm	1.2.10-jdk17		N/A
com.iqiny.silly	silly-orm	1.2.6		N/A
com.iqiny.silly	silly-orm	1.2.7		N/A
com.iqiny.silly	silly-orm	1.2.8		N/A
com.iqiny.silly	silly-orm	1.2.9		N/A
com.lgou2w	ldk-sql-api	0.1.8		dcbab7958311d557cb97095f0c0c77f9d5efb970
com.lgou2w	ldk-sql-api	0.1.8-beta10		f1296e9767b724f590840d2906834cbee2e7c857
com.lgou2w	ldk-sql-api	0.1.8-beta11		3af07cefead0b58264611105c894e2e5693ad088
com.lgou2w	ldk-sql-api	0.1.8-beta12		0c9260d6c4f55d57c9d3a9b89d4559ef0dedccaa
com.lgou2w	ldk-sql-api	0.1.8-beta12-hotfix1		5168bfef9d24444ce8c3c7bab8018804a840c6df
com.lgou2w	ldk-sql-api	0.1.8-beta12-hotfix2		64df667c4e447d48cd98ec4c3484bac12c14a6f4
com.lgou2w	ldk-sql-api	0.1.8-beta12-hotfix3		ec8042d5102f1a5ccb16fbd9ebec63e33d21691f
com.lgou2w	ldk-sql-api	0.1.8-beta8		acc99afdd2eaf116af32c54e409d19e5e62f14b5
com.lgou2w	ldk-sql-api	0.1.8-beta9		be90e9c561a985c11d2419c176f21866da8637d1
com.lgou2w	ldk-sql-api	0.1.8-rc		788a555a81c62522b67f7c828b4aa97dae90b525
com.lgou2w	ldk-sql-api	0.1.8-rc-hotfix1		611586e655b6721f5c68bb7be4170d295eb8dc1e
com.lgou2w	ldk-sql-api	0.1.8-rc2		e09af44c7ff8926fbd5076d604484c01ae3a25df
com.lgou2w	ldk-sql-api	0.1.9		6c1bb02c69ccfd8df32bed2f43716362de9b833e
com.lgou2w	ldk-sql-api	0.2.0		f9c8a107d763c93775caffc9319a13d43b9bfbc0
com.lgou2w	ldk-sql-api	0.2.1		fa917573305f4963d9234543f529206cc3c78d15
com.lgou2w	ldk-sql-api	0.2.2		72450f8a3a17f3e489fffafcec77b41467d8a4ab
com.lightbend.akka.discovery	akka-discovery-aggregate_2.11	0.16.0		f08b444caad76120e4c61c5572e2ae0921f4aa0d
com.lightbend.akka.discovery	akka-discovery-aggregate_2.11	0.17.0		af28076671a2e92e774cda835d8d5cc6f14a10f5
com.lightbend.akka.discovery	akka-discovery-aggregate_2.11	0.18.0		f163f8860574aeca1a952276374a439d4147b395
com.lightbend.akka.discovery	akka-discovery-aggregate_2.11	0.19.0		b467783811f164c8bc6b6fec92f3556a15e02857
com.lightbend.akka.discovery	akka-discovery-aggregate_2.11	0.20.0		ef4b23f39ef48053346b0488903fca6414faf164
