ch.epfl.scala	sbt-web-scalajs-bundler-0-6_2.10_0.13	0.16.0		74d4fb9dfe6b13606f98b1c9b99b70bf144d6049
software.amazon.awssdk	codecommit	2.10.31		32e9d5778da02fe3e767ba2f22bd5769e56f3ae1
software.amazon.awssdk	codecommit	2.10.32		2d2978184b1c8020e949452643870ddf790b394b
software.amazon.awssdk	codecommit	2.10.33		9d4e7c4ba63636569e917aed40af7579aecf2bc7
software.amazon.awssdk	codecommit	2.10.34		398fdf5fbfd7352ef6b9652d86fa521d5959952f
software.amazon.awssdk	codecommit	2.10.35		2dde64ef5be14ea06037b9f826fb1027281a2a96
software.amazon.awssdk	codecommit	2.10.36		a9b6454213f8f9d5324d30123889b81ac2c8eaaa
software.amazon.awssdk	codecommit	2.10.37		bdc3438bc0b8cba00e72bba001ac34c3e6881a2e
software.amazon.awssdk	codecommit	2.10.38		5292a4f6c39ef2fd8fb69e5e7f5e57985198ac0e
software.amazon.awssdk	codecommit	2.10.39		c885e16d16778be52304787c358655b75caec21d
software.amazon.awssdk	codecommit	2.10.4		9a9ed33a741e1a48bd714382650b49af56cab205
software.amazon.awssdk	codecommit	2.10.40		babbe3fc5b9094adbcd7b431f739b7e4102d4cae
software.amazon.awssdk	codecommit	2.10.41		47880a0cce30700e0c9bb100b439818019f495f5
software.amazon.awssdk	codecommit	2.10.42		27e0963fc6eae4d930948672c15e24d654c87c4a
software.amazon.awssdk	codecommit	2.10.43		4e4d7ae0180002ddcf5923ac68b50573173e3c2d
software.amazon.awssdk	codecommit	2.10.44		3eb99763eb9ccf0f99114b3aed768558f2dde6ea
software.amazon.awssdk	codecommit	2.10.45		fdec104ace06f82e98fcea81c61be11a0c86a677
software.amazon.awssdk	codecommit	2.10.46		796b6677c9b98ba5d35f574c85c20c628d75cf16
software.amazon.awssdk	codecommit	2.10.47		5710b60dd83e4763dbd3e3b40375c3bba993e672
software.amazon.awssdk	codecommit	2.10.48		cc4ec330a67cc9e6088f1475d7f17ab53aba2b56
software.amazon.awssdk	codecommit	2.10.49		67fd450fa8098bb2366fc4c63c2d8384c4e23151
software.amazon.awssdk	codecommit	2.10.5		45ecea618a3945222c5736f0270c839a5f9438ab
software.amazon.awssdk	codecommit	2.10.50		b608ed0b4fef5cab2e915af0c30403caa1cac04b
software.amazon.awssdk	codecommit	2.10.51		804c15692c99c7fe0805332b2b39693a4e1bb74b
software.amazon.awssdk	codecommit	2.10.52		53639fe07ca58c96b53fd32abfd9765b2e886c27
software.amazon.awssdk	codecommit	2.10.53		18eb21585b1f41149e792f41ea8abd30fa1bd9e7
software.amazon.awssdk	codecommit	2.10.54		ef552edabad3d1bd998e983e138e1bb9b8f46fcf
software.amazon.awssdk	codecommit	2.10.55		2d247002b91f5175e988f7f21f5b6f9a60d14005
software.amazon.awssdk	codecommit	2.10.56		4ee9b5225971676f019ffafbf55b734facfc8b4e
software.amazon.awssdk	codecommit	2.10.57		8e17640e6b1679283e2ca3849d5daa3e5a5ec2ae
software.amazon.awssdk	codecommit	2.10.58		0654e59d91431377ddff89ce54ece3fbcca4fa14
software.amazon.awssdk	codecommit	2.10.59		d078b0bd4f2001bd2637f4e1ef04161feb85aaa7
software.amazon.awssdk	codecommit	2.10.6		015c7ee38b13fb036f7192fe95a40a14af7f7508
software.amazon.awssdk	codecommit	2.10.60		45c623ee830be04f3455afc2354f3d276ee6ab32
software.amazon.awssdk	codecommit	2.10.61		f51b317a20d3d3b197a78572d2a5f9d5a04fa11a
software.amazon.awssdk	codecommit	2.10.62		357020045aa440736a1cfbe1bd6df9335d831e7e
software.amazon.awssdk	codecommit	2.10.63		b44d041cae59fea4b30d3cfde6441b70bfde7ca2
software.amazon.awssdk	codecommit	2.10.64		68e69550afa5ae2ec059a36f3ae72a1cb52adc71
software.amazon.awssdk	codecommit	2.10.65		22716d0202beeface1268fa2f3810b310139b8bc
software.amazon.awssdk	codecommit	2.10.66		dfd730cd10116c0268468f5896d11db19b2ca1ee
software.amazon.awssdk	codecommit	2.10.67		2408abd1f2e3ee0e5f5c52f168f4331344d9f379
software.amazon.awssdk	codecommit	2.10.68		d646ba11b41a76f03c53638c975b9f462fddf2ad
software.amazon.awssdk	codecommit	2.10.69		56a9f3d22dbceed873129fb6a0bcd9c5aed8ff0f
software.amazon.awssdk	codecommit	2.10.7		42928816b9990b67262d57f802f0fa0c2d701d10
software.amazon.awssdk	codecommit	2.10.70		84c2e5654cd08fb3a24124fb3d1556f26904811f
software.amazon.awssdk	codecommit	2.10.71		1c7474468c43868b9872d28bf2537a2bf1d0e63d
software.amazon.awssdk	codecommit	2.10.72		5c8bbc2f38d2a35db32786dc253ed8fee4be3a99
software.amazon.awssdk	codecommit	2.10.73		b666f9a9a71399c8b9660bfad8afe889cd3dbd6d
software.amazon.awssdk	codecommit	2.10.74		059fccd894a718d44dcb2f016d409659022d5a44
software.amazon.awssdk	codecommit	2.10.75		5defa41eb4cf102e573e2b82b5252ca5660cace5
software.amazon.awssdk	codecommit	2.10.76		698d90d463d1a7bb8d568d3b31fc7390f14fb216
software.amazon.awssdk	codecommit	2.10.77		22154fa0b29f32a33d18e4774b62c211768c7044
software.amazon.awssdk	codecommit	2.10.78		6f9ee6b1996c858f1065e879e032089bc2a1cd8e
software.amazon.awssdk	codecommit	2.10.79		e5cc329b78c3556277101dcdd029f8212bd307ac
software.amazon.awssdk	codecommit	2.10.8		7f2780fc58782f140d1b8bd917b6d6df51e1a0e1
software.amazon.awssdk	codecommit	2.10.80		5f689a0fa08158dfcbca88ec67aeb0165cd00f52
software.amazon.awssdk	codecommit	2.10.81		f7976d4e11820b4c4b435c024664496f21ca9b9b
software.amazon.awssdk	codecommit	2.10.82		b21bf77a60797a3b38f48ca5848acfc17e6f0a9a
software.amazon.awssdk	codecommit	2.10.83		6e27117f54e291ce9abe8a540eeb4a16a509c467
software.amazon.awssdk	codecommit	2.10.84		35e728ef15204574659ada3f87d38c6bbabcf50f
software.amazon.awssdk	codecommit	2.10.85		e6758702ac43e3b3a36fb49cdd24fcbb12a9b6f3
software.amazon.awssdk	codecommit	2.10.86		6084513df213343072ea23da9891258f8836c5aa
software.amazon.awssdk	codecommit	2.10.87		bafd4d9ef0121e0a9fda82a8e087408a7aad72bc
software.amazon.awssdk	codecommit	2.10.88		29a5b57b1212b0b9c982e08bee9882cb210f5592
software.amazon.awssdk	codecommit	2.10.89		095c3459adf1f857efed78cdd7f7926edf71fdd8
software.amazon.awssdk	codecommit	2.10.9		ebd0b0a128fcf0671afa0c6b7097a26caddf3a3e
software.amazon.awssdk	codecommit	2.10.90		37c14522cb4c17361bff562f49cf40a22467f96c
software.amazon.awssdk	codecommit	2.10.91		df600914d6c2986f6a1dece80e40708f7de258ba
software.amazon.awssdk	codecommit	2.11.0		2ec23e37a9f39add872e9669fc14e284a0f8f962
software.amazon.awssdk	codecommit	2.11.1		df593e90e98d2613e54aaebb3f6c4d7e00af2067
software.amazon.awssdk	codecommit	2.11.10		4152b31e0aa50f47527cd58306e109695d51238e
software.amazon.awssdk	codecommit	2.11.11		b72ba1c4fcec2d75331e536e9794ccbe08a3fe6a
software.amazon.awssdk	codecommit	2.11.12		80c73a05c42cc8f3882830dc187aa0e7f5ccd0c4
software.amazon.awssdk	codecommit	2.11.13		d3df2d044d9ac6802cd9c0292280943b2a757d32
software.amazon.awssdk	codecommit	2.11.14		f7e8adb48cd3a366beb7d986367732685ce48ed9
software.amazon.awssdk	codecommit	2.11.2		dc6470c1aac5aa98f9d317897152fb03eca4f7c4
software.amazon.awssdk	codecommit	2.11.3		e1b29e52ef149259d53094fb06c5ddb887e909f5
software.amazon.awssdk	codecommit	2.11.4		8cda64452bca4f6651f8c842b317a48a01845eaa
software.amazon.awssdk	codecommit	2.11.5		c2131247321c245395d0ec31035f567deb5b51af
software.amazon.awssdk	codecommit	2.11.6		d9626f6b30f781398d879273639fac8fe15f9750
software.amazon.awssdk	codecommit	2.11.7		1cc0d68343a93162de6ba08c0355f7c269301849
software.amazon.awssdk	codecommit	2.11.8		d6403a35159868e7e39e0f27cde01b3ac05f2ae9
software.amazon.awssdk	codecommit	2.11.9		29a13426a342e8091e14f5e117bcbd62c758d5f2
software.amazon.awssdk	codecommit	2.12.0		1c9cb6ff6b359cb839b979cde9e906ef07e1e3b4
software.amazon.awssdk	codecommit	2.13.0		3745ad4511a4bf863ad2269d252233975b7615af
software.amazon.awssdk	codecommit	2.13.1		bc7ab6ccfab7bb529706b877c2541b3c1974cbb4
software.amazon.awssdk	codecommit	2.13.10		9b83af0a54a9fd592bc4da6b639c361cd7ce8d1f
software.amazon.awssdk	codecommit	2.13.11		a60404bb6ce211ffe993e2e0bc2946070bb3a0c3
software.amazon.awssdk	codecommit	2.13.12		905e49dca05e64c10cf52616acf22e3e144f1420
software.amazon.awssdk	codecommit	2.13.13		a92981b88b358d0187a4244ddf39482e40c63e11
software.amazon.awssdk	codecommit	2.13.14		180c43644f8ff9d4aa5b30e7942b545a0e539a53
software.amazon.awssdk	codecommit	2.13.15		6015f6659b77237d1409c36b7b5cbc39033c2cd2
software.amazon.awssdk	codecommit	2.13.16		f528469f60b50a63b11862145598a8291b45d509
software.amazon.awssdk	codecommit	2.13.17		4e13746cdc5b326f9824bde5b1ae2283ebecf354
software.amazon.awssdk	codecommit	2.13.18		e29abd24f75836fd67f372cb2cb40f7028b404e9
software.amazon.awssdk	codecommit	2.13.19		0c5e9f2644e0b63488d11ab698bd9fdecd39edd8
software.amazon.awssdk	codecommit	2.13.2		3a09c873f624717b8623a3eecd1ba657815260ec
software.amazon.awssdk	codecommit	2.13.20		7f5eb0a2a0a812c22889c5b5f75aaadceaf1fdb8
software.amazon.awssdk	codecommit	2.13.21		d0d2cddd87c36dd9bc5e2a83e22e8da91846f898
software.amazon.awssdk	codecommit	2.13.22		a48349b6c5b320b284624f2fd519220cf6443805
software.amazon.awssdk	codecommit	2.13.23		4ec260c8ae2542486efd65b26c66eb205b42ff33
software.amazon.awssdk	codecommit	2.13.24		48a5297abe308927c1a6a7adad625c0bd75a7bbf
software.amazon.awssdk	codecommit	2.13.25		50bd9edf2fc82a32619a4e4e31b664ebdf25e6c6
software.amazon.awssdk	codecommit	2.13.26		f5400eddd633a8fed0676420f6505eca30ee94ef
software.amazon.awssdk	codecommit	2.13.27		9c62336489a379dc6f046ccdb10ab41241ab1e07
software.amazon.awssdk	codecommit	2.13.28		f8d060f4970c1e6d723cd636377624aba22e4855
software.amazon.awssdk	codecommit	2.13.29		22c12c5843782bcdb8ec7a8dff7a0d752cc02c38
software.amazon.awssdk	codecommit	2.13.3		8ef9196e0323cb7a586468f2f1e779af1e06d787
software.amazon.awssdk	codecommit	2.13.30		0047e59b4769309edea5435481184e815adf0a5c
software.amazon.awssdk	codecommit	2.13.31		0483285bdd5ebcde44af2231fa6c09ba098a4124
software.amazon.awssdk	codecommit	2.13.32		a1c7b58f35d2e8863935c9c00ecd5274801a4e81
software.amazon.awssdk	codecommit	2.13.33		72426fe5ef1697a4dc56bde634cc16dff01f8964
software.amazon.awssdk	codecommit	2.13.34		cd04b4691e176348d8bc5d0eaa9f88312059f09d
software.amazon.awssdk	codecommit	2.13.35		11070a196c0e602fa0377f255577557d8c8f4a50
software.amazon.awssdk	codecommit	2.13.36		06ec837f17b477d05feb82651961097953379a17
software.amazon.awssdk	codecommit	2.13.37		5d5d245d08e560300b7e3c515162f2f5657fd46c
software.amazon.awssdk	codecommit	2.13.38		d3d55b5970712741f51fed4aa527266e2c785cbf
software.amazon.awssdk	codecommit	2.13.39		81e1be241661f3a972f346043c6b0a67f335bd1d
software.amazon.awssdk	codecommit	2.13.4		1e20494b12b8199485d531e7de9abe1738a5588d
software.amazon.awssdk	codecommit	2.13.40		a39bf3ad72225d4501cd5a968a76871a77ffda2e
software.amazon.awssdk	codecommit	2.13.41		25a85458a88283b82085dee340ac8ccb212c25ac
software.amazon.awssdk	codecommit	2.13.42		ac3f2d2e514984635a591e1ee4e8953232a03068
software.amazon.awssdk	codecommit	2.13.43		c49b50964b3b93eba9c2c6bc27f6272db0219d9f
software.amazon.awssdk	codecommit	2.13.44		4687c8cabc795d43c1f3bda040fc94fdc159bcd8
software.amazon.awssdk	codecommit	2.13.45		82416bb0a8d5efd6c22726bf7fd89d6b436debcb
software.amazon.awssdk	codecommit	2.13.46		244f0b5b44eb27adf7b51ffb83ffd4cd3e193e24
software.amazon.awssdk	codecommit	2.13.47		c3461028fa5ec05cc9286d59d9af0e736aed5725
software.amazon.awssdk	codecommit	2.13.48		f5b4df3918ea30e1a34cb3fb185137ed63423590
software.amazon.awssdk	codecommit	2.13.49		c6fd23b135901dd2cec4894e87c633352145bcb7
software.amazon.awssdk	codecommit	2.13.5		9e61b6d25116fb037a86d94b0015dff7b6ede25e
software.amazon.awssdk	codecommit	2.13.50		801852526a7e06d142a618eb6ef119d79280a42e
software.amazon.awssdk	codecommit	2.13.51		0ce03a98b4ede2488ee1fd5502c8ed8b5fdffe8b
software.amazon.awssdk	codecommit	2.13.52		aad9ced4d87022e762e3eba5af990f18ac784759
software.amazon.awssdk	codecommit	2.13.53		8cc21deb39d20623c796d7a0b8c04b622e7f559e
software.amazon.awssdk	codecommit	2.13.54		5ec5e85507657c285c0ece1c023bdcf70cec7dbb
software.amazon.awssdk	codecommit	2.13.55		2f6dd1ba5045055063f17442113ed0758fe5a6f6
software.amazon.awssdk	codecommit	2.13.56		22fb876ea9f3bd63a5265f2845cc10334b285e18
software.amazon.awssdk	codecommit	2.13.57		702d03a17d0a125d89de345ca46d3790a0af4040
software.amazon.awssdk	codecommit	2.13.58		95132bc5f15e056a26a198ed024a8dcda79f8087
software.amazon.awssdk	codecommit	2.13.59		06826ef723022aab76dce34c63b9f518f6ea2569
software.amazon.awssdk	codecommit	2.13.6		379c82baee7d93f91b4fef0ee725a3a400757ece
software.amazon.awssdk	codecommit	2.13.60		713830144cf941c8b003873d09973daf5939c1ef
software.amazon.awssdk	codecommit	2.13.61		eed0a3f6e29d0a451d6f4dd1c86a725f39de5bb1
software.amazon.awssdk	codecommit	2.13.62		d1c26f46ec61979551e85e57966878349d2749c6
software.amazon.awssdk	codecommit	2.13.63		e070544d514dc821250f678e4f7e6e42b5dae9be
software.amazon.awssdk	codecommit	2.13.64		d7948a16fa1b0a968a554f90dfd8d1c31fd6f38c
software.amazon.awssdk	codecommit	2.13.65		cf16b0820b2877ddfb13c66c83a2bf5b6c71c2bf
software.amazon.awssdk	codecommit	2.13.66		82be564f77bbda79c0bb73285262f0782354eabf
software.amazon.awssdk	codecommit	2.13.67		d7407095f9044cbd4ccaeabbb8f6c24dd3284955
software.amazon.awssdk	codecommit	2.13.68		0b75a7da4a847cd30722f75fb31b23569bf5333f
software.amazon.awssdk	codecommit	2.13.69		e000d3706b07763dfb6aee67c9c541f129e5a697
software.amazon.awssdk	codecommit	2.13.7		1eaba0400698090ef81bc1b84d4e198d21636005
software.amazon.awssdk	codecommit	2.13.70		5bb2edef18dc4a06552d77c1ceaa67f87c7e8b1e
software.amazon.awssdk	codecommit	2.13.71		6b0529e9fc1de59c5dd46a52511f7d00c4f6895a
software.amazon.awssdk	codecommit	2.13.72		137168f7c9298e4f4689bb6b5f5c96f054d4241c
software.amazon.awssdk	codecommit	2.13.73		c8c5fcf459ba2104b1d2b324a876bcc256fdfd47
software.amazon.awssdk	codecommit	2.13.74		a10f0a18bae75dc5d20ba21ffd9f3e9e6bb29194
software.amazon.awssdk	codecommit	2.13.75		29aa3a4199170e8a2153c953cf4f6fe1ebcdc197
software.amazon.awssdk	codecommit	2.13.76		193b3339cf00c1944706391096fbffd500331e85
software.amazon.awssdk	codecommit	2.13.8		4353cd14530d034e086dfaa9c559d35b65131fa3
software.amazon.awssdk	codecommit	2.13.9		c7d1ee67ce4b51d57a3d5a4ebeecce76bce01cf0
software.amazon.awssdk	codecommit	2.14.0		2bcba6f89c308d4395dea88279d126dc7d88a832
software.amazon.awssdk	codecommit	2.14.1		ab3e1808b285e7eb7d9c0dd8e4bb1c917e6737ef
software.amazon.awssdk	codecommit	2.14.10		4f456c1d98803ee6c4d680fe8627ff96243aa5be
software.amazon.awssdk	codecommit	2.14.11		de16e7ff301884cd29545bfa34641df34d7532a3
software.amazon.awssdk	codecommit	2.14.12		b656b0103d4c45bb88bf152d007c20fa83b2f00d
software.amazon.awssdk	codecommit	2.14.13		4f6e934a1947e386fd60364f6e415719d244d50b
software.amazon.awssdk	codecommit	2.14.14		1d5dcbce895b38a1018c74ddd72c1608ee22df01
software.amazon.awssdk	codecommit	2.14.15		ffe467c988d5ae9b1d06aa7b4a641c996af345a5
software.amazon.awssdk	codecommit	2.14.16		7e55699cdb8101cd500aa3d8867c82805f1a0f3b
software.amazon.awssdk	codecommit	2.14.17		d3bf8eadc6101d8d69588c1924d920ad15fd3902
software.amazon.awssdk	codecommit	2.14.18		a5197775f897b221854adcb9365e0f0c514ed8cb
software.amazon.awssdk	codecommit	2.14.19		24d19071d81c9d40619ec1b805fc5a281182fc27
software.amazon.awssdk	codecommit	2.14.2		75d4c14aa9bfb66d391d7ec74f89d44ba577bac4
software.amazon.awssdk	codecommit	2.14.20		60462eed226c4ffe9e4788b8d0561a8d04fa7139
software.amazon.awssdk	codecommit	2.14.21		2d8ccbf84de474ffda38e8102a9c2fa890debf2b
software.amazon.awssdk	codecommit	2.14.22		b9ee090ef75b6e3a2eceed3c471c6816d6567068
software.amazon.awssdk	codecommit	2.14.23		c4c3348b37f03dc9aec962d75b3190893ad0bf42
software.amazon.awssdk	codecommit	2.14.24		b801c3a5b38f5c7b47984cf74ec34cba0b5cc6a9
software.amazon.awssdk	codecommit	2.14.25		7649435d4160b1e11ec510e4b2cfb1623eccfc0a
software.amazon.awssdk	codecommit	2.14.26		ce50c5f057f623d34067339f88d6800bde9b3e9b
software.amazon.awssdk	codecommit	2.14.27		cc1dab1403ab7a8b82aa2b5873660b74cd579f35
software.amazon.awssdk	codecommit	2.14.28		e74e0356636bf08035f71b0eebeab5313d3a9380
software.amazon.awssdk	codecommit	2.14.3		c689be141c03babe03598c244877f6fce95c8d13
software.amazon.awssdk	codecommit	2.14.4		f3d951f1c2bbfdddfcc03ee81f380cdf92f4d52a
software.amazon.awssdk	codecommit	2.14.5		dff6380ebe0460850493480ef69b3b8acd8824a3
software.amazon.awssdk	codecommit	2.14.6		8252f4e5c64ac42966a2469cf2ce12ac0a1435c8
software.amazon.awssdk	codecommit	2.14.7		66e5c387902a9820547b33187dc328aec04989c9
software.amazon.awssdk	codecommit	2.14.8		c3248623916dbcf212f68f94336af0538024dd5d
software.amazon.awssdk	codecommit	2.14.9		606bf971eb34cde66a1fcb66ed593c4618a5304c
software.amazon.awssdk	codecommit	2.15.0		22463b049bbd9838565a33f8e3e280cbb4bcee59
software.amazon.awssdk	codecommit	2.15.1		7bfa321685c83661b1b1b9304e3a34e50623ee2e
software.amazon.awssdk	codecommit	2.15.10		709af3bbfc703d790cadef2361c5cf6054409924
software.amazon.awssdk	codecommit	2.15.11		93438c3bae3e9153995d4c36497e7868d06af63a
software.amazon.awssdk	codecommit	2.15.12		876cb6c8cc74b9a82ad5106e64ecf3898bb26c12
software.amazon.awssdk	codecommit	2.15.13		77704a607d4127832810b66d8cedbb05604220e0
software.amazon.awssdk	codecommit	2.15.14		b2a095ed2fc31f6c145d980eee12db83250f24ae
software.amazon.awssdk	codecommit	2.15.15		cd6a42c64b635eca35fae5ec6567ccb85c353cd0
software.amazon.awssdk	codecommit	2.15.16		6f1e6553d5ff6d8ada5fbbb3ef1324a339a38dae
software.amazon.awssdk	codecommit	2.15.17		c0d1cf98ad9238cdb70c1ffd7e29adb50a644d3e
software.amazon.awssdk	codecommit	2.15.18		a882bcbf97416da0f599d7c8aa018a81252e1e2d
software.amazon.awssdk	codecommit	2.15.19		28a4da589bdac160ebdb1dcd8c735c0c9d4597f3
software.amazon.awssdk	codecommit	2.15.2		8181eb863a0ffb121bc04f821f7644299f09b6df
software.amazon.awssdk	codecommit	2.15.20		f2aa1c40303858cf3e64c6f603e6f5e5ae16066f
software.amazon.awssdk	codecommit	2.15.21		2df3087ae20c47d6e949673b5f50b4e86e8fd008
software.amazon.awssdk	codecommit	2.15.22		bb08ac0bacea3d4f469d35a92ad23d6b90b481e1
software.amazon.awssdk	codecommit	2.15.23		75672632b6e22db4a87ea2ae67a4a82aecbd623b
software.amazon.awssdk	codecommit	2.15.24		80d56bda4841a1c462e9ff58da75eaac80f6c47e
software.amazon.awssdk	codecommit	2.15.25		bdfab7101e21fbfc666c227c22c05ddde504d072
software.amazon.awssdk	codecommit	2.15.26		045d26c90f863f2fbdf64b3e7feeb7f01868a79b
software.amazon.awssdk	codecommit	2.15.27		e992a5a47d98482d6e2d58ac291d368389581adc
software.amazon.awssdk	codecommit	2.15.28		814f56b0be1cb06fd42c5f48e88229d6f373096e
software.amazon.awssdk	codecommit	2.15.29		7e0aa69c316b105551665c097f31829a5d9347fd
software.amazon.awssdk	codecommit	2.15.3		0d79029a1e5e4e59536e61ce2b1ab10a1128c0c0
software.amazon.awssdk	codecommit	2.15.30		862ad3518ee92ac959c55413cfbf34bf77728a9e
software.amazon.awssdk	codecommit	2.15.31		46b576a859c9bf6c57618356bb0abe8acb07f6ce
software.amazon.awssdk	codecommit	2.15.32		9a6eb725f8d572a6e5594eeca6c303049df729b1
software.amazon.awssdk	codecommit	2.15.33		bf48d169af5ce063aaf33b397647ba80962cd84c
software.amazon.awssdk	codecommit	2.15.34		849f9a3503aa524e04ad2ff6a718679cd53ab9b6
software.amazon.awssdk	codecommit	2.15.35		4a5073b9f396bf1e59e11babe0bd2b866ddf0aa7
software.amazon.awssdk	codecommit	2.15.36		180b2b9873cce4c5688a009eaf6bf875c8fe656a
software.amazon.awssdk	codecommit	2.15.37		26fb09b55685f905402fde6c3fd371ecd2111e39
software.amazon.awssdk	codecommit	2.15.38		0e0d87a04dd68e1d3006ed44b8f054b7a688c713
software.amazon.awssdk	codecommit	2.15.39		9e4f1ea7f8e7daf703a01b654ded5cfa8040fe2d
software.amazon.awssdk	codecommit	2.15.4		42b9fde4bc73a9c5d8bdbad8987e1d4eb5cff8d3
software.amazon.awssdk	codecommit	2.15.40		41d78b93ff34d46f5d61a6f338ca0accd546f78a
software.amazon.awssdk	codecommit	2.15.41		6450d0b7ea1c2bb31ad36a5ceb7f716302c64c43
software.amazon.awssdk	codecommit	2.15.42		d73120246bd127a6c5b0dcf50a13c1ed7362c662
software.amazon.awssdk	codecommit	2.15.43		b8197d765c527106b6ce74528f51a817c7f80936
software.amazon.awssdk	codecommit	2.15.44		35f999eb53fddeed072f91a3cadc76ccf169fe0c
software.amazon.awssdk	codecommit	2.15.45		af962551c8724042bd330082e0badb076ea6a32c
software.amazon.awssdk	codecommit	2.15.46		119e48908bb113aa773d5aa5baebacb02f1ea692
software.amazon.awssdk	codecommit	2.15.47		8b31253ba2c5d103deff92bf892afaeecb59c443
software.amazon.awssdk	codecommit	2.15.48		03badcee179829c014ed2190c9190ad41c3d3dd9
software.amazon.awssdk	codecommit	2.15.49		abc9fa6d26ed1c2c4e56083216e564bce44415fb
software.amazon.awssdk	codecommit	2.15.5		50e5ce83f7b5c0f478e2b03ac8287f84fa1ba0ee
software.amazon.awssdk	codecommit	2.15.50		9981e5641ddd9c92f8f29ae8b26936d991eb6bf3
software.amazon.awssdk	codecommit	2.15.51		e41847be8fc19359c43b05e311185672cfef896a
software.amazon.awssdk	codecommit	2.15.52		52a909b69f71ab6759174f03f416e07dddc1b179
software.amazon.awssdk	codecommit	2.15.53		499666fecd0892303b4a198661af5ea7ec4a8eae
software.amazon.awssdk	codecommit	2.15.54		caf676351d2d2daff3427b6799325a1710f7b786
software.amazon.awssdk	codecommit	2.15.55		74daaaa7a9649fe5e59a7d3e136b1d5a3c78989e
software.amazon.awssdk	codecommit	2.15.56		621408c419378b9caf0d98724ec00e8e5d799a6f
software.amazon.awssdk	codecommit	2.15.57		f612bfcd5bd4d4eb748387ee0bb85be133621401
software.amazon.awssdk	codecommit	2.15.58		3209b1e510e28d2825e3c9b6f8e671c260108acc
software.amazon.awssdk	codecommit	2.15.59		b4abe85fa37d8b5b7466e78b03f29ebe71d8b5e6
software.amazon.awssdk	codecommit	2.15.6		135ebca847f470ad48b7b49973d5573dd6ca603f
software.amazon.awssdk	codecommit	2.15.60		6064407fb3ab9ec601aac46b50a72971a2f86cdd
software.amazon.awssdk	codecommit	2.15.61		db0f32491e75a6d5358d904c50ca6e04226dc4c9
software.amazon.awssdk	codecommit	2.15.62		cfc55fda2b1acc21cedaecdfec8337819f5eb1be
software.amazon.awssdk	codecommit	2.15.63		ada60b3737468fb58e27c9dd5d64c80079441c77
software.amazon.awssdk	codecommit	2.15.64		424fda46d34c3b9799360e2932881375d4220f4b
software.amazon.awssdk	codecommit	2.15.65		b065b65cde33f165e8e5dd524bdcc772344a52d5
software.amazon.awssdk	codecommit	2.15.66		03a8cf05959b6abb33eb0275df0d96b7e42eb627
software.amazon.awssdk	codecommit	2.15.67		652d2585367cbc959d4c7cd52b32cd12d7de33b1
software.amazon.awssdk	codecommit	2.15.68		8f7805731f8b25096ba965401b7f9722b3863165
software.amazon.awssdk	codecommit	2.15.69		9c0d8f73e72874f84d31c10a1de615c2699a423f
software.amazon.awssdk	codecommit	2.15.7		79f3c5ff343bad2f3242d4d1787a910e6623ccec
software.amazon.awssdk	codecommit	2.15.70		5ebdd42ad92d6a83e92611240286f122279ee30f
software.amazon.awssdk	codecommit	2.15.71		9f85e158e9f10678a0d7cfb33abac168111cf760
software.amazon.awssdk	codecommit	2.15.72		662e9914f5e8cca3f79aaa155919a9959d31dc3d
software.amazon.awssdk	codecommit	2.15.73		84c990f6befc30847d9843c9ada2f4224153b5cb
software.amazon.awssdk	codecommit	2.15.74		da8ae162812629b2e6ba73a6b46a98ddc8f63fab
software.amazon.awssdk	codecommit	2.15.75		295c2339df90f3e8fcd596ce96699feed213bb38
software.amazon.awssdk	codecommit	2.15.76		ea5f08d5a20118a2c7a27f3bc5b4e29ea5e28b23
software.amazon.awssdk	codecommit	2.15.77		8264fa286a836c171e748f4bc6cdf6e923b6e7d4
