br.com.objectos	csv-parent	0.1.0		N/A
dev.zio	zio-aws-macie_2.12	5.17.207.1		3a32dbd84f3822fe94cd4bdad7e21c092e4089f8
dev.zio	zio-aws-macie_2.12	5.17.208.1		9c7a2ca10ffd5e0c77eee8e05f3c92047da72895
dev.zio	zio-aws-macie_2.12	5.17.208.2		7cd5e67ccd4d6b96ea862dc7b163472d1e4ae884
dev.zio	zio-aws-macie_2.12	5.17.209.1		533ba87f4b785a07e2f073e6c995774ce35bfa5d
dev.zio	zio-aws-macie_2.12	5.17.211.1		309013cbfbc3dcae1187589e76d2f3769eaa24df
dev.zio	zio-aws-macie_2.12	5.17.212.1		02e76457cbe10780fdd5652e736773b178df414c
dev.zio	zio-aws-macie_2.12	5.17.214.1		868671ffeaa668503bb0b90e7dadb9e1ef2abaf9
dev.zio	zio-aws-macie_2.12	5.17.217.1		60eb4bf5b66eec813fa41ff8d79db0f8bc0c84ca
dev.zio	zio-aws-macie_2.12	5.17.218.1		89038ff9d29fec74ece9d7124fe8bd8058ff1d83
dev.zio	zio-aws-macie_2.12	5.17.224.2		2dba5af03edead69b09aa5ef4efbe9ee69e243ea
dev.zio	zio-aws-macie_2.12	5.17.224.3		9596a9e5b3889b8980af4287ad05836d45719292
dev.zio	zio-aws-macie_2.12	5.17.224.4		a6dd0fd1aa4c5e1686a43f9eeda95cc8070d77af
dev.zio	zio-aws-macie_2.12	5.17.225.1		b6bccbf4fad5b60288990d243df8c40f143abb08
dev.zio	zio-aws-macie_2.12	5.17.225.2		ceb01f6eb98aae06568e394a4ecc6f31559cebac
dev.zio	zio-aws-macie_2.12	5.17.233.1		fe7ca19deac8ed77d1d5738201861f5efba378c4
dev.zio	zio-aws-macie_2.12	5.17.234.1		f91abd3c8c637b2392830bcb20e67bfa6641ecaa
dev.zio	zio-aws-macie_2.12	5.17.239.1		b532d8e26acec3398363be507f61443897e32e54
dev.zio	zio-aws-macie_2.12	5.17.239.4		0f241d4435b1c8a51f718dee0f52d1e5c77c5286
dev.zio	zio-aws-macie_2.12	5.17.252.1		090ba1245beecaed8f0bc34706f7b62897936039
dev.zio	zio-aws-macie_2.12	5.17.257.1		b6384745a837fe10d19c6e6cc28466ea430396b3
dev.zio	zio-aws-macie_2.12	5.17.265.1		e4dc3bee12cd473a82e522ea3d48adc4eb8a89d9
dev.zio	zio-aws-macie_2.12	5.17.267.1		e281f30351d24670c8aeaa8147613a6daaef0c34
dev.zio	zio-aws-macie_2.12	5.17.267.4		06410870221c505002516e0f8fe9cb17b835b7dd
dev.zio	zio-aws-macie_2.12	5.17.267.6		2c166debc4ec483c9ca6782ce3d632267546724f
dev.zio	zio-aws-macie_2.12	5.17.267.7		4cc6f6f5f2e4429a502f829788155b1da0f1113c
dev.zio	zio-aws-macie_2.12	5.17.269.1		6753a8aaf73aa4becf2dbba99729f6f976cfab72
dev.zio	zio-aws-macie_2.12	5.17.271.1		624caf56cf71873c624d49ec6de78a03b600b804
dev.zio	zio-aws-macie_2.12	5.17.280.1		551b498e451da832b4ec5aadec4a505eabc9956a
dev.zio	zio-aws-macie_2.12	5.17.295.1		f00ce338e46add1b85bd8328cfcf4c38083a61af
dev.zio	zio-aws-macie_2.12	5.17.295.10		e95b836ff09456db3cc3e84f9d648a3301583ad8
dev.zio	zio-aws-macie_2.12	5.17.295.11		742ed90c736b2963e504937093aa698a189aae10
dev.zio	zio-aws-macie_2.12	5.17.295.12		b1bd51e5f389625383a40af57ce5c52a4b0c7d05
dev.zio	zio-aws-macie_2.12	5.17.295.13		cb45d4105cf0517fa3d0fb93b3fbd28c7cfac940
dev.zio	zio-aws-macie_2.12	5.17.295.14		8f693ec9022e28309707dd0b4cc73d1a55b95184
dev.zio	zio-aws-macie_2.12	5.17.295.15		2a42aa67ecd079f37cd2db1f09147b799f577a5c
dev.zio	zio-aws-macie_2.12	5.17.295.16		21755c0d18716de008898cff06954d0ce58cd2f1
dev.zio	zio-aws-macie_2.12	5.17.295.17		b544a2a81b805352921606dabadd3a3e0ab0e7f1
dev.zio	zio-aws-macie_2.12	5.17.295.18		92ea4b6d95b159ab7074beebec355a0745d16049
dev.zio	zio-aws-macie_2.12	5.17.295.19		9801bfd8df1bd577bc509cd61cbc2101cbbe9bdc
dev.zio	zio-aws-macie_2.12	5.17.295.2		c20ee49de53dc36c06f63ba0f282fa34f622ae1b
dev.zio	zio-aws-macie_2.12	5.17.295.20		2524b63cbc5469d25d5e4947bd0ce476c227685d
dev.zio	zio-aws-macie_2.12	5.17.295.22		ee6aba13c1004b9865c169d0330d6ced971f2b76
dev.zio	zio-aws-macie_2.12	5.17.295.3		cce0c74666db022c748dbdd7e6c2f0037fd87469
dev.zio	zio-aws-macie_2.12	5.17.295.4		ece91d21057461279f57b0c79cd0531e8c6ff4c9
dev.zio	zio-aws-macie_2.12	5.17.295.5		7fc94246df6fb106d468628715d3ffa6e2f09d25
dev.zio	zio-aws-macie_2.12	5.17.295.6		afb09ee13dc267f93fc1ac1ba9f027f443f17967
dev.zio	zio-aws-macie_2.12	5.17.295.8		1d7928fbf8080a89be0bf65efce35050b8408e02
dev.zio	zio-aws-macie_2.12	5.17.295.9		d60a51df97d3bd9e55eb9587004aabd8a7371bd6
dev.zio	zio-aws-macie_2.12	5.19.12.1		0fbaf5bba5e01ad9c9b487d6a130b7abf301caf9
dev.zio	zio-aws-macie_2.12	5.19.17.1		79f5e132381dc5773e32b56a3a812053c2f4d335
dev.zio	zio-aws-macie_2.12	5.19.17.2		f0d4105b7bb834be2a7aa38097d6a6061116f905
dev.zio	zio-aws-macie_2.12	5.19.26.1		d6bbd695d5c7adc49e978255e4601f376bf88ff9
dev.zio	zio-aws-macie_2.12	5.19.31.1		621eb0f7c7aade3785a10ab0d95190c87d4b0bbd
dev.zio	zio-aws-macie_2.12	5.19.31.2		899b57930b33dca4671d41610172b51311f2a485
dev.zio	zio-aws-macie_2.12	5.19.31.3		26df8ca72a9311cca7f0e43f13ea5746fb6e5ab2
dev.zio	zio-aws-macie_2.12	5.19.31.4		bba80b4bd99d54ae5ae221413bff7762019d5c7e
dev.zio	zio-aws-macie_2.12	5.19.31.5		482c371c7c7a08a5f80197d2a42d6256fe5dd423
dev.zio	zio-aws-macie_2.12	5.19.33.1		a6daf39e94c51b90e27c4c60e955c51f281dc024
dev.zio	zio-aws-macie_2.12	5.19.33.2		61d9cece730afed23350e980647c01efbfc4b20b
dev.zio	zio-aws-macie_2.12	5.19.7.1		97de8998c33656400022268586d362f94326b39a
dev.zio	zio-aws-macie_2.12	5.19.7.2		0ebcbbbca0bd395ae475b621041b17ae68f36b10
dev.zio	zio-aws-macie_2.12	5.19.7.3		94950b07ba25d2a5fd571e059b49b6ba63c4029b
dev.zio	zio-aws-macie_2.12	5.19.7.4		528703e3eb5f5e1160d3ff430215fca024f834d5
dev.zio	zio-aws-macie_2.12	5.19.7.5		c6e708e8f8f44bf6f3bae9a230ab4fb6c0288ce8
dev.zio	zio-aws-macie_2.12	5.19.7.6		d6f3e00cade60b1ac767824cba4a28615b697924
dev.zio	zio-aws-macie_2.12	5.19.8.1		7fd09f93978cae8b5535da88cacc7d40a505f434
dev.zio	zio-aws-macie_2.12	5.19.8.2		dbd90da61887895457ef3df3fd57fd08d928a5dd
dev.zio	zio-aws-macie_2.12	5.19.8.3		2ab25a3f9205e44cddf3dc108797491e799eec49
dev.zio	zio-aws-macie_2.12	5.19.8.4		09443347598a2628dbb613b302196e1469455086
dev.zio	zio-aws-macie_2.12	5.20.17.1		cf33f1de26541c1675664f2265023d4154d81f15
dev.zio	zio-aws-macie_2.12	5.20.17.2		6faf880e930c43a3aa0f8c2608110795881924f4
dev.zio	zio-aws-macie_2.12	5.20.22.1		1ec1fadd2e608d462b4bd12c8e562cdb4b768a08
dev.zio	zio-aws-macie_2.12	5.20.22.2		89b166fd7861f4bf19f76998b0d5f5fa779c3ac3
dev.zio	zio-aws-macie_2.12	5.20.22.3		8c3487ba2b78deb6029ac9ff4237c34d56ac845f
dev.zio	zio-aws-macie_2.12	5.20.32.1		415a83f23a126b578f010b6dd505c4193a7d4fa2
dev.zio	zio-aws-macie_2.12	5.20.32.2		31a2a8ddad588ccd7eadec2894f8865787f4bd6b
dev.zio	zio-aws-macie_2.12	5.20.37.1		61b2062ef55e9a2e6a6e07bf894bdf9d8101fbab
dev.zio	zio-aws-macie_2.12	5.20.42.1		ad9afe6a06825cfa2e7644c87ce825c0e82159cc
dev.zio	zio-aws-macie_2.12	5.20.7.1		a09432f2247108c294e4d812cce5dae11480e5ee
dev.zio	zio-aws-macie_2.12	5.20.7.2		c52562a9f8e202107009cc6b11dff91e92e86559
dev.zio	zio-aws-macie_2.12	5.20.7.3		79cae9c9af99661a0d0dc69dd457e73f78468398
dev.zio	zio-aws-macie_2.12	6.20.103.1		7970f28b4d9a7910e78c72ae924885305079f0e3
dev.zio	zio-aws-macie_2.12	6.20.103.2		667d11189886e3c7fecc6787d04f50ff77e0b429
dev.zio	zio-aws-macie_2.12	6.20.115.1		0b9c9279aaa06d9cba2b764cb962c4b78f726a99
dev.zio	zio-aws-macie_2.12	6.20.115.2		ece75e6df91f1e205866186a9229f9a75de732c6
dev.zio	zio-aws-macie_2.12	6.20.120.1		67f4a96fe229f964707405eafe6381860b9ac9b1
dev.zio	zio-aws-macie_2.12	6.20.149.1		6fc0d8a53d3632e9c7d760df373d37a14da1c6d4
dev.zio	zio-aws-macie_2.12	6.20.149.2		ed9ff2a0973501352946a9c5bce6f5e3a90d80a7
dev.zio	zio-aws-macie_2.12	6.20.162.1		d917d7bdce0e1314998f9ee1ffd53fa575536588
dev.zio	zio-aws-macie_2.12	6.20.162.2		8f73fe6cff19192b23bca88aea9a3473bd2d4e5b
dev.zio	zio-aws-macie_2.12	6.20.42.1		a260934d38098f0f864c6997488de79c33baf830
dev.zio	zio-aws-macie_2.12	6.20.42.2		2f323304237b01093d488a24f54ef3448799d792
dev.zio	zio-aws-macie_2.12	6.20.47.1		75f82e027882639ac8f40f5572f09c079dc0e718
dev.zio	zio-aws-macie_2.12	6.20.56.2		e30816f58173584ca44ebf7831e20996b10e6a69
dev.zio	zio-aws-macie_2.12	6.20.58.1		12011f8924ec089bda78c45b88a6c17cf0559251
dev.zio	zio-aws-macie_2.12	6.20.58.2		9fcad6a95a5831b379a6f8077f0edadcfe625101
dev.zio	zio-aws-macie_2.12	6.20.58.3		c93c7e2395b4a676976a402056df7ba07d6bdb72
dev.zio	zio-aws-macie_2.12	6.20.61.1		89257fc948868f68b34324239902a7bc641fa203
dev.zio	zio-aws-macie_2.12	6.20.69.1		c7b82929e68596b07243330ea17d95ae3a0a0d4a
dev.zio	zio-aws-macie_2.12	6.20.69.2		f2058fa3e0cf35507c20b6c9aae7d8ee37365ab2
dev.zio	zio-aws-macie_2.12	6.20.74.1		ac255280b75e372f84a71ad4867dd07db35392bd
dev.zio	zio-aws-macie_2.12	6.20.74.2		94c5d06e29aba0b3bd85bb3f8395f0e4f4fceec8
dev.zio	zio-aws-macie_2.12	6.20.78.1		8adcb3210828936207a0a7fb4479bbc00d5cb9a5
dev.zio	zio-aws-macie_2.12	6.20.78.2		a95ae4203b77088d29f470734a22f7e768415753
dev.zio	zio-aws-macie_2.12	6.20.78.3		1accbdb72779476cf3f37f0ed39bcf9bfcb38a77
dev.zio	zio-aws-macie_2.12	6.20.83.1		604694f021b274a498e870a659705c54751e96f5
dev.zio	zio-aws-macie_2.12	6.20.83.2		0b337db10dbff3d26f94a995d7e6e40303a1cf51
dev.zio	zio-aws-macie_2.12	6.20.97.2		b797e2e2c9d32b3b31be42f458db30d916737188
dev.zio	zio-aws-macie_2.12	7.21.15.1		dfb8d1cb1ce5542dabfea7deca299ff735c70cb3
dev.zio	zio-aws-macie_2.12	7.21.15.10		0ebdb291d8dfc01b47d6429ade3312805e19ad79
dev.zio	zio-aws-macie_2.12	7.21.15.11		53c5aee23abc5a520c9c555cb3e6b6f4f98ea6a1
dev.zio	zio-aws-macie_2.12	7.21.15.12		e9a53a6ba8bd51904582e52012867ca0136aaf9c
dev.zio	zio-aws-macie_2.12	7.21.15.13		28f6c476a963197df31e5b64540892dfac612eab
dev.zio	zio-aws-macie_2.12	7.21.15.15		3d7cf50d20c92aed5c6878d4c3260bf5de439a1a
dev.zio	zio-aws-macie_2.12	7.21.15.2		b508f5b1bfdf4923ff695251a978254487faebf0
dev.zio	zio-aws-macie_2.12	7.21.15.3		50028bd948bb46322f30d0744c1e4aec62bf672f
dev.zio	zio-aws-macie_2.12	7.21.15.4		099528d523739707f7d38b573f030cc83e8894b7
dev.zio	zio-aws-macie_2.12	7.21.15.5		1943bfeba8256615bfe704c743868fe9c4296f68
dev.zio	zio-aws-macie_2.12	7.21.15.7		402f82f9dde52f21f30de288f013929a822f38ef
dev.zio	zio-aws-macie_2.12	7.21.15.8		a6550ec9aba013f38c3fceca1341fba484c31f6f
dev.zio	zio-aws-macie_2.12	7.21.15.9		5c77a3a5bcc7265c1adb821bb24f8f1e1501b72b
edu.hm.hafner	analysis-model	11.13.0		9d2cc0046bbed5fae470b2ea8aa1bc7c95c0015d
edu.hm.hafner	analysis-model	11.14.0		041e056b08e042fb5852beb63fdc9af443d96aaf
edu.hm.hafner	analysis-model	11.15.0		fe1b85f6fd05364ddf65cd21098df7635502938f
edu.hm.hafner	analysis-model	11.17.0		a525bde2f2bc784606486a6d62e01f98454ae96c
edu.hm.hafner	analysis-model	11.18.0		cb3f96302bfcefd732b72422e293f54a99d0b204
edu.hm.hafner	analysis-model	11.19.0		a03ca960b624c3b37922fca5d16e0c26c2d0d8d4
edu.hm.hafner	analysis-model	11.20.0		db4f4ed12894f492e814c0c1e7300d89d04cc479
edu.hm.hafner	analysis-model	12.1.0		c2127e50befe96c1d1aa10b97faf61a1cb892882
edu.hm.hafner	analysis-model	12.2.0		656dd899358a59c2a5c90c7b4ca5cce8a258bcee
edu.hm.hafner	analysis-model	12.3.0		674a86be5f564b7caf7c54fac4fb910429e2cd86
edu.hm.hafner	analysis-model	12.3.1		fca6664f08001b67743d84e1026a966c5eea84b5
edu.hm.hafner	analysis-model	12.3.3		29f7540466d7a5d407dea810843c3342e5276b47
edu.hm.hafner	analysis-model	12.4.0		20067c7a5cfea2f2ff01d157d4e48d220f541394
edu.hm.hafner	analysis-model	12.4.1		9115e689a74008a98d91153ca9c5168b38825b10
edu.hm.hafner	analysis-model	12.5.0		5c296c6fa4d70c5f5a43622ccc471050939cad2d
edu.hm.hafner	analysis-model	12.9.0		554f5d2acbb951d8f8b96eab1654de57320a1b84
edu.hm.hafner	analysis-model	12.9.1		29ceaebf336595335edd7e29f0c9f17c0672604c
edu.hm.hafner	analysis-model	13.0.0		6c6f4146f52e6f7a20de241885b4ae298fd210b2
edu.hm.hafner	analysis-model	13.1.0		37de4fd91c7c7523215332f36caf2c14efc2da2d
edu.hm.hafner	analysis-model	13.2.0		78ef5ffe3a0b6eff89a530af20fffbfe8c6978d5
edu.hm.hafner	analysis-model	13.3.0		4d9467a0fe30e33fc46f92999d8f1f72769652bc
edu.hm.hafner	analysis-model	13.4.0		2b94e53fd222ca6d9d8b02705f9f0f0cf7e82c39
fr.norad.visuwall	visuwall-plugin-jenkins	0.3.4		81b538d797dd1ee016cb3a2d8ff8a5861f7cad83
fr.norad.visuwall	visuwall-plugin-jenkins	0.3.5		c893ec7c0b1133680a2108883bac6149e0313898
info.laht.threekt	common	r1-ALPHA-26		327faa0f851277c2861395c585c78795f60e26a3
info.laht.threekt	common	r1-ALPHA-27		7bc4cf4d72b133bccae17622d247937b86271401
io.arrow-kt	arrow-match-tvosx64	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-match-tvosx64	2.0.0-alpha.4	metadata	d11f51d6b510d3412c42d17b89a0f8e7cc2fd2f7
io.dataspray	aws-cdk-cloud-manifest	1.0.0		23732a1025960739170a7f60af61e959aa57cad3
io.dataspray	aws-cdk-cloud-manifest	1.0.1		a20008655665a3604d2af4a3030c6b17096eb390
io.dataspray	aws-cdk-cloud-manifest	1.0.2		5dc1f83e0938581a5b2091161e70f855ba2ab801
io.dataspray	aws-cdk-cloud-manifest	1.0.3		3d8d84561d7051c3f5a62353b999ab1407b82d9e
io.github.cquiroz	scala-java-locales_sjs1.0.0-M8_2.12	0.3.15-cldr35		c029a5d4afe73506c1140ddb0cfee0e70b71032f
io.github.cquiroz	scala-java-locales_sjs1.0.0-M8_2.12	0.3.16-cldr35		e1ae8d218706c5517dc52759c9bb92e7ef4abcef
io.github.kmgowda.sbk	sbk-gem	0.902		240c2f00665c0cc90aa356218138c985f4ed326f
io.github.kmgowda.sbk	sbk-gem	0.91		d78d15c800f628dd0657342f6c5d12e16287e08d
io.github.kmgowda.sbk	sbk-gem	0.92		9bb2c9a8e7f67d31ae11f1a5fb68072b8e9ffee5
io.github.kmgowda.sbk	sbk-gem	0.93		05234d7373c60f75a3aa3385608bc2fdbbc605b7
io.github.kmgowda.sbk	sbk-gem	0.931		e68ca402d02b57d8384c4516726a6bdd65946094
io.github.kmgowda.sbk	sbk-gem	0.94		63357f4ab3c7e742dc3fc0fa6e06f08cbf2ffd7b
io.github.kmgowda.sbk	sbk-gem	0.95		a7f94c99171b6dd096661d486fd66b73de9a5993
io.github.kmgowda.sbk	sbk-gem	0.951		5baf4e91d080f22eee4f01639ede5a3a0b7390c9
io.github.kmgowda.sbk	sbk-gem	0.952		7d2abf46f7d4dd06271fed083740a045ac261e28
io.github.kmgowda.sbk	sbk-gem	0.96		b2d957e299348036988404c9069e8ca5c72810fe
io.github.kmgowda.sbk	sbk-gem	0.97		57393b8db54a6dec9e1b4028ceee784424fa2fcc
io.github.kmgowda.sbk	sbk-gem	0.98		e94d87298d81e31e6c6578d10f33312366273bb6
io.github.kmgowda.sbk	sbk-gem	0.99		32ac60a3029a492321e07e1a612b3780c6b5390c
io.github.kmgowda.sbk	sbk-gem	0.991		d1c44d730f65969fad0418e6e3d832c3f0ceda49
io.github.kmgowda.sbk	sbk-gem	0.992		3536820384b413df2c89e9dc55308776a12c8cbd
io.github.kmgowda.sbk	sbk-gem	1.0		9251d85e4be3cf60ac4c945ca187f5bfe0d97cde
io.github.kmgowda.sbk	sbk-gem	1.1		c553be2f7f41df5ab27ba8fbef6aed00d4c68099
io.github.kmgowda.sbk	sbk-gem	2.0		b1a639aad951c8c76291d1f642ef4114d27c8621
io.github.kmgowda.sbk	sbk-gem	2.0-pre1		09c53eb4768da94b67671da4ccb3e2a6d191d19a
io.github.kmgowda.sbk	sbk-gem	3.0		0ac26546e076ea8cbdcb4762c6fa783d0c0625d2
io.github.kmgowda.sbk	sbk-gem	3.0-pre1		29c6cf29c88f426825ec3ad04d523b7f5208adaf
io.github.kmgowda.sbk	sbk-gem	3.1		c61e41a7325c635df81d5007d28ef84ac710a49b
io.github.kmgowda.sbk	sbk-gem	4.0		cfe7256027e347ecdba6525d52ae712e7946f313
io.github.kmgowda.sbk	sbk-gem	4.1		e7664a6e10a843f2e890085b793acb91eb063b60
io.github.kmgowda.sbk	sbk-gem	4.2		51ba89d92ae640496b0c8442fd1c715660f3c354
io.github.kmgowda.sbk	sbk-gem	5.0		930670dc08f6c54e327223788d0a6f4838f92bc9
io.github.kmgowda.sbk	sbk-gem	5.0-pre		9875c4e85f6555f4985c78e2deb317c81bbf1331
io.github.kmgowda.sbk	sbk-gem	5.1		426ab774563d7ee27a9dbdc035f88d4f8370108e
io.github.kmgowda.sbk	sbk-gem	5.2		4d9ac70bee9cda545c8bbde73f36dfaa9841fbd7
io.github.kmgowda.sbk	sbk-gem	5.3		5b9e4c88d72ee1c4b523fe8b73bb744265854f6f
io.github.kmgowda.sbk	sbk-gem	6.0		a7f0f0461f78fdb61d6a1fd452f8325c80e095de
io.github.liyao52033	liyao-spring-boot-starter-fastexcel	1.2.0		0728b02aaedd95041f25ef8d7a01374b6a387857
io.github.pnoker	dc3-common-constant	2022.1.8		31490fb6f6db1cd152dfcaa6e9b1123e378360fc
io.github.pnoker	dc3-common-constant	2022.1.9		777910e96e61c8f5ffc5f15846e598834440dd04
io.github.pnoker	dc3-common-constant	2022.2.1		50315a1df961f11ac428e166e638dcb46151e1ea
io.github.pnoker	dc3-common-constant	2022.2.2		60a8b83bdc106bc06415518e9ea6b78bb6a47908
io.github.pnoker	dc3-common-constant	2022.2.3		a41c6d97cbf535e430dd9d0e155b2d5c38d04e9a
io.github.pnoker	dc3-common-constant	2022.2.6		4e0df20c437ea0cee98afdbc73aa39bc0cf1e5df
io.github.pnoker	dc3-common-constant	2023.1.5		3bb12552a9ba84841519327c346104f8fca529aa
io.github.pnoker	dc3-common-constant	2023.1.9		ea7a19d4e9255fd7fac2a1fcf7be5aff1fa5e25b
io.github.pnoker	dc3-common-constant	2023.2.2		d17236e8e1d19b08131452cf8f43fb554eb94c21
io.github.pnoker	dc3-common-constant	2023.4.0		db0fc049d122826a8a041729127e6cf1bef2998a
io.github.pnoker	dc3-common-constant	2023.4.1		1403def722070a710f63b52498db409e614a6105
io.github.pnoker	dc3-common-constant	2023.4.3		8d07f864b1324694bb616c93489301f330bb62ee
io.github.pnoker	dc3-common-constant	2023.4.4		6392c530f290f45df30f677fdd2c2dd8ad377b34
io.github.pnoker	dc3-common-constant	2023.4.5		612acc72c5c59ba7ebb643b1b0aa98af5bf395ba
io.github.pnoker	dc3-common-constant	2024.3.2		ecdef1157033dba3ec2e4112a4ba7023ed083e60
io.github.qsy7.java.infrastructure.datastore.modules.jdbc-run	impl	0.1.0		0e2557cf43ce730f963cd8d8d024ea4dc5ce4e55
io.github.qsy7.java.infrastructure.datastore.modules.jdbc-run	impl	0.1.2		110ad7a62bf094a00fc304bfed5c49ba804c0e55
io.github.qsy7.java.infrastructure.datastore.modules.jdbc-run	impl	0.3.2		c31165d8d12f173c85323d22f37a4b65a21bf21b
io.github.qsy7.java.infrastructure.datastore.modules.jdbc-run	impl	0.3.3		75ff3f02b912df07fa079ad2a44a424d6919834b
io.github.seenings	seen-micro	0.1.41-Beta		N/A
io.github.seenings	seen-micro	0.1.42-Beta		N/A
io.github.seenings	seen-micro	0.1.45-Beta		N/A
io.github.seenings	seen-micro	0.1.46-Beta		N/A
io.github.seenings	seen-micro	0.1.47		N/A
io.github.seenings	seen-micro	0.1.48		N/A
io.github.seenings	seen-micro	0.1.49		N/A
io.github.seenings	seen-micro	0.1.50		N/A
io.github.seenings	seen-micro	0.1.54		N/A
io.github.seenings	seen-micro	0.1.55		N/A
io.github.seenings	seen-micro	0.1.56		N/A
io.github.seenings	seen-micro	0.1.57		N/A
io.github.wyy-dev	xypush	0.0.1		N/A
io.github.wyy-dev	xypush	0.0.3		N/A
io.github.wyy-dev	xypush	0.0.4		N/A
io.github.wyy-dev	xypush	0.0.5		N/A
io.github.wyy-dev	xypush	0.0.6		N/A
io.heap.core.identifier	ad-id-google	0.5.0		N/A
io.heap.core.identifier	ad-id-google	0.5.1		N/A
io.heap.core.identifier	ad-id-google	0.5.2		N/A
io.heap.core.identifier	ad-id-google	0.6.0		N/A
io.heap.core.identifier	ad-id-google	0.6.1		N/A
io.heap.core.identifier	ad-id-google	0.6.2		N/A
io.heap.core.identifier	ad-id-google	0.7.0		N/A
io.heap.core.identifier	ad-id-google	0.7.1		N/A
io.heap.core.identifier	ad-id-google	0.7.2		N/A
io.heap.core.identifier	ad-id-google	0.7.3		N/A
io.heap.core.identifier	ad-id-google	0.7.4		N/A
io.heap.core.identifier	ad-id-google	0.7.5		N/A
io.heap.core.identifier	ad-id-google	0.7.6		N/A
io.heap.core.identifier	ad-id-google	0.8.0		N/A
io.nemesis.platform.module.widget	nemesis-widget-chat	2.3.19.RELEASE		a5d7a25c39da4daa594ea229c4477837112d9181
io.nemesis.platform.module.widget	nemesis-widget-chat	2.3.20.RELEASE		55901163d484822bbf22a9b953a5959310e3866c
io.nlytx	nlytx-nlp-expressions_2.12	1.1.3		b18ff995a19f37c60e7aa96fedea6408e10220fc
io.nuun	nuun-cli-plugin	1.0.M1		1c48973ee41524005a0faaf1f783ecfe3a58dc3c
io.oasp.java.ide	oasp4j-ide-eclipse-configurator	1.3.1		aa530f6214249aff480c5a8fc6564456f8ff6dd5
io.oasp.java.ide	oasp4j-ide-eclipse-configurator	1.4.0		bdc09126bd85eaa66a94073d5afc717014288054
io.openliberty.features	mpOpenTracing-1.0	18.0.0.2		N/A
io.openliberty.features	mpOpenTracing-1.0	18.0.0.3		N/A
io.openliberty.features	mpOpenTracing-1.0	18.0.0.4		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.1		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.10		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.11		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.12		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.2		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.3		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.4		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.5		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.6		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.7		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.8		N/A
io.openliberty.features	mpOpenTracing-1.0	19.0.0.9		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.1		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.10		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.11		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.12		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.2		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.3		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.4		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.5		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.6		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.7		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.8		N/A
io.openliberty.features	mpOpenTracing-1.0	20.0.0.9		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.1		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.10		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.11		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.12		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.2		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.3		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.4		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.5		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.6		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.7		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.8		N/A
io.openliberty.features	mpOpenTracing-1.0	21.0.0.9		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.1		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.10		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.11		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.12		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.13		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.2		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.3		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.4		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.5		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.6		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.7		N/A
io.openliberty.features	mpOpenTracing-1.0	22.0.0.8		N/A
