ai.vyro.imagine.sdk	shared-android	1.0.0		N/A
com.busymachines	pureharm-effects-cats_sjs1_3.0.0-RC2	0.3.0		17a1301ef1996d82d9be6cd65ecce87cc53cb217
com.busymachines	pureharm-effects-cats_sjs1_3.0.0-RC2	0.4.0		25bb859c7c2ba2efb79572d8f2befaa13a1b47cc
com.codepoetics	phantom-pojo	0.1		2c768125b932db3f4f5f967ee1143996863462c7
com.codepoetics	phantom-pojo	0.2		efc1ef57733c0ebfede7a9614ac4f8aea3aa7666
com.codepoetics	phantom-pojo	0.3		dcfabbea98bb9f5e577fabaeb61f4d5077d7e207
com.codepoetics	phantom-pojo	0.4		52eb1124f36c2f0e309e885129cabd08eb00d18c
com.codepoetics	phantom-pojo	0.5		4941d0dad0c65c888ebd98f3d68a1eaf337cb560
com.codepoetics	phantom-pojo	0.6		bba408df0d25ed0482f01b9c2dd02d59974d383e
com.codepoetics	phantom-pojo	0.7		21667f984207f6a757c953871a3195e4cd54e46d
com.github.AnonymousMister	boot-fast-spring-tool	2.1.0.1.7		3368202e81c1f9eb4965f67f514c727ee5e3f403
com.github.AnonymousMister	boot-fast-spring-tool	2.1.0.1.8		0f916d937e901bf1d944270ee960eb463082c84f
com.github.alterego7	alphabet-soup_2.12	0.4.0		7113183548788ccb7fb376793dc9878798b58ab3
com.github.fangjinuo.easyjson	easyjson-jackson	1.0.0		fae2614545e7eccf7408967e07c14c879641036a
com.github.fangjinuo.easyjson	easyjson-jackson	1.0.1		eb9db0d993b56dde4925269abd1d55993b74b6b7
com.github.fangjinuo.easyjson	easyjson-jackson	2.0.5		c82e0597d34870e8368b1d56ba43a38aa52985be
com.github.fangjinuo.easyjson	easyjson-jackson	2.0.alpha1.0		c2cb46259a013324d20f8fb74d647081aa45ef4e
com.github.fangjinuo.easyjson	easyjson-jackson	2.0.alpha2.0		6d9c3fb5e938095f723ca99fc19c57bab477fa0e
com.github.fangjinuo.easyjson	easyjson-jackson	2.0.alpha3.0		c6604997b7344806e351e8934d3464ae78e2abaf
com.github.fangjinuo.easyjson	easyjson-jackson	2.0.alpha4.0		fd49c3fd564532c36dd5da12fa2c1716d77e859c
com.github.fangjinuo.easyjson	easyjson-jackson	2.1.0		f3f13bf21988d5cb7f185372bde9f0202290d4a2
com.github.fangjinuo.easyjson	easyjson-jackson	2.2.0		3c620536d08d6087a7e500cc26d53db46962a457
com.github.fangjinuo.easyjson	easyjson-jackson	2.2.1		f4c001ea174db83de4604a992bd8f63346f8db6b
com.github.fangjinuo.easyjson	easyjson-jackson	2.3.0		e59ad5c14f483c7867cc7462a7829c9a1f3dc836
com.github.fangjinuo.easyjson	easyjson-jackson	2.4.0		0c61b34a0cbe178cc193fe29cfde6e311f317b7a
com.github.fangjinuo.easyjson	easyjson-jackson	3.0.0		e891ad08eb4680469a2f13335cb0d95f1eebb93d
com.github.fangjinuo.easyjson	easyjson-jackson	3.0.1		447eb277aa646edb345f2319e0407be92bbf4ed1
com.github.fangjinuo.easyjson	easyjson-jackson	3.0.2		e1451006c1a5bfe263a98b1027ff20c9abb3ebc4
com.github.fangjinuo.easyjson	easyjson-jackson	3.0.3		fa1af2f817d37267fc6c3de229c6c88336b93a3f
com.github.fangjinuo.easyjson	easyjson-jackson	3.0.4		dc0b68997c20b91d50f2eb6f0d3aef066cfc4514
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.0		2fa6090032a3761c8c82df812382ab28e36802e4
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.1		d003f4d5e57b3852baff7eaf20da3a70577fa384
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.2		0e4c64ba52cb16fae7fabdeb8cd149070cb78109
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.3		dda007236c3953107acba4c59a8c3a94b6dfdd36
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.4		9a4650a2bf585adc3bf4fe9fc6821887e0057f31
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.5		5664a8a33d2b7dad0b4fdb0fbee1a81b5e4391da
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.5-snapshot		32c538c934c4e9a43a7aa49d21359333db52450b
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.6		2c131c117d3740c136f240aab571306802f2e951
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.7		986bfe68d021d5afd24a2509cb4b024d1e23827a
com.github.fangjinuo.easyjson	easyjson-jackson	3.1.8		0e2a9f1372bab441f3da64f59ebc1e7c78ea2de7
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.0		bd3b2f22105e33e278dc1aeeec5f920c023ffe2e
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.1		fbd300e375f4878da6bed9dea66a2f78f26a08c5
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.10		64681bb64cce51db36cf99658e285324981fca95
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.11		692ddcc78ef2fee42a997629a5b561b95c7d4e0b
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.12		b59eae53768cd11af0a93729983d99e09d8309f3
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.13		8747406964d0b27fe4dc6d6126bca7a09c3d5878
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.14		df501a425a08e10312c644d0c0b50f9a860038da
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.15		31fbbb40c6aaa57897ee73023a2ecf966b995921
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.16		5ece72b09c30046b1f5b39f447302be374f5d353
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.17		9948553cd19b2f973900542d0af2f955b9e053b2
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.18		63385e30794d97103f9787a0c4044169bb3a71a7
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.19		6c6c7d39df3e53b96fc978015c44fdf3a57d5413
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.2		ee60b9a7cf95c928fc7b482572377bd5b221d021
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.20		6cce371fe37ca54183da7cdc7f803e9ed1cda5ae
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.21		46f00126f6d042d560f8e957da2e56225f514f75
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.22		6508dd498595634f064a03de72eca38e8015841a
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.23		d9cf9d097317bbf120fefdf05d5994c35f5b4e8a
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.24		8f9c09711e8ddd096723ce73b1fbb49a1815f6b7
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.25		39eca7443692fb523d4a98a5062b02c1e3096764
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.26		e1daf0f8be95e907b94cad593de2293a2f1b206f
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.3		2e381219568a5ab758ca8e1ac14d109d5b0c1fae
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.4		8680e83fd29d75f812634019c3ae3aeb7cc00825
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.5		34f5d63d4c8a91d8a10ff70d863991430e0310c1
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.7		5405da96d17b49bf8bbc01ba7e80e4d7f41ec55d
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.8		76f70deb54a3541a6761cabe81d262267d4a0c1f
com.github.fangjinuo.easyjson	easyjson-jackson	3.2.9		554afa7f8d46c21fd4f0f0d0d72c1ac4bbf938c1
com.github.jacoby6000	scoobie-contrib-doobie41-postgres_2.11	0.3.0		a34ad14540149751f77d8c38934e245ab029a779
com.github.jacoby6000	scoobie-contrib-doobie41-postgres_2.11	0.3.1		d251ddab2e635868e91cb42e279b9ea31ab7e045
com.github.persapiens	jsf-undertow-myfaces-butterfaces-spring-boot-starter	1.7.0		86853ceaeb9a25f3884083e79ae8e90033f063db
com.github.persapiens	jsf-undertow-myfaces-butterfaces-spring-boot-starter	1.7.1		2c8595df0718466f4265295816722eaeb2037e8e
com.github.persapiens	jsf-undertow-myfaces-butterfaces-spring-boot-starter	1.7.2		75adc8b38c3279892614d8bb15d8186ff5ccae5f
com.github.persapiens	jsf-undertow-myfaces-butterfaces-spring-boot-starter	1.7.3		7f06f8aa69ec2ba6d4e8c87208b89be0c804e9a7
com.github.yingzhuo	spring-turbo-module-kafka	1.0.15		87165b5105e5e68d726a6764e82dfb04b8d31dac
com.github.yingzhuo	spring-turbo-module-kafka	1.1.0		fccff555d11da86a1f30c40c3e04a27136e8cdb5
com.github.yingzhuo	spring-turbo-module-kafka	1.1.1		1a51e14d0cf091c460bc0c991b2ddeaa9616a61d
com.github.yingzhuo	spring-turbo-module-kafka	1.1.2		1b38ef0699ee963acbaecf6fc11228db2e7b62af
com.github.yingzhuo	spring-turbo-module-kafka	1.1.3		7514e17f7e816d09dfb743a8ae3f7421fd499bc9
com.github.yingzhuo	spring-turbo-module-kafka	1.1.4		a73ffd21a1e8f3ab546c91573e6939107b80d8ad
com.github.yingzhuo	spring-turbo-module-kafka	1.1.5		76d586f95ffac117868b9f2d5bbddb4aad62db52
com.github.yingzhuo	spring-turbo-module-kafka	1.2.0		e45701247766fd45e8ac9bbfea8aa515a9065be9
com.github.yingzhuo	spring-turbo-module-kafka	1.2.1		2ec213f0f5a5960bcfdb84f03fe49996fdf9d735
com.github.yingzhuo	spring-turbo-module-kafka	1.2.2		56e9dd55b2b26bac41488e628a05f9c05be3f780
com.github.yingzhuo	spring-turbo-module-kafka	1.2.3		a0fa2a768426f79e64d6f48d86da84fefb170a04
com.huskerdev	grapl-ext-display	2.1.0		1384cf34e5368a198a3b09dcb2d6ee29ef9cff5e
com.huskerdev	grapl-ext-display	2.1.1		220d0719aa4154e5c66f0e3429735709c27abba0
com.huskerdev	grapl-ext-display	2.2.0		89dee456d5a982715715b65a5469be0d2e43c0d1
com.huskerdev	grapl-ext-display	2.3.0		c9b5347a88f8a5154c8f56dfbe5263609fd70ff1
com.huskerdev	grapl-ext-display	2.3.1		9f7140689125436ef1766fab2550f7d19350b48f
com.huskerdev	grapl-ext-display	2.3.10		ba6fe324fb283242f757f5f8cec1d8817df56f5a
com.huskerdev	grapl-ext-display	2.3.11		7bb3d2e7064aa9a279e58fd00632bd45680a4cf8
com.huskerdev	grapl-ext-display	2.3.12		9914a94344a933487942f4ec6c32f3154b4f1027
com.huskerdev	grapl-ext-display	2.3.2		8fb7630d2e2688639218e945dcf1204adf6933e6
com.huskerdev	grapl-ext-display	2.3.3		3c8061c1eb9b936bca427ed480fcc004bc32fc02
com.huskerdev	grapl-ext-display	2.3.4		6f380fde59aa1a45386b658889cbaa43ae029356
com.huskerdev	grapl-ext-display	2.3.5		15124091c266c14eee386d71635833ff94774dfb
com.huskerdev	grapl-ext-display	2.3.6		61d3b83eddb16ca9f90aee70952c7e15bac48f0d
com.huskerdev	grapl-ext-display	2.3.7		3a5336f2aa99edebced620c596e5fafa8a13976e
com.huskerdev	grapl-ext-display	2.3.8		610f677f45ad55b8ce3da190b9ea0af747f51113
com.huskerdev	grapl-ext-display	2.3.9		5013ca9a339f17b3dfb44ac6fc81a83abd91ed9c
com.lihaoyi	cask-actor_2.13	0.3.2-7-57c550		6494df137c2785d0cfab975e573ecfd5eddebd8a
com.lihaoyi	cask-actor_2.13	0.3.2-8-3eefc9		3dab9e6e52cb6a83255a7d991fab80e796eb3f31
com.lihaoyi	cask-actor_2.13	0.3.3		0ec1d62aaae8338419cfba8ed61c313ade02f6af
com.lihaoyi	cask-actor_2.13	0.3.3-1-0c58de		01b2def06b4b1ccc1bc321afb30275e132eb6a28
com.lihaoyi	cask-actor_2.13	0.3.3-10-1b9304		9212f431e9d3dc52d9c6a244d377591cd5212e33
com.lihaoyi	cask-actor_2.13	0.3.3-11-3c7b7e		994b790e1c002e2c0b475eb11744b26ffb3948d8
com.lihaoyi	cask-actor_2.13	0.3.3-2-b8a678		4fbbb6b481ca0a307c1993201ea358aeb0da2937
com.lihaoyi	cask-actor_2.13	0.3.3-3-f7b2a7		3ba4038356e39ca090ee190363743991b40c36f6
com.lihaoyi	cask-actor_2.13	0.3.3-4-4da9f3		18f2d9e552954b0a36198cc07d46bfa331465bfd
com.lihaoyi	cask-actor_2.13	0.3.3-5-a1a548		c967f8095ddb0a75b08ffefaeaf4c317136dcd72
com.lihaoyi	cask-actor_2.13	0.3.3-6-783944		5d741d5e8eb057700abeed8033e592e2ddcfd5f8
com.lihaoyi	cask-actor_2.13	0.3.3-7-1bca62		99877df9a450a18b08ad0b0e6047f9c97735385a
com.lihaoyi	cask-actor_2.13	0.3.3-8-b9716a		eba33846215a02668d18a8dd7011c1f55733e2cb
com.lihaoyi	cask-actor_2.13	0.3.3-9-aaca9a		9c52522a269d31b7ab24c845a550790c0f11c734
com.lihaoyi	cask-actor_2.13	0.3.4		1d14510bde004ef00d00c0fe87585475dfb85777
com.lihaoyi	cask-actor_2.13	0.3.5		9b936a02c1017b7da91669418d49702468f78ff5
com.mcsherrylabs	openstar-common_2.13	0.7.7		c2e31d2948679e63a75efdbb5af7d6a3264eab28
com.mcsherrylabs	openstar-common_2.13	0.8.0		4e96dcae183fa56febe973673298a522e668f229
com.mcsherrylabs	openstar-common_2.13	0.8.13		9d0a155e6daf79b331f88955915df95a1806e33f
com.mcsherrylabs	openstar-common_2.13	0.8.14		291373e3ed13eddcee46b9c52a8a7b023a1b0889
com.mcsherrylabs	openstar-common_2.13	0.8.16		8a71102ca8e8a1a2ab2af55948c1512eed71658a
com.mcsherrylabs	openstar-common_2.13	0.8.21		e715ab88e0cfe2092bb83d5eedf7154e3ec4bc9e
com.networknt	tram-consumer-kafka	1.5.10		4b78c44e683fe54e0f383881d8f7b554df080abf
com.networknt	tram-consumer-kafka	1.5.11		74e88b13b678ea8d7b498622313ecdaf0d50843c
com.networknt	tram-consumer-kafka	1.5.12		7af781655df5dde4af860decc9d8282ce007eb76
com.networknt	tram-consumer-kafka	1.5.13		3efbf8b9e74449f6bf841ebdaea6e0d49e399b07
com.networknt	tram-consumer-kafka	1.5.14		ae54fcff32cab4739e26addd6ba9a5d99fb9f103
com.networknt	tram-consumer-kafka	1.5.15		25ceffbd57258ea2b13725c6685ac09030d0662d
com.networknt	tram-consumer-kafka	1.5.16		202d6fddd81224c42b0184812fccffd49300b1ea
com.networknt	tram-consumer-kafka	1.5.17		b127263b8a789c7f6261d7ccc211aef8d8853888
com.networknt	tram-consumer-kafka	1.5.18		117c835d35e8d3ec19b84a7432e2db7816c8e994
com.networknt	tram-consumer-kafka	1.5.19		b33a4cb298869c4a5e73bbfbad9c9740987f9c17
com.networknt	tram-consumer-kafka	1.5.20		23dc4d5a4914603869c3c9a7c6a19dc044aede31
com.networknt	tram-consumer-kafka	1.5.21		bef09aa4487a864b68e885e31a0aba26fcb16f64
com.networknt	tram-consumer-kafka	1.5.22		80fcb9ef04cae08da9b79c9bff21e04eb97cb6a0
com.networknt	tram-consumer-kafka	1.5.23		bb81355388d02f488f2e005284ece8c337ed418a
com.networknt	tram-consumer-kafka	1.5.24		2d0c7a7e79f23cd4402b7e9d274c9540e0e1d356
com.networknt	tram-consumer-kafka	1.5.25		3cde208440ec26bfa44924917afac49c7bf23e08
com.networknt	tram-consumer-kafka	1.5.27		642a5b2665377c173ed1c775995f87799fa3d11c
com.networknt	tram-consumer-kafka	1.5.28		a8dfeeac68db98ffc8bd7f586a3329ef4d1ea038
com.networknt	tram-consumer-kafka	1.5.29		e5059413581efdcd8a8ffcfff58e8b56d45708f1
com.networknt	tram-consumer-kafka	1.5.30		51a40d35daccac2b84e6075045c6f8785e0ed114
com.networknt	tram-consumer-kafka	1.5.31		8c9ab16e09fdb941b52cd00ed6541cabfabf66c7
com.networknt	tram-consumer-kafka	1.5.32		46556d7af78bd3aa978485b231c6d88ac19a00ad
com.networknt	tram-consumer-kafka	1.5.33		795b66fbcca6f45f6412f91bff4e0d3f237a536b
com.networknt	tram-consumer-kafka	1.5.34		0a32ecb02770871ca0a216d40fbfc6d382c819af
com.networknt	tram-consumer-kafka	1.5.6		ae2ea62536a2e16ce0d3c7f2a075c04fa6755630
com.networknt	tram-consumer-kafka	1.5.7		86ef65399c949fbe4f82ea41aad97f2dfc6fe119
com.networknt	tram-consumer-kafka	1.5.8		de347f4978de1dac8273b24656420e1c2cc92cf7
com.networknt	tram-consumer-kafka	1.5.9		896f484abba0d15d93f5a55740f1750a0cae94fd
com.networknt	tram-consumer-kafka	1.6.0		d2232e8554083f88be351db91cb83e3bd8dc3587
com.networknt	tram-consumer-kafka	1.6.1		3249dac382ba70bbf15f309ee3b5314e2308fb82
com.networknt	tram-consumer-kafka	1.6.10		1926f32d71b0730cea4bbf727a34279a2225ba6f
com.networknt	tram-consumer-kafka	1.6.11		cd6c9fb361716bd04d6621efd5e7291847806881
com.networknt	tram-consumer-kafka	1.6.13		1c8de7f9ecd0b07c01dbeb207017a8fe6a852e6e
com.networknt	tram-consumer-kafka	1.6.14		4b89d14274e481983368eca49cea348a1e6ecb83
com.networknt	tram-consumer-kafka	1.6.16		d6efcb7ac24ba03b2bce588286a4c9f2c39c47e9
com.networknt	tram-consumer-kafka	1.6.17		19f4001aca8b3e30bd890076449a0935a9b9a953
com.networknt	tram-consumer-kafka	1.6.2		2072a2814767b73f4e6232a5c9db9f6ef61ec39d
com.networknt	tram-consumer-kafka	1.6.30		2c71d8fe1835870d81499991bc6460c2daaa8344
com.networknt	tram-consumer-kafka	1.6.32		2bc4633e858fd2314392abbebf0671151e67c393
com.networknt	tram-consumer-kafka	1.6.33		cf7e9697aa3815d4792dc2072935977bc5f14bb8
com.networknt	tram-consumer-kafka	1.6.34		8eaa475ba8130a61822c722c0e94c17c615568e1
com.networknt	tram-consumer-kafka	1.6.35		e7f6a0ee13adb3523018a81641a5892d0da4dccb
com.networknt	tram-consumer-kafka	1.6.36		976b5a956fa3658ead1d0fcabaacb63ea3e92d7c
com.networknt	tram-consumer-kafka	1.6.4		7d1a60e9a3147aa2d2e4910e94ad150ce5de355a
com.networknt	tram-consumer-kafka	1.6.44		e5caebc6f26062f1397035cf98ca43ff86114717
com.networknt	tram-consumer-kafka	1.6.46		992396bd36cf2a3188aec9d41028d1d913c9be55
com.networknt	tram-consumer-kafka	1.6.47		b08a65f493e57ac8288e990e1962ab42980e3ebb
com.networknt	tram-consumer-kafka	1.6.5		afed5f83d64217dfbb1d4218a1bdee7cd1f3bd1d
com.networknt	tram-consumer-kafka	1.6.6		b9757ef9e5ac6e7e434b9fb8cf4b4dc513c64e45
com.networknt	tram-consumer-kafka	1.6.7		ee66d3dbc767e69ed19560d88cba9814f25344d7
com.networknt	tram-consumer-kafka	1.6.8		d8150e22faf2a69daee8e9a013729cd6de13612b
com.networknt	tram-consumer-kafka	1.6.9		6174b72f0e619e888eb784421c111d36e9b84c6b
com.networknt	tram-consumer-kafka	2.0.1		bbb7bd7bc3633f97fc76cc056b4e53b7bef8f176
com.networknt	tram-consumer-kafka	2.0.10		f9074f01e383122b7872ecfecb483741f6662f48
com.networknt	tram-consumer-kafka	2.0.11		d2fb026d0be78130f6ba040640dea10cf669e6af
com.networknt	tram-consumer-kafka	2.0.2		fbb0b523a41357954241ed50149f800c7f29ecd6
com.networknt	tram-consumer-kafka	2.0.3		6a548c5235b91a3573091e2635dd1365eecc2cc5
com.networknt	tram-consumer-kafka	2.0.4		e8d1772167d5066f8b79d914b654b9df857a3935
com.networknt	tram-consumer-kafka	2.0.5		363fac02af084cc69376198e8c008aec7118e438
com.networknt	tram-consumer-kafka	2.0.6		34f6b6ea4e989d255b532c00d35393bde0500ecb
com.networknt	tram-consumer-kafka	2.0.7		ae9d2ccc90d0772591b3a9357e38509297488ae5
com.networknt	tram-consumer-kafka	2.0.8		7a29204186055a8c41f3a0e4767d31aa66459ebb
com.networknt	tram-consumer-kafka	2.0.9		6e8d5e7882f8f7254b8783504484232171166758
com.ocpsoft	prettyfaces-jsf2	3.0.0		2a721b49b0cdcf0fec6ad32e43079e922741f6b1
com.ocpsoft	prettyfaces-jsf2	3.0.1		1f28242039031982f188a00446a8d2240476de38
com.ocpsoft	prettyfaces-jsf2	3.1.0		59603e7b2c348ada31d60da582a75c65858fdc27
com.ocpsoft	prettyfaces-jsf2	3.2.0		875bab0b3e27e1ac80ce31c91bc73d5797e78a4b
com.ocpsoft	prettyfaces-jsf2	3.2.1		f553f880221e2eb5fcbad105085504cee861f7b2
com.ocpsoft	prettyfaces-jsf2	3.3.0		a89cd0f28882c3153341a2dceaa49c4daeea2ce5
com.ocpsoft	prettyfaces-jsf2	3.3.1		328b4e6b679b9a1b347b00e339de94efcf4580e4
com.ocpsoft	prettyfaces-jsf2	3.3.2		c19bdefafbe81cdf351779bca1be2d92c869be6c
com.ocpsoft	prettyfaces-jsf2	3.3.3		2b217fbb5476f11df934e6d8cb3f65632fe28860
com.okumin	failurewall-core_2.13	0.2.0		a53ce87d8d0e17938ba54c242c253e3ab27b5ca7
com.okumin	failurewall-core_2.13	0.3.0		1ce0bf3d95e283a0d473796e1c5e9ce20905eeab
com.okumin	failurewall-core_2.13	0.4.0		30aafbbce55eee0ef721d8379a577a03bf4add02
com.okumin	failurewall-core_2.13	0.5.0		b274cb1aa153575e5974cc3c263543a43b4b0ac3
com.powsybl	powsybl-network-hypothesis	0.1.0		d4a56985c260914e44bd9f5cace0c67d9e956a4c
com.powsybl	powsybl-network-hypothesis	0.2.0		4faa13fef79ffc662b2f751065f0c99e065344a8
com.powsybl	powsybl-network-hypothesis	0.3.0		928b2f06c0ae8cae8077e99fd46a98ba9d144227
com.scalarx	scalarx_sjs0.6.0-M3_2.10	0.2.7-M3		3de5d99b64581d39aeec044e5f041df649911a8d
com.sorrowblue.twitlin	api-v2-js	0.2.0		N/A
com.wealthfront	magellan-test	2.1.10-beta		N/A
com.wealthfront	magellan-test	2.1.3-beta		N/A
com.wealthfront	magellan-test	2.1.4-beta		N/A
com.wealthfront	magellan-test	2.1.5-beta		N/A
com.wealthfront	magellan-test	2.1.6-beta		N/A
com.wealthfront	magellan-test	2.1.7		N/A
com.wealthfront	magellan-test	2.1.8-beta		N/A
com.wealthfront	magellan-test	2.1.9-beta		N/A
