au.net.causal.shoelaces	shoelaces-assorted-integration-tests-container	2.0	-	44a0e2813586047b264e16fdb63ecfa7366d40b9
org.hibernate	hibernate-java8	5.3.7.Final	-	ce1a5fe5b38ce52ba096fae3c2eb667c93054af5
org.hibernate	hibernate-java8	5.3.8.Final	-	651b9a9b954276fc53866d35da8251964d730821
org.hibernate	hibernate-java8	5.3.9.Final	-	b207639df50fc8976fc3e1af07b84306466d275a
org.hibernate	hibernate-java8	5.4.0.CR1	-	249e82a1ea247a30f845f8c1a915ed7603ec17ae
org.hibernate	hibernate-java8	5.4.0.CR2	-	d8a5485a888cc2f8d3f6d1723a162dda6149d079
org.hibernate	hibernate-java8	5.4.0.Final	-	3c8eb540e45b898816a1717ba3307e162dd1a38e
org.hibernate	hibernate-java8	5.4.1.Final	-	94b1a1f049d8d7cc4d2e24b47fd77ddfc0a07dd8
org.hibernate	hibernate-java8	5.4.10.Final	-	cd7996dc33c15ba083efda8eafc066fee1538b81
org.hibernate	hibernate-java8	5.4.11.Final	-	e799e0a29975da0608a69b94ed166ecec0f996ba
org.hibernate	hibernate-java8	5.4.12.Final	-	13bbf95f40e2906f115b752f9f9b261470b90c5a
org.hibernate	hibernate-java8	5.4.13.Final	-	95fa595a343d7694efc2a9e18653c5a8d60cd00c
org.hibernate	hibernate-java8	5.4.14.Final	-	081fb23006ed066d863e7e5ccda2bc2a4a18b3cf
org.hibernate	hibernate-java8	5.4.15.Final	-	294e88e7b63580d52408c80ed969ac77cb218d68
org.hibernate	hibernate-java8	5.4.16.Final	-	e5f0c0108601e853be62e05221ae01ac859a90b5
org.hibernate	hibernate-java8	5.4.17.Final	-	6e93429c17eeaa9f8156131b1146379b4c82b128
org.hibernate	hibernate-java8	5.4.18.Final	-	44ff9b1c890d1184e5ce18eb242ea52fb0d0ef2e
org.hibernate	hibernate-java8	5.4.19.Final	-	adb451ea8ce87ced07976bd3f102b04b98e1c0c4
org.hibernate	hibernate-java8	5.4.2.Final	-	5ebdcdda2de8ccedccbe695b9ba111dcda0cf217
org.hibernate	hibernate-java8	5.4.20.Final	-	120d1c7e923ba8dbbac7d0b97191275e8ed369ba
org.hibernate	hibernate-java8	5.4.21.Final	-	beee2234c10e9c26f1782b707da58d7ed91f8bbd
org.hibernate	hibernate-java8	5.4.22.Final	-	649c70b3b03401ce54f9156415297a60a4d426f0
org.hibernate	hibernate-java8	5.4.23.Final	-	dfc004b7f1659cafec405d2ce313aab52e2cb08c
org.hibernate	hibernate-java8	5.4.24.Final	-	1a39972129e2a5636330cb0dc709b5516b100128
org.hibernate	hibernate-java8	5.4.25.Final	-	df1a8722a939cf73600d9eb519449e0209b97586
org.hibernate	hibernate-java8	5.4.26.Final	-	d67f1a09ab2d987f267bf2d7471e032261e9fe4e
org.hibernate	hibernate-java8	5.4.27.Final	-	07526bcc45dec1e833ee7de4932fede900bc28fe
org.hibernate	hibernate-java8	5.4.27.SP1	-	95911773b336342e95f482b8508601a54f4c78c8
org.hibernate	hibernate-java8	5.4.28.Final	-	62dad6da0bfc444e68d89c8bc939d2e96ef93c59
org.hibernate	hibernate-java8	5.4.29.Final	-	0e91fbec609b9bdbaabe01da8b55226f8ef15da7
org.hibernate	hibernate-java8	5.4.3.Final	-	7fcebbb49f711e6b4e6540f0f1bc9f4f45af2264
org.hibernate	hibernate-java8	5.4.30.Final	-	08b4776ad595bfbf68640abfd03e66319f958952
org.hibernate	hibernate-java8	5.4.31.Final	-	6246c50094cf1d76800e68efcaf6ab6b1062bf4d
org.hibernate	hibernate-java8	5.4.32.Final	-	3cb68b603b4353f47ffddd62480884d6a4573f44
org.hibernate	hibernate-java8	5.4.33	-	35fa751cec23b3412839f62997fdb889bd9cf8ba
org.hibernate	hibernate-java8	5.4.33.Final	-	ecb5b5338b7e440c658367b6cc21c236f94d73e5
org.hibernate	hibernate-java8	5.4.4.Final	-	6776a34540e808232aff8ddbdd2faf302c059415
org.hibernate	hibernate-java8	5.4.5.Final	-	cefc6a6b32493edb54ea7c76600727178115e0c6
org.hibernate	hibernate-java8	5.4.6.Final	-	b90235ab8849ca6cc0cd686f1225f7c28dec122d
org.hibernate	hibernate-java8	5.4.7.Final	-	94deae94b0600a88d152834193ed037b99637a2d
org.hibernate	hibernate-java8	5.4.8.Final	-	235f475bcf7c226f995c1a97454d37eb8e3624e7
org.hibernate	hibernate-java8	5.4.9.Final	-	b88c6e0a62610eb6c3f13afdd19bffd72b9c691e
org.hibernate	hibernate-java8	5.5.0.Alpha1	-	675a4a0c7114c73c0fe14b759b64845d92b3c824
org.hibernate	hibernate-java8	5.5.0.Beta1	-	44245b5930e985d0dc6046fe6c098c278ecdb6f3
org.hibernate	hibernate-java8	5.5.0.CR1	-	a7d1f7ab6ff83a70c00310f23c611ca5b69eeaae
org.hibernate	hibernate-java8	5.5.0.Final	-	296b07e8908a1c0ce85b95bfe5070d1867d3952b
org.hibernate	hibernate-java8	5.5.2.Final	-	9f414e17ff928705d6fe5e0c96309104662641cf
org.hibernate	hibernate-java8	5.5.3.Final	-	676b56156d7721bfc95f42ff9063f1c7b83724bd
org.hibernate	hibernate-java8	5.5.4.Final	-	9e67092e3282b16d31abb0d945e325c5fcac918a
org.hibernate	hibernate-java8	5.5.5.Final	-	c0299e33e758213d596369a0f899da41ed3f8886
org.hibernate	hibernate-java8	5.5.6	-	691cbb90133906b6a13096d96758ede6e6dd763d
org.hibernate	hibernate-java8	5.5.6.Final	-	3b3ae36c445f783971f244c2786cf115323b1853
org.hibernate	hibernate-java8	5.5.7.Final	-	78d850e757734bffceb4efd7c8d426a3aa0c40b5
org.hibernate	hibernate-java8	5.5.8.Final	-	84954e7980ef538af3799538e92052389b2b4bf7
org.hibernate	hibernate-java8	5.5.9.Final	-	509b2c2976afe532773726fda770c6a7fe1170dc
org.hibernate	hibernate-java8	5.6.0.Beta1	-	0e1852fc315f2f1eaed516c32eb9a313f20b9d47
org.hibernate	hibernate-java8	5.6.0.Beta2	-	d4da2929f9b1b6f8ba9e9c3d2f17aa713061cc7d
org.hibernate	hibernate-java8	5.6.0.CR1	-	3d1f972fcf49f07675386fe048118d5fd439d2fe
org.hibernate	hibernate-java8	5.6.0.Final	-	6eb6d6aac6d4a3520d8a45f77fcc354e9e239b65
org.hibernate	hibernate-java8	5.6.1.Final	-	d505efdcbb5d847b86008ad5fe6b5419c42536ba
org.hibernate	hibernate-java8	5.6.10.Final	-	ac3ba8891e5cab785b61705f0fe1eb68b601b8e7
org.hibernate	hibernate-java8	5.6.11.Final	-	9d1bcfc9b064b3ebef432b3821d4aa490216a946
org.hibernate	hibernate-java8	5.6.12.Final	-	41ee14922ffcb1162d8d64684a79b63cf3e0b9f7
org.hibernate	hibernate-java8	5.6.13.Final	-	2038a01f97020a377815e0b2b3f5c78807ec131d
org.hibernate	hibernate-java8	5.6.14.Final	-	591f7defb0b89bbec50477b6c807c63e9128766f
org.hibernate	hibernate-java8	5.6.15.Final	-	fb5164cb2c864d2d4ebb2e260343044ff4e7a43b
org.hibernate	hibernate-java8	5.6.2.Final	-	0cefe05010022ea1ac39ced78f1397d4783e4568
org.hibernate	hibernate-java8	5.6.3.Final	-	1a685fdbbdb2bb5970ba2b61ee02c8c72563ee97
org.hibernate	hibernate-java8	5.6.4.Final	-	21004a95ad63dd864eb8cb8ce6a275abf6dffd8b
org.hibernate	hibernate-java8	5.6.5.Final	-	b4c7ad628c55d76a7a1774f9bc5d5d2298a05647
org.hibernate	hibernate-java8	5.6.6.Final	-	cff40c24ff87228cc70f19f09bbff71cd60e959b
org.hibernate	hibernate-java8	5.6.7.Final	-	8ad1c8ee712413e9cd1e8c62595996ac64cfb2ec
org.hibernate	hibernate-java8	5.6.8.Final	-	81a8a0a30d06331cefa146edf4995fa9b4beac6a
org.hibernate	hibernate-java8	5.6.9.Final	-	f0eed22fda47cd1ace2c5827a735f48cd79d69fe
org.incendo	cloud-brigadier	2.0.0-beta.1	-	00887607441e07f64f617cef029d06d3a79f881a
org.incendo	cloud-brigadier	2.0.0-beta.10	-	4b0ad786f3ff7fcbd2b4e92a2a7abd28976daaa1
org.incendo	cloud-brigadier	2.0.0-beta.2	-	00887607441e07f64f617cef029d06d3a79f881a
org.incendo	cloud-brigadier	2.0.0-beta.3	-	00887607441e07f64f617cef029d06d3a79f881a
org.incendo	cloud-brigadier	2.0.0-beta.4	-	00887607441e07f64f617cef029d06d3a79f881a
org.incendo	cloud-brigadier	2.0.0-beta.5	-	dbc1d55c88ca2da6560730e96f31b9e49994dc49
org.incendo	cloud-brigadier	2.0.0-beta.6	-	6d594d4cfa741cf4e715e349b373734e6bec2b7f
org.incendo	cloud-brigadier	2.0.0-beta.7	-	d9563b0fe5ca19f52f0df8b831baaf08ffe5e042
org.incendo	cloud-brigadier	2.0.0-beta.8	-	4b0ad786f3ff7fcbd2b4e92a2a7abd28976daaa1
org.incendo	cloud-brigadier	2.0.0-beta.9	-	4b0ad786f3ff7fcbd2b4e92a2a7abd28976daaa1
org.jacorb.jacorb-demo	events	3.6	-	a38deb87d702f7c414c851c0b6979236f0473989
org.jacorb.jacorb-demo	events	3.6.1	-	59606bf4bea4e75fb90c5f96425c518e9410f2ce
org.jacorb.jacorb-demo	events	3.7	-	aa538c92702c424591dba5ded39f70af15ff73c0
org.jacorb.jacorb-demo	events	3.8	-	2133be663d6ce4aad7fdcddd2937845a1a2c486f
org.jacorb.jacorb-demo	events	3.9	-	4882720014d2940a20740cd51dcafa1b0c6d3d96
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0	-	b5bf740e107150d975c9491d7150a9f23ea49925
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR1	-	91678404056c1a6c5cc4b280cc0264b425b7e590
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR10	-	be8c0fefad001f01ddcb102e7608abf272826c57
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR2	-	6329bd7b72163aeefbc561a9bf660c926bd8fdd6
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR3	-	f0a85a1b2006c548c283dc4430757ff2ffc469d7
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR4	-	c97cf30e264fd29ac4f96931f11471078b542e3b
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR5	-	c6980e4bb77ec643548d86ab8b781019c17c64c5
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR6	-	f9e8b8124f666c2d900f483a6f07778f1274099b
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR7	-	4124cfc69091a9a158d623cf895410a054122f97
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR8	-	2bc6e7b53b3a4651a6cd3c998eaaf16758ab22f1
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.0.CR9	-	17c816f3f43ff1ad06e27d29d8e2e042be3f7b6e
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.0.1.Final	-	80a766bf3b6c191d09a14fea5beb78be5d91ec32
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.1.0.Final	-	9330ffad0a8ea2093f4ae52c40c5db85997d025c
org.jboss.arquillian.container	arquillian-tomcat-remote-6	1.2.0.Alpha1	-	0d7ca87358bd23da5375542d22ed4fd14dc9a519
org.jetbrains.kotlinx.spark	core-3.0_2.12	1.0.0-preview2	-	7a190e6b634ce920c09c2052092dba4544bef407
org.jetbrains.kotlinx.spark	core-3.0_2.12	1.0.1	-	2222ebfe65c8f41d9c4a8aa9987e9d8c0797397b
org.jetbrains.kotlinx.spark	core-3.0_2.12	1.0.2	-	ea47310fc06a4c14b9670ed11cd4dce60c8e902c
org.jetbrains.kotlinx.spark	core-3.0_2.12	1.1.0	-	7892a1f89bd652864bf514c2fb801dd6ab0dfc09
org.jodah	concurrentunit	0.3.0	-	9d6f2b69fad6ddf77e2358ca3e4bf023cec7ba9b
org.jpmml	pmml-evaluator-testing	1.5.0	-	2e177a82595a6e9d8d5660404f49045f1a4e8e95
org.jpmml	pmml-evaluator-testing	1.5.1	-	9f844abfeba4636f2e6ec7b4723c6893570c4220
org.jpmml	pmml-evaluator-testing	1.5.10	-	ef26fabb79ff40bc43ad33b0bf58a7eaeaa27e0d
org.jpmml	pmml-evaluator-testing	1.5.11	-	06dd7302a2c93ea9efa9f838402f944a8bc7344b
org.jpmml	pmml-evaluator-testing	1.5.12	-	170f8220462f2f1bd903f58252ff939b8e0bc920
org.jpmml	pmml-evaluator-testing	1.5.13	-	e54727a4e3586c28fc862cd0ede9dc0b71cbd22b
org.jpmml	pmml-evaluator-testing	1.5.14	-	d766fc259a4fe339325f8256685c23ce609d9206
org.jpmml	pmml-evaluator-testing	1.5.15	-	a9dd55a06e595287024e493c46c268af7f773f08
org.jpmml	pmml-evaluator-testing	1.5.16	-	d5bb3a34ce628007bc66b3c590f5d7dcb449f326
org.jpmml	pmml-evaluator-testing	1.5.2	-	be23c294b78e916aaba648be36563b97f25ac9d9
org.jpmml	pmml-evaluator-testing	1.5.3	-	d535125a8646a4c62f412537793bc992b845accd
org.jpmml	pmml-evaluator-testing	1.5.4	-	49bcda27cca0fbb8ad0c55e491b4aef6a25d57f2
org.jpmml	pmml-evaluator-testing	1.5.5	-	57884ae273ea259e8bd521e843432ada69ddbdf8
org.jpmml	pmml-evaluator-testing	1.5.6	-	dd68bcddeee62387ca2ca2d18e1bd2c312c6eaf3
org.jpmml	pmml-evaluator-testing	1.5.7	-	0da4a70873c9d91daaa61c17de9df067c5380af9
org.jpmml	pmml-evaluator-testing	1.5.8	-	658d3448877a69746e9668e8f4be4f57bec9fc81
org.jpmml	pmml-evaluator-testing	1.5.9	-	9502cda875bcbc796d7c6e2a228ec8ec5df564a2
org.jpmml	pmml-evaluator-testing	1.6.0	-	2b89d6ff779ee47d856ef95498b7e6807cddf524
org.jpmml	pmml-evaluator-testing	1.6.1	-	e2fa922693779c4ce1e8912343760a0df0fb70a4
org.jpmml	pmml-evaluator-testing	1.6.10	-	8613cd3689edd3101d09bbc93c915b81c72af816
org.jpmml	pmml-evaluator-testing	1.6.11	-	4c6d652e1f1722f6c9734c360815efd79903564c
org.jpmml	pmml-evaluator-testing	1.6.2	-	e0f7f405cb919bfdc1cfce705cf1021cfcf022d5
org.jpmml	pmml-evaluator-testing	1.6.3	-	45b8273b0ad7d7bd823a927bad92ccdf7428f456
org.jpmml	pmml-evaluator-testing	1.6.4	-	094ca56dc50aee433dd9808d0de2ad747ee6d3e6
org.jpmml	pmml-evaluator-testing	1.6.5	-	086d30aee0ee6d9496ff1f8826c9057dfea8bb7e
org.jpmml	pmml-evaluator-testing	1.6.6	-	605fc78bb21fea1f16e8613c9297bafeadb4a9e0
org.jpmml	pmml-evaluator-testing	1.6.7	-	1cc25339b0dbc87fc33afd9b67034716ac3a6d83
org.jpmml	pmml-evaluator-testing	1.6.8	-	931633d2bde135962760f7ec87db6c1eb4ef3baa
org.jpmml	pmml-evaluator-testing	1.6.9	-	e990e5274ba5c9d96dcde4580f175f1cb1496003
org.jpmml	pmml-evaluator-testing	1.7.0	-	de9d671fb4fcd211fbbd73c61d3a5e06a18b2971
org.jpmml	pmml-evaluator-testing	1.7.1	-	2516044db798fa9a5e5c4c7f5383fd2f4e67121f
org.jpmml	pmml-evaluator-testing	1.7.2	-	4ecd4f3de41941944555d9223469fc475ca992ba
org.jpmml	pmml-evaluator-testing	1.7.3	-	2758d68045dab23e20f280765dbf534846c3865c
org.junit.contrib	junit-theories	4.11	-	2a8ff166840746582ef6cc8fa6d949ebbc7dc4f1
org.junit.contrib	junit-theories	4.12	-	2f2fe4fd21613f52c984d5703454b4e032e52bf3
org.junit.contrib	junit-theories	4.12-beta-1	-	d35a7e9e68cd0e5d52b925758219e6dabc570d43
org.junit.contrib	junit-theories	4.12-beta-2	-	9e1cdd5fa66a74298c07b83945023f7dd8fe3208
org.junit.contrib	junit-theories	4.12-beta-3	-	573aed9dda4e68e3f27b4c46cd49ff20b0ceb363
org.junit.contrib	junit-theories	5.0-alpha-1	-	33702dcc5f4532f8372eee67816d23d6fb2aacfa
org.junit.contrib	junit-theories	5.0-alpha-3	-	4237129090e918da0dc47f54bfedef49593d799d
org.jzenith	jzenith-example-redis	0.1	-	5700dd011bc6da198977b447ee73817ff557bc61
org.jzenith	jzenith-example-redis	0.1	0.1-fat	0dae7f3cb4d1a5d6fd309332accd3cf5a5c006be
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.2	-	77ed9733cbf621c31b9ec47c60b58f840bb55fa9
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.3	-	4958b883fa7ef6f01447fb04d0e44d2b1e967233
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.4	-	26819cb7440b1fcaf16e4652534d7adbce45a24d
org.kevoree.corelibrary.sky	org.kevoree.library.sky.web	2.0.5	-	d8f470e865203a0380f9cb523da670f2a8c1ba6e
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.5.0	-	2796ce961812cda6ca5e85d125dc2d10bcfa40c3
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.5.1	-	6cc565a2569fcdebcd258471b6f0ce91498806c4
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.5.2	-	d4feacc7847ccfcc739c8b1c9d00e19dbceea5d8
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.5.3	-	30c1fab6fab4790d503815e7326ed2f3a45d6709
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.0	-	44c93606a3c588ca9c5e70dc2289f650bbfc8679
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.1	-	e5bdddeb27d1fa95cda65d7530a8de4fb784516c
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.2	-	876ba0d64e6e0f3ce3ff9543830945c34dc61024
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.3	-	3f399214f1850663b52424003e15259878bacee2
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.4	-	a8056bea92bc87f5b02b4af3acd54eeb58402270
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.5	-	f4bf6173e83a67a99d886252d2a743d145d60153
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.6	-	8045b73b5948d4be76e90cf84c3af3b174e763cd
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.6.7	-	dd776659ff8d2b99a5a8e436d15094b4cbb6e4e8
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.7.0	-	f0d399415ae29df7794038a1d396cd894e288d09
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.7.2	-	5afe59175daf6b18a858a6921882d440f2e748b2
org.kevoree.library.cloud	org.kevoree.library.cloud.system	3.7.3	-	af7b2317854896aa48a3f2f7ec5abdcdf68ac259
org.kevoree.library.cloud	org.kevoree.library.cloud.system	4.0.0	-	43ae5adb404dc333c90ad223ac68023363babfed
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.1	-	c53c66b3e910d2c6e845eceff233d4fc7569193d
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.2	-	3f14c5896f3a17dbe99d2a0040cc61219fb6ced9
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.3	-	ad36930ffedd3ad19019e0e0a8aae7cdad785778
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.4	-	be5feb49bc2d60ba9b51a6ada12a1993bd373799
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.5	-	2e4163e6091d9d594201657710638e2c632f3c51
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.6	-	ca704fb70236aaf06f190fb245c19987e20a618d
org.kevoree.library.cloud	org.kevoree.library.cloud.system	5.0.7	-	1998640f58d6ac5c2015b0f899c79eff02af22ab
org.keycloak	keycloak-saml-jetty-adapter-core	1.6.0.Final	-	d73fc22494d3c4ba4a7dbc594b9c9a8bfb20f5a2
org.keycloak	keycloak-saml-jetty-adapter-core	1.6.1.Final	-	159de1571fdc28cf1e8772e8d1297914d103a87a
org.keycloak	keycloak-saml-jetty-adapter-core	1.7.0.CR1	-	8bdd03e40f88d45f8a55c4eca827748216ab5c8e
org.keycloak	keycloak-saml-jetty-adapter-core	1.7.0.Final	-	320e4fe981d6a12a670770edf12e763d261d86a3
org.keycloak	keycloak-saml-jetty-adapter-core	1.8.0.Alpha1	-	1f3d8485dab64e56ba77b4d333467f72947508d2
org.keycloak	keycloak-saml-jetty-adapter-core	1.8.0.CR1	-	e765c30da18d9b6549673b2dc6a9515ba3027612
org.keycloak	keycloak-saml-jetty-adapter-core	1.8.0.CR2	-	aa7305a8d00461e11002723b12765a7721333cb5
org.keycloak	keycloak-saml-jetty-adapter-core	1.8.0.CR3	-	71ece08b19d6c7694edc97b5b5c21117a60bcd46
org.keycloak	keycloak-saml-jetty-adapter-core	1.8.0.Final	-	6205e6a2d7c3aea58d6e9f3e4aa80379b73ab57d
org.keycloak	keycloak-saml-jetty-adapter-core	1.8.1.Final	-	019ef72a92f36d554dae5fae943619bb041d774b
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.0.CR1	-	9a9f7dc913cceca51de6854261bb07b7c9aa3653
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.0.Final	-	c7bd0ca2fb1e1ca1266865298c6152072018d87d
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.1.Final	-	b7b0d1de9ebe67b208d6712bbe10921534fc63a7
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.2.Final	-	ca88a5b6eaf4c99fb35fab7dc120b04d74936dba
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.3.Final	-	f808e6e4287d52917efa79686f891425fb7f2b5c
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.4.Final	-	3d327dbc059920c2389153009bd2f77b061e52c8
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.5.Final	-	e3bbf28732bc96108e4a455f2656c088cf1923b9
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.7.Final	-	b929149d37ca85a95f6371db0fba9d6b48bad583
org.keycloak	keycloak-saml-jetty-adapter-core	1.9.8.Final	-	7ba60763b40c0c625a4e86a525c75f79ae2a8185
org.keycloak	keycloak-saml-jetty-adapter-core	10.0.0	-	ff9d9eec7bf6b5f305ebf827df6f32e8f22da63b
org.keycloak	keycloak-saml-jetty-adapter-core	10.0.1	-	22fcfad84461ad048bda685758f639b9be362f97
org.keycloak	keycloak-saml-jetty-adapter-core	10.0.2	-	458f0f239d71ad6ea0665e0f3bfb6a55312c6c80
org.keycloak	keycloak-saml-jetty-adapter-core	11.0.0	-	faee4c983ffe881783a1ade66360fd1352698771
org.keycloak	keycloak-saml-jetty-adapter-core	11.0.1	-	5fef8a8f02cfe6a75d2f883443f9a811b8ce0004
org.keycloak	keycloak-saml-jetty-adapter-core	11.0.2	-	c7984994bb9591990ed37f839ff038a9700a61dc
org.keycloak	keycloak-saml-jetty-adapter-core	11.0.3	-	4863bb15cf016b8bacc3594e67467eb55ba687be
org.keycloak	keycloak-saml-jetty-adapter-core	12.0.0	-	d47e19e6f2c361672fd9d11b16c349f68b520f19
org.keycloak	keycloak-saml-jetty-adapter-core	12.0.1	-	9e2f97f0f95908c098f1728ff73592c6f9a7d8ed
org.keycloak	keycloak-saml-jetty-adapter-core	12.0.2	-	996d948a3bd7a41b4a8af9ecb474527a1b2de408
org.keycloak	keycloak-saml-jetty-adapter-core	12.0.3	-	568944fde2347e7c6f6b0567169af48722b1bf25
org.keycloak	keycloak-saml-jetty-adapter-core	12.0.4	-	b5487796dcfcf7167aa8cac1fda8dd50cec572e6
org.keycloak	keycloak-saml-jetty-adapter-core	13.0.0	-	fe8336f18190f00dd92b477fc9214d9f8cdcdcb0
org.keycloak	keycloak-saml-jetty-adapter-core	13.0.1	-	4030ccafaf383908226bb1b4d4063df3e6e32fbc
org.keycloak	keycloak-saml-jetty-adapter-core	14.0.0	-	e648840082c5a986e7416e5c12f465a42734950e
org.keycloak	keycloak-saml-jetty-adapter-core	15.0.0	-	79f56c441ce671a7a71ba6655b334b678e89c8e4
org.keycloak	keycloak-saml-jetty-adapter-core	15.0.1	-	78ace25b100d71df8428820afbd5a71d654cd5cc
org.keycloak	keycloak-saml-jetty-adapter-core	15.0.2	-	0939f4bff1343342b3941a48b9c6de1cd6dd4a00
org.keycloak	keycloak-saml-jetty-adapter-core	15.1.0	-	b6793037499f35a71ada47bba66f00ac9d4394f3
org.keycloak	keycloak-saml-jetty-adapter-core	15.1.1	-	a59df213d035fb077b6815842ef2a88cfe806758
org.keycloak	keycloak-saml-jetty-adapter-core	16.0.0	-	59007775eb7c6c801bb482aecfade86e557b18a1
org.keycloak	keycloak-saml-jetty-adapter-core	16.1.0	-	7da7c99ab00f6ee4518cc8d42b4cfc76a9ed1e78
org.keycloak	keycloak-saml-jetty-adapter-core	16.1.1	-	ccbfc20bf8a7d1a887b02f14bbfd76801867db10
org.keycloak	keycloak-saml-jetty-adapter-core	17.0.0	-	7a7f7f94ad12c39a377ff257ef7ec2043873a8bf
org.keycloak	keycloak-saml-jetty-adapter-core	17.0.1	-	7b5f04e3bcf67f95cb12945c77fe4c291b30be70
org.keycloak	keycloak-saml-jetty-adapter-core	18.0.0	-	e6a921beddd5b99ef96e9967772b15f778c54874
org.keycloak	keycloak-saml-jetty-adapter-core	18.0.1	-	3d229ee24a2ebe3772fb594a06ec68517e1a521e
org.keycloak	keycloak-saml-jetty-adapter-core	18.0.2	-	c4fd8efebd841c6b6a7d4bacd82c1e8540ce8717
org.keycloak	keycloak-saml-jetty-adapter-core	19.0.0	-	bb54fddf2eb3d36a95f95ab98a90543d6790f1cd
org.keycloak	keycloak-saml-jetty-adapter-core	19.0.1	-	7a707a21e6a887175996b122f54a1eeee69cd67d
org.keycloak	keycloak-saml-jetty-adapter-core	19.0.2	-	dab11f2567311da6a50be64158df5624df5b83ed
org.keycloak	keycloak-saml-jetty-adapter-core	19.0.3	-	ae9507938301495de806d3f107f8d9534d161ea7
org.keycloak	keycloak-saml-jetty-adapter-core	2.0.0.CR1	-	8ee5f481bd83699a9a1515bb83d1bce138e7f157
org.keycloak	keycloak-saml-jetty-adapter-core	2.0.0.Final	-	f9d0cab7eab06a02535dc8c8042241c41deb172f
org.keycloak	keycloak-saml-jetty-adapter-core	2.1.0.CR1	-	11380975b845338b7cae94d328f12731e64fc7a0
org.keycloak	keycloak-saml-jetty-adapter-core	2.1.0.Final	-	b02ba6ee88b0636e17113cfaa1e71f7fe6200a04
org.keycloak	keycloak-saml-jetty-adapter-core	2.2.0.CR1	-	af90e6e670f6c9cf9c9f2a429f95f28ffe0233ce
org.keycloak	keycloak-saml-jetty-adapter-core	2.2.0.Final	-	2b3663521d82a1b932402cf6e9a1ba55dbfb7183
org.keycloak	keycloak-saml-jetty-adapter-core	2.2.1.Final	-	4e9308981ebfed4338d786b82520f52869ca6b7f
org.keycloak	keycloak-saml-jetty-adapter-core	2.3.0.CR1	-	8a31d05214f33eb0e84c7878e2fbbf55da64f609
org.keycloak	keycloak-saml-jetty-adapter-core	2.3.0.Final	-	8a451cb51ff031a8747742388c82483b93f8e0f6
org.keycloak	keycloak-saml-jetty-adapter-core	2.4.0.CR1	-	926f233ba4264e182bcf4c5564e950f180abbd42
org.keycloak	keycloak-saml-jetty-adapter-core	2.4.0.Final	-	cbba8e77d991f82ae54352fccfa4ab10bae01350
org.keycloak	keycloak-saml-jetty-adapter-core	2.5.0.CR1	-	cff0dae67a40bb9af8bed8f744efaf5c95394265
org.keycloak	keycloak-saml-jetty-adapter-core	2.5.0.Final	-	a7a3c4e4b474aab89c8fd747bf8a10fd57e4086d
