be.ugent.brightspace	valence-sdk-java	1.0.1		f96df3bdeea1cf1c362c1b0f86d48c9897b5e36a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.1	jspc	9b19b162a4d725beb83ef97b3fe24402391b6cbe
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.2		5dac801ec6afac587426553b526e36eee8f8ae89
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.2	jspc	7c018571ecd29df06a517451a9dc1353a91e7f9b
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.3		af44a803147e322dc7c1613dcc443abe462854cf
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.3	jspc	473db009b7aa0577ddb6f626deed7939e24559e8
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.4		44570cec0dc5b68042fea11730cfd311f8908a4a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	1.0.4	jspc	c0013a95afa2a486332496fcd8961992cbac45b6
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.0		6464b73576396a8550ac03b3c39f3d90b582f850
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.0	jspc	56beaaee044701c6e2ec24b0997a363abaf9493f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.1		ecfb66c03c3607b06e7d73a0caa459d87ac5be34
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.1	jspc	3f004da1f69a3424f5699e9c54ac09b45e443c55
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.10		751e78048567ab0b1edcb1000067314fd35146a9
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.10	jspc	0d6a92cf4ebcea2c079d7bc5fb036772a3ada1e9
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.11		784c6016e8ac9ef21725250a4013d87c3c66ec08
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.11	jspc	55e1ae8e07d5272ebf8973f1cd62dbddad0b689a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.2		6eaca239a9375eb05302921894ef93f451c5df46
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.2	jspc	5e96da30e7e2ef8a844a1c3610bc7a909147cb5e
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.3		9941861677ac2c120587cd51880831798c7ade48
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.3	jspc	1ec2f2da0c9b5856138ff523878f0e751ea5ec55
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.4		ba8db79f6d38921772197e63070965b07ebc85d3
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.4	jspc	7b65ffac2d8d956fa9ca428745af4870196c3822
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.5		ac59175ce9ec1c4ed1834e2852380095c07eb13a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.5	jspc	f18d707d14eed853892fb6d2112bfe1fb493ba23
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.6		929eb0edd8221d13720b4deb0051af64b57b5a38
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.6	jspc	8d003a86ac4e2d9f23fc768a0358a614d7cf5935
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.7		94284666750eeb32e82be402f069e038da88e4c5
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.7	jspc	65da83337b524e7ec65933ddb7f2ead0b7d818c9
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.8		14b042813054f85dd9bd9f0b981a5281a8f2a394
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.8	jspc	1575204f2b5045066757b3409c06fbe4b4eded32
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.9		4095c23de852fe720357c0f50a7bd4e2a4d9c91f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	2.0.9	jspc	200a141c26442f52c8909a857e904a700b4a0dfe
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.0		0b9d77665638fb24f1e100d65da644c1eb3ff591
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.0	jspc	aa8a32ad2c5c288351d5ce65b214c29b97d01623
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.1		e4c165fda11f0b22c9787d3225b962e8c7168d57
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.1	jspc	f9a4b915d4f91aadbdf4e1ff5e9170111eb8d84e
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.2		7fb957fa242ff049b7fa277186471d253fbc3a69
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.2	jspc	7afd9ae8798a2878991f7cc4af94e9c6998b3c64
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.3		19784ef618637cee621929222eb94d23a9a85b20
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.3	jspc	8278319c21d5b473bf925b62023afe2df1684295
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.4		3f2649a2103c191805f908d12ef05fdcd3535ba9
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.4	jspc	d86c6ad4c1863c0f3a4364a4b9c911bd9cf3d364
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.5		5399d4e57e0e0a2af21c1150d631f27cdddd71d0
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.5	jspc	c1a147e922b49da6b5e30c5ffe3bb4ffefb3603f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.6		33797cdf012a84a57c449023995e7c9edddee3db
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.6	jspc	371ebf94f05ed515b932073b9a1616c709aaa42c
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.7		9927afe2fabefc827e9c50585d7926f14496e644
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.7	jspc	226855e6b3940db2b359ba98a4a3066e7209f225
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.8		d2c426ea9c0a39fb58cd1c6a9e27388a803b8b30
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.8	jspc	973b20b826cdfcd6447a35ed31271b097ae1ceb4
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.9		6d1a0279cb0bf8ca423760d46dd5405ce9558812
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	3.0.9	jspc	36b6cb9478a8d8d6a93bfbc4630b0538d85fd086
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.0		faa80f613d4882a0a067d498973d8cf8f37ce901
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.0	jspc	c8609cff4e2a4136341c695816801622a66a4e28
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.1		85b0e4df50cd2a3801ae0c23e34fdaf4a02f7011
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.1	jspc	9b27fcdfb3e8cc3e44dedb98ffca7506a78d466d
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.10		5b2d3d1fdc314556b4781ab0e11a40c1f4993eed
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.10	jspc	5d775496698f6c3dcac564838257ef0a538e56ad
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.2		c52f539a4c92b3eb79efa97efc94ef6f75d599dc
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.2	jspc	71557c298674c01c140d506b47b638b44ce25593
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.3		809b9a92661d5bfb5a38c00c39920d081b1cce24
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.3	jspc	6fcc301036a76bc105a9a0f519f51a580683c374
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.4		df0981995ab0e9a875998b512b2845131d243fcf
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.4	jspc	280cd375dc567974a4a850a92c1412ec736d4f58
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.5		976dbade6bdcd8c745231d549890d05286b726eb
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.5	jspc	5014fc3e10b0f0314e58b8965f98faf3bf0dc76a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.6		cdcae181535449e95d863721643aeb0fc712f626
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.6	jspc	0b7f9b9865739444373f1346ae6bd1c52cb61ebf
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.7		c35162e96c7aa47a2cba7c009a20088c6c67d2bd
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.7	jspc	f74c33b85bb78d26acd996189497b07d4aafd68a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.8		74f857e7507a41f777a5336b501deac8915b9d38
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.8	jspc	6ea3b31e08263bb004532f5a896d06f2004d644d
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.9		285654e831a513361f3119b77d5c819ff2cc4b4d
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	4.0.9	jspc	569b1253e79d1b73c10f96f1879667e6f7dac88a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.0		40fef190a487a14bac336f5306fca6e4ecf3a6a9
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.0	jspc	1f1250c02e5858c0571170b34a831edebc4c200a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.1		d3d7f00c24e450f6932784e613d032d984a78b0a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.1	jspc	cf6090897a6cf2e40d21e6953edd63c702b9c41e
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.2		581cbcf8506a4d08c48eae918c4aefa464a63123
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.2	jspc	76dc13335f779ee163b6c39134c7cecf880af883
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.3		a9c25542707ca8032eefda0b1d37df95a89513c7
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.3	jspc	d9678a2e849b8bb8ad48d43072017d8897f5e62f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.4		1c35e16236e095656e1e9dbb14f3cab9094939f0
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.4	jspc	eafa1d98e5fe5baaf113bdbf84ce086b518d7db3
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.5		416302464cb3c7ff7e4745112754e02c9cf6867f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.5	jspc	4468d41e35b6905e039028d18f1cd4f26d5a24ad
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.6		72db7af0ad406bf69cab588a1376b520638ebf5a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.6	jspc	bd0fcda643e255053d538d057b29c717a6576653
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.7		ae590077b55d24402ab6592a61506375936e6221
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.7	jspc	f88577c39973cdb7c952b46b9c87376a6c17a404
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.8		ee6348bf6dfd7c5006fe77d4a81d6839c1457a70
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.8	jspc	575cccbb0acc6822b1ae4e5cb8c73a9470eb01c6
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.9		ad2dfcfed220212ab20964335ebbe1b5d405852b
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	5.0.9	jspc	788c14ea290bf68a28f3e64415140a5e5bcd548f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.0		062bd31786ff0788351251e3e186ea19a39a8404
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.0	jspc	fd0d86eb0c353607b1f6460dd0e5f75fc23fcab1
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.1		3bfb3796181b9e213e11d93405c44d33328e97a3
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.1	jspc	5157e9bac2b7034e62f8c661c80cf07eed884d97
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.10		408a17b918f92e62d7adfe3d89b29791b0877b4d
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.10	jspc	012ed3f0f15c484e52580f03403b5e9c74d705a5
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.11		f66de4c9a74a48e0771e6b0893bba9d130e7eb11
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.11	jspc	b0b632b83eb8616ae569ae43c59224f40eb06f4f
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.12		a43f8f400197e64db8c69e6732102877d39773cc
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.12	jspc	aab6fb4138e20e974c5ba955dcd1ef3ed5c10e87
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.13		8331b480f54f2c1266b1c66e61c7b5cba1294d6b
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.13	jspc	f6c4c4fe0e91d72efb9eecc1ebd097cc2584b4ab
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.14		f7510bbe4eb646f88a8168d9298ff858f53a4800
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.14	jspc	505dd01f0f9b97cadea6c04212799dac307b8d01
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.15		a722c0aa71b226c903dda3265a6c62e396e6f653
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.15	jspc	e436275617cee67bd3d1c7e877e91f837c754f34
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.16		1c0bee7763935dfd6f0bd5acd9e23d304df38b50
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.16	jspc	abd1521a9ed05c0e05f138a0680c4cede4a4f27c
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.17		0586f1bb0021482bf1212739c1c12325d9da31fa
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.17	jspc	8d518e2ea68f6954faa0b6098ed467022f823c88
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.2		9520804613acbcc9df20cdf49fb408fc9ab7f851
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.2	jspc	0c9ae40e72333e1b02681fc372ce32356d3c109d
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.3		72b52ef739064e5bebdd70568940bb9447e28df6
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.3	jspc	d8c2932686c28e0bef4420416be7dd9f5f0e0dcf
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.4		5293456af9fd7abc5fce93aa75fa9ebeefa65f59
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.4	jspc	069e25b82575522ef9f510f28f873f3071c3e9b6
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.5		34490cfd5039541c39cc88051f5e3dccf525afe2
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.5	jspc	3a50a0ea8e785add36f5d873d1e05597876e34b8
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.6		b6a46e0d986b45d178f50ee50bdb460400b43a56
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.6	jspc	8aafde227dc98dbef4a3f1ef770651fa49eb5a8a
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.7		4e52ed488d129ab0a4a75b600f720f5ff5d4316c
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.7	jspc	546a2f9f4e0b1580071bed6027c2826c89f8bd77
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.8		408a956ee15b90411fbcb0b6e71be71021d85da5
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.8	jspc	d586be9e581de711b342b1ab9ba56af3c40f238c
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.9		baf3266668f744166e497fd07e50415811495112
com.liferay	com.liferay.portal.settings.authentication.openid.connect.web	6.0.9	jspc	e1ef8432e46433c99a46a9d1573b6a8a0a15d744
com.liferay	com.liferay.reading.time.service	1.0.0		c87c4805acc1daea88a510da7c7d1b87f69c2487
com.liferay	com.liferay.reading.time.service	1.0.0	wsdd	8116ebcb443034cbbe54e9789b1eb24b87372d7e
com.liferay	com.liferay.reading.time.service	1.0.1		455f32eb05119bbb272b87e2ab5d978ed2235e54
com.liferay	com.liferay.reading.time.service	1.0.1	wsdd	c431ed828913628aff43637190ab06bfabff54f9
com.liferay	com.liferay.reading.time.service	1.0.10		b3da91552650999806d973493e9162f296ee8b07
com.liferay	com.liferay.reading.time.service	1.0.10	wsdd	af230eedf1ad2b1c5f1268c218474dc1d10ff3ed
com.liferay	com.liferay.reading.time.service	1.0.11		05e18afde4f363af9ba1c827c0e5f127b4291440
com.liferay	com.liferay.reading.time.service	1.0.11	wsdd	b38825eb588b3e036bc447a17e470f7d600167b5
com.liferay	com.liferay.reading.time.service	1.0.12		a9826c06b54b449e32f0f407d095670f876de0fb
com.liferay	com.liferay.reading.time.service	1.0.12	wsdd	cfac611309e45a35be06a054622f6489d6004ee4
com.liferay	com.liferay.reading.time.service	1.0.13		9c657ff99aec44a03634b5293df6a563e4c84488
com.liferay	com.liferay.reading.time.service	1.0.13	wsdd	0b35c153ae4df90562a2186c0971bd8110beb483
com.liferay	com.liferay.reading.time.service	1.0.14		aaf9348a168562e9a45bd5a0570e3e15e9f4c65f
com.liferay	com.liferay.reading.time.service	1.0.14	wsdd	8d22f88aa3bb5c5903d0a6f4310c7d4294979ede
com.liferay	com.liferay.reading.time.service	1.0.15		89d89980d53352648253aae602ecd10612a98066
com.liferay	com.liferay.reading.time.service	1.0.15	wsdd	5ad6fe265abe93b60a0d600553b7f0571b566a54
com.liferay	com.liferay.reading.time.service	1.0.16		4f5de36fe1003e17a46fa15c4514788ae52305e7
com.liferay	com.liferay.reading.time.service	1.0.16	wsdd	294002f30246c158b0cb725804d20b25eb0101eb
com.liferay	com.liferay.reading.time.service	1.0.17		31c9037ad6b6860a7d010a099a4efd51832ff6d8
com.liferay	com.liferay.reading.time.service	1.0.17	wsdd	a059668f43db99b2e5837fdc4ca84f7547d83820
com.liferay	com.liferay.reading.time.service	1.0.18		dbb5cfa51eb8cc04598509a138fbe604383641df
com.liferay	com.liferay.reading.time.service	1.0.18	wsdd	d8b6b44beb0832b8acbabd77bef4b7c22b5493da
com.liferay	com.liferay.reading.time.service	1.0.19		0a6ad4ee8bf086c05d3656074a502063071e216a
com.liferay	com.liferay.reading.time.service	1.0.19	wsdd	11b72f1d914e203b55a9bad2b2b4be9794eec9d4
com.liferay	com.liferay.reading.time.service	1.0.2		131c33dc1fd4a58b943c4129afd865a16c367d7b
com.liferay	com.liferay.reading.time.service	1.0.2	wsdd	5801a6d0e54bbcb0a559ee758de39580e9b4fa56
com.liferay	com.liferay.reading.time.service	1.0.20		b8417f889d17ec0e75814f6e4bbabfb4e6197edc
com.liferay	com.liferay.reading.time.service	1.0.20	wsdd	b8b9c2923c16ce8139b185ed0a8bed2a56b2eb20
com.liferay	com.liferay.reading.time.service	1.0.21		085b05a622971af378fc154bc3b8407b4124bc20
com.liferay	com.liferay.reading.time.service	1.0.21	wsdd	9047c7e01a1491d78de0e5ccadc055b17df3d087
com.liferay	com.liferay.reading.time.service	1.0.22		ea54d2639d5b2f3d46b32858d86f68edc64b7ccb
com.liferay	com.liferay.reading.time.service	1.0.22	wsdd	709070e39064979eb0145700345a3306a1b89623
com.liferay	com.liferay.reading.time.service	1.0.23		2e00d9b2eb44425b9ab2d31f3e6a79ceafc3f061
com.liferay	com.liferay.reading.time.service	1.0.23	wsdd	24ef3c23263f872dafb55f74ff1f194b8f0c5455
com.liferay	com.liferay.reading.time.service	1.0.24		3b5566d4c125e2d3263dfb20c612bd2ad9380b82
com.liferay	com.liferay.reading.time.service	1.0.24	wsdd	085489609200fdfe52b233bbc3735027f7cea027
com.liferay	com.liferay.reading.time.service	1.0.25		dbb5dc09f41682d27d5209842fd00e0900308341
com.liferay	com.liferay.reading.time.service	1.0.25	wsdd	87c6c27b52f595342ad9fb32a5e0683d6abbb858
com.liferay	com.liferay.reading.time.service	1.0.26		2f9fe68ad0dc8c430ece3f78b4270618f6d8cca0
com.liferay	com.liferay.reading.time.service	1.0.26	wsdd	506ba3ef9fc59e0abf688024b8f0f621d1ce7adc
com.liferay	com.liferay.reading.time.service	1.0.27		51dab37ea8cb8cc5cb08564e2b5d5be467b54890
com.liferay	com.liferay.reading.time.service	1.0.27	wsdd	6d7bfcbb6e57994bff1de80d059c0846aa8f0489
com.liferay	com.liferay.reading.time.service	1.0.28		5c5beab78c7acfbf79680fcf42bf49c5c51096fd
com.liferay	com.liferay.reading.time.service	1.0.28	wsdd	b7fa570434cbd0f4b5ee3fd5c6fd19dd3d1a001b
com.liferay	com.liferay.reading.time.service	1.0.29		ba10a86c81bc2fa31edde33a88ebf29e9269dd9d
com.liferay	com.liferay.reading.time.service	1.0.29	wsdd	5e4f2c99074689dadf8412fc5eec6ee0ae04c0ab
com.liferay	com.liferay.reading.time.service	1.0.3		da88fcda6b65af14c979ca2f00282b531448c417
com.liferay	com.liferay.reading.time.service	1.0.3	wsdd	09a9fd4279dacf45e01c5948e44abf4e19737a7c
com.liferay	com.liferay.reading.time.service	1.0.30		cba454ff4bf5da586c932d2aa8197bb7afef8daa
com.liferay	com.liferay.reading.time.service	1.0.30	wsdd	ca70a95f31b4d7c971fad4c494d6e4087e34de2e
com.liferay	com.liferay.reading.time.service	1.0.31		3ecbf8c51a6107229ba32596c06eb60e8fc33810
com.liferay	com.liferay.reading.time.service	1.0.31	wsdd	b022363693ba6478ebb4f7d446eb5ed8f8e48edf
com.liferay	com.liferay.reading.time.service	1.0.32		0a803b698420a25ef0d178eefb02a0d8e7acbd51
com.liferay	com.liferay.reading.time.service	1.0.32	wsdd	ff46cf467836c2696a2f6387b46cddc68f3df426
com.liferay	com.liferay.reading.time.service	1.0.33		2e1f6143d47487a0914d45b7bf127c77c6574d16
com.liferay	com.liferay.reading.time.service	1.0.33	wsdd	f9ca1b11375881edb457106bf270b6723e3b2427
com.liferay	com.liferay.reading.time.service	1.0.34		28b094b10b84ea04abde2d5c2c5223c7205dbbf9
com.liferay	com.liferay.reading.time.service	1.0.34	wsdd	fac1378f8055903e282ad0b4b5845ba571e5b7c2
com.liferay	com.liferay.reading.time.service	1.0.35		a0f9d3ed3f683fc5b2622aa6499df0bf8bffe91a
com.liferay	com.liferay.reading.time.service	1.0.35	wsdd	3e172c0186e53e49a1a010c582d11f76348df5f5
com.liferay	com.liferay.reading.time.service	1.0.36		84c96efa48869a57f3cb78ca9a2c7bf1943ab7fc
com.liferay	com.liferay.reading.time.service	1.0.36	wsdd	290efa9d0924d6722f5d65ae35f43111d3612a06
