acegisecurity	acegi-security-adapters	1.0.0-RC1		N/A
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.2.3		ec3b3fa4d607c3e4f7975f3e867a2a6d9dc8d5d6
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.20.0		d6307ed027d2cc9d44837423c04e632515f5a9a5
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.22.0		3384d7b05fc4fc90fa5f2703f18382ae600dcc68
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.4.0		ff9fa182aa2dad0056a75076192cd503a2a6a843
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.5.0		f4d9fa91b5f1b21728a527219baa4ff9ea1ed093
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.6.0		52a41b5f365cfaa056fc0658438e5d0737efaa5e
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.7.0		564f2b572c516da1a6bdd96f79d50386c5b701b1
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.8.0		14e8fd856c4997732908d513c4fd171dad5c5337
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.8.1		29626208c186ad899781a24d84488ea192010fa7
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.8.2		6bc4ecf0bd623777554c034a9b9b660bf5e93fa3
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.8.3		cc20728c6df1c6c57a8fea93eaf787f560679db6
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.8.4		32d6518ba0050d9b8949495e174fa80e11694db0
org.apache.camel.quarkus	camel-quarkus-jgroups-raft-deployment	3.9.0		cd927fcc48bad81e67b5dbb393c5f839f65abb47
org.apache.hudi	hudi-common	0.10.0		c11b465dc9d7e5e3e021e98cb4219d2dbf88d42f
org.apache.hudi	hudi-common	0.10.1		e3ba400c1d6cde5280e8c304e9663d0e986cdb3a
org.apache.hudi	hudi-common	0.11.0		584cc91f7c5b2e614a122744b20af6443779aee1
org.apache.hudi	hudi-common	0.11.0-rc3		b820d19dbbfc73084e4379d61bb254d29ac88eda
org.apache.hudi	hudi-common	0.11.1		15e50e23553e03e1c6733ad20251a560201cf9e2
org.apache.hudi	hudi-common	0.12.0		95c620682cad41ba11b93301a68e73a656d46bc5
org.apache.hudi	hudi-common	0.12.1		814de27e53fcae695fda18df9e5fbc7bdc43fbb2
org.apache.hudi	hudi-common	0.12.1-rc2		4e8b87ed084f80039c9461d9018ac27702783d10
org.apache.hudi	hudi-common	0.12.2		1922e8964c75270dd413da471c845d360ef1ac7e
org.apache.hudi	hudi-common	0.12.3		2c381159a092045344fd236199340aa8b4c6e7a2
org.apache.hudi	hudi-common	0.13.0		593eaa16d11e6b4b8b115dc4e3b8b50c0434ecb1
org.apache.hudi	hudi-common	0.13.1		8e9837ea264309e666a5c787ce1bafac7e38aaae
org.apache.hudi	hudi-common	0.14.0		ef1c56e4ebe0b87ef2a48b23aa7c89a651aef3f5
org.apache.hudi	hudi-common	0.14.1		dc15c6be6fdbb4c6081a6df18698229e39f43c51
org.apache.hudi	hudi-common	0.15.0		a070232071d7a51b4b020fa48f251b9702baf660
org.apache.hudi	hudi-common	0.5.0-incubating		6718747d6075babbcc8ad8d457d36fed8e056226
org.apache.hudi	hudi-common	0.5.1-incubating		5274d0be6821d5a3234b25417917a98ce10fc562
org.apache.hudi	hudi-common	0.5.2-incubating		cd51fdd84940dd0882a34b593c7341fca7c7c424
org.apache.hudi	hudi-common	0.5.3		cd837cba28dc5fcd19c82a5ce1785f6dcd1ed222
org.apache.hudi	hudi-common	0.6.0		35eed6720e1d00eb1dfe5512192799b95707a204
org.apache.hudi	hudi-common	0.7.0		877c763101f3916dc131a17a96cbcd29ef81422c
org.apache.hudi	hudi-common	0.8.0		a6c1cf37abe6290f1e8bf8b46c5d915e4c48069b
org.apache.hudi	hudi-common	0.9.0		e58f9d907fab70c6abf884b62aaaaaab84d63896
org.apache.hudi	hudi-common	1.0.0		16e270b4a1095c27d34708b0b977fbf51a1bee0c
org.apache.hudi	hudi-common	1.0.0-beta1		fca0d07660d3241dfcd69aeb515a6e77e8d5e139
org.apache.hudi	hudi-common	1.0.0-beta2		271fda7907e24ede094b4fde4b631c9d16313a01
org.apache.hudi	hudi-common	1.0.1		ba9d9cbbb59ed1cec0c266550ae027996d4f5225
org.apache.hudi	hudi-common	1.0.2		59368f8ec4034278ab1a54dc29d6358dfbffbee3
org.apache.tuscany.sca	tuscany-node-launcher-osgi	1.5		4028a9dfa5a359c6257deead902307c821d32359
org.apache.tuscany.sca	tuscany-node-launcher-osgi	1.5.1		391269480f894cc325b0d4fcf4e8c8766f73f1c7
org.apache.tuscany.sca	tuscany-node-launcher-osgi	1.6		e202133137477e93ee6a95deae22f04a8505cab9
org.apache.tuscany.sca	tuscany-node-launcher-osgi	1.6.1		9ab9d1358135a9eba024c76e5e7aebb68f03673b
org.apache.tuscany.sca	tuscany-node-launcher-osgi	1.6.2		a52d8efaf338e46680c7d441eb23ccba601b46be
org.caffinitas.gradle.antlr	org.caffinitas.gradle.antlr.gradle.plugin	0.1		N/A
org.caffinitas.gradle.antlr	org.caffinitas.gradle.antlr.gradle.plugin	0.1.1		N/A
org.cempaka.cyclone	cyclone	0.1		N/A
org.cempaka.cyclone	cyclone	0.2		N/A
org.cempaka.cyclone	cyclone	0.3		N/A
org.cempaka.cyclone	cyclone	0.4		N/A
org.gridgain	gridgain-jta	6.1.8		748926eb70592457beb35e4c655c801e364ef6d1
org.gridgain	gridgain-jta	6.1.9		f96214ff07162de3e4f59df9762adaa65bc9ecaf
org.gridgain	gridgain-jta	6.2.0		6b2a0443eadb43f583b4a2f22ab9fc2b7b66e335
org.gridgain	gridgain-jta	6.2.0-rc1		cc64e3df9ce2ff21ee5c01da953e3b8305eb6a88
org.gridgain	gridgain-jta	6.2.0-rc2		ba03b66f81e228aef03b0f3d717473fc6d809ca7
org.gridgain	gridgain-jta	6.2.0-rc4		73b076b1db39c5622a2e7f9011e06dc6018e9d24
org.gridgain	gridgain-jta	6.2.0-rc5		bb5558dee1642c49b4a60023cecad45af29b4110
org.gridgain	gridgain-jta	6.2.0-rc6p1		1a9297f99144f8b2ad526dc8c66e4746597e8272
org.gridgain	gridgain-jta	6.2.1		7eed23fb62b06ef800e931158ec243ffae9ee8ad
org.gridgain	gridgain-jta	6.2.1-p1		635e8e43cfaa92159f32bdbadf45dd0bcaecf32a
org.gridgain	gridgain-jta	6.5.0		31e3a3a72b5ae00a1b67768b2a71677c093d08ca
org.gridgain	gridgain-jta	6.5.0-p1		c5c545794e284a636dbc875e629ed30469e2d6e5
org.gridgain	gridgain-jta	6.5.1		a76579de30cdea8d663adc0dc9d18f70942b986d
org.gridgain	gridgain-jta	6.5.2		5b55d4084f5ee35458887cb3bc3a03612130d602
org.gridgain	gridgain-jta	6.5.5		dd16794fdf359b1e3bd9e6bdac18fd5bce080243
org.gridgain	gridgain-jta	6.5.6		38a3b7e3fefe5330e53ca986f5b392235033f293
org.gridgain	gridgain-jta	6.5.6-p1		e92b939b520f738eb022db4d469576e2f8301739
org.gridgain	gridgain-jta	6.6.0		9d7006dc0c30265b2473e6e7ea8529f16a5a48cf
org.gridgain	gridgain-jta	6.6.1		bbb6e70d2f3357d7f269201c1e5fe6563ea8a6eb
org.gridgain	gridgain-jta	6.6.2		7272de71c011a4e3f348c207ca1fbb50003ea152
org.gridgain	gridgain-jta	6.6.2-p1		c9c366928f845a19ed088c8a65d1fa2366ee297c
org.gridgain	gridgain-jta	6.6.2-p2		07177f859fd9ea18def82d7562d1a4528b976a34
org.gridgain	gridgain-jta	6.6.3		5c373860cf639e9e6e38eefac0f2bc2e36e9bf32
org.gridgain	gridgain-jta	6.6.3-p1		8110d063439e3545e162da629d8981192456fb95
org.gridgain	gridgain-jta	6.6.4		3936e70aa9dba49d290f165ff1fa62617755847c
org.gridgain	gridgain-jta	6.6.5		11dd10dbf73a1533d686a2302e5e297509a953c8
org.gridgain	gridgain-jta	6.6.7		3a4ce6edc807d078c62f0d8d02fe995aae379101
org.gridgain	gridgain-jta	6.6.8		e30782a83c9a46a781d58ec056e4785d9f6dee56
org.gridgain	gridgain-jta	6.6.8-p1		ed8b1896471281e492de09b2f890706799abd79b
org.gridgain	gridgain-jta	6.6.9		b1bbc82b188051d0cb3e7d85e6db69367948cf66
org.gridgain	gridgain-jta	6.6.9-p1		c24c9d471cf86a5dc3efcef30ffe7c70e92cba3c
org.jboss.weld.osgi.examples	weld-osgi-calculator	1.2.0.Beta1		N/A
org.jsslutils	jsslutils-test-certificates	1.0.2		ac663a0927911e97a8571261927e92ba893cf70c
org.jsslutils	jsslutils-test-certificates	2.0.5		c706a01fb17e390c549f9cbffb38908346784daf
org.jsslutils	jsslutils-test-certificates	2.0.6		18a3f464eb714b17440bef3abc4d857394ed42c1
org.jsslutils	jsslutils-test-certificates	2.0.7		4d7466bacf840437fbbf4f9e4db245b92fc8da9a
org.jsslutils	jsslutils-test-certificates	2.0.8		898cb0ba5908f987f8b2515fdb68af3a2621b6d5
org.kaazing	netx.ws	0.4.0		f2077700c3441c2d691fca9b4e7f08819c8cb350
org.kaazing	netx.ws	0.4.0-RC001		11c6322bd9c8ffdd7e11dd1a939874057e8e442b
org.kevoree.library	org.kevoree.library.groovy	5.5.0		903a08cace825a9089669f661ffdaeaff659b5c2
org.kevoree.library	org.kevoree.library.groovy	5.5.2		bf67835f5f9fe9545b71bc092c08a59d449d4293
org.kevoree.library	org.kevoree.library.groovy	5.5.3		1b0556da2dc48bd3d4b0dd12f29b1519386de784
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0	metadata	38989a0d6c5e2cb996be0b3ce078785b31bfd1e9
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha03		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha03	metadata	2f20abb7fa54ad9235b1c221e450ec38bf097d93
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha04		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha04	metadata	0f44346b68072e61c6de34a5de464572be2d6494
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha05		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha05	metadata	f60e02006f71a8e92613c9bba911ec3124f36265
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha06		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-alpha06	metadata	6f33b2e40647b4b0ba9e8b92d02894cbab7d18e2
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-beta01		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-beta01	metadata	e4f4511b51c9c2999a2532990d429b56acd59291
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-beta02		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-beta02	metadata	ee9ee47226c60b0b4b23bc31882fe261b81474fd
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-beta03		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.0.0-beta03	metadata	85ab5f398af7f37db46990fc5e550240f8770d28
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha01		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha01	metadata	aa8680fafbc09a90bb32da34c7a866d4f00915ca
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha02		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha02	metadata	83528d17ec02054339e93252968371cbb9da2925
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha03		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha03	metadata	fe284a2f55ce6a4d6b8f46aff9743fd2a25adb6b
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha04		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha04	metadata	c8c8e8ed7b1c003019d71ab25de1a462c2436943
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha05		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha05	metadata	cc1d8a36c47bb0e8f107cb1e9df37966d25fe86f
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha06		N/A
org.mobilenativefoundation.store	cache5-iosarm64	5.1.0-alpha06	metadata	71ebd896f55736cfc49890bcf433881f22658f0f
org.mvnpm	workbox-strategies	7.1.0		b7437ae45f7d641422ca836530722e68677bfac5
org.openidentityplatform.openicf.connectors	connectors-parent	1.6.0		N/A
org.openidentityplatform.openicf.connectors	connectors-parent	1.6.1		N/A
org.openidentityplatform.openicf.connectors	connectors-parent	1.6.2		N/A
org.openidentityplatform.openicf.connectors	connectors-parent	1.7.0		N/A
org.openidentityplatform.openicf.connectors	connectors-parent	1.7.1		N/A
org.openidentityplatform.openicf.connectors	connectors-parent	1.7.2		N/A
org.openidentityplatform.openicf.connectors	connectors-parent	1.7.3		N/A
org.ow2.petals	petals-platform	2.1-beta1		8071d70652378bf523c4c7798da27a383acabdb1
org.ow2.petals	petals-platform	2.1.2		2e47520fae5dc5dd0e29da095c7acbf242eb3ce6
org.ow2.petals	petals-platform	2.3		a0bf03f54e5d8c154b8d032c1022236b39c56005
org.ow2.petals	petals-platform	2.4		f93331b8364a959ba72b32980569f01a3dad153d
org.ow2.petals	petals-platform	3.0		941d546dc4554dbf8cec2c8bd7a480074a2da00b
org.ow2.petals	petals-platform	3.0.1		e64e68da97edcd528b641b6105b5298d3d0a2dee
org.ow2.petals	petals-platform	3.0.2		6b8bbdf8edb6486f53fa32eed943b46ee178fda8
org.ow2.petals	petals-platform	3.0.3		db162ac5e97034980e0be53a0457465f91e97630
org.ow2.petals	petals-platform	3.0.5		8f5ce85625847f85f50ac4a8f006af6e786b531b
org.ow2.petals	petals-platform	3.0.6		ab0946eec26350cabad96b62feea851b7b93e236
org.ow2.petals	petals-platform	3.1		a53d76783d12f19aca6f233591e288e9f24b7ec1
org.ow2.petals	petals-platform	3.1.1		1b471449ee09c3574bd38ad1e3bd0c5743743646
org.ow2.petals	petals-platform	3.1.2		4a92dc8da63b3a1a59312dd7470200a7e1d96db3
org.ow2.petals	petals-platform	3.1.3		3bcd3c06f33c46af6b677e3f30af440ec31cb805
org.scalawag.timber	timber-over-slf4j_2.10	0.5.0		98574843499dd81b7905700a96e29414ec086599
org.sisioh	aws4s-sns_2.12	1.0.16		ddcdf1bd3618fddfa947a229acb33eb974b26bc9
org.tinygroup	org.tinygroup.ui.jqcloud	2.2.3		c80edf35c4f27a021aa58f953922d6b4d760e591
org.tinygroup	org.tinygroup.ui.jqcloud	2.2.4		3e0fc2fb58fe5420441aa8910e0db77a514863f6
org.tinygroup	org.tinygroup.ui.jqcloud	2.2.5		00d1ce63abdc6c7c28ab16006576ba35838f00c1
org.tinygroup	org.tinygroup.ui.jqcloud	2.2.6		fbec399c6c25986199a7f54965e8cab096b82ba6
org.tinygroup	org.tinygroup.ui.jqcloud	2.3.0		58f339d348110ffeba4352b608c0b933cdd2dd7f
org.tinygroup	org.tinygroup.ui.jqcloud	2.3.1		bdde8aa51143031e96ee583447eaacba5de3ba0f
org.tinygroup	org.tinygroup.ui.jqcloud	2.3.2		eb7a98857793f127f6b72d6f7619070d91ac7a15
org.tinygroup	org.tinygroup.ui.jqcloud	2.3.3		5d0074f55e37d865852d476940ba097eb4e31e0b
org.tinygroup	org.tinygroup.ui.jqcloud	2.3.4		d684777e9536b5084e908cd04ac5b229f5726db3
org.tinygroup	org.tinygroup.ui.jqcloud	2.3.5		a1f295d8dd1cd794981dd1a8dbf33c2c8fea73e4
org.tinygroup	org.tinygroup.ui.jqcloud	3.0.0		54fdef11f6731da6d3f2e700ba20aae2ad8a9353
org.tinygroup	org.tinygroup.ui.jqcloud	3.0.1		60ea83b5ca02c92a33c6ad14b5e7d92aa71a7d07
org.tinygroup	org.tinygroup.ui.jqcloud	3.0.2		a98230be5a89bb800b7a49df467f80626c3b9fa1
org.tinygroup	org.tinygroup.ui.jqcloud	3.0.3		ba20baa45341f64d039d231f2808283466d29c19
org.tinygroup	org.tinygroup.ui.jqcloud	3.0.4		593082d7b136360a656923e5f12ba77ff4acfeec
org.tinygroup	org.tinygroup.ui.jqcloud	3.0.5		2e41180a6fd3ea03d683a2d85b8dbe02f070ecc2
org.tinygroup	org.tinygroup.ui.jqcloud	3.1.0		777a89d29082acdc2992135a3430da1c124ad595
org.tinygroup	org.tinygroup.ui.jqcloud	3.1.1		1351120830631a3d8089600e6cfecbcd2169ed42
org.tinygroup	org.tinygroup.ui.jqcloud	3.2.0		1cfe3932dffbe5a500bf85ef221b05025a8d792b
org.tinygroup	org.tinygroup.ui.jqcloud	3.3.0		22ab87cada8b75e03f550262087740a5b1fac019
org.tinygroup	org.tinygroup.ui.jqcloud	3.3.1		e62ec5b68601f84a616a410d4007c455d3fb4f58
org.tinygroup	org.tinygroup.ui.jqcloud	3.3.2		7ea463a8fe1ce9a423ae6c4702d45142ad6c3033
org.tinygroup	org.tinygroup.ui.jqcloud	3.3.3		cec17edb42656e1d6f516f26e1724474bfae22ff
org.tinygroup	org.tinygroup.ui.jqcloud	3.3.4		b41be82a79cd631039432042dfb5f23428c55047
org.tinygroup	org.tinygroup.ui.jqcloud	3.3.8		b20049ecd3031a599ac3d76e68cdd4349c732508
org.tomitribe	delorean-parent	1.1		N/A
org.typelevel	claimant-mc_2.12	0.1.0		48c0e91ba014f1eba45c577211cee579cc5e26a9
org.typelevel	claimant-mc_2.12	0.1.1		6c11a3b469fec04b47c00461bd1a13841f546fa0
org.typelevel	claimant-mc_2.12	0.1.2		939c4253d58d9bb2530b660c064b3cec7e9add99
org.typelevel	claimant-mc_2.12	0.1.3		67ad3b356770558a826f967ba4d2f8f0a5097e9e
org.typelevel	claimant-mc_2.12	0.2.0		30f18ef71011e4aa1f11bb35d8a65f5eae085890
org.wandledi	wandledi-scala_2.9.1	0.9.0		2547870ebd704438c4f234856cd7c9eb491d82bb
org.webjars.npm	ansi-reset	0.1.1		8fab157fe3a74b1b9e0a5aed0f7e1abd760bf253
org.webjars.npm	carbon__feature-flags	0.16.0		93d3ba21f670670a602ba886c8763715538dcd37
org.webjars.npm	carbon__feature-flags	0.17.0		921c0aab3b2e9f6becf3f5a3b15f3f98dfb5b0e1
org.webjars.npm	carbon__feature-flags	0.24.0		3de12948b168f048c25e56fd55cbd4594d662725
org.webjars.npm	favicons	4.8.3		324021de92eb9dd397ed8adee3aea581cd73f181
org.wso2.bps	org.wso2.bps.integration.tests.bpel	3.5.0		7ec0d0d33e8949092128ff4e2c737d225c9ea28c
org.wso2.bps	org.wso2.bps.integration.tests.bpel	3.5.1		d7a07879af241348c41b3eb82cd760bd7a01a2e6
org.wso2.bps	org.wso2.bps.integration.tests.bpel	3.5.1-beta		27f687b93102915b780ec3803e547d390c5ad8a0
org.wso2.bps	org.wso2.bps.integration.tests.bpel	3.6.0-alpha		dfc6002595345cbaaf443e5aca9ad54fcc77ea8a
ru.kode	detekt-rules-compose	1.0.0		4f69ce8512b7cd8b37f3fde510746f6ae91d6943
ru.kode	detekt-rules-compose	1.0.1		de2ae629047162db76a9fdf3bfa96fed0c6554d2
ru.kode	detekt-rules-compose	1.1.0		be2db4504f2afd2e1a6dad3a04ea970b23eae357
ru.kode	detekt-rules-compose	1.2.0		844c695eb615eb78ab074866229e5da63e9a4488
ru.kode	detekt-rules-compose	1.2.1		45ab8645580e096410677659e4656ef981dd6e29
ru.kode	detekt-rules-compose	1.2.2		2a531cbaeb39044e34daf1f9bf62ed083fc3d0af
ru.kode	detekt-rules-compose	1.3.0		77fdd82dea9041bf622432f3f1debd9234e63b39
ru.kode	detekt-rules-compose	1.4.0		55cd1aba0dbe642b32043a9a8209dd76192eb44b
run.mone	mybatis-plugins	1.6.1-jdk21		fe69288ce1f2b2144f6da7e4c58342dc8284535f
