com.beepiz.blegattcoroutines	blegattcoroutines-genericaccess	0.5.0		bb435c40a7080740b372100a51d8906c799d20e3
com.daml	concurrent_2.12	1.16.0-snapshot.20210727.7476.0.b5e9d861		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.16.0-snapshot.20210802.7499.0.5157ad6d		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.16.0-snapshot.20210805.7501.0.48050ad7		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210811.7565.0.f1a55aa4		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210817.7604.0.0c187853		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210824.7647.0.640fb683		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210831.7702.0.f058c2f1		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210907.7759.0.35a853fd		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210910.7786.0.976ca400		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210915.7841.0.b4328b3d		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.0-snapshot.20210922.7849.0.49a75801		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.1		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.1-snapshot.20211006.7852.0.fbc4bc00		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.1-snapshot.20211006.7853.0.e05be365		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.17.2-snapshot.20211124.7857.0.b33b94b8		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.0-snapshot.20210921.7889.0.1b473c2b		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20210921.7889.1.1b473c2b		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20210922.7908.0.ced4a272		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20210928.7948.0.b4d00317		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211006.8003.0.cfcdc13c		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211013.8071.0.514e8b50		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211019.8113.0.8ff347d8		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211026.8179.0.e474b2d1		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211102.8257.0.7391a3cd		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211109.8328.0.92181161		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211110.8337.0.c5a1f0bb		438d08771a10669c0a09be6656b5fe230cc0ac76
com.daml	concurrent_2.12	1.18.0-snapshot.20211111.8349.0.d938a44c		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.0-snapshot.20211117.8399.0.a05a40ae		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.0-snapshot.20211124.8419.0.39d9afcd		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.0-snapshot.20211206.8423.0.2c945fcb		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.1		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.1-snapshot.20220106.8429.0.ea344666		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.1-snapshot.20220110.8433.0.e8e25a11		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.1-snapshot.20220113.8434.0.1724373f		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.1-snapshot.20220113.8434.1.1724373f		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.2		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.2-snapshot.20220310.8437.0.5221a5d1		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.2-snapshot.20220310.8437.1.5221a5d1		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.2-snapshot.20220324.8440.0.5cfb1a21		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.3		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.18.3-snapshot.20220620.8442.0.c7424302		482925d0a54b2831ed063affcd91ddd812434909
com.daml	concurrent_2.12	1.6.0		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.6.0-snapshot.20200922.5258.0.cd4a06db		422c690089a2c162b7dd6d7a001ff3213c3d898d
com.daml	concurrent_2.12	1.6.0-snapshot.20200930.5312.0.b9a1905d		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.6.0-snapshot.20201007.5314.0.b4a47d0b		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.6.0-snapshot.20201012.5316.0.d21cb496		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.6.1		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.6.1-snapshot.20201021.5317.0.aafe46a5		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.6.1-snapshot.20201215.5318.0.547abc97		81e3c9b6c66ae2d2227df321043a8ea9c870e936
com.daml	concurrent_2.12	1.7.0		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201006.5358.0.0c1cadcf		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201012.5405.0.af92198d		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201013.5418.0.bda13392		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201020.5481.0.03a03957		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201023.5508.0.9dec6689		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201027.5530.0.bdbf8977		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201103.5565.0.e75d42dd		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.7.0-snapshot.20201103.5565.1.e75d42dd		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20201110.5615.0.b35c9fcb		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20201117.5661.0.76fae40c		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20201124.5709.0.dabd55d0		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20201201.5776.0.4b91f2a6		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20201208.5840.0.38455e8c		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20201214.5841.0.a8ae8e4a		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.0-snapshot.20210303.5843.0.d443707c		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.1		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.8.1-snapshot.20210115.5842.0.59f5d407		87a9adf07f3537131c9e331c829fdfd8c1a9c4d8
com.daml	concurrent_2.12	1.9.0		1406a03bb001ec966e8f8651b550b2550c727db1
com.daml	concurrent_2.12	1.9.0-snapshot.20201215.5907.0.a6ed34c5		88ae00f47121956fbf57fc2270c889533219425a
com.daml	concurrent_2.12	1.9.0-snapshot.20210106.5986.0.c6995a9c		88ae00f47121956fbf57fc2270c889533219425a
com.daml	concurrent_2.12	1.9.0-snapshot.20210111.6034.0.7855b023		1406a03bb001ec966e8f8651b550b2550c727db1
com.daml	concurrent_2.12	1.9.0-snapshot.20210112.6040.0.7171cb38		1406a03bb001ec966e8f8651b550b2550c727db1
com.daml	concurrent_2.12	1.9.0-snapshot.20210113.6060.0.9ed787cb		1406a03bb001ec966e8f8651b550b2550c727db1
com.daml	concurrent_2.12	1.9.0-snapshot.20210119.6062.0.5b3663a5		1406a03bb001ec966e8f8651b550b2550c727db1
com.datastax.dse	dse-java-driver-mapper-processor	2.1.0		7c6ffcf4a1070920d3d46268678e854c1b0f99be
com.datastax.dse	dse-java-driver-mapper-processor	2.1.1		6a0714e9e7aa594a6bf676fe0ed619316620e9cc
com.datastax.dse	dse-java-driver-mapper-processor	2.2.0		708915fdc9e5798d1a6d89f947249f04233a86db
com.datastax.dse	dse-java-driver-mapper-processor	2.2.1		236685101145429da036617c7629e682cd9583e1
com.datastax.dse	dse-java-driver-mapper-processor	2.2.2		6ad8174319542347fc942bdedfc8f8f430665527
com.datastax.dse	dse-java-driver-mapper-processor	2.3.0		800f5987f765ef94d0e9894c2088d09dcd14306b
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.02.09		538a24219f38f23ba1a196a785d2cd0571774fd5
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.02.10		7d649b31d4ec46141e740a88271ff94ad89c2de0
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.09.22		b60cbe7b41258c22423ab71db4fd0784a933f8da
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.14.24		02da42b6f1dc7c1b430367f857828f11f6929094
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.22.04		e482c9c9658cb320255e8878147975d51f033cf9
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.22.13		5e4778db6477aaaf7c174b168be795ace93c7687
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.23.06		1656599dd36f75dbf9bd8dcdc0fad5af182525ba
com.disneystreaming.smithy	aws-elastic-inference-spec	2023.23.30		344be5baf356b91039e3e3f0aa7289bffda3c5a5
com.disneystreaming.smithy	aws-elastic-inference-spec	2025.03.31		5b98dca406c6c44fbd024a136f95f47973035c13
com.elepy	elepy-gallery	1.6		f6976921496873eebacb5317afffd07a71b9e8b7
com.elepy	elepy-gallery	1.6.1		3bb8a46b8090cb5a33ef23e850ab4a6de554a9a0
com.elepy	elepy-gallery	1.6.2		cb036a5a7344f25e4df224b6fd98259c3deb2f1e
com.elepy	elepy-gallery	1.6.3		8c2def3fc2ab20f241a95919ed62876591481570
com.elepy	elepy-gallery	1.7.0		e8f567ff50dff22384999c439c7df065f3197f05
com.elepy	elepy-gallery	1.7.1		6fa8454b6c73a9935130316ecd87a7530f122ebe
com.elepy	elepy-gallery	1.7.2		667ee6c2a83ff6e53545f5fadacc06734d4b8bb7
com.elepy	elepy-gallery	1.7.3		eac9e77314c75e5fa459f64fcf7b8e8ff8fa5c11
com.elepy	elepy-gallery	1.8.0		f8608fb326654729152e3c0e0c18942fbce7e344
com.elepy	elepy-gallery	2.0.0-alpha-1		d262b7aedd0901160fa7c3ff56d72eeb73f9edf6
com.elepy	elepy-gallery	2.0.0-alpha-2		9594c902d612a1dc61c042ab972d45aebf21e97e
com.elepy	elepy-gallery	2.0.0-alpha-3		6d0f97d56c1f1aedb5dd0870bf5ed91bce9fed6e
com.elepy	elepy-gallery	2.0.0-beta-1		0dec727941eac3a972c7b5ec66447a5a2041e724
com.elepy	elepy-gallery	2.0.0-beta-2		22a28ebedef3e39be48a97d329af50f2a9baa70e
com.elepy	elepy-gallery	2.0.0-beta-3		6f71c24e8db42c7d0785adb965a45d5e54e5d70c
com.elepy	elepy-gallery	2.0.0-beta-4		faaca5577eea48d2a20b837a2b410ae0f1dee975
com.elepy	elepy-gallery	2.0.0-beta-5		8972d76ea963fbcd8d77c21ba869db2bd1ef5bd0
com.elepy	elepy-gallery	2.0.0-beta-6		ebafbacee49eec655ff002fe534ad0ba3a355c63
com.fiatjaf	nlog_sjs1_3	0.1.0		948d209c5e85d5e0587907a4f43eb589e45f247d
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.1.6		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.1.7		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.1.8		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.1.9		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.2.0		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.2.1		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.2.2		N/A
com.fleeksoft.ksoup	ksoup-okio-linuxx64	0.2.3		N/A
com.flowtick	graphs-cats_sjs0.6_2.12	0.2.1		203a6777b680ce09456499bea7a706fcebc70b18
com.flowtick	graphs-cats_sjs0.6_2.12	0.2.2		a60e53ca828d139aba0bc3c6088ee5913ec243c6
com.flowtick	graphs-cats_sjs0.6_2.12	0.2.3		8942fc526c5d7be766568783afbf3bce39c720e9
com.flowtick	graphs-cats_sjs0.6_2.12	0.2.4		265b776dc6db688a1256836381b8d356d249972b
com.flowtick	graphs-cats_sjs0.6_2.12	0.3.0		6cdbb686b44a0940b0d3e9988338db6b8f99193c
com.github.gavinmead	scaladaemon-client	0.0.2		3d0e1f43106b99fc304167968b74b074ba44ff37
com.github.gavinmead	scaladaemon-client	0.0.3		ba1ab9874a5f96eab3919168231aae76cfc81f1d
com.github.hiwepy	sigar-native	1.0.3.RELEASE		040217d492626720dcdb822e763ede53e38546d4
com.github.houbb	ip-filter	0.0.1		4050bc529c9d4e6b6444ed2ea73f0754f955ae0e
com.github.java-json-tools	json-schema-processor-examples	0.8.3		1a8901973c9737fbfb670b68fdd41393581474ff
com.github.java-json-tools	json-schema-processor-examples	0.8.4		6ffd04c310f30ad03b6cde4b399c8738038ea657
com.github.java-json-tools	json-schema-processor-examples	0.8.5		5258fc514238130e74d0b0cfff76c1b4c6cd3b32
com.github.java-json-tools	json-schema-processor-examples	0.8.6		7ffac9b47ddf72acf6688306fa2eca97617db451
com.github.lontime	extjdbi-library	1.0.0		043ef3274c6ba279aba90d2af805a89002f46bf1
com.github.lontime	extjdbi-library	1.0.0-M10		cab3bbaa558e762c2d86e89466f72df62c35e11a
com.github.lontime	extjdbi-library	1.0.0-M11		09563ea8ab5b7961da0672fcc90c2e8cafb4a9c4
com.github.lontime	extjdbi-library	1.0.0-M12		3043d4e4520f2e3ee24ce9aaeefd28921934ba7f
com.github.lontime	extjdbi-library	1.0.0-M13		915eb79cb2f3cafab795b653d038b3f52878549b
com.github.lontime	extjdbi-library	1.0.0-M14		9043bec5b7fe6ea57b8db000ccc28630116e3b09
com.github.lontime	extjdbi-library	1.0.0-M15		10e61efeb15df23f60d6db9b6e637f2d6d75f1fe
com.github.lontime	extjdbi-library	1.0.0-M16		a9ad345c5419c6e484362736c2cdcec2d0840cce
com.github.lontime	extjdbi-library	1.0.0-M17		edf9c7b8c6a9f9d7ed43e7cc2fd4216a9b9908a7
com.github.lontime	extjdbi-library	1.0.0-M18		bbc18a0d9552564d9a5458c89895f5ef8200bd13
com.github.lontime	extjdbi-library	1.0.0-M19		a3ee7a26418215b0ad2c11c1039f6c1ee1c0127a
com.github.lontime	extjdbi-library	1.0.0-M20		3e0a3b57eabd33e034587f059d226c80b507f653
com.github.lontime	extjdbi-library	1.0.0-M21		d56503c30f04579f8ccebaea1bf8c50efebd51e0
com.github.lontime	extjdbi-library	1.0.0-M8		d838efe8608ee1a2d4ea156a3798765d0fe48f8a
com.github.lontime	extjdbi-library	1.0.0-M9		df3301bbffc4500ecfc8bafb6fc5a69abe77874e
com.github.lontime	extjdbi-library	1.1.0		7daa0523d2c6c84d0c2531f26d248d99b158baa2
com.github.lontime	extjdbi-library	1.1.1		451da2a06011807d11c3cbc0278de64e7b425f46
com.github.lontime	extjdbi-library	1.1.2		8252461b4b295ce91345cf798c1edbb38bc6dee0
com.github.lontime	extjdbi-library	1.1.3		99c267f938a88b33e9fa009ec80140599af87507
com.github.lontime	extjdbi-library	1.1.4		c57c7d1c695d39b283340ed15024b261dbee42bc
com.github.lontime	extjdbi-library	1.2.0		c680437b2590134cc4aace7db984cc9beb37a1a3
com.github.lontime	extjdbi-library	1.2.1		f307ede3de15f937278eb929011bebca8dfddf85
