com.beepiz.blegattcoroutines	blegattcoroutines-genericaccess	0.5.0		bb435c40a7080740b372100a51d8906c799d20e3
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC15		fc3aec59a73ed27f31f49e0bd7516fd3d34a2f68
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC4		b79f222e8c26083e0de278cd997f37a482d35181
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC5		0ab43e0a32df201d35f128356fe20c11f558254a
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC6		fe780dc46ebebf5dcf77ab385f16816eb7697a29
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC7		b585d865ce1fbd0012f36d0379cc4015d50a1faf
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC8		8245808ec0f37f819fbdba113d8adf93d746e181
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.0.0-RC9		1930f85da61a5a6f332aa989ecd841cac7cec2a8
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.0		35250542473497cedf5b10ea298d021c0f772f4c
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.1		21870b791d1a3dff206b48d266094043c46bb515
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.2		4e26fba2b318ce5e7285f53777bf3599c02fddbd
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.3		c15da41de15b9c476fc2376b1b611dde79eaad85
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.5		4171ead9e625d10c4b3fc3104ea0c647e626085d
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.6		60a6b24e1170347aa443fc725c4f0ec20f70e165
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.7		ce3759a575b37bea64fb3176194f88e1163df428
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.1.9		2e9b99b91dd5d40723113e1ed30fc8812be5b55f
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.10.0		7e3655245928bd8cd7fb246b6eeaa01d3cea57f4
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.10.1		cfd06cc6a5a70f201113d9c8e4be58c0c5876adb
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.10.2		5acc6f43e852a8c13668715dcf6278c7959ea842
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.10.3		91a14ad9bdbf3f477b308937398ec663f9faa009
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.11.0		9aaf726afae6c8534c3490a972e48403e5f562b8
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.2.0		bf3b09c7ce1759dbe808a7caffda274c08aa7a9f
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.2.3		335c0e3fe732162158e72890bd63ef5e650e28b9
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.0		3486bdbe54d2eff4f56831bcabbd4a00aa2df244
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.0-RC1		9bf2316d19cfbcef2020b3cd5d34ac541b01c9a4
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.0-RC2		817045e3aa5a8a2c537539829620d0995288a394
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.0-RC3		0d7fe373888ae9ebdab6e32fe43dcf236ebd4930
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.0-RC4		d9a54fbd75bb297543dbf23f10cffdff85b443a8
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.0-RC5		1134e5b31828be650d14ba16e6e5255c3f2bc43e
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.1		ed95cbcdb6b438899d6ac71456ed054881455bbf
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.11		3338ebcc36a22f1d66483cf44e902df1ba6291dc
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.12		3284716e90f20302a9413e6bcb0d1d976cf16d4b
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.13		5960beca5c08ea7e1b89f174ea2c3d215c32d157
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.14		dc9a195c21198c05ed7deb0c74d56cf06789d89f
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.15		f2d1382882e03ad6b9ebd2d4b608369523e6c80f
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.16		dc87c6234a5c653cd15a77733e294d1e7ecc8fe1
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.17		07c9618f5bc7ce80797f19701faf2095ed96c23e
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.18		16e007fd78987dec15e43f99f3cbb5fe4e5114e0
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.2		381a1792f755ea94c1863450b4bfac872cbdad9e
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.3		769bbecb3c4a602875b86cba315870c2bbb480a7
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.4		0a655be5bf28baf894f41993c2369bb1c7fce0fe
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.5		13b4e7f8c8a5f4de5d7cbeaf9d97e3df6350ff93
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.6		25562763c75364947eba1aaaf8f4850d8af86a10
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.7		b1a01928007d51237767e72e3810b8c8feb8925e
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.3.9		56d859dc9878b915671075d9060d32870ba4b33d
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.4.0		23336bf46e756649885f9be8a7dbc3b1f156de3e
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.4.1		80cb013aad065d48056cb45390219da129310f11
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.4.2		f40f9c3c4c4bd929b649c6aaea81375eec79501b
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.5.0		0102f4440c2fc7f299ab0996bac306dae575f767
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.5.1		5b84ac54ceb678ca8d340ae68c290e80a81e4563
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.5.2		0834faa8f205cd6a01a83a81f71eb71b9912be78
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.6.0		f4d83fe9d917c00f9f65772cd0330aecb96795ec
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.6.1		96f871c0726f2e131eb0453423257626ea02a881
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.6.2		fb7edb45c3dd614f7a6d0a7eb48793f5d383de42
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.7.0		00377ca701116abb991069cc353b36d04d4ddfd1
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.7.1		ec0f1dce4b9e16c4ad8cebee92c49026e7e71160
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.7.2		b62aca2a445588837e1182c24201e730b845c94d
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.7.4		851420b1db200e9ade095a156f9ad248aecff15d
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.7.5		0d7d04c6f96d84fd59f5f782d37c552c725a805c
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.7.6		1f8107fdd40e719f3d4367bab31c6a3af00d1b6a
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.0		80a8a82fa16bf23aba82414c7f2682ca4db339ad
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.1		0e6befd0b1645361b1d5944a6013ae8517e24994
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.10		d06aae67eaf4efb3168f70d5baf558275b2ac5c6
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.11		72f8d0f70f31f0ae26b60be40a4d662f5a8f4257
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.12		b245dc08684f55f5f88778c6d4d01385b50b079d
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.13		55515344fa635c7c1efaeaed17d2dfe9c5d3882c
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.14		04f23adf7b2ea7ef76a768f3951b0b54b5e990b5
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.15		6fa3129406ae665e06143901b3824f3b8d2087a5
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.16		5e44dcc7a83741311700ea9aac9891655fbe4c4a
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.2		2c1be1bce5e5fa377fca7014cb76968eef733bd9
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.3		65cd208048578eb70abdfeab8aeb08ccf5fc8dab
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.5		ba15fca35d2d7bdf7f47c9336a0ee06510cd0e59
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.6		13a52f627f6aaf9f12de9fa020678a6812988a14
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.7		0df1dacda9ac28c195a0c806d706d9a7374cbb43
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.8		4315512204e277dbb6fc4e31036026727296c307
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.8.9		ce232714bfef525de289ad39681c709a61e67ebe
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.0		b22aeb72750fd6dd0309cedd4ccc63e8605aed60
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.1		e5ca44b601347fc5a7a27ff77a9866ea00f1f76a
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.2		b07fb5d34df5b9c91e4e22939545e4bc5b518f56
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.3		81368f563c919000dfb1ad90cbcd239521b05d01
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.4		8e3d24421537b3b0c82207e3d50e21530680bc82
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.5		5e2b2549691cb60c3501aafb90322d5daaf5bac2
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.6		ea5002d0ee092d09e6b8d263263ff7e03a624a82
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.7		e79489b4c5962f656e2e2e94f17acc70dade2c15
com.softwaremill.sttp.client3	async-http-client-backend-future_2.13	3.9.8		23a345f966d92073639d12893e6b9f0d84d9e88b
com.ubirch.auth	server_2.11	0.1.0		754e2354926916233a6c306a94bdd0b5d3dd7d49
com.ubirch.auth	server_2.11	0.1.1		56cad1d358468074d5edc1dc24bed250a0d458dd
com.ubirch.auth	server_2.11	0.1.2		b75814722841877d346a7e9c20e666b6c3f7510b
com.ubirch.auth	server_2.11	0.2.0		f67c50732dd6dd1e762a421202d93eb8d8ee7132
com.ubirch.auth	server_2.11	0.2.10		ea0c851a6c857bfeed6b1afc60d57c14e53ecdd4
com.ubirch.auth	server_2.11	0.2.11		94aa3d6ee687b7d27e67e8adb6ee0870023b580b
com.ubirch.auth	server_2.11	0.2.12		1965c1c27926c76080e66e811434691aadb0fbed
com.ubirch.auth	server_2.11	0.2.13		f869c6fef0c34b8e69d8665bf52d2c9ac633cd47
com.ubirch.auth	server_2.11	0.2.14		1938166e85ed417cd5dfca6e7497c705a57a93ad
com.ubirch.auth	server_2.11	0.2.15		4e18e183c0ba834cf7e16787afb1f178b1d11665
com.ubirch.auth	server_2.11	0.2.16		1d1f9002120edd9a7c5d34dcdeb82f750b042eb0
com.ubirch.auth	server_2.11	0.2.17		279227c1d25ee069ee1ff25f368c191d3bfb6256
com.ubirch.auth	server_2.11	0.2.18		540c2848d069332607049e36457f5ffbe853e14b
com.ubirch.auth	server_2.11	0.2.19		6bdc74850644e56e848ac2f412cb31ca0d967bdc
com.ubirch.auth	server_2.11	0.2.2		2bf4f8fca8393880b0949cde1f6faac45bf659b2
com.ubirch.auth	server_2.11	0.2.20		8da05f259289cae921ec660b6e3fcc0e8af8e8a6
com.ubirch.auth	server_2.11	0.2.21		defc42111a7952ad1612395c480927da23ca7d7b
com.ubirch.auth	server_2.11	0.2.22		864a3fa5f1e02bd8cbb01c85e8e06371c718a6c5
com.ubirch.auth	server_2.11	0.2.3		db8e339f9bffe1222417c04c4102a3de76c5c502
com.ubirch.auth	server_2.11	0.2.5		dc85a4ccf0edb3969a6f1f32a3afddfd2256db76
com.ubirch.auth	server_2.11	0.2.6		b74258ef858a1400600275b6a78e0e98fea60c8b
com.ubirch.auth	server_2.11	0.2.7		c2255e44a7fc1e8978b6c07fd9bee96b819af4fe
com.ubirch.auth	server_2.11	0.2.8		a7cf8263ba6dd411a927b44513e8bb8c5b4f2969
com.ubirch.auth	server_2.11	0.2.9		a8716252a44e8cc508b2d4cc2b2446d3a7fb2927
com.ubirch.auth	server_2.11	0.3.0		d27458487c1b256036c25c9c2ea6f69bc8924a24
com.ubirch.auth	server_2.11	0.4.0		5a58c92b086e110981fadfc28d23e6d569975c30
com.ubirch.auth	server_2.11	0.4.1		487df923cb2d6102fe9809e01d62e8dc6357a4fc
com.ubirch.auth	server_2.11	0.4.2		0db4ae07af212c2d0e4f448301cd17f526a9fdf5
com.ubirch.auth	server_2.11	0.4.3		8e0193ed915a190b80f5800c12f244346a92098d
com.ubirch.auth	server_2.11	0.4.4		9de3759d8b6635a4eae5cac6f9f50889b4fd1add
com.ubirch.auth	server_2.11	0.4.5		9204a8a047bb92ca610083516f5d863f60683d6b
com.ubirch.auth	server_2.11	0.4.6		6ef1e8949592fa2a6cd78856ef34b30bbfbb3a0b
com.ubirch.auth	server_2.11	0.4.7		614e92d793b6eaf4e09f2ea0c51053b81b105a33
com.xt-i	spring-cloud-starter-heroku-registry-discovery	0.1		6bf9f8911756ac82b8fbc55a122414a4e818df21
com.xt-i	spring-cloud-starter-heroku-registry-discovery	0.1.1		3277104c1a1d550d23772a7b0b921794a924493b
com.xt-i	spring-cloud-starter-heroku-registry-discovery	0.2.0		5e241536b9330e455ffd8b50eb151f6c82a9cb4c
com.xt-i	spring-cloud-starter-heroku-registry-discovery	1.0.0		a51118366694c6aa0a54f2de3a6f77f80d9e9270
com.xt-i	spring-cloud-starter-heroku-registry-discovery	1.0.1		74335990b9693893e038c0f19c460ee3d094174f
com.yukihirai0505	common_2.11	1.0		0ce48bacd54219e8a716e29ea131206130d099bb
com.yukihirai0505	common_2.11	2.0		aa18f3f4ab968cd69af75450786c5e600ecf77a5
com.yukihirai0505	common_2.11	2.1		25c437061a045ede7ed68c6e171ad30b7b0bc199
de.tudarmstadt.ukp.dkpro.lab	dkpro-lab-uima-engine-simple	0.11.0		ca2f3c448da542dd6f806b0e278103d982fb8302
dev.nero	bettercolors-engine	1		1c284f6f24f2d1fa6e051acee82bb6631f3e1c1a
dev.nero	bettercolors-engine	1	jar-with-dependencies	a0621db240e1b1feae3858ca59e3bd6bb71cc1b8
dev.nero	bettercolors-engine	1.1.0		2f99e45c3e952fdee9b90550059c1c77ef58517b
dev.nero	bettercolors-engine	1.1.1		d4d648fe36b1ec0f2610a1bcd5721a48d03a0e7a
dev.nero	bettercolors-engine	1.1.1	jar-with-dependencies	c3fefffe15b380a03eae3de7eb02e24580915a24
dev.vinyard.bp.autoconfigure	blueprinter-spring-boot-autoconfigure	v1.12.0		984597139f70ac0100e2d541e4485e186b80c19b
fr.vsct.tock	tock-nlp-admin-web	0.1		a8089161ed82392d5ef05f329807150fbc1b820c
fr.vsct.tock	tock-nlp-admin-web	0.2.0		eda9c1215c3bdfcc1c504171332f38ea1c5c809e
fr.vsct.tock	tock-nlp-admin-web	0.2.1		d621aa340088893d6412ac1ba9b95b978b28888b
fr.vsct.tock	tock-nlp-admin-web	0.2.2		2cdb17487b3b0ab2ee957f99ae50dc32500cb574
fr.vsct.tock	tock-nlp-admin-web	0.2.3		ed8c97bb95b87b970e214bc2766d32232ed9d891
fr.vsct.tock	tock-nlp-admin-web	0.2.4		904b58ee1bce1bab49d9324931aefddc1aea0cbe
fr.vsct.tock	tock-nlp-admin-web	0.2.5		9a60feab5c7d5b4338eda888f24bf78517c88ddb
fr.vsct.tock	tock-nlp-admin-web	0.2.6		f09ba8717214f70d2ac9d89977971680f427dff0
fr.vsct.tock	tock-nlp-admin-web	0.2.7		45149e6e0b649e4d9e30c00a6dc8fb8cf8b3055e
fr.vsct.tock	tock-nlp-admin-web	0.2.8		3dc0bef3988ccf5b970085d1d4cb2f4a839d4eb6
fr.vsct.tock	tock-nlp-admin-web	0.2.9		f83e79680b1e6cee7dc692fd440b7afb6263487d
fr.vsct.tock	tock-nlp-admin-web	0.3.0		31796807456ce7d8a31cb89bbc80a7ee07abc9c1
fr.vsct.tock	tock-nlp-admin-web	0.3.1		b332c7af2a25e05324d11cdccf624ee6e1f69e03
fr.vsct.tock	tock-nlp-admin-web	0.3.2		c865b696146ecd64837c5f5c6e26adc3fca07216
fr.vsct.tock	tock-nlp-admin-web	0.4.0		7a26ee31226113790e2429545a25628eb4da3694
fr.vsct.tock	tock-nlp-admin-web	0.4.1		698b0069bcf90f735f4d69029c66d6c8e0590404
fr.vsct.tock	tock-nlp-admin-web	0.4.2		4d3204cfce3527367d5f9d4b01c9ebec31ca5d07
fr.vsct.tock	tock-nlp-admin-web	0.5.0		705e770713e099cbce0971e21aca4ef3ea0feb4a
fr.vsct.tock	tock-nlp-admin-web	0.5.1		6b18f2deba61aaee8b533b52d1ef1c8c8872d56b
fr.vsct.tock	tock-nlp-admin-web	0.6.0		6c71e52aae639b5ba4e744d43b0fb681e7fb6fb4
fr.vsct.tock	tock-nlp-admin-web	0.6.1		627255b51d17076eb2b927db5024acbb12bd86e9
fr.vsct.tock	tock-nlp-admin-web	0.6.2		c985bf9dec5f49a8e20f6e22ba5e9dd0f5450b83
fr.vsct.tock	tock-nlp-admin-web	0.6.3		33ae163901aba47360ff969413813e0606bb9876
fr.vsct.tock	tock-nlp-admin-web	0.6.4		2c5966ac1f70a00ff94a24252559d3b67816b965
fr.vsct.tock	tock-nlp-admin-web	0.6.5		b300d3f13109633fcf4786ca3e5e6e87fc4ee13f
fr.vsct.tock	tock-nlp-admin-web	0.6.6		0b2aeff2fdde068fc13076da7e3556afc0f7a8ae
fr.vsct.tock	tock-nlp-admin-web	0.6.7		5490ea907b88aa73b27596c2a0a4de1577564f7f
fr.vsct.tock	tock-nlp-admin-web	0.7.0		1ac1c30c64d18818fb460559bb572bf410ad59fa
fr.vsct.tock	tock-nlp-admin-web	0.7.1		3ae08c18f101301321fd2d44a105e168df6af847
fr.vsct.tock	tock-nlp-admin-web	0.7.2		4efcd4ce5106b9d2f6ff41edeb6b9e9a521dc77b
fr.vsct.tock	tock-nlp-admin-web	0.7.3		c56b991da0a2c69fa2b6045b31da66b9c9f3ab8c
fr.vsct.tock	tock-nlp-admin-web	0.7.4		6f4ddd0eb3a3115f58cb9d4b5c58d8e45f5b7c24
fr.vsct.tock	tock-nlp-admin-web	0.8.0		5ab26c4da085e4888bfc0e40af3e128e0a23f52e
fr.vsct.tock	tock-nlp-admin-web	0.8.1		387af0e4afdd55720163af5f80f4cfe294e9a85b
fr.vsct.tock	tock-nlp-admin-web	0.8.2		498fa745c19fe5bb28b241f5396a7aac435fd2cd
fr.vsct.tock	tock-nlp-admin-web	0.9.0		34cb981a22c946e318ece80b21df71835c49a9df
fr.vsct.tock	tock-nlp-admin-web	0.9.1		818e14c2110a28a773dc852c0d0d511eba75b079
fr.vsct.tock	tock-nlp-admin-web	0.9.2		919bc14155735acd4c1189ed89fa46e3a27c910b
fr.vsct.tock	tock-nlp-admin-web	0.9.3		4705bfb79b4d9439366be5caf399170f393ab376
fr.vsct.tock	tock-nlp-admin-web	0.9.4		e26617226383613887e0b78f438afc4a332094ab
fr.vsct.tock	tock-nlp-admin-web	1.0.0		808b5bc2e189e394d6bf9003d2535bce46c5a133
fr.vsct.tock	tock-nlp-admin-web	1.0.0-rc0		b498b38939631fef22c8366993af6a79924f3d0c
fr.vsct.tock	tock-nlp-admin-web	1.0.1		0bba2137557d48a4161590d7c1f364ba8f483107
fr.vsct.tock	tock-nlp-admin-web	1.1.0		3c1f597b9874c136e787484ec19f11def6d7ca33
fr.vsct.tock	tock-nlp-admin-web	1.1.1		1cadfc0ef29967e1aaa29abb25c8fae0abd2a2a2
fr.vsct.tock	tock-nlp-admin-web	1.2.0		e3c99b2d708e22dffd86809908a8fe449a0de829
fr.vsct.tock	tock-nlp-admin-web	1.2.1		2895bbcb85dab4540ab81e9cfc144d039b97f90b
fr.vsct.tock	tock-nlp-admin-web	1.3.0		26f3d990dd605ccaac36f5acf228eaa9e5e1e469
fr.vsct.tock	tock-nlp-admin-web	19.3.0		885cb82a6893b392b4bafaed9caa15f32293a736
fr.vsct.tock	tock-nlp-admin-web	19.3.1		e0b1a95fa3261cb2e33ec38550f5b22465c09e8c
fr.vsct.tock	tock-nlp-admin-web	19.3.2		7bccd042f6ad2779744ac156aeebbe73b9faa7b1
fr.vsct.tock	tock-nlp-admin-web	19.3.3		173b2ab5d777b6afa11e513f6fbede15d74aa939
fr.vsct.tock	tock-nlp-admin-web	2.0.0		cafcd477ead2382eee6f3fa4ebec0adcf03ab7a4
fr.vsct.tock	tock-nlp-admin-web	2.0.1		32d874c777a988a35b3d7f1ef54c967b1b0f015a
fr.vsct.tock	tock-nlp-admin-web	2.0.2		c458379562df13dbc7e7ad3dc17820e029e00e0f
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.2.GA		7e822d0a3c8d7bb92bd1238bbc258a9e4d6d3aa9
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.2.GA	client	f0b238b89b5ff78dcc3ac370e7e2f18fcbbc17d1
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.2.GA	client-sources	51e57ca4f7f71fafbed0c215e7693eaec698d8b2
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.2.GA	single	6a258cbbe341548ccee4348f9356890857560193
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.3.GA		d2b083ce645c6936f27871347e5a7238d9c165d7
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.3.GA	client	eeb2d836241e28d8b88df15405eaf9d6def6def7
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.3.GA	client-sources	8b2d264914f9ae9e2889ec6ff8b271f31501637e
io.bitbucket.supportomateinc.aop	jboss-aop	2.2.3.GA	single	41dbca4b973ec7c599abbb64903c68a61ac2a3bb
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.30		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.30	metadata	aefd9a52859a2eebf2b907f62d84f77bca0c7266
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.31		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.31	metadata	160f56347d47cd4e3fc1c2fae03eaccf76d81367
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.32		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.32	metadata	6efd9b9e2f3ee7ed9817b738f16d0c005ae20c04
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.33		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.33	metadata	b3ecce0e8ad3d814b7ecb6fc92552ab6e5db9af3
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.40		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.40	metadata	6b1e8db62a5f21d6284ae24fe69d0283211718b9
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.50		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.50	metadata	cbe7d13e7e093717a8a5e6d3301405838ae0274d
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.60		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.60	metadata	6b919efb18cb9c8788d92831fd6d0e0da9505b7f
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.61		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.3.61	metadata	a5ae05dd0df5176a4b88377d55e31ef5ff13cc6b
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.4.0-alpha05		N/A
io.github.alexgladkov	odyssey-compose-iosSimulatorArm64	1.4.0-alpha05	metadata	9f234191e4c819844018531fd6fbf273858b53fb
io.github.cquiroz	locales-full-db_sjs1_2.12	0.6.0		b0d5ce6c0318079e327c2ebe2d062e284f2dfc96
io.github.cquiroz	locales-full-db_sjs1_2.12	0.7.0		a95478e8910904e22d58202af56187eab7b87bd0
io.github.cquiroz	locales-full-db_sjs1_2.12	1.0.0		f3ed7ea87b22505ce90676451d0ea790e13ca80e
io.github.cquiroz	locales-full-db_sjs1_2.12	1.1.0		a7d807559f499fa4ccfc3bd25824feb85f439933
io.github.cquiroz	locales-full-db_sjs1_2.12	1.1.1		17be8e6c919dc8b5aa2a0d5cceacde477a905aee
io.github.cquiroz	locales-full-db_sjs1_2.12	1.1.2		684169616276b90e8d14b8c4a3e53c3dc3cc9914
io.github.cquiroz	locales-full-db_sjs1_2.12	1.1.3		80e54ce322f7e21ea85610c0936a9775ec5aec77
io.github.cquiroz	locales-full-db_sjs1_2.12	1.2.0		56e2ac29f0f62c3a32c61e21a899c9a92d6f7480
io.github.cquiroz	locales-full-db_sjs1_2.12	1.2.1		db78e39efda47e1b9ceef99db356bcf18c0e8452
io.github.cquiroz	locales-full-db_sjs1_2.12	1.3.0		f482cdcfaa34f1b311ff8ce3a717385e05b577fe
io.github.cquiroz	locales-full-db_sjs1_2.12	1.4.0		612beb15fbd2152f0dcc8964f0991d838e6bec67
io.github.cquiroz	locales-full-db_sjs1_2.12	1.4.0-RC3		e8ffd9fc00a0e6a765c8bbfdd2b03e87d3b0cd24
io.github.cquiroz	locales-full-db_sjs1_2.12	1.4.1		cdc06f4169df7f0fccea3c0d6c6b2b4d3bfa23df
io.github.cquiroz	locales-full-db_sjs1_2.12	1.5.0		d4276165b3e28ab2e3ead722f980af200cdcd3ad
io.github.cquiroz	locales-full-db_sjs1_2.12	1.5.1		f68b328c999cd7f4e21225f45615f90faab319a4
io.github.cquiroz	locales-full-db_sjs1_2.12	1.5.2		3c0d7f5029f884aa44fd36634ad9518195980f1e
io.github.cquiroz	locales-full-db_sjs1_2.12	1.5.3		300ef20ca1cb0f550633eb23363359a36fca11b5
io.github.cquiroz	locales-full-db_sjs1_2.12	1.5.4		07f562f946cb3927fc430500b5038dc6b90e2420
io.github.jccdex	JccJingtum	1.0.0		1332ed4b74d890a392654322fcc6070ffba5f7e0
io.github.jccdex	JccJingtum	1.1.0		615389813f9061990be00d48aaaefda706cfbaff
io.github.jccdex	JccJingtum	1.1.1		490eb4f4d82be3fbb94e8f2787290dab15ede09c
io.github.jccdex	JccJingtum	1.1.2		1bce4b94adf6c769c4f1a9014db51cbc41e7f693
io.github.jccdex	JccJingtum	1.1.3		9a952c3ac54a92b5155d007489fd5b380a89792a
io.github.jccdex	JccJingtum	1.1.4		539dca9748bd5eb3acda2f5888e51f03e9e96aa7
io.github.jccdex	JccJingtum	1.1.5		e26dafcadb382c44bd85b3373812d54815cf45b7
io.github.jccdex	JccJingtum	1.2.0		75c37486758dbc8c9f72f7dbc37788bd4518cbae
io.github.jccdex	JccJingtum	1.2.1		c992bb52ec27c20b7bd1f534199e0b2d8f4fd816
