app.cash.chronicler	chronicler-proto	1.0.1		f3339b705086dc89519a2fd6400a1dc912692d5b
org.sakaiproject.delegatedaccess	delegatedaccess-api	23.0		716bfc1e4fa53183007b50b4f0b9c79e403fbe76
org.sakaiproject.delegatedaccess	delegatedaccess-api	23.1		500f57732bd2193fa979cc32c96055b863d26e3e
org.sakaiproject.delegatedaccess	delegatedaccess-api	23.2		4556dfd329869e4a6320787a3b226b3fedc4e2a4
org.sakaiproject.delegatedaccess	delegatedaccess-api	23.3		6fecdb11ec0ecd6da25d4a385dc3124a4c02ed85
org.sakaiproject.delegatedaccess	delegatedaccess-api	3.0		db8be91f0b09dd7a82f082f16009c797b6f63879
org.sangria-graphql	sangria-argonaut_2.11	0.1.0		1875a9689709fa90d9902019e93ad4aa47f4d55d
org.sangria-graphql	sangria-argonaut_2.11	0.2.0		1c5e5bfdab7400e706306af3a756bdddc0646a78
org.sangria-graphql	sangria-argonaut_2.11	0.3.0		0b5dd945d5dce2b4c887e52fe74ee5921fae766a
org.sangria-graphql	sangria-argonaut_2.11	0.3.1		8624e40f488255b1179086b667fdef6d37b34d2e
org.sangria-graphql	sangria-argonaut_2.11	0.3.2		ae26e758361644cd6da389441514807b74102c07
org.sangria-graphql	sangria-argonaut_2.11	1.0.0		ceab731b6917662f5ffe327bdd559499dff4eb0f
org.sangria-graphql	sangria-argonaut_2.11	1.0.1		89ef318806ea231c757f6a810bbc68475962dfb5
org.scalameta	munit_sjs0.6_2.12	0.3.1		f3346e7669de66456cbf164e0d3597880141bcd7
org.scalameta	munit_sjs0.6_2.12	0.3.2		8e5dc7ce2dc7ddd20f93b1533fb267b1116dce2d
org.scalameta	munit_sjs0.6_2.12	0.3.3		0fdd3723559ee154aacc8924f421f0fa25fadd74
org.scalameta	munit_sjs0.6_2.12	0.3.4		a739710c1a82933918016f7abec5659d9b2be12f
org.scalameta	munit_sjs0.6_2.12	0.3.5		4105d73a02843dc6b7f55d5725ef7ce7fde77a29
org.scalameta	munit_sjs0.6_2.12	0.3.6		b214c06e99989a458d657dd4bac1df98652341b1
org.scalameta	munit_sjs0.6_2.12	0.4.0		2567ece0aa46655b759881353a3bc37e2d3e1789
org.scalameta	munit_sjs0.6_2.12	0.4.2		829cd902672fd51176e61f443d7e559735302aa9
org.scalameta	munit_sjs0.6_2.12	0.4.3		1e18b9f3600ed734f40ea074319bd47d4cb796a5
org.scalameta	munit_sjs0.6_2.12	0.4.4		c4dc08168f1a8a7330022726acdc9addd2b334ab
org.scalameta	munit_sjs0.6_2.12	0.4.5		f846b93206d513cc5c999c404203750584d210c7
org.scalameta	munit_sjs0.6_2.12	0.5.0		1a5c5b89bb8bd770c25fb06ea581d9f41c9dcdcd
org.scalameta	munit_sjs0.6_2.12	0.5.2		b82cad1537581b46bcaf60f6b6edf16d48b178a3
org.scalameta	munit_sjs0.6_2.12	0.6.0-M1		b74e8acf6426f32015f8b0936df855b613ebf40a
org.scalameta	munit_sjs0.6_2.12	0.7.1		a5464a8fb3503b34cced50e0d450c8454bd15d65
org.scalameta	munit_sjs0.6_2.12	0.7.10		b39a2bc76b07fe32f49cc66db4174075856b9012
org.scalameta	munit_sjs0.6_2.12	0.7.11		601e15b1863a98b530cc7fbdab81678e04652648
org.scalameta	munit_sjs0.6_2.12	0.7.12		b0492fde3c5f351ae348d6bbb31d0ac359b1014d
org.scalameta	munit_sjs0.6_2.12	0.7.13		956f874ba8fd2e78f7241583392a8f8d5ad6f4ef
org.scalameta	munit_sjs0.6_2.12	0.7.14		c195649afe1f701c8d58ec12a275c2534624482c
org.scalameta	munit_sjs0.6_2.12	0.7.15		02ba78029550405a3f22db8324373e348cc1f75c
org.scalameta	munit_sjs0.6_2.12	0.7.16		6413068f2dde1f667d7eaa25bf7ba5205cd2af3e
org.scalameta	munit_sjs0.6_2.12	0.7.2		d11f117751114ae3653b149c6ba07259d23b8090
org.scalameta	munit_sjs0.6_2.12	0.7.3		f8b9a13f3bbd721bcf9436852bd8f6cbaa3200a9
org.scalameta	munit_sjs0.6_2.12	0.7.4		a1732eeaeb861b2335a1047d2468d85ac0e062f7
org.scalameta	munit_sjs0.6_2.12	0.7.5		4837c222dda7fa15323a9faf094ac7a7e6f19001
org.scalameta	munit_sjs0.6_2.12	0.7.6		14a5f862d25b1ae6c1fced57948a692c5996e018
org.scalameta	munit_sjs0.6_2.12	0.7.7		f6960db0909bfe1d50581d72be425e5a1d75cdf3
org.scalameta	munit_sjs0.6_2.12	0.7.8		deefe8dd727d75d9bdde39f83700ca1604d6d70e
org.scalameta	munit_sjs0.6_2.12	0.7.9		91184622234a9ae3cef99a44e23fe7571373bfb9
org.scalatra.scalate.samples	samples_2.11	1.7.0		N/A
org.scalatra.scalate.samples	samples_2.11	1.7.1		N/A
org.typelevel	algebra_2.13	2.0.0		204789f7fbb7e8784b8be77a18e466bc061a04ec
org.typelevel	algebra_2.13	2.0.0-M2		2c57ab7a5eae969b8c523dbb432dfc86cf9590fe
org.typelevel	algebra_2.13	2.0.1		7a740af1b2007c7b1baf9541ce8d598731163e1d
org.typelevel	algebra_2.13	2.1.0		18be4bddc187d79c758e299b470b79d3f0780a7e
org.typelevel	algebra_2.13	2.1.1		38b247a04a91decef019aa97c4244ebb5216dc7f
org.typelevel	algebra_2.13	2.10.0		d53b6c88bdbdd610ec181d6ee25405bf46af7ba2
org.typelevel	algebra_2.13	2.11.0		73465f304e8978d8257b3b8a11f9d1ea304ce7c6
org.typelevel	algebra_2.13	2.12.0		2ce4ef0b4551355bb90c71bb3bdd9ea5649aff2f
org.typelevel	algebra_2.13	2.13.0		6599fd5793c47fd9e60ac889daa1b78491c20cfa
org.typelevel	algebra_2.13	2.2.0		56ac9748fd799f5db70531dc2e4089ca7a66f594
org.typelevel	algebra_2.13	2.2.1		ca01f496044fd4cea082e9dbbd4728f3b10d9ae7
org.typelevel	algebra_2.13	2.2.2		4a5f483cacf86fbc27e0e9b3d9c85d5f2bcceae9
org.typelevel	algebra_2.13	2.2.3		86791bc0396888ba4712abb007c1f5a5f51234dc
org.typelevel	algebra_2.13	2.7.0		4e5b9490490a0cfc8c61dc671c951aa25671a7e9
org.typelevel	algebra_2.13	2.8.0		857d6fb754814dbfdfd2b09501433ac0cd4ac177
org.typelevel	algebra_2.13	2.9.0		384fca3326f0e7192598cf2f71decb4c5177aab4
org.webjars.npm	digest-header	0.0.1		356ebdc6fb82cd62fe14f9ad0577d595b7a8c181
org.webjars.npm	file	0.2.2		7044d2d66db0823d1b8c7cc5c3941a14286701e5
org.webjars.npm	sticky-table-headers.js	0.2.1		8f8f30352f4aafd0b51f2b66e25a9d7122ca9373
org.webjars.npm	sticky-table-headers.js	0.2.2		c79be635df45a705c158658ebef8677e9a0a9eb4
org.webjars.npm	style-vendorizer	2.2.3		96d91bc82369acd076594359aedc394c3511b19b
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta10		37dd20eab91b571f23d47ff30187689e168e83b9
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta11		fff7c6a5a83eb1062aeaf76dd9f079c854cfdb4c
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta2		a317ad4959c2d1b82b5394527e8831de51c89271
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta3		dc610aac174f970d0e2d71ef3333545bb16660cd
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta4		bc154739a834e78340bb7b900ebbcceef21d2c0c
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta5		077510bc4099dfeb37a22dccb0b388d9d7bb6d4b
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta6		cc25527a8bca9f6567480714d62737abb3ad244f
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta7		1c969374998b7d45f555ac0bb224aa2df8211a05
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta8		43a0773724eee5736c5b6089760a47d01896710d
org.wildfly.arquillian	wildfly-testing-tools	5.1.0.Beta9		4b5746e2bc325a701b6eab329b726eb89979065f
org.wso2.carbon.extension.archetype	org.wso2.carbon.extension.archetype.is.provisioning-connector-archetype	1.0.0		89910cacb74ed7931fe01b511753186a7bb2c7b2
org.wso2.carbon.extension.archetype	org.wso2.carbon.extension.archetype.is.provisioning-connector-archetype	1.0.1		78e8f2952db7c1d8f63cb793c3c5fe48acd69dbe
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.0.1		N/A
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.0.1	metadata	f0bc1a4857ced474001b6ba22fda4fb568ac0081
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.0.2		N/A
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.0.2	metadata	091b9be4a773ee47e566d53ea9e5f7da82c0e6da
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.1.0		N/A
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.1.0	metadata	eb405efd77fc9faddd2e53edc1d26d0a1e2279f3
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.1.1		N/A
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.1.1	metadata	bb80c322a3a1de71118b543f2e21a30b2eaed2b7
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.2.0		N/A
ru.sulgik.mapkit	yandex-mapkit-kmp-iosarm64	0.2.0	metadata	2acfb9d734ab28e2b30e99303114b58a28e09474
tech.simter	simter-test	0.3.0		4cdf1266f5a30c95f870cf58d1775becf9081641
tech.simter	simter-test	0.4.0		a9e8d3b7e85c07d5d5ef166a33c1137cad230fd3
tech.simter	simter-test	1.0.0		3ea3104f1490b1564fd38a3cad703cce74c05bc2
tech.simter	simter-test	1.1.0		7c5e04ebef0f0488ce1e2fef9dbd531f91eaf991
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.11		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.11	metadata	d3c4b767c573b8f9cf8878e972b007c7ec990417
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.12		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.12	metadata	e4a3260e7f0c56714e247881d8a719b5dc61e25b
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.13		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.13	metadata	f8411babbfb91cf98ddeb0756fa641935755ccbd
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.14		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.14	metadata	6658d5d851a51b6f0433e608704bec4f523eb0c6
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.15		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.15	metadata	16eb74af56c35346179ceb9cb4f78c149825b2ba
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.8		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.8	metadata	7ded3af6f0f75bc009ab9cf326dbe888825f3294
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.9		N/A
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.0.9	metadata	5183d264f1b39cc25b11b2b3f8e9eb8dc3526691
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.1.0	metadata	3d59382a53bdbc4eb056924020152c0451b32f36
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.1.1	metadata	8c9cde0a965064d42f4553703a4f162776ea8f9b
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.1.11	metadata	4460c181bcf77d44c0e519758a4efa88146a6e8b
tz.co.asoft	raven-outbox-core-iossimulatorarm64	3.1.12	metadata	19718bb693dd417d850490f8131200e525cf2958
uk.gov.gchq.palisade	audit-service	0.5.0-RELEASE		ae9ebf8ce19a639c870ec28e78d84c77166961b3
uk.gov.gchq.palisade	audit-service	0.5.0-RELEASE	docker-info	871c8d1430cb076a12d815f7f6a41097802262cf
uk.gov.gchq.palisade	audit-service	0.5.0-RELEASE	exec	8a83b418510b8ee0585d04df32b100f25fc41dac
uk.gov.gchq.palisade	audit-service	0.5.0-RELEASE	jar-with-dependencies	b7a8b9b85cadb72d305c70da9007ff03d5e6c4b7
uk.gov.gchq.palisade	audit-service	0.5.1-RELEASE		4bf699af4c28bbd1a81910918ae5b3afaf92c914
uk.gov.gchq.palisade	audit-service	0.5.1-RELEASE	docker-info	27395902d4a0e86cfed55048d9de35a23bbbaf62
uk.gov.gchq.palisade	audit-service	0.5.1-RELEASE	exec	ac77e7ea9c4da60e59f79a7d8273c9f69e5513cf
uk.gov.gchq.palisade	audit-service	0.5.1-RELEASE	jar-with-dependencies	7445415e9c747cb5415e1b15475c996ba4ce741d
