biz.aQute	osgi.enroute.bostock.d3.webresource	3.5.6		E5F0B417BE48D4B9C54A3A0E2A29F054AEFA2C72
io.github.vigoo	zio-aws-networkmanager_3	3.17.102.5		3d5dcba11c23b3be771d90a8f1d62a5296d160e0
io.github.vigoo	zio-aws-networkmanager_3	3.17.102.6		7d351f931573640ca2b01d024528ef432fc056b3
io.github.vigoo	zio-aws-networkmanager_3	3.17.103.1		fc8328302fcc8a0827fff1e7a5afc46abac54f2c
io.github.vigoo	zio-aws-networkmanager_3	3.17.104.1		56381885d7827d2a73eab54cb3c8a8457ec76753
io.github.vigoo	zio-aws-networkmanager_3	3.17.104.2		b150e90e92e2aabf8fbda0601d9836dba27a8713
io.github.vigoo	zio-aws-networkmanager_3	3.17.104.3		a96999391a7020ded8d70017a9865547e8063781
io.github.vigoo	zio-aws-networkmanager_3	3.17.104.4		3a34db3e78ec20c9c9baac0a96844db016fbbc58
io.github.vigoo	zio-aws-networkmanager_3	3.17.104.5		35cad1dd81c582a029870d933ee13f9c2940120c
io.github.vigoo	zio-aws-networkmanager_3	3.17.104.7		6b42cca94cff63abd783bb5080a57b8e5cd05d6f
io.github.vigoo	zio-aws-networkmanager_3	3.17.11.1		d51d9ad9a24d9529a10773ee7a31c4550f5a59a3
io.github.vigoo	zio-aws-networkmanager_3	3.17.12.1		05ac81f3cc724b84036a402aadae1f707ff5268a
io.github.vigoo	zio-aws-networkmanager_3	3.17.12.2		a6889ab1de67e2be46f0ff4985b1923468c18212
io.github.vigoo	zio-aws-networkmanager_3	3.17.12.3		146934479f3b1208841b93ed6acc225a471ba2a7
io.github.vigoo	zio-aws-networkmanager_3	3.17.19.1		d0c7301def4d985574e6902b46458656862c5d05
io.github.vigoo	zio-aws-networkmanager_3	3.17.2.1		a6d920316d4dd745ba085f55807b3fdcc8f0ab2d
io.github.vigoo	zio-aws-networkmanager_3	3.17.20.1		c265fdf00663ffb170caffd4dc743276fd2aef48
io.github.vigoo	zio-aws-networkmanager_3	3.17.21.1		b2caaf73c7c2a49f91fce7f05a5bed23f8fd51eb
io.github.vigoo	zio-aws-networkmanager_3	3.17.21.2		4236be61db5580c3d0bdd0c6756f7358bf1cc6e1
io.github.vigoo	zio-aws-networkmanager_3	3.17.22.1		35499d4c231403fb1702d91b0817e5bd5afa7d21
io.github.vigoo	zio-aws-networkmanager_3	3.17.23.1		11279ad33c8c7e37e3165f3be104466451a1a772
io.github.vigoo	zio-aws-networkmanager_3	3.17.24.1		27d1b6071c987031333f95eae2b0961f068ea1cf
io.github.vigoo	zio-aws-networkmanager_3	3.17.24.2		6c1b00f3f39c204a4acf4d8cf900826ce18144dd
io.github.vigoo	zio-aws-networkmanager_3	3.17.25.1		99a4f58690933aaf0bd26eaef48a910e65228b17
io.github.vigoo	zio-aws-networkmanager_3	3.17.26.1		18d2b8591c05b4ad063ffdb1b09ef72c8e8efdd5
io.github.vigoo	zio-aws-networkmanager_3	3.17.26.2		63a4eaf7febd2eb2c4790eaff94d7b0280f1506e
io.github.vigoo	zio-aws-networkmanager_3	3.17.27.1		315867998b7a26fb6191b55ca5983126fea58751
io.github.vigoo	zio-aws-networkmanager_3	3.17.27.2		4a3a1d9eb6308bf84979bead6726ae0474108929
io.github.vigoo	zio-aws-networkmanager_3	3.17.29.1		9e21bf1791fee0634b4ac4438c0b7b1053ec8c67
io.github.vigoo	zio-aws-networkmanager_3	3.17.30.1		541ab5c77bb1ed6c5a3929010e827601ab87c21d
io.github.vigoo	zio-aws-networkmanager_3	3.17.31.1		a73852c1571a59ba80ae4600a527b34fbb04ed0a
io.github.vigoo	zio-aws-networkmanager_3	3.17.31.2		218b7c708f8b86844c6c6f42282328b702198900
io.github.vigoo	zio-aws-networkmanager_3	3.17.33.1		ba2151e9778ad4c12f17f4ae887d9116f31bb15e
io.github.vigoo	zio-aws-networkmanager_3	3.17.34.1		e24df9736b4b1f540d95d872abf5ff9ac34b4891
io.github.vigoo	zio-aws-networkmanager_3	3.17.35.1		9f9a5ca04436baca62824ea735ea9ca102ee8f6a
io.github.vigoo	zio-aws-networkmanager_3	3.17.36.1		03f7b5f8f7f97244b9f3e3b64f1c0bb02ff8771e
io.github.vigoo	zio-aws-networkmanager_3	3.17.37.1		908a7456d44eaff333fb76ff2d16bcd44e032b9d
io.github.vigoo	zio-aws-networkmanager_3	3.17.38.1		53f4a485431fe9fb5e8fa268bda9de89dbca7bc3
io.github.vigoo	zio-aws-networkmanager_3	3.17.39.1		6735ac389eee7eab14fa3f7bc41ad7d86b1bd8b9
io.github.vigoo	zio-aws-networkmanager_3	3.17.40.1		b7c98e4e5e1130b71613fdaa0b752ffbd20ec546
io.github.vigoo	zio-aws-networkmanager_3	3.17.41.1		a2a588f78a326ea9ae6ecbfad6c94229b0ad672a
io.github.vigoo	zio-aws-networkmanager_3	3.17.41.2		daa6f945d3eef4751bc53f19421d02a7d3d893d8
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.1		debef27e80284788544c729a9e15dc7ecb59c69c
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.2		5c1423e17253c89ba6d5f113f0e9da80c083ee79
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.3		b9fae3f27505761b9068f35a9c4e1752f6020fe8
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.4		86ab57188c2b7d6561054ef35775b1e8b63f8c14
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.5		82f4364aa1e9128483955a8aabc43e06fa97fad5
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.6		ad7a1469030d6061af2541317b131b9122c41b03
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.7		00cbae48267ea1ce727cffbe2b8e3d3efdd2e43b
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.8		c98bc95136a0ab4d5e6b7fe996992f92869d6209
io.github.vigoo	zio-aws-networkmanager_3	3.17.42.9		cd2faf94de81d68a617dff8b276c3d468c0fe15c
io.github.vigoo	zio-aws-networkmanager_3	3.17.5.1		956d752be71dce96e6fc2dca094e02c4baea752f
io.github.vigoo	zio-aws-networkmanager_3	3.17.56.1		9f09bbc69d33ca6d21b95dcca54ea22d174374e2
io.github.vigoo	zio-aws-networkmanager_3	3.17.57.1		810f92308272f74ca0c57943ad372a0d7391eb4f
io.github.vigoo	zio-aws-networkmanager_3	3.17.57.2		2a4f9576becd610e04983233750334abe42f56fd
io.github.vigoo	zio-aws-networkmanager_3	3.17.58.1		ac1b3dc53f170c9081dc03aa30555778f48126a8
io.github.vigoo	zio-aws-networkmanager_3	3.17.59.1		084432307455fff17d3f2bb091d79c469b65477b
io.github.vigoo	zio-aws-networkmanager_3	3.17.61.1		480a7cf6bd01fd48f63f6faadbd544cdde4e3bbc
io.github.vigoo	zio-aws-networkmanager_3	3.17.61.2		b530f8e591e792d0098cdd0d0780e111514fe8ef
io.github.vigoo	zio-aws-networkmanager_3	3.17.62.1		ca369e0a78100740358d2d1c1ad551843eb94619
io.github.vigoo	zio-aws-networkmanager_3	3.17.63.1		82eda13f4771321247e680cab459c8e8a6f8208e
io.github.vigoo	zio-aws-networkmanager_3	3.17.63.2		773ff8eca0d1eb006e755de623b4ce9e64b691c6
io.github.vigoo	zio-aws-networkmanager_3	3.17.64.1		3a84409aeb8cbf5cfc99219ed936a071a8e0fafe
io.github.vigoo	zio-aws-networkmanager_3	3.17.65.1		b25d5d7ae3759ddc9dc226fa74dce0b377c5052c
io.github.vigoo	zio-aws-networkmanager_3	3.17.68.1		3be48cff4a9e1e6b63017c9acbe15afabc2e834d
io.github.vigoo	zio-aws-networkmanager_3	3.17.70.1		e2e286ed54473e04d549c7a72729e8777f22139e
io.github.vigoo	zio-aws-networkmanager_3	3.17.71.1		ed8c12f9b86d50601f9cbfc28572776c8b58954e
io.github.vigoo	zio-aws-networkmanager_3	3.17.71.2		87cece11e232cc295fc951efb89fede9310fbadb
io.github.vigoo	zio-aws-networkmanager_3	3.17.71.3		16a24e54616373645b56c84c7601f50022851967
io.github.vigoo	zio-aws-networkmanager_3	3.17.74.1		5eee0d0fcc5bebc4fea4d6dae0471b74a7a84de4
io.github.vigoo	zio-aws-networkmanager_3	3.17.75.1		7e31ed9dbbc860e9684f91baed2029519fe2129c
io.github.vigoo	zio-aws-networkmanager_3	3.17.76.1		98a666896f0f9bfc6bb1ef1a27061929a77e1ada
io.github.vigoo	zio-aws-networkmanager_3	3.17.77.1		2fc3d176116b16708dea05f9ae12544123700146
io.github.vigoo	zio-aws-networkmanager_3	3.17.78.1		52289390b7ffc8d68fae7ff12749de9cf395c5e6
io.github.vigoo	zio-aws-networkmanager_3	3.17.79.1		43f485b6958a6eb4282e9737322809d1f889c79b
io.github.vigoo	zio-aws-networkmanager_3	3.17.8.1		f7b95e2bc2a7ece810b3a605bcc7e0eb080f3e1c
io.github.vigoo	zio-aws-networkmanager_3	3.17.8.2		477eb87001fc118a0e02063986888822ffdf9f91
io.github.vigoo	zio-aws-networkmanager_3	3.17.8.3		22a331104088ecd90cf95b9a08dcecf133b7537e
io.github.vigoo	zio-aws-networkmanager_3	3.17.8.4		c49f1e9a1cf40d53cd1082ee6cf235e6f3c53b21
io.github.vigoo	zio-aws-networkmanager_3	3.17.8.5		d7836d13587f23375dd34065cd829278d4c130a4
io.github.vigoo	zio-aws-networkmanager_3	3.17.80.1		ad0ab78fe5549d8aec9a861a22bbb7c7c6955ccf
io.github.vigoo	zio-aws-networkmanager_3	3.17.81.1		d56bda2281ab0d3b223a33078bb14ba7e3fffc7c
io.github.vigoo	zio-aws-networkmanager_3	3.17.87.2		5359b6229405425268329f3f4b0b7c9ce57ff167
io.github.vigoo	zio-aws-networkmanager_3	3.17.88.1		be24e34fac19c15d1a2f9bd74ee65d5fa7ca744e
io.github.vigoo	zio-aws-networkmanager_3	3.17.9.1		936cf98d21a0b9772898268a51e30f9f7125e5fa
io.github.vigoo	zio-aws-networkmanager_3	3.17.90.1		8a22a0d1ea7c0849f9dbec66f50bc8b1afec6a30
io.github.vigoo	zio-aws-networkmanager_3	3.17.94.1		ee07b0a966fc878d2e84f4469ae201c9d0552385
io.github.vigoo	zio-aws-networkmanager_3	3.17.94.2		835f312438bf82b7b1b27afc5406ebda0a2bb747
io.github.vigoo	zio-aws-networkmanager_3	3.17.97.1		fcda7702a70e6322126ece1045a00603e8fe3fb6
io.github.vigoo	zio-aws-networkmanager_3	3.17.98.1		213e433d7faf715c42394c70a5c8e53470b6e2c6
io.github.vigoo	zio-aws-networkmanager_3	3.17.99.1		820ad5fcfb963d0129425e251f3aeb0f34ef77cf
io.github.vigoo	zio-aws-networkmanager_3	4.0.2		5ed9f4a251dae9392f7344bb5a293913b335499b
io.github.vigoo	zio-aws-networkmanager_3	4.0.4		7df49e402927cc7a2b3f330fb9a24a9c73b0195c
io.github.vigoo	zio-aws-networkmanager_3	4.0.5		f0bb00ebcffd2769e3e9846b9e0da34d5d9599d7
io.github.vigoo	zio-aws-networkmanager_3	4.17.104.1		6719aa26b95f6fa53a273ed31148cd3ff086d44f
io.github.vigoo	zio-aws-networkmanager_3	4.17.104.2		c861caf6401199d6c8b3df76885ea4e61d62b064
io.github.vigoo	zio-aws-networkmanager_3	4.17.280.4		9b6be9a98a4850fb5459e68bb32b744fac78fcb0
io.github.wjf510	kermit-test-js	2.0.0-RC4-1.6.21		321c9e6adabe82a36b035cde2bfa598bed1e8ff0
io.github.wjf510	kermit-test-js	2.0.0.1-RC4-1.6.21		b8122e68b9294fb8e1ad1e66b92a87772782a7cc
io.github.zakiis	zakiis-mybatis-generator	0.0.1		d520f529dd7654ff5021e3933433c37e0d034eca
io.hawt	hawtio-war-minimal	4.0.0		N/A
io.hawt	hawtio-war-minimal	4.0.0-RC2		N/A
io.hawt	hawtio-war-minimal	4.1.0		N/A
io.hawt	hawtio-war-minimal	4.2.0		N/A
io.hawt	hawtio-war-minimal	4.3.0		N/A
io.hawt	hawtio-war-minimal	4.4.0		N/A
io.hawt	hawtio-war-minimal	4.4.1		N/A
io.smallrye	zookeeper-config-source-1.3	1.0.0		0a132e0e37bf7a41b5181fcfca99150e0f8a695f
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.0.0		548c5a9d9c7d46304aff5d2df659a428e60c12b2
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.0.0.RC1		28399182edf1a8abaa273064d15b5d3a7704f044
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.0.0.RC2		aba6eb2198a1872827b0cd1f3d8fd6694067d4d8
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.0.0.RC3		a073b2ff34cda73ca99c62e4af01cb87a78faa09
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.1.1		435b900850ea9773aca39f91f43c6e8415755a07
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.10.0		4491e540d4250b5d0358c06275d3010259b2f3f3
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.11.0		d53f8da8de1733d0b4898b4c9938bc84173f9076
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.12.0		333f1993e973a180e83fab909c4d74e8ea6fcee5
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.13.0		10bac2b509fd67cda321bc0ed96a25b1aaa884fa
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.14.0		86f034dc60ac68cddb47eeebf30de2910a919d9c
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.14.1		28da3547aae1ac711ea6a1f0b483b782234c678e
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.14.2		90a1788b72fa5c57ee8a4cfc917f5c74355b0007
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.15.0		8a41ced63b41647bea8408547f54fcedd0cfa782
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.15.1		9e51fc307360508925b8f6acf27b1d8c10250a8c
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.16.0		5dc0c506499c6ddb4fb4176afac2beab93827cfb
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.16.1		1d99aec2ab12464085ef9f4964cbbadc1fe222cf
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.16.2		f080ff3b4cf945c2516c2347a7f70d4f5e9eb4bf
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.17.0		8d1d1b99f5f648e36c64cc7f517970d64366f9f2
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.18.0		f04c0c5f54ef4d103fd9c29d4196f2c17782c741
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.18.1		eade00f256bdcb3c59b21f22b714402ffc3ef557
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.19.0		f7369f93b2acdc649144a059bde6008744fcb9bf
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.2.0		91c7ea42747d455ec1515a05f4dc73b80669a103
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.20.0		99c35a856e25bf439f147cef461c93c963944fd8
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.21.0		3d03756e75c17fccd8dbbaeed08f992ec208d33f
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.22.0		888ea2f4c8a7db0f5568ab2fbcf27d3aee950b54
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.23.0		d65a24d61b7790d9980c4337612fb0a17b277263
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.24.0		13e88612b5ec9f36d0b981299928f470462b4eb8
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.24.1		cd9eb38861fbccf7397d052ca56098bc679b3f65
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.25.0		f1d154b94ab1d0a9a792738b9d9e05d1c5cfc053
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.26.0		5d86ff489d9a67376e67bd242de10d088bba571f
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.27.0		64f26c8d2ccb4471c90ad988f54f76c53ced8889
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.28.0		83303939d36881e44ec94b2f01fd6d92975c5b71
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.29.0		4fcf5de940447c30ce5086a4e6217c413d9635ca
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.3.0		629b0d762f9ac78457091b37a1d53129c4d4ef58
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.30.1		d48bf9a7c3ec9a6af50ec7e71ed9ea2e5d8d4d97
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.4.0		ad11dbafbe64cba89b6dd5a40bb74177e7573dab
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.5.0		03a633ad7c641a4f30ca96c8e46829f4397286e5
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.5.1		028103daa5627e36efec4359ca8c4d357ad3c781
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.6.0		fca1bcf61d68feaa0bc29bd635d20f7b0956dc81
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.7.0		24f23385031fcaf4096b03001ae2128c06ebf537
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.8.0		c16b84619928c2ae82e1c435b0b4f4fd7db5aabf
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	2.9.0		4727f28b3463cc7c8a3818cf5d972c0fdb4c0d61
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.0.0		a4096156e2512b07445a54e6d4ed9b1b9632b5b9
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.0.0-milestone1		fbc445e68125d7fc1eb8fb254b2e1a19f0d44a36
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.1.0		f0936f2d6fd08c2837fb2b0fc2eea9b68d105eb6
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.10.0		e83846df44a95ca5a3976e0a46a53382572989e5
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.11.0		82164437abe0fcf18ac522f2ba64f59a3fa110e0
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.12.0		90b179b7264d7013713cb0a29ff5177ed2a677ff
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.13.0		495387038d384453965e82f08986b094cee27093
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.13.1		396fc7960ab0f143bf0fd13559d60620d5758f9d
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.13.2		8016317fddf744bc1693c07eaaff8398678d6322
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.14.0		244efad21caeb4d10b66839772b1b1ceed27a4c4
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.15.0		42346c78e285c10b995eee8541eb2d08b9d13772
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.15.1		03288f347f8a64b59dc6d2e6ba2d61bde7b38647
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.15.2-RC5		88cf4f03ee201335d48352af81433a72659a9d63
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.16.0		ce03a1df53be202c0bb8099e4661edf365b14070
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.17.1		2fa6e20d2c6e367f5e0f79fa98b9e7c59ba67ab8
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.18.0		58c2d83ee6c817b17916cf7a07172fecf680d4de
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.18.1		5e75b943355d24ca4fe73332c02f1e40c920e9ba
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.2.0		b3748d8c4d7ebc8fce4bf3178f8658bd4c1f44ce
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.3.0		958b15557227b7ad6ba7e09f2cba7fbea97d3c89
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.4.1		a93aabf19033f1d8c056b740a9cf46a96be5dc0c
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.4.2		523d6261e592f688c9f518558aaf8c272dd2a035
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.5.0		a52298cb09b762e060997cc495e1780130ea9be0
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.6.0		03255bf69554ea66e1706c12d1f21f20dccecc51
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.7.2		047f297ad496ed5afc4555afc2db389bde369a6d
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.8.0		038dff7673b377e2b5fb206797361fcd8aded3b6
io.smallrye.reactive	smallrye-mutiny-vertx-web-validation	3.9.0		aadec4ba6603b91efd53dd767c7f940cde7fbad6
it.anyplace.sync	a-sync-discovery	1.0		4acb03a7d629f893922909aad3b890e50b4d44cd
it.anyplace.sync	a-sync-discovery	1.1		7340b45c7f4f96208826e15aafee87c98745ea73
it.anyplace.sync	a-sync-discovery	1.2		95d7f098df0f36c916b1f5f859e35d4830f72a0e
it.anyplace.sync	a-sync-discovery	1.3		156363022a9d0b8d4419a556ec229b8e981d395d
it.cnr.si	flows-client	2.3.1		35de30b58c7106eda06aebbbc1d22c71a1635ece
it.cnr.si	flows-client	2.3.2		e6b96aad27c05a1bb21960b8f991eef782ad411a
me.nathanfallet.ktorx	ktor-routers-client-js	1.8.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.8.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.8.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.8.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.8.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.8.5		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.9.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.9.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	1.9.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0-rc1		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0-rc2		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0-rc3		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0-rc4		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0-rc5		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.0-rc6		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.0.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.1.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.2.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.2.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.2.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.2.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.2.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.3.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.3.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.3.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.3.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.3.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.3.5		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.4.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-js	2.5.0		N/A
net.jahhan	dubbo-remoting-mina	1.0.0-RELEASE		7ce955084e2f25e324d71ffae1e0e07203837dd4
net.java.linoleum	pdfview	1.1		f8a61e96544a25cfbbe3df69544ae0411e4d8eb2
net.java.linoleum	pdfview	1.2		21fb7d36be4714c046e263c71a2f1d68109a2402
net.java.linoleum	pdfview	1.2.1		53b24f704a453a83c966e1b5b0565c8e06a6984d
net.java.linoleum	pdfview	1.6		dc8ece065633526bc3bd55176fd19196c6962ad9
net.scalax.simple	simple-nat_sjs1_3	0.0.1-M7		7634deaddd4e61777d103a54edbf28925524ea73
net.tazato	pgp-testkit-bcpg1.74_3	0.5.0		555047f04564a2cd26aa8cfad8a5e57906f852d7
no.digipost	api-commons	0.1		b2f573cf27499c3ab46bc285203b448f099cc369
org.apache.continuum	continuum-configuration	1.2		e3abd07402729908e898c6db85871b377f6883db
org.apache.continuum	continuum-configuration	1.2.2		16338627a99d2931bd43cc926c3d51d55859b1af
org.apache.continuum	continuum-configuration	1.2.3		f1b00c8ecdc15e8beb0823778e60cbbc403360e7
org.apache.continuum	continuum-configuration	1.3.1		5547331f8ae5fb358797b180a9dee4a61c18d1a0
org.apache.continuum	continuum-configuration	1.3.2		778955bb49e7ffeaaeb3986b73dbad64c53cca33
org.apache.continuum	continuum-configuration	1.3.3		6df1a62ec216ba9b9d4ca7185f87df05716aafbb
org.apache.continuum	continuum-configuration	1.3.4		6000b297690f3229583d5fb8626d514ca34b6778
org.apache.continuum	continuum-configuration	1.3.5		82ec7cc9b1efa46a141233272b75360ca16adbde
org.apache.continuum	continuum-configuration	1.3.6		8509c66ea3612c735ffbf08b2025138ede6e83b9
org.apache.continuum	continuum-configuration	1.3.7		7929e6a0aadac296d8dbde0ca9eb03dfa360766f
org.apache.continuum	continuum-configuration	1.3.8		147f8837a5a72efd86d8d380ed123fe758441407
org.apache.continuum	continuum-configuration	1.4.0		4c53491ad30ecd5d65574ddcef93661737539695
org.apache.continuum	continuum-configuration	1.4.1		ca5c88d1f5207863e0c2cdb0361b1f60bb061376
org.apache.continuum	continuum-configuration	1.4.2		cd771e222421b238d42da21ff03a5e814d45da5f
org.apache.qpid	qpid-amqp-1-0-common	0.18		09399c210278b258b949bcf9b719f43661c52246
org.apache.qpid	qpid-amqp-1-0-common	0.20		7dd98eafdc2f9a013f48a1f800d91ff510197dfa
org.apache.qpid	qpid-amqp-1-0-common	0.22		714de1f50cfba005361369b9d06a1b9fa60e6b2e
org.apache.qpid	qpid-amqp-1-0-common	0.24		9c0fe74d39ad868067623a875fa942b5d88fa7cf
org.apache.qpid	qpid-amqp-1-0-common	0.26		356ce83bd0a71a0647f168b65f7f810836c0066a
org.apache.qpid	qpid-amqp-1-0-common	0.28		64b06cf3b5926819ada1ae813986eb103b62f248
org.apache.qpid	qpid-amqp-1-0-common	0.30		509502cce4343dbd7bb645556ac1730009993bd1
org.apache.qpid	qpid-amqp-1-0-common	0.32		e9647120b2778e8e7737785ea58455e747258c93
org.bytedeco	mkl-platform	2019.3-1.5		c374dc44892434e2e8fa39e6b47b0274c67de3da
org.bytedeco	mkl-platform	2019.4-1.5.1		1af1463f38a09c63c0c5f14755e34a0fe8ca4a98
org.bytedeco	mkl-platform	2019.5-1.5.2		cfdb471a9b317d378f8547e60f76be4fe690aff5
org.bytedeco	mkl-platform	2020.1-1.5.3		4afbe020f016d47808fd295e1c7366464ee1807d
org.bytedeco	mkl-platform	2020.3-1.5.4		34d4817ff31e1f72a33e31be59474a075ce5757c
org.bytedeco	mkl-platform	2021.1-1.5.5		80fd18698712c0a6754b9912a4bd843e48891300
org.bytedeco	mkl-platform	2021.3-1.5.6		e9a186241195beac666eec115c819b6a6e4fb236
org.bytedeco	mkl-platform	2022.0-1.5.7		11521326c8ab8b6a6f2d3d6f33c493a88fe4945d
org.bytedeco	mkl-platform	2022.2-1.5.8		80c6ca6dfbe4797edd0caf50012679a52f18679b
org.bytedeco	mkl-platform	2023.1-1.5.9		d016c11cfa78d085785a07a13573404bf6a2bf7b
