ai.basemind	client	1.0.0		N/A
org.finos.legend.engine	legend-engine-xt-rosetta	4.44.0		8f96516dc3560d642a30b638b3b6fc3d6d67cbe5
org.finos.legend.engine	legend-engine-xt-rosetta	4.44.1		d68b75885594ee396d29af07ad1923ec5913a865
org.finos.legend.engine	legend-engine-xt-rosetta	4.44.2		923e23c225118c6cd5dfd6071dbc330b530da998
org.finos.legend.engine	legend-engine-xt-rosetta	4.44.3		19bebe9b7ee53a90b7b5ca1c2c28056e6132ef6e
org.finos.legend.engine	legend-engine-xt-rosetta	4.45.0		462771862a0d87a5fae2c64033734f476669a31b
org.finos.legend.engine	legend-engine-xt-rosetta	4.45.1		ffb4f4f91ae77c56b900b941baf6cb3d5fdda867
org.finos.legend.engine	legend-engine-xt-rosetta	4.45.2		8fdd3c81f02a00b70fc17b2c76808a3a3d92a2e6
org.finos.legend.engine	legend-engine-xt-rosetta	4.46.0		cf463cd9d4665ed7259d10269998a99c658101bd
org.finos.legend.engine	legend-engine-xt-rosetta	4.46.1		dfbcd5a4939f9ade1fddbb728372ad9e498387df
org.finos.legend.engine	legend-engine-xt-rosetta	4.46.2		846d75aede0f1fd751f02ea9b8f4a5af500c20ee
org.finos.legend.engine	legend-engine-xt-rosetta	4.47.0		bf3de8f158158186e33e3f3f0ae50dfec4080e21
org.finos.legend.engine	legend-engine-xt-rosetta	4.47.1		c08835d9060cdeebf6c65f6a00aa8acd1e607b66
org.finos.legend.engine	legend-engine-xt-rosetta	4.47.2		d57153f32ce798b689bf113e27b0ef5d5300e5be
org.finos.legend.engine	legend-engine-xt-rosetta	4.47.3		1a3a37834bbb4bd35df67ddd668f8edfbd546d42
org.finos.legend.engine	legend-engine-xt-rosetta	4.48.0		aa6c66dee22e506724da0d236de42483fff646c2
org.finos.legend.engine	legend-engine-xt-rosetta	4.48.1		28a8f9f09d3f4026cefd4cb8493a7654ddc0c79d
org.finos.legend.engine	legend-engine-xt-rosetta	4.48.2		99fe7e6d82a341ecf175938b92ef457da679e221
org.finos.legend.engine	legend-engine-xt-rosetta	4.49.0		1d2dd6711e16e86b278865beba14289a8d80040f
org.finos.legend.engine	legend-engine-xt-rosetta	4.49.1		cb40b74e5b4100d814a060cf0c41daf5f18f380d
org.finos.legend.engine	legend-engine-xt-rosetta	4.5.0		eb81aef19fe7b00c2a8318f10a56abd6fb5a3009
org.finos.legend.engine	legend-engine-xt-rosetta	4.50.0		24e85f78b0f947f6d024100d04a04c6112183589
org.finos.legend.engine	legend-engine-xt-rosetta	4.50.1		760efcc295199bc33b3ea423800b17d1f0bf0a94
org.finos.legend.engine	legend-engine-xt-rosetta	4.51.1		f68af87e51f6a2e50eca50d93c44ade73f6d089c
org.finos.legend.engine	legend-engine-xt-rosetta	4.52.0		f3c5654cf03e83b27437d42378583cc6bd33914f
org.finos.legend.engine	legend-engine-xt-rosetta	4.52.1		d871ee44d0614abb6c63fceb3771ac6d5e4f23d5
org.finos.legend.engine	legend-engine-xt-rosetta	4.53.0		d939b0673eda08abd133851d1b00253b122e1028
org.finos.legend.engine	legend-engine-xt-rosetta	4.53.3		b495d87240c0951cd09830fe93f33e71df6c0b7d
org.finos.legend.engine	legend-engine-xt-rosetta	4.53.5		93f486eb26bf5894878444ff2f17fb287174a744
org.finos.legend.engine	legend-engine-xt-rosetta	4.53.8		3b5fb0e1588c314f0928eb7d6f1aa79658346a1f
org.finos.legend.engine	legend-engine-xt-rosetta	4.54.0		5191fadfdc6e51c3a0f3c3261c2f3f9dddd97d26
org.finos.legend.engine	legend-engine-xt-rosetta	4.54.1		4424f4155855deb82d5dbc73148997b40361c93c
org.finos.legend.engine	legend-engine-xt-rosetta	4.55.0		d5f721c996fdce926e9b42388940b282d3156865
org.finos.legend.engine	legend-engine-xt-rosetta	4.55.1		46089bebda7449c49158c9002eff1f501bbce8e8
org.finos.legend.engine	legend-engine-xt-rosetta	4.55.2		c54cfcc266b3e826f958e4772f7ca18c36402eb5
org.finos.legend.engine	legend-engine-xt-rosetta	4.55.3		bacdef1697d998cc94e118081ac2778274bb00c4
org.finos.legend.engine	legend-engine-xt-rosetta	4.55.4		4282b02bd3a30a111f8e75423fd43d618cec4004
org.finos.legend.engine	legend-engine-xt-rosetta	4.56.0		2cdc0304c3220844f89ebf98dd5e6ee04dd90121
org.finos.legend.engine	legend-engine-xt-rosetta	4.57.0		982ce296ed2d028496efbaacc2c3e5141912c9ec
org.finos.legend.engine	legend-engine-xt-rosetta	4.57.1		e491f51bd811c77367a20adba9a48e04f6601e17
org.finos.legend.engine	legend-engine-xt-rosetta	4.58.0		8251a354bc9a66aca8573e4dfa81a7b1e64cc461
org.finos.legend.engine	legend-engine-xt-rosetta	4.58.1		815fcb6a281509d4885abd8d6ee1775aa15071a8
org.finos.legend.engine	legend-engine-xt-rosetta	4.59.0		e5f9ac4b33cbcf50751d0aa46cc7ead78b9b618a
org.finos.legend.engine	legend-engine-xt-rosetta	4.6.0		8556d985a292e8dd9bcbed298c88cef6b7b99383
org.finos.legend.engine	legend-engine-xt-rosetta	4.6.1		4737c505f5e12a0e0de415b03bd2b81851880939
org.finos.legend.engine	legend-engine-xt-rosetta	4.6.2		8ba2174af106e4ede585bdf54b4fb832a94cc257
org.finos.legend.engine	legend-engine-xt-rosetta	4.60.0		b6f5694d4832765f26f87691fb54d3777001bae8
org.finos.legend.engine	legend-engine-xt-rosetta	4.61.0		01308bc9588960682f2b88b50b62dfc2d4e53157
org.finos.legend.engine	legend-engine-xt-rosetta	4.62.0		750d268d5c67ee078e99dec2ffc6e2753c38fa2e
org.finos.legend.engine	legend-engine-xt-rosetta	4.62.1		eea0d1566a89f268e8552c61f8e25148179ece0d
org.finos.legend.engine	legend-engine-xt-rosetta	4.63.0		933c44db34b488372f00e4260077e38e41265e13
org.finos.legend.engine	legend-engine-xt-rosetta	4.63.1		57d511edd7605919f7138c0782ea54c643fdf39f
org.finos.legend.engine	legend-engine-xt-rosetta	4.63.2		0e9d8bc22d378e608b9bd2c78db964517d5c4cb3
org.finos.legend.engine	legend-engine-xt-rosetta	4.64.0		e5235a3d4fea36a40bfd4ce67e5a3f7768b7053c
org.finos.legend.engine	legend-engine-xt-rosetta	4.64.1		3659593318ba75fc5f2406b4bea8faf15f7a6649
org.finos.legend.engine	legend-engine-xt-rosetta	4.65.0		110cb5f33639c36eff48ded1eae9362f93736a10
org.finos.legend.engine	legend-engine-xt-rosetta	4.65.2		bb81de5f953c21426b78d783e63846570745d48c
org.finos.legend.engine	legend-engine-xt-rosetta	4.65.3		d12bc80c4ca36d891c6c48d497bc56da25deb10f
org.finos.legend.engine	legend-engine-xt-rosetta	4.66.0		856b1eadd2908970f8af76e70dafa5112355f6bd
org.finos.legend.engine	legend-engine-xt-rosetta	4.66.1		c6640c84063d50186de353c465751a4f3529817c
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.0		3fae3c4a1ab57ee9d152621646addc21f25eda06
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.1		e56006854d38d8d7a57ddd66769e312106353667
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.10		772d9c170f700c4e197c6bf47eac633dac8acffc
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.11		99cffb51f6338a44f928745f25eb410db07b3c56
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.12		375e10b91676b05ec299f316436f3f6a4bc3f3b1
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.2		f5868074db56aa39cd113800e634b36d43d6e41f
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.3		d5b404b215d7cf89ccf4d65daf26b1873ced1bce
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.4		35127289001cf97003cceffc68b5f9e39f1cbd40
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.5		da40727e23403af3f58a31c16c2fb725edf2eb3d
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.7		8c08babe45d13389051beb11d930d574ca55da1f
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.8		ed87f7abd2815c473bf164ceffbb86cbc9193481
org.finos.legend.engine	legend-engine-xt-rosetta	4.67.9		54a66272880e83b744ab9521df3e872ea736aaac
org.finos.legend.engine	legend-engine-xt-rosetta	4.68.0		f2667794ea9bb09a55d1b68846c5524547507a63
org.finos.legend.engine	legend-engine-xt-rosetta	4.69.0		80625792492abb20f0cafa07ed72b9e1db84be97
org.finos.legend.engine	legend-engine-xt-rosetta	4.69.1		f17b093afa7ad45adc27a43fc9c668a089fc90d4
org.finos.legend.engine	legend-engine-xt-rosetta	4.69.2		44f0ede84ac65103bc6084c8f12eaffd0d484da7
org.finos.legend.engine	legend-engine-xt-rosetta	4.69.3		49124ddd5da04ff46d1fe6dff6c7c123e9ec4610
org.finos.legend.engine	legend-engine-xt-rosetta	4.69.4		9047509dfa1ed3282182470a8d4d1a5ef78db4f0
org.finos.legend.engine	legend-engine-xt-rosetta	4.7.0		7e991837190d1e0658c5f77fda471fcb22e9dfd1
org.finos.legend.engine	legend-engine-xt-rosetta	4.7.1		00510f12d8443efeec8af1f5fb1c107f7795bea5
org.finos.legend.engine	legend-engine-xt-rosetta	4.70.0		97dc5eba6c105b92d61f884ced86c787a2aeda7a
org.finos.legend.engine	legend-engine-xt-rosetta	4.70.1		edb223a91620bb6af8c23123adcec2714a465c02
org.finos.legend.engine	legend-engine-xt-rosetta	4.71.1		42b9297c23f2aeb94dfd5250914c75874223846e
org.finos.legend.engine	legend-engine-xt-rosetta	4.72.0		d57b9051f477a495e72eababadc71ba764042678
org.finos.legend.engine	legend-engine-xt-rosetta	4.73.0		16e4ba171a17d806d02d1ea4270a4bcd7a000792
org.finos.legend.engine	legend-engine-xt-rosetta	4.73.1		e8f283afee3599d72c8455aa5b67621c2d45ab78
org.finos.legend.engine	legend-engine-xt-rosetta	4.74.0		2e7c1413f20d697d986272cf13831e275c5e7d1e
org.finos.legend.engine	legend-engine-xt-rosetta	4.75.0		acc5a55e1805a43afadc7993a2ec7bd873765443
org.finos.legend.engine	legend-engine-xt-rosetta	4.75.1		b35e730fcf718c40eda1a556f6584c9ed9a31c46
org.finos.legend.engine	legend-engine-xt-rosetta	4.75.3		a25e6e0e4983621cc0301e5da74059361d2850ca
org.finos.legend.engine	legend-engine-xt-rosetta	4.76.0		5b2bb0475a69bda59a40f840140b803a3cd7f682
org.finos.legend.engine	legend-engine-xt-rosetta	4.77.0		caf0892709aa4e380577a4d8adde75733ffd891c
org.finos.legend.engine	legend-engine-xt-rosetta	4.77.1		5900d097de0ac11f1176560941f636d1dd5e2726
org.finos.legend.engine	legend-engine-xt-rosetta	4.78.0		fd1f420d75c86b57db4d7ab3eb715f1b39b0b973
org.finos.legend.engine	legend-engine-xt-rosetta	4.78.1		c95b51cbcbcad70cb66d21b758161ee2cdb717d4
org.finos.legend.engine	legend-engine-xt-rosetta	4.78.2		7e3b3f54629ac5561f6f33316a14ce42c4534515
org.finos.legend.engine	legend-engine-xt-rosetta	4.78.3		c88d274eef4b82c44d449a5e6a6ef0079cf3304a
org.finos.legend.engine	legend-engine-xt-rosetta	4.78.6		32ece9831bbc6f4468cd65d7b5e569a1b80a2486
org.finos.legend.engine	legend-engine-xt-rosetta	4.79.0		f0cd47cd11b0b896ed42a280944e6c3d54a41882
org.finos.legend.engine	legend-engine-xt-rosetta	4.8.0		e2bcfd0b687d68ae1d2e0e90a28c92107dc66ea7
org.finos.legend.engine	legend-engine-xt-rosetta	4.80.0		a34bd1df4f7d884d7526bd5660d1cbc959c4d2a3
org.finos.legend.engine	legend-engine-xt-rosetta	4.81.0		477e3b1165e8ebceb104f41cc7738d444e28080d
org.finos.legend.engine	legend-engine-xt-rosetta	4.82.0		e8bb95a1ec722761673251fdcf7db0d70890aa39
org.finos.legend.engine	legend-engine-xt-rosetta	4.82.1		0bc2f25ffbe019e99f68cf571ca3fd71e1ebaf2a
org.finos.legend.engine	legend-engine-xt-rosetta	4.83.0		1878f639c977067b3eb85bcac50a0659ef28d99c
org.finos.legend.engine	legend-engine-xt-rosetta	4.83.1		84488e4a31e9ee5f5d091e8f0529327d4e1f9704
org.finos.legend.engine	legend-engine-xt-rosetta	4.83.2		a5c4855fd836e5d32d1be94f9aa0438e66eeb3e5
org.finos.legend.engine	legend-engine-xt-rosetta	4.83.3		76b81f5697f674c99225f3f4beee93cfe455ff1d
org.finos.legend.engine	legend-engine-xt-rosetta	4.84.0		9d048bf22839515bb6010516ab5dec4d24431ba3
org.finos.legend.engine	legend-engine-xt-rosetta	4.84.1		b02f98350baeebf57f88f2e312db8157456bacbb
org.finos.legend.engine	legend-engine-xt-rosetta	4.85.0		0ccc70c6e4345ceca2b5a9fd4da21be9e8d60890
org.finos.legend.engine	legend-engine-xt-rosetta	4.85.1		fbfb2dd38100e1d1ab6b402f83290f8a8e8ee57e
org.finos.legend.engine	legend-engine-xt-rosetta	4.85.2		da33b260a1aa3b4a304e9e6f1d3cf0dc6a966cbf
org.finos.legend.engine	legend-engine-xt-rosetta	4.85.3		9e1d54bf9957507098441dc7889682ceceeb4112
org.finos.legend.engine	legend-engine-xt-rosetta	4.9.0		d1bcb41ab390edd4d7c69ae3475a1343060381ea
org.inurl.shardingsphere	shardingsphere-sql-parser-dialect	4.1.0		N/A
org.jooq	jooq-scala_3.5	3.20.0		be20ab61f6599152eadad0d5d307a01f4c5d95e6
org.jooq	jooq-scala_3.5	3.20.1		c31eeb051e8d26702f56d7647b23690240460e7a
org.jooq	jooq-scala_3.5	3.20.2		35df1a027a42706dc1b7fa71cf7992a11253c4d1
org.jooq	jooq-scala_3.5	3.20.3		be01c5cc35779ae2dcac9dad33316727a39d4d42
org.mortbay.jetty	test	6.0.0Beta1		N/A
org.mortbay.jetty	test	6.0.0beta10		N/A
org.mortbay.jetty	test	6.0.0beta11		N/A
org.mortbay.jetty	test	6.0.0beta12		N/A
org.mortbay.jetty	test	6.0.0beta14		N/A
org.mortbay.jetty	test	6.0.0beta15		N/A
org.mortbay.jetty	test	6.0.0beta16		N/A
org.mortbay.jetty	test	6.0.0beta17		N/A
org.mortbay.jetty	test	6.0.0beta2		N/A
org.mortbay.jetty	test	6.0.0beta3		N/A
org.mortbay.jetty	test	6.0.0beta4		N/A
org.mortbay.jetty	test	6.0.0beta5		N/A
org.mortbay.jetty	test	6.0.0beta6		N/A
org.mortbay.jetty	test	6.0.0beta7		N/A
org.mortbay.jetty	test	6.0.0beta8		N/A
org.mortbay.jetty	test	6.0.0beta9		N/A
org.mortbay.jetty	test	6.0.0rc0		N/A
org.mortbay.jetty	test	6.0.0rc1		N/A
org.mortbay.jetty	test	6.0.0rc2		N/A
org.opendaylight.neutron	neutron-karaf	0.5.0-Lithium		d8768b28ac32eaeb1683114a4fc899a4cac59aed
org.opendaylight.neutron	neutron-karaf	0.5.1-Lithium-SR1		6f57340ec83415c5a019c9836517ea2934dc8f2e
org.opendaylight.neutron	neutron-karaf	0.5.2-Lithium-SR2		d11b5a5efe24a5876d225cb253a43f3e0837ee88
org.opendaylight.neutron	neutron-karaf	0.5.3-Lithium-SR3		b26338b4c9138f354d8942f4d66ebdff316a0c66
org.opendaylight.neutron	neutron-karaf	0.5.4-Lithium-SR4		596ecb97fb4adcb70ae3de5158094a54dc02938a
org.opendaylight.neutron	neutron-karaf	0.6.0-Beryllium		0f3482cfbd2e5fb44a2bf4533a648733b3c69373
org.opendaylight.neutron	neutron-karaf	0.6.1-Beryllium-SR1		54d25fb4b722debd5738d8133ad02053079e7901
org.opendaylight.openflowjava	simple-client	0.4		1d03f9e7853f3f89f7fb9738918d4eef3faa880d
org.opendaylight.openflowjava	simple-client	0.5-Helium		171b48e5637c4f3cdb25e7633e1fc63a77ab9056
org.opendaylight.openflowjava	simple-client	0.5.1-Helium-SR1		9ea51307021f145e945b215b8e8c6d8cb0b71e70
org.opendaylight.openflowjava	simple-client	0.5.1-Helium-SR1.1		8c0ae86e5eea13ab508601d64552df18495aece3
org.opendaylight.openflowjava	simple-client	0.5.2-Helium-SR2		2e78040a239de3662c3952b903d8cd78bea19580
org.opendaylight.openflowjava	simple-client	0.5.3-Helium-SR3		6dfaa37264901a5e92580e48513fc5e371302e9c
org.opendaylight.openflowjava	simple-client	0.5.4-Helium-SR4		19d00821b81abc4370ab718f918ac62b806c0d7a
org.opendaylight.openflowjava	simple-client	0.6.0-Lithium		3e78fcb59328bc498d2c3b4623621b532a62345f
org.opendaylight.openflowjava	simple-client	0.6.1-Lithium-SR1		82c7e953fb85a716c31028caef4a48f6dc27dca0
org.opendaylight.openflowjava	simple-client	0.6.2-Lithium-SR2		7d96cdf5e92ec7924fbebeff35146ff414b48b62
org.opendaylight.openflowjava	simple-client	0.6.3-Lithium-SR3		47df46a39b6f774f1da0561d0ec0127d3e87d505
org.opendaylight.openflowjava	simple-client	0.6.4-Lithium-SR4		d399273a4d2e2df9c18ed5d8de9e28d89263496b
org.opendaylight.openflowjava	simple-client	0.7.0-Beryllium		b78279a9a290f52d5234391153df6d6ad4cb3bf3
org.opendaylight.openflowjava	simple-client	0.7.1-Beryllium-SR1		0493e49da165d3a2b6c9089e72e451154d8f6054
org.opendaylight.openflowjava	simple-client	0.7.2-Beryllium-SR2		811df144f0a306dfb2f5e1ef5d614b5a31c291b8
org.opendaylight.openflowjava	simple-client	0.7.3-Beryllium-SR3		4a4591ffdcf628e0f3fe0f4973f0ab655e92cfe9
org.opendaylight.openflowjava	simple-client	0.7.4-Beryllium-SR4		9de08ca95489225448ebe90da5e0ffc134f65503
org.opendaylight.openflowjava	simple-client	0.8.0-Boron		030eeb5ff5357e3b75ad32fb298449e5dd6eedf6
org.opendaylight.openflowjava	simple-client	0.8.1-Boron-SR1		35a02f6f27c0e5eda05bdefc1e45ed0a39744228
org.opendaylight.openflowjava	simple-client	0.8.2-Boron-SR2		c6639754cbe868c28737d719ab333e1cfe4bd75b
org.opendaylight.openflowjava	simple-client	0.8.3-Boron-SR3		79e1e25f31c0006a4f9a641739423589208aeeb4
org.opendaylight.openflowjava	simple-client	0.8.4-Boron-SR4		b45625aeb96daf58e3fd25e12d46c17f83e9fd94
org.opendaylight.openflowjava	simple-client	0.9.0-Carbon		4e6a4929f8f83027a3f9753a78313cc138cc7077
org.opendaylight.openflowjava	simple-client	0.9.1-Carbon		d39aa41802fd1ac6bd4c021cb112378b545b03b3
org.opendaylight.openflowjava	simple-client	0.9.2-Carbon		2f46a467ef7bca04cc31ad8c2cf4c5868b94a1a9
org.opendaylight.openflowjava	simple-client	0.9.3-Carbon		b9d006fb90c94bdefba688979c4ae704dd0d1735
org.opendaylight.openflowjava	simple-client	0.9.4-Carbon		16af07aba838f5216cd4484bcbd4faede142cf45
org.openmuc	josistack	0.17.1		e321aaa4bce7f5367806f573eb325afbb72afe9c
org.openmuc	josistack	1.0		c4ac1cf04398ff83e674f8df9e8b3a6a106621db
org.openmuc	josistack	1.1.0		0d0d20c520d5b995138e6295a2b71c3cc9fd3552
org.openmuc	josistack	1.1.1		0cffae05af2745a04ad28e551ab492796c6baa6b
org.openmuc	josistack	1.2.0		6d500ae1074db3713a6d0adc8049f0a97416c835
org.openmuc	josistack	1.3.0		8b9d5c239abf9d72529b87334f28965f7b18fb57
org.openmuc	josistack	1.3.1		12f0befaf8a4a8176c9187740989a1b4b02152ad
org.openmuc	josistack	1.3.2		aaad34bdfeaafb9e62bfd16ecbf072a2a540f09d
org.openmuc	josistack	1.3.3		3e25bc99f5545963972f4c47c992c08ecc7dcea3
org.ow2.jonas.autostart	utility	1.0.0-M1		519bb46b43cc20a385681e708d34392d006c248a
org.ow2.jonas.autostart	utility	1.0.0-M2		2eb76fbe6ecca2ac075b82a61a62ea377f414fca
org.phoebus	app-display	4.6.7		N/A
org.phoebus	app-display	4.7.0		N/A
org.phoebus	app-display	4.7.1		N/A
org.phoebus	app-display	4.7.2		N/A
org.phoebus	app-display	4.7.3		N/A
org.phoebus	app-display	4.7.4		N/A
org.phoebus	app-display	5.0.0		N/A
org.red5	red5-server-common	1.0.10		91082a07f47914c3b192cb53166165633b4a5e53
org.red5	red5-server-common	1.0.10-M1		52a93fc03500c8b9cf9d9fdcad84cbb0d9835d76
org.red5	red5-server-common	1.0.10-M10		fb6850076d06786e3a5292225d359278a10fec6a
org.red5	red5-server-common	1.0.10-M2		b318a7f474783ca2da8eae10486d61fe3ac5d43e
org.red5	red5-server-common	1.0.10-M3		e8d92eeb002574c401028ac73cb0526e699517fe
org.red5	red5-server-common	1.0.10-M4		ccc379c71cc4b215bd22150696c84a0f46eec468
org.red5	red5-server-common	1.0.10-M5		356fd925d3e6c4ffc5314380198c2d45b5504258
org.red5	red5-server-common	1.0.10-M6		4d762c9eb67a12f116cb61c1f7af2b7ef51685ea
org.red5	red5-server-common	1.0.10-M7		12416ccde471dc9ddc4e8d8da5630c194044d82e
org.red5	red5-server-common	1.0.10-M8		4f427819811c118cdcdddf71c36947d9191669ee
org.red5	red5-server-common	1.0.10-M9		c7e37a5429e2825ff279b3ccfe0eb94763e9569a
org.red5	red5-server-common	1.0.11		3938e82934c68ec4a9c7522061759ade9474ecac
org.red5	red5-server-common	1.0.12		7cc2ca922fd8fab7e3d93580d944e8b3e635186d
org.red5	red5-server-common	1.0.13		98ecec8354c366c1aa9da0dd7b43d4dec6bde213
org.red5	red5-server-common	1.0.4-RELEASE		def986c43c05049eeabcf591fac5d06ca9597f8a
org.red5	red5-server-common	1.0.5-RELEASE		a08b553b4961c8a05e5992b5ff89623adf64385e
org.red5	red5-server-common	1.0.6-RELEASE		03b9a1b4449682e08af76cab7d53163c6086df7c
org.red5	red5-server-common	1.0.7-M10		92cfb3d618474fe515775d418c011d445df9327a
org.red5	red5-server-common	1.0.7-M6		193a978c07069085f150a511a035c397375b9e12
org.red5	red5-server-common	1.0.7-M7		102a03476f1143ee3995513771cce4f6d1243887
org.red5	red5-server-common	1.0.7-M8		665566ce96d890c61b976a3fade1658f2b65d26d
org.red5	red5-server-common	1.0.7-M9		fa692ec18e307fea1026ac18e651dc76b5249589
org.red5	red5-server-common	1.0.7-RELEASE		0143a160c8fe814a928a1f0d4dc8e07fd0312d63
org.red5	red5-server-common	1.0.8-M1		74d465c87a4d7e6a70fe8e2325fdc59ad6efb06a
org.red5	red5-server-common	1.0.8-M10		057a087abf52a2d9f7c0ed641509f56e454ea310
org.red5	red5-server-common	1.0.8-M11		ec8c74302c52879705ba603e2dc0e85461b12bbc
org.red5	red5-server-common	1.0.8-M12		5e27f81b6b1f4dae25ec767ea9c076d082499a86
org.red5	red5-server-common	1.0.8-M13		142653f5f054af8d9b31940ab2984201b8c5aa83
org.red5	red5-server-common	1.0.8-M2		dbf317e9611e75f662f59838188b7dd21b9756f9
org.red5	red5-server-common	1.0.8-M3		ef641742ed6359a841f134eb913624f7bb3c73d4
org.red5	red5-server-common	1.0.8-M4		45d6c3e934b90c83d16ebc063b6a88acc8bd0f95
org.red5	red5-server-common	1.0.8-M5		919e52cbf393c6e615847c5fa2bf018cb9d4e0fb
org.red5	red5-server-common	1.0.8-M6		1f63aa73ad0dd14945203f40f2aa6bb7a9fe0671
org.red5	red5-server-common	1.0.8-M7		84629734e20e5454d2036b445f0a08e1c3b10b53
org.red5	red5-server-common	1.0.8-M8		bac6ba67f0b9aa70bade93b0c7df1489c860f51f
org.red5	red5-server-common	1.0.8-M9		34b44c6fa69dee73e6df1bd8c37a4091e36fc9f7
org.red5	red5-server-common	1.0.8-RELEASE		a348f64b320faf119b67c7fa143ccd2c9ff3a235
org.red5	red5-server-common	1.0.9-M1		a59f0a0494b256d9bb5e76b9bde1b5e77cb2ee16
org.red5	red5-server-common	1.0.9-M10		ee666ca199ad3073865086be7387a7f5136e2738
org.red5	red5-server-common	1.0.9-M2		e60d2e1bfa1da643968519890c72cde2e0ae04ec
org.red5	red5-server-common	1.0.9-M3		4c541507c52e9b1d63a2326584def17dc9e8dd2f
org.red5	red5-server-common	1.0.9-M4		921e2661da4a0995a7e8ae6eccbdaba3cb57cfdc
org.red5	red5-server-common	1.0.9-M5		b626808e020ba61340e8a4bd1cba2e42dac4203c
org.red5	red5-server-common	1.0.9-M6		0961682468d4f974b9bb1ffa422331538b0745ed
org.red5	red5-server-common	1.0.9-M7		d717c4687a303286c17afdada64792859101ab69
org.red5	red5-server-common	1.0.9-M8		f54733f2ee023b3d9c1bfe0e0bc88dbb2f31f8df
org.red5	red5-server-common	1.0.9-M9		ccc3882670c3b7dc219151151c6f2703fcbe2040
org.red5	red5-server-common	1.0.9-RELEASE		1988b6dc69f026730c0afa8857c1034bd7a83b42
org.red5	red5-server-common	1.1.0		58ff4a834f8e44b07a8a2fe748514da48ac7d337
org.red5	red5-server-common	1.1.1		fdc865ab31688e9201b03841264bcc2f0de7b6e9
org.red5	red5-server-common	1.2.1		7b67768a68e021702bff71683787ce46a38c2f32
org.red5	red5-server-common	1.2.10		05b2be6209e73f6afecf5d46917ffbbb527ee894
org.red5	red5-server-common	1.2.11		7a839a9ef45687f1875eda7cd18bd74523600b94
org.red5	red5-server-common	1.2.12		791e877cece136f4e780663652d0c6c05528a066
org.red5	red5-server-common	1.2.14		26f0a74f39344f99ab68a20d3d9f66d8dda6a2c1
org.red5	red5-server-common	1.2.16		d47cc6261e4386a7108c0cd339fbf9b4fb2b9362
org.red5	red5-server-common	1.2.17		a96e9d4b932042fc260089fa81eaa9ba0e7b51cb
org.red5	red5-server-common	1.2.19		35f2e11a344849494e4a2939ee888d3de901239e
org.red5	red5-server-common	1.2.2		746f388a67c4da8d63285e5e80068cfba1ab94f7
org.red5	red5-server-common	1.2.20		b098fe662948dbbed6e0c57ca99ab086f993b8b3
