activemq	xsdlib	20050407	-	bafe37188ccc6b64e8fd7be6ac362f9fa6a13315
org.seasar.doma.boot	doma-spring-boot-starter	1.1.0	-	823b210e80d003807380595750cbbceea79ac098
org.seasar.doma.boot	doma-spring-boot-starter	1.1.1	-	a8a8c1979767d1c0eee1346cd7ad4047fad7094f
org.seasar.doma.boot	doma-spring-boot-starter	1.2.0	-	8ba0d39d6d5779995583da4b762b12553caf643d
org.seasar.doma.boot	doma-spring-boot-starter	1.2.1	-	4e206141562f73dc7473a3c34c88cbc4927b7afd
org.seasar.doma.boot	doma-spring-boot-starter	1.3.0	-	63445aa9b78651e4bdfdfd438ff1ac7eecc9ea3e
org.seasar.doma.boot	doma-spring-boot-starter	1.4.0	-	5b5d8d81e5096c2f1db18f5f4e04ebb38a2320f6
org.seasar.doma.boot	doma-spring-boot-starter	1.5.0	-	c90b9ed5d5dd3cf78d7c47ed333e68387ae62246
org.seasar.doma.boot	doma-spring-boot-starter	1.6.0	-	0f9e304202da3d9fd01ff8b4c531461189c07d28
org.seasar.doma.boot	doma-spring-boot-starter	1.7.0	-	df19e361f664702b4c3e671565803392c5be0563
org.seasar.doma.boot	doma-spring-boot-starter	1.8.0	-	51715127ccba9705ba47f1647fdf8aa0b02eeac2
org.seasar.doma.boot	doma-spring-boot-starter	2.0.0	-	151ec84d883fba4ad9a5da0bcbf063853a6d38fb
org.seasar.doma.boot	doma-spring-boot-starter	2.1.0	-	8ba6485f10a3aeaa2021cb46b11d18f841a2ef5d
org.seasar.doma.boot	doma-spring-boot-starter	2.2.0	-	06383bbf70b8a662d375921fb32e5ad1eb12047c
org.seasar.doma.boot	doma-spring-boot-starter	2.3.0	-	de6d4cd5c5411fcf4cbe9d4c875a4e61df4ee5c6
org.smallmind	spark-tanukisoft-integration	1.3.20	-	ad1542934cb18f167d03397e5b7c91a4553f6dca
org.smallmind	spark-tanukisoft-integration	1.4.0	-	524bb5360df5c753c22694bd3c862314f29f8304
org.smallmind	spark-tanukisoft-integration	1.4.1	-	f4179db5cadb7bfe45e396ba0fc112f12eb45e3e
org.smallmind	spark-tanukisoft-integration	1.4.2	-	c739f4e5230049c534ad363cb4cce6e26fe78cbb
org.smallmind	spark-tanukisoft-integration	1.4.3	-	8f5d08a6dc2ad8b9bfd2d94cfbf786ded95043d9
org.smallmind	spark-tanukisoft-integration	1.4.4	-	ceb2a798e9d31a0b3be3eae4ccac737e6cb54597
org.smallmind	spark-tanukisoft-integration	1.4.5	-	2b9a8f32626a65ac6f75036b9cd7406176a499fe
org.smallmind	spark-tanukisoft-integration	1.4.7	-	3bc54908b57002609d6860a07abdf83179d4e000
org.smallmind	spark-tanukisoft-integration	1.5.0	-	0c15ea7ed073db8c70d5dd6d3f0f1c1edbc3d700
org.smallmind	spark-tanukisoft-integration	1.5.1	-	214ad9a0587627f63a3c5868fcf0923872a13339
org.smallmind	spark-tanukisoft-integration	1.6.0	-	529d0ce8e46d93e36f946bac6237f056f724910c
org.smallmind	spark-tanukisoft-integration	1.6.1	-	8e473d96c86a62542dff479371c4a70164ec54de
org.smallmind	spark-tanukisoft-integration	1.6.2	-	a3a30662e8dda1365bfbb621b0ef2af2658d8032
org.smallmind	spark-tanukisoft-integration	1.6.3	-	8b3ece4fad75065b61ad33477470160f58fe9e50
org.smallmind	spark-tanukisoft-integration	1.6.6	-	2830e2ce0516f080aeafd96788666151a616c800
org.smallmind	spark-tanukisoft-integration	1.7.7	-	fd27b648254c83b28c1b94242fad1800352d8f15
org.smallmind	spark-tanukisoft-integration	1.8.1	-	eb9e5fb960ca11205a28887a7eb0f7b9e27bb42f
org.smallmind	spark-tanukisoft-integration	1.8.6	-	66dfbd48b10beb4671e2132e9e1b0f42d0395777
org.smallmind	spark-tanukisoft-integration	2.0.1	-	bc324129b2fd0b41dc06a7d8923c731da0b9d619
org.smallmind	spark-tanukisoft-integration	2.2.1	-	8e36a983b8d814d1b01c76a4f12f695678a2b476
org.smallmind	spark-tanukisoft-integration	2.2.2	-	92908c7f925b27312df40c734d014d10dad5b731
org.smallmind	spark-tanukisoft-integration	2.3.0	-	cd215e2ab3c2a6142b730ba4522950468cf2b8bc
org.smallmind	spark-tanukisoft-integration	2.3.12	-	5bc81daee3ec9247dafc048dfb4ad0dba4141b9b
org.smallmind	spark-tanukisoft-integration	2.3.7	-	194ebe7016d054b537451404486ba410a0519dea
org.smallmind	spark-tanukisoft-integration	2.3.8	-	d8015c1497190fc054659d5de5189cfeac6d309c
org.smallmind	spark-tanukisoft-integration	2.3.9	-	1cebf5ba7cc26618635b57e8d75afac890d35a0c
org.smallmind	spark-tanukisoft-integration	2.4.0	-	8ffc617afc6583c39ef861bdb717b3f3156a68fd
org.smallmind	spark-tanukisoft-integration	2.4.1	-	72d05b8ecb4aa7b0237266b36470db36ed61340c
org.smallmind	spark-tanukisoft-integration	2.4.10	-	ba2ef77e786193b373ca2499c3c6e1551f7daadd
org.smallmind	spark-tanukisoft-integration	2.4.11	-	6da5641cdca29b3fd139de5a727a266db8f6def6
org.smallmind	spark-tanukisoft-integration	2.4.12	-	4630b50bf662acdf76b7090764eab2755dad86e1
org.smallmind	spark-tanukisoft-integration	2.4.13	-	a79aaa2986f3f45297539dce0a43068d476703e2
org.smallmind	spark-tanukisoft-integration	2.4.14	-	d829f1f8c4bca33bdc7ee6954ce8c353fde465f4
org.smallmind	spark-tanukisoft-integration	2.4.15	-	a59365448809344e318bd586b17e839b8a911b58
org.smallmind	spark-tanukisoft-integration	2.4.16	-	123f5fa0efc3e9433bcd9360727946b8f9dbcffb
org.smallmind	spark-tanukisoft-integration	2.4.17	-	b2f0ac8753c57607b9a7883eb40b5af6b6be658f
org.smallmind	spark-tanukisoft-integration	2.4.18	-	07a2ae57b06ef494d5579c2f71d247510fbdcd0d
org.smallmind	spark-tanukisoft-integration	2.4.19	-	c551eb84930884aaf87450c5372b1d1b5f0b4efc
org.smallmind	spark-tanukisoft-integration	2.4.2	-	c0ecbc3d0edb46a543fbf6b12bb03ff40a0699e5
org.smallmind	spark-tanukisoft-integration	2.4.20	-	036078a35a0aa2986cf004444d9834286ff78ce5
org.smallmind	spark-tanukisoft-integration	2.4.21	-	d3d377523d19f6a9e0dbbefe23a3327fba3dd434
org.smallmind	spark-tanukisoft-integration	2.4.22	-	3a8b2e948ed34548f853a0288d7d0570a192ee2b
org.smallmind	spark-tanukisoft-integration	2.4.23	-	cbaa8192b7f9944a78fb5045f991b791181ccfe6
org.smallmind	spark-tanukisoft-integration	2.4.24	-	a6a448292ef47c74e73ba69a91cfc9716e3ee655
org.smallmind	spark-tanukisoft-integration	2.4.25	-	13c875acf8ffbd90c6a30e90a91244f907c8aa80
org.smallmind	spark-tanukisoft-integration	2.4.4	-	e6d3ae7acb4f2513db81ab11ca5aceb80aaf079c
org.smallmind	spark-tanukisoft-integration	2.4.5	-	0107ba50180480a4fd50ecdb300cb0624017f8ca
org.smallmind	spark-tanukisoft-integration	2.4.6	-	abc5cc12c7b9426bc61ddcc28ee0e652a20a41fa
org.smallmind	spark-tanukisoft-integration	2.4.7	-	43fe146d785343e659c1500337350d50d4ea13d9
org.smallmind	spark-tanukisoft-integration	2.4.8	-	c198dc4ed310651151396e004791950ce2a3e17e
org.smallmind	spark-tanukisoft-integration	3.0.0	-	98f809d189581bfa2dfbf2bc7e91d92802fa7f7a
org.smallmind	spark-tanukisoft-integration	3.1.0	-	16334bf00456f850f385e45d657db896c2bdb028
org.smallmind	spark-tanukisoft-integration	3.1.1	-	bf389749df309a4b7f8c20792d62fad53c3ce0a3
org.smallmind	spark-tanukisoft-integration	3.1.3	-	8c26b995d6e200aa3e8d1134a4ee1810cf7ee875
org.smallmind	spark-tanukisoft-integration	3.1.4	-	e0f2aa0f55d7d5753d5df4df8e851bcb24804e65
org.smallmind	spark-tanukisoft-integration	3.1.5	-	37d87eb7104fc666f4395e1d32e87beacf8f54bb
org.smallmind	spark-tanukisoft-integration	3.1.6	-	7baead5347db938eebb0058b99ed472dd81cc3c4
org.smallmind	spark-tanukisoft-integration	3.1.7	-	041843b79721a09744459a9551afb7486067c916
org.smallmind	spark-tanukisoft-integration	3.1.8	-	d7de254a10ea0a016ad961c027ccc371e04675f7
org.smallmind	spark-tanukisoft-integration	3.1.9	-	4e2a0e2899ed1d0c6aed54413d6d47ea8e0508da
org.smallmind	spark-tanukisoft-integration	3.2.0	-	f9996f73b1c61a8591c18b6926f91a0cfd7c476d
org.smallmind	spark-tanukisoft-integration	3.2.1	-	a54f54e2d6c8c3d2846212fdfca8461085c3cbae
org.smallmind	spark-tanukisoft-integration	3.2.2	-	87f09ddcda49cc9e1e8ca333ad968400a606849a
org.smallmind	spark-tanukisoft-integration	3.2.3	-	a92f4788560f35f3ab900787a1fa389391fdc181
org.smallmind	spark-tanukisoft-integration	3.3.0	-	12d93c6a7fe180826de0c615c865857785564e54
org.smallmind	spark-tanukisoft-integration	3.3.1	-	84132d87b2ac0dfd3aeecae0ccdbbbff6aa4b8a2
org.smallmind	spark-tanukisoft-integration	3.3.10	-	eab09d8f592188077a42140a8e9f52cb1550be1c
org.smallmind	spark-tanukisoft-integration	3.3.11	-	fb436d26ca7b181e717cdee2551042e8c70e54c3
org.smallmind	spark-tanukisoft-integration	3.3.12	-	04d4c0a0da4e1a4778bc81fcd8b8e1acefe98e39
org.smallmind	spark-tanukisoft-integration	3.3.14	-	be6f5ea4e48906f207e1e83d084d7e22af41cda5
org.smallmind	spark-tanukisoft-integration	3.3.15	-	953907aaba69d4c47b9525b168f327022be220fe
org.smallmind	spark-tanukisoft-integration	3.3.16	-	7c47ebfcfcc27900bb1d236c6086ab4f100fbb89
org.smallmind	spark-tanukisoft-integration	3.3.17	-	f118e8c975f799a195ef1f3fd38a66c2916308fc
org.smallmind	spark-tanukisoft-integration	3.3.18	-	3b56a4ffcb8ac96b97b59f585b9f0b0f85244d42
org.smallmind	spark-tanukisoft-integration	3.3.19	-	f3008979cbfb1cb31eb91a9a209fad0f15ccc053
org.smallmind	spark-tanukisoft-integration	3.3.2	-	db8e0e26f091faa97ba69e03bb08756bc03831fc
org.smallmind	spark-tanukisoft-integration	3.3.20	-	b877a2b3152e5ac13bc4d470c2a36ab24b1f0b30
org.smallmind	spark-tanukisoft-integration	3.3.21	-	51784bb9b80ecb201a08929c7d1de1f82c0ed32b
org.smallmind	spark-tanukisoft-integration	3.3.22	-	34368805eb8a28756d815ef2cee36adfb6a2735d
org.smallmind	spark-tanukisoft-integration	3.3.23	-	6b37f231b13b3934236e61d19691f12ed8d3c9c1
org.smallmind	spark-tanukisoft-integration	3.3.24	-	e09835440137652f0af4406bab4ba12402b782e1
org.smallmind	spark-tanukisoft-integration	3.3.25	-	505af8e29eb4dfc6efd34bd805c0fdd4cb3e945e
org.smallmind	spark-tanukisoft-integration	3.3.3	-	0164f9be0a388be5d182634a4989846458308260
org.smallmind	spark-tanukisoft-integration	3.3.4	-	bec73d335ad6fe198a6b6ea17365a48510dadf7e
org.smallmind	spark-tanukisoft-integration	3.3.5	-	74c85c8ad1a5b0bb5d4282dde5da0ee0ac124eb8
org.smallmind	spark-tanukisoft-integration	3.3.6	-	1ca0ec69aae5e2f21e1024dfb270d722cc2bb1c8
org.smallmind	spark-tanukisoft-integration	3.3.7	-	8c9e4f149ffacb2df4a4bcc7eae705c7258e8170
org.smallmind	spark-tanukisoft-integration	3.3.8	-	00f90615b8369d942a1094fee4e96be2002abe33
org.smallmind	spark-tanukisoft-integration	3.3.9	-	f2c99b1f16fb7b96ac920e4628efdc2eede990d8
org.smallmind	spark-tanukisoft-integration	3.5.0	-	cbdd3ff6be7ae6a06c8df02185d6db3e61b24b18
org.smallmind	spark-tanukisoft-integration	3.5.1	-	bae4843d091ab04d305a5ab88a3608f3dc2528c1
org.smallmind	spark-tanukisoft-integration	3.6.0	-	7dcf569886ac794d149180adc9ae0bfca6798054
org.smallmind	spark-tanukisoft-integration	4.0.0	-	efe62e9787b9e9917e560b31ab1344733d925f9a
org.smallmind	spark-tanukisoft-integration	4.1.0	-	7527204501dc9346a39948aa672aa46fea6d7a15
org.smallmind	spark-tanukisoft-integration	4.10.0	-	22c3a9c44423287a7d9254bfa59e1fe80157e02a
org.smallmind	spark-tanukisoft-integration	4.11.0	-	3558df0312fe827bdf048d638c0854f4af5a58ce
org.smallmind	spark-tanukisoft-integration	4.11.1	-	fb2bee48ab617bb78b4283ff212fd9de34dc47f6
org.smallmind	spark-tanukisoft-integration	4.2.0	-	975af92c92bcae6a2f596f9c7a413ad84d6ebf01
org.smallmind	spark-tanukisoft-integration	4.3.0	-	ba3c7ab48c355de6a23c7fb54df7d01a04b3b89e
org.smallmind	spark-tanukisoft-integration	4.4.1	-	23dea1d93a8bba343a665ba280d51638a124f207
org.smallmind	spark-tanukisoft-integration	4.4.10	-	e411f98dcd4789f7103847e2fa8d0eabfcc18ae7
org.smallmind	spark-tanukisoft-integration	4.4.11	-	d670b0a996aea770a5af0c9bf7af8cb6d4c836e9
org.smallmind	spark-tanukisoft-integration	4.4.2	-	73776ded3ce7343235f9372ec275283abc57d048
org.smallmind	spark-tanukisoft-integration	4.4.3	-	5fc24e87569a2cbcc242fd6d114ed3406b6e318b
org.smallmind	spark-tanukisoft-integration	4.4.4	-	a3461fbccd93c28810ddfd9830212782238d81da
org.smallmind	spark-tanukisoft-integration	4.4.5	-	a38d00ee8d9f984f013738925b51eef558a446c5
org.smallmind	spark-tanukisoft-integration	4.4.6	-	e363e4486845be37482f295bf622ec68ccf7fbde
org.smallmind	spark-tanukisoft-integration	4.4.7	-	d4bc809bf996fdadec4cd49c5315bcdc38f89603
org.smallmind	spark-tanukisoft-integration	4.4.8	-	59820770d0c94c81b41a61707d12924cf25804d3
org.smallmind	spark-tanukisoft-integration	4.4.9	-	62361fe2e00d1a5ad9fd510b9fba4edb09830099
org.smallmind	spark-tanukisoft-integration	4.5.0	-	6be2ab467a55302bd2d3629c0c31bc66bf95e759
org.smallmind	spark-tanukisoft-integration	4.6.0	-	0330f725af4693e5c9a1f2e8495aece1b21c592f
org.smallmind	spark-tanukisoft-integration	4.7.0	-	a59c6cab027cd98057f7072fb94ebd4584bdb631
org.smallmind	spark-tanukisoft-integration	4.7.1	-	139362beffa7a16c85b322002825ce7d4da4442b
org.smallmind	spark-tanukisoft-integration	4.8.0	-	f43b619666acd6cc31bd2fab6558aff515a05aa2
org.smallmind	spark-tanukisoft-integration	4.8.1	-	2007a62b653b6299e3574cdfcaecc3a4faeff61c
org.smallmind	spark-tanukisoft-integration	4.8.2	-	a648f0113c7ae2932bc1ba035099d91d0c4c8a88
org.smallmind	spark-tanukisoft-integration	4.8.3	-	5225b60a3d2d2a542334386697ce122df5100a61
org.smallmind	spark-tanukisoft-integration	4.8.4	-	524e021dd9fe04c29a8a4ba5bdf018abe3b34732
org.smallmind	spark-tanukisoft-integration	4.8.5	-	e3a37b19a58a5c4f1ab4c1e38b65b170f70cb1ee
org.smallmind	spark-tanukisoft-integration	4.9.0	-	291f91ee3a2f6f77f1a075ec86ff79642565e40d
org.smallmind	spark-tanukisoft-integration	5.1.0	-	da5142dc210cf754d6ff2dd7bc0fd5331ff11768
org.smallmind	spark-tanukisoft-integration	5.2.0	-	6d1fe79804bc548ebaef4ca28775ebb87f670dd3
org.smallmind	spark-tanukisoft-integration	5.3.0	-	d78c92083671202c53ad380e64d1458ded611dc7
org.smallmind	spark-tanukisoft-integration	5.4.0	-	6271ab833eb2314be63d562d39fa576d49d2b758
org.smallmind	spark-tanukisoft-integration	5.5.0	-	6138bc05fe667199cf009fb60eb6c0aa45fb6b2b
org.smallmind	spark-tanukisoft-integration	5.6.0	-	9168afe8830e592f345e5cc9b238438192b6e663
org.smallmind	spark-tanukisoft-integration	5.7.0	-	656e4bbcb2505f62e42e1629fa60fc152c07df0d
org.smallmind	spark-tanukisoft-integration	5.8.0	-	9581657a6c0b742bd35273b8c085de7198541166
org.smallmind	spark-tanukisoft-integration	5.9.0	-	054d7b30df6ec6359d0003787376527b0a406aee
org.smallmind	spark-tanukisoft-integration	6.0.0	-	3457a68233313e45b0839964692910e7799a4acb
org.smallmind	spark-tanukisoft-integration	6.1.0	-	0f58b6bed10e09494b223a44ef37a497a7284480
org.smallmind	spark-tanukisoft-integration	6.2.0	-	3c52d628a93b043b9642340affa5b02a93ca4a64
org.smallmind	spark-tanukisoft-integration	6.3.0	-	6071711dfa95a0c7c98e55e42342550ba6303330
org.sonarsource.sonarqube	sonar-batch	5.2-RC2	-	d9442b369c3ff320f2a597b5f9513459574cd3e5
org.sonarsource.sonarqube	sonar-batch	5.2-RC3	-	e5be70a04bab5db4bd9ddce68821cec6fbcb9bb3
org.sonarsource.sonarqube	sonar-batch	5.2-RC4	-	2b3422f7ff6821cb118092ecb1c49c1cccc6f586
org.sonarsource.sonarqube	sonar-batch	5.4	-	77104dab667b0531906132fb1620e464645c72c8
org.sonarsource.sonarqube	sonar-batch	5.4-RC1	-	1bed80c92cdba9a187917108f8a18065a8a5d68a
org.sonarsource.sonarqube	sonar-batch	5.4-RC2	-	7d8f9e223211a7d0955fd9ce05abd9d000784443
org.sonarsource.sonarqube	sonar-batch	5.4-RC3	-	cb83017a956676d71e6519e75c078bfb9c19688a
org.sonarsource.sonarqube	sonar-batch	5.4-RC4	-	916dad36cbf7085939ca1a84ee687b72c8825c08
org.spincast	spincast-plugins-timezone-resolver	0.9.40	-	0ec132667324f9223ac58bd21e3356743620bd2b
org.spincast	spincast-plugins-timezone-resolver	0.9.41	-	5e35b4eccf5c804ffbc39541725f23adb960c2e8
org.spincast	spincast-plugins-timezone-resolver	0.9.42	-	70dafa35ba5b6c20e1096c56d094ae7edf0651f8
org.spincast	spincast-plugins-timezone-resolver	0.9.43	-	cb583cedd4d14a5352d626b40206d0cf9cf62494
org.spincast	spincast-plugins-timezone-resolver	0.9.44	-	f66ff499a2bc0c7b975421efa882dcf2a79f6b2f
org.spincast	spincast-plugins-timezone-resolver	0.9.45	-	06a81405c3039d68f7a08bbdd98ffdded5d20d79
org.spincast	spincast-plugins-timezone-resolver	0.9.46	-	81bf66aee44c1b7b873ae58c1bab7d91c679458b
org.spincast	spincast-plugins-timezone-resolver	0.9.47	-	0e26340f82d43677e3a5569435a374408f0363b7
org.spincast	spincast-plugins-timezone-resolver	0.9.48	-	fea044f7ac16a92164d77133bc21d9a2ca9696eb
org.spincast	spincast-plugins-timezone-resolver	0.9.49	-	dd3809f9cad4c360256a4703af0adf2aaa679dc0
org.spincast	spincast-plugins-timezone-resolver	0.9.50	-	de84bb1f37969d36caf5f3f038a1fc30c9ce5d70
org.spincast	spincast-plugins-timezone-resolver	0.9.51	-	7a7cc7698b082b09f80c5da721dd3a8532242300
org.spincast	spincast-plugins-timezone-resolver	0.9.52	-	583a4f486473c97544ca4d10a3db494a7259f451
org.spincast	spincast-plugins-timezone-resolver	0.9.53	-	75501bee5c4d822b22818a290d56e4d19141c3d8
org.spincast	spincast-plugins-timezone-resolver	0.9.54	-	eb5e3eef6df57a923d0beefdad0f3afac77e737d
org.spincast	spincast-plugins-timezone-resolver	0.9.55	-	3fad2d80de8c50e353d13fc3f64edaf4c2a29a0a
org.spincast	spincast-plugins-timezone-resolver	1.0.0	-	ff92b69d6b0cd90ef34d745ef709da97790cb871
org.spincast	spincast-plugins-timezone-resolver	1.1.0	-	6d4c1c3801111ba2207330a02b271e0c023b9236
org.spincast	spincast-plugins-timezone-resolver	1.1.1	-	ac970ab0120a340f69a4e6427bf008ca3facfb74
org.spincast	spincast-plugins-timezone-resolver	1.10.0	-	e550748a100316828af456c633236cae74339efe
org.spincast	spincast-plugins-timezone-resolver	1.11.0	-	42199dffd45dc23a52088c51389e976e2b61802c
org.spincast	spincast-plugins-timezone-resolver	1.11.1	-	8cb65248c0e197623a051616aaccbbe48230456f
org.spincast	spincast-plugins-timezone-resolver	1.12.0	-	2dba13f0d381be4b853cdb0f3d5dd175933f2c9b
org.spincast	spincast-plugins-timezone-resolver	1.13.0	-	5c8d5275cbba9f1f21a7f420ec3e7f7d88d93239
org.spincast	spincast-plugins-timezone-resolver	1.14.0	-	662e5cb07a3b3630b13dcd76da69fe6aaff20479
org.spincast	spincast-plugins-timezone-resolver	1.14.1	-	43101fbcd61c13ca3b6ffcf5634a134b7483ac78
org.spincast	spincast-plugins-timezone-resolver	1.2.0	-	d335f0d3423405d30776f009a3b808b5255a6845
org.spincast	spincast-plugins-timezone-resolver	1.3.0	-	f31e1309c1ce06104e5ae1267204f7f25c3a79f5
org.spincast	spincast-plugins-timezone-resolver	1.4.0	-	07b0272f49f3b9817f4c24d73b591ef1bbb9428e
org.spincast	spincast-plugins-timezone-resolver	1.4.1	-	f1d23ed25076ffd8c1b3f7130abc57a5ecb7be08
org.spincast	spincast-plugins-timezone-resolver	1.5.0	-	5d53ab2b2c8dd102967507394c1614d92d0e15bf
org.spincast	spincast-plugins-timezone-resolver	1.5.1	-	de2a8b64edad12ffa67fb8feef2da8620d787ca0
org.spincast	spincast-plugins-timezone-resolver	1.6.0	-	77712705d5da642f86cf91f942ff70287b8df761
org.spincast	spincast-plugins-timezone-resolver	1.7.0	-	aaafc30e81e176575ad8018ed9a51f93fc2fff79
org.spincast	spincast-plugins-timezone-resolver	1.7.1	-	d1d7099a995982b3307ccf31cd172d6fcaa062d3
org.spincast	spincast-plugins-timezone-resolver	1.7.2	-	8c57633805b03830f98b7907f25d40f5b4bf9da8
org.spincast	spincast-plugins-timezone-resolver	1.7.3	-	c726d3198366612e9a5fecad5e94c4b6bc19e3d0
org.spincast	spincast-plugins-timezone-resolver	1.8.0	-	2836e5bbc04634dd910acbafc915cf3629ae0588
org.spincast	spincast-plugins-timezone-resolver	1.9.0	-	09ea3d20c27eaf1b9db6275418e24bb47e99a6bf
org.spincast	spincast-plugins-timezone-resolver	2.0.0	-	85895dc98cfd7ca1e3c0c62149776218047ae5ab
org.spincast	spincast-plugins-timezone-resolver	2.0.1	-	bea575fe2c02e3acdfe18007d6bddda9fd61e0dd
org.spincast	spincast-plugins-timezone-resolver	2.1.0	-	61f5cfaef8e6501c584af1bd64711c3eb5e05034
org.spincast	spincast-plugins-timezone-resolver	2.1.1	-	55f9eb7f3bec9bfde216d67236ddd33798760dff
org.spincast	spincast-plugins-timezone-resolver	2.2.0	-	e01f4b43338d6a19daa54fb85e13cc15b2b96b80
org.springframework	spring-full	1.0.1	-	4c1333e7163ba389ac46751e722eb71860e0d642
org.springframework	spring-full	1.1-rc1	-	47f2adb35ed68974d74b0b51f7398aa8b07ffede
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	1.0.0.RELEASE	-	8542aa1b09471b8e2aa9bffed4c72d8e96b3d44d
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	1.0.1.RELEASE	-	fe8a88f2c058e4d3315f67432f93839ca88e2053
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	1.1.0.RELEASE	-	b5e35d8ae29d78d4be857be4244dab4376d20f31
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	1.2.0.RELEASE	-	b71eb3f997f3f651aae7b8cfa752e7da69484601
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	1.3.0.RELEASE	-	3aa913f9676805f34aa1dd431b7382f116df563d
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	2.0.0.RELEASE	-	c3d09d2ff5cd2c691edbe61adb757e8f41e5cf33
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	2.1.0.RELEASE	-	d668e2cf153995a48211fd77984c992b273f66fc
org.springframework.cloud.task.app	spring-cloud-starter-task-timestamp	2.1.1.RELEASE	-	e40da354dbabeb128d1f67c9ca15be4a27a46c64
org.sweet-delights	delightful-anonymization_2.12	0.0.1	-	ef6f14e3713bb7726414d33b8fac09ba3d561b22
org.sweet-delights	delightful-anonymization_2.12	0.1.0	-	245552a7f027464acd5326ac49eb296e82d743ba
org.tkit.onecx.quarkus	onecx-core	0.10.0	-	e853d83ed04f74b6e32b931018baaa27a2398750
org.tkit.onecx.quarkus	onecx-core	0.11.0	-	4aeb48f9a78768feb41d898ad89538a50cb85795
org.tkit.onecx.quarkus	onecx-core	0.12.0	-	bba2b53fa05dabf09647bfb398d2fcc7ee727a17
org.tkit.onecx.quarkus	onecx-core	0.13.0	-	d12c5e32ad6c1ee722f0641cf3b5b73fa618b330
org.tkit.onecx.quarkus	onecx-core	0.14.0	-	d696f63c1df14c6b9a8c93d5760799133264bb04
org.tkit.onecx.quarkus	onecx-core	0.15.0	-	1c9af37b30c76b32a39b84444769221eb6a2324e
org.tkit.onecx.quarkus	onecx-core	0.16.0	-	0a8effaa51a4641f71dd6badb509350a2ee98472
org.tkit.onecx.quarkus	onecx-core	0.17.0	-	f71cb9a63ee999fc623687e0d8ebbc5787493cc8
org.tkit.onecx.quarkus	onecx-core	0.18.0	-	3284efad2de597a21f27437391ead07aeeac3e1c
org.tkit.onecx.quarkus	onecx-core	0.19.0	-	4ac8fa7477a9cd153f6c0343987f7f8f2a5107cf
org.tkit.onecx.quarkus	onecx-core	0.20.0	-	06ece729413dd1e28f89498bf7ec29a917a82eb0
org.tkit.onecx.quarkus	onecx-core	0.21.0	-	20f2bc62e1f76f5e0c4a43049fe9bd62d8ab32aa
org.tkit.onecx.quarkus	onecx-core	0.22.0	-	e207f3c572436144f5eeae631bb7f58130b630fb
org.tkit.onecx.quarkus	onecx-core	0.23.0	-	fbbef014a1cdd148af374cd2f260f0d215b1d5f7
org.tkit.onecx.quarkus	onecx-core	0.24.0	-	884926f0e6531497dc60dc1e6ab79ec53ba46f85
org.tkit.onecx.quarkus	onecx-core	0.25.0	-	35c68db65eb2e4750a5c6bb8929f7cfb460b5d35
org.tkit.onecx.quarkus	onecx-core	0.26.0	-	462044dc408a1d44ede5ad67771f85a420677465
org.tkit.onecx.quarkus	onecx-core	0.28.0	-	0a2ab6a2f32fdccbfb538c8cca0c7b52223cc089
org.tkit.onecx.quarkus	onecx-core	0.29.0	-	3187caac796072cb59a4a6b02ceea0096dd61999
org.tkit.onecx.quarkus	onecx-core	0.30.0	-	9abdfd1ff8c6786ef5c17599ceef09d8bd799f29
org.tkit.onecx.quarkus	onecx-core	0.31.0	-	08a92756d3ee19c5992e5570b48910f4e8facd54
org.tkit.onecx.quarkus	onecx-core	0.32.0	-	b82fed4afd70b94c985f6fd8d4049f4eb90c2d5b
org.tkit.onecx.quarkus	onecx-core	0.33.0	-	688398ad650b076a041f1bdf7c48bfc7fb55bc60
org.tkit.onecx.quarkus	onecx-core	0.34.0	-	71f48fc2f4e10afb6884565c138b2b68d260cb95
org.tkit.onecx.quarkus	onecx-core	0.9.0	-	3de537129411afc383c0313de0bb7c286616292c
org.tynamo	tapestry-hibernate-seedentity	0.0.1	-	5c7e55b13d10f5a1289daa42382320f5f50dd98b
org.tynamo	tapestry-hibernate-seedentity	0.1.0	-	58f3348c340a362e7817cb28c361e41cb67bfa34
org.tynamo	tapestry-hibernate-seedentity	0.1.1	-	f122d0b0fff63c65915583f27d98013be9cb27db
org.tynamo	tapestry-hibernate-seedentity	0.1.2	-	d1cf425b368703865518acef893a1ba560f9b0fd
org.tynamo	tapestry-hibernate-seedentity	0.1.3	-	862422e0871588f9b7a8d91ea0a2d3b5edb1fcd0
org.vx68k.webapp.pure	pure-css-grids	0.6.0-1	-	129856c5b17c8e281fe6240aaaa91c5e6e8c97ec
org.wartremover	wartremover-contrib_3.6.2	2.2.0	-	f61b03307fb6e44f04475158af693b035fb9133a
org.wartremover	wartremover-contrib_3.6.2	2.2.1	-	ee5b5b1fb8db77032baefa1e8790535473bc7c43
org.wartremover	wartremover-contrib_3.6.2	2.3.0	-	a6ae5d43b411adf040f3b84feceebfdb1a1f3498
