ch.sbb	export-package-generator	1.0.0		3f8d12ae1f9c490721c651fa159fd6409ab17584
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.4.2		a07bb53310902c47cdf0fe14bbd5f1206fa2d94c
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.0		cd062c973f6ccc080c2e4c46bd8373ea21e177ba
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.0.CR1		b747e717bba818ab39ccd9a474b8887b2ac478f9
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.0.CR2		2d388f8d0c061cd2bf7661ffd1f4587fc92ebef7
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.1		db62c7145caf18d735091fa3dd493f88b54cd010
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.2		b0f19cf01fc346f877a39251e1d4cfa34dafff72
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.3		8ad8c6b63f25fd6a3d84617858998aa1ae12511c
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.4		d3134f03f254ad475a73e8330709eede26947376
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.5		162e6aac9a029c0a5ff37f84f1534a237f4a4e32
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.5.6		d0cb4400d451ff6c8f86107b2877aab3331e8d7e
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.6.0		4454f4fde33e63c90d4a09e89ec350d3c992233e
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.6.1		06947d3937eb6714feb6f896942a52f0e7e92b0e
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.6.2		28d7f607868c0f0839074067a0b4b9b8f91c48f7
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.6.3		f3f1f6458bf455c115be49d5afdecb7e0dfa0e81
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.6.4		afbee0bde864ef719d52a3450342a4f22b185fcf
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.7.0		cf5d967edc7bb0be7a0a60f2c79aa74cb0755feb
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.7.1		fa9e2cf54e87320a836c199b2e659c82c0108d15
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.7.2		93c733793d149f34160cf2b6bddcd5690f64b092
io.quarkiverse.artemis	quarkus-artemis-core-deployment	3.8.0		f115904afd9a7498bd01acd02d8fb25e97b00e35
io.thorntail	gradle-arquillian-adapter	2.0.0.Final		ecadeea9176f695b543400493b1c8be191f5e94f
io.thorntail	gradle-arquillian-adapter	2.1.0.Final		0a34bcf06e2801c849788b0937e3b7b3bc763a56
io.thorntail	gradle-arquillian-adapter	2.2.0.Final		a6c17a8f64e78c32ae9bf65e5abc2f1093eb7d87
io.thorntail	gradle-arquillian-adapter	2.2.1.Final		fb1cf6e7401376e64b647253c35fdd26e2337cfb
io.thorntail	gradle-arquillian-adapter	2.3.0.Final		c0e1f0c1a5918a5f053d7ad4b32ccb0d6e2311f1
io.thorntail	gradle-arquillian-adapter	2.4.0.Final		48773ee6bca3db38d6d16a5fcf4a640440b9e946
io.thorntail	gradle-arquillian-adapter	2.5.0.Final		0f9aa17dcd471d896823209d6c313a94ed3bd6d4
io.thorntail	gradle-arquillian-adapter	2.6.0.Final		4150e817ac9809924db704594c45e0a1705e22a7
io.thorntail	gradle-arquillian-adapter	2.7.0.Final		138286cfe6db85d76a625d6ec8585962cd69caa2
is.leap.android.flutter	core-sdk	2.0.6		N/A
is.leap.android.flutter	core-sdk	2.0.7		N/A
is.leap.android.flutter	core-sdk	2.1.0		N/A
is.leap.android.flutter	core-sdk	2.1.1		N/A
it.multicoredev.mbcore.velocity	MBCore-velocity	8.0.1		514e53ceba849f7649bf1c58db25e7ec16305792
maven	maven-javacc-plugin	1.0		19bfb29970e0766ef1236e153d260cfb821c3683
maven	maven-javacc-plugin	1.1		96f7f029f608a8626a87c3c5d14624fb13706a97
maven	maven-javacc-plugin	1.2		54813dc2477bc15cb4cdd5ba1adb35b8802eecfb
mx4j	mx4j-jmx-remote	3.0.1		N/A
net.jolivier	server-impl	0.1		f91b3d984232cb93d60f769b2b17e89dc79a9302
net.jolivier	server-impl	0.2		88f31a427e30a7ddac3cd45bff7125f16945a9b9
net.jolivier	server-impl	0.3		88f31a427e30a7ddac3cd45bff7125f16945a9b9
net.jolivier	server-impl	0.4		88f31a427e30a7ddac3cd45bff7125f16945a9b9
net.jolivier	server-impl	0.5		88f31a427e30a7ddac3cd45bff7125f16945a9b9
net.jolivier	server-impl	0.6		88f31a427e30a7ddac3cd45bff7125f16945a9b9
net.sf.jnrpe	jcheck_nrpe	2.0.3		9fc817032b8a6abbfb07edc22550d403fc43f110
net.sf.jnrpe	jcheck_nrpe	2.0.3-RC2		1482b598a287a04b57d1036dd419dccd4d63665a
net.sf.jnrpe	jcheck_nrpe	2.0.3-RC3		21f545b2eb1cc6fb34a399a11b9a3ff9470f3268
net.sf.jnrpe	jcheck_nrpe	2.0.3-RC5		cc7e1eadf1356b8d3678ab90ee60f5304e8f14b4
net.sf.jnrpe	jcheck_nrpe	2.0.3-beta-04		84b2e8ad76535d1e4c67019960272f97fdec3aef
net.sf.jnrpe	jcheck_nrpe	2.0.4		af645067cf42e5328c2ec5b9f83811c9f82251c6
net.sf.jnrpe	jcheck_nrpe	2.0.5		9494686fa02d7f77beb1adf180415377947544ad
nl.nl-portal	common-ground-authentication	0.1.0.RELEASE		N/A
nl.nl-portal	common-ground-authentication	0.1.0.RELEASE	plain	e0b572e429dfb0be8f3f1b5a6bcfa06d2d59e58d
nl.nl-portal	common-ground-authentication	0.2.2.RELEASE		N/A
nl.nl-portal	common-ground-authentication	0.2.2.RELEASE	plain	2d6f668afbde263d156d2dc11f4a2d8b9f956205
nl.nl-portal	common-ground-authentication	0.3.0.RELEASE		N/A
nl.nl-portal	common-ground-authentication	0.3.0.RELEASE	plain	5fae9082d8fd6944a8db62be0f271cca6d37396b
nl.nl-portal	common-ground-authentication	1.0.8.RELEASE		N/A
nl.nl-portal	common-ground-authentication	1.0.8.RELEASE	plain	b516d2d44162544b145d81e0d1855891f046ac83
nl.nl-portal	common-ground-authentication	1.3.0		N/A
nl.nl-portal	common-ground-authentication	1.3.0	plain	7321179c5b9120a20b0de82c43b64864d434a110
nl.nl-portal	common-ground-authentication	1.3.1		N/A
nl.nl-portal	common-ground-authentication	1.3.1	plain	94f1b561ef48697f46dad7c5a1d8a00515abff06
nl.nl-portal	common-ground-authentication	1.5.0		N/A
nl.nl-portal	common-ground-authentication	1.5.0	plain	5d5ec1cbbf89acc15e54d858180cf48b5c8eb30d
nl.nl-portal	common-ground-authentication	1.5.1		N/A
nl.nl-portal	common-ground-authentication	1.5.1	plain	ef76a708b8d58112de6e9ee08445dac62e2b8105
org.andromda.templateengines	andromda-templateengine-freemarker	3.2		198efde059bc63de874367bae17e3dfd32f00494
org.andromda.templateengines	andromda-templateengine-freemarker	3.3		7a3f2748b56514e1e5c75c34675aaeb7a553894d
org.andromda.templateengines	andromda-templateengine-freemarker	3.4		7a15ee51a012c268d480b3d1e8469f8fb4ccaf27
org.apache.aries.jpa	org.apache.aries.jpa.main	2.0.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.1.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.2.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.3.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.4.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.5.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.6.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.6.1		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.7.0		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.7.1		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.7.2		N/A
org.apache.aries.jpa	org.apache.aries.jpa.main	2.7.3		N/A
org.apache.camel.karaf	camel-fastjson-test	4.10.3		cccf15bbbfbbdf0c6cd4e427da9547927040f5ea
org.apache.camel.karaf	camel-fastjson-test	4.7.0		087422e9d6b427059f77b5076d367d5959d6b2bb
org.apache.camel.karaf	camel-fastjson-test	4.8.1		62d40375f07bf721ac5b788ac72ca5fd941d49b4
org.apache.camel.karaf	camel-fastjson-test	4.8.2		313b0a3ec067f430caacf06f7b2bb06593dd013c
org.apache.camel.karaf	camel-fastjson-test	4.8.5		667819f072ab9fbe868d3eb03f7b9852d36e4108
org.apache.camel.karaf	camel-fastjson-test	4.8.6		601995ff2f4abd5bfb925bf768c092735f880e50
org.apache.camel.karaf	camel-fastjson-test	4.9.0		9128a943b26ac7713f185b199f53e7177b25a81d
org.apache.cocoon	cocoon-sitemap-components	1.0.0		bbaf9d4cb18f7ccfadcb06a4ce3a249a6488a50e
org.apache.cocoon	cocoon-sitemap-components	1.0.0-M1		8187f698c69355919a0a5c04add77fa5bce08896
org.apache.cocoon	cocoon-sitemap-components	1.0.0-RC1		50238527b0f2eef938386d044638011a2a72a2e5
org.apache.cocoon	cocoon-sitemap-components	1.0.0-RC2		227372ba04938957b8e3888a1ea634b9fdd9dc53
org.apache.cocoon	cocoon-sitemap-components	2.3.0		14875cea2f5b5750ec94fecb131276883499bfc5
org.apache.falcon	build-tools	0.8		d3e5794bef62cd07c276321278f11069970ed93e
org.apache.groovy	groovy-dateutil	4.0.0		2c34971f4c66f48adba95ea8b3f8e4b8e6975bfd
org.apache.groovy	groovy-dateutil	4.0.0	groovydoc	9a15fe08658f0743823ddc2d5310bb1602a9d005
org.apache.groovy	groovy-dateutil	4.0.0-alpha-1		fe168908af39c0528fe21f58dc8c004519226c6a
org.apache.groovy	groovy-dateutil	4.0.0-alpha-1	groovydoc	8d539b6f283c8d58fb2819f5091eb1df01f122e4
org.apache.groovy	groovy-dateutil	4.0.0-alpha-2		b6589652ecf1d1741a4890aa0cb84a445a09b07d
org.apache.groovy	groovy-dateutil	4.0.0-alpha-3		c6fb383841d13980962f2ace3e2bb00a6bde6aa0
org.apache.groovy	groovy-dateutil	4.0.0-alpha-3	groovydoc	c38ffa89ab6520b04d97110b86f8766fe0c9982d
org.apache.groovy	groovy-dateutil	4.0.0-beta-1		de869f2e57bf55b7f8aef5394be0a88431ade815
org.apache.groovy	groovy-dateutil	4.0.0-beta-1	groovydoc	3bd02e8ecf7416a19ddcd701712d73e34be35dd5
org.apache.groovy	groovy-dateutil	4.0.0-beta-2		8d532a1223b78b7555f82bcbe619e09436f426eb
org.apache.groovy	groovy-dateutil	4.0.0-beta-2	groovydoc	b0f99e93dbdb67db136f703615334c3f76ea55c2
org.apache.groovy	groovy-dateutil	4.0.0-rc-1		a55127f270ade119a0016875a121894de56815f4
org.apache.groovy	groovy-dateutil	4.0.0-rc-1	groovydoc	7477e440699014421d64a024792f99aa5517b17e
org.apache.groovy	groovy-dateutil	4.0.0-rc-2		37a1696de87b401b913ba5139761aa679ffac400
org.apache.groovy	groovy-dateutil	4.0.0-rc-2	groovydoc	6293b3b9660f2056da70797f5e5f66516ec4ea56
org.apache.groovy	groovy-dateutil	4.0.1		18b57b860ba58e5ac7edb5ff6812da0d575774da
org.apache.groovy	groovy-dateutil	4.0.1	groovydoc	436773538d6193ac83ae7df5e10f3b5b572a8f6a
org.apache.groovy	groovy-dateutil	4.0.10		803c16593cfe643cdf95c657f08a3582e929ad92
org.apache.groovy	groovy-dateutil	4.0.10	groovydoc	0ec56ccb4d5f1306d093127f695add7e58093a5f
org.apache.groovy	groovy-dateutil	4.0.11		fe67abff0e1dc40ae2e670bdb82c2b97e197bab3
org.apache.groovy	groovy-dateutil	4.0.11	groovydoc	c959934c2cb4e4eb4a601c71174e3d2441cfcbf8
org.apache.groovy	groovy-dateutil	4.0.12		0fd6cfeab1b818a76c897fd9711ebed533f14e63
org.apache.groovy	groovy-dateutil	4.0.12	groovydoc	093e1977d9db9f70d32dfdf106fb23d98a1db25d
org.apache.groovy	groovy-dateutil	4.0.13		b145f8f2724b0623b2ab0b84fa8431229a909131
org.apache.groovy	groovy-dateutil	4.0.13	groovydoc	00690487fdc2c21a6192a3c1fa223dc419c73dba
org.apache.groovy	groovy-dateutil	4.0.14		48b37ca9fb155e87ba82d40e3718fb9fb3da9365
org.apache.groovy	groovy-dateutil	4.0.14	groovydoc	257225b14cc8324d41f144eafadf0c93162aea95
org.apache.groovy	groovy-dateutil	4.0.15		b6d3a3b771613834ccfacb810183be85e6836a71
org.apache.groovy	groovy-dateutil	4.0.15	groovydoc	47e1579d9ed44be4efcc80889852c042c01e2fb7
org.apache.groovy	groovy-dateutil	4.0.16		63616990ccc7deea04aa05290e4ec916b9503b3d
org.apache.groovy	groovy-dateutil	4.0.16	groovydoc	30b81f1e07aa458eb137eacd6f81c372f45c8ac2
org.apache.groovy	groovy-dateutil	4.0.17		1d6a79d1c1d4190ec6125023811f6aaab58f98cf
org.apache.groovy	groovy-dateutil	4.0.17	groovydoc	fbce3c8792f7c32eae24455f4534f4b53df92e15
org.apache.groovy	groovy-dateutil	4.0.18		0465189aa61ee7faeb4d786bbf8e7a8e5cea45d7
org.apache.groovy	groovy-dateutil	4.0.18	groovydoc	98cf5e837345748b816ab74db0213549fa0dd16d
org.apache.groovy	groovy-dateutil	4.0.19		9461e5974864cc9e7c88725ecb18fe2f10b5d9fd
org.apache.groovy	groovy-dateutil	4.0.19	groovydoc	7c6931a3b6515c8321d11e24351668b0ec47fbd4
org.apache.groovy	groovy-dateutil	4.0.2		d8fa20a51ce4281edc2869b810be2af8f05ded6e
org.apache.groovy	groovy-dateutil	4.0.2	groovydoc	08b4d3559801f204901cd709cdea904c7728e832
org.apache.groovy	groovy-dateutil	4.0.20		26db0c640b5f6ade199b88fad0737a908f034572
org.apache.groovy	groovy-dateutil	4.0.20	groovydoc	f41675c2a3f6090ec9e2638a8ef9af1949cdffff
org.apache.groovy	groovy-dateutil	4.0.21		34254f6551769c99670ecaab18362b88bac64b5e
org.apache.groovy	groovy-dateutil	4.0.21	groovydoc	7cf2d9ad8b049bd0b608c190c6735173da01317e
org.apache.groovy	groovy-dateutil	4.0.22		b93b9e1a982767c9437d5d3455f77aa50d23c7b7
org.apache.groovy	groovy-dateutil	4.0.22	groovydoc	5afec4eb7bdd9815ef8ac308c7d7eb449bc9a78d
org.apache.groovy	groovy-dateutil	4.0.23		b874a324cdf0904034c43342cfcb2d99f4d91acc
org.apache.groovy	groovy-dateutil	4.0.23	groovydoc	a46f82f88f48641b19d868f1031a2afeae48609f
org.apache.groovy	groovy-dateutil	4.0.24		99af193e58f93ac715be91656043c6155bc113ff
org.apache.groovy	groovy-dateutil	4.0.24	groovydoc	fc00edf947ca8c38832df7f20e406507a801dadf
org.apache.groovy	groovy-dateutil	4.0.25		52cf697a55b6b11eb0e5fd2253aa9da18eb86dbd
org.apache.groovy	groovy-dateutil	4.0.25	groovydoc	d322d1f874d61d2e06b5642649530682527db62f
org.apache.groovy	groovy-dateutil	4.0.26		ed8829fd68eeb90cca98cddb12b02b79874fc91c
org.apache.groovy	groovy-dateutil	4.0.26	groovydoc	9dfdeacc6861c36ba135bee0cac3dcb8ca54991c
org.apache.groovy	groovy-dateutil	4.0.3		a5c3dec1e9124d280a9599341991d98c7f850a92
org.apache.groovy	groovy-dateutil	4.0.3	groovydoc	3703c8da42b50601eb4900f56247bd61afab2b7c
org.apache.groovy	groovy-dateutil	4.0.4		168ccd4cb7e0653b3b670650b3df0c8d20b9b962
org.apache.groovy	groovy-dateutil	4.0.4	groovydoc	383ddf76edffaf89bce1ec3351f359247ac8c68c
org.apache.groovy	groovy-dateutil	4.0.5		b28c8fd338ec0ade383e0ec4ec42afbd56c9e2be
org.apache.groovy	groovy-dateutil	4.0.5	groovydoc	5eda39f8cdd784b3542e0613ae0e3cadfcde6e11
org.apache.groovy	groovy-dateutil	4.0.6		942277132c8dc9ae1e42c3abad09277ee0d0ab0a
org.apache.groovy	groovy-dateutil	4.0.6	groovydoc	897afc043f9a7a10430fc2c333ca63015cc4f707
org.apache.groovy	groovy-dateutil	4.0.7		017bbba71a6fdc8d9e7ccc22eb810e2d69c97411
org.apache.groovy	groovy-dateutil	4.0.7	groovydoc	87ece858528cde053f0eea9c474510c16ad7e98c
org.apache.groovy	groovy-dateutil	4.0.8		b3039b9e63936f1d2339983e989488606bf63c05
org.apache.groovy	groovy-dateutil	4.0.8	groovydoc	e20b47e4df05afa686424d79fa8f472b9fc00c77
org.apache.groovy	groovy-dateutil	4.0.9		6b2dffb0ac903c3f7a98fe8aff5492b469dac0dc
org.apache.groovy	groovy-dateutil	4.0.9	groovydoc	941c354e8a33d228b6362ce0496e711ab77f71b8
org.apache.groovy	groovy-dateutil	5.0.0-alpha-1		ba9eae71acaec6a0aa600d495c131f28cfff88fa
org.apache.groovy	groovy-dateutil	5.0.0-alpha-1	groovydoc	2179a77a52f7a534fa69e8ad04ac369923b28579
org.apache.groovy	groovy-dateutil	5.0.0-alpha-10		3fdae7525387b092e9819045da778ec6d2a88ced
org.apache.groovy	groovy-dateutil	5.0.0-alpha-10	groovydoc	b385a83935b6225fa6323d71b7fffb61171072ed
org.apache.groovy	groovy-dateutil	5.0.0-alpha-11		a2879f99b88c20e427831817a633586eeeac9d0c
org.apache.groovy	groovy-dateutil	5.0.0-alpha-11	groovydoc	028743bdea958833e8ff8d01843425f662af81c9
org.apache.groovy	groovy-dateutil	5.0.0-alpha-12		706af63ca3bed51ec9ac7fe607c0dd904d7d38dc
org.apache.groovy	groovy-dateutil	5.0.0-alpha-12	groovydoc	51c8626736b924d81f054700bef09f0ff458b90d
org.apache.groovy	groovy-dateutil	5.0.0-alpha-2		5d47a8e157e727925d3d67690ca903ee96d91c39
org.apache.groovy	groovy-dateutil	5.0.0-alpha-2	groovydoc	0ca7342b54e0b79d6f7b5b9e4f5385590d229a74
org.apache.groovy	groovy-dateutil	5.0.0-alpha-3		0098476465e68fb0b2626057a509e6faf7c6c10d
org.apache.groovy	groovy-dateutil	5.0.0-alpha-3	groovydoc	1b15aaecaffd16fa3d96d9ae82e81a5d055c8774
org.apache.groovy	groovy-dateutil	5.0.0-alpha-4		5c8115eec2fe72dc10b37e1f21eb7cd569b5c07c
org.apache.groovy	groovy-dateutil	5.0.0-alpha-4	groovydoc	9985f6ce7ba8433207bb54b503ed226564d3b4e3
org.apache.groovy	groovy-dateutil	5.0.0-alpha-5		c12366880a908679fe9babd1f1163e21c9937858
org.apache.groovy	groovy-dateutil	5.0.0-alpha-5	groovydoc	436067d1e6d2c69b63807c7d4d9e97a07c8de28d
org.apache.groovy	groovy-dateutil	5.0.0-alpha-6		3c120a53ecc02a318fd22546f7f165f8635c19b6
org.apache.groovy	groovy-dateutil	5.0.0-alpha-6	groovydoc	616244a04acfeaa5b72a5982466b581e616cc97a
org.apache.groovy	groovy-dateutil	5.0.0-alpha-7		9cd7e07a3208b07218a1d095dd562ec5c2f6ee6b
org.apache.groovy	groovy-dateutil	5.0.0-alpha-7	groovydoc	2ebd1c8710ef3dcf16692f690b8c6b6af49b9413
org.apache.groovy	groovy-dateutil	5.0.0-alpha-8		76acedbd5ab5ee6d9cdfd96c36488371111ee1b6
org.apache.groovy	groovy-dateutil	5.0.0-alpha-8	groovydoc	0c7a8d5eb8b33886f414ea699ecffa107e1f3bcd
org.apache.groovy	groovy-dateutil	5.0.0-alpha-9		29031f1ca4c09eabc8768c4f641e8bf3819e7bcd
org.apache.groovy	groovy-dateutil	5.0.0-alpha-9	groovydoc	6b1ff90338809cf931471d98233d3e21231520ed
org.apache.jena	jena-fuseki-docker	3.17.0		N/A
org.apache.jena	jena-fuseki-docker	4.0.0		N/A
org.apache.jena	jena-fuseki-docker	4.1.0		N/A
org.apache.jena	jena-fuseki-docker	4.10.0		N/A
org.apache.jena	jena-fuseki-docker	4.2.0		N/A
org.apache.jena	jena-fuseki-docker	4.3.0		N/A
org.apache.jena	jena-fuseki-docker	4.3.1		N/A
org.apache.jena	jena-fuseki-docker	4.3.2		N/A
org.apache.jena	jena-fuseki-docker	4.4.0		N/A
org.apache.jena	jena-fuseki-docker	4.5.0		N/A
org.apache.jena	jena-fuseki-docker	4.6.0		N/A
org.apache.jena	jena-fuseki-docker	4.6.1		N/A
org.apache.jena	jena-fuseki-docker	4.7.0		N/A
org.apache.jena	jena-fuseki-docker	4.8.0		N/A
org.apache.jena	jena-fuseki-docker	4.9.0		N/A
org.apache.jena	jena-fuseki-docker	5.0.0		N/A
org.apache.jena	jena-fuseki-docker	5.0.0-rc1		N/A
org.apache.jena	jena-fuseki-docker	5.1.0		N/A
org.apache.jena	jena-fuseki-docker	5.2.0		N/A
org.apache.jena	jena-fuseki-docker	5.3.0		N/A
org.apache.jena	jena-fuseki-docker	5.4.0		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-core-rw-hibernate	1.0.10		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-core-rw-hibernate	1.0.9		N/A
org.bitbucket.dpenkin	unified-diff-parser-git	0.1.0		598ed1f7d23ca1562eaf323965e9ab6723bcd71b
org.eclipse.dirigible	dirigible-api-facade-redis	5.10.0		660d4305c2bece1bbe7ae468b139f216daba14e5
org.eclipse.dirigible	dirigible-api-facade-redis	5.10.1		3de5735faa751e88f115a086461145e8f034539a
org.eclipse.dirigible	dirigible-api-facade-redis	5.10.2		17eca0905e7057ad6036b99bb5560c3dc57f7816
org.eclipse.dirigible	dirigible-api-facade-redis	5.10.3		d990197bede6764feb2de4f6d49372026c2b884b
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.0		923c234f98c4fdaa07c728853d43b8c0d7aeaf67
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.1		2de0d21ecf375073133b09c6ebbf91152a1399bf
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.2		42f81f4dc585eda65631afe24e830a1e30d3e6b1
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.3		d7507b33e593a378b74e3ab0b1d0bc13413a48e8
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.4		830bc654ed2476989bc0b47099d5fd49942de963
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.5		6862dcf81dba2f9e6a084064d1360f8029c39105
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.6		5f6d44396ef7815615adce13c64b31d7bbc5e16e
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.7		332d33fbb8e35f33b9cea26880b1a0c32ae16fa9
org.eclipse.dirigible	dirigible-api-facade-redis	5.11.8		01fc9b2ff79e55fc4982dbb6261b429dd1a6df2c
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.0		850f46a697e672ec097aa9e0ad63721ea2efbf8e
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.1		9a2516b37a85dc9d22bbfff729f95cfabf580006
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.10		815f472a0b6aa34fa1c81c38a3c3bcc5e762eb42
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.11		029e4c60ca2423ccb029f01885110419e9caf84f
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.12		450d9d2328a902ab70d83b192d6f794691d0a09a
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.13		9768810a60991694d59a75a10cad255cae3173d9
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.14		bb78926e42a2519c139345aa6e02ccab534b3cfd
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.15		e66460946b26a5725a943be04e0845d55ec723a5
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.16		95cf6f789d3af1a3373f817b50ba4dcdb3d6aae4
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.17		4828a80ce3372440b1691d7ce676407a0af11236
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.18		39eda1638bec3955ff42bfd639400f41d1fb59b9
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.2		54fc0765422b76c3ca25f28850ddfbb1c938d836
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.20		d64c6d651860200c1f43957df470a24ff28de121
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.21		1b8b3a9500c795b8c1b3b6a21e7b5fcbf98a6a63
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.3		2998c3cccbd09a7835a36923f3778f231ee93555
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.4		87e5060ccb083962547ca88ddb111509f9adb109
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.5		5e47ca11a61eefdf7e001a897b149eaac6bc2b38
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.6		c0cc29b2614d8a7eb4d72b41340b8257d32ff21f
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.7		d0fa071da7e15d7c63644ffc81368dc4f646f53b
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.8		4e51b3a054c83404823bb18bf0615781597b86cc
org.eclipse.dirigible	dirigible-api-facade-redis	5.12.9		608559b42ea76eab868fef3b903913042939fd14
org.eclipse.dirigible	dirigible-api-facade-redis	5.8.0		303cf7735a409239dea331a18c9d2168050c7124
org.eclipse.dirigible	dirigible-api-facade-redis	5.8.1		1236b35501bd22c97578c9273b9e3653783d2f0e
org.eclipse.dirigible	dirigible-api-facade-redis	5.8.2		32b165dbe2435f318c3d760c4f7bcd04000fb7f9
org.eclipse.dirigible	dirigible-api-facade-redis	5.8.3		6d5c5a72f42de002aead8ee761e5003a2ba4da5b
org.eclipse.dirigible	dirigible-api-facade-redis	5.8.4		71744f104f6cd9554836b4b6865793c2d7ae9a74
org.eclipse.dirigible	dirigible-api-facade-redis	5.9.0		f939cd3d2c1b53162246d9cf0e1833b9169dbce5
org.eclipse.dirigible	dirigible-api-facade-redis	5.9.1		093fdb6fd37fd36d24d4ee625498655e3b69fbed
org.eclipse.dirigible	dirigible-api-facade-redis	5.9.2		40aa4e935fff42353fabbe0453af61bb91f747a3
org.eclipse.dirigible	dirigible-api-facade-redis	5.9.3		d58ed038285a09f325c184cc3afff1ac29cdaa71
org.eclipse.dirigible	dirigible-api-facade-redis	6.0.0		adca0975962ad25011ae9117548c4f7932b0262f
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.0		eb48ad04954c5991f0b5ef114169ba89e577ccd9
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.1		4f6e6489d9b6c79f19785de9c08d7d5578d266e3
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.10		2c25d98d72ae681fd59f2b06840c868ad701c012
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.11		266b7f7cb74869952cc85513e9e3ac4453ec2caa
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.12		596c49484154539e86606dd87f066733750dba6b
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.13		82d987c9ada4ecd3181be19bef52bb8a3d471954
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.14		c191d293a12c32dd887d94ec2a31484cd0126b1e
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.15		cb14e7d103c28420ff5346bfa52782a7daceda20
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.16		6ef86e4306376820e3e51a144969e807a1a53411
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.17		f7e5be362ef390757cee7d59332890ceab96391c
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.18		199091f5e655413c1220a6edead43152cd50ada9
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.19		c385cd0ff0bd900429794f3162fc3fde4e4e91b1
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.2		7b625d0710b60b5df7c993973280dacd43c2411a
org.eclipse.dirigible	dirigible-api-facade-redis	6.1.20		71c02343f4457196d7ec10d8a75cad5fe0d4832f
