activemq	activemq-itest-ear	1.3		b66fd82f47afc0eab984465e228eff299047b461
org.apache.unomi	unomi-groovy-actions	2.6.1		N/A
org.bitbucket.aaronmwilliams	user-exercises-testing-library	1.0.0		7e541187156b0ce273eaeeb518bc3589b7606292
org.eclipse.edc	ids-token-validation	0.0.1-20230220.patch1		fbfeb3aaf8188fff9f64d83d324845ae52331de9
org.eclipse.edc	ids-token-validation	0.0.1-milestone-7		d9d210ded5dfe96a710c3b0e59c147202d5113a7
org.eclipse.edc	ids-token-validation	0.0.1-milestone-8		b98039c20e6e354701a462da75304c816b7fa2d9
org.eclipse.edc	ids-token-validation	0.0.1-milestone-9		ebd14eec9301687336599e349d0d23fe90d61e86
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.0.0-M4		89ba4f707a97ebba7af17454f74349afe02f7acb
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.0.0-M5		de35a25ffdbfdd016dea8edf908a662e0c319c3e
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.0.0-M7		bfa93746f01c28d3edfeff595a3e156fe4ecc599
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.0.0-M8		bf993a5760d557587fe5ef94cac9c6e319a82157
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.0.0-M9		39da9193479ff40752b19801195cecb775e0daf0
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.15.0-M1		113d553b825fb0b34d9893c214f943ff72ae79a2
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.15.0-M2		9502ecdaccc092cf319fdb5c75c735f45c826c80
org.geomajas.plugin	geomajas-plugin-deskmanager-gwt	1.15.0-M3		964abf0851d44f811b394a7264423642852e4dfa
org.ibissource.ibis-adapterframework-akamai.7.0-RC3.org.ibissource	ibis-adapterframework-ifsa	7.0-RC3		8bce6cb24b8ac06806c2e195868875ffb566ecd5
org.jvnet.hudson.main	ui-samples-plugin	1.352		538d59414216011bf8d46f13f79e0b2f6f3a2b66
org.jvnet.hudson.main	ui-samples-plugin	1.353		c52d69c6b3dc6bfb0ac44dbbb3a8306df8cca644
org.jvnet.hudson.main	ui-samples-plugin	1.354		802c26599132b3b805842644b0f866abf258c2d9
org.jvnet.hudson.main	ui-samples-plugin	1.355		178f29eba81d73d7907f2bf2a727267d420278f2
org.jvnet.hudson.main	ui-samples-plugin	1.356		80a2425637d558f66479bbf3b166e2189fe20a81
org.jvnet.hudson.main	ui-samples-plugin	1.357		a783b48e7e4165f0349b8a58586873aaa735a5d9
org.jvnet.hudson.main	ui-samples-plugin	1.358		1ebe0fd24f3354304ecc40b615e42fe5d42791b3
org.jvnet.hudson.main	ui-samples-plugin	1.359		524d8ab87f9d8dfab9b960866475d71b91bd0511
org.jvnet.hudson.main	ui-samples-plugin	1.360		bd7dc4d3a7b1e592ce9ba628add0fdcb0000a353
org.jvnet.hudson.main	ui-samples-plugin	1.361		05426d055030af3c879a9edc9dfbc84e026fe73f
org.jvnet.hudson.main	ui-samples-plugin	1.362		2973ed6c11ba9390ea0d477277347b692ff96e42
org.jvnet.hudson.main	ui-samples-plugin	1.363		4f5da5a40e2452d8f485632f8af3dbbc9e1f85fb
org.jvnet.hudson.main	ui-samples-plugin	1.364		19aec7227553158fedd7d774344ddac7f784d1c5
org.jvnet.hudson.main	ui-samples-plugin	1.365		45fd2627f22347737071b3a04c057b191c1beb4b
org.jvnet.hudson.main	ui-samples-plugin	1.366		d2b3ccc730a69b086ea8708fe0509d6574086c38
org.jvnet.hudson.main	ui-samples-plugin	1.367		6fc2aac408ed9b8044ba47af1c334782fe26640b
org.jvnet.hudson.main	ui-samples-plugin	1.368		44f48b09daafcde07feb6ed53997946dcf7ab91c
org.jvnet.hudson.main	ui-samples-plugin	1.369		049dd5bf5ada00252e9f1166038b9963d0d249ba
org.jvnet.hudson.main	ui-samples-plugin	1.370		f6a297535aad80c44a0ba834626d9478109ecfe9
org.jvnet.hudson.main	ui-samples-plugin	1.371		3a2a8c9174f5aac15d6f85acf6552d98dd9fb26e
org.jvnet.hudson.main	ui-samples-plugin	1.372		4fd4a5e6e1af31e309e7580282814a6a288ef538
org.jvnet.hudson.main	ui-samples-plugin	1.373		884e870677a48c9e1c5253ee14d21867f6227dec
org.jvnet.hudson.main	ui-samples-plugin	1.374		72921a9676ce6af95a41a44565b33dbae5282a1e
org.jvnet.hudson.main	ui-samples-plugin	1.375		ba02c91c7a54378246ae6b6167713ae4a23195dc
org.jvnet.hudson.main	ui-samples-plugin	1.376		b1bd95944b79f8ddcb2e99361f26f8c05290931c
org.jvnet.hudson.main	ui-samples-plugin	1.377		37932acd7159f145f9200d128e09b41ea8e22b60
org.jvnet.hudson.main	ui-samples-plugin	1.378		718cb0c2a55608c7acae49c756d415fdc4196258
org.jvnet.hudson.main	ui-samples-plugin	1.379		b66f951ecd266ea18eccc003d23ceb2a37da9587
org.jvnet.hudson.main	ui-samples-plugin	1.380		24c936ed930b2ba29665cafb0c756167143f9676
org.jvnet.hudson.main	ui-samples-plugin	1.381		c6ece6790c68d3f0d927710fac6bf11e0548114f
org.jvnet.hudson.main	ui-samples-plugin	1.382		d1f9a48df08e252725af2aff3134dd46c81df5a1
org.jvnet.hudson.main	ui-samples-plugin	1.383		9e590aee9dcb84cf5372eab0d22fee0e02eca4db
org.jvnet.hudson.main	ui-samples-plugin	1.384		b692dfad265e11a5beb012afe7b24c550aab0a67
org.jvnet.hudson.main	ui-samples-plugin	1.385		e2cd451f0f266a0b75867c089cefeadc580dd65a
org.jvnet.hudson.main	ui-samples-plugin	1.386		604d97f0bcd507c943acd29ba28d5406cf7a03b8
org.jvnet.hudson.main	ui-samples-plugin	1.387		85f12ba53f45873a551c5f94827f7a93e5150ad4
org.jvnet.hudson.main	ui-samples-plugin	1.388		a9c7532debacb2474d7f6c1018af38b52b9ebe0a
org.jvnet.hudson.main	ui-samples-plugin	1.389		11cf24a58dd1582ad86e7d73b1b608144cd417fb
org.jvnet.hudson.main	ui-samples-plugin	1.390		36ca20fe33146e766af062eea90148a6fc6b0de3
org.jvnet.hudson.main	ui-samples-plugin	1.391		ce043aedfbd0d86f8a87eda5d5686032e864f2ce
org.jvnet.hudson.main	ui-samples-plugin	1.392		7676764129d6c9bd391fed85da8dd98258540a86
org.jvnet.hudson.main	ui-samples-plugin	1.393		d19c3353463d4341333fa9eed77be5b2eb260ef7
org.jvnet.hudson.main	ui-samples-plugin	1.394		5c561dec1c5713cb765d34c3980558b2db4260f7
org.jvnet.hudson.main	ui-samples-plugin	1.395		9554266872bc17ce4681d7c50331e222dd6abe82
org.kathra	kathra-deploymanager-interface	1.0.0		efe2f18b3f6dfc88899d3f0193f2162972ec2c75
org.kathra	kathra-deploymanager-interface	1.1.0		1896cc71dd0094564def1053ed301756db3d6626
org.kathra	kathra-deploymanager-interface	1.2.0		44285e073517382b82ab98439026aa182a429842
org.kodein.db	kodein-leveldb-jni-jvm-macos	0.6.0-beta		ceb2e22017b1526c094b90734fbb738a8c8c7937
org.kodein.db	kodein-leveldb-jni-jvm-macos	0.6.1-beta		076ab3591547f046d75b2184e7a1db53a7893203
org.kodein.db	kodein-leveldb-jni-jvm-macos	0.8.0-beta		7db1dacaf0358ccebd14cd5fa89ba99182cabaa8
org.kodein.db	kodein-leveldb-jni-jvm-macos	0.8.1-beta		d6c7e0e8a19d7580a424307656e9041a1551c3b2
org.kodein.db	kodein-leveldb-jni-jvm-macos	0.9.0-beta		fe499bbe35ab2f9fb11e3b2ac359830329f55396
org.mvnpm.at.babel	highlight	7.22.13		377bbee9c2d242d59266383cccfa71dd299e43d0
org.mvnpm.at.babel	highlight	7.22.20		e29d8e28c67cab480cd21ae16ab1cd45f0f9256a
org.mvnpm.at.babel	highlight	7.23.4		8c1aea1ff42655a0eb7b92df55fe7a2d7344b859
org.mvnpm.at.babel	highlight	7.24.5		00e8f1859686050533657e9e6822b30bab8f5c36
org.mvnpm.at.babel	highlight	7.24.7		43d8b5d1c5f602c71e2dbf2b0e20bbddeac88ca3
org.mvnpm.at.babel	highlight	7.25.9		ed11ce9ceb580aa5fe654fc7086018bb75ce83bf
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE100		2b1b3153e83d1582b00f15823f6565dae5575409
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE110		1d7f01f155b3f1597e966de9522b948515652b3d
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE111		181b702bcb9045e05954d82f19471050aeb11136
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE112		8a3d6d4e8b8bda855d3a33fea9e0ae7bb37178d1
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE113		f67b35b8ec490d02aeac3a1b1135d9390fb8ecd8
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE120		fe572607a1659417f22a2dab47f42de87eef4cc1
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE120-1		cb9c6780172c340f48e517cadcd4c1bc3735edeb
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE120-u1		52c5457e78332c09d6351fb588b5308b8ef50e1e
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE121		c99340e2a75f4089c03645c2072d30d30dab52cc
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE122		14b7c47245fec53ce6341a21916befb8be3af4a3
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE123		eaac604cf0c214252a279eed41b29d1b39cab133
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE124		9dcfcbb648a3ac128a25aa3bc8782722266f2986
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE125		7289b329545888473f627847a7f5b20725933c70
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE126		83ea7b3ee9b45cad92e757ec8fe61f0a49148edb
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE130		0f973387f06756fc7dcf09550465357fd6305892
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE140		0039ae5e06fe1e81bfb8012307b2546eff6d46c4
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE150		d0cca59393eca1a8c6a8677b8a10c1ee652c730a
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE160		52a88bfcc15d07c00bfb57c6bd1b2331a5499ec0
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE170		553a499fb154bd9281bb7d5073e305f5388d7827
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE180		c5cbc4ffc99f4c169aa3e8fb25271e4a4a801adf
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE190		56d843bd1f95126d45f36c5198870cd9b067c0fb
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE200		10112e899e68a95d0d8571cf08bd0d97d58dc8ad
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE210		519b54cd8ab10ff43a8b8decf20f9b3cf4d71fa1
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE220		97d6b3f3cf5f0c1b71eb44c72a9d42c7ed912803
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE230		3511c481437e737d1e7626fc5de690e839b8728c
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE240		a5880a6e59cda3a97571b1caa3f6402bb1134112
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE250		cf1c2636118a2b431e6a3968f6772511a6ac66ee
org.netbeans.modules	org-netbeans-modules-javawebstart	RELEASE90		13a58e6e09c7d74704695f48e628ac440678369d
org.ops4j.pax.exam	pax-exam-container-resin	3.0.0		461e3cc93dc9191756e1e6ddd72526641383123c
org.ops4j.pax.exam	pax-exam-container-resin	3.0.0.M2		2173eb75f7502b4453d5e6bcb78c1748f6fdec49
org.ops4j.pax.exam	pax-exam-container-resin	3.0.0.M3		e81eea299070c167ca25513ca798c566c7a78e88
org.ops4j.pax.exam	pax-exam-container-resin	3.0.0.M4		22987969d59d1fe99e32d1931f0b02ac39230b36
org.ops4j.pax.exam	pax-exam-container-resin	3.0.0.RC1		428462edbe1714af467f5b976116d1d612192472
org.ops4j.pax.exam	pax-exam-container-resin	3.0.1		a592eb2a98faa63c96f97112ad4fced556cd9abf
org.ops4j.pax.exam	pax-exam-container-resin	3.0.2		a344e6fdab1e41eaabc306a8b5c483cb31abb754
org.ops4j.pax.exam	pax-exam-container-resin	3.0.3		e3ba1470bb239c5fd0b8d5a5bc87f610f34584d1
org.ops4j.pax.exam	pax-exam-container-resin	3.1.0		e2bb85a35a460f71c102bc29840acbde251fdc00
org.ops4j.pax.exam	pax-exam-container-resin	3.2.0		c145dd20a892a14c70e9d454dfc60daf69d00867
org.ops4j.pax.exam	pax-exam-container-resin	3.3.0		d7b51042745dca3ed13a73b8e47c65e8e3779baf
org.ops4j.pax.exam	pax-exam-container-resin	3.4.0		b2e9b759c1ada4364df0655a350ab5636a1ffa73
org.ops4j.pax.exam	pax-exam-container-resin	3.5.0		5fbbe53310f954fdca319d08938197321a7f72e7
org.ops4j.pax.exam	pax-exam-container-resin	3.6.0		3af0437b2f8ac3f467a83949646cc55fe8de81ba
org.pingel	axle-games_2.10	0.1-M10		3341679115ca7ef54f0d343824742fccb0ccc78a
org.pingel	axle-games_2.10	0.1-M11		f03977705980358efaadd8ce2d62e13634bac90c
org.webjars.bower	react-foundation-apps	0.6.0		7c4b58cfaadf29af38647fdbade29c037af0c4b0
org.webjars.bowergithub.jdewit	bootstrap-timepicker	0.5.2		e06667ce78f13674c12ba79e93dc150fc2e7ec79
org.webjars.npm	packet-reader	0.3.0		1a25b57cc485788e7b5f0f370fd91a51e9de01d9
org.webjars.npm	property-accessors	1.1.3		2551500e9df23824ba0d738f771c425f94e284d5
org.wildfly.swarm	testsuite-management-console	2016.10.0		315d2efc5d6cde81363f14ae6ea62a5f5e6e818a
org.wildfly.swarm	testsuite-management-console	2016.11.0		99c334479c099b575de60ca0dbc637115781f0e3
org.wildfly.swarm	testsuite-management-console	2016.12.0		a37e84b762d7e491a27cef55de8104ea6242f2b3
org.wildfly.swarm	testsuite-management-console	2016.12.1		71bb0cc35cef2b2f6319ed726cfd1d23f6ad033c
org.wildfly.swarm	testsuite-management-console	2016.8		dbc11e795b65c99af2a17f3ab3a191c4f5357649
org.wildfly.swarm	testsuite-management-console	2016.8.1		f605a1b2461ce17f3017e83eecf5fd2a1335aff9
org.wildfly.swarm	testsuite-management-console	2016.9		8df91cfda807e5b56a669b0706bcbe174387c703
org.wildfly.swarm	testsuite-management-console	2017.1		96ae4d64979f5651e4ff43e239ee47b7fffc6536
org.wildfly.swarm	testsuite-management-console	2017.1.1		0524aa4ada6f1832775c4a6683eee278d9023e42
org.wildfly.swarm	testsuite-management-console	2017.2.0		7b2a328afcfbaf552638649543b1b474963ec80c
org.wildfly.swarm	testsuite-management-console	2017.3.2		56c4563a22f4e5e2b9b53f641f747b7f3762a7a6
org.wildfly.swarm	testsuite-management-console	2017.3.3		78607ec32998fefa91ffa47aa580aa9148aed08c
org.wildfly.swarm	testsuite-management-console	2017.4.0		a21f09069aafa1707635c0b10a1aee2d7bc55e6b
org.wildfly.swarm	testsuite-management-console	2017.5.0		cbb9ba28d93036ef701ec65402992ee93275eab6
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.0		f2e6fda469fafd2487f0325a47e3dd5f368d1ea1
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.1		b1d1f57d8fe14403f24217cdb77536ce7a23b25c
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.10		2a0e9087b5a4a87d746c106b0ef50fb0ded77cb4
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.11		132e812c069baa9edf280533ecd9c7a30c503bf8
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.12		a681058cc0998fabad88948577317b5daa3b9ca0
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.13		fbc0185c9224ae6469e4065e0c19d414531ea4e1
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.14		8c5538d81acb30f776c8b0ce2bdc6f18f2c3f129
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.15		1809b222739a0039250038117f2b3fa0b2b15ba5
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.16		9d2f37f3401dc1b62320533e52572ff9b925f84a
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.17		d9d8a802e46cbb0d79f206762f77908bef362c99
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.18		86f9207d33f7d34047367dc210771c5232505639
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.19		990e0cb7f8ab8661b591a6dc2455c12155c8aa2e
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.2		12d6f53b5d82f4fad7dee929366189914e1f44e0
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.20		8344062abae4b492ad135b61d5fec4c70d469dc8
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.21		fffc2c46e3d5fbca43534509fbe6c3f2b0cb5102
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.22		a2e25788d075479f578f3c481bfd153b5a5c6179
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.23		f56cee7a115e5d4e1871bef8208c6aa8ea7518d7
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.24		d85123efa23d28454cc869f7668cec4a0e4aca59
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.25		ebf3443fc0a4a5de2047d18e9ddd1505676af89c
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.26		230814abfef60405e9002303674b0f0212f05488
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.27		110cb857fa6e836616c6cf5b7e4c30d4e938d29c
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.28		6c4df7becaa872f838199c33566592cff7e83f56
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.29		0e062c1cad4b144753404761810de509dea9ff7e
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.3		ec6e2805e9763fdfbc39a8b2510ea586fceb1e70
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.30		da1fb6aa1f0a4f26aa6f231fd7dc4e49a36ca3f6
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.31		402f9d6c917cd0d36f88ed8c480c1af2e4d6f037
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.32		2a76fe135817defb601716d7a8eb17a352e7e591
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.33		c9078e65c5499d1e04de6b441b5d88d54ad3b80a
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.34		d3b283352ae50270e4a5eb80b6462866bb1dc2b3
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.35		e973c6ad53fd9faa9b385c5b08fdc759ad6cca96
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.36		01aed6d604d34d53dc87011f14a52c0d775a4bf4
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.37		1fd0394a18ff7a10b2db4f0870a2012a134cb28a
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.38		39560a6cbdc1eb9975be5c55eb822a7a005bddfd
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.39		4b3528a2ab03cd4efb278adbfa183dd4a732ce20
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.4		4494c939474de161edb9376a8fb25ae8533193c6
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.40		6ff71600fcfdb11baf45d6688e46a556fd35cc69
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.41		1d693252cb7ec12426523c9533bf0f680a356235
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.42		5f98824582602e6058dd8b80cfcc271a11c12e1a
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.43		ae00c2045aff0cdd8e7be2eef398006ef9afdae0
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.44		41b21746d46d879874a22a151aab2ec96292b3ba
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.45		6cb40e6205a4ff3b909b28a9aa6ab09c100073f0
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.46		0b40e1f3756f3c64a520b169beacc4598abbd4fc
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.47		f3a1a5adbcb8011dc71c78511373d48b3ac1aeaa
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.48		9ef21f9baf804051f930a7a46421a72ff6349c6d
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.49		5f35690081ffab6cb0e439da9f1b301b2a5b35bb
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.5		c97e47d2c9d152a33212c59c9dd56871e477da66
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.50		744a8e11b6224d0e2fa6e649b3fae103f62e02fc
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.51		7f61dd3178bc73634c7e2e0c711eeae133f13eea
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.52		07dbfd92d185912c1d41a2a68f15ce5bfa59cdc8
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.53		908302bce3288611db3433bbdc7e00809e94926b
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.54		cd59f6d9f64284667c59be2d0751899ef9449521
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.55		56fae2013b862d5797af528bd4d4a185a77f7438
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.56		8188d43b63c44957cc81afdd904602ceb3c5b150
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.57		187076ce9b769444fef0b2b949e768ad60266459
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.58		fda66f76fe539d581e84394f67b1a36c11960783
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.59		5c9c59f0cacbb5182b49738af766f9f8aaa57f75
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.6		bd00e11d626f70ee25a0b3d88c3a0c6573882eee
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.7		ee7582a07d47c69345d1197f06eab84249977cb4
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.8		8128c5907887d7dc23a5904e5667649ba1de6c7f
org.wso2.carbon.auth	org.wso2.carbon.auth.core	1.0.9		3022618a8d9e87615531025bb85f5f6fde3ade36
ru.vyarus.guice.jakarta	guice-testlib	5.1.0-rc.1		6ebda568670f1691cfbe97ea7e3011acb5446935
ru.vyarus.guice.jakarta	guice-testlib	5.1.0-rc.2		427a513cff0dc93a4315418dddc39b837f659d7d
xyz.magicraft.longshort	longshort-server	0.0.1		14bcc4aacb143c2451a1c87f5f84ccaca504358d
xyz.magicraft.longshort	longshort-server	0.0.2		efc7b676fe175acef7d35569dbb7f1f549b96b66
