ch.mobi.mobitor	mobitor-doc	3.1.13		N/A
com.axway.ats.framework.agent.webapp	ats-agent-webapp	4.0.7		N/A
com.axway.ats.framework.agent.webapp	ats-agent-webapp	4.0.8		N/A
com.beetstra.blockbuster	blockbuster-iosarm64	0.1.0		N/A
com.beetstra.blockbuster	blockbuster-iosarm64	0.1.0	metadata	91d9e81853dcc5f53f02d8b9cd195417a80ea5d3
com.busymachines	pureharm-aws-sns_2.12	0.0.4		b5fe41d01c3cf450172baca120fd2d4bbdd15bf5
com.busymachines	pureharm-aws-sns_2.12	0.0.4-M2		0feee001141f7c47895131f4a3b23f142c22b4b7
com.busymachines	pureharm-aws-sns_2.12	0.0.4-M3		e243595541facbfe02a018f3ba0a0acf314bfe79
com.busymachines	pureharm-aws-sns_2.12	0.0.4-RC1		8b515e17a2019f08f61cba08cdc3bde60b2f4b7a
com.busymachines	pureharm-aws-sns_2.12	0.0.5		1a87fa194e59e787db21a79df3a3344dc3bef875
com.busymachines	pureharm-aws-sns_2.12	0.0.5-M1		311b0db3a5a430404562e72f1f4df770dca026a9
com.busymachines	pureharm-aws-sns_2.12	0.0.5-M2		22c0292456f120d7c6a59c5ea5d6e4e9647100c1
com.busymachines	pureharm-aws-sns_2.12	0.0.5-M3		cbb13e8e530a03e0700ccdb0051fdc6c53664972
com.busymachines	pureharm-aws-sns_2.12	0.0.5-M4		810c794b58110df7bb93dfc63e3e210931de0de9
com.busymachines	pureharm-aws-sns_2.12	0.0.5-RC1		f8a2be521b4cffc944c757aaac9046c116f79fc3
com.busymachines	pureharm-aws-sns_2.12	0.0.6		d9892248add292cbe3c7adfd0252306eb3b63d0b
com.busymachines	pureharm-aws-sns_2.12	0.0.6-RC1		3875d71af175715ac90883c6233c28f556febb1a
com.codacy	codacy-plugins-api_native0.4_3	7.2.0		4d7ca230a3c11373ae1b3f74c26f40c896ba5343
com.codacy	codacy-plugins-api_native0.4_3	7.2.1		d31dda1d14521e8dd8617e7969d3a10e2a8586ae
com.codacy	codacy-plugins-api_native0.4_3	7.2.2		315bb865aa78e2f34090e55d4adbab2a92535049
com.codacy	codacy-plugins-api_native0.4_3	8.0.0		a9c7301b2c0e3ebc1fb40582a2e23ff5b3d02680
com.codacy	codacy-plugins-api_native0.4_3	8.0.1		8f02b18bb19c85af18ce60f21b09709180d20261
com.codacy	codacy-plugins-api_native0.4_3	8.1.0		7b3cf38c2d167cf1a8056bc91f60aae03fc0d41d
com.codacy	codacy-plugins-api_native0.4_3	8.1.1		7c13fda3ba65b75a152360c8b3af317a42b0d853
com.codacy	codacy-plugins-api_native0.4_3	8.1.2		b0c697d55e5fc89b9f44bb6ee3e89aa89c5444d2
com.codacy	codacy-plugins-api_native0.4_3	8.1.3		5e65b93ad6d44a98104ced8e7d24048efee4d6f0
com.codacy	codacy-plugins-api_native0.4_3	8.1.4		255101d3edbde911f11f0693bbf85bc11e0c95fb
com.codacy	codacy-plugins-api_native0.4_3	8.1.5		9897dd1afed7674387bcea0c99afd2d74d157dea
com.criteo.scala-schemas	scala-schemas-vertica_2.11	0.3.0		5153f40d5534365d2c9212310a41da073d7e407f
com.criteo.scala-schemas	scala-schemas-vertica_2.11	0.4.0		f314c1aad093d1dcccec558056f420711048220c
com.daml	test-common-1.dev_2.13	1.12.0		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210323.6567.0.90c5ce70		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210330.6619.0.007b8674		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210330.6622.0.eef158d6		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210331.6626.0.29a68134		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210331.6634.0.b98a3881		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210331.6640.0.4b807899		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.12.0-snapshot.20210406.6646.0.631db446		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.13.0		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.13.0-snapshot.20210413.6706.0.2dc09ba2		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.13.0-snapshot.20210419.6730.0.8c3a8c04		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.13.0-snapshot.20210426.6770.0.ca66061b		14e53fcacc2a946dcc02a063bce30aa678212207
com.daml	test-common-1.dev_2.13	1.13.0-snapshot.20210503.6809.0.ca012c3b		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.13.0-snapshot.20210504.6833.0.9ae787d0		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.13.1		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.13.1-snapshot.20210512.6834.0.5f532380		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.13.1-snapshot.20210512.6834.1.5f532380		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210511.6892.0.ca9e89b3		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210518.6953.0.a6c7b86a		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210526.7024.0.aedb9a82		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210601.7081.0.7d716e6d		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210602.7086.0.f36f556b		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210608.7123.0.3cb8d5c2		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210615.7124.0.d1b54ff0		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.0-snapshot.20210615.7169.0.adeba206		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.1		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.1-snapshot.20210706.7133.0.8ec16e94		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.2		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.14.2-snapshot.20210708.7135.0.aa297840		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.15.0		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.15.0-snapshot.20210615.7169.0.adeba206		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.15.0-snapshot.20210623.7217.0.5b73813d		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.15.0-snapshot.20210630.7261.0.84e1f3a7		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.15.0-snapshot.20210705.7286.0.62aabcc4		0006f7c7720208ce5325d5153d8ba480732a314f
com.daml	test-common-1.dev_2.13	1.16.0		bf6569763494f8289db4ac727b0e004b744039c6
com.daml	test-common-1.dev_2.13	1.16.0-snapshot.20210713.7343.0.1f35db17		06040d571d90d1241b830c16367a474871b8ac3d
com.daml	test-common-1.dev_2.13	1.16.0-snapshot.20210720.7404.0.b7cf42d1		bf6569763494f8289db4ac727b0e004b744039c6
com.daml	test-common-1.dev_2.13	1.16.0-snapshot.20210727.7476.0.b5e9d861		bf6569763494f8289db4ac727b0e004b744039c6
com.daml	test-common-1.dev_2.13	1.16.0-snapshot.20210802.7499.0.5157ad6d		bf6569763494f8289db4ac727b0e004b744039c6
com.daml	test-common-1.dev_2.13	1.16.0-snapshot.20210805.7501.0.48050ad7		bf6569763494f8289db4ac727b0e004b744039c6
com.daml	test-common-1.dev_2.13	1.17.0		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210811.7565.0.f1a55aa4		bf6569763494f8289db4ac727b0e004b744039c6
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210817.7604.0.0c187853		50f7f11a0671ae807d7e9a27d3376721edd3456f
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210824.7647.0.640fb683		50f7f11a0671ae807d7e9a27d3376721edd3456f
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210831.7702.0.f058c2f1		61dfe310621e70c3959ffe7550e816b908fcc92f
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210907.7759.0.35a853fd		61dfe310621e70c3959ffe7550e816b908fcc92f
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210910.7786.0.976ca400		61dfe310621e70c3959ffe7550e816b908fcc92f
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210915.7841.0.b4328b3d		1268acdeb90f618d486962ea5ea3e7436019c4a1
com.daml	test-common-1.dev_2.13	1.17.0-snapshot.20210922.7849.0.49a75801		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.17.1		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.17.1-snapshot.20211006.7852.0.fbc4bc00		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.17.1-snapshot.20211006.7853.0.e05be365		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.17.2-snapshot.20211124.7857.0.b33b94b8		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20210921.7889.0.1b473c2b		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20210921.7889.1.1b473c2b		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20210922.7908.0.ced4a272		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20210928.7948.0.b4d00317		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211006.8003.0.cfcdc13c		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211013.8071.0.514e8b50		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211019.8113.0.8ff347d8		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211026.8179.0.e474b2d1		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211102.8257.0.7391a3cd		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211109.8328.0.92181161		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211110.8337.0.c5a1f0bb		3b9a32e861291e6521da5d204fafe2647828bf00
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211111.8349.0.d938a44c		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211117.8399.0.a05a40ae		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211124.8419.0.39d9afcd		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.0-snapshot.20211206.8423.0.2c945fcb		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.1		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.1-snapshot.20220106.8429.0.ea344666		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.1-snapshot.20220110.8433.0.e8e25a11		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.1-snapshot.20220113.8434.0.1724373f		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.1-snapshot.20220113.8434.1.1724373f		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.2		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.2-snapshot.20220310.8437.1.5221a5d1		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.2-snapshot.20220324.8440.0.5cfb1a21		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.3		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	1.18.3-snapshot.20220620.8442.0.c7424302		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211123.8463.0.bd2a6852		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211201.8538.0.1d0ff3cc		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211207.8589.1.85e2fa55		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211207.8589.2.85e2fa55		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211207.8589.3.85e2fa55		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211207.8608.0.c4d82f72		a4a87b58d09db655d44f040a679199c65fbd4995
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211209.8636.0.0a17087b		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211209.8636.1.0a17087b		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211210.8653.0.35beb44c		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211220.8735.0.606a8ef0		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20211220.8736.0.040f1a93		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220104.8767.0.d3101e01		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220105.8777.0.cb15ab5a		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220110.8812.0.3a08380b		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220111.8828.0.7ec55d7f		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220117.8894.0.502b21f8		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220117.8897.0.36a93ef0		6a7a688d3373ac841d6c267a9a2149dc0c602d9a
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220118.8919.0.d0813e61		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220119.8939.0.ebd3827c		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220124.8981.0.a150737d		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220125.9008.0.ed33c0d5		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220126.9017.0.159f3847		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220126.9029.0.42cf70b1		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220127.9042.0.4038d0a7		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220127.9049.0.345e2679		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220201.9108.0.aa2494f1		ed1646a0fa36a249b9961a20c49e41d23dfdcb59
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220204.9165.0.225c58f4		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220207.9186.0.f63165aa		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220207.9190.0.89c9c5d3		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220208.9197.0.8182602f		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220208.9207.0.7b70711c		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220209.9212.0.b7fc9f57		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220210.9222.0.f2797795		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220210.9244.0.6a91fdfe		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220211.9260.0.3dccabf6		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220212.9261.0.3ebd9d7b		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220214.9284.0.dc5f2033		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220215.9307.0.55fef9cf		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220216.9321.0.eb45a4ce		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220217.9331.0.a9fd5497		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220221.9339.0.6d268fdc		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220222.9362.0.1af680cd		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.0-snapshot.20220225.9368.0.b291a57e		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.1		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.1-snapshot.20220322.9371.0.d9f46c43		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.1-snapshot.20220322.9371.1.d9f46c43		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.1-snapshot.20220331.9373.0.4a445be6		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.1-snapshot.20220419.9374.0.44df8f12		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.0.2-snapshot.20230421.9377.0.cb87f482		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.1.0		8173375a9970b7b11b39c70fa8b53eead472ca97
com.daml	test-common-1.dev_2.13	2.1.0-snapshot.20220223.9363.0.d96b7bdc		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.1.0-snapshot.20220223.9379.0.2f86d8d3		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.1.0-snapshot.20220224.9392.0.786906f2		deb9a178d524d6333578b76ad71e00598e745b8c
com.daml	test-common-1.dev_2.13	2.1.0-snapshot.20220225.9408.0.1783146c		deb9a178d524d6333578b76ad71e00598e745b8c
