ch.mobi.mobitor	mobitor-doc	3.1.13		N/A
com.google.cloud	google-cloud-datalabeling	0.156.0		960d1055fe36db9ea9c109e0e9911f171955e766
com.google.cloud	google-cloud-datalabeling	0.157.0		6c68b3e473fc20eb556e5c992a0279bdc87d6a9c
com.google.cloud	google-cloud-datalabeling	0.158.0		0b78be4741119f4cfd2967623181a7d51b38fcc2
com.google.cloud	google-cloud-datalabeling	0.159.0		0579976b54f36ec275dcfafe3023c4e2ad9f09e6
com.google.cloud	google-cloud-datalabeling	0.160.0		ea774c7ae399914d5385f9233e7b6c2d2259131e
com.google.cloud	google-cloud-datalabeling	0.161.0		0e408abb366810087902d8f799b31ae2e77ef321
com.google.cloud	google-cloud-datalabeling	0.162.0		64c21f979f1f60a706ed59f8acdd69e34e54b44a
com.google.cloud	google-cloud-datalabeling	0.163.0		ed895159c2c384edcbb7c08bac308c97c156b297
com.google.cloud	google-cloud-datalabeling	0.164.0		f01e25fe7e65a3336dd48342ab8a1e9268319aa9
com.google.cloud	google-cloud-datalabeling	0.165.0		6358ce0213b7791df3910641b0ac3f8f5adde362
com.google.cloud	google-cloud-datalabeling	0.166.0		59dad30ebb493d2bbe450df7f8ac4e45152514b4
com.google.cloud	google-cloud-datalabeling	0.167.0		8309b4fdade8643a09e3259967765910c26deca5
com.google.cloud	google-cloud-datalabeling	0.168.0		b0830d155aeaacbd8e7fe3efd3a7a37be76d69f7
com.google.cloud	google-cloud-datalabeling	0.169.0		f382eb8f10668037fa2f3aedb040c90419235f16
com.google.cloud	google-cloud-datalabeling	0.171.0		c2e8353887fdebf184e34683e4c242c0ac4f1b56
com.google.cloud	google-cloud-datalabeling	0.172.0		cf372c3b7f31600e1aa41c0a8bbc3cd0a7f3150a
com.google.cloud	google-cloud-datalabeling	0.173.0		664fb083b15b04ea6f8d516811d2210ba41cd591
com.google.cloud	google-cloud-datalabeling	0.174.0		a49362e38a0377a43b6ad064506d0159fdf850a3
com.google.cloud	google-cloud-datalabeling	0.175.0		a61a592b238be021fc21da9c21ead09e2fc93822
com.google.cloud	google-cloud-datalabeling	0.176.0		36569099c2e28fe6c7df577a7d383dcc5e06a651
com.google.cloud	google-cloud-datalabeling	0.177.0		58332a533c3e7069ed3b1b23d5b758da7c1be585
com.google.cloud	google-cloud-datalabeling	0.178.0		5ba4fa4bbe90464053cf8922ffb2a1e7ab0473db
com.google.cloud	google-cloud-datalabeling	0.179.0		ffad49dfb2d7a763809b3dad21bb78da7b92b95e
com.google.cloud	google-cloud-datalabeling	0.180.0		4609028d1064841ec66d49295c1e16e3b2231d09
com.google.cloud	google-cloud-datalabeling	0.181.0		a8a61195a69da30e2110018b06ac7c818cefa09d
com.google.cloud	google-cloud-datalabeling	0.86.0-alpha		6c4eee64ea394cc6365e82d5674f45c76b3d8d1d
com.google.cloud	google-cloud-datalabeling	0.87.0-alpha		aacef63113d3a273cb9c6baded6d1b9dff92e6e7
com.google.cloud	google-cloud-datalabeling	0.88.0-alpha		4fc84d679ccbcab41adc043551f21c8631990a57
com.google.cloud	google-cloud-datalabeling	0.89.0-alpha		8511e1a3b4cdcb0fd54486afc021f5654b1fdcf4
com.google.cloud	google-cloud-datalabeling	0.90.0-alpha		d768d6cb5ead92e567f06f3d95c7ecc4ea6859c6
com.google.cloud	google-cloud-datalabeling	0.91.0-alpha		a08aa5e3921a7d4dbaa93c7bfbef6a1c0c3b4f92
com.google.cloud	google-cloud-datalabeling	0.92.0-alpha		bd78704d8204a0d9206794db0b5b9e8bb526a18e
com.google.cloud	google-cloud-datalabeling	0.93.0-alpha		7e7c7ee7435327a991ec2904ab61bf866072ac5f
com.google.cloud	google-cloud-datalabeling	0.94.0-alpha		8629af2f1112567d3b7a07c170945fcc2f96e5c1
com.google.cloud	google-cloud-datalabeling	0.95.0-alpha		f77804d42823212bff68ea64ec7cacdb7e108f1f
com.google.cloud	google-cloud-datalabeling	0.96.0-alpha		1e1a70a6d0a5f791b1e5c4b9c10b39bfe73771be
com.google.cloud	google-cloud-datalabeling	0.97.0-alpha		db5df0f2a6ecbb987b11f17fa61c338cf797c7cd
com.google.cloud	google-cloud-datalabeling	0.98.0-alpha		2f3abf49f254596aa21766eefcf43a1d655e8eaf
com.google.cloud	google-cloud-datalabeling	0.99.0-alpha		698ae78b3088cbac75fb83353e2175cea05fc94e
com.hexdroid.client.update	core	0.0.1		01340d128569bfdf15d6b8747a00ed10de4e7bc3
com.igeeksky.xcache	xcache-test-domain	0.9.10		51cc4af0e6b96cbe93f37a4a7eca3b9a659ceefb
com.igeeksky.xcache	xcache-test-domain	0.9.9		c5412cff2a433718c792400f543bfa1223355786
com.ikingtech.platform	service-system	1.1.10		N/A
com.intel.spark	spark-catalyst_2.12	3.1.0-Beta		04bc4362601525f9f7dfcc68a58655bd40928df7
com.intel.spark	spark-catalyst_2.12	3.1.0-nativesql		fb4a20a7f9540f6b766895135bee41ba4b51b85e
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1046		6d231670bcd36c8b652a9521899a5182362580a4
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1067		af72f06563f6ce507c5e365ad48740090539c2bc
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1068		75743881c22c97f52dd229119bac1cfd1c119b56
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1069		0e5a9f002e79b02b852f1237c6f04a53fd2a432b
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1070		680252851bb5e1aa2d34fdda83fdc539d1e15e58
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1086		7e5ab3e4dcdbe6166d9ff23bf6f6af5fcdd59c94
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1087		7144b47a5c316fe3e39388c6bd18c230e4a96971
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev1096		2ca5829ef7cbe968b79d8edb9e170be33f7ca057
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev858		47021960a7571eb196f172a36e43ce50444cc637
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev860		09c91d4532f56c943266007e0c178e69aa93ea52
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev861		a0f970634fb027fdcb8dd898d873df790fd9f6a3
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev862		c94930776b654a95cfe63096006b5020f5a03b5a
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev888		ccd82f1073fb1b4058ddb9385e0a47008a8d43ba
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev892		f623528543e27b3dbb6234d7a40f1db6bcdf8837
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev894		fa12afd1bcc31830f3a8b27ecd538048d98f0854
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev901		1db87a187de2fcd8884e5b444a841d6b560cfbdb
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev904		39f8b9bafb6547a4f3544871d013b466e237ec41
com.ivianuu.essentials	essentials-data-jvm	0.0.1-dev914		1faee2ee2073be18e42476be4b9be32794c739e3
com.liferay	com.liferay.invitation.invite.members.api	1.0.0		de2a4921791555d534a060855f7ec8db40eb57f6
com.liferay	com.liferay.invitation.invite.members.api	1.0.1		7225e7da190ff0732775c37182b3767109212dc2
com.liferay	com.liferay.invitation.invite.members.api	2.0.0		208a7b866236ed0e6289e276545bf6237fb2892b
com.liferay	com.liferay.invitation.invite.members.api	2.0.1		7ed032c479d8be4cff8e356ff482b8839e084dbd
com.liferay	com.liferay.invitation.invite.members.api	2.1.0		18283a5c2b6c4da85318448c24b8361ab4049039
com.liferay	com.liferay.invitation.invite.members.api	2.1.1		747ff08382a584d2804fc7157ee0abb6535a7961
com.liferay	com.liferay.invitation.invite.members.api	2.1.10		84af30bfb0bbe506cd690d3fb07643e152fd5f90
com.liferay	com.liferay.invitation.invite.members.api	2.1.11		03d26de3c192fefbc4e61733b6aab5c16d3e35f4
com.liferay	com.liferay.invitation.invite.members.api	2.1.12		ea17bec4baee5c7200999c0045e8048ccb28ee34
com.liferay	com.liferay.invitation.invite.members.api	2.1.13		791e1f4280733c07173125857c2ca6aed80fa6a6
com.liferay	com.liferay.invitation.invite.members.api	2.1.14		8d00c1e4f826274fb15c94f45ba5f49f0db65915
com.liferay	com.liferay.invitation.invite.members.api	2.1.15		04e71041890a34f2dfbb3ee782e804a22d9718d1
com.liferay	com.liferay.invitation.invite.members.api	2.1.16		dfcb486e6fe670a571e9b35f0bbf0cc15551079f
com.liferay	com.liferay.invitation.invite.members.api	2.1.17		7b7b6a525a0b5974b1a484760e658f22c92ffbfe
com.liferay	com.liferay.invitation.invite.members.api	2.1.18		cdce088d270d549abb020e3ce5a31e5aaf301959
com.liferay	com.liferay.invitation.invite.members.api	2.1.19		42f58b30be944cd73bdff0f5c8a9870e01143c96
com.liferay	com.liferay.invitation.invite.members.api	2.1.2		0f208146de9e00388d2de700b19ce877818fb651
com.liferay	com.liferay.invitation.invite.members.api	2.1.20		f8a0a22820293fcfae9d1a26c9ff4ba716650c69
com.liferay	com.liferay.invitation.invite.members.api	2.1.21		1edc95ca145e9ae8faddcc376384c3da34a41a78
com.liferay	com.liferay.invitation.invite.members.api	2.1.22		12f51af124621ba8b60439744a6726c438934e01
com.liferay	com.liferay.invitation.invite.members.api	2.1.23		ab8db16026ad00ad28947a02a978522df2a0954a
com.liferay	com.liferay.invitation.invite.members.api	2.1.24		0428c66c67e759c1af3c232569c91cf31164e701
com.liferay	com.liferay.invitation.invite.members.api	2.1.25		d4d1b4898435be96ae2f0937b113d023a0e5aa5e
com.liferay	com.liferay.invitation.invite.members.api	2.1.3		0b3a45d96016c209df642ecbf2500749363d59ec
com.liferay	com.liferay.invitation.invite.members.api	2.1.4		04cb675815b04c6698e6fd276ee6b7203bd34f02
com.liferay	com.liferay.invitation.invite.members.api	2.1.5		051d6e3f3d60dc6d7d51f66dba0f3a057b16f566
com.liferay	com.liferay.invitation.invite.members.api	2.1.6		78b7dc3a8cd142031c277feae45389218593d210
com.liferay	com.liferay.invitation.invite.members.api	2.1.7		50afb5aa69d2290a23bd04fa5601d3c393901c0f
com.liferay	com.liferay.invitation.invite.members.api	2.1.8		499b4e3e74cd2029512c53c75be28b10a342f92a
com.liferay	com.liferay.invitation.invite.members.api	2.1.9		422ba814a745225ea29ac2ed135fcdc884ba2f4e
com.liferay	com.liferay.invitation.invite.members.api	2.2.0		3fd1cd8cc820546f7625668f923c78ec5bba0b1e
com.liferay	com.liferay.invitation.invite.members.api	2.2.1		d912bba2a8d1536f0657baf3e8ba458f9d5780d0
com.liferay	com.liferay.invitation.invite.members.api	3.0.0		9fe7438f93f8850bea11fe8096f46ca4079fabb2
com.liferay	com.liferay.invitation.invite.members.api	3.0.1		1eef44ebdf27d803ce99f18908f40300dafd7e86
com.liferay	com.liferay.invitation.invite.members.api	3.0.10		4df85dcceb0e67f6461b98b09584dc620236c654
com.liferay	com.liferay.invitation.invite.members.api	3.0.11		8b7ca2a185095c867d828230f19b43d4f8849cf6
com.liferay	com.liferay.invitation.invite.members.api	3.0.12		a9def5db1141af0687f3077dcfd9ddc1e1a1ec08
com.liferay	com.liferay.invitation.invite.members.api	3.0.13		86e83fe349890b5e7f33de4e5811dbcfc6843b4a
com.liferay	com.liferay.invitation.invite.members.api	3.0.14		ae24b6988cd74ee71a8f407b49cbfdec37f456eb
com.liferay	com.liferay.invitation.invite.members.api	3.0.15		04f6b6bc773fa3249b2d083b80be8c38df7cfe63
com.liferay	com.liferay.invitation.invite.members.api	3.0.16		f4bffa427ec9ae0929e7e185f9a60956854867dc
com.liferay	com.liferay.invitation.invite.members.api	3.0.17		dbb8a60f0305265e80d5916847505af60927cfba
com.liferay	com.liferay.invitation.invite.members.api	3.0.18		c9084ff786ccd922a7840a4d14186480167f6dad
com.liferay	com.liferay.invitation.invite.members.api	3.0.19		14910ee7595eb773ea33878f6261fdcde4373327
com.liferay	com.liferay.invitation.invite.members.api	3.0.2		6032d99f0cc6c0e42c4181775b6501cf238db5df
com.liferay	com.liferay.invitation.invite.members.api	3.0.3		d3297ab131eae9998640443e7d4fde8ebd66463d
com.liferay	com.liferay.invitation.invite.members.api	3.0.4		61aa6aeaa770955ed9a98d1dc0a4109a673ca669
com.liferay	com.liferay.invitation.invite.members.api	3.0.5		15e74972719528f71fcbd456c36357e8bc1f5273
com.liferay	com.liferay.invitation.invite.members.api	3.0.6		d36aa2c3a528d95ae448467a744cc80afa14c29e
com.liferay	com.liferay.invitation.invite.members.api	3.0.7		dd41b45117c45014199fa18f1772cc65f4c894ed
com.liferay	com.liferay.invitation.invite.members.api	3.0.8		6d4ff8c54fcaa427625070330e85838540d2367a
com.liferay	com.liferay.invitation.invite.members.api	3.0.9		0d523f167582a0b63fd9924ccc6619d958f5b053
com.liferay	com.liferay.invitation.invite.members.api	3.1.0		4b57cd03759d1161a636f3d67b577c471cd03aec
com.liferay	com.liferay.invitation.invite.members.api	3.1.1		8d159ce3f4aebec43e6aa6d1ae8486e1bbf0569a
com.liferay	com.liferay.invitation.invite.members.api	4.0.0		3593c2e7dc771d8f0caa73347d6df03d73fce3d4
com.liferay	com.liferay.invitation.invite.members.api	4.0.1		4fa74134965da07e7bb6760dad5460f1e967de2f
com.liferay	com.liferay.invitation.invite.members.api	4.0.10		9ffe2c925263c5d2b1be532c44c78903dd59ee2a
com.liferay	com.liferay.invitation.invite.members.api	4.0.11		2875c5f66663be16168a2f026f9551146efb58f4
com.liferay	com.liferay.invitation.invite.members.api	4.0.12		3cf8f36c6f3bef432e1446f28b5e9c424a09a70a
com.liferay	com.liferay.invitation.invite.members.api	4.0.13		c7073ab45e53d966b228ca81ab7e499afb259304
com.liferay	com.liferay.invitation.invite.members.api	4.0.14		6d68d552134c5ae789cd34c8d05aadeea32f2957
com.liferay	com.liferay.invitation.invite.members.api	4.0.2		ac55206249c84bbc3b6c539ff8e2d7607c3c72ec
com.liferay	com.liferay.invitation.invite.members.api	4.0.3		98d327ad65b2eb6ea67de34c317895cffb30db59
com.liferay	com.liferay.invitation.invite.members.api	4.0.4		0116574c49e422518e85a0d25bc77e28805593ed
com.liferay	com.liferay.invitation.invite.members.api	4.0.5		7852670813383b0a258adedcb5c73c72692da381
com.liferay	com.liferay.invitation.invite.members.api	4.0.6		d26d8ddf200435aeec9a8ca7ccae898b0ce99743
com.liferay	com.liferay.invitation.invite.members.api	4.0.7		28cfb042f209b6db57aa458db20be3c2bb9d2cbc
com.liferay	com.liferay.invitation.invite.members.api	4.0.8		c51c60e2c167f6f1e52fee8cd32b070a167d0330
com.liferay	com.liferay.invitation.invite.members.api	4.0.9		43a6f049f40b27c813406e526ba8d9bbbf11d660
com.liferay	com.liferay.invitation.invite.members.api	4.1.0		68123f941d84a91ec068d72756083efc11a6df5f
com.liferay	com.liferay.invitation.invite.members.api	4.1.1		7d1ea392e2ae5ebede851baf6e475543a51e6a37
com.liferay	com.liferay.invitation.invite.members.api	5.0.0		0aabd9817ad0e55323c36451a32654e6db7024be
com.liferay	com.liferay.invitation.invite.members.api	5.1.0		b8ade5a5fd38e958c0a561d5b63d8c73afce5797
com.liferay	com.liferay.invitation.invite.members.api	5.1.1		dca3a051bdffa3188abe47ea0f5776e7941869b6
com.liferay	com.liferay.invitation.invite.members.api	5.2.0		335c248a133ef8ab7bd0e05d019ebf9771cc3277
com.liferay	com.liferay.invitation.invite.members.api	5.2.1		72692ecaa2f25a3582ee06f3037b21349c45ff3f
com.liferay	com.liferay.invitation.invite.members.api	5.2.2		af683f15eba28c54f93a75f41754c73452fe6c9b
com.liferay	com.liferay.invitation.invite.members.api	5.2.3		f81cc1ce5f785e6e88a0c1d8d56c8931f88d33f8
com.liferay	com.liferay.invitation.invite.members.api	5.2.4		0f71652bfb27922f88656802c827d005c7140e07
com.liferay	com.liferay.invitation.invite.members.api	5.2.5		f069be81447cd5a5066e522ffdac6563e57e3ede
com.liferay	com.liferay.invitation.invite.members.api	5.2.6		3b06be7df598235077d5edad2b37ecfef5cf4378
com.liferay	com.liferay.invitation.invite.members.api	5.2.7		3b2a653bceed6725c53da29c7ac1456d965dfde0
com.liferay	com.liferay.invitation.invite.members.api	5.3.0		a138a6107476f846418748d40df17091daa56f9b
com.liferay	com.liferay.invitation.invite.members.api	5.3.1		49af2d761f01e5346f582fe99e2d82557737be9e
com.liferay	com.liferay.invitation.invite.members.api	5.3.2		63b2164cce0503704ad2eaacd67a7659052e6ea1
com.liferay	com.liferay.invitation.invite.members.api	5.3.3		aa8e1f424a900d22b0d9b221d5c2e48efe86033e
com.liferay	com.liferay.invitation.invite.members.api	5.4.0		bb19393b80e3da63774b18a05569deb28128d447
com.liferay	com.liferay.invitation.invite.members.api	5.5.0		a34bb47ddb8ea6507e7c1341ecd46d39be26bd33
com.liferay	com.liferay.invitation.invite.members.api	5.5.1		ce0200e5d363bed4bb1feaf726d896f1ff0633de
com.liferay	com.liferay.invitation.invite.members.api	6.0.0		a809e4c2f8600dfcf135ec6839420e4a50ad1661
com.liferay	com.liferay.invitation.invite.members.api	6.1.0		3cb15298a1ec766c675080dcd85e959058128cff
com.liferay	com.liferay.invitation.invite.members.api	6.1.1		77f89d26feddb98b5786b5fae367b8f4ab0a9dc6
com.liferay	com.liferay.invitation.invite.members.api	6.1.2		3cdc8ccb9b0645ce8ccacf503b5df64744de166e
com.liferay	com.liferay.invitation.invite.members.api	6.2.0		97f48cf0d309af0eb4c411619cee73c78d55f01b
com.liferay	com.liferay.invitation.invite.members.api	6.2.1		b2beb1d4ea8ab58ffdfe62aa2ab69f68c800fcdd
com.liferay	com.liferay.invitation.invite.members.api	6.2.2		ea5350b794f61bebcfbdd47a920672f60c9e94a3
com.liferay	com.liferay.invitation.invite.members.api	6.2.3		6a715833860220208279cf5a2e115e0717aeed2f
com.liferay	com.liferay.invitation.invite.members.api	6.3.0		60972c2b375d3396992bdb2bb8613c9fbcc3c058
com.liferay	com.liferay.invitation.invite.members.api	7.0.0		a208dd347809eb579d872fb6cb53138cc87745b5
com.liferay	com.liferay.invitation.invite.members.api	7.1.0		636bc09cefb8b10b9a60f4d6fa2b9f0f5e52592c
com.liferay	com.liferay.invitation.invite.members.api	7.2.0		c49afd65a63bc46d5d7cfb480c65b021e2ef0291
com.liferay	com.liferay.invitation.invite.members.api	7.3.0		14aebcf923805d376aa46316f1b8ed5274088f6c
com.liferay	com.liferay.invitation.invite.members.api	7.3.1		11d436fae98db1b2d5b41e2b6bd9160335dc2f68
com.liferay	com.liferay.invitation.invite.members.api	8.0.0		3f1837a151005b352ce4c2444263a38a24def403
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	1.1.0		7cef34b8e616803cae90c659f5c119fc6cf89359
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	1.1.1		9a37d3d9bd0936a5aa20a45556acd41533db5b09
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	1.1.2		1acaa0bc894a5a996d51c714c60c282e9b043611
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.0		dc7bf8b5dcfd1b5be6eeabd62f301bc1b99f5a2c
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.0-M1		884802392d15af5566cc1cf35149f97092b2e147
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.0-M2		5fd652235d6b7334a32219d634f589f1f062ea47
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.0-M3		d4ddaf1b178df1947ebd6b59c31e362168e50c32
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.0-RC1		af88e4a92152efbb5a69b1b55fbd920e57539e0c
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.0-RC2		c6b7f5ab7102bb05906814c8583646c6d3f40e4d
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.1		3e81f99a884299062692125c4473d34b04c27416
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	2.0.2		3fb971c6583d3b6d6139a02cd2e0fe6b9c251ee0
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	3.0.0		37750afba2d714803fc13a4a0b9e25b04a987ed4
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	3.0.0-M1		2920900e81b6f8a90d67fe9c7a5914d11cd78932
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	3.0.1		c5b31262f25f0b7388028c189c16db4ecd782e6e
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	3.0.2		97a7b0b8ae8f5192567fe1351025bd28c8c5557a
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	3.0.3		b57be55679a093ed0b80229325094e3870ab6790
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	3.0.4		17eccbbb712222370e63fa4aab93995b469e9896
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	4.0.0		1f61439b0e0aecf3a73d6508a377b6893a5d5b53
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	4.0.0-M1		3f93adb7ce48e581eb116dd423a3e6f0db894d39
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	5.0.0		5285550bdbb2d822ed8efdae28ce279658c7b77c
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	5.0.0-M1		dfa06d54851f396e577b35484f1b1803f3262d10
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	5.0.0-M2		cb8fb9a897c840cb0c0ddd5231e2b164dab6e862
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	5.1.0-M1		c95d4568a492699197b0b5f4b770125436d7aeae
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	6.0.0		2d72ca3d7ff7111a55e3a9cc594a066e4f2a391e
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	6.0.1		3208d72e8f5d6dfca1d01a49d84e0cebd6c6a767
com.lightbend.akka	akka-stream-alpakka-influxdb_2.13	6.0.2		ea9e2391d80131c580e5760bd0adf6f733d1849d
com.liumapp.keystore	keystore-manager	v1.0.0		72ffd0399ff7869c8ff8a60b99ca8da995f410e5
com.liumapp.keystore	keystore-manager	v1.0.5		88e7922d7856606d86dd51a13793555846ed2451
com.netflix.eureka	eureka2-write-server	2.0.0-rc.1		fc52c9af92e97ec9c90524be9f9c75dd262943f8
com.netflix.eureka	eureka2-write-server	2.0.0-rc.2		29effdb39bae31cd503d70e93872fe090b163a3b
com.nextbreakpoint	com.nextbreakpoint.ffmpeg4java.linux	7.0.1-1.0		51e108462b6ed1fb169c33ac5708d567b9da9176
com.nextbreakpoint	com.nextbreakpoint.ffmpeg4java.linux	7.0.1-1.0	x86_64	19192988f55a5fede8cf1ad5a4ac64f395cc771f
com.nextbreakpoint	com.nextbreakpoint.ffmpeg4java.linux	7.0.1-1.1		df9f37f1c150f01c5d221ba337167e3238a8851a
com.nextbreakpoint	com.nextbreakpoint.ffmpeg4java.linux	7.0.1-1.1	x86_64	13fdfc80c0999db4c12f759b954f4cfee6f76c9f
com.nextbreakpoint	com.nextbreakpoint.ffmpeg4java.linux	7.0.1-1.2		4beb07d893b5b1026a1b21d3964e3efc5b55a23f
com.nextbreakpoint	com.nextbreakpoint.ffmpeg4java.linux	7.0.1-1.2	x86_64	51d3afc40937f48085f314afb1056a479848101e
com.nrinaudo	fetch-json4s-native_2.10	0.1		97c1868fe69a0f02d8a74d75e28bfaa0732f8dfc
com.nrinaudo	fetch-json4s-native_2.10	0.2.0		ac464807df55cc1fd8c508854101c379f4720702
com.nrinaudo	fetch-json4s-native_2.10	0.2.1		f6742b5b4985e2adc8fe510196a376a840d3213c
com.nrinaudo	fetch-json4s-native_2.10	0.2.3		b5cf497d24c4948c4f3b372f37e58027f85a5743
com.sinaghaffari	monadicsimplifier_3	0.1		fa98f4adcb4e820f977e4b72437993fa23dcbca4
com.slack.gradle	sgp-tracing	0.10.10		28cc5a6db0889a0fa5f1bba758a0b85fdead790b
com.slack.gradle	sgp-tracing	0.10.11		6b5a49440005aa882e131002e03786f9bcafce84
com.slack.gradle	sgp-tracing	0.10.6		53b706737450a11ef33faafaed0f3c470a9ed67f
com.slack.gradle	sgp-tracing	0.10.7		9ecf5ab4f33544d5491c023cb741ccf523da2d7f
com.slack.gradle	sgp-tracing	0.10.8		53b706737450a11ef33faafaed0f3c470a9ed67f
com.slack.gradle	sgp-tracing	0.10.9		53b706737450a11ef33faafaed0f3c470a9ed67f
com.slack.gradle	sgp-tracing	0.10.9-alpha01		53b706737450a11ef33faafaed0f3c470a9ed67f
com.slack.gradle	sgp-tracing	0.10.9-alpha02		53b706737450a11ef33faafaed0f3c470a9ed67f
com.slack.gradle	sgp-tracing	0.11.0		6b5a49440005aa882e131002e03786f9bcafce84
com.slack.gradle	sgp-tracing	0.11.0-alpha01		6b5a49440005aa882e131002e03786f9bcafce84
com.slack.gradle	sgp-tracing	0.11.1		6b5a49440005aa882e131002e03786f9bcafce84
com.slack.gradle	sgp-tracing	0.11.2		f2799818e28fe5f558912126f91a0c2e0da846af
com.slack.gradle	sgp-tracing	0.11.3		53051c454e59bd11db1327e1ae44d046ddc7195a
com.slack.gradle	sgp-tracing	0.11.4		0b3bb3f868b623b15fcdb97375341d31a568675f
com.slack.gradle	sgp-tracing	0.11.5		0b3bb3f868b623b15fcdb97375341d31a568675f
com.slack.gradle	sgp-tracing	0.11.6		0b3bb3f868b623b15fcdb97375341d31a568675f
com.slack.gradle	sgp-tracing	0.11.7		88a802b793db324586e5bffefe5c14a9d20161a9
com.slack.gradle	sgp-tracing	0.12.0		7173fee3cd4a89d98f77b4b075de767dfdcc9239
com.slack.gradle	sgp-tracing	0.12.1		7173fee3cd4a89d98f77b4b075de767dfdcc9239
com.slack.gradle	sgp-tracing	0.13.0		2b6f8d36c71aecea561279ef158b3d3f2a4fb5de
com.slack.gradle	sgp-tracing	0.13.1		2b6f8d36c71aecea561279ef158b3d3f2a4fb5de
com.slack.gradle	sgp-tracing	0.14.0		671ac2610545e870c02bd228d52cd963f6635647
com.slack.gradle	sgp-tracing	0.14.1		4675f2dcc7c04b67c6c62b334198427e78cefbc1
com.slack.gradle	sgp-tracing	0.14.2		4675f2dcc7c04b67c6c62b334198427e78cefbc1
com.slack.gradle	sgp-tracing	0.15.0		acf8d6d36e7e6f183e50a690e02486747ebd75a5
com.slack.gradle	sgp-tracing	0.15.1		4675f2dcc7c04b67c6c62b334198427e78cefbc1
com.slack.gradle	sgp-tracing	0.15.2		4675f2dcc7c04b67c6c62b334198427e78cefbc1
com.slack.gradle	sgp-tracing	0.15.3		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.15.4		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.15.5		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.15.6		8bc8bca12609f0a34a8025b1b0d43dad819bc921
com.slack.gradle	sgp-tracing	0.15.7		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.15.8		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.15.9		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.16.0		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.16.1		07030db34dc61dc8af1defe711f5920bc8278f33
com.slack.gradle	sgp-tracing	0.16.2		7e48036ee3840c7331306836423434fe58fad61b
com.slack.gradle	sgp-tracing	0.16.3		8a11e556c8efeccf98496146454f694f93269d2a
com.slack.gradle	sgp-tracing	0.16.4		8a11e556c8efeccf98496146454f694f93269d2a
com.slack.gradle	sgp-tracing	0.17.0		5ac9c0240f8dd2b3346ba25110cc0f5913509b0f
