ai.yda-framework	filesystem-retriever	0.1.0		762ead73d3fd712b7379480d24e946e8e91184c2
com.sap.cloud.security.ams.client	dcl-surefire-plugin	2.0.0		c9e79bf6a1a14f8da9029d82d1cabc328143a6c7
com.sap.cloud.security.ams.client	dcl-surefire-plugin	2.1.0		1533bf49c7b2edfbd68b73464a867006f15b9977
com.sap.cloud.security.ams.client	dcl-surefire-plugin	2.2.0		53e30e4736b65fbf8c5cc8808cd74cb0f7209aa2
com.sap.cloud.security.ams.client	dcl-surefire-plugin	2.3.0		293dfd8fb98ac26431f6ada3b70bb04de09d4f12
com.sap.cloud.security.ams.client	dcl-surefire-plugin	2.4.0		fc5efdaa47bbeb95a78ac885cfadd4c13511bf78
com.sap.cloud.security.ams.client	dcl-surefire-plugin	2.5.0		4a0cd0fa2bf23fd5359a6264fc6f9f94d48b0412
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.6.0		5d363db17fab4bae891ab3679b12670e2a0aa94e
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.7.0		7e1fbeece34a5c139b128a319c5d03d52119a650
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.7.1		f11395ea970ee45ae81db220b8c3b6b104152ca6
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.8.0		a34df64dbfef7de157f232f835b83369d2247ddb
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.8.1		548c7147f0f02c0803cdc13b535b6e15ab215466
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.8.2		24691c893e7575c79614d71e9d142e344209aa64
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.8.3		04db32aa5d419812f9949bbb68d910c64cc4d042
com.softwaremill.diffx	diffx-scalatest-should_2.12	0.9.0		f5e1ae5d773de63fbe01addfacd575a848c07663
com.spirit21.swagger	javadoc-jaxrs-swagger-doclet	0.2		37bab3f36e1e835337746ec268b8704af299ec01
com.spirit21.swagger	javadoc-jaxrs-swagger-doclet	0.3		a0ecf331c28f6f2f3bf209ab8afe6c86fb4c33ac
com.spirit21.swagger	javadoc-jaxrs-swagger-doclet	0.4		de26437513e5c8914f6706a1bb1829a898e05f5a
com.sun.jdmk	jmxtools	1.2		N/A
com.sun.jdmk	jmxtools	1.2.1		N/A
com.sunxiaodou.kotlin	sword-kcp-gradle-plugin	0.0.2		0861bf979323a476056b23e25b0bd04778e098e1
com.sunxiaodou.kotlin	sword-kcp-gradle-plugin	0.0.3		16c86b6c67cdb8169d789ffa94506a5e9b07f99c
com.sunxiaodou.kotlin	sword-kcp-gradle-plugin	0.0.4		10e1c63a2cfa5984eb9385d72a53c84c670fa105
com.tristanhunt	knockoff_2.7.7	0.8.0-16		443f5666dc09ead3a181d36bc852503b5c778ce3
de.jvstvshd.vyreka	vyreka-core-android	1.0.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.0.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.0.0	metadata	91cd7394f66a598268ce652a01549d5ce593203b
dev.datlag.tooling	tooling-async-iosx64	1.1.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.1.0	metadata	06323b297d1611ecc5a852861c09f954977429b8
dev.datlag.tooling	tooling-async-iosx64	1.1.1		N/A
dev.datlag.tooling	tooling-async-iosx64	1.1.1	metadata	00697f90fa57a4286f2aaa2c994957f0689efbfb
dev.datlag.tooling	tooling-async-iosx64	1.2.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.2.0	metadata	b521b6161d25a2cde694f03464246db6a9d04218
dev.datlag.tooling	tooling-async-iosx64	1.2.1		N/A
dev.datlag.tooling	tooling-async-iosx64	1.2.1	metadata	dd569a6daefe20c8c90c9aeac7cd46269b1fb5ee
dev.datlag.tooling	tooling-async-iosx64	1.3.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.3.0	metadata	0669edf4a5a5202b097093be36e4f516a4a58297
dev.datlag.tooling	tooling-async-iosx64	1.3.1		N/A
dev.datlag.tooling	tooling-async-iosx64	1.3.1	metadata	28e5e79eff5020db2df4422cc7772c7b24c26dab
dev.datlag.tooling	tooling-async-iosx64	1.3.2		N/A
dev.datlag.tooling	tooling-async-iosx64	1.3.2	metadata	59091260ed0247db7febfdc5e463bfd7536099d3
dev.datlag.tooling	tooling-async-iosx64	1.4.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.4.0	metadata	d7324e41e5d4da6a75045b9f39c6c53faa363fac
dev.datlag.tooling	tooling-async-iosx64	1.5.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.5.0	metadata	79b66ee0e6ce847a11c52de22ad1f212a673f0bd
dev.datlag.tooling	tooling-async-iosx64	1.5.1		N/A
dev.datlag.tooling	tooling-async-iosx64	1.5.1	metadata	ca6550f76ac679752c34b4d32d27a332bfe7acac
dev.datlag.tooling	tooling-async-iosx64	1.5.2		N/A
dev.datlag.tooling	tooling-async-iosx64	1.5.2	metadata	801b10cd0d5ce8e52a41bcc4d43ec997e832ec84
dev.datlag.tooling	tooling-async-iosx64	1.6.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.6.0	metadata	6e5238bb7f1047b853b703022b7e122bcea6f3c3
dev.datlag.tooling	tooling-async-iosx64	1.6.1		N/A
dev.datlag.tooling	tooling-async-iosx64	1.6.1	metadata	8cb4ebaf1d899ff5244261b2861a590f28d54d1f
dev.datlag.tooling	tooling-async-iosx64	1.6.2		N/A
dev.datlag.tooling	tooling-async-iosx64	1.6.2	metadata	36ccd8919864e066e241c9f8f19c4d7fbd47ced5
dev.datlag.tooling	tooling-async-iosx64	1.6.3		N/A
dev.datlag.tooling	tooling-async-iosx64	1.6.3	metadata	bbb36ced91eb06535308836b348a0bb47f75b31a
dev.datlag.tooling	tooling-async-iosx64	1.6.4		N/A
dev.datlag.tooling	tooling-async-iosx64	1.6.4	metadata	2309dc964ea969cf921280525f010d5420b15bf9
dev.datlag.tooling	tooling-async-iosx64	1.6.5		N/A
dev.datlag.tooling	tooling-async-iosx64	1.6.5	metadata	733b9580a0cc6f1ab74f158d5beadde9bc8816cc
dev.datlag.tooling	tooling-async-iosx64	1.7.0		N/A
dev.datlag.tooling	tooling-async-iosx64	1.7.0	metadata	ab6b1068e9b74a2d5c1a25f115f96d8b14b4a742
dev.theolm	rinku	0.0.1		5514f69fd676810fb30581c38bcf440ae5b693ef
dev.theolm	rinku	0.0.2		19c3253308e7652d1473ba3fe18c4dc81d4ff829
dev.theolm	rinku	0.1.0		affe4cdd35a067a538b272994f069320940a0b79
dev.theolm	rinku	0.2.0		4115769b5633ce200a3751dcad29164837796720
dev.theolm	rinku	0.3.0		9902f29e033d1a3fe8bf4c790ce76d2339d8059c
dev.theolm	rinku	0.4.0		2ccf1a4ee949b1f103f8227d45400661494ac16f
dev.theolm	rinku	0.5.0		ede501c7d1055d02051d6236057631de96ffc87d
dev.theolm	rinku	0.5.1		bdbfb6e759c4682386c5deb92bb21a7e08190ffa
dev.theolm	rinku	0.6.0		bdbfb6e759c4682386c5deb92bb21a7e08190ffa
dev.theolm	rinku	1.0.0		b221192e24b4654d7a9891646864c8c92977af70
dev.theolm	rinku	1.0.1		b221192e24b4654d7a9891646864c8c92977af70
dev.theolm	rinku	1.1.0		0c3a8b05e4a908305c2cbcc25436fcaf3fd76fbb
dev.theolm	rinku	1.2.0		46d9db3241efcaf92449a2909e7699a04c5309f4
dev.theolm	rinku	1.3.0		f0b00d2dfd9304d8238e11bde54445575b378e8f
dev.theolm	rinku	1.3.1		f0b00d2dfd9304d8238e11bde54445575b378e8f
dev.theolm	rinku	1.3.2		f0b00d2dfd9304d8238e11bde54445575b378e8f
dev.theolm	rinku	1.3.3		4e8093e5c8bfe43d4b3349aefffc83d54f0fdffa
dev.theolm	rinku	1.3.4		4e8093e5c8bfe43d4b3349aefffc83d54f0fdffa
dev.theolm	rinku	1.3.5		4084a68fc9dea14243fe0c45f2766a46d98af422
dev.theolm	rinku	1.4.0		4e8093e5c8bfe43d4b3349aefffc83d54f0fdffa
directory.directory	apacheds-core	0.9		N/A
directory.directory	apacheds-core	0.9.1		N/A
directory.directory	apacheds-core	0.9.2		N/A
directory.directory	apacheds-core	0.9.3		N/A
fi.testee	testeefi-rest	0.3.0		71751a8019d7db534385194da00ce65d77ae2721
fi.testee	testeefi-rest	0.4.0		2a04aa3c17bfa97a67cfa017eef40913195afb22
fi.testee	testeefi-rest	0.4.1		90c935b72451741e80307b91c4e342cbcc474f38
fi.testee	testeefi-rest	0.4.2		ea50aec586a8394fb190ef7f2e98c9c5063f0e34
fi.testee	testeefi-rest	0.4.3		4b78d009aa400028c5657f9e94f8608f47e848e9
fi.testee	testeefi-rest	0.5.0		e8ebf5a36c36d25698f7650c6d221f2a487abf2e
fi.testee	testeefi-rest	0.5.1		ca27a255559b22d7a628f7f8eaf51489ea335a45
fi.testee	testeefi-rest	0.5.2		e916a43f58b9e58e1b773482b91387d2a48af0f6
fi.testee	testeefi-rest	0.5.3		2fe7ae745802df59659875c6d8c8d94a2d9506ec
fi.testee	testeefi-rest	0.6.0		d15b836aabe2404d5874d05f6acd9264b5768287
fi.testee	testeefi-rest	0.6.1		8c75f42cba6db1245024cd9f7b297f1128e037b7
in.procyk.compose	qr-code-wasm-js	1.6.0-alpha01.1		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0-rc01.0		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0-rc02.0		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0-rc02.1		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0-rc02.2		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0-rc03.0		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0.0		N/A
in.procyk.compose	qr-code-wasm-js	1.6.0.1		N/A
in.procyk.compose	qr-code-wasm-js	1.6.1.0		N/A
io.automatiko.engine	automatiko-engine-common	0.1.0		40b7a9fe204f5be4c3a8fc738e078b7bb75e246d
io.automatiko.engine	automatiko-engine-common	0.10.0		768e13057be1eaf25452208ce6ed3786e6d96a5e
io.automatiko.engine	automatiko-engine-common	0.11.0		83e2f28d7bc66ea71ecd663b71d599c450cf36ba
io.automatiko.engine	automatiko-engine-common	0.12.0		260147ced7001120cf8aea85a7e475ef89ba50d9
io.automatiko.engine	automatiko-engine-common	0.13.0		b733eeadf216cb84a923996b7fbc51a34c8e3c74
io.automatiko.engine	automatiko-engine-common	0.14.0		ee2c8cd855e0aeee78566bf6149ce7799f115e18
io.automatiko.engine	automatiko-engine-common	0.15.0		12d60561a8ff07dd93c6d69163b934b45969ce96
io.automatiko.engine	automatiko-engine-common	0.16.0		db836c6a1758bd0d66503b0327c787397554ef45
io.automatiko.engine	automatiko-engine-common	0.16.1		aa45c71061e1569c0bcf4a3dab82f4541c320545
io.automatiko.engine	automatiko-engine-common	0.17.0		56f6f8d51a257783c8e9ea9d2b37a52deafbcd84
io.automatiko.engine	automatiko-engine-common	0.18.0		a8f9540103b22dea22ef4f5def37bcd5890852f8
io.automatiko.engine	automatiko-engine-common	0.19.0		2973a0a848b6494c17aad51657afabc16c7adf00
io.automatiko.engine	automatiko-engine-common	0.2.0		186d76ccf895b97da5a30a5edc6211fe2d5e0de2
io.automatiko.engine	automatiko-engine-common	0.20.0		a74b3fa2daaef2fbd41a86164e2eab222f1053f3
io.automatiko.engine	automatiko-engine-common	0.21.0		2f554f0ece1d9eef93b085f32482c3c05b1e90c8
io.automatiko.engine	automatiko-engine-common	0.22.0		e5f1ce6c4523f17b763e14b95ad9325140a3c67a
io.automatiko.engine	automatiko-engine-common	0.23.0		b7b07f84c8f92cc3a356c9a8c56432fde20f7c5c
io.automatiko.engine	automatiko-engine-common	0.3.0		fb99fdda15ff4df395ab85eebb5b3ced6422d828
io.automatiko.engine	automatiko-engine-common	0.30.0		e4bc13c4253fc9d98f8f156b6b0f35ac92ca9bdb
io.automatiko.engine	automatiko-engine-common	0.30.1		d08c5fc298254e0f3ba117481bbdf6c63389896a
io.automatiko.engine	automatiko-engine-common	0.31.0		b54d7b0bb37d9347c9e862df7105f5d4c574c47f
io.automatiko.engine	automatiko-engine-common	0.32.0		3c5fc39e96ce5abd45cd51912f0fcddb79b00291
io.automatiko.engine	automatiko-engine-common	0.33.0		017b9c2749acce3b06e39a91de6611a9f96fc97b
io.automatiko.engine	automatiko-engine-common	0.34.0		be0a54aca8f57522f91bdd45673fa9287698370c
io.automatiko.engine	automatiko-engine-common	0.35.0		81bfa4f1afa4caaf772fc7c2ad314e95ce11428a
io.automatiko.engine	automatiko-engine-common	0.36.0		1ae4f844ab7160d60acc3c46dcd7f70352c5a1c1
io.automatiko.engine	automatiko-engine-common	0.37.0		f8c3d555cb13f096d2a767ff6dbef2feb7fd3732
io.automatiko.engine	automatiko-engine-common	0.38.0		b5e0c1f76ace6ca7c6993d8df2032940f6690087
io.automatiko.engine	automatiko-engine-common	0.39.0		914400ac5c0ae7ef5fb5bee30fb4c38ce07a69da
io.automatiko.engine	automatiko-engine-common	0.39.1		03b00c611cb0f1b1899cf4cac38325c6ec6e923b
io.automatiko.engine	automatiko-engine-common	0.39.2		3d53da185ccc1c458a0bbd91c592557ea4138136
io.automatiko.engine	automatiko-engine-common	0.4.0		e58e2f9da8191f67ea77248c40cb9cf458fbb789
io.automatiko.engine	automatiko-engine-common	0.40.0		f37f2b328b6ab41ef30ab962a6b74a050c9641cd
io.automatiko.engine	automatiko-engine-common	0.41.0		a2507d7e9feb7aa5077a027b1287bc1e1367696f
io.automatiko.engine	automatiko-engine-common	0.42.0		0c1748480c36aa7e12f6bd44e4eb9b8c28772ec0
io.automatiko.engine	automatiko-engine-common	0.42.1		7458bc90f7564cee1e690e0c1f41f5147a42132c
io.automatiko.engine	automatiko-engine-common	0.42.2		e484543c377be1096e33adcdd69bf99f1e62a0ae
io.automatiko.engine	automatiko-engine-common	0.43.0		6386a21bfbdcf7eceee2e9044e501ee5398395db
io.automatiko.engine	automatiko-engine-common	0.5.0		0425fab8d805fd34ca357d31d5fe495c227650a5
io.automatiko.engine	automatiko-engine-common	0.6.0		8fff4ab2cd84242c61ade0bb0cbd01697bff068e
io.automatiko.engine	automatiko-engine-common	0.7.0		b98aff5cf55a0e5445f23a6dc58771142f4669e2
io.automatiko.engine	automatiko-engine-common	0.8.0		aa7424e9d1f85c8670d761105105d29d66fce721
io.automatiko.engine	automatiko-engine-common	0.9.0		6a7c2b057be8e7d7de3b66b6ebe807e54917a1d0
io.github.ChinaVolvocars	widget-indicator	0.0.5		N/A
io.github.afalabarce	jetpackcompose	1.0.0		N/A
io.github.afalabarce	jetpackcompose	1.0.1		N/A
io.github.afalabarce	jetpackcompose	1.0.2		N/A
io.github.afalabarce	jetpackcompose	1.0.3		N/A
io.github.afalabarce	jetpackcompose	1.0.4		N/A
io.github.afalabarce	jetpackcompose	1.0.5		N/A
io.github.afalabarce	jetpackcompose	1.0.6		N/A
io.github.afalabarce	jetpackcompose	1.0.7		N/A
io.github.afalabarce	jetpackcompose	1.0.8		N/A
