ai.vocale	vocale	1.0.0		N/A
io.github.cjkent.osiris	osiris-core	0.6.0		94e10de8e1944071d217b38513bea4d2edadc484
io.github.cjkent.osiris	osiris-core	0.6.1		72b500b1b253f657552ea18d0ec126a2557cb064
io.github.cjkent.osiris	osiris-core	0.7.0		347a832674db5f9beefc5f3088940cc9cd8df366
io.github.cjkent.osiris	osiris-core	0.7.1		f3daa13f2356c27a73d35250467cc7dc62278211
io.github.cjkent.osiris	osiris-core	0.8.0		29cd6e802acfe69148aa2863fb0ad5728d5a0c73
io.github.feer921	XSelector	1.0		N/A
io.github.feer921	XSelector	1.1		N/A
io.github.feer921	XSelector	1.1-kotlin16		N/A
io.github.feer921	XSelector	1.2		N/A
io.github.feer921	XSelector	1.2-kotlin16		N/A
io.github.hyperbid	adapter-huawei-nonchina	5.9.82		N/A
io.github.iamxwaa	jxwrapper4	0.1.7		74130abd23ee1530381440a017363694330acbc4
io.github.nomisrev	saga-watchosx86	0.0.1000		N/A
io.github.nomisrev	saga-watchosx86	0.0.1000	metadata	0cfd38d383c8c8010962f7cfeb73babd5b0edef3
io.github.nomisrev	saga-watchosx86	0.0.999		N/A
io.github.nomisrev	saga-watchosx86	0.0.999	metadata	e428ee94ccb922fab60fa2c0a4d809ebede9a150
io.github.openfeign	feign-form-spring	13.5		3a6139f73fd3d7f7ada8cdfea0ac0d545d1d7539
io.github.rothschil	location-jpa	1.0.0.RELEASE		f76b9c537315ef807ad08d4a9f28e843d84f1b96
io.github.shiruka	conf-yaml	1.1		fcd8d44b04e8121f2ee11bf9f1ef3d32521974b7
io.github.shiruka	conf-yaml	1.1.1		8fe4f68988ff44fc44a6fe0ad0880a207397b0a0
io.github.shiruka	conf-yaml	1.2.0		b53cd415edf0d9cfb21528651ef807ea3f02b45c
io.github.shiruka	conf-yaml	1.2.1		05d65c72403757b6e3f327cc99c5be172bd66514
io.github.shiruka	conf-yaml	1.2.2		4e60218406f7178cd4dc67d55b1b7d6f9fb52b7e
io.github.shiruka	conf-yaml	1.2.3		aac214eea77a5784cde3e8e404737948d73efc27
io.github.shiruka	conf-yaml	1.2.4		7148ddde8ab2d0e996214aca42cc74a335741253
io.github.shiruka	conf-yaml	1.2.5		337c800703c1d0f2e1c9a80f6944c9ebfaf26b8e
io.github.shiruka	conf-yaml	1.2.6		1fa065f1ae36ec2c63d90178243bffa977b9225e
io.github.shiruka	conf-yaml	1.2.7		d7b9d61d00ec9ede6865a12579423e338f153b0d
io.github.shiruka	conf-yaml	1.2.8		a6c9af195a32ff4e40f814d39d3bdafe55f6b271
io.github.shiruka	conf-yaml	1.2.9		0e38d6a98ca9746f517f2d8d59dc20bec6ac410d
io.github.shiruka	conf-yaml	1.3.0		8e96cfa299b7e252547944c436a7d7d90a1f0011
io.github.shiruka	conf-yaml	2.0.0		830cf5e27cc81bd514f6e4f5b1a2c3cbdfc1ed9c
io.github.shiruka	conf-yaml	2.0.1		97d9af6f24abd36ad351d5a7af74ac39e04a503a
io.github.shiruka	conf-yaml	2.1.0		7d8efdf748c881bfe2a8ba4f2cf458e10c829b40
io.github.shiruka	conf-yaml	2.1.1		a0b1823f5ff4481f065f61cfe2820ff4196f4d60
io.github.shiruka	conf-yaml	2.1.10		b35f495a05bc7a82e26dc29b8f0c31e98ea77acb
io.github.shiruka	conf-yaml	2.1.11		ad2aa3f9273edf9a355caa35ba9a57c13a5dd7d8
io.github.shiruka	conf-yaml	2.1.12		52cd01f875baefd99e4a4c688f54c1d334b329b5
io.github.shiruka	conf-yaml	2.1.13		deb114286efe912d2328b7feaa04f4eed9d20661
io.github.shiruka	conf-yaml	2.1.2		8fac3d2b567afde067c41dd9d72035053650cbd7
io.github.shiruka	conf-yaml	2.1.3		3aa5d22845a6909597f8583c2ed515bc03d23fcb
io.github.shiruka	conf-yaml	2.1.4		98a5ca600d8e27698904e48ea40468ebb3da1548
io.github.shiruka	conf-yaml	2.1.5		404f06df07b8e6f324735464f1d90bcd42802266
io.github.shiruka	conf-yaml	2.1.6		7c81bd7fadb7be86f16d408e23295ae1dc6affe3
io.github.shiruka	conf-yaml	2.1.7		06c59c7a1351e11e86d8df232bd6d553796425ae
io.github.shiruka	conf-yaml	2.1.8		27a5700e90ef77955ffc310f3325a96707732145
io.github.shiruka	conf-yaml	2.1.9		ee626af69cedb332f25da14998a8c30804a10b8b
io.github.shiruka	conf-yaml	2.2.0		f6dee287ec31bd34d022b121d8e143e6714541fd
io.github.shiruka	conf-yaml	2.2.1		d3188def2d2ab173f00bbec4f9937e36b2170576
io.github.shiruka	conf-yaml	2.2.2		3a7edd470dfd8adec72fcb800855345ddde9c1a2
io.github.shiruka	conf-yaml	2.2.3		1d12e907ef8b404ecb0b1ccb0cf4c6d8dd27529b
io.github.shiruka	conf-yaml	2.2.4		8ca8c9317b2b79b485b0610dc48071e3a4988a76
io.github.skeptick.libres	libres-compose-jvm	1.1.3		a47617c27fec83673d0252f2ebb0088f447e0db4
io.github.skeptick.libres	libres-compose-jvm	1.1.4		a47617c27fec83673d0252f2ebb0088f447e0db4
io.github.skeptick.libres	libres-compose-jvm	1.1.5		a47617c27fec83673d0252f2ebb0088f447e0db4
io.github.skeptick.libres	libres-compose-jvm	1.1.6		1e835138ca2134e3e85f02346c7b938f4cadb4fe
io.github.skeptick.libres	libres-compose-jvm	1.1.7		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.1.8		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.0		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.0-alpha01		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.0-alpha02		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.0-alpha03		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.0-beta01		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.1		c08edd9abb04e0264699d70fa26a20d9173610f8
io.github.skeptick.libres	libres-compose-jvm	1.2.2		35df1d1ead3251cf10342b999d42580676d096ec
io.github.skeptick.libres	libres-compose-jvm	1.2.3		bf4b029d3bb5b9d673d9ffe998d8401e01551e25
io.github.skeptick.libres	libres-compose-jvm	1.2.3-beta01		cf40d305307ec6db0ea75572e3c7ca4b0f079a80
io.github.skeptick.libres	libres-compose-jvm	1.2.3-beta02		cf40d305307ec6db0ea75572e3c7ca4b0f079a80
io.github.skeptick.libres	libres-compose-jvm	1.2.4		64a89078ee5496dd8f80d9812dd930d654e4276f
io.github.stylesmile	fastboot-openapi3-knife4j	2.10.2		448a6a04b980222f432065660748af4e8bbdbcfa
io.github.zabuzard.prototojson	prototojson	1.1		15ad68ea3df6473f3afc2a5fd7255bf3d0189a92
io.github.zubtsov.databricks	runtime-bom-aws-15.1-ml-cpu	0.0.2		N/A
io.github.zubtsov.databricks	runtime-bom-aws-15.1-ml-cpu	0.0.3		N/A
io.github.zubtsov.databricks	runtime-bom-aws-15.1-ml-cpu	0.0.4		N/A
io.swaydb	data_2.12	0.1		38db4376d9f1e5d7cab6e5b17348cf1185faffbe
io.swaydb	data_2.12	0.1.1		fb8bb16f30627d2aea5a1c2162cfa1b4ceaecf83
io.swaydb	data_2.12	0.10		0fc2ad9cbc600b4e5318dddfa9c2a7c2f00dab9a
io.swaydb	data_2.12	0.10.1		37e4e4860724088e4e9eb575bb9ec9bebd9c4ee9
io.swaydb	data_2.12	0.10.2		91ae0d9e81474395f4c93fe7103484e7a1489329
io.swaydb	data_2.12	0.10.3		bd05ad6f9de12fe5318cebc425581f15e296a4ac
io.swaydb	data_2.12	0.10.4		48750f4099a0f5fa07f66efcf1043718a46658df
io.swaydb	data_2.12	0.10.5		d793f0b740d05bafb801a495a7528e5a8205dfc7
io.swaydb	data_2.12	0.10.6		e2251297e893b39ba9ccef8fec3382a3cf3f94db
io.swaydb	data_2.12	0.10.7		98499be73d37d2eea57a3110acc075c51c983052
io.swaydb	data_2.12	0.10.8		011325fa467e9b0ceabe7b74cb30efd894a44816
io.swaydb	data_2.12	0.10.9		dd0a90eb636edd657a0e62e309e58062c1408a40
io.swaydb	data_2.12	0.11		eacb783662ddc70abee661f5be9c31c0036aa7a2
io.swaydb	data_2.12	0.12		ecbef7fe489a26804ca29f80ca1b17a7f352ca4d
io.swaydb	data_2.12	0.12-RC1		17063f4c4b331c067b1bf23e5a01eba141cbb0dc
io.swaydb	data_2.12	0.12-RC2		1c624367d1dbb7b2f5cbb49d2579edc2bc64b3f3
io.swaydb	data_2.12	0.12-RC3		c0b5c198c8f5befb6826b531e4623170c1b372e2
io.swaydb	data_2.12	0.12.1		86c209c8330c18f1c07fdc9cc9bfa760083da22e
io.swaydb	data_2.12	0.12.2		c1880bb77eafe6fc3d43cb2189c89b9c6c9a0bc0
io.swaydb	data_2.12	0.12.3		d9b741a5989fdd7f2bbbe9b99fdd584faec3cb7f
io.swaydb	data_2.12	0.12.4		2941e625f375d3bac6b67cbe0eed73a5e3e23dbb
io.swaydb	data_2.12	0.12.5		1d38dbb860828bdfa9d7c9fed387cdd00055093e
io.swaydb	data_2.12	0.13		0cf4397034a3ddc8f97b9b6dd3528f99e08d4e90
io.swaydb	data_2.12	0.13.1		b8d242f0cad4b45612bd79fe3db4cfa6ef4317ef
io.swaydb	data_2.12	0.13.2		c41407c44ea5fd0f1fe15fc629d78eec2abbfd4d
io.swaydb	data_2.12	0.13.3		532e16abacaabfc1bacb54562480d01b67283000
io.swaydb	data_2.12	0.13.4		a4ee1ce586a265aa077bf4dbb127aa2bad8bfbac
io.swaydb	data_2.12	0.14		2a7478ef353ffcd9b65d25d9f8e2176f114e846a
io.swaydb	data_2.12	0.14.1		e7dd8651873db497943ff53826d7aa8f8d8b1d22
io.swaydb	data_2.12	0.14.2		ebd44d938f3d5234a60e58e8a3b97611457d05c3
io.swaydb	data_2.12	0.14.3		e2516ba18c4b20332bc9d58ff5ec7b75358fd9f5
io.swaydb	data_2.12	0.14.4		dae997d728d41475a1a3331fff822109df75d17a
io.swaydb	data_2.12	0.14.5		aeb51ba850925972d99f49e8bb24de3278787dfd
io.swaydb	data_2.12	0.14.6		5df131d6607aafddcd085904b4c40f62c8c2bfd4
io.swaydb	data_2.12	0.14.7		e6ab9302212190da048c4d7d9fccd5cbc1bf3fb3
io.swaydb	data_2.12	0.15		2298dec66f8ed304eec537f63c7660349613a99f
io.swaydb	data_2.12	0.16		0ca851cf0f0b7f1c83891c2720921e51b1ea8f80
io.swaydb	data_2.12	0.16.1		17befaac64a9d00713e0b8bfb498c63668cf77f0
io.swaydb	data_2.12	0.16.2		91dc59b88b3d6ec88097fd322aa79754d5cc3582
io.swaydb	data_2.12	0.2		b2bf0e64e03e621ef205a2a4e68e215c8c49c9a9
io.swaydb	data_2.12	0.2.1		5b12217179db8185fba3e56e4b3f7288e19dc707
io.swaydb	data_2.12	0.3		e65c0dbfc9d0e6e7a244b3f11d0f86bc8f3f520d
io.swaydb	data_2.12	0.4		144ec148f6734d5221931e28b6ba05ee12acfaae
io.swaydb	data_2.12	0.5		838ddd04315c292e951c58ac9f5b3e0a905d7469
io.swaydb	data_2.12	0.6		e16b7cb291fbfecd926a4fa01a54fa6c10998c07
io.swaydb	data_2.12	0.7		b3f0023a72dd3a1f59994feaea2bec0af1d09cf3
io.swaydb	data_2.12	0.7.1		6acce94831fce7bc26fb6d52363cf52ce1272260
io.swaydb	data_2.12	0.8-beta.1		afc9b2c6157315f699041152300b9780cf8c74b4
io.swaydb	data_2.12	0.8-beta.2		731942d7d27fe674d44f19ed259da866ff87fc9a
io.swaydb	data_2.12	0.8-beta.3		48b0f6e2b62580102791c82351c4feb85c6cb2cc
io.swaydb	data_2.12	0.8-beta.4		685254e6bf80ead55fdaaf112a62ecba4355ade9
io.swaydb	data_2.12	0.8-beta.6		e1259a0d6fb8a0abc3b3da11f0ded3c121c9cf9f
io.swaydb	data_2.12	0.8-beta.7		4883ebde53c2d6c969aacfa6129fa0c9881db7e2
io.swaydb	data_2.12	0.8-beta.8		72f35ce6e8fa239eb555e7a6cd482a6642f6fd37
io.swaydb	data_2.12	0.9-ALPHA.1		679d4b55f9e6a508012f0626cafc60efff98988b
io.swaydb	data_2.12	0.9-ALPHA.2		56dff03c9f8884fb02ee3afff485940a04a668ae
io.swaydb	data_2.12	v0.8-beta.5		2b9c9a8865cafe027848a82e70ea6e8f0c03152a
io.tiklab	tiklab-licence-server	1.0.0		add95900bb53dd6d251f480c98d386dac4a8e90e
io.tiklab	tiklab-licence-server	1.0.0.2		7abe991b436796eb53d1120f820d60f77764a47b
io.tiklab	tiklab-licence-server	1.0.0.3		a744048ee55275ecbe937f29dc0d00b8f1de64df
janino	janino	2.0.10		f7bb0b3a748c737bdc40c2e8691f6a9e2f5448e1
janino	janino	2.0.14		f0c617d2acef38afab4409242e187e584734d2de
janino	janino	2.0.16		1a01a5a3209a7181173e46791767e0c00a2ad1a1
janino	janino	2.0.4		f5830d9158463976df1da824413e433e90da5aa4
janino	janino	2.0.5		5dab67bbfdd2617eb21838e0ea70470c35fcd81e
janino	janino	2.0.7		0bb5b5071c907bebb589064f498e65c2a4f89e21
janino	janino	2.1.0		5265b7cb68365f474ffa27f5408f9ef74bea73eb
janino	janino	2.3.0		e54a627b32350eecc92466b3744b552931283f1f
janino	janino	2.3.10		402114808bd1d12326d8393fd403c952c2814ff9
janino	janino	2.3.11		a1f26e8342c645758240394ae3b0fd021e4720f7
janino	janino	2.3.12		070628e0f48809deb6ed6aa9b8dc8e76ad11ebc8
janino	janino	2.3.13		e197952e06a0e12d65f8cc43ff6e0cdec44514b4
janino	janino	2.3.14		cefd0e6b0cf4e74addfe308351fae526edb7ecd4
janino	janino	2.3.15		cdfde381578d1d01aabbe118cce14f350d3e72e8
janino	janino	2.3.16		fa7251b16b271c96d6056e8e58fa377b310acc84
janino	janino	2.3.17		23fd033b13240a2140a16f07c44f24ae92c14e3c
janino	janino	2.3.18		4b572aa0bf3f70fa523176510c4ff109c1b558cb
janino	janino	2.3.2		0f8568d9d72ad9b6ae598c970a6f7bb6e7a9b0f3
janino	janino	2.3.7		ba09f307099790955bf06b21eb28567ae7e23541
janino	janino	2.3.8		3d6b5b5a22fbe27dd804f15dbddc11d3c0396f14
janino	janino	2.3.9		46ad693afb6afe8ae36915cb00364463d8b857cf
janino	janino	2.4.0		86db6d1d8c9acf2010e53d63d4dec52928656666
janino	janino	2.4.1		d80e776bf136a1a2f9459bc401c749b812f1aa80
janino	janino	2.4.2		2255214569e0fda72d84f465ce5d189ccd430aeb
janino	janino	2.4.3		7d74179ed4f2f1eb08411e2a1cd880c32dd1d6a9
janino	janino	2.5.10		b04510c88c6655766b2c65573bbe7c3884a3a323
janino	janino	2.5.7		ff88b726c8204a16be679f1ea61464048dec70de
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.0.2		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.0.3		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.0.4		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.1.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.1.1		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.2.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.3.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.4.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.5.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.6.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.7.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.8.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.9.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	0.9.1		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.0.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.0.0-RC		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.0.1		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.1.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.2.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.3.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.4.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.4.1		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.4.2		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.4.3		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.4.4		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.4.5		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.5.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.6.0		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.6.1		N/A
love.forte.simbot.component	simbot-component-onebot-v11-common-androidnativearm32	1.7.0		N/A
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	0.6.0		81d66b3ca5f32b2234ce18e34cbc1659114abc3a
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	0.8.0		6797e8d248718d9f66172699b0a82d70d351a780
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	0.9.0		0af127adb20275f839445376626e4d54f35d50a5
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.0.0		b3a2750c3fff92a7c255ac4b96353b27ed354144
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.1.0		11f7ac3f1aa54cd84264a3e00bb0ff274e7c9476
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.1.1		da928f4c138b9e96cb9511c14b475d954d9cfd1c
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.1.2		70d2ebb40ee42328231d0f979d13701d63104b0d
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.1.3		09d4c681c285addf9819ffb63a4ce68fd6126881
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.1.4		b4d3947a876a85490b222867d3f83f184d66e807
net.di2e.ecdr.endpoint	cdr-rest-broker-endpoint	1.2.0		728ba76a910b7b84713212adb5ba8aaa53d16b5a
net.sf.jga	jga	0.8.3		1fb4e50247de8c629910d7d609feffdbf6c2dc4d
net.sf.jkniv	jkniv-jaas-common	0.3.0		193dc7ffec61da153eb19e8fe04685f86b28afc2
net.sf.jkniv	jkniv-jaas-common	0.3.1		7b0228f78344ba6bbd57cca4bc129d3bc8a02306
net.sf.jkniv	jkniv-jaas-common	0.3.2		2d34a1ec30e35d3a95c1444412786bc33f71cd9f
net.sf.jkniv	jkniv-jaas-common	0.3.3		a4dba475e269a6c17b0ae747cb1380e8d6442dd1
net.sf.jkniv	jkniv-jaas-common	0.3.4		297d9a6dce9e300c9d15171ac24516a5c7254853
net.sf.jkniv	jkniv-jaas-common	0.3.5		04aaaf3189e4032de2277685bcc89a2e69a37a79
net.sf.jkniv	jkniv-jaas-common	0.3.6		d967ff1e43f8766c04b089e0fb4d65320b904e14
org.activecomponents.jadex	jadex-runtimetools-android	3.0.0		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.0-RC16		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.0-RC51		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.0-RC63		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.0-RC80		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.1		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.106		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.112		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.113		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.115		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.43		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.69		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.7		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.91		N/A
org.activecomponents.jadex	jadex-runtimetools-android	3.0.95		N/A
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.1.0		69e81c08d8fe8a7c9b74da86d11ca61e8c6291e1
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.2.0		283b3b1f6edc78e6db5fb7cf868229bbeb17a656
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.3.0		c65a503096e9af19680840029eabbc60322c076d
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.4.0		0bac80f1787fbf5b64f175ca16b67a554080c500
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.5.0		13c9d148bceb6340b1c089c101e665eb87aa8cfe
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.6.0		3b88cc4ea0d524ffe492527c43ac5c6b3c39155b
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.7.0		d3fad0fd4bc2a6858f4178740654993e781a9688
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.8.0		bbaa4cb7052dcfc9802b816185fa4edd7168a161
org.apache.camel.quarkus	camel-quarkus-stax-deployment	1.8.1		702249319a18b3ca71f0da2461376ec6bb97a2e0
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.0.0		1908391faf0f4908e02f38f01eb333300a30f5e2
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.0.0-M1		ffef2e90ba420ca0b25bf4137720a2281229ebb9
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.0.0-M2		a0bf03cab9cf2b55bd8163e2fe5f75cd1c8e117a
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.1.0		7bf1100b6b0b5ccd804d08c0ddc8fb075255a0aa
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.10.0		35754e83cd59a812f2e356348a0f88ec96e280f3
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.11.0		66a0aa080c2572a5496188e83015f723e064dcb0
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.12.0		338c99430270ccc770b621a67c2ac7891a73b2cf
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.13.0		2f778a1e8c8c8e85cbf1e02f63f535c022730903
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.13.1		273db02db773db16045734c7fe28a6fc345bcf68
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.13.2		84538a95746bc17b8f84d17142ce814b591a5ce6
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.13.3		910f117f43ed40ee6184283a490d0026c8013554
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.14.0		5aebf24933f896f708f1716bd8fcc398b61d2a15
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.15.0		dc23fd117f3dc4d4d8cd3cb6dd46cb37bf044e7c
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.16.0		f747ca807f6ea75fca5ffdcb865faccc1b32a682
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.2.0		fee6119c8cf3b0a99dcd90d53ff576479c723428
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.2.1		000ca15719e9394f4fba54e734988a6df22c0de2
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.3.0		c7fc9af837fffd1b360c93e5e69b7e8202b84e86
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.4.0		d7c62f72f856db8510cb14ba309aef583cef163c
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.5.0		565d5a82da11d3c8c4f4f543b6f3a8ea56b7bffb
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.6.0		b97ed940777812ad1ec4db2a8fbc3dc0ae478678
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.7.0		a8e701bea025a2975714a2e80ea180ece3cf5a53
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.7.1		9c7cb751bef55dae82aaba8b407428629c7b0a92
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.7.2		3d017d74e1b4ae74ecfea459d051b5231a88bdd3
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.8.0		7f66e86e9ef4a8108df54a6966d687508ae59ef9
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.8.0-M1		860182e2a4180f984db876d4574ffb72aa71e61e
org.apache.camel.quarkus	camel-quarkus-stax-deployment	2.9.0		5ae8744eed72e89a94826ee9dc203f157748bff9
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.0.0-M1		76130b93e137cf0d41e37e064d8f118d6ae29c3a
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.0.0-M2		8ae67abef3dac9737b3a9b53ba0dd94bee1656f5
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.0.0-RC1		934f6c5f55e9fe3629962a17b13e514387d516c9
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.0.0-RC2		04ba25c770c4213730a7da0329cadad89f8e11db
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.10.0		910b4647c89a4ad27359e48e8cae5e3390027160
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.11.0		42bfee34d7ea61fd6bfe85547e0b59e227a5d24f
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.12.0		03af81c4a7ab1f79cbe4006d4f62af444be01847
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.13.0		a91aba88d8a8c9d390e998bb8c2270e4ea1f529c
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.14.0		540d59e65e8087c2d6f5e4c80787329bbafdc59b
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.15.0		6fac6fdc7c84011a5c5945063390387f6d2bf24c
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.15.1		852864f370333e1e84b90a74e9cad5ab3660da2a
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.15.2		cff0e055bde7dd4aac081c314f41831ed398fc68
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.15.3		a83ee2fe7d867a32d0631a1ca3d9899cedfd9eff
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.16.0		ad66a5395552d46eeb2833521cbd714039ff2586
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.17.0		4a67d8e35e1d7d2262434efd362cfa33060e2ad7
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.18.0		109685248cc671260dd2ef05133f16fe59ab5bd0
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.19.0		b20c1edd13aaef93eca015d5f9f3b7119d50f646
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.2.0		1d6269baa2e1d5ebfb19225e6bdb118108b4235d
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.2.1		78d49b74be17b4e6452425540050ddd1175f14d3
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.2.2		af6773113672e5bfa97583fd3155532cb30ae5b9
org.apache.camel.quarkus	camel-quarkus-stax-deployment	3.2.3		5a7bb25e9156a1f51f9453ed48790018f99ef994
