ai.chat2db.excel	easyexcel-plus-parent	0.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.2.0	metadata	7b9941cf97a87214add8e530c1b669667ca00d8b
it.unibo.collektive	dsl-tvossimulatorarm64	10.3.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.3.0	metadata	c2147a797bc50aab295d16c158e8b4ea73420796
it.unibo.collektive	dsl-tvossimulatorarm64	10.3.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.3.1	metadata	824672c76f31ba86190391bd5f4f6e996f848c90
it.unibo.collektive	dsl-tvossimulatorarm64	10.3.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.3.2	metadata	4db87a0260e9782cdd1c5f63a004b24290883ba1
it.unibo.collektive	dsl-tvossimulatorarm64	10.4.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.4.0	metadata	0319d996dffa6a6fd52e8ab8f710d7d647b0a964
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.0	metadata	e5255a355b4fd720c0731f3775523398a08a5517
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.1	metadata	8f1dc6249fdb1f47c0896cf5094e7550f786f1f9
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.2	metadata	be2a0cd1c2e028c71828b133ab1fe5c95830fa04
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.5.3	metadata	acfef31f037858bf45443362793f2ed0f0d717fa
it.unibo.collektive	dsl-tvossimulatorarm64	10.6.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.6.0	metadata	f0ede9f54357ea50e9f3962082ca5880542af99e
it.unibo.collektive	dsl-tvossimulatorarm64	10.7.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.7.0	metadata	86f22b455251d5445290b82b59a1ca62f173b293
it.unibo.collektive	dsl-tvossimulatorarm64	10.8.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.8.0	metadata	fed6c2e4cdc49b11df351b94b9dcb8ad293cce97
it.unibo.collektive	dsl-tvossimulatorarm64	10.9.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.9.0	metadata	87553c87dffb44eed81e8ba1f1ddf94ab34e576c
it.unibo.collektive	dsl-tvossimulatorarm64	11.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.0.0	metadata	6e264c54436ec45658e53d8bc3a2baa9edd15dd8
it.unibo.collektive	dsl-tvossimulatorarm64	11.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.0.1	metadata	bb4c43fdf1f262fd566f3a6d94050388e77511b5
it.unibo.collektive	dsl-tvossimulatorarm64	11.0.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.0.2	metadata	f9c5bb3e4c0d601f919d2842eca2d0def95ebadf
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.0	metadata	7cb4b24053df7b6bd41aa67e20dd7b942e81c316
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.1	metadata	7d850b48c9ff9c8aa9ae625bc113b9c12b78baa8
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.2	metadata	65cc38d242768032cfc0b8b65a32baeb7d9ccb45
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.1.3	metadata	7c83403df4804151bcaa86cacec68e4d798e43e8
it.unibo.collektive	dsl-tvossimulatorarm64	11.2.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	11.2.0	metadata	1fbae604964917080979ae62f039a5994b00cdc7
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.0	metadata	ffc1f09eaca999ba8c211ccc2bfbbe211427e0bf
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.1	metadata	807dedf9f55c8432c57afc429418a6101d0cf59a
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.2	metadata	ed0a4c966d156be3c6e51d226b6ed8b9eff597c5
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.0.3	metadata	8198b3b7304e3c3ab747639f63fbc5bb1e03df61
it.unibo.collektive	dsl-tvossimulatorarm64	12.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.1.1	metadata	1ce7b9626fd54cfe9e969c29c90c8db49386313c
it.unibo.collektive	dsl-tvossimulatorarm64	12.2.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.2.0	metadata	28c125afa3543bda0d8941decaade6821803938a
it.unibo.collektive	dsl-tvossimulatorarm64	12.2.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.2.1	metadata	af707de76646b55443a4d1ee641f409ff3c3e0b1
it.unibo.collektive	dsl-tvossimulatorarm64	12.2.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.2.2	metadata	951215bb07e8121e047219ae2c20759d215bdc9c
it.unibo.collektive	dsl-tvossimulatorarm64	12.3.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.3.0	metadata	bb54b922996be7c3abf991ea1edeee02347f6c91
it.unibo.collektive	dsl-tvossimulatorarm64	12.3.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.3.1	metadata	e74f2bac0aff425545201caec650f6b1c01d5374
it.unibo.collektive	dsl-tvossimulatorarm64	12.3.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	12.3.3	metadata	4c82fb701e2e60a5f8285e8856c01b1e804587c2
it.unibo.collektive	dsl-tvossimulatorarm64	13.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	13.0.0	metadata	54ac3b68cc36b1d0b3303faee618ab5d6c3b3594
it.unibo.collektive	dsl-tvossimulatorarm64	13.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	13.1.0	metadata	34e4354231f261162a6de8d2a4dbe3ee30a7eccb
it.unibo.collektive	dsl-tvossimulatorarm64	13.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	13.1.1	metadata	37357af32bf2cc1242af294ce6f89417d8dc8b16
it.unibo.collektive	dsl-tvossimulatorarm64	14.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	14.0.0	metadata	0fbef2f72c8541ed149c76fb0ff1b6ee65e4a3dc
it.unibo.collektive	dsl-tvossimulatorarm64	15.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	15.0.0	metadata	96f0bc2d7c2d5fdf075f04219da5e8b013b0a2c5
it.unibo.collektive	dsl-tvossimulatorarm64	16.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	16.0.0	metadata	9ae816b5856fce2fb856ad4931ae6f50f47f0599
it.unibo.collektive	dsl-tvossimulatorarm64	16.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	16.0.1	metadata	90244711065125b65b38c874a4d47b61adedeff7
it.unibo.collektive	dsl-tvossimulatorarm64	16.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	16.1.0	metadata	cc63e91216429282fe28f49dd77960223314a308
it.unibo.collektive	dsl-tvossimulatorarm64	16.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	16.1.1	metadata	94e2d2dc169268f36739f05d020fe60218bb0a2f
it.unibo.collektive	dsl-tvossimulatorarm64	17.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.0.0	metadata	348f265e30cde201899b74c51b19d5278da896db
it.unibo.collektive	dsl-tvossimulatorarm64	17.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.0.1	metadata	c620a91dab4f6a64de75da515342ae4640535d67
it.unibo.collektive	dsl-tvossimulatorarm64	17.0.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.0.2	metadata	a46a9ebfc8e49262008db6f177232ee34ba0fc4b
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.0	metadata	603a2ba9361063846284479291708a187bba22cd
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.1	metadata	84a8002a05bd60aa4db1e5cc4283750a07644456
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.2	metadata	ef2a0602866376096c6b0ad414ca9a6bcd938594
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.1.3	metadata	86ff5848e408f493f903f179fb7f6ce88da3f4bb
it.unibo.collektive	dsl-tvossimulatorarm64	17.2.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.2.0	metadata	b37cea7f9efeb05138f01e7ec55767abd75e3892
it.unibo.collektive	dsl-tvossimulatorarm64	17.2.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.2.1	metadata	909c1f227c50fdb4fc07f54480ec3426ce719660
it.unibo.collektive	dsl-tvossimulatorarm64	17.2.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	17.2.2	metadata	a2a786729c1f07b203f36a271242f3155a3a18ba
it.unibo.collektive	dsl-tvossimulatorarm64	18.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	18.0.0	metadata	0ef2f67f637462cb2f36944b2f7ee6383d27b5d8
it.unibo.collektive	dsl-tvossimulatorarm64	19.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	19.0.0	metadata	15f0b7d92650bc34f18e044d62eae89017f80dcd
it.unibo.collektive	dsl-tvossimulatorarm64	19.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	19.1.0	metadata	9202bddeb0006c3fc527a758aabd977e8d9f2d7f
it.unibo.collektive	dsl-tvossimulatorarm64	2.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	2.0.1	metadata	a52863308d66cac4706ab6702a92f5d4561ad0c9
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.0	metadata	f0dbb614b3ea03c9fcb71a807a5e3e18f575e334
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.1	metadata	e496f6d8f27cc3b797cb14db4f11f56b002277f9
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.2	metadata	e9f3aee1aae50b30d7f258a8f5e3c22023a29392
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	2.1.3	metadata	39219d9354d15bff916e178797711223b3d9a6e6
it.unibo.collektive	dsl-tvossimulatorarm64	20.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	20.0.0	metadata	c2e391bec1b38b0e1d50bd099d1dbe3cc4a29e1d
it.unibo.collektive	dsl-tvossimulatorarm64	20.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	20.1.0	metadata	f0fcedc92ad583d91bf163797754f29e3846d82f
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.0	metadata	c5c1dc68a09b9175cdddf169d3db79bd31e32745
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.1	metadata	7ce89d603e694cfa3ac7b4c129118dc2f668f058
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.2	metadata	d05228cda9a84ce7f159e2158179fdab6d12c01d
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	20.2.3	metadata	af57610b9fccea7933e9727e97398642eafd7754
it.unibo.collektive	dsl-tvossimulatorarm64	21.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	21.0.0	metadata	54e42573bfab44aa6fcab740832abbd2b5603ecb
it.unibo.collektive	dsl-tvossimulatorarm64	3.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	3.0.0	metadata	f415fa8a5f30a2ffa1fd39b4be9c88d1af3815a9
it.unibo.collektive	dsl-tvossimulatorarm64	3.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	3.0.1	metadata	25ae42f7acd2f3db599251424848643b0f39a224
it.unibo.collektive	dsl-tvossimulatorarm64	4.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	4.0.0	metadata	7d95d36b1b78dac6a13bbe3bc2e6a2b8d72afbff
it.unibo.collektive	dsl-tvossimulatorarm64	5.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	5.0.0	metadata	4d12349e0de7fd7346457602f86105b1ab0d477d
it.unibo.collektive	dsl-tvossimulatorarm64	5.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	5.1.0	metadata	052138e5337beed2b00e33aa4041ab2973cb51d1
it.unibo.collektive	dsl-tvossimulatorarm64	6.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	6.0.0	metadata	7b9af67f597d5ca0b66f05c255c8ad4130f23fe1
it.unibo.collektive	dsl-tvossimulatorarm64	6.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	6.1.0	metadata	769b85248d60f9b609e96353dad81c68a7ac58b2
it.unibo.collektive	dsl-tvossimulatorarm64	6.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	6.1.1	metadata	cf81e283e08a3f610c15ddf3c2e3deb93723d100
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.0	metadata	1bb42ccba4ab6a4433409a7c390de1ba24c9329b
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.1	metadata	1506080e936c7c1cfb80fd14511a444979598a26
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.2	metadata	abeadadc37389beceb5c43027162b909ec1cd7ca
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.3	metadata	ae8f48a2800c62f549f247e5b6268efc396b7383
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.4		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.4	metadata	fea8acadb998149a5ad1483ab0cbbee7899193cd
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.5		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.5	metadata	002a5a82813ff8df665b909bc4e6ce1d3371e685
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.6		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	7.0.6	metadata	693b8fb2ed5291ec0978b3cae47278cfcd94499c
it.unibo.collektive	dsl-tvossimulatorarm64	8.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	8.0.0	metadata	edd79de828e8c44cedae966806ded42788e39fed
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.0	metadata	280d16020fa22d47541d59ac4f6397bb1e235227
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.1	metadata	7bbc9a224f82601072021421768b20ad2c910970
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.2	metadata	22de20f5cfa5ac45e91e880c8a8b0c6cd315ad8a
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.0.3	metadata	6f6fbbe33bb2b5655768705457149f1085dc8898
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.0	metadata	717fb5f1374856a00a0dad30109f3b335dcc9b93
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.1	metadata	1d253b42aaaa43fc68005ee2a2976bf3d0418618
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.2	metadata	dc91b42aece151b5a6a73dad431d24c84e725ee9
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.1.3	metadata	df6633e21cebe8ff8643828620c03b234bf39eff
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.0	metadata	b9ccce2771cb7facc38b709995201f53bc08b09e
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.1	metadata	8fcc3605e107722d2567ac09e9195e9a32ccccba
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.2	metadata	d44502a24893b78129bffe02f865cea1bcd3f3bd
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.3	metadata	18f640470f1aa5aa0f61dc90c307cf004e49f246
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.4		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	9.2.4	metadata	276f23605b7ad12507c98a2b215eec54e9a31d1f
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.0	metadata	492d4c73dbd3d219b7f0a8c12b51398314a8cc9e
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.1	metadata	f3dbcbb6b2d863473b9d8a914a0690ed184be346
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.2	metadata	ad4a43bb57952f44e0cd40105e7c70658d8753fc
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.3	metadata	c0beb3b5fc8f3a483a55cda1a28e3469fc5ae068
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.4	metadata	bee2971d1ac05e548a27b6d77feab2a9fb5baca0
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.5		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.8.5	metadata	775c945c491cd338b6eb569fd13a312205aaf22e
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.9.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.9.0	metadata	15f75b24b1b73f94fd5cf04fea20061c9fba58d8
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.9.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.9.1	metadata	aac8654347ff64b05744520d4c952129daa20a30
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.9.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	1.9.2	metadata	0c2d149ad4fc3fa1242e15ebb641ec7de9ff1f9c
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0	metadata	4448727d7275188b7a88f0246e0b06f1bc5dbaed
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc1		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc1	metadata	483bf7e6d7b62b8864538fe6649d3ac6f8082595
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc2		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc2	metadata	c656bc40af44ce3495da9a120002a6d2e5dc87e1
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc3		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc3	metadata	524996c6ea8132e7890178c874dbd74328028db4
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc4		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc4	metadata	677a30c8cceb8fae841fc022755f0a4f2c54e2d2
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc5		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc5	metadata	d82cf0b9ea86f7c7271a1f5dc1dc4245d0554014
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc6		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.0-rc6	metadata	f1fea79717bce8482d01075692ad57812edb6e83
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.1	metadata	5d476e04188078c90fa026bec9b3fc26dc95b3e2
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.2	metadata	885bd6a3e1357648b783bd4efe6e1c4766854ea2
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.3	metadata	af50a72776a4dbccb974d3a1401d9ce5a367c529
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.0.4	metadata	62026192cb1e1801d81a66a69a43904826a1ad10
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.1.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.1.0	metadata	6b7c37f17616399e5fed18ca356e2f066a7aa35e
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.0	metadata	dde5a6a5053b5dcf072c52f174bc10fd01566b58
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.1	metadata	8f35512f0cd9e2af8c20f79f86ec464c99d46bcd
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.2	metadata	61c04c3da9b157cad748f976510a43950b32df68
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.3	metadata	3186496e3df0564d2e865734c3ff68750d73c4bd
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.2.4	metadata	268bf87a9953abf7278e77b317d8d968c2463c23
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.0	metadata	4b4cffede6f911f92185b18b2b1222b173b5fc6b
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.1		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.1	metadata	9884d9bd79ddf74ec9d73472ea2c147fcd3508d6
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.2		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.2	metadata	3cb502b3cc18e93002b618ef6007e388116f4687
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.3		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.3	metadata	be46a1fd83d73ea672842af0bc8fb9c3c71c2989
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.4		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.4	metadata	96e9daed8087c6788e3d35baee89d55ded612a4f
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.5		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.3.5	metadata	732c2560c8d0989e6fb966a40ae2f439d2e209a8
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.4.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.4.0	metadata	8917c3db971a17f618b2d66f6808df13c56049f0
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.5.0		N/A
me.nathanfallet.ktorx	ktor-routers-client-tvosx64	2.5.0	metadata	15cf556cbbff4958c36d4d0a84599fd97fb1fb6d
mockobjects	mockobjects-jdk1.4-j2ee1.3	0.09		b44735f131068314b6fc68712e7ff855f28453fe
net.croz.nrich	nrich-logging-api	1.1.0		1d543987006dfc0e3fab8661c11ac87a0d9fc75f
net.croz.nrich	nrich-logging-api	1.1.1		f6c71b33d86803f9547310d26ed769811230edf3
net.croz.nrich	nrich-logging-api	1.1.2		9f6ae49a50d6d4cc9e70e4a1f2361ac447efef6d
net.croz.nrich	nrich-logging-api	1.2.0		0bc372e1582533924a9607b6f9b65fb5a9e5298a
net.croz.nrich	nrich-logging-api	1.2.1		2e38597fd906bbeaba9c68c931f8ecab0859c4b6
net.croz.nrich	nrich-logging-api	1.3.0		7a67b4bc9c0c597707f048d5ab79840b749e2c44
net.croz.nrich	nrich-logging-api	1.4.0		9d41116dc7873115d926fab3f7cb4dab821813a6
net.croz.nrich	nrich-logging-api	1.4.1		dbee802e1fee550ca373ac2f86f45d7e185e9ab7
net.croz.nrich	nrich-logging-api	1.4.2		cf35c128a7bdeae9878cee85b96b1ea7de5e6f3a
net.croz.nrich	nrich-logging-api	1.4.3		a5c9d3b5426d1cdc3deab95e1790592df9372e0a
net.croz.nrich	nrich-logging-api	1.4.4		1534fc29e8965d766b049a08e2aa9c49a6b1cb90
net.croz.nrich	nrich-logging-api	1.5.0		06eda24b613e0de73581038784a4c0c755f20411
net.croz.nrich	nrich-logging-api	1.6.0		f8f21c77bb169b10642f99bb8ca8f52231cb5c87
net.croz.nrich	nrich-logging-api	1.7.0		86d2d91450b770c65e908e4ad6561d0536443907
net.croz.nrich	nrich-logging-api	1.7.1		5e466b58848ce039328584fa54efd40ddc62983b
net.croz.nrich	nrich-logging-api	1.8.0		9b809f544a34f994df719f69c39f700765d5b961
net.croz.nrich	nrich-logging-api	1.8.1		414d93f7e1d0d371531dcb96cc87d6e878df6f7f
net.croz.nrich	nrich-logging-api	1.8.2		fcced0f912e2e1835eb796de54f71d10b2108cda
net.croz.nrich	nrich-logging-api	1.8.3		d2eb5bfbdf3153a748764287e67d42cea29bc206
net.croz.nrich	nrich-logging-api	2.0.0		ff4c761bd55132b0cce6ef381d8380ec79852534
net.croz.nrich	nrich-logging-api	2.0.0-RC1		49ad2a1d94435a27dc43bee0aa0195bdab2f61e7
