activesoap	jaxb-xercesImpl	1.5		73a51faadb407dccdbd77234e0d5a0a648665692
com.anrisoftware.sscontrol	sscontrol-security-service	1.0-alpha-1		b50ac341e6cd2893eddc26b7d2c7c2baa0d9cafa
com.anrisoftware.sscontrol	sscontrol-security-service	1.0-alpha-3		a83aa7bb27e713150ffc99fbe70a25dc8ed3b3ea
com.anrisoftware.sscontrol	sscontrol-security-service	1.0-alpha-4		a3e12b5a7c71d5b3dde79ad68557066497cfe0e0
com.apollographql.apollo3	apollo-api-js	3.0.0		944d46357beca3548d338c3ce44972039b9adf05
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha01		57c027b0b56d1bf19ec3a722cf6bd62f0596ac21
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha02		2298e68fb4a3abe66e14c249098039bbea075135
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha03		de4e8fa1ca17691a8957539353a0851bd284d86d
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha04		505712f80ea510b6b2cd958b8e4d2f6a7a4bb6c2
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha05		52f398d02b251e978288f88e67c8b960b89d8028
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha06		730d2a7e009f7ba68812041b6397afc27c82dd9e
com.apollographql.apollo3	apollo-api-js	3.0.0-alpha07		4d9b6ede4f30de7cf97a75417a4de13f876d3237
com.apollographql.apollo3	apollo-api-js	3.0.0-beta01		6320c89cbaeec430cfb2e349f523dcdb50a2e1c7
com.apollographql.apollo3	apollo-api-js	3.0.0-beta02		698800812cdaeaee20e4b817d3448c882302aff2
com.apollographql.apollo3	apollo-api-js	3.0.0-beta03		a6d1990f71676a92b8086aa802e657c8a8a769fd
com.apollographql.apollo3	apollo-api-js	3.0.0-beta04		05dcc4dfbe7a79c1d9c4cc76e90977a7f5b91a9d
com.apollographql.apollo3	apollo-api-js	3.0.0-beta05		402cd626d739a035c3721e0f2b92ad63555caa2d
com.apollographql.apollo3	apollo-api-js	3.0.0-dev10		dca04a893be5d1cf9ecba8d6fd5a9cffe921c9e0
com.apollographql.apollo3	apollo-api-js	3.0.0-dev11		14a036e8bd86ef4d881960c193d341f19db93650
com.apollographql.apollo3	apollo-api-js	3.0.0-dev12		67fc3d511b4c9bfc6b472355ad959578f3162894
com.apollographql.apollo3	apollo-api-js	3.0.0-dev13		2f9ce1da331b51194e233ad771f3310b44bc6682
com.apollographql.apollo3	apollo-api-js	3.0.0-dev14		0006a44b8aad86c16dbc24238a4efa0a419ec94a
com.apollographql.apollo3	apollo-api-js	3.0.0-dev2		c0ffdd17f032e5a31820e44d4295f2cf6aaacfba
com.apollographql.apollo3	apollo-api-js	3.0.0-dev3		f4d631c989f1eefea236d489f77104218c831ab3
com.apollographql.apollo3	apollo-api-js	3.0.0-dev4		5700ad3b697f0b023c3ba7777d9d86f033099217
com.apollographql.apollo3	apollo-api-js	3.0.0-dev5		c170e14e3c8605f4afaa35e1bd16095959acdc8d
com.apollographql.apollo3	apollo-api-js	3.0.0-dev6		6298d211d203350c5177e83a9bae622ebc1697e1
com.apollographql.apollo3	apollo-api-js	3.0.0-dev7		d04bbd780fccbe7f0b610d46db4fd8136ffc5455
com.apollographql.apollo3	apollo-api-js	3.0.0-dev8		7615928a34a8cfef8a2cbb3a5b4add1d50157e9a
com.apollographql.apollo3	apollo-api-js	3.0.0-dev9		b9a38bff614f7f9d5f54b4ed44edac782556e67b
com.apollographql.apollo3	apollo-api-js	3.0.0-rc01		ba2bb9a3bcd9ab0b3cfeccd31e91f619aff0fa78
com.apollographql.apollo3	apollo-api-js	3.0.0-rc02		60c23203fd57e18b0ffe82dae4d9ea40ef2762b8
com.apollographql.apollo3	apollo-api-js	3.0.0-rc03		1a2337b2958ab1e991824fb8480997e8bab400c8
com.apollographql.apollo3	apollo-api-js	3.1.0		f0ce3eddb8c37479520cb165ecdb458951b9207e
com.apollographql.apollo3	apollo-api-js	3.2.0		84102e7ed39e021c2b3ef3aa63cdc5fa7673b9c5
com.apollographql.apollo3	apollo-api-js	3.2.1		dd1764bd85107730d0545cd43134de9db1505a7a
com.apollographql.apollo3	apollo-api-js	3.2.2		17873b1eaf82f1fe4dbc58454a426f208d13f5a7
com.apollographql.apollo3	apollo-api-js	3.3.0		46a36e1b1ff7f54abbd8e4505f608e57673dad0a
com.apollographql.apollo3	apollo-api-js	3.3.1		1006f4ff2cdbad96ff6a2f252590382d3cd64f4c
com.apollographql.apollo3	apollo-api-js	3.3.2		0cb25dde3faa63b2452237939832e128e0463775
com.apollographql.apollo3	apollo-api-js	3.4.0		b5511130e6fdeac4a009b9a118a278cfb109bab4
com.apollographql.apollo3	apollo-api-js	3.5.0		e7966515b177d88dedf2d9ce9cbe083e23c25da9
com.apollographql.apollo3	apollo-api-js	3.6.0		a11dabf96a5dc21b0117413216747c81110056b8
com.apollographql.apollo3	apollo-api-js	3.6.1		70504a47c38d67c0b675e472c281c2c9ed4b49d3
com.apollographql.apollo3	apollo-api-js	3.6.2		2452a2c4cf316618eeb80b984686b8d84c471853
com.apollographql.apollo3	apollo-api-js	3.7.0		98e82ca776d0e4fa8337f797767bea612e331996
com.apollographql.apollo3	apollo-api-js	3.7.1		428109339a9a4f41f36debfaf388d4beb09b0871
com.apollographql.apollo3	apollo-api-js	3.7.2		5e327fac0b8f5ff60755a5d238aa094ccbc11c5f
com.apollographql.apollo3	apollo-api-js	3.7.3		N/A
com.apollographql.apollo3	apollo-api-js	3.7.4		N/A
com.apollographql.apollo3	apollo-api-js	3.7.5		N/A
com.apollographql.apollo3	apollo-api-js	3.8.0		N/A
com.apollographql.apollo3	apollo-api-js	3.8.1		N/A
com.apollographql.apollo3	apollo-api-js	3.8.2		N/A
com.apollographql.apollo3	apollo-api-js	3.8.3		N/A
com.apollographql.apollo3	apollo-api-js	3.8.4		N/A
com.apollographql.apollo3	apollo-api-js	3.8.5		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-api-js	4.0.0-beta.7		N/A
com.arianegraphql	graphql-ktx	0.0.1		f9583ecbc6c965f143852813a2496bf4233a7d8c
com.arianegraphql	graphql-ktx	0.0.2		b52d3459a017f3b8f1571badc46ba2b3f69554df
com.arianegraphql	graphql-ktx	0.0.3		88ad5a072dba42a91a42b11cf28101d70a4cbc03
com.arianegraphql	graphql-ktx	0.0.4		7d960bc2e0efbda406382b008c1d05d65a256792
com.blazebit	blaze-weblink-core-model	0.2.0		e2080b299fe60c295f897b420a6705fd24776be8
com.blazebit	blaze-weblink-core-model	0.2.1		fcc07c8a2f40dba31a51957b99424ff1842d59d9
com.bucket4j	bucket4j_jdk8	8.0.0		N/A
com.bucket4j	bucket4j_jdk8	8.0.1		N/A
com.bucket4j	bucket4j_jdk8	8.1.0		N/A
com.bucket4j	bucket4j_jdk8	8.10.0		N/A
com.bucket4j	bucket4j_jdk8	8.10.1		N/A
com.bucket4j	bucket4j_jdk8	8.2.0		N/A
com.bucket4j	bucket4j_jdk8	8.2.RC2		N/A
com.bucket4j	bucket4j_jdk8	8.3.0		N/A
com.bucket4j	bucket4j_jdk8	8.4.0		N/A
com.bucket4j	bucket4j_jdk8	8.5.0		N/A
com.bucket4j	bucket4j_jdk8	8.6.0		N/A
com.bucket4j	bucket4j_jdk8	8.7.0		N/A
com.bucket4j	bucket4j_jdk8	8.7.1		N/A
com.bucket4j	bucket4j_jdk8	8.8.0		N/A
com.bucket4j	bucket4j_jdk8	8.9.0		N/A
com.camunda.consulting.webapp	camunda-webapp-customized-parent	7.6.0		N/A
com.camunda.consulting.webapp	camunda-webapp-customized-parent	7.7.0		N/A
com.camunda.consulting.webapp	camunda-webapp-customized-parent	7.7.2		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.1.1		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.1.1	metadata	b1b2f69b8ad6feb9289917407986dc311337b6e7
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.0		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.0	metadata	1ca3ea7f3a6d91626614c98e06e062431b82ae49
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.0-ctrip		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.0-ctrip	metadata	dfd98768aa0d73354f2618e5311d1ec092b353ae
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.1		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.1	metadata	c60aa64538eb3509c1e67b5bde8134e9a377a97a
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.10		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.10	metadata	353b1d7385ac7f243822e384761275eba1d02fa3
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.11		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.11	metadata	3b17a945d8c21f14a35b83acc76ebd492b9ca241
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.12		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.12	metadata	5ba8943bfc6d8ab1f7627b3d36476e7a11ad819a
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.13		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.13	metadata	826ad1c41be165c80d9ea0722cb88f49319f2335
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.14		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.14	metadata	b230e738b85bc141a86a4b144c4a12724f6cfc7a
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.15		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.15	metadata	f8e8b120f4c047d314d8803458d74136a2ac375d
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.16		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.16	metadata	ddb6b367e7dda022607dee52861656746faf3427
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.17		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.17	metadata	fe1bad34a938518d72e1f1e3d480b36778aba605
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.2		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.2	metadata	e7837bc498ccc40afe7af66a544e63daf1d07c69
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.4		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.4	metadata	b20ca2df474219dfc77595a1d9e90db3217e57e5
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.5		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.5	metadata	6800eb49b47892707514c7ae0dfd776c121bbc96
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.5-alpha01		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.5-alpha01	metadata	05ce862a6922e801939c5f61add045416e10645c
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.6		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.6	metadata	5037219886ee86855604c392724664924c4140b4
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.7		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.7	metadata	55d9810ef469495e500ed7967dc94f499f061f44
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.8		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.8	metadata	5fd502d88cb21686e9c481f1ea6a14d5cb15899c
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.9		N/A
com.ctrip.flight.mmkv	mmkv-kotlin-macosarm64	1.2.9	metadata	2eea2272b3506fe0b06366b186b6f4987281a3d6
com.freedomotic	hello-world	3.0		170433460162325a081dee127803a372e67f738d
com.gitee.chinasoft_ohos	OhosLoadingAnimation	1.0.0		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.0		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.0	metadata	ace34922af9cd678f30240f4415926d90ad85a62
com.github.skydoves	landscapist-coil3-macosx64	2.3.1		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.1	metadata	885ac0c0e1c9d2acf5072584e9ec93571511a87b
com.github.skydoves	landscapist-coil3-macosx64	2.3.2		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.2	metadata	07626e88e14c7d3918d1498428786f2cae534de7
com.github.skydoves	landscapist-coil3-macosx64	2.3.3		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.3	metadata	8d2bc31d3e7e421a0b6eaf2afc9e56688efc96b2
com.github.skydoves	landscapist-coil3-macosx64	2.3.4		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.4	metadata	5def99db0ab97e5573b1fde4fa2d83a885210c57
com.github.skydoves	landscapist-coil3-macosx64	2.3.5		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.5	metadata	0d3e43508762ba9ca9b8e3b573712cbebdbbfc17
com.github.skydoves	landscapist-coil3-macosx64	2.3.6		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.6	metadata	5f55e6290e2772d8bbc836be64b8c1b61d67ca3f
com.github.skydoves	landscapist-coil3-macosx64	2.3.7		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.7	metadata	df231018e2c0bc8fc32ebf39eab5de5032cbfc94
com.github.skydoves	landscapist-coil3-macosx64	2.3.8		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.3.8	metadata	f152bd816b943e6068bdc23dc305b6b0042cdb1b
com.github.skydoves	landscapist-coil3-macosx64	2.4.0		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.0	metadata	928bb9f912cb82454bacce0d2e98939ab6f90e51
com.github.skydoves	landscapist-coil3-macosx64	2.4.1		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.1	metadata	9c1a5712657f754cdd162a4a6b4cd1c6b4d07689
com.github.skydoves	landscapist-coil3-macosx64	2.4.2		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.2	metadata	6698d0548f52f478bb84ba91f95ec136e6eb6ac9
com.github.skydoves	landscapist-coil3-macosx64	2.4.3		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.3	metadata	27620214044756abd96932074775e0ba32b22077
com.github.skydoves	landscapist-coil3-macosx64	2.4.4		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.4	metadata	7ee6c6dafa533bae453ab869dd824c4665ea4e0b
com.github.skydoves	landscapist-coil3-macosx64	2.4.5		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.5	metadata	47f2610a97070d9939b2dee4790886485febd94f
com.github.skydoves	landscapist-coil3-macosx64	2.4.6		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.6	metadata	f689814ff044d71e151bc84515431216e903a5c0
com.github.skydoves	landscapist-coil3-macosx64	2.4.7		N/A
com.github.skydoves	landscapist-coil3-macosx64	2.4.7	metadata	109c57af9b0625ec917f176ed3d74d3481122b32
com.github.skydoves	landscapist-coil3-macosx64	2.4.8	metadata	b6bcbc8361ce7e70e1be9d6ec8957c0a09e93480
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.0.0		d0fa5b7a12854717c4f4da7185e7d8b24b8aa7c1
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.0.1		f6ebeddaecb651c2d174a6d9c3f1e7bea68a033c
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.0.2		cc46fa6f6b56a0cc149b8e1ef066151477cf8549
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.1.0		cd41fd837f2b3a866caafdf16443041d175fffc1
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.1.1		8a5e7658e5536c0c005a6b336f54bd934ed83bd6
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.0		138acc0fd2a4b8f05f76c2069b7fdc54b32203e9
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.1		b7ba576b4a5bb4bd943617c2e5811b586067f694
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.2		a07c603eff3a16372d4bb8205db05c0cd5dcb616
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.3		bb03b9d32e55cf8ec96d5d78365a46e56f07e959
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.4		4442dc7150eca5369382dfb58d58ae15fa3d842e
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.5		a05604cbb972486bdb0526beedb6d7055276cffd
com.github.sylvainlaurent.maven	swagger-validator-maven-plugin	1.2.6		01e775a7a0edc45525e9b98df3660671743d8d91
com.github.the-h-team.my-essentials	my-essentials-api	1.0.0		38dcf22c9582c1ec15114595a14d780213b3324f
com.google.shopping	google-shopping-merchant-issue-resolution-bom	0.1.0		N/A
com.gu	marley_2.12	0.2.10		80f2149a69ffaa54ad96e118f99cc0735dc3bdab
com.gu	marley_2.12	0.2.12		ab132a7a955f9269bf4bfd835f3b3188ecf21365
com.gu	marley_2.12	0.2.13		8842469d10d10dc91419434bf3a93f9ab0c21da7
com.gu	marley_2.12	0.2.15		b8284cd8dd7509da58bca18bf31346a886bc6202
com.gu	marley_2.12	0.2.16		44b3b590ae6d5bbd07d4af2019929a3f7d4c0cfc
com.gu	marley_2.12	0.2.17		613c77e0bad6a463a19b48988b4c61d92e85cc0c
com.gu	marley_2.12	0.2.9		4976967a1c33b26c116bc802c5077dc9d99bd28f
com.inrupt	inrupt-client	1.0.0.Alpha2		N/A
com.inrupt	inrupt-client	1.0.0.Alpha3		N/A
com.inrupt	inrupt-client	1.0.0.Alpha4		N/A
com.inrupt	inrupt-client	1.0.0.Alpha5		N/A
com.inrupt	inrupt-client	1.0.0.Alpha6		N/A
com.inrupt	inrupt-client	1.0.0.Alpha7		N/A
com.inrupt	inrupt-client	1.0.0.Beta1		N/A
com.internetitem	write-properties-file-maven-plugin	1.0.0		9e092ad879aaf15cef116da8c25a1e06fcdacde7
com.internetitem	write-properties-file-maven-plugin	1.0.1		7cb25eb6016da67580c5912e3a339055c8efe3b6
com.internetitem	write-properties-file-maven-plugin	2.0.0		b17eec673801273892ab170642b2e2f94f0706d3
com.madden-abbott	parent	1.0.0		N/A
com.madden-abbott	parent	1.1.0		N/A
com.madden-abbott	parent	1.1.1		N/A
com.madden-abbott	parent	1.1.2		N/A
com.madden-abbott	parent	1.1.3		N/A
com.oracle.database.graph	pgx-common_core	22.3.1		7f3e2d0947e265c4f8e645042b1594a8603a973f
com.oracle.database.graph	pgx-common_core	22.4.1		7b5cb4dd932e2b8f2778f9572da503f288cfe0fa
com.oracle.database.graph	pgx-common_core	22.4.2		2d076348d113a38aee985f1ed12a1c2860c57129
com.oracle.database.graph	pgx-common_core	23.1.1		3cd61a9ca739db159efc0aa588a282863c6d3b42
com.oracle.database.graph	pgx-common_core	23.2.1		7ba41e81fa8612ea8529f4c90bf9140882277d6c
com.oracle.database.graph	pgx-common_core	23.2.2		162055bd26ab9539a475acb2a1af9a93fe0c884c
com.oracle.database.graph	pgx-common_core	23.3.1		4ce7108d4cfd2392ddbd596b69966b010a164e1e
com.oracle.database.graph	pgx-common_core	23.4.3		51176c361e9d5a3159fd4d5840d981ea5edadf69
com.oracle.database.graph	pgx-common_core	24.1.1		af9840d9d2cba867ce39cf36e44455f89c57c9f8
com.oracle.database.graph	pgx-common_core	24.2.1		f2109303766195b38dc03f52fe07d04f1216004b
com.oracle.database.graph	pgx-common_core	24.3.0		0c6a8aea097fd726e60566be2b593e28d7513509
com.oracle.database.graph	pgx-common_core	24.4.0		a14f07728103a77b0a57cf34bf5aef7d2e61de24
com.oracle.database.graph	pgx-common_core	25.1.1		a9167b001019f8d3c65e974cf6faac28b5d9c4b1
com.oracle.database.graph	pgx-common_core	25.2.1		ab3ec7ab7badb619f6db9bf1ebb0cc927c707cc1
com.palantir.atlasdb	lock-conjure-api-objects	0.1000.0		d2ba1df6519a28e8b7fb6d107e5e19c658d3c29e
com.palantir.atlasdb	lock-conjure-api-objects	0.1001.0		b41c506bf1ea6be58d3bb185c0734e38ac615a3c
com.palantir.atlasdb	lock-conjure-api-objects	0.1001.0-rc1		da984da13a533c7aebafc05c63c486e40caca880
com.palantir.atlasdb	lock-conjure-api-objects	0.1001.0-rc2		e55131c6e18f14520026591974682763b717c5e8
com.palantir.atlasdb	lock-conjure-api-objects	0.1002.0		045fa33d36660b4d51f5fc0323149d67164d53dc
com.palantir.atlasdb	lock-conjure-api-objects	0.1003.0		14dd667f29bdaaaa6f97dd767c5558b54916d733
com.palantir.atlasdb	lock-conjure-api-objects	0.1004.0		51ef97fa6bd1d1523ab8b939a5c0421088e08569
com.palantir.atlasdb	lock-conjure-api-objects	0.1005.0		3af8e7deb553f95cb049c94bd4272c46d82728fb
com.palantir.atlasdb	lock-conjure-api-objects	0.1006.0		58a2021029a1d141241580eb713bdc497b3a1d0d
com.palantir.atlasdb	lock-conjure-api-objects	0.1007.0-rc1		7df9c01e70fa1273c5dd44722e3d9ba38c115f46
com.palantir.atlasdb	lock-conjure-api-objects	0.1007.0-rc2		3688a1b6692fc2880a082a90bba447465579e683
com.palantir.atlasdb	lock-conjure-api-objects	0.1009.0		4047dae8163e72b33879f398ae4ddad3897db983
com.palantir.atlasdb	lock-conjure-api-objects	0.1009.0-rc1		8ca0eb6d16e7addc9deb1a47111beaf21f6bc986
com.palantir.atlasdb	lock-conjure-api-objects	0.1009.0-rc2		fa29be733113dd801d784cbbb4c9183450e4a481
com.palantir.atlasdb	lock-conjure-api-objects	0.1009.0-rc4		e9191d13fa8f04d4d33d87faa406bb3450d25515
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc1		29610e7a55f54ca79f41e66518746533f1c2cd42
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc10		7c9a4ecdeedce8094c3e8d025ff057d4f4d970c8
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc2		a53cdd3a807e1c3c449ed5a40cbf51135021845c
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc3		1de6c9ee366b2801b1edd009c0e934a2958500c9
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc4		1c3dad8c606138924f226e6215c2a97c955817a1
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc5		1265f8d5317363ee92be3ea88de85fe6253c9073
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc6		b765a05fd0c970bd503afff2bd4a04bfdc77ea80
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc7		9681672f319d8f041028a7619bfa988338c555a2
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc8		93cb47a38c762b957998e8a368a387d32936a028
com.palantir.atlasdb	lock-conjure-api-objects	0.1010.0-rc9		107d06c6c63239d756c8b2fbc50f5216cdadfc5b
com.palantir.atlasdb	lock-conjure-api-objects	0.1011.0		e9f65b8f830d10ed777acc4cee1eb42c03a64373
com.palantir.atlasdb	lock-conjure-api-objects	0.1012.0		0f752fe3a7433579912e6332e9c99ddf74b44225
com.palantir.atlasdb	lock-conjure-api-objects	0.1013.0		24e0b61c040d0e6c04dfb293d58d251467dd531e
com.palantir.atlasdb	lock-conjure-api-objects	0.1014.0		d35a91d2f30bb4f7d67b48ba10d5095bc829ff5b
com.palantir.atlasdb	lock-conjure-api-objects	0.1014.0-rc1		33a211e87b5ff4fea4d16acb3915b92357d50f63
com.palantir.atlasdb	lock-conjure-api-objects	0.1016.0		44ac32366ff62fe484a35b28da0a0f5ee57a4fb8
com.palantir.atlasdb	lock-conjure-api-objects	0.1019.0		7dd6e4af20235004736c776add147734fb88eaf0
com.palantir.atlasdb	lock-conjure-api-objects	0.1020.0		3836e32724d0c7dc495dbb5be53f9a064b199cc7
com.palantir.atlasdb	lock-conjure-api-objects	0.1020.0-rc2		7715c66ae0d4fd927859676f0b50cad2ce928108
