br.com.objectos.rio	tftp-core	0.7.0		a7544a00d8e04f97e369ce9abfbe151cacf6a683
com.digy4	digy-runner-core	0.0.75		c157f892074cc048c90b69f31dedd49faa3073fb
com.digy4	digy-runner-core	0.0.76		5fdc11304380042da043bba1cf3d2a21f0d6f07e
com.digy4	digy-runner-core	0.0.77		0cdd44054a020b4d41c49893200abf62916e3e22
com.digy4	digy-runner-core	0.0.78		cb89c83f9646b24c7658ace46e5aff145bfb2349
com.digy4	digy-runner-core	0.0.79		6d8c6995c24c9b4e3ea29c38a341b445336e05c9
com.digy4	digy-runner-core	0.0.80		664ccf0a1371cf7eb9d354234bc9246cc919eced
com.digy4	digy-runner-core	0.0.81		46593262bc849179885a1115432ad2229258a825
com.digy4	digy-runner-core	0.0.82		e9309c147bcba82ab2d22405fde80002094ea04d
com.digy4	digy-runner-core	0.0.83		33a66b32762cae6c0ca1fd8401cf2ab640491ab5
com.digy4	digy-runner-core	0.0.84		7136caf071d5064f1fa8dec90e251392f6950f47
com.digy4	digy-runner-core	0.0.85		a3762d6bb891b905cab193a27e742575d3f3175f
com.digy4	digy-runner-core	0.0.86		fa7cf13d4cd94ac9dbf85f0a1d78eb9868d046e5
com.digy4	digy-runner-core	0.0.87		316cd373c5a68d4f784ea5613878e9f93da8ca7a
com.digy4	digy-runner-core	0.0.88		ab1de5c7c1d2188ec2c3e7083576965fb741d782
com.digy4	digy-runner-core	0.0.89		c8a6abaeec3a5926c19d38a3f8ed1c636942459a
com.digy4	digy-runner-core	0.0.90		47b1ea0323de02f0c2cec119d0ba1487dd127708
com.digy4	digy-runner-core	0.0.91		f04b6ef613f934872f0221ff29895a5cc37649a4
com.digy4	digy-runner-core	0.0.93		c644436db92f84d4f68c7fb6835df2f9a98058a3
com.digy4	digy-runner-core	0.0.94		9cbc46626b9bc83d7a2bb4cce5a8daddcd1ed6f5
com.digy4	digy-runner-core	0.0.95		8cbeca1633f3a4177de919956b57ba40ad3e776b
com.digy4	digy-runner-core	0.0.96		3ca65ba148a46241a0a3b0e6928aace44d87a578
com.digy4	digy-runner-core	0.0.97		b16b07ecb0a48c1eeaef9e6141185a7de5bc05fb
com.digy4	digy-runner-core	0.0.98		21d1d45f5ec4d72e9c3f0b1e3096af552f7db62a
com.digy4	digy-runner-core	0.0.99		0744866a01c053baa49859bdf3c9aa2e3ba657f2
com.dimajix.flowman	flowman-studio	0.19.0		6e5c41e185d9ea6874e6f1ec796feb2252e5c679
com.dimajix.flowman	flowman-studio	0.19.0-cdh6-spark2.4-hadoop3.0		4241f7c1c598e9f0a931c2f0b40a5dd4003ab506
com.dimajix.flowman	flowman-studio	0.19.0-cdp7-spark2.4-hadoop3.1		90f70d8d5f222c54ad78e36195705aa181132a9a
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark2.4-hadoop2.6		499d09a30d91011dc7482b43fda69149ddb8dd1f
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark2.4-hadoop2.7		e1f19eff0109111eae70e98884a5f8410f06fb9c
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark3.0-hadoop2.7		502b08fdb48ac34cb3109d68307ffb332913b827
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark3.0-hadoop3.2		07f9b0d6cf53a5c30cde3ce40f648920ed567c5b
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark3.1-hadoop2.7		56701e8444754d5c95daffdb439e64f6ae988ea5
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark3.1-hadoop3.2		d6643ea1b45d34ab9638678c358ec70b87045a35
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark3.2-hadoop2.7		f04a72d9d8906d070beccb6d9ffe7b6f259f13a7
com.dimajix.flowman	flowman-studio	0.19.0-oss-spark3.2-hadoop3.3		45ba21fbe79ee3dc249e0ae4fa3418275b7c323e
com.dimajix.flowman	flowman-studio	0.20.0		817338f4be113a8cde303f9678977e1734ac8a23
com.dimajix.flowman	flowman-studio	0.20.0-cdh6-spark2.4-hadoop3.0		e9426c654279519fd8c9425f3adacd66e2dcc7c5
com.dimajix.flowman	flowman-studio	0.20.0-cdp7-spark2.4-hadoop3.1		920dbe98186e7037871ef0d20cccfbf44af67e5f
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark2.4-hadoop2.6		19fff8013b3e86814170b767c1e75b8ba23e8e60
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark2.4-hadoop2.7		cded20ef657fadd319b5baa4ae5f950554da7348
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark3.0-hadoop2.7		0e17f0780c78afd6d6bfa60c9566ee96585be252
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark3.0-hadoop3.2		3408b40503abea49356d5304ba8c0891b0662d75
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark3.1-hadoop2.7		92ab7a90350f000bcdd8275d33461db7d9a4713f
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark3.1-hadoop3.2		38c7a1574fe53addafa9673b387f0ebbfac7d273
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark3.2-hadoop2.7		a700c3f9dd4ee060ba4350dbce948a942146851e
com.dimajix.flowman	flowman-studio	0.20.0-oss-spark3.2-hadoop3.3		6385b92187b2de6a2fa385b4106e4c8d2aea836a
com.dimajix.flowman	flowman-studio	0.20.1		367e0aad78e7bd3d21c217a1c509a301467aedff
com.dimajix.flowman	flowman-studio	0.20.1-cdh6-spark2.4-hadoop3.0		edfa24c724554385867c7dc214b782f126fdef24
com.dimajix.flowman	flowman-studio	0.20.1-cdp7-spark2.4-hadoop3.1		2d560690fa02e18deae640aaeb915d6a2b5d36f2
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark2.4-hadoop2.6		94c6afd02b6e16724a50af3f31a37bb4b9d35329
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark2.4-hadoop2.7		0419a2e6536f3c1b6b0ab8c99f91a253779696bb
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark3.0-hadoop2.7		8c8edec7708de3b6289026fe2d464f1367f7a3ea
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark3.0-hadoop3.2		62966fcd727fa0fdf5d7ff0c35551e15b7825ca6
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark3.1-hadoop2.7		0abdd49538e627a377fe70735cc4d00d8d6beabf
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark3.1-hadoop3.2		662d39a6975528b1d812548445c52e91e9f5270d
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark3.2-hadoop2.7		41fc399b39a76fdedc27d55f6417120beb361160
com.dimajix.flowman	flowman-studio	0.20.1-oss-spark3.2-hadoop3.3		f3d38907dc8bb00a8c4389e012b1b09eec418fa8
com.dimajix.flowman	flowman-studio	0.21.0		8d02d9189d28a1d53faff6fee85fc7184adac84c
com.dimajix.flowman	flowman-studio	0.21.0-cdh6-spark2.4-hadoop3.0		1ed97c5362ef72b2435d09694269ecd5d5ffcc39
com.dimajix.flowman	flowman-studio	0.21.0-cdp7-spark2.4-hadoop3.1		abbe756a1fbeb2a2c8cff2b7c3087f4b5c6c5650
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark2.4-hadoop2.6		512c289d0bb261926d175f6904a38eb04f4ab580
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark2.4-hadoop2.7		674d1f39dab99171eca04e6314a989db965d560d
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark3.0-hadoop2.7		d2409604ef123731cd71bdc757bd2f15166d51d9
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark3.0-hadoop3.2		b6620f0aedb19908418b182f48cf56626eb7924e
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark3.1-hadoop2.7		f7961c98e28c0a82bb6824f4e89c22a9c774c455
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark3.1-hadoop3.2		c146f81fde1183fbe459ebc504feece087f9a4e8
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark3.2-hadoop2.7		1c4f748b606d1fc1e77bafa33da2ac454ea9659b
com.dimajix.flowman	flowman-studio	0.21.0-oss-spark3.2-hadoop3.3		477950de9b918e16696ac26d95e640d0972d4ca7
com.dimajix.flowman	flowman-studio	0.22.0		c68008cdca0aaf8611663cb9b778589d1f75b7df
com.dimajix.flowman	flowman-studio	0.22.0-cdh6-spark2.4-hadoop3.0		a613bb17e9f21eaa5bf0af31e5cea0082a02f600
com.dimajix.flowman	flowman-studio	0.22.0-cdp7-spark2.4-hadoop3.1		1184d73d6d18c7af02defb692c9f45b714f7c4a1
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark2.4-hadoop2.6		a397275bd7e6e035bf224c96a57bef57046668a0
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark2.4-hadoop2.7		63802fa5acc8870b0f71f7cbc80986d3336b5203
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark3.0-hadoop2.7		c7bb78139fefc1663c5d2eb0350ace003e27f66b
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark3.0-hadoop3.2		ff92a1e0e55fc936030fd54b85f37f4b86be9d90
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark3.1-hadoop2.7		aa7fe58cf1bb7b02001dee1fb1d137676352cad7
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark3.1-hadoop3.2		26a0ec23f117016b73aecbdcfa66224329b8549d
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark3.2-hadoop2.7		9dd451d31636189d427f4866154734c41e043bfe
com.dimajix.flowman	flowman-studio	0.22.0-oss-spark3.2-hadoop3.3		edf3d398571fb2d264db6e02b3f58f0098146a90
com.dimajix.flowman	flowman-studio	0.23.0		658be24abf3081167099244cd5a24f1092ad5cd3
com.dimajix.flowman	flowman-studio	0.23.0-cdh6-spark2.4-hadoop3.0		086bd176feb7e60169d95d921c5cad18a38b3d9a
com.dimajix.flowman	flowman-studio	0.23.0-cdp7-spark2.4-hadoop3.1		3698ff8a06ac9bb67e9f223bcd3b2799fcf4127b
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark2.4-hadoop2.6		7127808712f809c78e440441ecd38c67495d9ef9
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark2.4-hadoop2.7		f2014074de0ce8a107eb880b0660b0338efc7bef
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark3.0-hadoop2.7		b8a38bb0c85a3f7bdf53235bac265fffd2ab29aa
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark3.0-hadoop3.2		5021085869d6836150a81a1f552346a4f341ee72
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark3.1-hadoop2.7		16d64d3ff2149e08172b7608bc13052c2ae77d87
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark3.1-hadoop3.2		f1aacf0dbfb124c07c86706f90253ebeb6ff8b2c
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark3.2-hadoop2.7		a0c74756dac23eb79c0b2fd33f0c80163006552d
com.dimajix.flowman	flowman-studio	0.23.0-oss-spark3.2-hadoop3.3		acb15456705940c0f851d2db681a2dfccdf13f87
com.dimajix.flowman	flowman-studio	0.23.1		a25a2bfa917d85b6312d11ce3260cc458da9512b
com.dimajix.flowman	flowman-studio	0.23.1-cdh6-spark2.4-hadoop3.0		b68cc8913d571941c7735f14847c1164784a3a76
com.dimajix.flowman	flowman-studio	0.23.1-cdp7-spark2.4-hadoop3.1		cbfed3367d944a81fbf7fe7043a02e6caf2d89e3
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark2.4-hadoop2.6		ddb6a07a4d8f758d0de8e3ebe2aeb546e6710053
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark2.4-hadoop2.7		f2727bc410f54d8f083d36792b2833d59750c3ed
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark3.0-hadoop2.7		f88386996523b10dc131a2d1f2deead145dc3739
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark3.0-hadoop3.2		9de66a4528450bf47a25aae4eb6e699ea98466db
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark3.1-hadoop2.7		7b588bac8ed9b465ba56324a13718213e7e33c39
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark3.1-hadoop3.2		9261397a9136bc7d96856073c542247f1a48a313
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark3.2-hadoop2.7		81b48367fca5d49481df5f8138922f6d9e19356c
com.dimajix.flowman	flowman-studio	0.23.1-oss-spark3.2-hadoop3.3		e15622df370cfe28ec0e549c32a959d9c5d22f34
com.dimajix.flowman	flowman-studio	0.24.0		3694aa589d237599d75e3a2a30cffd808a8e63a1
com.dimajix.flowman	flowman-studio	0.24.0-cdh6-spark2.4-hadoop3.0		942731e7e30f8f5f75fb52c3f5c3b645f215b898
com.dimajix.flowman	flowman-studio	0.24.0-cdp7-spark2.4-hadoop3.1		205a8071efa70f206d4b7aca042e9a164854d35c
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark2.4-hadoop2.6		fb7a5e38e5e4238f10fcdd2f7ac240fd6feb561d
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark2.4-hadoop2.7		2c511420ed254197bb2170aa6f4337e8f46ced15
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark3.0-hadoop2.7		77d668cbc77d8df8d65807c93e27c0af3862869d
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark3.0-hadoop3.2		e4871b71e227a1828cff52a935d25359df15300b
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark3.1-hadoop2.7		af5ad271dd4b3c9673ac03a916a4c5037714ecc5
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark3.1-hadoop3.2		3f989922b875a6fcc31e65d32a3a78058a38abd7
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark3.2-hadoop2.7		8f49e62f2394c3aebab88a9043d520848f9e6ce3
com.dimajix.flowman	flowman-studio	0.24.0-oss-spark3.2-hadoop3.3		e2babf7f2a276c2b52d76f028766a9bd07cf1a48
com.dimajix.flowman	flowman-studio	0.24.1		f00a465a3c7ee38245c56b325cd45c7b9578f40f
com.dimajix.flowman	flowman-studio	0.24.1-cdh6-spark2.4-hadoop3.0		4036c614a424faa999cec6aa8e0453ef045d1017
com.dimajix.flowman	flowman-studio	0.24.1-cdp7-spark2.4-hadoop3.1		4ef3f5f1945ff8d3b83529f0ed87b40a55b60fc4
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark2.4-hadoop2.6		0bab39dce0d5b1426f2d32c7fd58d1736fc5455f
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark2.4-hadoop2.7		5e56b36656540fed64245e8a19718114e6ad64b0
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark3.0-hadoop2.7		d6988855c6f2e8d3ee64f9d73ba4cced31f9b84a
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark3.0-hadoop3.2		5f1fc46fb2b783293a7241de153c7c6a08dd1a52
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark3.1-hadoop2.7		0d784bea6f2251e6ec962b1875dfe2465aa9ceda
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark3.1-hadoop3.2		e6a6970ff2d7a841d3264927a70a29c3ca5b7239
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark3.2-hadoop2.7		a1e6401b8e3a731506478298bcfd519c45c36b30
com.dimajix.flowman	flowman-studio	0.24.1-oss-spark3.2-hadoop3.3		ce169f33a4f8fd423829e2389241b37159ec584f
com.dimajix.flowman	flowman-studio	0.25.0		11b31e445f94bade1b10d1c0e0596e6bed30780d
com.dimajix.flowman	flowman-studio	0.25.0-cdh6-spark2.4-hadoop3.0		e076c06492cf5f41076140e7c929be32a0a18e8d
com.dimajix.flowman	flowman-studio	0.25.0-cdp7-spark2.4-hadoop3.1		a8533268da554cbe078bc2ce05b094f57b77c267
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark2.4-hadoop2.6		07887d3b226a27dcddec3570bd859656af9b33be
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark2.4-hadoop2.7		bb356d5b23c46de79107b9aa8b700c7f0b724792
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark3.0-hadoop2.7		abca043b264716a215da29efc03586bcdf087474
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark3.0-hadoop3.2		07e0a9a6b70b33f6025a029ebfdd9f565a4fe333
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark3.1-hadoop2.7		1a660d04a67a788f8703dc6b0eaf41186baf0f14
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark3.1-hadoop3.2		39197e4387551b398807d51bd3a3a878f17e1cd9
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark3.2-hadoop2.7		de34d938b6af4ff69ac609d9735a439d8b2b3b65
com.dimajix.flowman	flowman-studio	0.25.0-oss-spark3.2-hadoop3.3		bddcaf1b0679e8305b98c27a002de99e0768775e
com.dimajix.flowman	flowman-studio	0.26.0-cdh6-spark2.4-hadoop3.0		b5aae484ba11a52d2c1a2a59888030625373c1a2
com.dimajix.flowman	flowman-studio	0.26.0-cdp7-spark2.4-hadoop3.1		92a1d214576c027997d08123bd443f45285b17b2
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark2.4-hadoop2.6		e6c0832ed33c4596e6050cfd47e45ff1abc5d211
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark2.4-hadoop2.7		9369ce99cb4219f5931a370a6ef2a99a006333bf
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.0-hadoop2.7		cb480c68e175a8e7e5ed91d23702294ef53cb863
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.0-hadoop3.2		0609a5b4f5cea4c8a4a49131e3b0f7832abe0a7f
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.1-hadoop2.7		fd23bd6df3b4efa7a6753205e6203fce2f85841c
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.1-hadoop3.2		7d6bd79d196e2d7eb5e1555af61c74def2aa7328
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.2-hadoop2.7		8e47c91049d6108072d1528f43be2eb33dc33303
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.2-hadoop3.3		34b929ef4c07d004f9e50ce485b1290f16cd8a91
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.3-hadoop2.7		aebfc4ac5f523cdf0c9a56e9e8c771efb3a6b2f0
com.dimajix.flowman	flowman-studio	0.26.0-oss-spark3.3-hadoop3.3		af007bd16bc6dbab26bea7f47a3fecf5356dcacf
com.dimajix.flowman	flowman-studio	0.27.0		70593ab3c1c8a0751159be2c085474da8a3b1b95
com.dimajix.flowman	flowman-studio	0.27.0-cdh6-spark2.4-hadoop3.0		e09e2ee0856821f0c18fa4837237e82f89a3bb81
com.dimajix.flowman	flowman-studio	0.27.0-cdp7-spark2.4-hadoop3.1		0372cfd2fc5a18e1241cfbf30286635993cf0552
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark2.4-hadoop2.6		dc5451d06323318bb27d548eae76fee73f19cf8e
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark2.4-hadoop2.7		19a881d67a9ae3c39ce4b76b915c61f186df0b5a
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.0-hadoop2.7		008cfe626e6a025d802e1cd648569442d6031023
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.0-hadoop3.2		cc48db56fc8aa8cbeed6884090dc2b76bf3dc5a8
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.1-hadoop2.7		0581176034efe77b0fb3b4ed5e2d06b36d010359
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.1-hadoop3.2		22f593b9f70a91d505f6b04d513233863e16e1b5
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.2-hadoop2.7		eec8a60e4a44f76f76c67da02e0347d87c74f395
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.2-hadoop3.3		7bb2fb22f583c29b4dfe5e0170b46fcb63448f70
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.3-hadoop2.7		b422acf6351ba6b300a3637be365839a437344ff
com.dimajix.flowman	flowman-studio	0.27.0-oss-spark3.3-hadoop3.3		56d3fe3d01590c0fa9ac91cf1d5688a5512ce5ca
com.dimajix.flowman	flowman-studio	0.28.0		74561f7cf4f02807efc24494252ce5849132cc33
com.dimajix.flowman	flowman-studio	0.28.0-cdh6-spark2.4-hadoop3.0		c451c595c397eafc5f65dc189208f08e5c26cc2c
com.dimajix.flowman	flowman-studio	0.28.0-cdp7-spark2.4-hadoop3.1		2d75968fe2fb813cf493066a1aa60ddf5ea0859c
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark2.4-hadoop2.6		175e82b0b458a0743ce166e90206c7febd5f96d6
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark2.4-hadoop2.7		bc2c33ae8ec1423231f50cb10972d7b199ed1262
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.0-hadoop2.7		1749a1f607fac71a8d19581583bc2c4410266dc2
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.0-hadoop3.2		77c4f3ead5931e7075088d4cac77ee4fcaef4051
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.1-hadoop2.7		7b4a9336bf6eac82d6e3be3052d688c83fbad3a0
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.1-hadoop3.2		6a5af4685d867ab2f2f6c56827f4f11cd5445aef
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.2-hadoop2.7		675869831672081cf23d367be3c558bdfb8ac84c
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.2-hadoop3.3		77faa51d6d31f4cb728cbfcc353e2fcd16d4c1de
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.3-hadoop2.7		65f4f68c8f077fb860924787cdcdbec97a9a044d
com.dimajix.flowman	flowman-studio	0.28.0-oss-spark3.3-hadoop3.3		499409de1fa900bdc04868f510ba06e8efc9ccaf
com.dimajix.flowman	flowman-studio	0.29.0		a6737fc76c3f78a004903267dd8eab239615a196
com.dimajix.flowman	flowman-studio	0.29.0-cdh6-spark2.4-hadoop3.0		5c2fa00283d11b8bbbd061b7e47a898c95b7bd07
com.dimajix.flowman	flowman-studio	0.29.0-cdp7-spark2.4-hadoop3.1		0072f0e55e37c17597a847d948af3b30672bb4bd
com.dimajix.flowman	flowman-studio	0.29.0-emr6.8-spark3.3-hadoop3.2		03894a21719da227c479b1d0d9dcdcca6b2b1a53
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark2.4-hadoop2.6		192d064ed0776ae3d3162be522b4334ae2217ef8
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark2.4-hadoop2.7		313f5c0b0b2d824563081b81174538c893902e65
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.0-hadoop2.7		125416704c55f37a08ccc7ffcf29ecb13e011452
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.0-hadoop3.2		92de1e76eedfa5b1708ef39d1a81e3fb5bac2ace
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.1-hadoop2.7		4c60e94efe6233cd9840c68f8e757e408a4d7a62
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.1-hadoop3.2		d40649d9d2a85caa3367fe6362100c215776c30a
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.2-hadoop2.7		ea16ecc3aed85d75edc8707e94b0497de7a7defd
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.2-hadoop3.3		d915c79363346a83238e8b1b9d55317ba8705816
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.3-hadoop2.7		930aaad9465cd3d48b39c933cd6d12d8669b3639
com.dimajix.flowman	flowman-studio	0.29.0-oss-spark3.3-hadoop3.3		ab88544f25e70ef53e9318140d6f7e67fe77286a
