br.com.objectos.finos	cvm	0.1.0		N/A
org.eclipse.jetty	jetty-client	9.3.4.v20151007		454240b5e9bb9ef27af955ba54552da792907f71
org.eclipse.jetty	jetty-client	9.3.5.v20151012		e199118aa5288fed16efd02360d18eb6e71ee5c1
org.eclipse.jetty	jetty-client	9.3.6.v20151106		9924bd9947c1538fa337b516f785c44229e455a3
org.eclipse.jetty	jetty-client	9.3.7.RC0		402dbed534f506755ccd39f1ddc53bee8df027bf
org.eclipse.jetty	jetty-client	9.3.7.RC1		1eefd66ba84a0d0a85be5e18a1b5a90876adebee
org.eclipse.jetty	jetty-client	9.3.7.v20160115		0c144f460967c41b16bd17eafd7707c054342c8e
org.eclipse.jetty	jetty-client	9.3.8.RC0		cac27f01cbbe20a631b618a8455a1d75a109ed1b
org.eclipse.jetty	jetty-client	9.3.8.v20160314		4bf5eb08a79ae24ca4a1bb27b273f9c43a5877e8
org.eclipse.jetty	jetty-client	9.3.9.M0		a18875162613853aa3a1dfc202cecad2b7573e43
org.eclipse.jetty	jetty-client	9.3.9.M1		e1ec11c1340513bf1695741a31fbae3b1a64c330
org.eclipse.jetty	jetty-client	9.3.9.v20160517		4f954b0a8ea97867899d7e54455495115d2dd578
org.eclipse.jetty	jetty-client	9.4.0.M0		815ea2414e7292b032b89f8289ccd671501877c1
org.eclipse.jetty	jetty-client	9.4.0.M0	hybrid	935fce2948fd4e5e402c8f7081902e26614528d0
org.eclipse.jetty	jetty-client	9.4.0.M1		7e0c71f519c0c3e5811d89ee41504ad18713ded8
org.eclipse.jetty	jetty-client	9.4.0.M1	hybrid	f17a96abc94e0a7b2b13df84196d621ececb135b
org.eclipse.jetty	jetty-client	9.4.0.RC0		460f46edee50836f7c057601d65e6db964f3af8b
org.eclipse.jetty	jetty-client	9.4.0.RC0	hybrid	73f57eeed7d9870ef6241f300e86851e8ca5947f
org.eclipse.jetty	jetty-client	9.4.0.RC1		3e331029f923d13ca495b5ed10c9114f6d4f4905
org.eclipse.jetty	jetty-client	9.4.0.RC1	hybrid	fa3cb5783d0bc9b48e3cdda53a72052bc5bb4753
org.eclipse.jetty	jetty-client	9.4.0.RC2		8ae079341d0f4fa9ccd7cd2f2b17d6123790cf6a
org.eclipse.jetty	jetty-client	9.4.0.RC2	hybrid	06cfe248668f688725a68748b72cea20e8c1bc6a
org.eclipse.jetty	jetty-client	9.4.0.RC3		5ea1bb476fe7a48ae733ef60bcdadcaacbf767c5
org.eclipse.jetty	jetty-client	9.4.0.RC3	hybrid	80b7016df16b76b9778ee6e841fb1616ba3c391b
org.eclipse.jetty	jetty-client	9.4.0.v20161208		8a5259bdadb707cb64eb50b3d90436c1185eb040
org.eclipse.jetty	jetty-client	9.4.0.v20161208	hybrid	de0ab3a3714f6b6f505bd397dc73dbc6ce5e5866
org.eclipse.jetty	jetty-client	9.4.0.v20180619		fa37203958c94928bf31b67d659fbc247e74db02
org.eclipse.jetty	jetty-client	9.4.0.v20180619	hybrid	999f55347fc13b359a32466a396e4f3a1252686c
org.eclipse.jetty	jetty-client	9.4.1.v20170120		bf348043ca72015c4c6ee2b8c28b07b87a61ac3f
org.eclipse.jetty	jetty-client	9.4.1.v20170120	hybrid	2a3010b243d2691672cd95e64dce89754a660f0d
org.eclipse.jetty	jetty-client	9.4.1.v20180619		415db30e45d045164ae6c9bef330eef28a053318
org.eclipse.jetty	jetty-client	9.4.1.v20180619	hybrid	582f1a599f93646aa61d0acba6b86d107e9e77dd
org.eclipse.jetty	jetty-client	9.4.10.RC0		af8451870809327e8a2c0db82742d0f7e2487946
org.eclipse.jetty	jetty-client	9.4.10.RC0	hybrid	e75331f1ca71382ed0b54b4ac62a9fa1d519bfcc
org.eclipse.jetty	jetty-client	9.4.10.RC1		e35f90ed8c8a8ce3bf9881e831573ac1f9a64a42
org.eclipse.jetty	jetty-client	9.4.10.RC1	hybrid	405964050d9b18d26b8eaf45f8451ceeb013984a
org.eclipse.jetty	jetty-client	9.4.10.v20180503		61e9f85674b1c9a02f57c8ebb6a67f7694f99c8d
org.eclipse.jetty	jetty-client	9.4.10.v20180503	hybrid	d8bd3f865241ade9890c362b72e664d79af18519
org.eclipse.jetty	jetty-client	9.4.11.v20180605		be0622ef33de4239d0625c7a39c48a41c45d0675
org.eclipse.jetty	jetty-client	9.4.11.v20180605	hybrid	dc2255b9183fd5a3048f4106547d4efd13c895fb
org.eclipse.jetty	jetty-client	9.4.12.RC0		a6bef63a0dbe24867bb923b4749e9ae632005148
org.eclipse.jetty	jetty-client	9.4.12.RC0	hybrid	44ec7383bbe81dc3c94b4865675a371b4018d583
org.eclipse.jetty	jetty-client	9.4.12.RC1		5a13e4bd56537148954c7d21af24ce3a9037c488
org.eclipse.jetty	jetty-client	9.4.12.RC1	hybrid	b6a78d9f60ac4c64065785e9016b018956192411
org.eclipse.jetty	jetty-client	9.4.12.RC2		6465c78e6d8c85e1fbf35c2835c3f3ea83466ad3
org.eclipse.jetty	jetty-client	9.4.12.RC2	hybrid	88be2fb5ff1b2d8eba28c89eb4607e5cc7ab524e
org.eclipse.jetty	jetty-client	9.4.12.v20180830		1d329d68f31dce13135243c06013aaf6f708f7e7
org.eclipse.jetty	jetty-client	9.4.12.v20180830	hybrid	b057e67af32c71e30e6bebdf415e575785fa70c1
org.eclipse.jetty	jetty-client	9.4.13.v20181111		d6e6b16b437a27a36a73d94262b73d4549d60795
org.eclipse.jetty	jetty-client	9.4.13.v20181111	hybrid	d5eaa06351f6fd97f23bb82940983c51891b85d0
org.eclipse.jetty	jetty-client	9.4.14.v20181114		1c46b088e1119928d54ff704fe38fe1b6b6700d0
org.eclipse.jetty	jetty-client	9.4.14.v20181114	hybrid	a15fbc8ea613a3211e586b1008c332bebd3091ff
org.eclipse.jetty	jetty-client	9.4.15.v20190215		b3c92b6bc7f98d5bd5210b3285a740b9f206add7
org.eclipse.jetty	jetty-client	9.4.15.v20190215	hybrid	f6ae6e64052edd9c07129bdf756094f1937daafe
org.eclipse.jetty	jetty-client	9.4.16.v20190411		1efc1f164b9a7b88e779989c119347814a36f6fa
org.eclipse.jetty	jetty-client	9.4.16.v20190411	hybrid	ce060665369ae8d5706c413336e43ff815104e62
org.eclipse.jetty	jetty-client	9.4.17.v20190418		18705f4fbdefd005604254710f54798898554c3c
org.eclipse.jetty	jetty-client	9.4.17.v20190418	hybrid	9fd3cc3238a205f5d16964098f1bc915f46c8f15
org.eclipse.jetty	jetty-client	9.4.18.v20190429		e5d7bd53f2f3ae46354efa56beca2dc505258e92
org.eclipse.jetty	jetty-client	9.4.18.v20190429	hybrid	2f3f7e0ff75de0b9a1db6c8a86820070f7ed3072
org.eclipse.jetty	jetty-client	9.4.19.v20190610		4386c1f243042e0f78f2e4c3c6cd239967410d6e
org.eclipse.jetty	jetty-client	9.4.19.v20190610	hybrid	aa70515888b0560a69034fc2148c3ffdf3b4d722
org.eclipse.jetty	jetty-client	9.4.2.v20170220		f196f59d1f511493bbbd0666f79144d7c790371b
org.eclipse.jetty	jetty-client	9.4.2.v20170220	hybrid	4bd0d76fc5dd8e97cd2aec5008bc18e6b1bffbce
org.eclipse.jetty	jetty-client	9.4.2.v20180619		2f49a386b46f42e014cf1b0af62e97f7704064f4
org.eclipse.jetty	jetty-client	9.4.2.v20180619	hybrid	bb54bbb668f49c935a5433480f7a9a00282dadc8
org.eclipse.jetty	jetty-client	9.4.20.v20190813		dcee62915067cba0b3ed331d14f75e5d753c566d
org.eclipse.jetty	jetty-client	9.4.20.v20190813	hybrid	d89eca915b45ce1d1df1e998f6af3f050efc6a28
org.eclipse.jetty	jetty-client	9.4.21.v20190926		87d6e96d3f8f79f6b50d54983d0fad46ce4f4aa5
org.eclipse.jetty	jetty-client	9.4.21.v20190926	hybrid	886046034b09d7a2a5cec8844aa8237a94252bda
org.eclipse.jetty	jetty-client	9.4.22.v20191022		d21234956a1fc9d11c24b68578454b846c579c71
org.eclipse.jetty	jetty-client	9.4.22.v20191022	hybrid	4cef6e23489305fa0413571226d3fe1b04b5598e
org.eclipse.jetty	jetty-client	9.4.23.v20191118		b1f1c660e538054adcd2a8129f9ec6e7f58d4834
org.eclipse.jetty	jetty-client	9.4.23.v20191118	hybrid	350bde12e007134bbbccfbd8008a83029b708c3e
org.eclipse.jetty	jetty-client	9.4.24.v20191120		09dd286abe644513305864453030e9c1631b5535
org.eclipse.jetty	jetty-client	9.4.24.v20191120	hybrid	b65a518357a07b47293687d9c944bb27d00b5545
org.eclipse.jetty	jetty-client	9.4.25.v20191220		a845f43d3b5bb457866a8e0c2f728c388e181a0a
org.eclipse.jetty	jetty-client	9.4.25.v20191220	hybrid	e7d3383363745e2874d4c388463a6da92067cac7
org.eclipse.jetty	jetty-client	9.4.26.v20200117		ba544da650ad5e077072901e134f47dc59dbe73d
org.eclipse.jetty	jetty-client	9.4.26.v20200117	hybrid	c18459e7c0ddbf50236b81ce4e3d0f1a251f82fc
org.eclipse.jetty	jetty-client	9.4.27.v20200227		f7a5fe01a085560cd48c49ac71541ae4835399f7
org.eclipse.jetty	jetty-client	9.4.27.v20200227	hybrid	d549b3b9b006a9074588c0bc58ea8a53f60039ea
org.eclipse.jetty	jetty-client	9.4.28.v20200408		aa74bdd28f3cb50e0f7f33aee9b792080662e17f
org.eclipse.jetty	jetty-client	9.4.28.v20200408	hybrid	035b5e9a16f905a5d685efc93bbd4d73d0f5c2d6
org.eclipse.jetty	jetty-client	9.4.29.v20200521		b14775a6d9a13cec96469ed1504be511fb67c0fe
org.eclipse.jetty	jetty-client	9.4.29.v20200521	hybrid	cf13dd69218e76d3bbb3d815073f253382a3e18a
org.eclipse.jetty	jetty-client	9.4.3.v20170317		7e8ca5acbd6e1b93e326c54758cdc6190d0fa944
org.eclipse.jetty	jetty-client	9.4.3.v20170317	hybrid	5713dcb15abe38edcb8b727beb0c7d236a52bc02
org.eclipse.jetty	jetty-client	9.4.3.v20180619		76b7aa80a8c7cf85448de00dc91b1221faf6ed7c
org.eclipse.jetty	jetty-client	9.4.3.v20180619	hybrid	48d4b64d53296169669a46075bdfc4814bd924ec
org.eclipse.jetty	jetty-client	9.4.30.v20200611		c63cfb1cd8c0afbcaa4b3eb8c57615dffeaab641
org.eclipse.jetty	jetty-client	9.4.30.v20200611	hybrid	2d3b768520f7b7d91d4a24ce7c90ca7eb84f0747
org.eclipse.jetty	jetty-client	9.4.31.v20200723		0a4d779d1dcd7fa948d1175ebf3e20a0b0caacdc
org.eclipse.jetty	jetty-client	9.4.31.v20200723	hybrid	e7a07f3ae10411021bc95a6219806348eb2e5aa4
org.eclipse.jetty	jetty-client	9.4.32.v20200930		df978763f12cf7ec74ab60c9b4769b6968ee2987
org.eclipse.jetty	jetty-client	9.4.32.v20200930	hybrid	753fbbfd806d66a243bd61aa22e32b7a5629d269
org.eclipse.jetty	jetty-client	9.4.33.v20201020		debfbdc2bc4b02fbb593928910b163311ecb2edc
org.eclipse.jetty	jetty-client	9.4.33.v20201020	hybrid	290a24f5aa4250a88950845e174e96e4557d6d0e
org.eclipse.jetty	jetty-client	9.4.34.v20201102		b34fa346d2e3a459d4c30d533e28ccf2aee3f8a8
org.eclipse.jetty	jetty-client	9.4.34.v20201102	hybrid	ccc4deed433c199e5caf0fa2bcb9c8af9a5a5832
org.eclipse.jetty	jetty-client	9.4.35.v20201120		b80f9c8992e2b96141755cd4e945599b4b65c287
org.eclipse.jetty	jetty-client	9.4.35.v20201120	hybrid	3962f7ed848cccdbfd5b7c902b30bd1864421bbf
org.eclipse.jetty	jetty-client	9.4.36.v20210114		5689f7953e2c305e3353ac4205cd342fd6acdffc
org.eclipse.jetty	jetty-client	9.4.36.v20210114	hybrid	8796fd30d7aac45b257dfa27e01ca4aad8d7aa7e
org.eclipse.jetty	jetty-client	9.4.37.v20210219		ae0d2a453294e3bef45b2acb5245e2bedc3a84fe
org.eclipse.jetty	jetty-client	9.4.37.v20210219	hybrid	5dad0793897626bfdc850a4b7ced7e460dbd0491
org.eclipse.jetty	jetty-client	9.4.38.v20210224		83a6f9d1c21587e3872a12a23d201074c1d4ef59
org.eclipse.jetty	jetty-client	9.4.38.v20210224	hybrid	f4e3e8421cee5fae4095128af9c3930c4df48768
org.eclipse.jetty	jetty-client	9.4.39.v20210325		b0f81c84d84d01a4f22f188a37d8261c7e26f433
org.eclipse.jetty	jetty-client	9.4.39.v20210325	hybrid	ff64772fafd540a85d53e9d46fd0394d9d5b2552
org.eclipse.jetty	jetty-client	9.4.4.v20170414		06b3d9dcfa375ee4f4fe6c8bf27ccc403c76b4ae
org.eclipse.jetty	jetty-client	9.4.4.v20170414	hybrid	46905a7d5d62e61808d6fc61f3f13ff90c62c779
org.eclipse.jetty	jetty-client	9.4.4.v20180619		4e9d0a8973a7aaa3aba1e535f03d9e6d9b5153e0
org.eclipse.jetty	jetty-client	9.4.4.v20180619	hybrid	b107d6b753ae4ef7d60839982dfb41df8b27d7b0
org.eclipse.jetty	jetty-client	9.4.40.v20210413		6e71e8c21924d89438ecf1854603da040469d0eb
org.eclipse.jetty	jetty-client	9.4.40.v20210413	hybrid	4e461b72d873427ceee68c05e0245f80cad4cfdb
org.eclipse.jetty	jetty-client	9.4.41.v20210516		5314498aa745115f207372e66f6ab8d8504e0c63
org.eclipse.jetty	jetty-client	9.4.41.v20210516	hybrid	0b8544bd4fb7fe959b5fd99a45ff7e6b8b26a04f
org.eclipse.jetty	jetty-client	9.4.42.v20210604		014153048e3a5d4eca6c0619ad9e8462f5054b19
org.eclipse.jetty	jetty-client	9.4.42.v20210604	hybrid	320296d764041f5ddd27d39456801e965e296c15
org.eclipse.jetty	jetty-client	9.4.43.v20210629		71ba996ac96ab9791127928c828bfc3e9fa2aa5e
org.eclipse.jetty	jetty-client	9.4.43.v20210629	hybrid	5832bb7a1028489ff4df0d8ac4db996efaa15550
org.eclipse.jetty	jetty-client	9.4.44.v20210927		0d8b2c13ec103d12cdc575dc1bfea155dea59e1e
org.eclipse.jetty	jetty-client	9.4.44.v20210927	hybrid	a74c9cfca21892f8dfd09c173022ed019aeab56d
org.eclipse.jetty	jetty-client	9.4.45.v20220203		4b90cc74f2af72854c681aa4978f78d54a99ec4e
org.eclipse.jetty	jetty-client	9.4.45.v20220203	hybrid	f69e97e083a08f0ba560adfa0151c743a015e4ea
org.eclipse.jetty	jetty-client	9.4.46.v20220331		afe2e0853af86f4c550e969a8dbbbd9eb1f84d27
org.eclipse.jetty	jetty-client	9.4.46.v20220331	hybrid	fd1fef9b3e7341c532ec63188732e12a709620e0
org.eclipse.jetty	jetty-client	9.4.47.v20220610		5918176416adbdb30a3b8e6bd7c2fe25e7c272ef
org.eclipse.jetty	jetty-client	9.4.47.v20220610	hybrid	b6891b59259f08d9f1f41c8e6cbda69f8368cbeb
org.eclipse.jetty	jetty-client	9.4.48.v20220622		fc2e953a7030045e1ca467d57e200856a170848e
org.eclipse.jetty	jetty-client	9.4.48.v20220622	hybrid	252c02e7eb16e72f4e614f27df140862777b2d01
org.eclipse.jetty	jetty-client	9.4.49.v20220914		23f3c2597fd7f976b10262930ce58a39bcd3258e
org.eclipse.jetty	jetty-client	9.4.49.v20220914	hybrid	ba44d519c4b279dfe9f2785f42590bde3b60fbab
org.eclipse.jetty	jetty-client	9.4.5.v20170502		ca35c26110afd73d4cc164682bd0d4b0c1e057cb
org.eclipse.jetty	jetty-client	9.4.5.v20170502	hybrid	62b07f9a0184fde84b32005d3b5970c208b1ad28
org.eclipse.jetty	jetty-client	9.4.5.v20180619		dae84da7fb4c743bc0fca1bbba9e1d0afd5217fa
org.eclipse.jetty	jetty-client	9.4.5.v20180619	hybrid	effbd271573765980a17a5d8aa4e98a77678c832
org.eclipse.jetty	jetty-client	9.4.50.v20221201		7b8fe98d34b9fc882572db4196698fda95c1847d
org.eclipse.jetty	jetty-client	9.4.50.v20221201	hybrid	8658f95a3351e224994125e7cee7aba788635b46
org.eclipse.jetty	jetty-client	9.4.51.v20230217		992630431704cf3144fb83fdac8e3c365c811c0a
org.eclipse.jetty	jetty-client	9.4.51.v20230217	hybrid	b8b20145364a082a15adb44143e8ffdece205f0e
org.eclipse.jetty	jetty-client	9.4.52.v20230823		fed09ee11f7dd70dff7b4dc73f73a3f07888a01e
org.eclipse.jetty	jetty-client	9.4.52.v20230823	hybrid	87ccadf23e57a6c8169a4aa7baf029f56f93835e
org.eclipse.jetty	jetty-client	9.4.53.v20231009		143440d3a77f9cf17abaad222451b3ea3b4ccc98
org.eclipse.jetty	jetty-client	9.4.53.v20231009	hybrid	800b477d67d23288dadd4605ce6aba09359a6cbb
org.eclipse.jetty	jetty-client	9.4.54.v20240208		43674b6a6f7aa249f145728002d00f3f220e88be
org.eclipse.jetty	jetty-client	9.4.54.v20240208	hybrid	2dfd752a00e7234320efc42216da26eb2f8d9ddd
org.eclipse.jetty	jetty-client	9.4.55.v20240627		a82c1fdd032ac31c09b96d6683449e047bbda38d
org.eclipse.jetty	jetty-client	9.4.55.v20240627	hybrid	932247772a6695b1daa781d4f980fc36b98dd398
org.eclipse.jetty	jetty-client	9.4.56.v20240826		b33d6d9045da8f0b317162facabcd1dc9ebf751d
org.eclipse.jetty	jetty-client	9.4.56.v20240826	hybrid	dd4099c120afb54b9d11daeeb86fba1ca9f30229
org.eclipse.jetty	jetty-client	9.4.57.v20241219		b608abe50a1044e45601226a113712397a53671f
org.eclipse.jetty	jetty-client	9.4.57.v20241219	hybrid	a536ce0cae137c4bb98857bd11a38b50cc3d9533
org.eclipse.jetty	jetty-client	9.4.6.v20170531		ec4139632f338738124e1d77824e3b73be1c6f5f
org.eclipse.jetty	jetty-client	9.4.6.v20170531	hybrid	eeb276c45085543829650987eea9dabffed32aeb
org.eclipse.jetty	jetty-client	9.4.6.v20180619		7e83b0aabfb99b6e810bb2c03b608671f6074c54
org.eclipse.jetty	jetty-client	9.4.6.v20180619	hybrid	416dc113bdfc2802e2711a33ca114bd3a748eb69
org.eclipse.jetty	jetty-client	9.4.7.RC0		b7b01e931ecb071355e0abdc44991974e486445f
org.eclipse.jetty	jetty-client	9.4.7.RC0	hybrid	b04d396d60f01841629e21cc14a617db3635d810
org.eclipse.jetty	jetty-client	9.4.7.v20170914		b1026e2f37cfaf626b7c42c05ce1ec83cd6609ec
org.eclipse.jetty	jetty-client	9.4.7.v20170914	hybrid	2f8bf538a2f416bda5462f4ecbc63e4545eac2c4
org.eclipse.jetty	jetty-client	9.4.7.v20180619		3f1e7dd2b5013110304f44d7b775c1ca953384d9
org.eclipse.jetty	jetty-client	9.4.7.v20180619	hybrid	aa1caeefc8d00efad0e47fcbf009ee46c0922777
org.eclipse.jetty	jetty-client	9.4.8.v20171121		e93cac2ce46e81ee8b36288cf7e19d3bac82d536
org.eclipse.jetty	jetty-client	9.4.8.v20171121	hybrid	4d333dafbf0f38f67d2317356a23d258dcafe6a4
org.eclipse.jetty	jetty-client	9.4.8.v20180619		26234c4fecca41759c495c3499993cfc4ef36499
org.eclipse.jetty	jetty-client	9.4.8.v20180619	hybrid	30e3439b793d501109bb053adfeeca6e79bfdd6e
org.eclipse.jetty	jetty-client	9.4.9.v20180320		c6ed57d55c5d55927c6e11fc47972a4eeacba6f4
org.eclipse.jetty	jetty-client	9.4.9.v20180320	hybrid	60142cf0fd1a9c68cb4dad6620583302e904723b
org.glassfish.hk2	hk2-bom	2.1.56		N/A
org.glassfish.hk2	hk2-bom	2.1.57		N/A
org.glassfish.hk2	hk2-bom	2.1.58		N/A
org.glassfish.hk2	hk2-bom	2.1.59		N/A
org.glassfish.hk2	hk2-bom	2.1.60		N/A
org.glassfish.hk2	hk2-bom	2.1.61		N/A
org.glassfish.hk2	hk2-bom	2.1.62		N/A
org.glassfish.hk2	hk2-bom	2.1.63		N/A
org.glassfish.hk2	hk2-bom	2.1.64		N/A
org.glassfish.hk2	hk2-bom	2.1.65		N/A
org.glassfish.hk2	hk2-bom	2.1.66		N/A
org.glassfish.hk2	hk2-bom	2.1.67		N/A
org.glassfish.hk2	hk2-bom	2.1.68		N/A
org.glassfish.hk2	hk2-bom	2.1.69		N/A
org.glassfish.hk2	hk2-bom	2.1.70		N/A
org.glassfish.hk2	hk2-bom	2.1.71		N/A
org.glassfish.hk2	hk2-bom	2.1.72		N/A
org.glassfish.hk2	hk2-bom	2.1.73		N/A
org.glassfish.hk2	hk2-bom	2.1.76		N/A
org.glassfish.hk2	hk2-bom	2.1.78		N/A
org.glassfish.hk2	hk2-bom	2.1.79		N/A
org.glassfish.hk2	hk2-bom	2.1.80		N/A
org.glassfish.hk2	hk2-bom	2.1.81		N/A
org.glassfish.hk2	hk2-bom	2.1.82		N/A
org.glassfish.hk2	hk2-bom	2.1.83		N/A
org.glassfish.hk2	hk2-bom	2.1.84		N/A
org.glassfish.hk2	hk2-bom	2.1.85		N/A
org.glassfish.hk2	hk2-bom	2.1.86		N/A
org.glassfish.hk2	hk2-bom	2.1.87		N/A
org.glassfish.hk2	hk2-bom	2.1.88		N/A
org.glassfish.hk2	hk2-bom	2.1.89		N/A
org.glassfish.hk2	hk2-bom	2.1.90		N/A
org.glassfish.hk2	hk2-bom	2.1.91		N/A
org.glassfish.hk2	hk2-bom	2.1.92		N/A
org.glassfish.hk2	hk2-bom	2.1.93		N/A
org.glassfish.hk2	hk2-bom	2.1.95		N/A
org.glassfish.hk2	hk2-bom	2.1.96		N/A
org.glassfish.hk2	hk2-bom	2.2.0		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b02		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b03		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b05		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b06		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b10		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b14		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b15		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b16		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b17		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b18		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b19		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b20		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b21		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b22		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b23		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b24		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b25		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b26		N/A
org.glassfish.hk2	hk2-bom	2.2.0-b27		N/A
org.glassfish.hk2	hk2-bom	2.3.0		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b01		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b03		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b04		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b05		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b06		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b07		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b08		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b09		N/A
org.glassfish.hk2	hk2-bom	2.3.0-b10		N/A
org.glassfish.hk2	hk2-bom	2.4.0		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b01		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b02		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b03		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b04		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b05		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b06		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b07		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b08		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b09		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b10		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b11		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b12		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b13		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b14		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b15		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b16		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b17		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b18		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b19		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b20		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b21		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b22		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b24		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b25		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b26		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b27		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b28		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b29		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b30		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b31		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b32		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b33		N/A
org.glassfish.hk2	hk2-bom	2.4.0-b34		N/A
org.glassfish.hk2	hk2-bom	2.5.0		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b01		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b02		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b03		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b04		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b05		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b06		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b07		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b08		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b09		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b10		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b11		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b12		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b13		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b14		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b15		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b16		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b17		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b18		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b19		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b20		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b21		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b22		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b23		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b24		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b25		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b26		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b27		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b28		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b29		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b30		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b31		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b32		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b33		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b34		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b35		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b36		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b37		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b38		N/A
org.glassfish.hk2	hk2-bom	2.5.0-b40		N/A
