ai.dragonfly	democrossy-docs_3	0.1	-	e51011baa32489279c6447f687504f0c0f097ed9
com.github.twitch4j	twitch4j-kotlin	1.17.0	-	fe81aa8e029622dc389b7f1794b318b7a71f6165
com.github.twitch4j	twitch4j-kotlin	1.18.0	-	9233628d8a007ffdd7b08681e30cd3e7a139580b
com.github.twitch4j	twitch4j-kotlin	1.19.0	-	fd2b527d29163c261a7240af318c5d305e317be7
com.github.twitch4j	twitch4j-kotlin	1.20.0	-	eee098b0ff3348c81fb9ffa80f1aca32c06224a2
com.github.twitch4j	twitch4j-kotlin	1.21.0	-	f4a91b9403ac43807f619eae88b3350cac72ac8d
com.github.twitch4j	twitch4j-kotlin	1.22.0	-	e35f92e01e6af528973b5babda4c603e8cef38b1
com.github.twitch4j	twitch4j-kotlin	1.23.0	-	e9e55800b3467776696813ae3ae65274b164c460
com.github.twitch4j	twitch4j-kotlin	1.24.0	-	1a66448dede21249e849804d4d46b3082bc072dc
com.github.wnameless	smartcard-reader	1.1.0	-	d983e7a04a1abd86588fe95423b508f1ad161b1f
com.github.wnameless	smartcard-reader	1.1.1	-	920da153f28e8a4946d1a63162017dea09b03087
com.github.wnameless	smartcard-reader	2.0.0	-	76f0e9b7d4c11a639e81a38adc73f6f5e2c35fee
com.github.workingDog	scalastix_2.11	0.1	-	c738490f9e08019b87453d88ca35c4f6346f231f
com.github.wpic	coffeescript-maven-plugin	1.0	-	96f001d03179e4dc322c4a07aefda09aebe67e65
com.github.wpic	coffeescript-maven-plugin	1.1	-	525cdb58744ae91ef8440fffc67a7d68ebaea1af
com.github.yelong0216.dream.first.product.dataferry	data-ferry-core	1.0.0	-	d65c0203f1b170c07ad588a93866691acc592039
com.gomyck	gomyck-util	1.0.2-Release	-	a092619791c2f2b8c041af4dec6bac35707a2f98
com.gomyck	gomyck-util	1.1.1-RELEASE	-	0b003f625dd56e7d8773f223362c59cf07fa8e1a
com.gomyck	gomyck-util	1.1.2-RELEASE	-	b1b611dc2c76a876a54491e82dc59684bb8561a6
com.gomyck	gomyck-util	1.1.3-RELEASE	-	d20e59999af433c3b92ced1d0301fac86b0201de
com.gomyck	gomyck-util	1.1.4-RELEASE	-	d86cb51db4fa9187c6dfb4551ef2f05adcc62630
com.gomyck	gomyck-util	2.0.1-RELEASE	-	b346388c50ced3bb3e86981147be10da38e7e2d5
com.gomyck	gomyck-util	2.0.2-RELEASE	-	9967e9140e8e5b231b2b4b7e119a0c5d16e8b1eb
com.gomyck	gomyck-util	2.0.3-RELEASE	-	2e04cec017e77424d3c519662c457a7f1f62f5f8
com.google.appengine	appengine-api-labs	1.2.8	-	8edeb04d64c02d5198be8b807ba1ccd9f85448b4
com.google.appengine	appengine-api-labs	1.3.0	-	6d0ffc2279e044b02e959fea6f59572106e09222
com.google.appengine	appengine-api-labs	1.3.1	-	316238345fd51b49bf3f9b78e935276b099b5c21
com.google.appengine	appengine-api-labs	1.3.6	-	8a3eb82fd3999fbc776902553d78ceafc633a7dc
com.google.appengine	appengine-api-labs	1.3.7	-	ed096d0750aaf501860d9f89dc8bdcc5e1a69f86
com.google.appengine	appengine-api-labs	1.3.8	-	00596a6a8954f7fa79362d08cc0a07c23936f2ca
com.google.appengine	appengine-api-labs	1.4.0	-	5d0a191dc5d8fb4c5e191adf89d0aaf0f1306569
com.google.appengine	appengine-api-labs	1.4.2	-	748a29f06f39f6b6eb462a6496122cb5e7b06e3a
com.google.appengine	appengine-api-labs	1.4.3	-	09c43822de11a022fd72e8a3731f591f97c85326
com.google.appengine	appengine-api-labs	1.5.0	-	05a1affd4cd3d0f14ebd41b4ab3871a65a798ead
com.google.appengine	appengine-api-labs	1.5.0.1	-	8aa8e5caf5ad27a7e5fc3aec79648dfe7c43248f
com.google.appengine	appengine-api-labs	1.5.1	-	a9749ce6b637401eedc20a207d4f81ba25c34c96
com.google.appengine	appengine-api-labs	1.5.2	-	4b266747e31bba5d8b2e19841a8519ccb7b80ba5
com.google.appengine	appengine-api-labs	1.5.3	-	e15ad40d05e89e641faa862b2c8134a2a6366af5
com.google.appengine	appengine-api-labs	1.5.4	-	704eeb7447dce2c8ccf3a1e8baa12ad330879320
com.google.appengine	appengine-api-labs	1.5.5	-	fb5a8626f800ca1e99f3cdf880f91d0573bfef1d
com.google.appengine	appengine-api-labs	1.6.0	-	cc558de117084789926ae164cb278f7f04fb6a3c
com.google.appengine	appengine-api-labs	1.6.1	-	e1944f56ab19509b171974e180abb31d51ff5924
com.google.appengine	appengine-api-labs	1.6.1.1	-	c59f2661154f7b16e10e0e6f8746d02e092ecadb
com.google.appengine	appengine-api-labs	1.6.2	-	a11b43e5f5dcdda34d5e339044b9b375fa7f80b0
com.google.appengine	appengine-api-labs	1.6.2.1	-	c10082dca2c8f0a9e8ba916220f86191c84cc7c1
com.google.appengine	appengine-api-labs	1.6.3	-	62e0194ba801b5632a7b5eede3a5986ed95b4ba4
com.google.appengine	appengine-api-labs	1.6.3.1	-	48bdb2013054c1bd4eee359f098f6cd706f7b4b6
com.google.appengine	appengine-api-labs	1.6.4	-	215a815f49b1d52d8d341752962765b416d01b6c
com.google.appengine	appengine-api-labs	1.6.4.1	-	9b66f1d5324628ec68185418f869354876becec5
com.google.appengine	appengine-api-labs	1.6.5	-	5f8bc55300a7724aa8c541511ce96509898973de
com.google.appengine	appengine-api-labs	1.6.6	-	b11832598e045e12c71b47f316ae6bab796a7245
com.google.appengine	appengine-api-labs	1.7.0	-	3f5524f426a1a717bf6675de8c30c2f22e1df862
com.google.appengine	appengine-api-labs	1.7.1	-	428b12cc82d42c4cc09fcad68df2b2552c8045f9
com.google.appengine	appengine-api-labs	1.7.2	-	05948406f99dc6cf24dc220b8b9039ad6a7424e9
com.google.appengine	appengine-api-labs	1.7.2.1	-	7431bdf671d158ece14922080e3655884ab2d3c0
com.google.appengine	appengine-api-labs	1.7.3	-	eb1d14764276d3cb8f3d04e71f4d36f2f65871f8
com.google.appengine	appengine-api-labs	1.7.4	-	5fbc64ccd3abc2ba93626e3061cfc74b6e2cc9a7
com.google.appengine	appengine-api-labs	1.7.5	-	79ee84eeba0019b43b599ac6cafd229ee9245a89
com.google.appengine	appengine-api-labs	1.7.6	-	4c949985bc3bd973d1745218ca7530e8bc941aa6
com.google.appengine	appengine-api-labs	1.7.7	-	355bdb65662828166ae98dd082814d755ad4f19e
com.google.appengine	appengine-api-labs	1.7.7.1	-	e0c92e09835a55a5b7f4d49f8c597a3ed7726b51
com.google.appengine	appengine-api-labs	1.8.0	-	3390d8b022d39304262081fa760e7235e30d2e3b
com.google.appengine	appengine-api-labs	1.8.1	-	b90083caf68b26bf3d7eb62418e32f4d19c183b2
com.google.appengine	appengine-api-labs	1.8.1.1	-	839adc25fefcbb30a7e0b4b9230b2454622c269b
com.google.appengine	appengine-api-labs	1.8.2	-	f2b22d2150a65241f274bcedd4674964024b9c5e
com.google.appengine	appengine-api-labs	1.8.3	-	9eab43119fcb0375fa101a03fae86849622a5235
com.google.appengine	appengine-api-labs	1.8.4	-	a6e285c9199634c521ea49ccac39af5cf2c392b4
com.google.appengine	appengine-api-labs	1.8.5	-	24c9b33f631ed7c6efb8a95376ebdb3867135ca9
com.google.appengine	appengine-api-labs	1.8.6	-	d6606e376fa4e4ab5557583d2edb4a6f3bde39b2
com.google.appengine	appengine-api-labs	1.8.7	-	775a037b96c5e7ca2624d93f59c9ce8e7c04aedf
com.google.appengine	appengine-api-labs	1.8.8	-	10554995c8afb0baa19f7c9c96f9675c3391dfa2
com.google.appengine	appengine-api-labs	1.8.9	-	402a1dbf535c7b19c7ac83abfb03e33e09b68c4e
com.google.appengine	appengine-api-labs	1.9.0	-	5711005ed3482f05c4e05e5a1dd0d4e1889612e9
com.google.appengine	appengine-api-labs	1.9.1	-	2a605423683d8d273797db27c91e7c186e1e9547
com.google.appengine	appengine-api-labs	1.9.10	-	8d54c2feb266a84c02d61eae90bb572e9fce7434
com.google.appengine	appengine-api-labs	1.9.11	-	011562e6ea2aad49859b2d901942ef58bc20e3ce
com.google.appengine	appengine-api-labs	1.9.12	-	43e47e123b038f91087e5e2f869306e5c4a72190
com.google.appengine	appengine-api-labs	1.9.13	-	2ad73b4481c5783f3e5dbd141e301b18a96e8d02
com.google.appengine	appengine-api-labs	1.9.14	-	3699e39240f7e87c72d5f451878680939fb58b61
com.google.appengine	appengine-api-labs	1.9.15	-	d4f149ef798b60c8ac1e40c75d9f4bf783b10bc8
com.google.appengine	appengine-api-labs	1.9.17	-	d074b41b6b48150a310897c5222f1b748604741c
com.google.appengine	appengine-api-labs	1.9.17a	-	70130c6d4166d51eb52d7272170fa19dc3932c4b
com.google.appengine	appengine-api-labs	1.9.18	-	c98c07d1cc6f9b35f7be93d6feb876af382227ea
com.google.appengine	appengine-api-labs	1.9.19	-	d792653561f1464ec8d731f3bf5c5f829bf499c3
com.google.appengine	appengine-api-labs	1.9.2	-	977fc6650bd3f8f17031b3f4d615d2b901abf469
com.google.appengine	appengine-api-labs	1.9.20	-	01583d4534ccaae61a049cbe8c332707fbd747f5
com.google.appengine	appengine-api-labs	1.9.21	-	9cb60d9eda67c0a6b61ab3527ac8fe32ff7fa935
com.google.appengine	appengine-api-labs	1.9.22	-	00eb072be6dce36528a56729cb647957e97f203f
com.google.appengine	appengine-api-labs	1.9.23	-	774be6cf2f71fbabfd85aac21e8ce9e815d59941
com.google.appengine	appengine-api-labs	1.9.24	-	56c52ce0febea89beb707a51374688f8111cd2ab
com.google.appengine	appengine-api-labs	1.9.25	-	bbb7b88431592243062b563fa43a68e3270cfccf
com.google.appengine	appengine-api-labs	1.9.26	-	3513aa8e15e72bff91facfc791ecc6b9a09bdb93
com.google.appengine	appengine-api-labs	1.9.27	-	77755ab24efd88355bfc6c260daa5253f52a22d3
com.google.appengine	appengine-api-labs	1.9.28	-	1f4ee56aa30c0b162f4ccea14945a094910898d9
com.google.appengine	appengine-api-labs	1.9.3	-	55161d047594c996679a2cdc90e2365453f04b27
com.google.appengine	appengine-api-labs	1.9.30	-	843a35d7bf4bdcf56b95174f33b702348d16b5ff
com.google.appengine	appengine-api-labs	1.9.31	-	82583f6f73ef22fca24b3fc078e73f74cd1aa44c
com.google.appengine	appengine-api-labs	1.9.32	-	508542496340d479dd35a1b7b3c6f2f2b1a08d4c
com.google.appengine	appengine-api-labs	1.9.34	-	bc4c37bedfd82357c52cb58c5a864ff6496be6e1
com.google.appengine	appengine-api-labs	1.9.36	-	f1f4a7537090deee02e76dc8380750bc2d2e365a
com.google.appengine	appengine-api-labs	1.9.37	-	d1dcf18d346d9cefa85f5b1930b237b74e7978d5
com.google.appengine	appengine-api-labs	1.9.38	-	6184021333fca76f1dd5c22bba0d6d8fb1dedc05
com.google.appengine	appengine-api-labs	1.9.4	-	296ef5235ead4271f62e125e56b008c32f422feb
com.google.appengine	appengine-api-labs	1.9.40	-	c644873a7b2a8b875f62522c2c6468747b5e71b2
com.google.appengine	appengine-api-labs	1.9.42	-	1ff4107f603b12ef3016c8249884e7495718dd59
com.google.appengine	appengine-api-labs	1.9.44	-	cb13dba98e926258f519aca3e6e3d43702d21d6e
com.google.appengine	appengine-api-labs	1.9.46	-	0fac9eb04bf80350080255a7549fb1c54e9ba2e0
com.google.appengine	appengine-api-labs	1.9.48	-	055ebdcc5841f2a1381c7ce67354291a0776eec6
com.google.appengine	appengine-api-labs	1.9.49	-	9ee2bdcb8c37cedad69631577e3ed40a37230d59
com.google.appengine	appengine-api-labs	1.9.5	-	dbdc2a2479e9dff00ac4c2541cfff2609883f5d1
com.google.appengine	appengine-api-labs	1.9.50	-	4b35de0efd87a3d937b9ec6f76bfda901870ecde
com.google.appengine	appengine-api-labs	1.9.51	-	d9ce81bdbb2be702a77b4530425212d4e630c3bb
com.google.appengine	appengine-api-labs	1.9.52	-	4838f8b40c832af8100fac22f467e44001b7b4c4
com.google.appengine	appengine-api-labs	1.9.53	-	086a3effa417d58b49096642b354d6d96d8b2987
com.google.appengine	appengine-api-labs	1.9.54	-	3f243c279ee58ce5b685fbb842f44352a3ee5cdc
com.google.appengine	appengine-api-labs	1.9.55	-	f481312f587205294dbe85ac3d60f9c816a40bec
com.google.appengine	appengine-api-labs	1.9.56	-	a3ba5c087c398c2ae28b0e9c03b8396603dd0e7f
com.google.appengine	appengine-api-labs	1.9.57	-	32a5fae81f58270380cf52365384ecd72fd8f120
com.google.appengine	appengine-api-labs	1.9.58	-	642d5a313a5fcfb8378ec8ee2fb041294f63fe69
com.google.appengine	appengine-api-labs	1.9.59	-	2c9335b437a26e849b32fb780009b6a39be59fba
com.google.appengine	appengine-api-labs	1.9.6	-	a51a335fd053b610e302c2f4d609e9de369b066e
com.google.appengine	appengine-api-labs	1.9.60	-	3c9a3f07a209533a8613a5faba9d4c3f1d18961a
com.google.appengine	appengine-api-labs	1.9.61	-	5cbc4422d1e2166dff5e01e9d23bcd2e9843c839
com.google.appengine	appengine-api-labs	1.9.62	-	f2cc10eb48a68cb26f0f8f2c9a6e56bc8749d5e6
com.google.appengine	appengine-api-labs	1.9.63	-	efaf73b7cc2f6ee4ecaad18350a9fec7b02171c0
com.google.appengine	appengine-api-labs	1.9.64	-	9133c8bb73f7a1f4bf47d966387e0daf6fb49b86
com.google.appengine	appengine-api-labs	1.9.65	-	73bfe79063a171049a3c2f6bc4789076dd6de095
com.google.appengine	appengine-api-labs	1.9.66	-	efaf448d068e8dd289428d6fd035edd6265a8815
com.google.appengine	appengine-api-labs	1.9.67	-	fb037f383284f56aecab69d5ec9506f594f15976
com.google.appengine	appengine-api-labs	1.9.68	-	6081025f75761fec02c4f98fa66f8fd06d307402
com.google.appengine	appengine-api-labs	1.9.69	-	a903c12c819edd252c3df5e4e9da6a808765208b
com.google.appengine	appengine-api-labs	1.9.7	-	ef789ef653124a90398b57d1a3056b05e6f0ae69
com.google.appengine	appengine-api-labs	1.9.71	-	c211869605324c008e1f2feba24eee290c8c38ea
com.google.appengine	appengine-api-labs	1.9.73	-	6607bdf0a317bd8cbe34e8dffc2a5270751732b4
com.google.appengine	appengine-api-labs	1.9.74	-	5489bd7a788d6c0ae90145b57acba243398ca1d0
com.google.appengine	appengine-api-labs	1.9.75	-	4c38d9e588320ad4fb1928c6381b85ba543fa5c2
com.google.appengine	appengine-api-labs	1.9.76	-	931ad7e09f1528bb3e480a7e3e82ce2676dbe75f
com.google.appengine	appengine-api-labs	1.9.77	-	ccff8acbe60ece16a4648bf4e83091f1355e70bf
com.google.appengine	appengine-api-labs	1.9.78	-	8195305c2f5414b734f25f778bc834f97fd5bcf9
com.google.appengine	appengine-api-labs	1.9.79	-	2eee99f7f0aeb57c11839bebb5083728b0c46fe3
com.google.appengine	appengine-api-labs	1.9.8	-	a9467b75603c541e94dc1a2ac982a175f59c1d44
com.google.appengine	appengine-api-labs	1.9.80	-	7c81500440e3d7f6fbd9c686558dbc94226a7164
com.google.appengine	appengine-api-labs	1.9.81	-	e11d1d0951f8bb6365037e1d70420febc7465995
com.google.appengine	appengine-api-labs	1.9.82	-	00faae7b8ed6a9ecba3ff2408cd37b22581d043d
com.google.appengine	appengine-api-labs	1.9.83	-	cb80d2a50c5460c9b1136ca09c207a444370ea09
com.google.appengine	appengine-api-labs	1.9.84	-	999ce9f542a8705119a5d48b03f2b82f640d4c1b
com.google.appengine	appengine-api-labs	1.9.85	-	6631ae3984bcba5b6fb61937a020b419811b23ec
com.google.appengine	appengine-api-labs	1.9.86	-	e95ab0d4bd69bcbd90cc191d035cefdc6a83247c
com.google.appengine	appengine-api-labs	1.9.87	-	638f18afa03a6c95f64a1d841d07c134f919acef
com.google.appengine	appengine-api-labs	1.9.88	-	638f18afa03a6c95f64a1d841d07c134f919acef
com.google.appengine	appengine-api-labs	1.9.9	-	bded390053e2f8687c204052d10554fc7d2291c1
com.google.budoux	budoux	0.5.1	-	60a5a7f2e4c782d4bca57b164618ba2baf9555db
com.google.budoux	budoux	0.5.2	-	c212bc7c2453223eba4c6325c2ee7983181ea7e8
com.google.budoux	budoux	0.6.0	-	3ec26b4038d61330466da4c5192c79743c38e203
com.google.budoux	budoux	0.6.1	-	93cb827ebd0b7c1c4417e97bf59a2fd775c7dc35
com.google.budoux	budoux	0.6.2	-	9eb98202afcaf142c73c934a301d8c65b636ea14
com.google.budoux	budoux	0.6.4	-	d10cb399009c5f1154f80e4c4495683a1e05c580
com.google.budoux	budoux	0.7.0	-	4465d3c5079f9741bbe05b01f5b5d01e9e547be6
com.gu	atom-renderer-email_2.13	1.1.0	-	3851071466dc839ec5ae621f9fb65c1678757179
com.gu	atom-renderer-email_2.13	1.1.1	-	08645fad7b4b0e85123caff6e09f67cd5f383548
com.gu	atom-renderer-email_2.13	1.1.2	-	5af430140c7b86cb8f881ff8ca250c5787693394
com.gu	atom-renderer-email_2.13	1.1.3	-	cf0ef0269660932a9aadfd495829eb93d772d953
com.gu	atom-renderer-email_2.13	1.1.5	-	8addad74e928183fbad11655716053b8c9ba8a18
com.gu	atom-renderer-email_2.13	1.1.6	-	7f0efaee5f0d3753888c8e178f5bcb586a30c9a8
com.gu	atom-renderer-email_2.13	1.2.0	-	f1ed89d171a1d93771a717515967b4d34acf91ec
com.gu	scala-automation-api-client_2.10	1.0	-	3af2a472f82b21914ee537eb845206aa2eab2815
com.guicedee.services	javax.servlet.jsp	0.70.0.1	-	fb3779328bacb3778777cc40d65cad9c18260aba
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc1	-	632acc6c962398b55e8957175481851ebcd9c5ab
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc13	-	d8dfc159d08f1a0e033224de276863a4f5ecaa83
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc14	-	39272af7a9245f91cba7ab0e3cd2736f5c5aa4dc
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc15	-	921325cf733e2be065bdd3820e52427fd2d15d8e
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc2	-	ff18da0dd78c4656baf01a870c1c42fd342200f0
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc3	-	0d648fc04392c0f108ded63d2b2c562d0d2a30eb
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc4	-	bd895cf2dae29ca005d2b1ed2ba2b8ccfc71a9c3
com.guicedee.services	javax.servlet.jsp	0.70.0.1-rc5	-	d3a0431764e04ac42e187e32366353fd79bc33f3
com.guicedee.services	javax.servlet.jsp	0.70.0.2	-	b22aeee212aed480c6fee48f3b73d3d99c5040a5
com.guicedee.services	javax.servlet.jsp	0.70.0.3	-	47b2bdb6e638bd8b4e8894f4c13b2ab21a7614a7
com.guicedee.services	javax.servlet.jsp	0.70.0.4	-	12104d3255f8e8d979a469c881e7afb5bd48af43
com.guicedee.services	javax.servlet.jsp	0.70.0.5	-	c08e25dc3b2977b1fc81f02e918e43af5c641bd3
com.guicedee.services	javax.servlet.jsp	0.70.0.6	-	1b4ebedde09996acbfaffbd6793bc90e28d784b6
com.guicedee.services	javax.servlet.jsp	0.70.0.7	-	174533240cbc6b29bcb2f271e66d2cd95725c515
com.guicedee.services	javax.servlet.jsp	1.0.0.0	-	a599861060bc163f8ec524c93d473921a20cba46
com.guicedee.services	javax.servlet.jsp	1.0.1.0	-	080dd1e4a8b4a0d72b2f778dd09cee1738202981
com.guicedee.services	javax.servlet.jsp	1.0.1.0-jre12	-	490d3e9867c8388b85a96bf670a7890ad5042763
com.guicedee.services	javax.servlet.jsp	1.0.1.0-jre13	-	4c6d275236eebb54159c04989f99243b37527ed2
com.guicedee.services	javax.servlet.jsp	1.0.1.0-jre8	-	466b458c096c734fad985dde6fa3374d699843fe
com.guicedee.services	javax.servlet.jsp	1.0.1.1	-	553bbdebee2c6fbbeeaba33226a0c2a0b9cef196
com.guicedee.services	javax.servlet.jsp	1.0.1.1-jre12	-	481eb9a4768ecba699f93bca1314200245173ea7
com.guicedee.services	javax.servlet.jsp	1.0.1.1-jre13	-	6d38086945f7a7e4507f91d60c7318be8d3884c1
com.guicedee.services	javax.servlet.jsp	1.0.1.1-jre8	-	e5f76ba60e706dceafae971ace8ce2f6ef88a21f
com.guicedee.services	javax.servlet.jsp	1.0.1.2	-	1c51ff9cfd959d8418f92a3ecb6a70bd702c7a2b
com.guicedee.services	javax.servlet.jsp	1.0.1.3	-	60826d93073cff039752145d8379b1a3d7671325
com.guicedee.services	javax.servlet.jsp	1.0.1.3-jre12	-	16779cb19a539c5156f9a66180f08467906c1381
com.guicedee.services	javax.servlet.jsp	1.0.1.3-jre13	-	d0ef2e0205ff153264a49f27a98474eef8cb5e24
com.guicedee.services	javax.servlet.jsp	1.0.1.3-jre8	-	1d8c2d0afccb398d97828abf1ae76e5f108402a8
com.guicedee.services	javax.servlet.jsp	1.0.1.4	-	471958ddea982bde7717b59ad4fb2f97e2fcc30c
com.guicedee.services	javax.servlet.jsp	1.0.1.4-jre12	-	11a5e40fce0d8ba7e82e453a8728fc8e73c18a79
com.guicedee.services	javax.servlet.jsp	1.0.1.4-jre13	-	40b6181e197278a96a43700256d0db5e07459bfd
com.guicedee.services	javax.servlet.jsp	1.0.1.4-jre8	-	c63891b0bb1941c6a71d29e4447299fb290d992d
com.guicedee.services	javax.servlet.jsp	1.0.1.5	-	0f4a4f75185a0b858e3b1d1a6d99de8e99a5cb26
com.guicedee.services	javax.servlet.jsp	1.0.1.5-jre12	-	29c23d2b468c2ff7a95d9a551517bf0d9c078c25
com.guicedee.services	javax.servlet.jsp	1.0.1.5-jre13	-	1238a5761f6e772ae5f60b32f6d77a74003a0588
com.guicedee.services	javax.servlet.jsp	1.0.1.5-jre8	-	4243931dee03283d38a4d3dd8973e6c8d7b23d9f
com.guicedee.services	javax.servlet.jsp	1.0.1.6	-	520cd356fcc8864058840a4e7a3250635fad7a38
com.guicedee.services	javax.servlet.jsp	1.0.1.6-jre12	-	3098fb0879e43ab16fa05472248da1f2af177cdb
com.guicedee.services	javax.servlet.jsp	1.0.1.6-jre13	-	df4f45946abca93a112acafcb4c81900d4631be1
com.guicedee.services	javax.servlet.jsp	1.0.1.7	-	5eecc98be09782522111c7836625be4f2011f1c6
com.guicedee.services	javax.servlet.jsp	1.0.1.7-jre12	-	bd62a69238dd65e5545cb27341428f4e48735f7b
com.guicedee.services	javax.servlet.jsp	1.0.1.7-jre13	-	1b6e8b99649d44308e4915e031d5751d09b9a3b9
com.guicedee.services	javax.servlet.jsp	1.0.1.7-jre8	-	1db33d21247660b2b71b5afba59db17611014870
com.guicedee.services	javax.servlet.jsp	1.0.2.0	-	30243c2a05837c0db9adcf308d07fb22871c927f
com.guicedee.services	javax.servlet.jsp	1.0.2.0-jre12	-	b3a9371361b8c9d2900192a560da9b682aad9b1d
com.guicedee.services	javax.servlet.jsp	1.0.2.0-jre13	-	1508db3bd67567ffd9693eb2c77f4047c89d7ca4
com.guicedee.services	javax.servlet.jsp	1.0.2.0-jre8	-	bf405f30aac7816204be4463abc935159054affd
com.guicedee.services	javax.servlet.jsp	1.0.2.1	-	1935624cacbbc176e0e5658d7671eea56440239f
com.guicedee.services	javax.servlet.jsp	1.0.2.1-jre12	-	581b28a1552758ad0981a2f02f3747081b478fbb
com.guicedee.services	javax.servlet.jsp	1.0.2.1-jre13	-	3369ba61bfc429d207eda62fb8c4ca8fdd8cab4a
com.guicedee.services	javax.servlet.jsp	1.0.2.10	-	2b7de25bb111a39fce6ddaeb587fc4032f7810bf
com.guicedee.services	javax.servlet.jsp	1.0.2.10-jre12	-	ad3dec36c070ca58a82be7a242e5eca5d837e1d7
com.guicedee.services	javax.servlet.jsp	1.0.2.10-jre13	-	35f7c628e64fe23e2a8347890cefc73266af3c83
com.guicedee.services	javax.servlet.jsp	1.0.2.11	-	26ff766f8c9890250ae3faa57236904ba9806419
com.guicedee.services	javax.servlet.jsp	1.0.2.11-jre13	-	834c56ab29495537f1abf4aca4ee24291f280a2b
com.guicedee.services	javax.servlet.jsp	1.0.2.12	-	e0ca1e124624ccf77ef37d45402a2892c786f4f3
com.guicedee.services	javax.servlet.jsp	1.0.2.12-jre13	-	2c70812b90d389e76aa51eca4ea11db0ae44ec6f
com.guicedee.services	javax.servlet.jsp	1.0.2.13	-	b2e6b65012c43734d2ecdb6807ba56447c571d7b
com.guicedee.services	javax.servlet.jsp	1.0.2.13-jre13	-	a13b848b87874004e9eb727583e86be64b19f3ab
com.guicedee.services	javax.servlet.jsp	1.0.2.14	-	84315202832daabed666eaccc2bb3558ef4378f8
com.guicedee.services	javax.servlet.jsp	1.0.2.14-jre13	-	1322e9362bf3fce38fef1437a5855f0fd6955e87
com.guicedee.services	javax.servlet.jsp	1.0.2.15	-	9dc8fb2294645e339f30965f20c81a8c35a0cc56
com.guicedee.services	javax.servlet.jsp	1.0.2.15-jre13	-	70f7d0e977429e23a5e644484a41dc4dccdaf164
com.guicedee.services	javax.servlet.jsp	1.0.2.16-jre13	-	c3c67321cc3ac45578a7503d994d4ad96e2b7b39
com.guicedee.services	javax.servlet.jsp	1.0.2.17-jre13	-	930250cb2119b46d78c3deec9e187fb2a34fe0b7
com.guicedee.services	javax.servlet.jsp	1.0.2.18	-	ae3861537f9522b332e44b2f35974dc0dabc2f33
com.guicedee.services	javax.servlet.jsp	1.0.2.18-jre12	-	7bd9d34d520a86807ba364d99ee33e6a361f2996
com.guicedee.services	javax.servlet.jsp	1.0.2.18-jre13	-	c80402fc63604af7b52f6297531f9a76a08cd25d
com.guicedee.services	javax.servlet.jsp	1.0.2.2	-	5e1cbfe1b4af3c61ecefdb210228c28df3ec7f64
com.guicedee.services	javax.servlet.jsp	1.0.2.2-jre12	-	10b8b782d37acd8ed94d5ed391ec5e3345075073
com.guicedee.services	javax.servlet.jsp	1.0.2.2-jre13	-	e8a394501aec826ee7c867f93e26882682de36bb
com.guicedee.services	javax.servlet.jsp	1.0.2.2-jre8	-	3c6c7bdcbfa33ca3e909fb2f8d6506349bed2e99
com.guicedee.services	javax.servlet.jsp	1.0.2.3	-	dda64260e79c397ecc6d06baedcb4086ec235c20
com.guicedee.services	javax.servlet.jsp	1.0.2.3-jre12	-	496f2de52be6622aa8ceb92c173d13d232da1218
com.guicedee.services	javax.servlet.jsp	1.0.2.3-jre13	-	89191c9e37e8f692b0dc6517e7ed7b4126529feb
com.guicedee.services	javax.servlet.jsp	1.0.2.3-jre8	-	55d944092d72754b3e397a74bb4480cf8f5f6916
com.guicedee.services	javax.servlet.jsp	1.0.2.4	-	a9824e3c89da2e1c2f21f520591258dc91f063ad
com.guicedee.services	javax.servlet.jsp	1.0.2.4-jre12	-	06a41bfbc9c5221a3c8964d754b425f4f8940a16
com.guicedee.services	javax.servlet.jsp	1.0.2.4-jre13	-	ca656a7690b6992e1fe5740ebd955ff5cca1642d
com.guicedee.services	javax.servlet.jsp	1.0.2.6-jre13	-	722ebc7fb44797aabf2eb87bc085a18e767e6bc3
com.guicedee.services	javax.servlet.jsp	1.0.2.7-jre12	-	746999cfa4170257bf282737f13bc6e6e2498e2b
com.guicedee.services	javax.servlet.jsp	1.0.2.7-jre13	-	91780713569e21d8c9463ebae2d389629cf867ce
com.guicedee.services	javax.servlet.jsp	1.0.2.8	-	77ee8d5c675a1d82365491979cac91a2179d0128
com.guicedee.services	javax.servlet.jsp	1.0.2.8-jre12	-	96b5493b9151cb42fafc52cbe552591aa3cbde21
com.guicedee.services	javax.servlet.jsp	1.0.2.8-jre13	-	8d30bcf60b177eee775b56acbcff19186d9c6d5c
com.guicedee.services	javax.servlet.jsp	1.0.2.9-jre12	-	36cd1f675228fceb16d15ba3a1346d6136644baf
com.guicedee.services	javax.servlet.jsp	1.0.2.9-jre13	-	74895cea5f94800df6cbadf1c8cb1682082096d2
