at.molindo	molindo-webtools-logreplay	1.0.0		78ac61a3250e1a1edf9d71d66a2d3fc32590da12
com.daml	daml-lf-1.12-archive-proto	1.11.1-snapshot.20210312.6429.1.7cd6380e		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.2		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.2-snapshot.20210610.6432.0.ac4a2848		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.2-snapshot.20210610.6433.0.a08f6ea2		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.2-snapshot.20210610.6433.1.a08f6ea2		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.3		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.3-snapshot.20211110.6439.0.632ba5a7		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.3-snapshot.20211111.6441.0.eed4ad32		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.11.3-snapshot.20211123.6448.0.c679b4ab		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210309.6463.0.f7abca91		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210311.6483.0.5cb857d9		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210311.6490.0.8e25227c		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210312.6493.0.9a7e2465		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210312.6498.0.707c86aa		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210316.6523.0.b382fc45		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210317.6528.0.493e2154		867e79ef7b3841188ebfcda943b441442584a41f
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210323.6567.0.90c5ce70		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210330.6619.0.007b8674		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210330.6622.0.eef158d6		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210331.6626.0.29a68134		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210331.6634.0.b98a3881		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210331.6640.0.4b807899		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.12.0-snapshot.20210406.6646.0.631db446		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.0-snapshot.20210413.6706.0.2dc09ba2		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.0-snapshot.20210419.6730.0.8c3a8c04		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.0-snapshot.20210426.6770.0.ca66061b		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.0-snapshot.20210503.6809.0.ca012c3b		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.0-snapshot.20210504.6833.0.9ae787d0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.1-snapshot.20210512.6834.0.5f532380		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.13.1-snapshot.20210512.6834.1.5f532380		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210511.6892.0.ca9e89b3		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210518.6953.0.a6c7b86a		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210526.7024.0.aedb9a82		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210601.7081.0.7d716e6d		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210602.7086.0.f36f556b		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210608.7123.0.3cb8d5c2		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210615.7124.0.d1b54ff0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.0-snapshot.20210615.7169.0.adeba206		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.1-snapshot.20210706.7133.0.8ec16e94		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.2		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.14.2-snapshot.20210708.7135.0.aa297840		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.15.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.15.0-snapshot.20210615.7169.0.adeba206		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.15.0-snapshot.20210623.7217.0.5b73813d		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.15.0-snapshot.20210630.7261.0.84e1f3a7		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.15.0-snapshot.20210705.7286.0.62aabcc4		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.16.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.16.0-snapshot.20210713.7343.0.1f35db17		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.16.0-snapshot.20210720.7404.0.b7cf42d1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.16.0-snapshot.20210727.7476.0.b5e9d861		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.16.0-snapshot.20210802.7499.0.5157ad6d		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.16.0-snapshot.20210805.7501.0.48050ad7		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210811.7565.0.f1a55aa4		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210817.7604.0.0c187853		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210824.7647.0.640fb683		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210831.7702.0.f058c2f1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210907.7759.0.35a853fd		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210910.7786.0.976ca400		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210915.7841.0.b4328b3d		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.0-snapshot.20210922.7849.0.49a75801		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.1-snapshot.20211006.7852.0.fbc4bc00		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.1-snapshot.20211006.7853.0.e05be365		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.17.2-snapshot.20211124.7857.0.b33b94b8		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20210921.7889.0.1b473c2b		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20210921.7889.1.1b473c2b		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20210922.7908.0.ced4a272		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20210928.7948.0.b4d00317		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211006.8003.0.cfcdc13c		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211013.8071.0.514e8b50		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211019.8113.0.8ff347d8		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211026.8179.0.e474b2d1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211102.8257.0.7391a3cd		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211109.8328.0.92181161		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211110.8337.0.c5a1f0bb		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211111.8349.0.d938a44c		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211117.8399.0.a05a40ae		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211124.8419.0.39d9afcd		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.0-snapshot.20211206.8423.0.2c945fcb		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.1-snapshot.20220106.8429.0.ea344666		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.1-snapshot.20220110.8433.0.e8e25a11		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.1-snapshot.20220113.8434.0.1724373f		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.1-snapshot.20220113.8434.1.1724373f		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.2		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.2-snapshot.20220310.8437.0.5221a5d1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.2-snapshot.20220310.8437.1.5221a5d1		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.2-snapshot.20220324.8440.0.5cfb1a21		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.3		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	1.18.3-snapshot.20220620.8442.0.c7424302		b359b3efe68f0548072cb95fee154caddcf8bf44
com.daml	daml-lf-1.12-archive-proto	2.0.0-snapshot.20211123.8463.0.bd2a6852		b359b3efe68f0548072cb95fee154caddcf8bf44
com.df4j.boot	df4j-boot-starter-data-redis-reactive	1.0.0		2df2e03a05482ab2750403c543a208407652503f
com.df4j.boot	df4j-boot-starter-data-redis-reactive	1.0.1		35f995ef758b8500c1d0ca7520aa5c7d08abf4eb
com.df4j.boot	df4j-boot-starter-data-redis-reactive	1.0.2		40d6051a29f93e99f3034b16c4aaebe747de53ee
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0		189226be842b87d4fb39ac3c544f6052e2c687fa
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0-M2		77f043431aa2db9cb78f328bd47b944786fae0a7
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0-M3		d3cd869cb418b223ec7b4349f93bb26cd00a3488
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0-M4		94955e3cd8fba9b5ae03ef4a4b6b70acb0234b0d
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0-M5		98c8b79cf911aceb0564950473a3ecc4ddf292fd
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0-M6		1e75cdc194fcff19710d552e16dc77d365fa0e00
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.0-M7		190f4e8d9f642542a85603429fca59584e714ff0
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.1		8af7660a9df815a0818d1c101511c52068887a4f
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.10		863bfd2976f67f78cd4902e595a68b0ad93e3ebb
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.11		664c8da9b0808ee9b5bc9f950961631e3dd7e41c
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.12		60c6fd5c2c482e65ebe88b3d6399500e78638bf1
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.13		969788dfe4a75ad19777a9f43435851a874fcc1f
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.14		9439ee57c92312c22a65f924e8551a07f950648b
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.15		6e4c1d0ae7e502673697827a5eae81b7f4d82775
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.2		48be3b4accff2291dacee6e48137adee3d176909
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.3		0929ba26859bd06fb3675639c1856cbe19444574
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.4		13bb95bf41f3aa01fe08a5c5d77b54d22d712d2d
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.5		708865444255f6149a1de9eedc4e91c22a714680
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.6		253855c1121a9d26c72d6533c50f2edf591165f6
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.7		2b3a844e0ce3a63a62d80966f4664214d12add2f
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.8		29542e01cef00e0f874eb81f5ddcd677e45ee725
com.disneystreaming	weaver-monix-bio_sjs1_2.13	0.6.9		e472f3323c8ffa610f816c630a643d4cde19476a
com.fredhopper.environment	environment-api	0.7.3		8aa10525f95c80c3a627555489a091fa6496caf5
com.fredhopper.environment	environment-api	0.7.4		6c63edc990aa36550196c1db7177b1fad0e26116
com.fredhopper.environment	environment-api	0.7.5		e314defa1f249013a02a8d0e96a1e857b1fd0684
com.gitee.baijuncheng-open-source	PatternLock	1.0.0		N/A
com.gitee.baijuncheng-open-source	PatternLock	1.0.1		N/A
com.gitee.baijuncheng-open-source	PatternLock	1.0.2		N/A
com.github.andyglow	json-facade-json4s-native_2.11	0.1		ea6962b31d5fdf86b2633a47e856bf119bff1da6
com.github.andyglow	json-facade-json4s-native_2.11	0.1.1		b3e96d6e87cc3348bf732b002b866cc486072f2f
com.github.avarabyeu.jashing.extensions	jashing-jira	0.0.1		0d14bb3d3a14b5b377f0ebb8569cc24173bcee24
com.github.avarabyeu.jashing.extensions	jashing-jira	0.0.2		745b87dae4d94212221747426117294d6e98781f
com.github.avarabyeu.jashing.extensions	jashing-jira	0.0.3		0ea22af316fe6539ec5781c9e6fe13736478fc82
com.github.axet.play	libvlc-linux-x86_64	2.0.5-1		bb49e796846643c2128ed84bf0c4bff366349938
com.github.axet.play	libvlc-linux-x86_64	2.0.5-1	natives	f0694964e4a9519bc3abbf0e21375962a621dd41
com.github.billyjulius	testlink-helper	1.0.0		adddfa29e4026d30c5e05b460b67fd1ce063d807
com.github.billyjulius	testlink-helper	1.0.1		f7ac2746e94fad34c91935752d048c09e6e5aac3
com.github.billyjulius	testlink-helper	1.0.1-1		6702574d3da998d827cf8ab37b13a446d059aae2
com.github.billyjulius	testlink-helper	1.0.1-3		d33268579cd775b908356239de04879d871ef69a
com.github.billyjulius	testlink-helper	1.0.1-4		9579f40ab5569f8b69091a466be4692de7a92beb
com.github.billyjulius	testlink-helper	1.0.2		a6fe6263f6f711ea520512a46edccff7e8bdf33a
com.github.billyjulius	testlink-helper	1.1.0		807039b887bc2b3cca6d7fb64cc8be405632a731
com.github.billyjulius	testlink-helper	1.2.0-beta		3b92ec796e238fe25a2dcd2a2f4f1c16537d4a38
com.github.billyjulius	testlink-helper	1.2.0-beta.2		6a53b7db88939f6226774ae640df0efe06669a9a
com.github.billyjulius	testlink-helper	1.2.1-beta		43fe35c0df1bb8496a64faf067e42a5c9cae8822
com.github.exampledriven	hierarchy-maven-plugin	1.4		df31288aba1eebd30be156adaf7b248de16a2074
com.github.pathikrit	dijon_2.11	0.2.4		557fae314fc3cc1584bdfb357368a4b490f66e22
com.github.pathikrit	dijon_2.11	0.3.0		20c054f549a026c22308b3d0c29f77e589107017
com.github.seratch	skinny-validator_2.10	0.1.0		42acf31e160f86460d6fef52ed1b558f43e818a3
com.github.seratch	skinny-validator_2.10	0.1.1		2849eefd40251e079895b595c39459c7d60da6d4
com.github.seratch	skinny-validator_2.10	0.9.0		68905a144ac2484b5d2e2430a1369427ee39ce21
com.github.seratch	skinny-validator_2.10	0.9.1		c80ee2d9cb72cdad043923dd1bf5b2a8200facaa
com.github.seratch	skinny-validator_2.10	0.9.10		7cce178757e0d1712a66f2d75f5f5d7ea22d6e02
com.github.seratch	skinny-validator_2.10	0.9.11		e523b3ba138044dd8c2988b2bae7a448ed1624e0
com.github.seratch	skinny-validator_2.10	0.9.12		c5c8ea7b0517e84d6b3e12a28cc9957ffd28a7cc
com.github.seratch	skinny-validator_2.10	0.9.13		269b1ea30d180bee9480a872800ee6d71131fc78
com.github.seratch	skinny-validator_2.10	0.9.14		e938a60658e518a4434aa34da1b9b18316350ee1
com.github.seratch	skinny-validator_2.10	0.9.15		51f09e52e0e47917a1bd9a9b89b1afd1bd9eee5a
com.github.seratch	skinny-validator_2.10	0.9.2		ed57624d1c5991a9f324d2aa566cfccf1a54b4dd
com.github.seratch	skinny-validator_2.10	0.9.3		ab9385698a729bc6699672d781e4cb5a844eb04d
com.github.seratch	skinny-validator_2.10	0.9.4		de18b8e495d86f32be31c746accba09705180483
com.github.seratch	skinny-validator_2.10	0.9.5		685d07524540c4d6aadbf60e5313e76f0dbacd7d
com.github.seratch	skinny-validator_2.10	0.9.6		574e82b9e7031a8055c9c1c6fb9c33b19cb40656
com.github.seratch	skinny-validator_2.10	0.9.7		78432be2258cd50d79fbabd4809ccaf1f82776b6
com.github.seratch	skinny-validator_2.10	0.9.8		3945ddef8de18372b06b0ed8d37e7acb259f8833
com.github.seratch	skinny-validator_2.10	0.9.9		1541e297cfc65e38f0df45020b1a9a702cd6b842
com.github.xuwei-k	play-json-extra_sjs0.6_2.13.0-M3	0.5.1		cebb0d5e6354656d5dc0805ecd3b71927e112df5
com.google.api.grpc	proto-google-cloud-secretmanager-v1beta1	0.1.0		c7311282b25537b17278fe9f0d5976829b194460
com.google.api.grpc	proto-google-cloud-secretmanager-v1beta1	0.2.0		4457d172c28dc50f430f8aab868a9817f7c47ca9
com.google.api.grpc	proto-google-cloud-secretmanager-v1beta1	0.2.1		cbc471597e0af73d670ce212d4621f4248f74df9
com.google.api.grpc	proto-google-cloud-secretmanager-v1beta1	0.3.0		d64666c0631ee1e6b9ec97e417d28f5ec5e75c8b
com.google.api.grpc	proto-google-cloud-secretmanager-v1beta1	1.0.0		fa504c8b43c922847bb1f936a9cf42b18ac3bdbc
