ai.latta	core	1.0		6d8fdab0563e534b6373cc9eca3dba0dd5b6f4b1
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	5.0.0-RC2		7dcda97472d18f4206d0ea095f3b013ac10bfaa6
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	5.0.0-alpha		d1b1e1b24aaf686c8427a279472dad202eef389c
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	5.0.0-beta		d929df4e1034ea7e55a1d7b32cbb65e75c0748c1
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	5.0.0-beta2		b6fd4be8fa7b7069422fe624d9b7be939f34494c
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.0.0-GA		d8d961ca8a172dd1e7a5a77178e32dcbea598cad
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.0.0-alpha		b3b6dc7e7a87c9c5e1a434b079f584b22cc14785
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.0.0-beta		85bf20c82fc04425facc615a41d1d5038f8db657
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.1.0		eaa2c7c98f6037c7872564a5bf11ad3f900f5e54
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.2.0		6c84bd71aa867332a043d5ceaa0c3cfdd35fd1a6
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.3.0		3e70e4a532e46eb4706c9e6d5a6192e958119582
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.4.0		86c911aaeb387c6bf7cea5d5d654035b37ad7d5e
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.5.0		7197c1a6b0a62828f58db4ecf2d5fef4e6bac6f3
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	6.6.0		640ecaefdd34827a5c4529bd7410b40cabafb9ba
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	7.0.0		425217342e17d7fbfadf61fbfd67c409a79673b8
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.0.0		093cc0ea510394b4d1285a260713ddd16109269f
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.0.1		68178200902368b882c589f7244c0f01d0bc8859
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.1.0		024da2af4c4f9fdda7408ad51689d7e809fff934
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.10.0		3c7e919891ca933bc262a526d2984cf6093815cd
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.11.0		26ed13d9f95f19819c7f40ba30e7e280355acd70
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.12.0		f25d3bf1f9cdcc60df9cdcc38f72fc38949bd510
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.13.0		c677643363f3ccb1f32fa4c57ca09b0640a8d36e
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.14.0		dd351be24fb4266d1997ffbb1f841a55cd7d1f5f
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.15.0		90902edcae83b45ceecdc6bca6779e3dfbf0b83f
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.16.0		f678b022115d634f3400fbd171d157af183f7f65
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.2.0		c106d4ac2f7d297a112670782d5fe041dd66e37d
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.3.0		46c4020eb2de0cef54dd4947925cbfbe691f3339
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.4.0		56db7ac9d4e7f485cb874e2116177459566ea421
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.5.0		e529d91244577f21062db3d9a7df2230a47ee9e5
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.6.0		47972026f2dcb802ac75022030565963d1dd3e6c
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.7.0		f40e1af6f73d658f7b8a909a3840277a71d32194
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.8.0		6b1ee70e79f42558819c040d36ed4d64c2228dcd
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	8.9.0		cd390caf9f6b63682699e3b279d0303a4c23dfb7
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	9.0.0		1c8387408f1b4d24bc991480965870bad7a20134
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	9.1.0		bdf951e2b9ca75b475fc66ac75baf504b128b69c
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	9.2.0		d6c622bf6216632ee7bee5947b8d88dae19e9dd0
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	9.3.0		22e967d75a47e8ddbdfdf4e5ce7508e878ac7c97
org.apache.skywalking	apm-httpasyncclient-4.x-plugin	9.4.0		ffdf8ae2ad7d1bf07d79413237c7339216e753b3
org.apache.skywalking	apm-solrj-7.x-plugin	6.2.0		d042dcffa1055edfb19979c7a4b854f620ff2f7a
org.apache.skywalking	apm-solrj-7.x-plugin	6.3.0		c9a7acb039060a137ddc592d63777dda99021fc5
org.apache.skywalking	apm-solrj-7.x-plugin	6.4.0		cec6083138e761902dad3082e2cda344efafac6f
org.apache.skywalking	apm-solrj-7.x-plugin	6.5.0		fa546eacdb027a82888d3b1831b6b5889fdee9fd
org.apache.skywalking	apm-solrj-7.x-plugin	6.6.0		5f1261ebce8cad95137bc7819b0b9ae2d2d0f38b
org.apache.skywalking	apm-solrj-7.x-plugin	7.0.0		458583242b131fe94152413cb590b309c7736354
org.apache.skywalking	apm-solrj-7.x-plugin	8.0.0		8d0febbcf5262a241d70837d092ce28134b4561d
org.apache.skywalking	apm-solrj-7.x-plugin	8.0.1		8267338c4f1e2b1af351449c658a840ae4980dae
org.apache.skywalking	apm-solrj-7.x-plugin	8.1.0		5be9e5366491e6dfea5d16fe822832495377afeb
org.apache.skywalking	apm-solrj-7.x-plugin	8.10.0		2451edffe0efe646c7c74273ae453edc535c4354
org.apache.skywalking	apm-solrj-7.x-plugin	8.11.0		b8c491b712f93a21bbc41fa94fe92da6e3f84f71
org.apache.skywalking	apm-solrj-7.x-plugin	8.12.0		8a75912970be0e341d04d340cb2736a24502582a
org.apache.skywalking	apm-solrj-7.x-plugin	8.13.0		722b72f6126f212b0f5d78e68b023f1bb2caf93b
org.apache.skywalking	apm-solrj-7.x-plugin	8.14.0		184473457dc3dd4c45cc71ceffa29186d5ea0157
org.apache.skywalking	apm-solrj-7.x-plugin	8.15.0		1a536376f6a47ce62594e8d1f10813d5dea066d6
org.apache.skywalking	apm-solrj-7.x-plugin	8.16.0		7fff25e98bfb3cbd5135a55ba753450a93de54df
org.apache.skywalking	apm-solrj-7.x-plugin	8.2.0		f54ac63a6a634d5c8f19875399c9f6c9c98767cb
org.apache.skywalking	apm-solrj-7.x-plugin	8.3.0		6dafa35d19d42fea00933c04e0e3b02df378a4ea
org.apache.skywalking	apm-solrj-7.x-plugin	8.4.0		2ed99a4e83661257d385afef334a015aa6ca7851
org.apache.skywalking	apm-solrj-7.x-plugin	8.5.0		0bb3f061763329f82c24d577b6784634693c590b
org.apache.skywalking	apm-solrj-7.x-plugin	8.6.0		d836721a055f879aee88fec4387476b4e64e3527
org.apache.skywalking	apm-solrj-7.x-plugin	8.7.0		e8a485a25e5a64f6396d09374c52ee933f1b4524
org.apache.skywalking	apm-solrj-7.x-plugin	8.8.0		a4b3c4a1500dc00c79922da88dabcc1f574d78a0
org.apache.skywalking	apm-solrj-7.x-plugin	8.9.0		fe5c2c7d625b32ad594dc45e5d995924a6846519
org.apache.skywalking	apm-solrj-7.x-plugin	9.0.0		a0ce773d0e919e547967eb1977224f71c57fa8dc
org.apache.skywalking	apm-solrj-7.x-plugin	9.1.0		5e009c6bb4b9c631dde63288f9c52bc466a1e2b7
org.apache.skywalking	apm-solrj-7.x-plugin	9.2.0		efb8c2bdd7c823f8274315be0d264335eee40fed
org.apache.skywalking	apm-solrj-7.x-plugin	9.3.0		ddecbcb82d24589e50699801bdcbdb7c963500ed
org.apache.skywalking	apm-solrj-7.x-plugin	9.4.0		2908bff6446a586f35a78481739d386dc5afef54
org.apache.streampark	streampark-flink-connector-http_2.11	2.0.0		64caf89712d0d06a29bfcc323dd2a45a91bb5753
org.apache.streampark	streampark-flink-connector-http_2.11	2.1.0		95ca86175f91239f455bcd474eddd4e890b62bc7
org.apache.streampark	streampark-flink-connector-http_2.11	2.1.5		4b43ed38615d7eab8d253145295ef70a0d7decb3
org.apache.tika	tika-fetcher-s3	2.0.0		cea0d429cfab3effc8bf97a493f171027ab536f2
org.apache.tika	tika-fetcher-s3	2.0.0-BETA		b364f34b3c00ab9d61f856e2b028d6c43348b0ac
org.apache.tika	tika-fetcher-s3	2.1.0		eb73abc7e23e07aef05faba0eafa2f2c9e5ee312
org.apache.tika	tika-fetcher-s3	2.2.0		06c95ee17980c5dea4692226f9ce748026a85f1c
org.apache.tika	tika-fetcher-s3	2.2.1		67bfba3d58a019d17b8e015582778636355cadc8
org.apache.tika	tika-fetcher-s3	2.3.0		741afa44eb36edc0540a35d693eaabc547295dc0
org.apache.tika	tika-fetcher-s3	2.4.0		dfa0739874af70c6b50ac881183493edfec6b150
org.apache.tika	tika-fetcher-s3	2.4.1		0b484d4b9b3972b8235eac9223ef37b84028e947
org.apache.tika	tika-fetcher-s3	2.5.0		e0b91dc5210e8a6a6c8c6fa05ae62bec2f65d6bc
org.apache.tika	tika-fetcher-s3	2.6.0		ec1871987c8e9342f924c424b18be92a14cae9f6
org.apache.tika	tika-fetcher-s3	2.7.0		2786fffd6c6af794d57b83d0b9a7c76ad28a7187
org.apache.tika	tika-fetcher-s3	2.8.0		df57ae7113e5c581f4850d87746f12d0de25621e
org.apache.tika	tika-fetcher-s3	2.9.0		30fa6922efcc651be82714f07412a61b4e553f41
org.apache.tika	tika-fetcher-s3	2.9.1		e6ff8a1a0ecf3c7c1eef4210586c214e20027ed0
org.apache.tika	tika-fetcher-s3	2.9.2		1f0e26c87ef4e7f191957d4031ca83e14ccb6be6
org.apache.tika	tika-fetcher-s3	2.9.3		2aa50de342d2aa5ff9a99bf12b711458d0088451
org.apache.tika	tika-fetcher-s3	2.9.4		db3e2ca8f64ac27732d5e12b9fc857768e33cf1d
org.apache.tika	tika-fetcher-s3	3.0.0		38a4451cf462215a62ae7a8272b37dc2550f56f1
org.apache.tika	tika-fetcher-s3	3.0.0-BETA		174182002d7c9f73b23de6bc3a579c0c8cef09fb
org.apache.tika	tika-fetcher-s3	3.0.0-BETA2		4008e89d7bdd05f52b865305035cf308e76b605c
org.apache.tika	tika-fetcher-s3	3.1.0		e18e0aa548abd2caa91036cf9ef46aae9325ac1b
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.0		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.1		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.10		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.2		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.3		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.4		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.5		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.6		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.7		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.8		N/A
org.bedework.deploy	bw-wfmodules-calendar-engine-chgnote	1.0.9		N/A
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT813		860584c498c28c5bd31e2890064d2b57d18dc9d7
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT820		4f7d423281541075fffc9d9414160771379a7efb
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT821		e40a210866fb23441047f1845b69e7b8cf4a4b8a
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT822		747055b1c3d02fcb2ce0eafeeb428efd177bc32f
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT830		a1a53e839b0a15f4893c250ee8542814164d33f4
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT831		73aaa2e80ffa9028b6e871606b7206c68d2fe484
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.10.1-EXT832		e5dcce6e0ea59225e6ea3fb48e9ee344b9a5166c
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.11-EXT833		c8ef42a5e8a4c8b0148cfe5d94cdc78ea830cfd3
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.11-EXT834		ed8b0c84b0be9753366427e033585e59c50cc612
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.11-EXT835		479b7844953782f60248d81c5e0c8aa3777abda4
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.11-EXT836		0e76d6aa567c8d72e38ec6a7211abc41623d64a4
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT800		acb3bdcfa41df3ccdbe91f19de34950231ad83a4
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT801		77a46bff4bb82ba00035f3319340f897fb91d45f
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT802		7d40bf6b6a4e426be9dfb6e87ed05e22dcbf12aa
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT803		a179925acfac72555778c8219873b9f6cdc6724c
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT810		ff62c746c0c3f1c150a72ebe797f7a9e9da984e0
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT811		975fcc24838ef86411fd4a7be4d52bba0212166e
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT812		646683c18c29d25b6a84c76ac1a6042b3d751ecc
org.dromara.mpe	mybatis-plus-ext-spring-boot-starter	3.5.9-EXT813		aadbed93c64a0ff1c712bef04485e0e817a1ec89
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.12		6b80719b03ddf9926d5750c27f3c11844fe5835d
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.13		599e1e43804f0fea014fda9ca7d64d568abfb6bc
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.14		df6044500ae9ae6ae57a04e48534079aac84132b
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.15		e08bc2637dcb6ee97030ccb2ec017d0ff1fdb53f
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.16		9fc852ea7d877b1d2bb5f3e8dad0c7f6da299f0f
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.17		a45320db5483e87dfe40b0e8363f1507fa3f5b99
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.18		6ce1f85c413c072dcdb1143b8723ad1b0622cf27
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.20		3b83e8d4a4c7a4a75bc816abfaca015ef5b927c5
org.eclipse.dirigible	dirigible-core-templating-velocity	5.12.21		97f1b5c1476c846e97c189e96150f3ae0f15ea84
org.eclipse.dirigible	dirigible-core-templating-velocity	6.0.0		18c5b2a39b218e8d59dd2a382b2e19c2e323a1b5
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.0		06bbf46718e2f0d5d5fa3a489db4e37f4c74c75c
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.1		db9c48fa378685e87bd3332fec131ab4f56b4afe
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.10		03ac5e24d32d9807f537f6fcfe68e3c2d812101b
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.11		827ca031dcb4454d526f4f3541f619cca054abe7
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.12		8eee8fff5dd010555ccf96ddaaa5110c727854c0
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.13		799480db297dcf05f851b4d80871b24d236dc737
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.14		fa934a6db972f4cc942ee1a6179fcade0816f60a
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.15		de87ce45715887c426a551879ba7d1f8047d4d54
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.16		dbaa8363eac31d924fd97b14af101f1b308c7def
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.17		0af8bcdd1b69682cb0b97633d619c1ea59b32003
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.18		45b114ae1fe946523c26b6315e783819c754e43a
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.19		03c7d33aebaeeddd95460ed27d6c6aa85cf28490
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.2		997aaf508fe17f46f1faa7432def060bf1791ec5
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.20		13bdffada53717c22a03289f04c98451a689e32d
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.21		4aa953ca3e942e653b379fb08c4b0dce61b64579
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.22		2716e22b6d9c5b912e1ba282f980aa2cec1f5589
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.23		a23b3d7bd7b2f483190b75d3701a88b7fac5f39c
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.3		bc5d993c0642df971af48891be88c8a4fcefaf3a
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.4		038a2bec2903076f63db11d1ad2e90780369cfe3
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.5		8784eef512a78b12de36950f98596240e4f6fc17
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.6		52294292443607f7f142d0e2efdf1130b894569c
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.7		75d9285c299fb3fc2a7f208987774e2aee5929d8
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.8		c0efdb07b6dee7cf9a3590fcadc3f5109bf50bc4
org.eclipse.dirigible	dirigible-core-templating-velocity	6.1.9		f206fb54b225360b51f3ee76dfa01c465a65d557
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.0		5999e7b00175270ab8ca3bfccd5ac5ecf6c6b9aa
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.1		0c1a230754db6d83c82b4597f17719daa7fa05f0
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.10		857fd79db71101ed7d70115f35b86d51f5e4eee8
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.11		11043281092d2ca86bd774f7f00549c8b68c68e0
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.12		3ea3e23397f928c2de4e21e9b7ed23245c23aaa1
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.13		b53c0bfa4f2b7b79c59d8f9591f4482c1e42080c
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.14		f3deeec45120bb0bd8f933f0f0c49884fc9c425c
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.16		0a07b9300b0268f3bfd5e49cb3a1089c178a8dd3
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.17		38abc497e71c4dbd39080fba88b64c45955935a0
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.18		309bd91527004c670b52e8ee322b8bb87f96b2b2
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.19		6b3b60a2bebf264474031fa845876ec28f1aca53
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.2		6c36f69288a690169e96d2237b8f87dfc50a2269
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.21		6a1199f9961c199eef7e9fad85ae82a8f8bd8af4
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.22		365e9168403123fb121be00a55f7aba5c411131d
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.23		908e986f87e39d716670c4575956e549094950e6
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.24		42022c7da813ce51c4f80d3e48bfbb687803731b
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.25		8ef06736cbe8883dbe8a6a26c048a7ea2bda8709
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.26		6206594b646d7badc66f341a96977b1d0180aadf
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.27		02049a6baac790e397fe0f0b437fe95b33adef38
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.28		f50d1e0d8105ccba5b0170872902bfc714f772d7
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.29		9c53dc8114cc2d8dbf1bdd8bf21bfbb2d2896dc7
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.3		b3c5dcfd0d479a6df64138589ffdd9afaaf690b1
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.30		a4ea25b56c9e2160c6f6c0dd7d6df5e5fcb999a6
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.31		3a611a5f7c6785f41243eca1354b9ccf11c92e6f
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.32		46ad1d5f3bfa3d13406a0ba3dedd7cd2ddc6a8ea
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.33		667cef9b870c676ed824635c32cf415d20776663
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.34		90efb492b10fc5ea9957af9e6f82c487523cde57
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.35		e41245320d9e128883817cf8c6314e2140a9590b
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.36		0ffa2d92601b249b8dc1e4b713b86050e8ddfe15
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.4		41bd0191f0fba4069b7dbfefb2411807e17ae952
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.5		fc4260ae60248cfcb6684fe876a44bde1e970765
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.6		7e4e4a34559c8ce22165c6ca6ec9a17674d1e1ea
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.7		f35f722f184c07c02eb7eb6dd4a18ab7e13e4880
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.8		964a5067081183e2f2c80812c0e5a7f6f23e064d
org.eclipse.dirigible	dirigible-core-templating-velocity	6.2.9		25333a06727bb5f57a4c16e6b1fd440244a43a5b
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.0		57fe5cd1693f24d4eb3b7825919b01c25d43f934
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.1		bc398451217827709cd8dcb8a7b94355fb728938
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.10		55e6c694c501560bc3f1ac5aa9fb8ec33929621a
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.11		aa48440638c0a79207099c5adb0c4b1a7ca065a5
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.12		b8825bd21c9bd5fdfd845b904b8fe21771621e9b
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.14		40927819946eea2a5ad99925bf11e5424a53eed1
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.15		9cb68754a2a1ded0927b95887780fe684f3da0d5
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.16		0f77b43729a4059f86bb879bf3e9af5c53be4504
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.16.1		627e69e55647334c4389e39f64e3d5d1bc9052b2
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.16.2		52437abe3275dc59e1788edafbf4d708767e6f34
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.16.3		fe1404b615a0b719b7cc3dab03a0c987951aa56f
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.16.4		8d80c17d5c1005c96497373c84f1a3f7bca62fed
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.16.5		1b97c5522b95170abe6f2b634220435bee120d32
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.18		51f87208aa09bc44e6722fbcbec53289a5f1e9aa
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.19		90b95e8b39fabf864488221f9eeb95c0acf0fad1
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.2		5f126d23ec953c165946d2daa81129d169da8439
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.20		52aaafe84b7a8d9f7b19e96059680f0b1a94cb94
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.3		99b410e34d00f3fb0c9358f157b990b1a608175b
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.4		58976f451c40104a90b527a385ddc319b67c00d9
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.5		51acae1370c9b5f4d75adbd6735b285ee7e09560
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.6		09a4f4653dc24cdeb8968acf1c64dd369ce66419
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.7		420878e62be3da270ad19607c2c467ebb1c2ff0a
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.8		2da741bed81f515ffbdafb01159d5e5306f16f87
org.eclipse.dirigible	dirigible-core-templating-velocity	6.3.9		57031226e44756462be334b7db161ff0c9c33398
org.eclipse.milo	milo	0.1.0		N/A
org.eclipse.milo	milo	0.1.1		N/A
org.eclipse.milo	milo	0.1.2		N/A
org.eclipse.milo	milo	0.1.3		N/A
org.eclipse.milo	milo	0.1.4		N/A
org.eclipse.milo	milo	0.1.5		N/A
org.eclipse.milo	milo	0.1.6		N/A
org.eclipse.milo	milo	0.2.0		N/A
org.eclipse.milo	milo	0.2.1		N/A
org.eclipse.milo	milo	0.2.2		N/A
org.eclipse.milo	milo	0.2.3		N/A
org.eclipse.milo	milo	0.2.4		N/A
org.eclipse.milo	milo	0.2.5		N/A
org.eclipse.milo	milo	0.3.0		N/A
org.eclipse.milo	milo	0.3.0-M1		N/A
org.eclipse.milo	milo	0.3.1		N/A
org.eclipse.milo	milo	0.3.1-M1		N/A
org.eclipse.milo	milo	0.3.2		N/A
org.eclipse.milo	milo	0.3.2-M1		N/A
org.eclipse.milo	milo	0.3.3		N/A
org.eclipse.milo	milo	0.3.3-RC1		N/A
org.eclipse.milo	milo	0.3.3-RC2		N/A
org.eclipse.milo	milo	0.3.3-RC3		N/A
org.eclipse.milo	milo	0.3.4		N/A
org.eclipse.milo	milo	0.3.5		N/A
org.eclipse.milo	milo	0.3.6		N/A
org.eclipse.milo	milo	0.3.7		N/A
org.eclipse.milo	milo	0.3.8		N/A
org.eclipse.milo	milo	0.4.0		N/A
org.eclipse.milo	milo	0.4.1		N/A
org.eclipse.milo	milo	0.4.2		N/A
org.eclipse.milo	milo	0.4.2-M1		N/A
org.eclipse.milo	milo	0.4.3		N/A
org.eclipse.milo	milo	0.5.0		N/A
