app.controlresearch	commons-linuxx64	0.0.1		N/A
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.1.0-M2		e62438060c679349a9f9a9fdcd11c0c9d83ab58b
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.0		dc55b0097f9f1e544d9869354e2b5bacd0cbc0ac
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.0-M1		444acc64e1828eb8e49c02804e7d42a27edc2c7f
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.0-M2		57572002c2b3677065d525156c3605bb60cfb327
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.0-M3		58af9c04a9d796483f11780c7c9dc993d6d7a84e
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.0-M4		b554bf572c27e3ad0f6aad1d2a8ff91d38925cac
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.1		dfa469e0605c5d9a7c3dab5658cb6d61ea2402e2
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.10		0d3a776fac662e0e13c223c813129150ebdcf1ba
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.11		5233639e8efbdf36d75d143a0179d1ed14ca9553
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.12		2565d4b308a3db89fb4a48d8f2753f0cdbdeff89
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.12-RC1		03780a0ab4230840cd8347319f2082c9b78baa37
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.12-RC2		ad05c77873a792536b27e5a339e434d00fc0aac5
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.13		d1d6e722fe441b9f716e296372a932e7b3736179
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.14		cc4fd443063d096c06b0b1f3bd73c4b01d1cfafa
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.15		5c424800cad0f2d2950e23d59bf580891be2e165
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.16		a38ec12160ffce223fb16d654a11ccfcddd93feb
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.17		b0b1b306bc97ea8e50481d1ca77bfc0281e28080
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.18		c9576577bd9bcdb136748e00f1e89dc9bada17f2
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.19		6fab7046a4ce07d25132d03044607b2226988d9f
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.2		9dd26fff9aabc06d3b752a57d16ae07b34aa59f6
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.2-M1		90e13e11b81222330c443409478d5ec9b75f6cc5
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.2-M2		3540372497fe287a8a24862e70baae7e0c40f46e
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.3		7fe75f0db77bccc87a7811c734089d608619a5fb
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.4		f00681bdd69faeb8718d3c98b6a2731e7eda4d4c
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.4-M1		82dbdf376e42338ba366f67d96829e9603b867e5
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.5		f0796935624d18ea2202d3b0fc9ea112403e9caa
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.6		5592b01501bf8a2baa9c2f5b1f9ebf90585039fd
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.7		40c5e26beebd8503585cb3f69ecb58c8051bc0a8
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.8		16712b850153077bce3db272eb5e10a21c5422e7
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.2.9		00bd9f3f288308d4c95116d447b44f21f2386f91
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.3.0-SNAP2		981310234d611432e85a7ae829c82122a80a4c64
org.scalatest	scalatest-funspec_sjs0.6_2.12	3.3.0-SNAP3		3c387670e3f0db0acf7a42593922654d8dd464b8
org.scalatra.scalate	scalate-spring-mvc_2.12.0-RC2	1.8.0-M1		4a0db9b39d5078d9191452799beebd15816fe2e6
org.webjars.npm	github-com-mozilla-pdf-js	1.0.0		e278b106938e8867c7d35a4647f8df959ab29063
org.webjars.npm	github-com-mozilla-pdf-js	2.0.0		3b247f90dc250d3effeeb83cba1a1840d373a244
org.webjars.npm	ui5__webcomponents-icons-tnt	1.21.2		66db086d04b7a656c10b215bb52e25f9a4fca31f
org.webjars.npm	ui5__webcomponents-icons-tnt	2.3.0		10382654d120d2be2b3eee1e8c399724b98ec888
org.webjars.npm	ui5__webcomponents-icons-tnt	2.6.3		88e37419e2219e2d7597000eb7edfe11e6284390
org.webjars.npm	ui5__webcomponents-icons-tnt	2.7.3		10d664e7bdef011bb5fa798071acc47f981d0c65
uk.org.retep.xmpp.protocol	compress-feature	10.1		b9fc1790b1a7053c2c2579b1c14dcb8e53efd723
uk.org.retep.xmpp.protocol	compress-feature	10.6		6cd821da762a8504d53f3438cacade3bd92f0591
uk.org.retep.xmpp.protocol	compress-feature	9.11		2f1c271f02b5ddc444f3b7dfe18e1e2f89c014c4
ws.unfiltered	unfiltered-uploads_2.13	0.10.0		304cb80ddcad864b467f31e8f7848a013feae56f
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M10		836b47c7e2deaab12e8040abbcd9935581f73995
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M11		7ebfe665b026f2570c6362c14d153a1256691112
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M4		eaa45500762afeb925babd3fa11dc781b8d62958
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M5		9225b80bea69211590268d5705e34e4ba93fa1dc
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M6		75ec7ca39195d68a0562b1ce503cfe08855a6009
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M7		bde8cbb4776c105da608b755ae0cd0e889527cf2
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M8		d178b048caefc03630f6aa56e1d9dc685c191ed7
ws.unfiltered	unfiltered-uploads_2.13	0.10.0-M9		d6077228f888520c9710fcfe4f5f18778ab4e414
ws.unfiltered	unfiltered-uploads_2.13	0.10.1		3416a288f16bcb3050a62e0de53b6547734d4307
ws.unfiltered	unfiltered-uploads_2.13	0.10.2		79ad8cd7eb1fc876e7a50f8d674b7a13d0f5e238
ws.unfiltered	unfiltered-uploads_2.13	0.10.3		52328814d4c93f52aa9a0bd2933120be9bff4b5d
ws.unfiltered	unfiltered-uploads_2.13	0.10.4		6b9c8bd152d6ec7352bfe92a0441c7643fe030af
ws.unfiltered	unfiltered-uploads_2.13	0.10.5		d636c54ba7853d8729e2e95eb2bd0dd228e1759e
ws.unfiltered	unfiltered-uploads_2.13	0.11.0		1082837486f8fb99d711a0c53c1c1a9117b12b50
ws.unfiltered	unfiltered-uploads_2.13	0.11.0-M1		fbe77cee6571c2d1368c5df4b61d115ae6b2c4b4
ws.unfiltered	unfiltered-uploads_2.13	0.11.0-M2		f47aa9253e5890087f01bc2becf26f2676ee4c2f
ws.unfiltered	unfiltered-uploads_2.13	0.11.0-M3		1c141faf2dbbb0615dc46796cf24b6c708480c28
ws.unfiltered	unfiltered-uploads_2.13	0.11.0-M4		93dd2d3b2366819590ba0415c2c98080775d7a3e
ws.unfiltered	unfiltered-uploads_2.13	0.12.0		368e1cb7879ff1e8efd5a519df34b1ec446f3d18
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M1		c90c717fc46c753587300d6d7d64f6f6992945da
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M2		a3114634e09e81026aae4ce05ac1f70871832dfe
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M3		26afeb1c29f18983df0193c4944a36f19683b9aa
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M4		27ec83653da1697207c57afb7b5adb2b3ac79e77
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M5		79b70e55b54d550d2299e56d60b475ddb0370c56
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M6		589c9f7384b34dd4a0a22520dd51a82dc3a58b59
ws.unfiltered	unfiltered-uploads_2.13	0.12.0-M7		ec57597b5f4262e1e002a8db90613d8989c90ba3
ws.unfiltered	unfiltered-uploads_2.13	0.12.1		06ff95087cbf04809a8ee990e5170db90d9b0e57
ws.unfiltered	unfiltered-uploads_2.13	0.13.0-M1		652b72809d645c17e42f1dd87aca9bc03a9f0538
ws.unfiltered	unfiltered-uploads_2.13	0.13.0-M2		48b2d4d441c695ccbe3e3b9b11024f835af10714
ws.unfiltered	unfiltered-uploads_2.13	0.13.0-M3		389c0cd2666edb974afd817cbee68a848d79b94d
ws.unfiltered	unfiltered-uploads_2.13	0.13.0-M4		4d7604d40d7827c18e9b3eb6b0487d4c317a2b2b
xyz.kotlinw	kotlinw-statemachine-core-js	0.0.6		N/A
xyz.kotlinw	kotlinw-statemachine-core-js	0.0.7		N/A
