cn.jmicro	jmicro.monitor.api	0.0.3-RELEASE		21c7ff42727bb792bd400f8b5224db20fbfbf08d
com.sumologic.elasticsearch	all	1.0.26		N/A
com.sumologic.elasticsearch	all	1.0.27		N/A
com.sumologic.elasticsearch	all	1.0.28		N/A
com.sumologic.elasticsearch	all	1.0.29		N/A
com.sumologic.elasticsearch	all	1.0.3		N/A
com.sumologic.elasticsearch	all	1.0.30		N/A
com.sumologic.elasticsearch	all	1.0.4		N/A
com.sumologic.elasticsearch	all	1.0.5		N/A
com.sumologic.elasticsearch	all	1.0.6		N/A
com.sumologic.elasticsearch	all	1.0.8		N/A
com.sumologic.elasticsearch	all	1.0.9		N/A
com.sumologic.elasticsearch	all	2.0.0		N/A
com.sumologic.elasticsearch	all	2.0.1		N/A
com.sumologic.elasticsearch	all	2.0.10		N/A
com.sumologic.elasticsearch	all	2.0.11		N/A
com.sumologic.elasticsearch	all	2.0.12		N/A
com.sumologic.elasticsearch	all	2.0.2		N/A
com.sumologic.elasticsearch	all	2.0.3		N/A
com.sumologic.elasticsearch	all	2.0.4		N/A
com.sumologic.elasticsearch	all	2.0.5		N/A
com.sumologic.elasticsearch	all	2.0.6		N/A
com.sumologic.elasticsearch	all	2.0.7		N/A
com.sumologic.elasticsearch	all	2.0.8		N/A
com.sumologic.elasticsearch	all	2.0.9		N/A
com.sumologic.elasticsearch	all	3.0.0		N/A
com.sumologic.elasticsearch	all	3.0.1		N/A
com.sumologic.elasticsearch	all	7.0.0-M1		N/A
com.sumologic.elasticsearch	all	7.0.0-M10		N/A
com.sumologic.elasticsearch	all	7.0.0-M11		N/A
com.sumologic.elasticsearch	all	7.0.0-M12		N/A
com.sumologic.elasticsearch	all	7.0.0-M13		N/A
com.sumologic.elasticsearch	all	7.0.0-M14		N/A
com.sumologic.elasticsearch	all	7.0.0-M15		N/A
com.sumologic.elasticsearch	all	7.0.0-M16		N/A
com.sumologic.elasticsearch	all	7.0.0-M17		N/A
com.sumologic.elasticsearch	all	7.0.0-M18		N/A
com.sumologic.elasticsearch	all	7.0.0-M2		N/A
com.sumologic.elasticsearch	all	7.0.0-M3		N/A
com.sumologic.elasticsearch	all	7.0.0-M4		N/A
com.sumologic.elasticsearch	all	7.0.0-M5		N/A
com.sumologic.elasticsearch	all	7.0.0-M6		N/A
com.sumologic.elasticsearch	all	7.0.0-M7		N/A
com.sumologic.elasticsearch	all	7.0.0-M8		N/A
com.sumologic.elasticsearch	all	7.0.0-M9		N/A
com.transferwise.idempotence4j	idempotence4j-benchmarks	1.7.0		31efa02587003df24b42e99815c110975e8b4cbc
com.transferwise.idempotence4j	idempotence4j-benchmarks	1.7.1		049a65e92c1f534f39d09700752df612c7d29541
com.turbospaces.boot	bootstrap-test	1.0.134		39bbe5234b3c6bfdacb1a940488b80e170b94d35
com.turbospaces.boot	bootstrap-test	1.0.137		e509bfbfc557ccc602ea9ebdf2e5cc02d581c953
com.turbospaces.boot	bootstrap-test	1.0.140		202113f8e3f687ae6936ea9ef996ab2646fab32d
com.turbospaces.boot	bootstrap-test	1.0.142		fca1ee9876f729fbb0fa6cccbfb77606fd21cdea
com.turbospaces.boot	bootstrap-test	1.0.143		9f2862650135b9ba78fc061adf792a54ffb4de28
com.turbospaces.boot	bootstrap-test	1.0.144		24e1645c7528ddad68d727750217a2e5a593ab15
com.turbospaces.boot	bootstrap-test	1.0.145		83f2f7afb929c0d8a5840ddee6ada5b46d6d1ea2
com.turbospaces.boot	bootstrap-test	1.0.146		6cc68e27466ff50c9a97ca69cbbc9efb874c45af
com.turbospaces.boot	bootstrap-test	1.0.149		7ca78bc62a62c4b3abcd61e88ce31fe4bf4cbf5f
com.turbospaces.boot	bootstrap-test	1.0.151		be206d444acb77dc5e59f8b1c6fcd27f01587263
com.turbospaces.boot	bootstrap-test	1.0.152		3e102af7bacec3b530f4e16a1fbbb9d889b886f9
com.turbospaces.boot	bootstrap-test	1.0.153		b5ff42969f79c41df99e33e431953451a0769311
com.turbospaces.boot	bootstrap-test	1.0.154		aea68875514036bb27ce99793d5a4dd8f490c5e7
com.turbospaces.boot	bootstrap-test	1.0.155		0b1ac084ea88ec51b5b70da750779c52c334c647
com.turbospaces.boot	bootstrap-test	1.0.157		70ee96f2127357513cfed6c2bbf199015fa849a4
com.turbospaces.boot	bootstrap-test	1.0.158		6b0cd083dea2e5c34d6b90535b80afe7180aaf61
com.turbospaces.boot	bootstrap-test	1.0.159		6926e8fc6a6250d27e642204668151fd7bcda25f
com.turbospaces.boot	bootstrap-test	1.0.160		82d3ad50b527ab05c1a67fe1de02cc09d40b848d
com.turbospaces.boot	bootstrap-test	1.0.161		ae399cdcaac344a63fd1ef9d115a237b1822ff35
com.turbospaces.boot	bootstrap-test	1.0.164		4fcf133cc80c8f07fe2d03f6da930a770d4f8002
com.turbospaces.boot	bootstrap-test	1.0.165		8841fe29399c52e1ad017c41b4c0bec26f586a11
com.turbospaces.boot	bootstrap-test	1.0.167		6189f35f5946a1a4733c2dc5f1213b4cadb2b30a
com.turbospaces.boot	bootstrap-test	1.0.168		3916cefe9d7e9168c3160488a231188c011e9eb2
com.turbospaces.boot	bootstrap-test	2.0.1		6817f4903f000e42e7c85ba6e818f7144264d246
com.turbospaces.boot	bootstrap-test	2.0.10		a95d245cd96c41cd9ec5cd803effb7f8d60ca190
com.turbospaces.boot	bootstrap-test	2.0.11		0cbbf3bb63150da11a6110f6b0fd56d64ac80f26
com.turbospaces.boot	bootstrap-test	2.0.12		9b2794e6fc460c452006bfcfe57b5e5b7379b93f
com.turbospaces.boot	bootstrap-test	2.0.13		3f9a6b57f6cf1e69bfc311647453a21a313a788a
com.turbospaces.boot	bootstrap-test	2.0.14		bdd7cc91cfdb50fa6b762934be52ad958dfe049c
com.turbospaces.boot	bootstrap-test	2.0.15		837c91ff2517c07486a9ea972fdcc75f688f4a6f
com.turbospaces.boot	bootstrap-test	2.0.16		4083ca090080446437bb24c9da99962b6742a318
com.turbospaces.boot	bootstrap-test	2.0.17		42058ac9cfbde23833460d6409e7936a01b01342
com.turbospaces.boot	bootstrap-test	2.0.18		66444e2d6f3c55b42594eacae10de750126dcff0
com.turbospaces.boot	bootstrap-test	2.0.19		9637910e09bf365c6ed5dcdd9de7e7b6c3401ab7
com.turbospaces.boot	bootstrap-test	2.0.21		a795352312e206e36ee9db312cc9fb5c9a9fb8c8
com.turbospaces.boot	bootstrap-test	2.0.22		659f1ca9d37fef9e907e9bdd4072aa55dac88055
com.turbospaces.boot	bootstrap-test	2.0.23		1c30e35542af04615750bfae687a21df6d175ffc
com.turbospaces.boot	bootstrap-test	2.0.24		e1290a426dc6d6864ff9a6737e755936adb8b55a
com.turbospaces.boot	bootstrap-test	2.0.25		f8eec206dee4068528632869a70087b9c9919574
com.turbospaces.boot	bootstrap-test	2.0.26		43a0b7147f5acdfc1b57b62ea4f23dee602147c3
com.turbospaces.boot	bootstrap-test	2.0.27		eb21f0041eeb75f292cad5cf172dd9f5b406f6f5
com.turbospaces.boot	bootstrap-test	2.0.28		ccd04774bf35e500dd7b2d7a8e7f381b5ad1ddd3
com.turbospaces.boot	bootstrap-test	2.0.29		007ca04dcfcbfbeecf95be21e822056102b5ad73
com.turbospaces.boot	bootstrap-test	2.0.3		b98a957c90d4ffd457872ed6e03860ebb73e3958
com.turbospaces.boot	bootstrap-test	2.0.30		e18400a8cd2412ccdcea2822afe8e5d662b675e5
com.turbospaces.boot	bootstrap-test	2.0.31		0fd846b0495553a07bb06393ba06c8092215938a
com.turbospaces.boot	bootstrap-test	2.0.32		a85d7689cdd1aba9ccf8964b0fab4f3bd2c80fca
com.turbospaces.boot	bootstrap-test	2.0.33		ed45ebf2caaba4bb4811cc45d3c5189671b8a2d5
com.turbospaces.boot	bootstrap-test	2.0.4		f49bcd0e923128f9f63abd512fca3f469a0232ef
com.turbospaces.boot	bootstrap-test	2.0.5		1da5087e7f66d88a54a7a3e91c618071697a9a15
com.turbospaces.boot	bootstrap-test	2.0.7		634fa0c3ca61629bcacc7e334d0d9155a338938a
com.turbospaces.boot	bootstrap-test	2.0.9		2c946a819872670d9d2fe1ddbd22f56a7615cdc2
com.usabilla.sdk	ubform	7.0.6		N/A
com.usabilla.sdk	ubform	7.0.7		N/A
com.usabilla.sdk	ubform	7.0.8		N/A
com.usabilla.sdk	ubform	7.0.9		N/A
com.usabilla.sdk	ubform	7.1.0		N/A
com.usabilla.sdk	ubform	7.1.1		N/A
com.usabilla.sdk	ubform	7.1.2		N/A
com.usabilla.sdk	ubform	7.2.0		N/A
com.usabilla.sdk	ubform	7.2.1		N/A
com.usabilla.sdk	ubform	7.2.2		N/A
com.usabilla.sdk	ubform	7.3.0		N/A
com.usabilla.sdk	ubform	7.3.1		N/A
com.usabilla.sdk	ubform	7.3.2		N/A
com.usabilla.sdk	ubform	7.3.3		N/A
com.usabilla.sdk	ubform	7.3.4		N/A
com.usabilla.sdk	ubform	7.3.5		N/A
com.usabilla.sdk	ubform	7.3.6		N/A
com.usabilla.sdk	ubform	7.3.7		N/A
com.usabilla.sdk	ubform	7.4.0		N/A
com.usabilla.sdk	ubform	7.5.0		N/A
com.usabilla.sdk	ubform	7.5.1		N/A
com.usabilla.sdk	ubform	7.6.0		N/A
com.usabilla.sdk	ubform	7.6.1		N/A
com.usabilla.sdk	ubform	7.6.2		N/A
com.usabilla.sdk	ubform	7.6.3		N/A
com.usabilla.sdk	ubform	7.6.4		N/A
com.usabilla.sdk	ubform	7.6.5		N/A
com.usabilla.sdk	ubform	7.6.6		N/A
com.usabilla.sdk	ubform	8.0.0		N/A
com.usabilla.sdk	ubform	8.0.1		N/A
com.usabilla.sdk	ubform	8.0.2		N/A
com.usabilla.sdk	ubform	8.1.0		N/A
com.vilynx	recommendations	0.0.1		N/A
com.vilynx	recommendations	0.0.2		N/A
com.vilynx	recommendations	1.0.0		N/A
com.vilynx	recommendations	1.1.0		N/A
com.vilynx	recommendations	1.2.0		N/A
com.vilynx	recommendations	1.2.1		N/A
com.vilynx	recommendations	1.2.2		N/A
de.kempmobil.ktor.mqtt	mqtt-core-iossimulatorarm64	0.5.0		N/A
de.kempmobil.ktor.mqtt	mqtt-core-iossimulatorarm64	0.5.0	metadata	09847148e7401c15f55e297c8e913a3fd19ca5d4
de.kempmobil.ktor.mqtt	mqtt-core-iossimulatorarm64	0.5.1		N/A
de.kempmobil.ktor.mqtt	mqtt-core-iossimulatorarm64	0.5.1	metadata	1e8c818a971a2807a2221e53b385f847e37881be
de.kempmobil.ktor.mqtt	mqtt-core-iossimulatorarm64	0.6.0		N/A
de.kempmobil.ktor.mqtt	mqtt-core-iossimulatorarm64	0.6.0	metadata	bd1e496093a837caeec21f38bc62f3acbe4f9afa
ga.rugal	jws	1.0.0		245471cf13877a64e3abb3d43017cba9eb40c2aa
io.exoquery	decomat-core-iosx64	0.3.0		N/A
io.exoquery	decomat-core-iosx64	0.3.0	metadata	00a4f5ac01f7411907f772fbeda71ffc927f5989
io.exoquery	decomat-core-iosx64	0.4.0		N/A
io.exoquery	decomat-core-iosx64	0.4.0	metadata	a8c1705dbc78fe29f9d6d349ff2f9753f025ab64
io.exoquery	decomat-core-iosx64	0.5.0		N/A
io.exoquery	decomat-core-iosx64	0.5.0	metadata	a91d4a675e5e5645965b8f043ee7a71f29e43282
io.exoquery	exoquery-runtime-iosx64	2.1.0-0.1.0.PL		N/A
io.exoquery	exoquery-runtime-iosx64	2.1.0-0.1.0.PL	metadata	5d5faac79baa1ac1ea85d995e167d41bc78d8bfc
io.exoquery	exoquery-runtime-iosx64	2.1.0-1.0.0.PL		N/A
io.exoquery	exoquery-runtime-iosx64	2.1.0-1.0.0.PL	metadata	d782bfb6e51db94fc7fb0551525c7f40c7b729e2
io.exoquery	exoquery-runtime-iosx64	2.1.0-1.0.1.PL		N/A
io.exoquery	exoquery-runtime-iosx64	2.1.0-1.0.1.PL	metadata	39f1595948fe98faee309dab8bdd1425c0026595
io.gardenerframework.fragrans	enhance-aop	1.0.0		5756d20c1ba70ad50d5ccfa213ab4ede29f8a9cf
io.gardenerframework.fragrans	enhance-aop	1.0.0-RC-1		b6181d1245a70a5535b1164822ad706eae77e35d
io.gardenerframework.fragrans	enhance-aop	1.0.0-RC-2		5f2cda7840390fc451cd7a24dd0ff211058fd3eb
io.gardenerframework.fragrans	enhance-aop	1.0.1		5bc0a3b1896c8b1a567d8864093a997c8a141c0d
io.github.coenraadhuman	clap	0.1.0		9c9fe5b476c4a42feb1d211c7b24abe436bfc37a
io.github.coenraadhuman	clap	0.3.1		cc892bae5d075b6ba2307e54750a3159d7514f56
io.github.coenraadhuman	clap	0.4.0		5fb21c15e51fa27912e60d3f620997479a7d32bd
io.github.coenraadhuman	clap	0.5.0		09c0c81ee558c1fe174469c9428d35da49783690
io.github.genie-cloud	sql-genie-api	0.0.1		f6b51f80a6889b304c793a14870a8363ba233d2b
io.github.genie-cloud	sql-genie-api	0.0.1-jdk8		e547cde7b0eb6859a3af9ad59dfa54ca48c74f84
io.github.genie-cloud	sql-genie-api	0.0.2		e6fe4d43e1abcc0988f50f5023061315368917b6
io.github.genie-cloud	sql-genie-api	0.0.2-jdk8		40c56b036ac7b029f1840ff1343015111e6259d7
io.github.genie-cloud	sql-genie-api	1.0.0		29397ea984aa9b3d5a0e328f7eff07417bf2a2d6
io.github.genie-cloud	sql-genie-api	1.0.0-jdk8		2479ba8c803b99fc33daee0290ddada8d4785a45
io.github.genie-cloud	sql-genie-api	1.1.0		acc6ec91f250e437d35db21872b15609867702bb
io.github.genie-cloud	sql-genie-api	1.1.0-jdk8		fafe1353e7329d1ff43924c86cf285415c2244c7
io.github.genie-cloud	sql-genie-api	1.1.1		e923501e63db7c3771460418765116b9bb77df13
io.github.genie-cloud	sql-genie-api	1.1.1-jdk8		43a5396d8087732204a27ab2595ba23d7c8f9768
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.545		4a5825fb412edeb42bf620b0e01b20dc6b5ceeeb
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.546		c7d27f73d1efedc982c79ed7e88b8328f963cd2d
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.547		c714da790697c247e4d6802240b3bae7a76103b1
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.550		479d391230bc25833fd826fda98b70e27f0acd09
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.551		a960cd76d93569cb771ea37243c2b4bdd51af07a
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.552		452fb0e5396ac1ac5c4d82150cbdb630184e378f
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.553		3117ac970dc13e212e806aa984a7831b3fa60f7b
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.554		51b04b134900db29e2dbc7ea78979398f61b85f6
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.555		eff7e9d8cb425b15f5566ba636f8c04a7dfed585
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.556		09b92f9b2cfd40376d3bc4a555a90ce8f34e2b27
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.559		f011c4d77cba3010ac55738421a46c9b522d7bb7
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.560		2a86e4fdaa20b426b93e00835f24fddf88efb05f
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.561		2afdd9d420a92c68a1918d670c14611b8b6fc388
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.562		6606a6bc5b6208f623e27f19b26ed4dc9e5c8fcf
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.563		04242515773a1192a1f50d7ecba6fc1163154c7b
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.564		445e1584a93195c791c83b80b324b3345950d1e4
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.565		f52cd6486b3826fa7fdeb9703c730825ad2e5a51
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.566		ff50105f65407a33740691f1d3fc162e0d0da4e4
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.567		0012993adcd6b499ef78d64042be6055cdcad519
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.569		b896d4c680b85ef6ccd2b4d99fcd06fb3b9e9135
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.570		a4a4e2b74084d2906e15485a45200c8ead64095b
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.572		b9edc11f7c183de6baa2d52e6e2159c814d3ea84
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.573		ef69405fdbc4a8015836954469f2a5a168320019
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.575		6e49498b84575cd6aa4c1c5c99e569823657c6c3
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.576		a4077c2f8cf7cafbacaecf31444c0f079ee2a7a2
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.577		890d16d8f42692ee0acfa1b39808464127990025
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.580		58c8211417f8a793584116b99130cad644c72316
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.581		5abe13a299832e404f486d2eb82e5b0140b0cea2
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.582		a05b2941fc486cd074ca7ee49d75e0be4e15ecfc
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.583		4e4f727e4125f39aa24dbd5f34240dee186ed54d
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.584		f669a3bea2a2f8df81cfae77c1930f29e07cbba1
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.587		112f8b624ce67eb0f12bdd384f35ea1988216ecf
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.590		d217c94b3253077b08354f8a143713a29b130ea7
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.592		18583617cea393267391f36f56852ebd4d7ed8be
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.594		1e9a7d1e774b4259e82e691f2ee1b20172e546fc
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.595		e1e807600cd18d8d1ab8f004323d62c58ccccabb
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.596		d1f221a8b0bebb22cb51208e9359b855ce3f1c19
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.597		db84ae8dae6ecb07c87759604833ee6be393a931
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.598		fdc6e05f62accedcec0445f120ce814eb7be688c
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.599		48e74afa4504a7ca43164a30ca9e7fc9a1b61689
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.602		247fc23e90688bb1d01d447d893a039cadd9f9ca
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.604		946de149cd9f4568c4e8660adc9050a341de10f7
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.605		bd46b6c7f45d2cfe49cde3c46ec7898b73c6a170
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.608		2e0097bbb33bed7be5d3d2d1b38049831b5f6f66
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.609		770b636760b6b5c95bf80d5a1bdef03f4fd2c680
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.611		905ae5c89bf88ccbfcaa8197bd23deec40a1bf59
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.613		510d35795b519588169ebd10903b9333f2d7957c
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.615		1392956b5e1fca00b865770953a2aef350ab2170
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.616		d672c827c27006034ab1e5a39c1561e234a0d739
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.617		9498a7b9bfa9fe9420c9b5f5f69a447a7376058f
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.618		0cb9b7ae7d59fe2982133f52bdd25dc7c6828d1d
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.623		ea4aa854ca5d2fdc1a24350995731f2a4f8b6886
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.625		9bf84d37e09e8bca4833624e997ea7f9a1be7d5d
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.627		ebaa270d64cbd3d844b123da1d8c462e47bb8879
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.629		eadba59eb8b021aeb71552fe0bc1f59563cb4036
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.631		e5e2ce79945bb106cbade8efdadde07cbe65d8d2
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.632		d0c668f3121e750aa00d1eca37a39d0f374c5c08
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.633		22962a0a52db9e8bd72521b2af83bd3cdb813427
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.634		882d582f3193e0a36b734da7eb5ad5ecc2e94ab1
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.635		d36706c8ffdab08ea7faad3eefbab9c603c9da96
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.636		4bedb562d45c5202f2d31c9c3084d66434095185
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.638		58987c6e33f5c2417f908d514c7040a163bd043a
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.639		ad16d08bbd5e48bf9f1122bc1e43cd4bf88b7b71
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.641		dc3ddb3536ae509d7f8a2c1dd606c1e1ff138ee4
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.649		8862c73de4cbb77669c2cfe8c6a5e965766689d7
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.650		b5693033ced23ea51f451a4a82183b07e357e176
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.729		032ced7b412c423c6c9f9759268219053fd9b7c0
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.730		aa9dd24b7dc6254651d856af580022c857f0881a
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.731		83f9ecd52b1dc0cf61acfeacb403e353af6486e4
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.735		727f6093e212167d137523e6871a085a5c5e7a79
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.736		ff88dc80860aecac7ecfdb549fcb912e69375942
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.737		e906f6be1546631eb2cca2337ac31c761e552d99
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.739		3fedf020aa0d6599bccf5f712e90e504d8b1f593
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.741		c0dd5d58bdb571eb91678e3a73dae83c76af4067
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.742		08a0e89ec0be2499199dc66beb415ac0ff61134d
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.743		44cf46c8c1643732b779062ea6ed5ab0480cc0f2
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.744		12875048d177c3440c2159ca43949faae94ada91
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.745		753d57041d0d9f2c617620f87ac331f87dac0d53
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.749		a41482071f73af84185297f370349e3cfe86cfd0
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.751		c6073684a155a06e869c5f788e2919678f4a2254
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.753		e4a50ffb4dc282ef5571e48cfd33c104f6a8d0a7
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.755		84678b4026c31135ea8dd0234370b55ccbf6a6ad
io.github.j5ik2o	akka-persistence-dynamodb-state-v2_3	1.16.756		4c9acb36401ba73d0c35faf68e9f22c856e0ffa5
io.github.moriafly	salt-ui	2.0.0		ef1a8e1f8c5722a21c63b9cb7df9c1ffa44f4280
io.github.moriafly	salt-ui	2.0.0-alpha01		c20725606d02b5611c1af814fe19feb0dfb8ee31
io.github.moriafly	salt-ui	2.0.0-dev04		932eaea2e1758fcb715539314fa3343e089f2f66
io.github.moriafly	salt-ui	2.0.0-dev05		932eaea2e1758fcb715539314fa3343e089f2f66
io.github.moriafly	salt-ui	2.0.0-dev06		d437ebbe8348ddfbe838fa7e16e5ec57f18aa6b1
io.github.moriafly	salt-ui	2.0.0-dev07		a4a63bba2e6f5df0792c0e7a6a8c3e1200b20418
io.github.moriafly	salt-ui	2.0.0-dev08		a4a63bba2e6f5df0792c0e7a6a8c3e1200b20418
io.github.moriafly	salt-ui	2.0.0-dev09		a4a63bba2e6f5df0792c0e7a6a8c3e1200b20418
io.github.moriafly	salt-ui	2.0.0-dev11		cdd0f34da6152088896a989e8f741c24d71b1e93
io.github.moriafly	salt-ui	2.0.0-dev12		c20725606d02b5611c1af814fe19feb0dfb8ee31
io.github.moriafly	salt-ui	2.0.1		ef1a8e1f8c5722a21c63b9cb7df9c1ffa44f4280
io.github.moriafly	salt-ui	2.0.10		792b61268b1ad5b92915b1bdf6c3e09f33632ef0
io.github.moriafly	salt-ui	2.0.2		788e33aa3324b83aadc2eb9dfb402fac3ddae2ea
io.github.moriafly	salt-ui	2.0.3		22ee4e2841115600f99ddb0fd55c683fc9187235
io.github.moriafly	salt-ui	2.0.4		6075d376a2813ed63e428b40ad6604597b1fd5c5
io.github.moriafly	salt-ui	2.0.5		ef2f997ef4238022b4c46dbe29a9b0497f4b8439
io.github.moriafly	salt-ui	2.0.6		f309aa8f4a5486d3ac71577a49a5410292ed2f7a
io.github.moriafly	salt-ui	2.0.7		93f4176bf9ea9d7217c0ef149d21d5c076b62823
io.github.moriafly	salt-ui	2.0.8		9530de5396ec920698db45463c42e8888282989e
io.github.moriafly	salt-ui	2.0.9		12feffcd68fdda24de6fe38161d9bc94ca52d143
io.github.moriafly	salt-ui	2.1.0-alpha01		81c994053ba34ca2ff3d4df3a6748f9434336e36
io.github.moriafly	salt-ui	2.1.0-alpha02		3f938c917886fc7a233984e4b6e8acf788d0ac66
io.github.moriafly	salt-ui	2.2.0		92e7b9c530fc3da17f263a14740d5c1204b4aeac
io.github.moriafly	salt-ui	2.2.0-alpha01		4952165bf3377b1574d84ec558d716ea002c6e9c
io.github.moriafly	salt-ui	2.2.0-alpha02		4952165bf3377b1574d84ec558d716ea002c6e9c
io.github.moriafly	salt-ui	2.2.0-alpha03		4952165bf3377b1574d84ec558d716ea002c6e9c
io.github.moriafly	salt-ui	2.2.0-alpha04		1070cbeac512399c64bb1934fa2a34b39be43329
io.github.moriafly	salt-ui	2.2.0-alpha05		cca9652da45d6a150e4066cbd205674c1b78901e
io.github.moriafly	salt-ui	2.2.0-beta01		cca9652da45d6a150e4066cbd205674c1b78901e
io.github.moriafly	salt-ui	2.2.0-beta02		ba4c7ea5a482ffabaaa7821d635fd4cb79356943
io.github.moriafly	salt-ui	2.2.0-beta03		f73d8eae0d94ef8cc468195b91c30f8c03b24f2c
io.github.moriafly	salt-ui	2.2.0-beta04		92e7b9c530fc3da17f263a14740d5c1204b4aeac
