at.released.cassettes	cassettes-common-xdg-linuxarm64	0.1-alpha01		N/A
org.openjfx	javafx-web	17.0.12-ea+1	linux	a5d86316c1e7f621df5df6dd320bb0bb3f8d6c57
org.openjfx	javafx-web	17.0.12-ea+1	mac	a935530261a15a6597fb36d4e37c86c00df092db
org.openjfx	javafx-web	17.0.12-ea+1	mac-aarch64	1d8f19ad9118691ca961a6916e4aed0d10080f69
org.openjfx	javafx-web	17.0.12-ea+1	win	4eb876766fe273947d6ca7353c8bf6ff592e0ace
org.openjfx	javafx-web	17.0.13		809f83aaf3138f2fc1af061a6753ed48ac00afb4
org.openjfx	javafx-web	17.0.13	linux	b69723852eee51abc3dba9fd49a110e945f0f675
org.openjfx	javafx-web	17.0.13	mac	08daeee8c9597f6a9d695cef3df8169f48c0acf8
org.openjfx	javafx-web	17.0.13	mac-aarch64	fdf89b8d172a5440d6cf45604afa4b4664dc1976
org.openjfx	javafx-web	17.0.13	win	24636c47681b4cc796c651fbf651bc956dc4b712
org.openjfx	javafx-web	17.0.14		0c85462ffa89d40edacd55574c227968b45ac9d6
org.openjfx	javafx-web	17.0.14	linux	3bda79459ecb9a8c2a6d4ac27f4f0978cfe0b475
org.openjfx	javafx-web	17.0.14	mac	9a3c6fc8ed922eeb374f6cdddfcb3b80d0a01f71
org.openjfx	javafx-web	17.0.14	mac-aarch64	527e0ccf8e20db4fd872cf91bdb1492031bc54b2
org.openjfx	javafx-web	17.0.14	win	075bfbd7b3ec6b30317eb2f9faf2666e40fcbf9c
org.openjfx	javafx-web	17.0.14-ea+2		634c202eb410a1733b5bf91d35136ce5a775c387
org.openjfx	javafx-web	17.0.14-ea+2	linux	dcbc512c28ceae70ed2e5047bd47e89da2e350b8
org.openjfx	javafx-web	17.0.14-ea+2	linux-aarch64	8452839e02f98a6f176cebb00eb663d933d1f043
org.openjfx	javafx-web	17.0.14-ea+2	mac	0cbb3caca51f194976ad0440c089cf711817ed7d
org.openjfx	javafx-web	17.0.14-ea+2	mac-aarch64	2575041e70c7ed70d55b677dff0e72fb9679b4c6
org.openjfx	javafx-web	17.0.14-ea+2	win	fb8e7c825839f8f8572fb01b98ccc4146ce40b6f
org.openjfx	javafx-web	17.0.15		bfd4f78dca91b573a27234a8de05ad3cb2a308de
org.openjfx	javafx-web	17.0.15	linux	7190ba80255c44db5665b19f89d3392d5dfd88cb
org.openjfx	javafx-web	17.0.15	mac	d90193c7b0c9d20d5f4253bdb95557fbb5d1acac
org.openjfx	javafx-web	17.0.15	mac-aarch64	2423f5133dbfc2b1a79c64638a1d0a18e342277a
org.openjfx	javafx-web	17.0.15	win	cc487a3fe6dafeb136793e0455f14952b13094d6
org.openjfx	javafx-web	17.0.15-ea+1		8877151135d45c0799795c9d008ecf400bb8c7fa
org.openjfx	javafx-web	17.0.15-ea+1	linux	f8a459b78f8d68c7a33c7ca01100c0e06fcc8b38
org.openjfx	javafx-web	17.0.15-ea+1	linux-aarch64	27119be74537c13aa314ba829378ed44f0f7e898
org.openjfx	javafx-web	17.0.15-ea+1	mac	c755117c27389b2e30c1bd383cda380acc56ccbd
org.openjfx	javafx-web	17.0.15-ea+1	mac-aarch64	9d86caa3abcd9145720a0933743438a91664eda7
org.openjfx	javafx-web	17.0.15-ea+1	win	8ef7aff82ff279c94b4c8388d314d746d758bb1d
org.openjfx	javafx-web	17.0.2		42dc3335c58ffb9dd00fea9e94a1e7df6077d9a7
org.openjfx	javafx-web	17.0.2	linux	41d43ee74d429e1025fabd728f5f9bd9c83a4495
org.openjfx	javafx-web	17.0.2	linux-aarch64	f3bbf9922d3c9ea1fe0ed1dbf88e5d2b0abb5738
org.openjfx	javafx-web	17.0.2	linux-aarch64-monocle	8bbda10cd2a2b95002143ddb52c372f0096f8ffb
org.openjfx	javafx-web	17.0.2	linux-arm32-monocle	dc654ec1a5f055fe3757ddc6f281a3a644a15e0e
org.openjfx	javafx-web	17.0.2	linux-monocle	5cc23937803c6b1f55b42c5f34190dae6049a3ac
org.openjfx	javafx-web	17.0.2	mac	8cb92500d1016652c06413f8979194ed9119ae36
org.openjfx	javafx-web	17.0.2	mac-aarch64	042a5d830446afe2065ea8ba734c60c96fd6fc3c
org.openjfx	javafx-web	17.0.2	mac-aarch64-monocle	86b6b7af41899d05176e72528e8169808acda5d6
org.openjfx	javafx-web	17.0.2	mac-monocle	5b43ce1e0a9115d32397d576ac83de078be87ba9
org.openjfx	javafx-web	17.0.2	win	9e60c27f0bdc39837bb128b223128fc385e443ee
org.openjfx	javafx-web	17.0.2	win-monocle	ae065bd56413c54c8f1ae941dd2a0a6de7362592
org.openjfx	javafx-web	17.0.2	win-x86	25d4673241991a0e23532171176dc737997ab928
org.openjfx	javafx-web	17.0.2	win-x86-monocle	ff7bcc5ad20d8a60612aa27c4b63ec55a7bfdef1
org.openjfx	javafx-web	17.0.2-ea+1		e526a916fa5e144defeb33dd7d70256b0cff57eb
org.openjfx	javafx-web	17.0.2-ea+1	linux	d27d4524c4b8dc31b8d155b40c41e4e9a6e522e4
org.openjfx	javafx-web	17.0.2-ea+1	linux-aarch64	2ecc8f5d8bbb8c891edc9b2540ffe14f40f69e00
org.openjfx	javafx-web	17.0.2-ea+1	linux-aarch64-monocle	2669143e08a8e3ab7f588c24c501abc36f5ac34f
org.openjfx	javafx-web	17.0.2-ea+1	linux-arm32-monocle	3ae10fb33821533e4054656c2546ebed2b10a6a5
org.openjfx	javafx-web	17.0.2-ea+1	linux-monocle	747aaa64b3316757b895e3728af4e4c7cf0f9fd5
org.openjfx	javafx-web	17.0.2-ea+1	mac	fd9ebab8f34c401c4106b66f1dcbd8ac5c9aed31
org.openjfx	javafx-web	17.0.2-ea+1	mac-aarch64	984a4a038df107fe086040087b9bae200fa5bfc2
org.openjfx	javafx-web	17.0.2-ea+1	mac-aarch64-monocle	88ea5abed99b31b4eb1271b7f145611470638a68
org.openjfx	javafx-web	17.0.2-ea+1	mac-monocle	9205960aa07be0f758fe07209b004d2ca5ee2f74
org.openjfx	javafx-web	17.0.2-ea+1	win	69d171d8a503fe566812ca8388fa4a28edfd2f41
org.openjfx	javafx-web	17.0.2-ea+1	win-monocle	cf3cb640459776338f7a631122df53d3eb8dfad4
org.openjfx	javafx-web	17.0.2-ea+1	win-x86	c733c90c7e36c239bd9a103c300b0808e85efd6f
org.openjfx	javafx-web	17.0.2-ea+1	win-x86-monocle	1852c5a77659dd9ee42ca6f819023fe69d3e8789
org.openjfx	javafx-web	17.0.2-ea+2		baef2af0af41dff7d0a1ee269356ad36718a5ee1
org.openjfx	javafx-web	17.0.2-ea+2	linux	6a81c358ad19a8994cfe46c65d903ad7d833101f
org.openjfx	javafx-web	17.0.2-ea+2	linux-aarch64	5ccc4af190d0f227cd2a19e4cfd21d50dcb18017
org.openjfx	javafx-web	17.0.2-ea+2	linux-aarch64-monocle	a56332fb93ab5a64b65e8855f00b35ea392f846c
org.openjfx	javafx-web	17.0.2-ea+2	linux-arm32-monocle	0a90c8fa840ab119d9340b205f8eab8570e41eb7
org.openjfx	javafx-web	17.0.2-ea+2	linux-monocle	6064b124c8f948c9f14ef4c577f163e7b17e36bd
org.openjfx	javafx-web	17.0.2-ea+2	mac	7a820b6e0d876da24ea15ed8ad55bbd6a28b0ac6
org.openjfx	javafx-web	17.0.2-ea+2	mac-aarch64	4504a96f1761371bc08178906978e06d1fb97b19
org.openjfx	javafx-web	17.0.2-ea+2	mac-aarch64-monocle	043fb1a6428a776f26a6d4bbece123cbfbdaa40a
org.openjfx	javafx-web	17.0.2-ea+2	mac-monocle	3bb3d9e0c243dda80ff81ec5f37a9d5d2db7382d
org.openjfx	javafx-web	17.0.2-ea+2	win	2ec87e7fc224bd354e978e791db0ce6478295888
org.openjfx	javafx-web	17.0.2-ea+2	win-monocle	e0c3d1e6fb84eada76b0d8415b4ccb5e9d0ffed5
org.openjfx	javafx-web	17.0.6		fbb8430b2b7a78e395aebe711911f02bfa1d98f2
org.openjfx	javafx-web	17.0.6	linux	69293d257d088cd7f48a69a87afa59f4eb6461c6
org.openjfx	javafx-web	17.0.6	linux-aarch64	4e93bbd363aef77a46f5671f413cab9b8af74a43
org.openjfx	javafx-web	17.0.6	linux-aarch64-monocle	ee423bab551e08eeeb66b457c6d567f294c26649
org.openjfx	javafx-web	17.0.6	linux-arm32-monocle	38e0a3d5cfc661965922e4038fae2d2487a375c4
org.openjfx	javafx-web	17.0.6	linux-monocle	ae6abc67b2905036a4f23ceb194778292db8f7dd
org.openjfx	javafx-web	17.0.6	mac	7c00483aee58bbfbb129865782ce78e4b117ba3b
org.openjfx	javafx-web	17.0.6	mac-aarch64	0c939a2a24e6564c88c6890a57c835c7c77a3d80
org.openjfx	javafx-web	17.0.6	mac-aarch64-monocle	ce72f28420fc7324583f70f03ca7cb4727187216
org.openjfx	javafx-web	17.0.6	mac-monocle	e3447d240ce5f19fe86fa7fea987f9e5d5a7b11f
org.openjfx	javafx-web	17.0.6	win	f4117256e602d41f484f2b9e5a74eeadc0a272eb
org.openjfx	javafx-web	17.0.6	win-monocle	83a85561b6c03eca9ac61d6639f13d0d6c34826a
org.openjfx	javafx-web	17.0.6	win-x86	ea2e57b1e6107dc6c3c08256c1d864369b98893b
org.openjfx	javafx-web	17.0.6	win-x86-monocle	eb4191d31319022bbe5a9023483f505526290e5b
org.openjfx	javafx-web	17.0.7		5d5d02277aecd7f13a65d184a9864b7222bd096a
org.openjfx	javafx-web	17.0.7	linux	c0816f87388eee94dac275482b3d66e17f17aea8
org.openjfx	javafx-web	17.0.7	linux-aarch64	688b4e963dd67cf9b8efa7b9ef61405315c0d02a
org.openjfx	javafx-web	17.0.7	linux-aarch64-monocle	c81f73db8baf62a4be477fe83150cbb5d5c4daa5
org.openjfx	javafx-web	17.0.7	linux-arm32-monocle	78a2dc919fa174daf335d031453fcd7d4a673fa0
org.openjfx	javafx-web	17.0.7	linux-monocle	b2c4d477f65771edea73b62b75941d55fe411c3c
org.openjfx	javafx-web	17.0.7	mac	be6af2da957f5a34ee146b824799acf19fa2a9b3
org.openjfx	javafx-web	17.0.7	mac-aarch64	a3c78a4862766ab5fba02e1986b9f51d1ad4241a
org.openjfx	javafx-web	17.0.7	mac-aarch64-monocle	956f5d10bc001360fa27bba999fb8fbb797c3c6f
org.openjfx	javafx-web	17.0.7	mac-monocle	da4bd09f0b78d3329df5d24ef3d6a7ef7edffd40
org.openjfx	javafx-web	17.0.7	win	4ec5e8ef7ed8c9653640d774eec64345c0d9400a
org.openjfx	javafx-web	17.0.7	win-monocle	12f229ff8af077d4a5f95088e5659a3ef430b322
org.openjfx	javafx-web	17.0.7	win-x86	f9d6078fb7d24013b5ba1c26d850ca1fe149066f
org.openjfx	javafx-web	17.0.7	win-x86-monocle	db07cc4b935241e6a1eb44aceebfcf88c20b4030
org.openjfx	javafx-web	17.0.7-ea+1		27001717b49d4cb2aed80e1af4893013eaeb00af
org.openjfx	javafx-web	17.0.7-ea+1	linux	4fc3e041b6925daf1d5fb78e83b78b3e74acd29b
org.openjfx	javafx-web	17.0.7-ea+1	linux-aarch64	1d228562942d0726139ecea40bf97ed3613fc034
org.openjfx	javafx-web	17.0.7-ea+1	linux-aarch64-monocle	302a10dcd394db954c9a85b3406a3d403468af25
org.openjfx	javafx-web	17.0.7-ea+1	linux-arm32-monocle	d11dca00a992bc3b6514bfa250ca8e7771a9bb51
org.openjfx	javafx-web	17.0.7-ea+1	linux-monocle	3fd81e4fc6edfe0d9b8745e4f49343e9095799cc
org.openjfx	javafx-web	17.0.7-ea+1	mac	38e41218fbcdc74980dc484112ede0ccd2b85c9d
org.openjfx	javafx-web	17.0.7-ea+1	mac-aarch64	181487a30aeafb2b1329656a9c8d0d90eaf1e6c6
org.openjfx	javafx-web	17.0.7-ea+1	mac-aarch64-monocle	76c8e7cd31ed1a98a2be2d56ef8b3eb42320d3b3
org.openjfx	javafx-web	17.0.7-ea+1	mac-monocle	7538c6466676d125cf501ecc891e5c065508d34d
org.openjfx	javafx-web	17.0.7-ea+1	win	8cb65ec1e15e6181fd800a26892801c8fb54d403
org.openjfx	javafx-web	17.0.7-ea+1	win-monocle	c51a4e25bfa057182c99a614c0a0a500616b7663
org.openjfx	javafx-web	17.0.7-ea+1	win-x86	58eaa75eefd732a798a88bc27b03f87b0f21f098
org.openjfx	javafx-web	17.0.7-ea+1	win-x86-monocle	3fff2f614c1607b33b162f28eb4f66fbe807c4f2
org.openjfx	javafx-web	17.0.8		2aa9d23273e86f7d4969f269ba2374e2008f08e7
org.openjfx	javafx-web	17.0.8	linux	efeb21ead7e5dc04fbbcdb4902e04dbf2ae4ae41
org.openjfx	javafx-web	17.0.8	linux-aarch64	3df9e4006cf020a264ec62c2b79a31340f21b517
org.openjfx	javafx-web	17.0.8	linux-aarch64-monocle	f064ce48c0b8d12de7b64af02c553546bf7e03e3
org.openjfx	javafx-web	17.0.8	linux-arm32-monocle	eaf00b9f9ac3de7fee50d1816263150c7b5319c9
org.openjfx	javafx-web	17.0.8	linux-monocle	3abba57a533477afe80a8433daf94fca6823afdd
org.openjfx	javafx-web	17.0.8	mac	0a8a5511328fd314685e40c646decd73ffdcdeaf
org.openjfx	javafx-web	17.0.8	mac-aarch64	cb28a3d9f2aeb9c93afecb8419275fa55f86ed9a
org.openjfx	javafx-web	17.0.8	mac-aarch64-monocle	a87f99ced01510456fbf32482d4e414374b3c026
org.openjfx	javafx-web	17.0.8	mac-monocle	2b0e5c773333a257549466a4c036a769c9b95bfb
org.openjfx	javafx-web	17.0.8	win	9c3585ed103a070ea3e7ad3feb7aadf734a39c38
org.openjfx	javafx-web	17.0.8	win-monocle	9bc2a5479afc65d10c9ad355261469b53abfdbec
org.openjfx	javafx-web	17.0.8	win-x86	55a1901dd912a5ae1b340e60189f736f81098ea6
org.openjfx	javafx-web	17.0.8	win-x86-monocle	a7742ad813d45667316321c875d61dfcf2f06bdb
org.openjfx	javafx-web	17.0.8-ea+1		385ff84ed9dc21fa5485b221108d4241582b4881
org.openjfx	javafx-web	17.0.8-ea+1	linux	5ff7c08825db7d5326deb9dddfcef6f9a3cc2a10
org.openjfx	javafx-web	17.0.8-ea+1	linux-aarch64	a98b9f4dbcc4c170c6fe662084b8a4d4e16a7440
org.openjfx	javafx-web	17.0.8-ea+1	linux-aarch64-monocle	ee66e5cda11acc5f6ddfb7f18750760b951dc299
org.openjfx	javafx-web	17.0.8-ea+1	linux-arm32-monocle	8a6ec414f390f604b34f1f6d14ba11b1ecab3666
org.openjfx	javafx-web	17.0.8-ea+1	linux-monocle	9940d978da139b389ef50ab55a03f889fcdd1c57
org.openjfx	javafx-web	17.0.8-ea+1	mac	04fe44b9f5233f37a6beb1b63afb0fb093fabb11
org.openjfx	javafx-web	17.0.8-ea+1	mac-aarch64	600f8e8ca74f661ac11a574a3811c05a1f687ff0
org.openjfx	javafx-web	17.0.8-ea+1	mac-aarch64-monocle	1720dce5be94821f06ab3e2279c15eedbc0c0831
org.openjfx	javafx-web	17.0.8-ea+1	mac-monocle	47dbdb80c7c388e1371f224dfc8baa16835c3fb6
org.openjfx	javafx-web	17.0.8-ea+1	win	e26be784ecddfe5290d6b9ee125931d3197810f4
org.openjfx	javafx-web	17.0.8-ea+1	win-monocle	488a4ff120036d00922e7cbc39e85386feb63bac
org.openjfx	javafx-web	17.0.8-ea+1	win-x86	0e6a68ccc48eb1f24e7e02bb8a0ce0eceef6adbb
org.openjfx	javafx-web	17.0.8-ea+1	win-x86-monocle	bc2968e8284fb14f71bd9142032882af8dc10d5b
org.openjfx	javafx-web	17.0.9		8099c4c689596a778dc01735d40f3813bf453b56
org.openjfx	javafx-web	17.0.9	linux	7e7c7159628ccc80bda1d335f5f50ecb822debd8
org.openjfx	javafx-web	17.0.9	mac	0f88640e0ddb4ec618cc7ffb7c859abd02e6a6eb
org.openjfx	javafx-web	17.0.9	mac-aarch64	19ccc2a8261df68e1e285d05f468219188615014
org.openjfx	javafx-web	17.0.9	win	a2f1ff9b6f3d55cdd9a04d302bbfb4cc0b464b29
org.openjfx	javafx-web	17.0.9-ea+2		fad785cf3ac5531d0cd980219d21014774747b1c
org.openjfx	javafx-web	17.0.9-ea+2	linux	a15dc214c6d8ca75b4eaf922c8521b32215a2fde
org.openjfx	javafx-web	17.0.9-ea+2	mac	1a3cc930aad3dc6cec5d036d9ddb723311a433e4
org.openjfx	javafx-web	17.0.9-ea+2	mac-aarch64	c52267caaead8b1592caa1e0e9e956f18458fc89
org.openjfx	javafx-web	17.0.9-ea+2	mac-aarch64-monocle	dd2993e9f0043188988d6a2a18932cd12768b9d7
org.openjfx	javafx-web	17.0.9-ea+2	mac-monocle	14d930da98720568a836eed8a3ba79c0e15c043d
org.openjfx	javafx-web	17.0.9-ea+2	win	d927d45405a2877a7681f9b48b8b58dd6faf3e62
org.openjfx	javafx-web	17.0.9-ea+2	win-monocle	90020ed3330321309a31c77cb5f04e2342eaf7ca
org.openjfx	javafx-web	17.0.9-ea+3		4a7b6a8a02f596a1029f66a73017074e76872823
org.openjfx	javafx-web	17.0.9-ea+3	linux	af227d18961587bca7dc3f7761c6e6e6d23c61b9
org.openjfx	javafx-web	17.0.9-ea+3	mac	bddc3a584e0ef9797810d49745acde86a2ce92af
org.openjfx	javafx-web	17.0.9-ea+3	mac-aarch64	55c67d464cf72990eda7a28ba4be45364e75447f
org.openjfx	javafx-web	17.0.9-ea+3	win	d9c657e879cae772aae05d9996078e532bb39193
org.openjfx	javafx-web	17.0.9-ea+4		713611e488e9ef8e4dd2f9a872ce7a18beb84a22
org.openjfx	javafx-web	17.0.9-ea+4	linux	1623c377d5f3b1046ae25f22551aa00eefa4e268
org.openjfx	javafx-web	17.0.9-ea+4	mac	3393a34659d3fd88353dca1b4b6f7267b223396d
org.openjfx	javafx-web	17.0.9-ea+4	mac-aarch64	2831cb1174391f69254269de70cee7123a2af101
org.openjfx	javafx-web	17.0.9-ea+4	win	d6d8a89c8a02a94ecfc310dc4d34c3087f28aa4e
org.openjfx	javafx-web	18		d0625b90251e1c7933e449a6a84c26e2ae89aefa
org.openjfx	javafx-web	18	linux	4347544b40679c25a2d342916291c2058ca4c129
org.openjfx	javafx-web	18	linux-aarch64	617d7ae72396ca7da6f5c99ed78384f327f5e360
org.openjfx	javafx-web	18	linux-aarch64-monocle	f1a940273b023be27fcd900e74511376f8065240
org.openjfx	javafx-web	18	linux-arm32-monocle	3a7e4e4e8eda20927fe40c126f2acbc2d914bc8b
org.openjfx	javafx-web	18	linux-monocle	c2c555410e28711947abc0feee37e35f5ac672a8
org.openjfx	javafx-web	18	mac	43268acbef75452f4ae69788898eecbe1c70c843
org.openjfx	javafx-web	18	mac-aarch64	f6e7da01ea9e0b646e58c8065e73c2c3a7ae17b4
org.openjfx	javafx-web	18	mac-aarch64-monocle	dc8d3373143d9696a3db979021ad2952d0f68491
org.openjfx	javafx-web	18	mac-monocle	d9a23d3becde348f044723c17517e4bebdf38aba
org.openjfx	javafx-web	18	win	65ad8329d775b95886c30f06d7874a0b845c0f8f
org.openjfx	javafx-web	18	win-monocle	1b4f17d620316a5ffd65d2b0fe35c62a3fe868bd
org.openjfx	javafx-web	18	win-x86	dd98dc13f5a1f5c79392a98d7fe1e2e3675bafe2
org.openjfx	javafx-web	18	win-x86-monocle	618b6a4258198fced548663b57839e859cbfd2c4
org.openjfx	javafx-web	18-ea+1		a4fea19987f4f4d3b57bfd5c7b29bd7e9e7a6d45
org.openjfx	javafx-web	18-ea+1	linux	f0f9d152ee146376ed285862d8d7f7219600eb6d
org.openjfx	javafx-web	18-ea+1	linux-aarch64	77997f28231d24cfc4802015c1e540deb7e20adf
org.openjfx	javafx-web	18-ea+1	linux-aarch64-monocle	e5fcb2c4eb893accfb03c5ef4fd38b5ed84b983c
org.openjfx	javafx-web	18-ea+1	linux-arm32-monocle	fd7ae557c59aa5887c7f3ba192d0cd297c25f489
org.openjfx	javafx-web	18-ea+1	linux-monocle	e0067b45b34a47d75ca7b63fd6317ac9e35b40c8
org.openjfx	javafx-web	18-ea+1	mac	91581c77aa22c0b27dbe19ea8c26639c3ff05dd2
org.openjfx	javafx-web	18-ea+1	mac-aarch64	afb904d6184c4641ee5e0b3ea470e004ed087daa
org.openjfx	javafx-web	18-ea+1	mac-aarch64-monocle	6870d6eae4e9295b322d053cb03945118b0c91ab
org.openjfx	javafx-web	18-ea+1	mac-monocle	f0b1eabd3ea7e15d38a6b249d518f18b376a3377
org.openjfx	javafx-web	18-ea+1	win	4f1abb09d29e84b29ad3608045a8f832ecebf550
org.openjfx	javafx-web	18-ea+1	win-monocle	d4a10e220762b504584a0d1f25498e1ddf948056
org.openjfx	javafx-web	18-ea+1	win-x86	8e1fcbb53a5fa335a3c0ea891f8718eed8a6ea2b
org.openjfx	javafx-web	18-ea+1	win-x86-monocle	2295dad0ff712a4ba0f48e368204df117ac16acc
org.openjfx	javafx-web	18-ea+10		d573b20f8a44b9de9480fd6fac28cee503efd0c0
org.openjfx	javafx-web	18-ea+10	linux	d53e7ee7f5118c8ab21aa560e61dce01ccb02886
org.openjfx	javafx-web	18-ea+10	linux-aarch64	d90e5d5905bc260b66436978fe6eba900d5073bb
org.openjfx	javafx-web	18-ea+10	linux-aarch64-monocle	a8bec17832e17fcc9038c2a90e9e4a00cda88926
org.openjfx	javafx-web	18-ea+10	linux-arm32-monocle	1d2496bd6294decdbacd357ebc01ce3f419a2438
org.openjfx	javafx-web	18-ea+10	linux-monocle	7096eb920c6b13ef0fdf3b3f6f1291000741cf3e
org.openjfx	javafx-web	18-ea+10	mac	882689dd8a5519987ac68d869d2860a20aa2a9a2
org.openjfx	javafx-web	18-ea+10	mac-aarch64	35af1b7806c5b091c0838b97354817543d32dbe0
org.openjfx	javafx-web	18-ea+10	mac-aarch64-monocle	2cd2ece5cd47daebc8e04abe20e72c40e44d3e1c
org.openjfx	javafx-web	18-ea+10	mac-monocle	2d7232549e17631c00d0e07064de503b4b62f3b7
org.openjfx	javafx-web	18-ea+10	win	3ebbd0b49573105b5961484241c3b01bc0b816e3
org.openjfx	javafx-web	18-ea+10	win-monocle	8a2fcc792fc06e409434e400824e269656ef4436
org.openjfx	javafx-web	18-ea+10	win-x86	8473d68f61ed2ce227e6e9edda51c2caba22c240
org.openjfx	javafx-web	18-ea+10	win-x86-monocle	1cacf33d2a50ecb851fc5caf0312f6ebf7060c13
org.openjfx	javafx-web	18-ea+11		38c62086fd204b8aef61298b8db7250276d0cc93
org.openjfx	javafx-web	18-ea+11	linux	007c82af90caf2793711fcd547231611cee0ec6a
org.openjfx	javafx-web	18-ea+11	linux-aarch64	ad5b7674e1ab3711c9eed465643be91fbbe2aa80
org.openjfx	javafx-web	18-ea+11	linux-aarch64-monocle	461d11a2402cee3570be568a81fa90f046807dcc
org.openjfx	javafx-web	18-ea+11	linux-arm32-monocle	a1e7915e4b4c6313fea96e007bfa80f38f8a5190
org.openjfx	javafx-web	18-ea+11	linux-monocle	ec0215749adc7cff5b6deefac293738c613f204f
org.openjfx	javafx-web	18-ea+11	mac	a023de3e4431ad0b636898d99c3d050e4af385b0
org.openjfx	javafx-web	18-ea+11	mac-aarch64	6ca149919105d01750bd0c8a441da8f5edd65510
org.openjfx	javafx-web	18-ea+11	mac-aarch64-monocle	249ab35b525815ec985aec82664925f211766ed9
org.openjfx	javafx-web	18-ea+11	mac-monocle	b423ae9ffc22e04f63543f56ce247902b4ef1fdb
org.openjfx	javafx-web	18-ea+11	win	eb89bd2f64eefe5a0d885e17e742cd29af61b89a
org.openjfx	javafx-web	18-ea+11	win-monocle	69d84bca5e021ad97464f232511b3b315d025546
org.openjfx	javafx-web	18-ea+11	win-x86	d7b9548cb29f7c572ffa24c0b11074f27c018e62
org.openjfx	javafx-web	18-ea+11	win-x86-monocle	bc5c3ea9b16c1438ba49b7b00700adf23e6ae25b
org.openjfx	javafx-web	18-ea+12		63e4dcaeca7b579705133701e6e6822c55b9e2a4
org.openjfx	javafx-web	18-ea+12	linux	149196db60e8130ee84741c5262828941c615b3c
org.openjfx	javafx-web	18-ea+12	linux-aarch64	15e6f73561ca8660c19d6348c1c044072a466191
org.openjfx	javafx-web	18-ea+12	linux-aarch64-monocle	a02c3ca852804ecd06e3282923cfee7ac2cb83b5
org.openjfx	javafx-web	18-ea+12	linux-arm32-monocle	8fa0f4e6052d0229e698475a8cdf903ad12800fb
org.openjfx	javafx-web	18-ea+12	linux-monocle	21856758b5060455a222fff8a0dbc402f74476d2
org.openjfx	javafx-web	18-ea+12	mac	fc568e4bccfea6b83e16fc4b513bc2ea9497e833
org.openjfx	javafx-web	18-ea+12	mac-aarch64	d80a32dd9c6c53e4263cf977990a1db8f0d3819f
org.openjfx	javafx-web	18-ea+12	mac-aarch64-monocle	c11017b74be474dda15d63ee08790a7ee2ecc1a0
org.openjfx	javafx-web	18-ea+12	mac-monocle	d461652d4557188db04d2a4e29c34d01603cd97f
org.openjfx	javafx-web	18-ea+12	win	e8cadeb4d6c30929cb24e7246ff7cea4a0ab0340
org.openjfx	javafx-web	18-ea+12	win-monocle	c2977d17642af0fa1e01fb9d9ec0ccceee1d3308
org.openjfx	javafx-web	18-ea+12	win-x86	9ab2fa6179bfbfb3344102242520385c8f15aac4
org.openjfx	javafx-web	18-ea+12	win-x86-monocle	5576157ec18a94154b49df3a9514bcda9c3022ee
org.openjfx	javafx-web	18-ea+2		20c7702aeccda4b2785f6f4142e63e2fe4968eba
org.openjfx	javafx-web	18-ea+2	linux	2431cc30349f2ced0115406e113daba53db27b13
org.openjfx	javafx-web	18-ea+2	linux-aarch64	d82f8c3d5f68e2fd69dc7ef30e4a98582631d8e7
org.openjfx	javafx-web	18-ea+2	linux-aarch64-monocle	0d97d0c84ddb4ff79241646289c8115125b14ebc
org.openjfx	javafx-web	18-ea+2	linux-arm32-monocle	a742a0ed4acacadd6f3dce6554b134e390466139
org.openjfx	javafx-web	18-ea+2	linux-monocle	c7452b32fe0fe58a2edd66023a0ab10651740d13
org.openjfx	javafx-web	18-ea+2	mac	0ace07536a627dff04a040e7e92a2c90b29a6db8
org.openjfx	javafx-web	18-ea+2	mac-aarch64	d7616560dc85cacaadaca5838cf9c352f7809017
org.openjfx	javafx-web	18-ea+2	mac-aarch64-monocle	4948049fe00e86b508383bfa471a83d8105d378c
org.openjfx	javafx-web	18-ea+2	mac-monocle	ec9833bbf1ab4a4163c1abb3800b8d0cc6709d60
org.openjfx	javafx-web	18-ea+2	win	1ba2fb5e2ba51c404ebd165bff14dddac1e5bb20
org.openjfx	javafx-web	18-ea+2	win-monocle	c7d583cf5c3aebaa194c5122df9fc5a6d61cccd9
org.openjfx	javafx-web	18-ea+2	win-x86	8988536abdfc16e4a0365175b6a3b2038061366c
org.openjfx	javafx-web	18-ea+2	win-x86-monocle	093c7d80c5ccf72878dcdde0f8d85abc2bd3cb57
org.openjfx	javafx-web	18-ea+3		02e34131f16cf40fbbf07fa6737e2dbe8a85bb3f
org.openjfx	javafx-web	18-ea+3	linux	f9cf30a50d6bc23d54a8554a5890b966abde7f3d
org.openjfx	javafx-web	18-ea+3	linux-aarch64	5792194eb0cfa7dc763b45fcc64dfe5508beb805
org.openjfx	javafx-web	18-ea+3	linux-aarch64-monocle	70d8b0c94043bc945753985ed32cec9da6618d80
org.openjfx	javafx-web	18-ea+3	linux-arm32-monocle	f2da70e5a3337bc352a5d377101ee49ad43695df
org.openjfx	javafx-web	18-ea+3	linux-monocle	1738120c832a27169ef3383c0de3020bbe2379ff
org.openjfx	javafx-web	18-ea+3	mac	f7183666409d696daf4ce5bc923363a53f3465b9
org.openjfx	javafx-web	18-ea+3	mac-aarch64	2ca96bc8a0557cc06357a28af32fbb820e24509a
