at.released.tempfolder	tempfolder-sync-androidnativex86	0.1		N/A
com.bluecirclesoft.open	json-spring-reader	0.18	jar-with-dependencies	23245438ba6f5a8f5c2161a4830b3f0a69a2cab5
com.bluecirclesoft.open	json-spring-reader	0.19		6f1874eb2c4bc0555097d46a76f0c2c25b458745
com.bluecirclesoft.open	json-spring-reader	0.19	jar-with-dependencies	d940374bd555a2360f579cda32131168e03d38d7
com.bluecirclesoft.open	json-spring-reader	0.20		b472c0d71c715becb6cbd183096ded7e2230fa37
com.bluecirclesoft.open	json-spring-reader	0.20	jar-with-dependencies	ddb61ddd0785ad54346817a6915785f9d0aed0d0
com.bluecirclesoft.open	json-spring-reader	0.21		95832ccb79035472d14821be278ae14b7b24c9b0
com.bluecirclesoft.open	json-spring-reader	0.21	jar-with-dependencies	b40e0200a3b1f7c22ed662be9acd45df1a7f32c1
com.bluecirclesoft.open	json-spring-reader	0.22		bd1acab51ef27041dc4d6d25fb2e65407cde42d3
com.bluecirclesoft.open	json-spring-reader	0.22	jar-with-dependencies	26e08622a3a0dccdc0ec1c1132094eff1bb84037
com.bluecirclesoft.open	json-spring-reader	0.23		6ac7bc2788eb14bed0d99fa03cc99fbab06fa353
com.bluecirclesoft.open	json-spring-reader	0.23	jar-with-dependencies	4149964b52ae023a21ddebffbec1b86d83c96ec2
com.bluecirclesoft.open	json-spring-reader	0.24		56ea9ed21cde020c49f393de11cb722499f7eb41
com.bluecirclesoft.open	json-spring-reader	0.24	jar-with-dependencies	64cbfd3bc7a622816323c08a91a04c2b54dc311a
com.bluecirclesoft.open	json-spring-reader	0.25		856f4b7caec849eee19278b8e4929bf771840331
com.bluecirclesoft.open	json-spring-reader	0.25	jar-with-dependencies	820175ed56987ee6dd9d725910e7908a3bb78ed0
com.bluecirclesoft.open	json-spring-reader	0.27		ba56d5172576e3a35f7e34eb1b1bafeaeb126ac6
com.bluecirclesoft.open	json-spring-reader	0.27	jar-with-dependencies	39d5b331c5ecb18f4c488d7f663f9aef5b31493f
com.bluecirclesoft.open	json-spring-reader	0.28		bf15a91d17b01a11e9ef502b5d66ee7c3451407f
com.bluecirclesoft.open	json-spring-reader	0.28	jar-with-dependencies	b590077b21ba47ba0b56b346b9ed4836da3454d9
com.bluecirclesoft.open	json-spring-reader	0.30		a907b5ca330d77f3f18d02b29f7d5e989ca7f0f7
com.bluecirclesoft.open	json-spring-reader	0.30	jar-with-dependencies	9834a0d47e68c7aa4f2860639cf0ce522da7a1a1
com.bluecirclesoft.open	json-spring-reader	1.0		6770e0f6e86c51e46da8430fa2a0adef34a47163
com.bluecirclesoft.open	json-spring-reader	1.0	jar-with-dependencies	a2367d9c425271ab3eb2b55dc41769061ecdb999
com.bluecirclesoft.open	json-spring-reader	1.1		bf82643d07acc4aee0fc49d91b06db4b298d5562
com.bluecirclesoft.open	json-spring-reader	1.1	jar-with-dependencies	ab480cb402d61c19208f05b7865550a757a53c2b
com.bluecirclesoft.open	json-spring-reader	1.2		4795d731d949d8eb218bc768e4ffc19b99780cc1
com.bluecirclesoft.open	json-spring-reader	1.2	jar-with-dependencies	219d0138f3367f19273e6abcfb680bf2d349332e
com.bluecirclesoft.open	json-spring-reader	1.3		7346e57b54fadb80a597b76ebf63d19410376f6b
com.bluecirclesoft.open	json-spring-reader	1.3	jar-with-dependencies	af7e51da45d7f563b76152d6d02acdad6912ecf7
com.gitee.chinasoft_ohos	ohos_gesture_detectors	1.0.0		N/A
com.gitee.hedingwei	yx-vector-db	1.0.0		a8bf4471cd1dab31dfbb92ce1b853f9aea616ae2
com.gitee.jmash	jmash-sms-lib	0.0.1		11eb661a7fb307967c777e92f3235329b76d8d18
com.gitee.jmash	jmash-sms-lib	0.0.11		5de14b535a312466954edb415ac19fc89acf992f
com.github.cafaudit	caf-audit-schema	2.0.0-6		1f294fe3a06de93494689cc137083693ac981b69
com.github.cafaudit	caf-audit-schema	3.0.0-33		67358f640c796084f0c6b657ab7ba66951c49425
com.github.cafaudit	caf-audit-schema	3.1.0-50		d4ebe4e478e9f97d4a9c3188f053ccdd3b0b1f3f
com.github.cafaudit	caf-audit-schema	3.10.0-936		0beed75d35147ae50bafaec77becbd687bc0f3b3
com.github.cafaudit	caf-audit-schema	3.11.0-991		f20d3f21aa63bdc1459458f674a28dfb375cd69b
com.github.cafaudit	caf-audit-schema	3.11.1-1033		ecf7accff180ad866279d77a5de955c13826883c
com.github.cafaudit	caf-audit-schema	3.11.2-1080		8d6ffbc727fba9ab87d36834bc6118a0ed8488e8
com.github.cafaudit	caf-audit-schema	3.2.0-83		f2dde4a8cee9ff033f3250be6efc0259fb962bf5
com.github.cafaudit	caf-audit-schema	3.3.0-280		b4bf59fa812227a2b7f0783abefd29dd7e74607b
com.github.cafaudit	caf-audit-schema	3.4.0-380		02dffdd7b004e1c230e80b757c4e1b5f660c1800
com.github.cafaudit	caf-audit-schema	3.5.0-451		c9951badae26866079ea83f1fc7896645763b473
com.github.cafaudit	caf-audit-schema	3.6.0-546		64d7482312eede27e7f9d76337789aee2544b00a
com.github.cafaudit	caf-audit-schema	3.7.0-590		d9659f4f8e4cccfdc9c9a27ff32a3cb7ef79ee98
com.github.cafaudit	caf-audit-schema	3.7.1-625		02f6eda18c7be1d97d00d653060544eed25d9bc1
com.github.cafaudit	caf-audit-schema	3.8.0-718		1bdbcd154a64fd9e62e2ca54c37fdea89a936aa9
com.github.cafaudit	caf-audit-schema	3.9.0-853		662b8045a5aa00fe475302916d6291666bb3315b
com.github.cafaudit	caf-audit-schema	3.9.1-884		f3872ccefa45134a3eea9ebb7883ad0aeba1ec9f
com.github.cafaudit	caf-audit-schema	3.9.2-892		d0488ec53e61639521de898107cc903e76a042f7
com.github.cafaudit	caf-audit-schema	4.0.0-1115		c84e3e57f938484dae7358f0e9ea1d365facb972
com.github.cafaudit	caf-audit-schema	4.0.1-1154		6d99ed729f5ec6a5bee9b2bef3946c5b8d765d51
com.github.cafaudit	caf-audit-schema	4.1.0-1195		d1c07399dbb04fdb8a60df752e662defb164da89
com.github.cafaudit	caf-audit-schema	4.2.0-1223		6d6bb1dbaac42d4f205f7fbcd6b5d8f591c5afca
com.github.cafaudit	caf-audit-schema	5.0.0-1250		244c5b70979131c8ad08d92c40d409090437e766
com.github.cafaudit	caf-audit-schema	5.0.1-1274		2d2b1b26f56d39a43deaa25c648beb9ab8692a5b
com.github.cafaudit	caf-audit-schema	5.0.2-1296		77f8690dd660cd8619e44577614bd309f536b46b
com.github.fommil.netlib	netlib-native_ref-gnueabihf-arm	1.0		N/A
com.github.fommil.netlib	netlib-native_ref-gnueabihf-arm	1.0	natives	274eb9a65a0afbced4ea07ffdc07593e7c05dacf
com.github.lkoskela.jsptest	jsptest-acceptance-jsp21	0.21		0d56dbb7d0d6da3aebd8120ea56f0a08d8144ea4
com.github.micromix	micromix-boot-spring	0.1		1701c45a452212a63706fbabd0ee5a628696fcef
com.github.micromix	micromix-boot-spring	0.10		46c3d7c0436240ba1157e24b7d32ef46bad0837c
com.github.micromix	micromix-boot-spring	0.2		590def3df3182e37ba1c861aef7ae7cc4253ed38
com.github.micromix	micromix-boot-spring	0.3		44b3e412e5e84e9b316330ecdea849ca2c746afa
com.github.micromix	micromix-boot-spring	0.4		3c81853804179631b10545dad3eceb85060633eb
com.github.micromix	micromix-boot-spring	0.5		4d31efee322e24b92f5f2dd5328f249d4d059605
com.github.micromix	micromix-boot-spring	0.6		5feb91b2385d7aa135e45d49786c7bbf37f3268f
com.github.micromix	micromix-boot-spring	0.7		eef40c9e956e2647bf323aa3bc98330b3449781e
com.github.micromix	micromix-boot-spring	0.8		e5be608b755a5344a19f31eb5331f923a2b52b5b
com.github.micromix	micromix-boot-spring	0.9		6160c2f2bd968eb0fc5da00b68109a64ece101e3
com.hindog.grid	grid-executor-examples_2.11	1.1.0		df3c44b1e67e6971d0492d7b6593c5a6b117e6b6
com.hindog.grid	grid-executor-examples_2.11	1.1.1		98b997cc0eb0dd096cde63b1a7b7c3704f579aef
com.hindog.grid	grid-executor-examples_2.11	1.1.10		6f79f6b7228be5372e52a18158a758c125592629
com.hindog.grid	grid-executor-examples_2.11	1.1.11		bd026a536c7ec6080fae9eb5ac82207aa95c761f
com.hindog.grid	grid-executor-examples_2.11	1.1.12		a29189d481bec4c6439423769754d69139cca7f1
com.hindog.grid	grid-executor-examples_2.11	1.1.13		d9e766d01e49afec98b3aa0a7730db84e5d682de
com.hindog.grid	grid-executor-examples_2.11	1.1.14		aecc99f97cbb10601f0758a9ead4b7fe2e6bde7f
com.hindog.grid	grid-executor-examples_2.11	1.1.15		fb6ddf4352011e2f03b9472c6937c5abe9c355ee
com.hindog.grid	grid-executor-examples_2.11	1.1.16		3fe573049bf5623bb104f6ebb58e4b9fdb6dfe7e
com.hindog.grid	grid-executor-examples_2.11	1.1.17		8fd5ad3b43890e05112cd7cd7629ad28ef506855
com.hindog.grid	grid-executor-examples_2.11	1.1.18		322d19c019fcd44c7e733f75dca611f63d9e681e
com.hindog.grid	grid-executor-examples_2.11	1.1.19		4469d78165921db4a5de2e2a6cccbfa8b3b6a0be
com.hindog.grid	grid-executor-examples_2.11	1.1.2		f19649a471746ea328ab1879f12f2f21370af036
com.hindog.grid	grid-executor-examples_2.11	1.1.20		1635f7f6ced3d60850dd8c9bb0e7d31a251ad655
com.hindog.grid	grid-executor-examples_2.11	1.1.21		5b57072dd326cda421f1f273e496454f2bcc4440
com.hindog.grid	grid-executor-examples_2.11	1.1.22		43aeb7fce79c0161787955bdc56bec408fbc68d3
com.hindog.grid	grid-executor-examples_2.11	1.1.23		920b370ab6d90d9b8ac384e1fe967dc87c032cdd
com.hindog.grid	grid-executor-examples_2.11	1.1.24		41daba1561ba3cdd7462b65a9f607691355062d9
com.hindog.grid	grid-executor-examples_2.11	1.1.3		8f7166e771af7d0a22b8f959804dd6fda12fcd75
com.hindog.grid	grid-executor-examples_2.11	1.1.4		97876ef67a0ba8ada0a11d26cf13dff1ef0e07f6
com.hindog.grid	grid-executor-examples_2.11	1.1.5		61f43790ef10978b7aec98ccf1d61dfda1d56a86
com.hindog.grid	grid-executor-examples_2.11	1.1.6		211ac89aa8267b4496916586f7184f0f150f442a
com.hindog.grid	grid-executor-examples_2.11	1.1.7		e3ff853c9b9476d2fd769b5de3727e787dbb7552
com.hindog.grid	grid-executor-examples_2.11	1.1.8		26ae902a09f86e97f5563141e12005ebff8251d2
com.hindog.grid	grid-executor-examples_2.11	1.1.9		baebc4a90ea2e4bc1c16bbc95cc3c6190f017d2e
com.hindog.grid	grid-executor-examples_2.11	2.0.0		7fb107ceffba78896f900ba48ab26c64132d5803
com.hindog.grid	grid-executor-examples_2.11	2.0.1		f05b5b0d643ddd6df1f84c40c1d2276b14308ae2
com.hindog.grid	grid-executor-examples_2.11	2.0.2		c661900f2607678b3ceb834182cfeedc0ed0c8f1
com.hindog.grid	grid-executor-examples_2.11	2.0.3		6bc22203b7eeaf0051b7c554c9e2cea4ddd84962
com.hindog.grid	grid-executor-examples_2.11	2.0.4		6422813a8d025d9550c5d467360b29e534847105
com.hindog.grid	grid-executor-examples_2.11	2.0.5		4b6cc2c6d7003ce7cc4cdac220181590449840e2
com.hindog.grid	grid-executor-examples_2.11	2.0.6		4b5a509db353585757674c12e41d8a50f5624e82
com.hindog.grid	grid-executor-examples_2.11	2.0.7		17394bfdd753f5f6614a6dfead73153e3d744fa2
com.hmaikj.hm	hm-dependencies	1.0.0		N/A
com.increff.commons	increff-commons-lang	1.0.0		17e5db5be5d4ccd412b579b6a8cc22a5caabe376
com.increff.commons	increff-commons-lang	1.0.1		a312650aaf172e586178ff3d1dd2c94a6eeb1f4b
com.increff.commons	increff-commons-lang	1.0.4		0dd93932c0b7c2761ed6c4def7e03f5d5c5ef7c7
com.increff.commons	increff-commons-lang	1.4		4927aec73250cf8664c4ae54587b0ba05b2cf598
com.jblv	jblv-oss	1.0.0		cd0fda30971f4f959f38ee9a56ceb5b71e9acdde
com.juul.kable	kable-log-engine-khronicle-js	0.33.0		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.33.1		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.33.2		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.34.0		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.35.0		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.35.0-rc		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.35.0-rc2		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.36.0		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.36.1		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.37.0		N/A
com.juul.kable	kable-log-engine-khronicle-js	0.37.1		N/A
com.kdgregory.logging	aws-shared	2.0.0		30fb848cdd52c622423c234a61e1d45f59e447ec
com.kdgregory.logging	aws-shared	2.0.1		b63a746f6dc3fac3f4219ad78e09f5e3c71e30a0
com.kdgregory.logging	aws-shared	2.0.2		67c16872fc2ece9a4fe33ebfab9c83ba9a0dbe60
com.kdgregory.logging	aws-shared	2.1.0		106efe587a268608f5fde19e1ebac271a1fd31bb
com.kdgregory.logging	aws-shared	2.1.1		64e74d9d5ab9dab65138bf58790d0a2893be9d9b
com.kdgregory.logging	aws-shared	2.2.0		add365edb0f2a58ac760d4dfdad25aba9801ebd4
com.kdgregory.logging	aws-shared	2.2.1		4ca648713031d2883377e2df5435f5b71b9d5207
com.kdgregory.logging	aws-shared	2.2.2		6bed129ef97dd160712c810ea1cbd4e77381f09d
com.kdgregory.logging	aws-shared	2.3.0		5b7dfdd07416bab0a9240cf1f50da18d2d4d0398
com.kdgregory.logging	aws-shared	2.4.0		2b93fccbedc61948c10f73eda9eb78e27797c3ab
com.kdgregory.logging	aws-shared	2.4.1		6b2b08881905c2375fd9e8c5d9c9f249372e6723
com.lehaine.littlekt	core	0.1.0		dc0593f798d645c0dc17396639672fe8797cf40a
com.lehaine.littlekt	core	0.1.0	all	3aa81ee91b4510299aca9a10fc8ef3c923f5dffe
com.lehaine.littlekt	core	0.2.0		6300a2767396936249b51b3445595bf532212072
com.lehaine.littlekt	core	0.2.0	all	f601a22d165e051a50dab241ed1d87c4c095bdc5
com.lehaine.littlekt	core	0.3.0		5d49b38aabe505805e6b0cbb65b0477e6e9e9c7a
com.lehaine.littlekt	core	0.3.1		8f51f7f000fd0712760d956988279710c640e3d1
com.lehaine.littlekt	core	0.3.2		2469de8bc897c1a0fb17fe37b83ff2865f5321f5
com.lehaine.littlekt	core	0.4.0		ebebcb1c52ebac4e76bf75f48cc0ba79227cc655
com.lehaine.littlekt	core	0.5.0		a710f3901bb07b03bf50d7ca05b229d20b51a36c
com.lehaine.littlekt	core	0.5.1		c659ebdf1fadf126476d762ad7fe53e94c914424
com.lehaine.littlekt	core	0.5.2		c659ebdf1fadf126476d762ad7fe53e94c914424
com.lehaine.littlekt	core	0.5.3		848537d22966454e5e742ac5961b499ff1e693e9
com.lehaine.littlekt	core	0.6.0		a421faccb10c9c0f38f85dae71952b5c8389d2bb
com.lehaine.littlekt	core	0.6.1		c43d0f04433eed87559d6904fddf7c73f9e7bbbe
com.lehaine.littlekt	core	0.6.2		c43d0f04433eed87559d6904fddf7c73f9e7bbbe
com.lehaine.littlekt	core	0.6.3		f3ecbcd7a1d8ca3b30d5ae1e3949fe1ca6a8cdb5
com.lehaine.littlekt	core	0.7.0		7200106a5eeffbfd608e69865738c33ab98e2f41
com.lehaine.littlekt	core	0.8.0		d4f1866338b4af46d71e1fd98ace2620e4c890e9
com.lehaine.littlekt	core	0.8.1		80b12bcd831ab562f6859c357cb8a3cf8be9b7a9
com.lehaine.littlekt	core	0.9.0		372d5da152591d2d949c7f946be37b9119d0ea55
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.1		4e544b79a3e069f146e95d80813de605ef9d7660
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.10		51d45752785a17d66f737492dae166c190399b75
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.11		06e821c0d8e9d4007e0aa40289e7fe14e3a61dab
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.12		2e5817a4f2de8272653eb5302d9b2e983b977e1e
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.13		999978438f2c5eadfae210a58a1b2ad613f25884
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.14		2b8ccc079e569e38df3487c1249d9bebf87b8948
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.15		fe9f833bf8d308975824645db4d91956ac6fd713
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.15.1		c30452f7c37882eb5a07ea3b0ab757aee5057a9c
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.16		a54a675affc6d946b168cd23edb042f660644061
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.17		5782e9fcf4d7f31d74a7c7cd78d933f029369e3a
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.18		4c8eec674bbdf8de36ab3f276f2d0fb58f93e5d2
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.19		9f70f39a4a9e8ba928c4e35056556ef9c0777318
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.2		72140fe65a153bd52fa6fa90b52bc5acecc819f8
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.20		4fb491836f7b0380c0dbf2d571c7a1c1dded9f7d
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.3		3cfb1f4170bd6b7535570a7c189d45eadc6b90f2
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.4		5ccd60ca6df37c6f0776b2e00b91279860773676
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.5		d5455c31bfa42bb09828fd19d41a5077b382616b
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.6		c0915b171eae520ec76e7cfdcb2f254b2909ed4b
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.7		6395698469fa8075cb579c20965f59d478ccffca
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.8		5ff836c6b90f8e8a9daea0a04bf1584821e95c00
com.lightbend.akka	akka-stream-alpakka-file_2.11	0.9		6f3cbbf6cee4cb0d531bdbe7b962f126be84a01a
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0-M1		5abc786628730af20d837a39fc804e380c0f87da
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0-M2		edd8ef6554e7c2dd4ae1eafc14ae6ea823bb84c4
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0-M3		5825277cc0b0a86c85a3a3b6732a74eb0ec5e7ba
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0-RC1		ad4abf850b492756f324860e509db409e92c8e35
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0.0		ecb70269135e91b9bbc51e6dc2d438ae4b156ba3
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0.1		0639832ba394fc5697f239138358d57691619a2b
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.0.2		3d284b304c3bd65c2dc0ea72b472f330868f05af
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.1.0		17a201ff8fd570ce4b9f028a588d8058a7c80a61
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.1.1		a77946f12f10077a8336e9ca3f87681e834a9388
com.lightbend.akka	akka-stream-alpakka-file_2.11	1.1.2		de83ed52290ef27e29254ca5c4cf39f9f5e34fba
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.0		d200828228088e41dcb40de03cbca225bf8aaddf
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.0-M1		9caf80d0d4f87af395504c7b9577f59d7c28953e
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.0-M2		c140d60edd6d2ceacee1d45fb820394a8981be81
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.0-M3		9aba00e55067cc4c041daa10d77dd680d35f7b01
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.0-RC1		e06e5becef99b800b5736309929350b699ad9132
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.0-RC2		e22aef32191e507514fea9eba476c831caa4df8b
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.1		91a43fd442829127768cbf700db6b99a713cd6b4
com.lightbend.akka	akka-stream-alpakka-file_2.11	2.0.2		34c43ab7c06137fc5a24d556dec4e3ed5d053a51
com.liguanqiao	grow-mq-core	0.0.1		22ff9d9fba42f012c287e300c5e19faf9830b510
com.liguanqiao	grow-mq-core	0.0.2		5add3da582e100332554de8c6cd22874629a3e24
com.liguanqiao	grow-mq-core	0.0.3		ee47b6bf3bba623eacd6c16e0586cc48408ad512
com.liguanqiao	grow-mq-core	0.1.0		cf930a811ec6358ebaa5446bb870943cfdcc35e7
com.liguanqiao	grow-mq-core	0.1.1		e66c36de6ca055a7c560a1a5122cef2b5f955830
com.liguanqiao	grow-mq-core	0.1.2		e102e141bd13402a87a6e8e47121d1dc367e9e73
com.liguanqiao	grow-mq-core	0.2.0		4f25ff0d724074e565d5f9264c940420fd40abfc
com.liguanqiao	grow-mq-core	0.2.1		5aae742fbf0af2fccd1b04ebe6d0cdfc333b4cae
com.microsoft.azure.network.v2020_06_01	azure-mgmt-network	1.0.0-beta		1d1c3c3c94e56d3abb7dea53f080e3ba1581e5b7
com.microsoft.azure.network.v2020_06_01	azure-mgmt-network	1.0.0-beta-1		76c5085b0048175e452f4e4e54347666f53f6505
com.ntiple	ntiple-utils-jdk8	0.0.2-10		7dfba9e73b972c5ed76d72b5787be0b3c142fd8d
com.pastdev.httpcomponents	httpclient	0.0.5		82929c3d3b8c99c91ecffa5dd40c111a2d477194
com.pastdev.httpcomponents	httpclient	0.0.6		d13218517e50822783d25f2cb4aee2ea1eb00670
com.pastdev.httpcomponents	httpclient	0.0.7		94028ed1a5a85d48707c0802cec000ba6eed2f72
com.pastdev.httpcomponents	httpclient	0.1.0		e7e1f3cabe7dcb8de8f4b65f2f2b363ca9aa3ebc
com.pastdev.httpcomponents	httpclient	0.1.1		fdcde8ad7693f2553c6c7c1a13b00d45dcf93552
com.pastdev.httpcomponents	httpclient	0.1.2		3d6ddaaf43012c96c29493c7f890205289a3e02e
com.pastdev.httpcomponents	httpclient	0.1.3		e94516be9af5c68a8a6d1ada61e4df088bb346f0
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	1.1.1		3ac16f3835992979d9c0041f151f3f8c2903db06
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	1.2.0		c99f336d35af834225a37a8145e99f2ff5846bd9
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	1.2.1		706f0f5711f83eb276b1cc7407d2a81ef392ded2
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.0.0		90f7d307c571290d95d98d5693f50e40f0f455db
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.1.0		dab26a33abdaf8cfa5c3a9309729d6b849ca3b12
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.10.0		796c522222ac7335f67cd22f59f206da5a6e07f9
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.10.1		9f54ae15f306497a64360d84e23e799050aeebb7
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.10.2		6abf7416977fd678d7867d936f15f7a6eb97f01f
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.10.3		29c16011a20dd10d43181d78351cde1d96422ad0
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.10.7		72cf2e1aefbd1bf700954b0fbacbae2e1156e590
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.10.8		5491f03a2bafb1d56102fa38ad9fbeb6b3fb4619
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.11.0		77c468fbd911c1698388e61ea703217991b26f63
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.11.1		04a357bdf96c06410b50c128ef79c9e0a55d760e
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.11.2		6581e57aa75e4cff4e29cec539207c68a465da92
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.11.3		0d7ce6e767fd680309cb7e5ed5f1049d74c5c501
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.11.4		40ea745ffe83247aa100ff8908c7a8d803fc06f8
com.solace.connector.core.resource	pubsubplus-connector-script-artifacts-resource-bundle	2.12.0		80a76c1343d5eed8a60a3d6e5a9993faa63e189b
