HTTPClient	HTTPClient	0.3-3	-	8c601a287ffbf8a89b9c491d5966b999cd71dd8b
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202204282207	-	643e77d6e6ea1510fac4632da57f0755ba3a789e
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202204292205	-	7b19afaa1c3768216c7f31253d93dc51f8e4b6b3
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202204302206	-	ad523e8d6250a11fdccee5260c4b45a0944051b8
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205012205	-	c17274639701ed40bad1e53639d31c4e26fc4d34
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205022209	-	7cfba947efcaef3f6e7513967fa5fbd653e98c2a
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205032206	-	a3408d034df06b53f16205cffb3f5228fcb1451a
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205042205	-	116d0a900199e87888d0898a185627761d967b85
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205052207	-	a4b138d9b3a21350984b01c6341b933b43943ae3
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205062205	-	3eccd43921fb278b1561d3b0b9e0b160139d7320
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205072206	-	ef6dde7eb549f3b3346c3b387f863bad0d5e9de8
io.streamnative	tiered-storage-jcloud	2.11.0-rc-202205082205	-	88a1e074c3586ef0b808974fb3e083ddd4b4fab7
io.streamnative	tiered-storage-jcloud	2.11.0.0-rc2	-	4386253506ecfd00e1f295e2e0f25407ca636b6b
io.streamnative	tiered-storage-jcloud	2.11.0.0-rc3	-	7f5d9bfa4d9f6d8100610643b2b03198a3621f90
io.streamnative	tiered-storage-jcloud	2.11.0.0-rc5	-	4ded73689a9ba57f1c9c26e1ca844efc63668010
io.streamnative	tiered-storage-jcloud	2.11.0.1	-	95698d4067390515a8d3cf6737bc5aedf6f10939
io.streamnative	tiered-storage-jcloud	2.11.0.2	-	08be09196e41edccda98046936337573cb7c80db
io.streamnative	tiered-storage-jcloud	2.11.0.3	-	e027924e08eaac2accddb3d864730ec6661fab2e
io.streamnative	tiered-storage-jcloud	2.11.0.4	-	cf8b70b20bc4b7d667ad6aa8a2e21556c5b0f507
io.streamnative	tiered-storage-jcloud	2.11.0.5	-	ea96c53b36ddb4ed46ee0cc0a36cfbc18f9951c2
io.streamnative	tiered-storage-jcloud	2.11.1.0	-	707a332e608096374b9a7e5e620d2df314808682
io.streamnative	tiered-storage-jcloud	2.11.1.1	-	514667840eb769df42e4227a76dd6a8b23169832
io.streamnative	tiered-storage-jcloud	2.11.1.2	-	9d73d8caff0399f028dd5e251e95c8402ab8750f
io.streamnative	tiered-storage-jcloud	2.11.1.2-arrowstreet	-	e8b3e9bda968ba028c27b8e0b8370603336dee74
io.streamnative	tiered-storage-jcloud	2.11.1.3	-	a20ff85ec7911ed32b441963a0b41e7002e50758
io.streamnative	tiered-storage-jcloud	2.11.1.4	-	14d91142a1df0343ab7e633813c9a34736c3f83f
io.streamnative	tiered-storage-jcloud	2.11.2.1	-	9ec9be3e5e54f4f12f68e9af2c6b20b5499b08ae
io.streamnative	tiered-storage-jcloud	2.11.2.10	-	82dd72867022900143776da6947bf3edb29a501a
io.streamnative	tiered-storage-jcloud	2.11.2.11	-	9ea0ea5e60988f7aec4bb0230e3a2459a1368f02
io.streamnative	tiered-storage-jcloud	2.11.2.12	-	6539236d80a8d191d781c43f84a53fe85b0db88b
io.streamnative	tiered-storage-jcloud	2.11.2.13	-	02a701aedcc986265ddeaa44fa1d0d078d5da06e
io.streamnative	tiered-storage-jcloud	2.11.2.2	-	3b62bf66739ebaaefcc7431073c4de9f633a53f8
io.streamnative	tiered-storage-jcloud	2.11.2.3	-	a9447c3fc8a8c350d461d2b8bdf6043ca1ffe0d5
io.streamnative	tiered-storage-jcloud	2.11.2.4	-	4b3a022c22d4952e3dd69a26ac160526ea1c904a
io.streamnative	tiered-storage-jcloud	2.11.2.5	-	04de2696743e21c6c2b728a32de3aaaee957f719
io.streamnative	tiered-storage-jcloud	2.11.2.5-7330b5	-	062de3392e216b70dc41be13e9854486b3072bdd
io.streamnative	tiered-storage-jcloud	2.11.2.6	-	870793468a38523a2d8d6d6fa0e122fb129cc2d6
io.streamnative	tiered-storage-jcloud	2.11.2.7	-	0aa585007219a2004857a65dffe116af90b0cfb7
io.streamnative	tiered-storage-jcloud	2.11.2.8	-	f63f4df7c7152dd1b4b5a96d7ab3c6ddc213ab0f
io.streamnative	tiered-storage-jcloud	2.11.2.9	-	4a4c49b21389b6aaf874adead5867eb9ae22e251
io.streamnative	tiered-storage-jcloud	2.11.3.1	-	7542c4173675d37511e146414fbf5be5a236e781
io.streamnative	tiered-storage-jcloud	2.11.3.2	-	10583e15483e6b59cd342145bcab83ff604d72fc
io.streamnative	tiered-storage-jcloud	2.11.3.3	-	ee1d2a6779e11c393f1068d95534ccc91e491f98
io.streamnative	tiered-storage-jcloud	2.11.3.4	-	1ff5afe3363d1183cde4cc3ae0538608ce8c6c7d
io.streamnative	tiered-storage-jcloud	2.11.4.1	-	c7660677d1e38f08024808c32d98277e7daf95db
io.streamnative	tiered-storage-jcloud	2.11.4.2	-	f8dc1fe70475f23a11c50e38b6bfebdb6563ff3c
io.streamnative	tiered-storage-jcloud	2.11.4.3	-	58345684896ad6de9487b1670b7817623f363a0a
io.streamnative	tiered-storage-jcloud	2.11.4.3-22cb86	-	a4ba59dc853f412ba23f9d02608f909245ddac4e
io.streamnative	tiered-storage-jcloud	2.11.4.3-d49e2f	-	af7e2d352c08fdd49554727495d0ff56019a575a
io.streamnative	tiered-storage-jcloud	2.6.3.1	-	db2d759f70a01627b89c0e4e631b9dbc362c17b0
io.streamnative	tiered-storage-jcloud	2.6.3.4	-	2e5a4860bbd6f023f3fcf6f0ed2e2794e97ea115
io.streamnative	tiered-storage-jcloud	2.7.0.6-patch-3-1	-	0a5ab1ff7f2bca3369da9abfaadc3ec2d4da9b66
io.streamnative	tiered-storage-jcloud	2.7.1.4	-	189d77ec3ad58a616845c383ea464011953a857d
io.streamnative	tiered-storage-jcloud	2.7.1.5	-	4758353e6272924944d8d1d616ee4b815bf45a90
io.streamnative	tiered-storage-jcloud	2.7.1.5-rc-202104301334	-	55c5b5644891c62977fd25811b63dd6a59dee856
io.streamnative	tiered-storage-jcloud	2.7.1.5-rc-202105051501	-	6d73e4417f211e13a159893142ab92c99cfce0a7
io.streamnative	tiered-storage-jcloud	2.7.1.5-rc-202105062307	-	302ab94c3a897436f52eb57a60727f4bb53f190d
io.streamnative	tiered-storage-jcloud	2.7.1.5-rc-202105072323	-	7b61f3b01b380e880b3db914a5ff72e4d0f828a4
io.streamnative	tiered-storage-jcloud	2.7.1.5-rc-202105081130	-	fca57325967f88909c3b1711a7991b33d2d2ecb9
io.streamnative	tiered-storage-jcloud	2.7.1.5-rc-202105090530	-	dd585247c145140801abd0cf8154e13a427c4e59
io.streamnative	tiered-storage-jcloud	2.7.1.6-rc-202105101340	-	9a76648b5d4666506fa736f5e4d7e09badfc30d8
io.streamnative	tiered-storage-jcloud	2.7.1.6-rc-202105110507	-	93760f29dc62104eea2c55c6e13e755d35fbbb68
io.streamnative	tiered-storage-jcloud	2.7.2.0-rc-202105080004	-	56bdea189c8c898fe7cfa737f2071fba910fa61f
io.streamnative	tiered-storage-jcloud	2.7.2.0-rc-202105080044	-	d55abfae639b90bc7df2d8d8cc954a634a2931a8
io.streamnative	tiered-storage-jcloud	2.7.2.0-rc-202105080149	-	ea5b75eb3b7ed07955f15b99c038e10422d3e02e
io.streamnative	tiered-storage-jcloud	2.7.2.1	-	06a9b418c39acbeb5ba51d1edc2572bef0eec144
io.streamnative	tiered-storage-jcloud	2.7.2.1-rc-202105121338	-	3e3a5e6f279e2702185a88061222f81d0f35af31
io.streamnative	tiered-storage-jcloud	2.7.2.1-rc-202105122132	-	1b74f31b9b20e7ba1ae26bdb9084a17cb193cee3
io.streamnative	tiered-storage-jcloud	2.7.2.1-rc-202105130808	-	8540098a27f5c74e6b0e02c3e5229c44cc12f5ee
io.streamnative	tiered-storage-jcloud	2.7.2.1-rc-202105140121	-	000e7ecb324026734b177e16bbbc70822330369e
io.streamnative	tiered-storage-jcloud	2.7.2.1-rc-202105140643	-	e7dcb36a90ccda0932859e22db72eb8e3a549ae8
io.streamnative	tiered-storage-jcloud	2.7.2.10	-	63d64b025ae6fefec46dfdc7dd3f72b436ef25f2
io.streamnative	tiered-storage-jcloud	2.7.2.10-rc-202108092318	-	1df2acbaf4fe02df3729f5cf55f5d54a105f57fd
io.streamnative	tiered-storage-jcloud	2.7.2.10-rc-202109061352	-	9e1c23c1f5a0eea31bd21444872c0070526c8fea
io.streamnative	tiered-storage-jcloud	2.7.2.2	-	a4a293cd8dc1ae574b72dccebcaa960fd893b9df
io.streamnative	tiered-storage-jcloud	2.7.2.2-rc-202105202227	-	007edbe0072a0984454933f14e623592aa709265
io.streamnative	tiered-storage-jcloud	2.7.2.2-rc-202105210450	-	23bfd92631e083fe2c740f39dd4ea546489bd03f
io.streamnative	tiered-storage-jcloud	2.7.2.2-rc-202105210936	-	b27d0be8c894edcbf9171ffc0f10a4bd63b2d9bb
io.streamnative	tiered-storage-jcloud	2.7.2.2-rc-202105211617	-	b264c117719020856ec0cf35a76b14ea880abb6e
io.streamnative	tiered-storage-jcloud	2.7.2.3	-	11ead5c103a3bbb9b582fc25cbc16c62d70b4b67
io.streamnative	tiered-storage-jcloud	2.7.2.4	-	8f412a64a744dd62790f50c8554ee484edfeb1df
io.streamnative	tiered-storage-jcloud	2.7.2.4-rc-202106030805	-	cdc3bb8b6da8a818795cc45a272df700d42aefc6
io.streamnative	tiered-storage-jcloud	2.7.2.5	-	ba45e3dfb79fe6bd76db37af495cf6268555beb4
io.streamnative	tiered-storage-jcloud	2.7.2.6	-	ae1b40398ee9962f412b6763db0007286ba7e8c9
io.streamnative	tiered-storage-jcloud	2.7.2.7	-	3440e9d97306c4ccd554408c807eb0062547e8ea
io.streamnative	tiered-storage-jcloud	2.7.2.8	-	286db8fe7d3b438328844d3bc6830459ff8d9dc0
io.streamnative	tiered-storage-jcloud	2.7.2.9	-	ed1d1906a7a52d416eb9f5d3fa423b7b769be9f9
io.streamnative	tiered-storage-jcloud	2.7.3-rc-202107191425	-	dde02d1c3a1e3a28477e6ca19be3189988c3d0c2
io.streamnative	tiered-storage-jcloud	2.7.3.0	-	9b2bc863fa2396b5bc234f7c841980a8680e1b4a
io.streamnative	tiered-storage-jcloud	2.7.3.1	-	3c20ff708e0764533a8468421645dcde2496913c
io.streamnative	tiered-storage-jcloud	2.7.3.2	-	aa0211489447d477ac90016f101e8dc0f65972c5
io.streamnative	tiered-storage-jcloud	2.7.3.3	-	320e9507e95012e39bf20eb2fc3952a080d50fe4
io.streamnative	tiered-storage-jcloud	2.7.3.4	-	c721a105c63334c7b081607dd0559b555e9e0ca9
io.streamnative	tiered-storage-jcloud	2.7.3.5	-	f5d77720df98aa918200ed4aaa2aed70214932c5
io.streamnative	tiered-storage-jcloud	2.7.3.8	-	2c311f85de796cd019a947e582e0af8d76006ec0
io.streamnative	tiered-storage-jcloud	2.7.3.8-rc-3	-	2595232de08de60e8a8627a05af9b44fb9df59e8
io.streamnative	tiered-storage-jcloud	2.7.3.8-rc-4	-	394e99fbed831a479de9c949b0d34ee371c12e3a
io.streamnative	tiered-storage-jcloud	2.7.3.9	-	75ef51f147bb1101da33bc86ab71ab128441dae0
io.streamnative	tiered-storage-jcloud	2.7.4.0	-	68621b23f12f65b529ec4306d0417877cbf25e95
io.streamnative	tiered-storage-jcloud	2.7.4.0-rc-0	-	04129c992c09aa053dabc9e3c38396445316a29a
io.streamnative	tiered-storage-jcloud	2.7.4.1	-	c06892fe90357364bd4bc256cd789d7c24ec9a27
io.streamnative	tiered-storage-jcloud	2.7.4.2	-	db5a78d7f94f509443bf73a9cfe69f038984c9eb
io.streamnative	tiered-storage-jcloud	2.7.4.3	-	349565a74c874fe9d972e0d28ca40c74bfbfece9
io.streamnative	tiered-storage-jcloud	2.7.4.4	-	dd691efe4a8ab36437f03baeb2005acd47013648
io.streamnative	tiered-storage-jcloud	2.7.4.5	-	7cb0ceac85940df399a937773a4354ab70e199d5
io.streamnative	tiered-storage-jcloud	2.7.4.6	-	63f617fdadf3ec98d496df2d238e8bb1ebe656a9
io.streamnative	tiered-storage-jcloud	2.7.4.7	-	d9c6afd62d664028b57f189411b1425544bd9116
io.streamnative	tiered-storage-jcloud	2.7.4.8	-	617d016dfb00001ce9ed2cb93bc891093114be8a
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105092228	-	e4469de94b9406ccdbc3e2c9551865a274409b99
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105122233	-	d83ac1d26691451b32c167269768c6fcc06aa686
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105130146	-	9e8470901ff8164d85499d804eb2347d06bbfd9d
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105130910	-	9ea4ed9dd28ae26cddae57bcd99fb84a437acc93
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105132206	-	bf40c3b49a46c85129820fd7022e5688908230b5
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105140121	-	d37046b407d0b983eb879816b749cf4fae6d27e0
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105170207	-	34826225b70661a2a887486c0107e3d255b13771
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105170246	-	d100f5b3ef5a0121337e0c633c534e7a4989e1af
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105170423	-	eb88098f5c15c940ca9e38fa6efaec71026eef4a
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105170904	-	60c269c298050f356658a58d27f7d1df43c7a0d7
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105172205	-	65c723a530ddb97e11bb520a5c121b0e6245226c
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105180414	-	568aa310f9a66fc9c591421c4632c5db4edd534a
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105180723	-	5797fa082379b168bef4b4bb1836ec72c0963ff1
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105180724	-	bd4f522e7c69ca5f4fbbc5cee6b7251e903945a5
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105182205	-	c5384500a24f5d8b47cf2c037a232da9dd3e631d
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105250951	-	9b243fe035a781e1cc14ae0c8899207d81e046ee
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105251229	-	79518b7f413a165c9e10652173645c9f135b305a
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105252205	-	eeff3e5c197a8f3ea396a87406f85ba25cd116b8
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105262207	-	1b34bff4fbc04891943625be60e71027a6692957
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105272208	-	adc733ca00cb6d8268d49bcd79634a03c2bfb503
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202105291235	-	d36ccd28b579a418689c3882e1b478125698c7dc
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106012229	-	716f45d9ea4ecd24ea1b14c161c3c432d4f35b8c
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106021617	-	fe0dc7676d725976ca83d0fafab9c4f3d2f38318
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106022226	-	05ec29fcbb6faa6b527df6bc610550086e1a79d5
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106061908	-	c26bc0d86df063a32b7653f4d6a70e404ad8b8e1
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106062208	-	ca949cfe5da7f7365b131b99f94f366cd6b0b527
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106071011	-	bb13dc7e0647befdcad519dcbdd2b3ffc206f3eb
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106071406	-	965447126d4d31ad1398e6ae386ac6e22babd30c
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106071430	-	799af5eab51a18fcb7ad38baebe4a0ce7d688801
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106091215	-	7e24996c600c011f64e5085aed75cec77fd4560a
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106121432	-	9318f4145eec1fefd22b92a8f2d0da3c2d4b1151
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106121853	-	55b1640737d4e0e4f3bd61e134175d6a6d83484c
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106151014	-	e69c38a6db39969aa60edefffb5d50e9d020fdc0
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106151655	-	d2a5a404af91fdaca97f8feb09eab21444b27b70
io.streamnative	tiered-storage-jcloud	2.8.0-rc-202106151929	-	ee844e4baeb22c606a95a8d8afdf4511aedb3661
io.streamnative	tiered-storage-jcloud	2.8.0.1	-	dec46a35c0ccf9bdcd6451bac12ecbf6defd9551
io.streamnative	tiered-storage-jcloud	2.8.0.10	-	13cb2d00bf64c4d02a5e50f63b92ffaa13c2ac39
io.streamnative	tiered-storage-jcloud	2.8.0.11	-	c2ee2898000f38b349cea9e28588871fc9da4714
io.streamnative	tiered-storage-jcloud	2.8.0.12	-	58c4bb59af60dc2b48f3c28498e056350dd345dd
io.streamnative	tiered-storage-jcloud	2.8.0.13	-	098ee463117f31ffa2f61bf76bd7fb432fc9f5b8
io.streamnative	tiered-storage-jcloud	2.8.0.14	-	f7ec859fd304115b88cb803771a54047af436aff
io.streamnative	tiered-storage-jcloud	2.8.0.15	-	d19a81b7ffb24f179f717889f77a06efc2e1e7a8
io.streamnative	tiered-storage-jcloud	2.8.0.16	-	f5bb76e778d4034dcf1ddc5537c1171909da4979
io.streamnative	tiered-storage-jcloud	2.8.0.2	-	ba3c7b7071f284683ddc9332ce8688df4aeba8e1
io.streamnative	tiered-storage-jcloud	2.8.0.3	-	5328220c784070b6e58733c1f1b938a690fa5771
io.streamnative	tiered-storage-jcloud	2.8.0.4	-	20dc23f6d46bcfc5ea6d258ee848118ea6b21271
io.streamnative	tiered-storage-jcloud	2.8.0.5	-	8aed9ce50c1016e0b8ac54952624861b418d0ede
io.streamnative	tiered-storage-jcloud	2.8.0.6	-	f636b2c878c96df494b9882840330729ba05911a
io.streamnative	tiered-storage-jcloud	2.8.0.7	-	0f4e9019bb29c2a10516a7d1c75353b7ddbdb550
io.streamnative	tiered-storage-jcloud	2.8.0.8	-	190a86ac7425d1cd1d818d50063eb12006b74ff4
io.streamnative	tiered-storage-jcloud	2.8.0.9	-	c4b569cedb4faa0d5ede1c0e3021bc8b3c715c2c
io.streamnative	tiered-storage-jcloud	2.8.1.0	-	f4bf2c54c56f53051e20fdc80cd2b7461770b04a
io.streamnative	tiered-storage-jcloud	2.8.1.1	-	70a153eefa9f18d409e8bd61122136f5e4bf5afb
io.streamnative	tiered-storage-jcloud	2.8.1.10	-	f65fa206b03f19403b83aa5d9070d4d0f38a4a27
io.streamnative	tiered-storage-jcloud	2.8.1.11	-	a1ee92aff717cb34a917e6f853b612dfdd22da18
io.streamnative	tiered-storage-jcloud	2.8.1.12	-	455081c4f32dcce1b702520cbe8e9669841e0302
io.streamnative	tiered-storage-jcloud	2.8.1.13	-	4b3db123bdc5e6bec059e7e91cd1acb747869c16
io.streamnative	tiered-storage-jcloud	2.8.1.14	-	1bd7b0231548e4d82ae62ce3990bff28ce10a4de
io.streamnative	tiered-storage-jcloud	2.8.1.15	-	b68aa0f53918be0cb02c6c51daa59b51d5ec1604
io.streamnative	tiered-storage-jcloud	2.8.1.16	-	ec0cb469645979e75372fbff874d128a41f2c661
io.streamnative	tiered-storage-jcloud	2.8.1.17	-	99da35a9e97d7741284508ffc8b4bc045c639ff6
io.streamnative	tiered-storage-jcloud	2.8.1.18	-	34cef6f9075d38cc4bfa1141f9c9fb273ae53a32
io.streamnative	tiered-storage-jcloud	2.8.1.19	-	076b0f19d7a9df3db4b2d50a741526186632b675
io.streamnative	tiered-storage-jcloud	2.8.1.2	-	984512859d9ecead1c47f068f65317f82329065f
io.streamnative	tiered-storage-jcloud	2.8.1.20	-	8df093f7ab74a96b57010e3735e4a0fba6d5d23a
io.streamnative	tiered-storage-jcloud	2.8.1.21	-	e4938ca0cf6173fc2a97920b41fd4672b99b6002
io.streamnative	tiered-storage-jcloud	2.8.1.22	-	3fd458307601fc482ef7d9980fd7eb0f139875f4
io.streamnative	tiered-storage-jcloud	2.8.1.23	-	712d7430143a2a712b92660ac297e8794dd6d507
io.streamnative	tiered-storage-jcloud	2.8.1.24	-	ea2a8203d111b210a0801a07b7140b596fba75b7
io.streamnative	tiered-storage-jcloud	2.8.1.24-rc-0	-	5af1cd93f451bef7a49ca8832be1c0d74004337f
io.streamnative	tiered-storage-jcloud	2.8.1.25	-	2b7c41c3d0fdc3c63a12bb1c1f068b53c3132b61
io.streamnative	tiered-storage-jcloud	2.8.1.26	-	b0bb0f8cabc7ee2a6b7829e1b945ae93612ce5b1
io.streamnative	tiered-storage-jcloud	2.8.1.28	-	2d7058f0d97c52bdd60bcfd59bfd30ddad4e1645
io.streamnative	tiered-storage-jcloud	2.8.1.29	-	48c5db37b70872e0f61ed1fde06b692eb00f2c6e
io.streamnative	tiered-storage-jcloud	2.8.1.3	-	339081caba59c2272d3a1e5864b5fb281447b8dc
io.streamnative	tiered-storage-jcloud	2.8.1.30	-	ff62a743f5dbc383ae7cbe05509b9806a34929e2
io.streamnative	tiered-storage-jcloud	2.8.1.4	-	c9a4bb002a1d374541a449d218d1ebdaad0d3e7b
io.streamnative	tiered-storage-jcloud	2.8.1.5	-	50288c22d4754b409b32419355eccbb940979a2b
io.streamnative	tiered-storage-jcloud	2.8.1.6	-	35fcd3aaf85d285e42b131fc5ba83f00ca567e72
io.streamnative	tiered-storage-jcloud	2.8.1.7	-	b69a43a52c1707a5238b5797cf647eff4b281d4a
io.streamnative	tiered-storage-jcloud	2.8.1.8	-	ee44ddfbe5e2e0169427a25a78f9feb6a9480fd9
io.streamnative	tiered-storage-jcloud	2.8.1.9	-	34f0548531e0aec54e6f99587e41215751bbb3fb
io.streamnative	tiered-storage-jcloud	2.8.2.0	-	a86c3477e76471b4d3246f12d3d0c631c7742efb
io.streamnative	tiered-storage-jcloud	2.8.2.1	-	fab62ed0a5dc2c1de9247ff72fc03add1375d3ea
io.streamnative	tiered-storage-jcloud	2.8.2.1-rc-3	-	cb3698e78becb85cc01f25c5ca0a3fd75e672425
io.streamnative	tiered-storage-jcloud	2.8.2.10	-	07f1692d25b4c8ad63291bb480a1216268ce2bef
io.streamnative	tiered-storage-jcloud	2.8.2.11	-	e404c80bb467846fd4a27b9f20b4090ce568ed22
io.streamnative	tiered-storage-jcloud	2.8.2.12	-	7aa9ce6ac2efe2996359b613345fcbd7e4b8b393
io.streamnative	tiered-storage-jcloud	2.8.2.13	-	44387e2b9ed68c887420f8fa7d2b74ac5dbfeaf0
io.streamnative	tiered-storage-jcloud	2.8.2.14	-	c5db2ee5e1445e13670b8ea661af99d91a50ba32
io.streamnative	tiered-storage-jcloud	2.8.2.15	-	3755a338bd8cd1ca86d86596960bb50977e9b7e9
io.streamnative	tiered-storage-jcloud	2.8.2.16	-	7b498bbe491a29c4dc2c66b27a259ff3cd3e9d59
io.streamnative	tiered-storage-jcloud	2.8.2.2	-	0c4de11b689c20e4ca3bec6f6787b78e68f39465
io.streamnative	tiered-storage-jcloud	2.8.2.3	-	25799ad5571eb1203e4ae769ed9db8261e15bfbd
io.streamnative	tiered-storage-jcloud	2.8.2.4	-	ff06386c8ad202287a3588008f4e9f8fc2099f9e
io.streamnative	tiered-storage-jcloud	2.8.2.5	-	6e5c5496ca4e9feb9a91aa20728028eee7eb55ec
io.streamnative	tiered-storage-jcloud	2.8.2.6	-	fc1bb4fdfc59c707c9b1d5365917e4d1d1c29a97
io.streamnative	tiered-storage-jcloud	2.8.2.7	-	825f6a8d03854a023069e53405bfb3286935dfda
io.streamnative	tiered-storage-jcloud	2.8.2.8	-	08cae5d810c36a401826d834b94d54f46c9781e7
io.streamnative	tiered-storage-jcloud	2.8.2.9	-	aa13116e1a816f2ff55caa02b253e0fcc6fed08d
io.streamnative	tiered-storage-jcloud	2.8.3.1	-	149b359fb4d99913e84593318d523f73ae1c7124
io.streamnative	tiered-storage-jcloud	2.8.3.2	-	06e9196748a191797fc981094862382ae1e2b046
io.streamnative	tiered-storage-jcloud	2.8.3.3	-	a27dd0ec39572b787eded7c529b2e754d1e78a54
io.streamnative	tiered-storage-jcloud	2.8.3.4	-	e95eb095ace7c446cd69ca21b2a93767a7a42455
io.streamnative	tiered-storage-jcloud	2.8.3.5	-	979d8eef8b2c52b98536d12c26de3563bdf8b979
io.streamnative	tiered-storage-jcloud	2.8.3.6	-	7d72f59e60e0e8bec726052317a9fab70d9fca1a
io.streamnative	tiered-storage-jcloud	2.8.3.7	-	cde5ded7058436b93b2f6c247e7fcb9e02d12c2e
io.streamnative	tiered-storage-jcloud	2.8.3.8	-	8ee317d7adc1abf9ee8d24307d09e8886a73b973
io.streamnative	tiered-storage-jcloud	2.8.4.0-rc1	-	f6ea25d0097399a3390af3686077800fcf2a82d1
io.streamnative	tiered-storage-jcloud	2.8.4.1	-	f408cb13068766f43299694ca43643b24e290ec7
io.streamnative	tiered-storage-jcloud	2.8.4.2	-	a465433c7a2dc65f29b4a28d14ac72412ededfc1
io.streamnative	tiered-storage-jcloud	2.9.0-candidate-4	-	5758e2859793963a8f293d93c87fdd2e8a147271
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106092205	-	14b48e0e7a8e98cd68ea9ec4dceeced84ed977bf
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106122205	-	6033a795c2fbfa58607dab5891f9532919792374
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106132205	-	e9e1ff916b663a1d441afa99ba0231dfc1225fc5
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106142205	-	ac1be55ea2a36ddfeaf34da61ff4ee7326870eb9
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106161005	-	06d0b979b81c71108935bb031d2663aa0cc79f0b
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106162205	-	5d0849ebae3ed3ce4a6ae227f6e282345b701c0e
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106191455	-	e3910ce61de181c9c4130eab6a4cf425c1fcb265
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106192205	-	3f6943b9a64c48bda3637546451e8bcf7f1b299e
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106201258	-	882b23a780a881fea8efc07fb20af5ab9148a91f
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106202206	-	4cca4f2c3835a188b699bd12a0a3873178afc3ef
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106222205	-	df1b8aec921b85f9f50a8a9b5477358b36a6cd39
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106232205	-	a600158b018a2970ec6f138d1ba96d6777e4829a
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106242205	-	ee3c6080c11d9331d7e7d056c2183f5e5ea8fde4
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106262205	-	740e3bc0f0715afb8984a98d104a6aaca76b4aa8
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106282205	-	82f19dcfe746b5adf8e3d279648f52217cda2a1f
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106292205	-	d6b580d3c9ad318a1f3dba11e3f7fdaa480dfb1e
io.streamnative	tiered-storage-jcloud	2.9.0-rc-202106302205	-	805f9a466a5c1690c6affede8e85b242bd49514e
