cn.zhangqin56	zq-common-utils	1.0.3		e090bbb1b8dd8af8a6dcdc491b15ad3b76ac980a
com.dimafeng	testcontainers-scala-mariadb_2.11	0.41.0		cedba9ddd91bc8e5ed755969b96d110c02adfffe
com.dimafeng	testcontainers-scala-mariadb_2.11	0.41.1		f4ab388e6636c9338e340a636ae5f706d7ee4ce8
com.dimafeng	testcontainers-scala-mariadb_2.11	0.41.2		9521d30184354236cfdcb524ea80623b43fd15b9
com.dimafeng	testcontainers-scala-mariadb_2.11	0.41.3		27a702380a014eefcd4e3c36ae1c67711d602be3
com.episode6.typed2	core	2.0.0-alpha01		N/A
com.episode6.typed2	core	2.0.0-alpha02		N/A
com.github.fangjinuo.audit	audit-spring	1.0.0		db6f1d09fe691a3f13d2644540ca8dd954e1f295
com.github.fangjinuo.audit	audit-spring	1.0.1		a3723f3b99bc61596482f71a9bf463e58306523e
com.github.fangjinuo.audit	audit-spring	1.0.2		f512208ced61838fbe1ec2ca0169712b477df245
com.github.fangjinuo.audit	audit-spring	1.1.0		597143984c04ead5bce481665e55f3de7b6d4e43
com.github.fangjinuo.audit	audit-spring	1.1.1		b640ea33e6f57e348cfca267a7e57a73d8fcde2b
com.github.fangjinuo.audit	audit-spring	1.1.2		f208fcbefda9a21587b9fc8e2adfcc044051fdfc
com.github.fangjinuo.audit	audit-spring	1.1.3		cc2d354caa2b576caa0175a6bbbccdc546aa5d91
com.github.fangjinuo.audit	audit-spring	2.0.0		cdbe5b9221bbf16e20a2b9774c0d45569b1a7c03
com.github.fangjinuo.audit	audit-spring	2.0.1		b37a19c891402ba381d85e443c89de01b5aedf86
com.github.fangjinuo.audit	audit-spring	2.0.2		1c1b4840c07063cb9d9a5c6b4d177acdc2142664
com.github.fangjinuo.audit	audit-spring	2.0.3		24488ff8c334103364d7261274660657c06a7c89
com.github.fangjinuo.audit	audit-spring	2.1.0		93dd0bccea8b1f5a03809c780d60de45e6aa9313
com.github.fangjinuo.audit	audit-spring	2.2.0		5ba9fa9d622aac2ca09e1fca34a5f5d8095f17bc
com.github.fangjinuo.audit	audit-spring	2.2.1		a469fab62ca2dec034cb5bff6c002aa3c1d99127
com.github.fangjinuo.audit	audit-spring	2.2.2		272db4cab8dfbb1fc8eca817ec06bdf92237f956
com.github.fangjinuo.audit	audit-spring	2.2.3		aee03cd1168df8722f9cdde554843ab22c8f493a
com.github.fangjinuo.audit	audit-spring	2.2.4		2f5292282d97d8e0cb4cc242dd42ff21350c2e4b
com.github.fangjinuo.audit	audit-spring	2.2.5		bab4e5d663631c17a581553b95bef15767f79a8d
com.github.fangjinuo.audit	audit-spring	2.2.6		a9bc9adbe688cc7afc78889f7fe2796b337b1e00
com.github.fangjinuo.audit	audit-spring	2.2.7		1fb7576a82c36bf963169712c91af20a9de0ba17
com.github.fangjinuo.audit	audit-spring	2.2.8		5a3de78b889452f905ee733078797c24abc3ca41
com.github.fangjinuo.audit	audit-spring	2.2.9		b7e675944d0505914dcd57d5080284cce6867a3b
com.github.fangjinuo.audit	audit-spring	2.3.0		1c847929fa629896fb522436f50bc1d6ff4a7e52
com.github.fangjinuo.audit	audit-spring	2.3.1		4c3b2bb67148a121a8f36aceefc2107ec7cfdb42
com.github.fangjinuo.audit	audit-spring	2.3.10		6dc85f382a033acfd400c3e47f5f4c4239177e81
com.github.fangjinuo.audit	audit-spring	2.3.11		77cdb6fbd421530af1cc3ec3f8583dd6e61bab97
com.github.fangjinuo.audit	audit-spring	2.3.12		daf6b62b739e6447b64922440d47a867ecbc2b70
com.github.fangjinuo.audit	audit-spring	2.3.13		22ca1fe56277a2cbbf800db8c8a6992f017b054a
com.github.fangjinuo.audit	audit-spring	2.3.14		05eef4f97a3172cf34a5417666f07419f3580ceb
com.github.fangjinuo.audit	audit-spring	2.3.15		a62d59aae7b3b336cf836e8da34abd19cc246d69
com.github.fangjinuo.audit	audit-spring	2.3.16		c359a1149e79e094971769d7c38f2f2de81c0d94
com.github.fangjinuo.audit	audit-spring	2.3.17		4b9b019d11d58725ce698a566e54d25d27bbfd00
com.github.fangjinuo.audit	audit-spring	2.3.18		e868ed5a2262a935f9297d0b53a097d9c4b913c7
com.github.fangjinuo.audit	audit-spring	2.3.19		38b1a740501d24aa54d600f28e5277f695050d90
com.github.fangjinuo.audit	audit-spring	2.3.2		c78bf4d072e80c20865eadea8f2175780b0e2687
com.github.fangjinuo.audit	audit-spring	2.3.20		c572d9743678803c94d71d63fe7fc730e67759ae
com.github.fangjinuo.audit	audit-spring	2.3.3		4dd3897b7bcc218f6cc4e04e28e66c224a943e62
com.github.fangjinuo.audit	audit-spring	2.3.4		3e7e55913037dd880a956e7f796a60e0fa6ae7a1
com.github.fangjinuo.audit	audit-spring	2.3.5		58dedb45ba3e99efe818f891e6ab0f2c3b0ba27e
com.github.fangjinuo.audit	audit-spring	2.3.6		f6ada7f6953ce30f6f74af786a5431cbe706f8e5
com.github.fangjinuo.audit	audit-spring	2.3.7		e9c897ae4d649d9c8e429fdbd8b33d52b5782fc1
com.github.fangjinuo.audit	audit-spring	2.3.8		4d27d2723ee5e9bc9a7d3a6b37380ece81df0a17
com.github.fangjinuo.audit	audit-spring	2.3.9		65f8505b52860e19fc75901d68b851c38d9b4904
com.github.m50d	paperdoll-core	0.4		37d010b6e545b932c3f186c772e5f7c4cf7b430e
com.github.m50d	paperdoll-core	0.5		347f4183754c1943c19e379b19fce4b07904a7f2
com.github.mstream-trader	commons-guice-ratpack	1.1		993384439d3b23d613b1c751be75a0f5cbed2c97
com.github.mstream-trader	commons-guice-ratpack	1.2		f8d2f6b120e3806f01845be8be63b895c83a947e
com.github.mstream-trader	commons-guice-ratpack	1.3		066a7a028fe49cb1f664b72798a6fa707afdbb1c
com.github.mstream-trader	commons-guice-ratpack	1.4		e3b8088cb3621818633b95066c7a3d056e0b3139
com.github.mstream-trader	commons-guice-ratpack	1.5		64bf3a34ff6170d7ee131de59e1dc561b3275b63
com.github.phillip-kruger.javaee-servers-parent	example	1.0.0		N/A
com.github.phillip-kruger.javaee-servers-parent	example	javaee-7-v3		N/A
com.github.phillip-kruger.javaee-servers-parent	example	javaee-7-v4		N/A
com.google.cloud	google-cloud-iamcredentials-parent	0.43.0-alpha		N/A
com.google.cloud	google-cloud-iamcredentials-parent	0.43.1-alpha		N/A
com.google.cloud	google-cloud-iamcredentials-parent	0.44.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	0.44.1		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.0.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.0.1		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.0.2		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.1		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.2		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.3		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.4		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.5		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.6		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.7		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.1.9		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.2.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.2.1		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.2.2		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.2.3		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.2.4		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.2.5		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.3.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.3.1		N/A
com.google.cloud	google-cloud-iamcredentials-parent	1.3.2		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.1		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.10		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.11		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.12		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.13		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.14		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.15		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.2		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.3		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.4		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.5		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.6		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.7		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.8		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.0.9		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.1.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.10.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.11.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.12.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.13.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.14.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.15.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.16.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.17.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.18.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.19.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.2.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.20.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.21.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.22.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.23.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.24.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.27.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.28.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.29.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.3.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.3.2		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.3.4		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.3.5		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.3.6		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.30.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.31.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.32.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.33.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.34.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.35.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.36.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.37.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.38.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.39.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.4.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.40.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.41.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.42.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.43.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.44.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.45.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.46.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.47.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.48.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.49.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.5.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.51.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.52.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.53.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.54.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.55.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.56.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.57.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.58.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.59.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.6.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.60.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.61.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.7.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.8.0		N/A
com.google.cloud	google-cloud-iamcredentials-parent	2.9.0		N/A
com.googlecode.flyway	flyway-maven-plugin	0.6		898dfa586c0e067bcb424d7fecb323a77401004f
com.googlecode.flyway	flyway-maven-plugin	0.7		6670b8b58a7202e6c5c4bfa605229665cfd3c117
com.googlecode.flyway	flyway-maven-plugin	0.8		23b147b456f7c63c5a63b6552d5a1346d5ac7391
com.googlecode.flyway	flyway-maven-plugin	0.8.5		ddb5013802258d54ce5a9b0ba36d1b32ee4fa829
com.googlecode.flyway	flyway-maven-plugin	0.8.6		c591d1cfc91426741bdf5022199a25f1e747e458
com.googlecode.flyway	flyway-maven-plugin	0.9		48f00367aa8a74645374c34d40e7d5596a87050b
com.googlecode.flyway	flyway-maven-plugin	0.9.1		50aa4f1b20f4e739932ad969ffb6ad6eae04f4aa
com.googlecode.flyway	flyway-maven-plugin	0.9.2		944def4e3f6a80451ed8e110784a58ad62d40e02
com.googlecode.flyway	flyway-maven-plugin	0.9.3		976e70cf84c7f374ee0cc7e29fa954cbb82e8b6f
com.googlecode.flyway	flyway-maven-plugin	0.9.4		2602fa061778b55f391b11945c3a29bcd50b5595
com.googlecode.flyway	flyway-maven-plugin	0.9.5		bec73a657a9925c8872c7a2ac974c595afe0d87e
com.googlecode.flyway	flyway-maven-plugin	1.0		09357db5a49457019574138b825128a9f6a421db
com.googlecode.flyway	flyway-maven-plugin	1.0.1		80c428725a2af47287d5abda553475efee23d0c9
com.googlecode.flyway	flyway-maven-plugin	1.1		397aa12591a624ec346292d820d19b803dc4d136
com.googlecode.flyway	flyway-maven-plugin	1.2		58115e9db6867a06704922dbf50e0044392f540c
com.googlecode.flyway	flyway-maven-plugin	1.3		9d47012d0fdfae2ed4433bbfb628514b61d44345
com.googlecode.flyway	flyway-maven-plugin	1.3.1		1e5e177fb5dc136505a8cdbf7ed9f7b1ee3d70fb
com.googlecode.flyway	flyway-maven-plugin	1.4		1f2b809e265da7e5d0255e9862ceb3838025ca3f
com.googlecode.flyway	flyway-maven-plugin	1.4.1		c526042885b7cec119dda46340a3586c976b3686
com.googlecode.flyway	flyway-maven-plugin	1.4.2		532deb34880e80e1a5f67897872a4b6fbd8470d4
com.googlecode.flyway	flyway-maven-plugin	1.5		5af46b65fc8872a8136b8d55cc5f3e76f7f49836
com.googlecode.flyway	flyway-maven-plugin	1.6		35751220aee606ff73d6583aa3d51d9e4c9bfca4
com.googlecode.flyway	flyway-maven-plugin	1.6.1		f6bb2804eb7afcaf52b7fe2489a9bb23ab9893e3
com.googlecode.flyway	flyway-maven-plugin	1.7		f48e77ceb6084282f901a4129a3386967c8dc81d
com.googlecode.flyway	flyway-maven-plugin	2.0		7a01811a2299a5ddcc32bf842026f71e2f3ed9cb
com.googlecode.flyway	flyway-maven-plugin	2.0.1		82ef0554de2cd084150b086a199a5d59b0dd9f24
com.googlecode.flyway	flyway-maven-plugin	2.0.2		c19cf9925a904fb2afef918acbcac67b3929e213
com.googlecode.flyway	flyway-maven-plugin	2.0.3		10472376f36b69e5d269e1026832c404e8b996b2
com.googlecode.flyway	flyway-maven-plugin	2.1		c35f863652ea804d680044b45cfef4c9e4b4f392
com.googlecode.flyway	flyway-maven-plugin	2.1.1		294b6519b157fecbfa7235929cf1c7103cdfbe7b
com.googlecode.flyway	flyway-maven-plugin	2.2		6729676cb63f9cca644126f7ad08adc42c506827
com.googlecode.flyway	flyway-maven-plugin	2.2.1		8ae899e781cd7c168461df96b4cad86ac2e815fa
com.googlecode.flyway	flyway-maven-plugin	2.3		42fb4fc247c01d1db275eb7057435df3db522c41
com.googlecode.flyway	flyway-maven-plugin	2.3.1		3d74804559bd53d5ab6e7b53bbe1eb7aebf5e871
com.guicedee.services	hibernate-c3p0	1.0.14.0-RC1-jre14		bea2ffddfe84d5b470a98ffdef13c92b490c3afe
com.guicedee.services	hibernate-c3p0	1.0.14.0-RC1-jre8		fd75e1489d3e4979101d30579db54bee1a2634ab
com.guicedee.services	hibernate-c3p0	1.0.14.1		fcefb0daadc219dda2163129fdf37ba2b4f74e55
com.guicedee.services	hibernate-c3p0	1.0.14.1-jre12		d230becf5f787038f0865bb0978a6dcc768a06e2
com.guicedee.services	hibernate-c3p0	1.0.14.1-jre13		a0e79a8927ba986afd03156c7731158adccf34fa
com.guicedee.services	hibernate-c3p0	1.0.14.1-jre14		309bbdf48d821352a053a42a73d4fc2800aa2504
com.guicedee.services	hibernate-c3p0	1.0.14.1-jre8		e4a6e2f8f25176b26697d50103a60ad6f2407fe4
com.guicedee.services	hibernate-c3p0	1.0.14.3-jre8		72118524f4770fb3a621c60c11efd459b264ca6b
com.guicedee.services	hibernate-c3p0	1.0.14.4-jre14		4979dafea37e3dcd52c022f00a71c25313c522d5
com.guicedee.services	hibernate-c3p0	1.0.14.4-jre8		3b32e313f09d025fd4520503d025093f8e9af22c
com.guicedee.services	hibernate-c3p0	1.0.15.1		a99d13bcef462cbdb94540229a7431dd5832330c
com.guicedee.services	hibernate-c3p0	1.0.15.1-jre12		e872ea7805a625c1bef45c5213448bbf8a5f5ea0
com.guicedee.services	hibernate-c3p0	1.0.15.1-jre13		86b289d7cf3619affb790ae61fa3875daa2a2333
com.guicedee.services	hibernate-c3p0	1.0.15.1-jre14		4dbae3b9a38ce374220e716cbd92b23e158e0aaa
com.guicedee.services	hibernate-c3p0	1.0.15.1-jre8		72d2b180e38d8c1ceb66f3d9529648cce11bcd07
com.guicedee.services	hibernate-c3p0	1.0.15.2		03339ef8174af709132960f411812eec1e21c029
com.guicedee.services	hibernate-c3p0	1.0.15.2-jre12		21b3d3cb85af5b257005cb2052ab44592483238a
com.guicedee.services	hibernate-c3p0	1.0.15.2-jre14		c46c2b7279b9e0fea254aa3f755c438e9b0cbfe5
com.guicedee.services	hibernate-c3p0	1.0.15.2-jre8		98226a6b25a92871d9f4a3ce71c7e35424f9274d
com.guicedee.services	hibernate-c3p0	1.0.15.3-jre14		9f3b188ecceacfacb23b8ad8687a02439f99521e
com.guicedee.services	hibernate-c3p0	1.0.15.3-jre8		365704470e8f3962e698232cafedf8419c126f65
com.guicedee.services	hibernate-c3p0	1.0.15.4		d69575db4674768726333010c5e408f02d4022a5
com.guicedee.services	hibernate-c3p0	1.0.15.4-jre14		0d400e70c0eb50b2282d6386ddff7d1d00e85b92
com.guicedee.services	hibernate-c3p0	1.0.15.4-jre8		29fe4845b9410b7c91cbfdc7c391a7ddd10dfe66
com.guicedee.services	hibernate-c3p0	1.0.15.5		bba3e7c037011dcabc7794a248d285d0b3dd0d6d
com.guicedee.services	hibernate-c3p0	1.0.15.5-jre14		3327260d8e3b3509e55a40a4009a299f87ebd44f
com.guicedee.services	hibernate-c3p0	1.0.15.5-jre8		da91a10cd29d8ca8d4d7b0cb5a530ff06d323870
com.guicedee.services	hibernate-c3p0	1.0.16.0		3488d51f13f73c494a414a04edf0cd049a36f329
com.guicedee.services	hibernate-c3p0	1.0.16.0-jre14		b91149ec1ff81cd1b38ce4ff54223cfb8fdded0d
com.guicedee.services	hibernate-c3p0	1.0.16.0-jre8		038511af242e3ac6b93c4871482841a7787438c4
com.guicedee.services	hibernate-c3p0	1.0.17.0		5b7bf73a3d9f0503063e1255fdbe7e327cabb0ed
com.guicedee.services	hibernate-c3p0	1.0.17.0-jre14		8f92d264ac3caa4c4b31fd44ddb2f73411c28084
