cc.rbbl.game-of-life	game-of-life-lib-native	0.2.7		N/A
org.yamcs	yamcs-core	5.8.8		6ee8baf3f060644a7e6320c989efb505910083b6
org.yamcs	yamcs-core	5.9.0		8d31a04196ca277e37c6415125324c3c5f8bf913
org.yamcs	yamcs-core	5.9.1		958de859fc66f6a31beb1ed2843b06862d31cb93
org.yamcs	yamcs-core	5.9.10		ae619b763904db3250a125a247f1a5a1b894a795
org.yamcs	yamcs-core	5.9.11		0c74ee96b4f77807a1951f0ea25d1617ab67613b
org.yamcs	yamcs-core	5.9.12		9c1e059a8d9719d3b2058d039e16d13a87aeb349
org.yamcs	yamcs-core	5.9.2		9cb553ea326f05369a5db048d7c23445bca4107f
org.yamcs	yamcs-core	5.9.3		141782dc2d85b5a8ef642752e831bfa3065958a5
org.yamcs	yamcs-core	5.9.4		ffd2aa5067e209a7ea14047612ffbdc55d89670d
org.yamcs	yamcs-core	5.9.5		74325b66d2483e7098781fa6f3db0300c96d9da0
org.yamcs	yamcs-core	5.9.6		1db6575c2f9c1618ce5f809f7f0e5390548938c8
org.yamcs	yamcs-core	5.9.7		6b2650b6d106e1ecc0270904282242827e24f5ad
org.yamcs	yamcs-core	5.9.8		940517c016dcbf37ce82274a37ec174a6bc11d8d
org.yamcs	yamcs-core	5.9.8.1		c7beae15a5f4fe1496c539188fc5acb9a688734f
org.yamcs	yamcs-core	5.9.9		cdca20c5838287fdf5980404f7007c8c901d1614
software.amazon.awssdk	sns	2.0.0-preview-1		08f359654b3161fa8893e811af1ec93f669de000
software.amazon.awssdk	sns	2.0.0-preview-10		00242f718f0d2fbf69cbc7f31386db5113085173
software.amazon.awssdk	sns	2.0.0-preview-11		61a44d5e7106bccc6d7efc17855f73628c860a4f
software.amazon.awssdk	sns	2.0.0-preview-12		d1533c339048c08672b7f7b10ae3e1460ad07d99
software.amazon.awssdk	sns	2.0.0-preview-13		d338a38ef2d7d3b3638db9ae254da2bb8c8c2710
software.amazon.awssdk	sns	2.0.0-preview-2		4f1cf8627fc45147255baaea775aae406dd3af78
software.amazon.awssdk	sns	2.0.0-preview-3		086677a92de38fecfdfa425edafa3e29f833a919
software.amazon.awssdk	sns	2.0.0-preview-4		a92446ae4e968b3236bb528a86ae868ef670a54e
software.amazon.awssdk	sns	2.0.0-preview-5		f3f08cd080cc9e2e2e0948ae9e93f555744bd01f
software.amazon.awssdk	sns	2.0.0-preview-6		84e57479929a3035eaf436d7bb2e105859552c7e
software.amazon.awssdk	sns	2.0.0-preview-7		d9c4b5c9013d6f0b5b07be6791ca5382dd33aef6
software.amazon.awssdk	sns	2.0.0-preview-8		8bc81e1b33b3d7926d01742080bed76618bb5e0a
software.amazon.awssdk	sns	2.0.0-preview-9		689de664216fcfdf907c379c11125de50a576243
software.amazon.awssdk	sns	2.1.0		cc00f1de6a5fa0185d4e80a75c268e23ec909022
software.amazon.awssdk	sns	2.1.1		0456b048b2aebd78ce69e49ac3d991021878c598
software.amazon.awssdk	sns	2.1.2		1f6a6e9e6630ecd448bed2daa38e5be2da86b53c
software.amazon.awssdk	sns	2.1.3		36fcb5e2712f7cb26d822be29f559d749640b101
software.amazon.awssdk	sns	2.1.4		a810646240a01a8f077fb51bdb57eb8dfd8b0aa3
software.amazon.awssdk	sns	2.10.0		3d9e6296f59f2ad4c5cfce3c8acbdfab327c124d
software.amazon.awssdk	sns	2.10.1		2ff9cbbb309efa8c4d783bdd6792c3af5ff05488
software.amazon.awssdk	sns	2.10.10		87543dc50c09c377696292f8e9d094e74aeffc3d
software.amazon.awssdk	sns	2.10.11		5b580bed2434a0592bf1b247fae33f6ae285910a
software.amazon.awssdk	sns	2.10.12		066c6da590036bd431179cfc00a4f917c740da62
software.amazon.awssdk	sns	2.10.13		68fd1098eefdf2a5cb8687625d7daed3d80a5180
software.amazon.awssdk	sns	2.10.14		bceb20cdc6a6e27021965c2b5e5f863adca212a8
software.amazon.awssdk	sns	2.10.15		e90b73cd7cdf0a2d72c6dedf44a68a06382f1dbe
software.amazon.awssdk	sns	2.10.16		c0a48f7963b36b8d1e5798508a277853d8e04854
software.amazon.awssdk	sns	2.10.17		3b9ec77fff16c603339dff1cca76647df145be9d
software.amazon.awssdk	sns	2.10.18		bdcb3ceb32d52a43f22138a117218b7828866b58
software.amazon.awssdk	sns	2.10.19		bb2e2c1e39d86d5352c207ef626eb335ed02256c
software.amazon.awssdk	sns	2.10.2		26e613034ec2e6ea2619113bb76d973d9241ee8f
software.amazon.awssdk	sns	2.10.20		5f8b66249bc821cebda4a8c358b0666b73e3bc79
software.amazon.awssdk	sns	2.10.21		6d231d4dbf8e5ae354685d46d208425a8b6ba23a
software.amazon.awssdk	sns	2.10.22		a04d5516f172fd6903aa71c652977aeacdb10d4b
software.amazon.awssdk	sns	2.10.23		fc0b2946dfff647177bc3aedfc5aa3ab5c908173
software.amazon.awssdk	sns	2.10.24		969f035f80b5c10e00798ce75c819671f3b00210
software.amazon.awssdk	sns	2.10.25		22e267ea0dd20a94ea9f5efd97b1962e72f66add
software.amazon.awssdk	sns	2.10.26		3c380effd4cc5e12d2da387be681885c9694d30f
software.amazon.awssdk	sns	2.10.27		54b1a739c9dae65aab58b177481f7e4b507b9a60
software.amazon.awssdk	sns	2.10.28		3a1c2144fbdc587bb30ba04824baacf9f8759c5a
software.amazon.awssdk	sns	2.10.29		5327bc7707f03a864b7ae5d824368b45232e48e0
software.amazon.awssdk	sns	2.10.3		d713e1dbf2310464ad87697ce222f8c8f1de3d43
software.amazon.awssdk	sns	2.10.30		0d48ba20f1d79a7407ba6a5f802bb3e568b2a604
software.amazon.awssdk	sns	2.10.31		c4d6a2a25bdb131e794acbf3480d2edaf2f8dbe2
software.amazon.awssdk	sns	2.10.32		a0b3edd50d8f291fb155b48e6d8b4dd714f0cb8d
software.amazon.awssdk	sns	2.10.33		950d5977f50c27f18168a3b047442729d3b5a7d8
software.amazon.awssdk	sns	2.10.34		fc082c80ba46f67623d1d990136ef5c60db9e174
software.amazon.awssdk	sns	2.10.35		ca980e556e3ac3bf73b3a986fba9607c0df5dcfc
software.amazon.awssdk	sns	2.10.36		3ca0d3074dce78c40143c63a97cd74bdf8700346
software.amazon.awssdk	sns	2.10.37		cf2f56fa4e740195b5d595643c60424605e096dd
software.amazon.awssdk	sns	2.10.38		800ab4b6210efc0fc63e4b1e11c66ff032c9b135
software.amazon.awssdk	sns	2.10.39		f956781b44a1a06a288da20a4cc2dce6d331e424
software.amazon.awssdk	sns	2.10.4		a78c245c048478c49e399aa6f03389890386c340
software.amazon.awssdk	sns	2.10.40		e1aa313ead80e254c6eeca4c57aabf17eb785fe8
software.amazon.awssdk	sns	2.10.41		a498573b2c5a4cc852bc9a493ff7cfd8b36f2a1a
software.amazon.awssdk	sns	2.10.42		12bbd41f37f934a19b054e2267675d183a5e9794
software.amazon.awssdk	sns	2.10.43		4e83b40017fbb7a4f45d14096e668f32f7e020c4
software.amazon.awssdk	sns	2.10.44		c624e7b4f9b421ace6158dc5da38cc4f43d3dee4
software.amazon.awssdk	sns	2.10.45		3ac1fab3d90708c2afa1f22f1f9b5b06c2437811
software.amazon.awssdk	sns	2.10.46		c3decdf4cc44dbfada8db227db4cf7b20f2bb9cc
software.amazon.awssdk	sns	2.10.47		73ff48b9f5f9df245969e46c0876f1106074e979
software.amazon.awssdk	sns	2.10.48		50c7ce831400de88767bb7169d73fd7d04d8420b
software.amazon.awssdk	sns	2.10.49		a3ffcabaa86492acaeac033e902caee21a52d3e3
software.amazon.awssdk	sns	2.10.5		1174c34d9c9b0b54e6e5203edc59b5e8062a831f
software.amazon.awssdk	sns	2.10.50		d49cda640e55867cccc0ff721a9d1792bd6431ac
software.amazon.awssdk	sns	2.10.51		dac7cbcc2daf3d375a622f9c3dc3587dba67b80e
software.amazon.awssdk	sns	2.10.52		b6163005f48ac7e52082f153db9bfc3ed21dfae1
software.amazon.awssdk	sns	2.10.53		1adc5ac55794815b3cd27c6de08f03909be41c16
software.amazon.awssdk	sns	2.10.54		f2e61996793f79d9354a25ee12701f92cf570617
software.amazon.awssdk	sns	2.10.55		a642184335208a0cca8ffc9c9316423987fd78e3
software.amazon.awssdk	sns	2.10.56		ba4588fd21ded42e4e19d9e74fa411f8bf705b8b
software.amazon.awssdk	sns	2.10.57		ef5697e4380ba60571919afb5b9979c595607509
software.amazon.awssdk	sns	2.10.58		9977073b2182498ea897da2748bcd8b87f673404
software.amazon.awssdk	sns	2.10.59		13ab8e290321efc2c53e8fe259a9456bb6bc087b
software.amazon.awssdk	sns	2.10.6		53646599338252bad42b10b7c851b59eeb0cfd0c
software.amazon.awssdk	sns	2.10.60		70ac37ef2273f6eb7aadbf3687ea8614bf00ce8c
software.amazon.awssdk	sns	2.10.61		0aa4ddfcceb10200d53c77e30f05904700fd39e9
software.amazon.awssdk	sns	2.10.62		d61df93225e93204ee65233570d4aef5ade6babf
software.amazon.awssdk	sns	2.10.63		e5adce3f321d4c30705eb84ed22dc07664abe852
software.amazon.awssdk	sns	2.10.64		91f8b60f293e5c30582364e982eed97ab95ac868
software.amazon.awssdk	sns	2.10.65		a49bd3d81c27c44ca49d008f616f42e95aeaf922
software.amazon.awssdk	sns	2.10.66		fcc352a53b794a0c6e8963efbe23b67fa2bb6272
software.amazon.awssdk	sns	2.10.67		8bbd42c0f5257866bf48253ff90b2fee18611f12
software.amazon.awssdk	sns	2.10.68		50003a6d3ff7b6d1b37353323704bb1e2f42de44
software.amazon.awssdk	sns	2.10.69		5ed5bea8b4001c618875de5d34718d85e79f5036
software.amazon.awssdk	sns	2.10.7		69e608fc23336b6a2ee1e9f50b6c0087ce3e237f
software.amazon.awssdk	sns	2.10.70		615cf431b2cfdb05158e821f9a455ff87cb9a46e
software.amazon.awssdk	sns	2.10.71		1778145fa495dff30f3b108041aca67deab86a38
software.amazon.awssdk	sns	2.10.72		1d35d4af77da5881323e7b450d33243dfadf0b36
software.amazon.awssdk	sns	2.10.73		2c76cdee80e531d8b0dee6b1b4b88aa5dc886db2
software.amazon.awssdk	sns	2.10.74		60e6a4c1aad34f84ec72a6e408bb5a633a8f101b
software.amazon.awssdk	sns	2.10.75		0f547003f6584828345b8f28f5ded5ae557682b5
software.amazon.awssdk	sns	2.10.76		97309401cfcffed3dfd965f80838ec85bcdbbcfc
software.amazon.awssdk	sns	2.10.77		539ddfd647338ed9310e14e46ea8cfbfb3f0ddfe
software.amazon.awssdk	sns	2.10.78		dbb6592a0cb3fe6d959916b7a52699cdfc2913e8
software.amazon.awssdk	sns	2.10.79		ff74c0e21c5489ebbf9a718d7432fb9d25dc58d8
software.amazon.awssdk	sns	2.10.8		55f3eb65bb0af6e67130c1cc56ed734ce7226369
software.amazon.awssdk	sns	2.10.80		344b39a9c54a41d61aff9cea923c9c301a42cce7
software.amazon.awssdk	sns	2.10.81		7c7fa31f10d52d51d6d8a4732a2a9048a437be52
software.amazon.awssdk	sns	2.10.82		f3c45c1752ca7335171271c8648b3475d3cfed09
software.amazon.awssdk	sns	2.10.83		30866ecf6a3b93d3c76b6a69cea1bb91dfbf401f
software.amazon.awssdk	sns	2.10.84		e3708cbb1d6111071a976b8730bbe490348e73bc
software.amazon.awssdk	sns	2.10.85		e9eda46bf7d4a28e6855e136de7809b4ab9af1e8
software.amazon.awssdk	sns	2.10.86		f44545f561c5fafd5557102c9decf51e38126175
software.amazon.awssdk	sns	2.10.87		1746ff7b63673f2a3315aedcdf387890cd05ad1a
software.amazon.awssdk	sns	2.10.88		4b1b99ad047576ad9ada77399f57abfca394bd50
software.amazon.awssdk	sns	2.10.89		2d35a793ef9a941bd7cad884e07fdf4481dd061a
software.amazon.awssdk	sns	2.10.9		6904406df79a0f44e381fbfc6fd611b95d858741
software.amazon.awssdk	sns	2.10.90		0612671679464ce371063287d58164ce7af7efaa
software.amazon.awssdk	sns	2.10.91		63a25f1ae3078a30a0c73f1eff41b0949523ee9e
software.amazon.awssdk	sns	2.11.0		fc55f05edc6cded4022bb1755eb8b3d7defb9ad2
software.amazon.awssdk	sns	2.11.1		92a878a8c651267fc6c55273ccbe2eb52eb03546
software.amazon.awssdk	sns	2.11.10		d2713312f0546ccfd67c557c152f17519dab2308
software.amazon.awssdk	sns	2.11.11		a882b5dbe4c87dabe321e6100aacb53bb47e00e0
software.amazon.awssdk	sns	2.11.12		510ca742f7d282bbf9857ef26532eb4667d19df3
software.amazon.awssdk	sns	2.11.13		42a3748dd0ce9407f76f5c3cc96f75de621a69d9
software.amazon.awssdk	sns	2.11.14		ca895a0e5f49ff15ac50993848ada4453d8fa0bd
software.amazon.awssdk	sns	2.11.2		41b8fcbd69777d3282081c1154f1b049a6138dd5
software.amazon.awssdk	sns	2.11.3		5c2af5558a0998bf9b3042a3f1b649e4073e47f7
software.amazon.awssdk	sns	2.11.4		a221d9963ce73c417cd79eac86ce7a8a0dd2d57b
software.amazon.awssdk	sns	2.11.5		77a218a964b8ef17f3aba2eb3df2a8676b780a19
software.amazon.awssdk	sns	2.11.6		f045bfe48873676ebedc46d51b57ef15f11a5067
software.amazon.awssdk	sns	2.11.7		0deffe36c7d3d63c2e99745fee1c0cf338872f75
software.amazon.awssdk	sns	2.11.8		bc3048a241bbe027dc379f1d2d154d2b31acfc5a
software.amazon.awssdk	sns	2.11.9		d7b68bd7d0d0f0a90cf9be6cbd6908ff02d297ea
software.amazon.awssdk	sns	2.12.0		2c590995116b7a1c2e3d6b88d2c6de86089b18e6
software.amazon.awssdk	sns	2.13.0		252f80c0e8557236fc03f24bc5a6f580269a1867
software.amazon.awssdk	sns	2.13.1		7fb8aba710229df1836e3c3aa21f375e420edd15
software.amazon.awssdk	sns	2.13.10		36849b293baba5b373b6893a84ad5890fe128859
software.amazon.awssdk	sns	2.13.11		566303c55e69554674f4c0f841eac0c93db534d9
software.amazon.awssdk	sns	2.13.12		b5172fee75003113db3ab83c630781ebf567857a
software.amazon.awssdk	sns	2.13.13		4b034ebe0b13b43a931adcccc5eba62f56726db4
software.amazon.awssdk	sns	2.13.14		5d2b2fd0d79a905466b2c47355be463a12956899
software.amazon.awssdk	sns	2.13.15		cc7bf9020a9c2d2378a0c19d9a294a64181947a8
software.amazon.awssdk	sns	2.13.16		e887ba534227d986a3b3dfe882d0227fbf8ec9e5
software.amazon.awssdk	sns	2.13.17		c3c0b09b2910dfe2c1822d81348ef9d92392d38e
software.amazon.awssdk	sns	2.13.18		a396088285ca51fbc107b2d40cf9d8a88f0e748c
software.amazon.awssdk	sns	2.13.19		667bc72093919df0e11c1f5e93250c4c9cad6f37
software.amazon.awssdk	sns	2.13.2		28979f4ef67ed95aaa181ef39aa07400fb239dc8
software.amazon.awssdk	sns	2.13.20		03ad14e059d7c9857e782f114d7a03a8d4b89f14
software.amazon.awssdk	sns	2.13.21		ef9eea859fe8f0d07d09e26a9e587c6a97027cf1
software.amazon.awssdk	sns	2.13.22		cebfe4023322649931340040340e80b2104f1ba0
software.amazon.awssdk	sns	2.13.23		f9a26d8631d65f2a71a08fd65842a2a76475804c
software.amazon.awssdk	sns	2.13.24		c09ed430c044216f4ab8f221591adc5aed396fe2
software.amazon.awssdk	sns	2.13.25		ab9c9d80d3ab932692e1c33527177b44ca27b147
software.amazon.awssdk	sns	2.13.26		8e07a220c1dc99ae34e301afb8302a3a9a8889db
software.amazon.awssdk	sns	2.13.27		b1ff6069bf3f814ce6a2e55de523f22b4ec7298c
software.amazon.awssdk	sns	2.13.28		0103161ee2d4791134cf84e9560c1d2770b87c52
software.amazon.awssdk	sns	2.13.29		54b05777e8c397ab35ffaa4d3bc5927c9971db5d
software.amazon.awssdk	sns	2.13.3		8c128ebf70269a0049b9b370d71228815d1cde81
software.amazon.awssdk	sns	2.13.30		6f3a992775d0143917463d451cca269495fcaa86
software.amazon.awssdk	sns	2.13.31		c562357eb0905f72833f1008cb1f3d9184580445
software.amazon.awssdk	sns	2.13.32		554890b3d8dbf61b449601e880694f7a65b075c8
software.amazon.awssdk	sns	2.13.33		dee8fc36dd4b67fb2976918811621f2a29328999
software.amazon.awssdk	sns	2.13.34		deb23a3a80d168a4f65b2a940a0a6541972766d3
software.amazon.awssdk	sns	2.13.35		982f7fa901c928e771cceb9b7c6eeb057e924484
software.amazon.awssdk	sns	2.13.36		e39d2010e152be375189f30a6815d0ed1bcf85ce
software.amazon.awssdk	sns	2.13.37		5fddacbe950bd229f74952d35694ca0e7110ebf1
software.amazon.awssdk	sns	2.13.38		11b5d0350f1d02d1d8cefb3570a094a843aef169
software.amazon.awssdk	sns	2.13.39		76e366b5e388c97e56dcebf125b7dfee058ae233
software.amazon.awssdk	sns	2.13.4		631385e5ac4aa5750e8660db7186abb16d057073
software.amazon.awssdk	sns	2.13.40		1926402661d246b0b772b96b163dcb100c05b028
software.amazon.awssdk	sns	2.13.41		b5e9bf9ca3dae86111e798efaaa08e8bf20890cd
software.amazon.awssdk	sns	2.13.42		11ed287255e2ed2e39ec09376cc7f925baf0070f
software.amazon.awssdk	sns	2.13.43		beb9b9d1bbb71f0e7e7ac889a4402233f73e9eda
software.amazon.awssdk	sns	2.13.44		861dc04de773400fd12ac50fd7e7d6a3d84b71b7
software.amazon.awssdk	sns	2.13.45		414288e1ff8f270b099d97603c113a7613d57396
software.amazon.awssdk	sns	2.13.46		c7a5bc0d324c101ff10f79ea03de67e6585e7999
software.amazon.awssdk	sns	2.13.47		f84fc1cbf128532fcfb2fd4e6d549c08baac994f
software.amazon.awssdk	sns	2.13.48		d18fdb268d8b21c69bdcfb219a83f11f97e98046
software.amazon.awssdk	sns	2.13.49		1001159f376680038016ba139add53407638258b
software.amazon.awssdk	sns	2.13.5		4d64cffeac6e1f6883ca1c9d974def523c10ad70
software.amazon.awssdk	sns	2.13.50		854b1e7a39b75a5cdd765d2de1f332c1d6e1d309
software.amazon.awssdk	sns	2.13.51		2849970022bedf8ff0183ffdc446ddb81ca7e8e8
software.amazon.awssdk	sns	2.13.52		b3a9e7c0e16da59cd6a0541483266e87ba434fdb
software.amazon.awssdk	sns	2.13.53		52a25bd5a5fcf3ed6baf3c5b1efd5216c6193ca6
software.amazon.awssdk	sns	2.13.54		933608260d7253daea25b3616efca9347a1e6353
software.amazon.awssdk	sns	2.13.55		32ef25846f5ccd3771a502f62b03d70be8042475
software.amazon.awssdk	sns	2.13.56		cf0e8731a26f712081aa332ed3a35bfbdc95c37a
software.amazon.awssdk	sns	2.13.57		838a2e0eb993c1edaf31db90726aaf0d70b278d7
software.amazon.awssdk	sns	2.13.58		425d7b92c7a83a3f1d41a905e1e87e6f5c8ae888
software.amazon.awssdk	sns	2.13.59		13d6b21bdfa3aa4a14e8ee3fe65be7fe90472bf8
software.amazon.awssdk	sns	2.13.6		398aa9c1bdaa405a48e990539c8f0a380c605752
software.amazon.awssdk	sns	2.13.60		44f2fb36465a164077145b2849904c0ba4d62766
software.amazon.awssdk	sns	2.13.61		bfce583c3a50ffa5bfcc25cd90003b171f222384
software.amazon.awssdk	sns	2.13.62		4a0474a8e3af222d4a3d5fbd9b2edc6e420c8e63
software.amazon.awssdk	sns	2.13.63		f5416debe39248145ca2267119cd59113499ef1a
software.amazon.awssdk	sns	2.13.64		872c6a88dcb9ef7a5f92d6ec79df5a7808373f29
software.amazon.awssdk	sns	2.13.65		a5333c3c99eafb0d2f61622933bd046071095fa3
software.amazon.awssdk	sns	2.13.66		7b422019fad9da71db51626784ea353eb3cbe9f8
software.amazon.awssdk	sns	2.13.67		aa346864e1e730d9e375cdc4fef614c1e39d971b
software.amazon.awssdk	sns	2.13.68		0981d190b33df00e8ea1722033daf7f28a8db3e6
software.amazon.awssdk	sns	2.13.69		9a47f4d6afd3436feceb8d151854eb0e8a75859a
software.amazon.awssdk	sns	2.13.7		2356bb833b8365274eb306f66f2de18b48350acf
software.amazon.awssdk	sns	2.13.70		1d9733ab1f4151f6178553bf92dadc315d0805c0
software.amazon.awssdk	sns	2.13.71		7d3af4196ad869ecdb4c7c06cb38229951410871
software.amazon.awssdk	sns	2.13.72		cff9deb1cc7f2c1821a8b41554612a8909eff153
software.amazon.awssdk	sns	2.13.73		fdc12753045192e09e85b97c9854618187ae9016
software.amazon.awssdk	sns	2.13.74		c6ba7bad33b46f7418ae4e463c803154f63fa446
software.amazon.awssdk	sns	2.13.75		1901463a242cb789d4d066867bbd01943bf1a446
software.amazon.awssdk	sns	2.13.76		eb9bbd561c3035d2b4c2b72440dc122fc4e72268
software.amazon.awssdk	sns	2.13.8		af1eb07755487a80a3f1cbcd2752b5c05da85d51
software.amazon.awssdk	sns	2.13.9		ccebfa8f9685402dc5e1341d613f7b013233aad9
software.amazon.awssdk	sns	2.14.0		322332b8948df4287ab3d869f04ee05fe1fbff6d
software.amazon.awssdk	sns	2.14.1		7eeb565aa8a45bcd6d0bce7648426bf6d9527ecd
software.amazon.awssdk	sns	2.14.10		748998e584f40501e6346e654ca7870609796125
software.amazon.awssdk	sns	2.14.11		004a4903cbd723d114459f7853ee2048c0ecf0cc
software.amazon.awssdk	sns	2.14.12		0ce63158a140df34d2d14ce0e691e7ec3a06f3fc
software.amazon.awssdk	sns	2.14.13		272e5a43329fa181cbb583c1250ff1fe26b7b37c
software.amazon.awssdk	sns	2.14.14		41e6240321c5c7d91357eff9016bc761d5633d61
software.amazon.awssdk	sns	2.14.15		b935e5c5ab83b7619e9d272d5a084aefe519fbac
software.amazon.awssdk	sns	2.14.16		fb50968e7bf753a915fd5d62f5fc54abb051cab6
software.amazon.awssdk	sns	2.14.17		17b23a3ef8135c63d53a65c9af0624c7e1b04b82
software.amazon.awssdk	sns	2.14.18		6df2dd5b416073023579456b51e549030d4d1770
software.amazon.awssdk	sns	2.14.19		166085e4b6b03c7d51a8f723542a127011a84a7e
software.amazon.awssdk	sns	2.14.2		9668f79a384209930912e329c708b86f7ad325a1
software.amazon.awssdk	sns	2.14.20		41160a6410a37d3e6fc1c349f2e1ecec14fbeefe
software.amazon.awssdk	sns	2.14.21		baaa891afef1082f00666f65eacb5279308306a4
software.amazon.awssdk	sns	2.14.22		be8de317f3bdf2d7f4681e563ee2802d911dfa73
software.amazon.awssdk	sns	2.14.23		d13f65cbc3bde8523eed2e6da84ec5358ff91c4f
software.amazon.awssdk	sns	2.14.24		5169a20e45a37b1ba48a1ab9c9f961009728f9ef
software.amazon.awssdk	sns	2.14.25		d43140433f5b8d56064e0ed0b5797045c3cdc8a8
software.amazon.awssdk	sns	2.14.26		28a7331a857d27305cbd7eecf76d0a4444186c41
software.amazon.awssdk	sns	2.14.27		2b4489dd01a8b4cbfaaa0e9d5143cc4fac244887
software.amazon.awssdk	sns	2.14.28		20db5e57f3999a8eddd4d3b824a8b79ba1ae0886
software.amazon.awssdk	sns	2.14.3		5f760c670c04d57379efc3fa720ecead0d40d78a
software.amazon.awssdk	sns	2.14.4		b184f676b872e060684201d25443b0ae8bdeeeae
software.amazon.awssdk	sns	2.14.5		d8248ccc55b17d336312c08d450b3db604262650
software.amazon.awssdk	sns	2.14.6		7ac53af7e9942d1c1f0a30d40fc03ef2c6bb6de3
software.amazon.awssdk	sns	2.14.7		96e6729de6c52d4960ee003cdb271a26d649968d
software.amazon.awssdk	sns	2.14.8		3bf58cfb5f6354f41b485b2103ccd9962d359c86
software.amazon.awssdk	sns	2.14.9		aa5e35be498ab8c4ec837c22e28630cb5c62bda4
software.amazon.awssdk	sns	2.15.0		588fd791c4b8c13e2efb8c8dc863a0e2a88c1ca6
software.amazon.awssdk	sns	2.15.1		f7df844633d0b76bb8c8a60dfb4a3696f09e11c1
software.amazon.awssdk	sns	2.15.10		6de39c378d980cf915b9baeadf1f5bc60ee97bfc
software.amazon.awssdk	sns	2.15.11		4436980061e3a9d938e62fc3a2068d09944cfb28
software.amazon.awssdk	sns	2.15.12		341d5f580dd388031e49384f1381a2f6b9f0c9ea
software.amazon.awssdk	sns	2.15.13		704546079d19f429c7d3acc8b6c64a939e2c64f8
software.amazon.awssdk	sns	2.15.14		cb17ea13aedc3e7179e0f661b64c94af1dfce639
software.amazon.awssdk	sns	2.15.15		9851e89aa99df7ff7a271b3a1448252ff2fe485f
software.amazon.awssdk	sns	2.15.16		e8893ba54ed2cc3601291633da3afbd5133de88c
software.amazon.awssdk	sns	2.15.17		7d021b8805b2156b6657cd0a0b3c8382b698287f
software.amazon.awssdk	sns	2.15.18		50960102716bd5234941f9b69608b636b6454ea7
software.amazon.awssdk	sns	2.15.19		b6bfbd7d2d91c911149dbfd1eda01a5012216226
software.amazon.awssdk	sns	2.15.2		6dfe83595a92339dfe9c07b806679c444fddce8b
software.amazon.awssdk	sns	2.15.20		723425ced7d735e13d393431b51abcaaa8aca35c
software.amazon.awssdk	sns	2.15.21		d2f5cd2ab31d15912740c559fd77074665110417
software.amazon.awssdk	sns	2.15.22		74209df678bb3894dbf7f1b366e0c0fdac07d364
software.amazon.awssdk	sns	2.15.23		4e9fa5e52e014e44f8c4da216ee42da85a5c29ab
software.amazon.awssdk	sns	2.15.24		e3a2f505de480b8a0514ccf141d24fa416d9f32a
software.amazon.awssdk	sns	2.15.25		0ad2457ec6d638121c09cdfef1262d9695502834
software.amazon.awssdk	sns	2.15.26		2360ac8c5d4c3ddd26831efd1687f9a5c34fc910
software.amazon.awssdk	sns	2.15.27		fcaf715d715648435cd7c7522af9ae4c05554874
software.amazon.awssdk	sns	2.15.28		6f637b350b999821a82988f3b7d5cc0838de22f6
software.amazon.awssdk	sns	2.15.29		1a34a55d9003301d20542bf32ea9d56173c2b629
software.amazon.awssdk	sns	2.15.3		21966b57ddeb24c546c48d0d08763ff7cfe4ce4a
software.amazon.awssdk	sns	2.15.30		e6e108813c2d6ad913a870c5ec49104c6cf1d290
software.amazon.awssdk	sns	2.15.31		7d315a3cd5c711a9a30e4dd5eed806d55317461a
software.amazon.awssdk	sns	2.15.32		5a8b7bc4596af5ae041499d32e6dac291bcc9549
software.amazon.awssdk	sns	2.15.33		ad1db46e3f5aa5d40bfb64fd0375a37b4c8405c6
software.amazon.awssdk	sns	2.15.34		fdfa160a55bd3343a7a95c2880e563cf9e660e63
software.amazon.awssdk	sns	2.15.35		43ede7a81d63024bf3fbf78485fc13eeef688eb9
software.amazon.awssdk	sns	2.15.36		551f775f477a88cf5cbe1edebb91abc61b74ff29
software.amazon.awssdk	sns	2.15.37		dd32c95adfa9e6e1126cf52febecc3d98a1cd42f
software.amazon.awssdk	sns	2.15.38		93f238870b711849b3fb298dd2d9ab7d4f8bcced
software.amazon.awssdk	sns	2.15.39		c3e7958114ad26e0d3de562476ff7dfa31349dad
software.amazon.awssdk	sns	2.15.4		eed93a0466d0d5bbe4f1bfafa7d5e9904ca30bb8
software.amazon.awssdk	sns	2.15.40		392c7a2bc1575cb37d7c3e29b9ea074ebf81bffc
software.amazon.awssdk	sns	2.15.41		c6ee11d61f5823809d1c43d8e553183a77e77c09
software.amazon.awssdk	sns	2.15.42		1c820c8b8764145821dc443021a294a70ad49f40
software.amazon.awssdk	sns	2.15.43		2c8f7ae38ee5943dab2a244f706becebeb96e0f2
software.amazon.awssdk	sns	2.15.44		9ce0771c416bd02882f7e10429c40525e1f3d738
software.amazon.awssdk	sns	2.15.45		69ee547665c04055ac64322f7c7aa61f22985d2d
software.amazon.awssdk	sns	2.15.46		322fe16314f185d101dba91a0e114145819acd0c
software.amazon.awssdk	sns	2.15.47		0ea1ebf4808df39f932de1b3832997053c817dfa
software.amazon.awssdk	sns	2.15.48		370ac4f800a1ea87eb52c251cd46bb4dd7eb5d71
software.amazon.awssdk	sns	2.15.49		5d3dfca8a1b4d98ecc10302b23dc36dbc008177e
software.amazon.awssdk	sns	2.15.5		16b8476383eb6f81df20be71c33716fa88aa8a99
software.amazon.awssdk	sns	2.15.50		0aad0362bbd82514ac3a00f524ceaccd4fd740a7
