cn.hippox	parent	0.0.2		N/A
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.14.Final		d23318d56c4cd98449af90b752a2f6bdbc28ece9
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.15.Final		06f8099b443c240326779c85b556550811c27003
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.2.Final		fe95ce6733453cfda95644ab75a5f405955ad209
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.2.Final-wildfly-1		fe3fe69818b6575c0a83d5c1384b6fe2d8a2ac32
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.2.Final-wildfly-2		64945377751f7ad58728e0416c535dc37e721175
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.3.Final		e09a8d2128ee023b5c64988971ca684c7ef5b6de
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.4.Final		c3f637452486aff7fb4a640a80892fe9a278c704
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.5.Final		57d0658671ef28d4a3c8ec38fd2fb392db7c7b84
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.6.Final		262f6180e820563c5bb8d1dd6a0aee04920fe1f4
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.6.Final-wildfly-1		7b317e05b8f217fe7c931976b2377fcd22b38acc
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.7.Final		a0d49dfbbc36fb7ff2e4129fbfc2be51f514537d
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.8.Final		d865daa888db254ce63d727b9bfdb5d74a1b2621
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.1.9.Final		fe90949108498215bcd3164ee4851dfe0633084b
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.2.0.Final		17419171e843101a68dde21afdcfd2ed2cd3243c
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.2.1.Final		5c3aa48b0d21897b5f940dad2339a29147d9f409
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.3.0.Final		4228a4749e171188b67224c74497c797b6dc5e9b
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.4.0.Final		df38f7bcc62a5cf12372efc794cdf960c02cce99
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.4.1.Final		00a7f85784c632d380279e5182a8e5d439b26aaf
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.5.0.Final		b4bc75434828731ace457e5fbc3bb56e6144e051
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.6.0.Final		9e662606b326aeac7068c3de2a2cbbe780491ea5
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha1		4ead8f83e6f98dd764987cdd8fef50f6864b7b5b
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha10		87525b8fe2c1cc4b3d5e815a4620700c6414b517
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha11		12b0540046a44dcd61459224114c3c935ba82598
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha12		cb675ea4a20165b270b3c0f47a9610287e88b215
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha13		c0e03e5b99a659b27949e874f0160feafaf5f525
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha14		645dd2d03e12c9bae702b34e4594456d569a3856
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha2		990cc38a231a09eac1ba98c391d1eb06f0c798f5
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha3		f180334496c5b328f485babb9889f75e31be799a
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha4		c118959aadb5dade4f509e824f4ee975fbad134d
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha5		8d32d7a87d2d7d88615e37cd0d255c94ccd5e6cd
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha6		9dec3e9593ff0d811f3619af7551fa2c2f5c6d14
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha7		6c66be36eea98c4b48b15cdf96f919ed9238efe9
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha8		0fb5ae9e1fcfdcb7fa7cadd02cf35104ddb99851
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Alpha9		d3a81534201d028f89aa1d0f9a756a6192199720
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.0.Final		7d4fb6866606350ef4504c8d6b6b1519fafbe1b3
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.1.Final		8a62b1626fafc79e4dc522899a9f4a6acfa4005c
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.7.2.Final		d93386105ba36c0325bb6229b5177e7e06560f3b
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.8.0.Final		c3ffd632dd4fa0fcfdd7d2c3385146a8f1bae424
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.8.1.Final		6b70823c40c4b57d398d686a3d2af97136e60a8d
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.9.0.Final		ea05846afafb37524ef3aac95b18350f467f652b
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.9.1.Final		bb817a925345934b2f08a752cd96b9339287b5a4
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.9.2.Final		19d1b6d5b9cafea8250bdc5095f2d537530315ef
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.9.3.Final		889d72a2ffd30538ebe9b7b7285833a2ec21302c
org.jboss.arquillian.testenricher	arquillian-testenricher-resource	1.9.4.Final		7f827642ddd829bac3378f5ccd569aaf7ce2362a
org.julienrf	endpoints-algebra-json-schema_2.12	0.10.0		700b7342b52fe3a0e350f02ad7eb8d7a863c6c06
org.julienrf	endpoints-algebra-json-schema_2.12	0.10.1		b2a431768f983987ee4ce5e36bb084e5e5f7ea81
org.julienrf	endpoints-algebra-json-schema_2.12	0.11.0		bb73aa7da89ddc770c15fbcb941ecc88b4de9531
org.julienrf	endpoints-algebra-json-schema_2.12	0.12.0		56b8d98f96538b8b653ef1697bddbdf45aa72df5
org.julienrf	endpoints-algebra-json-schema_2.12	0.13.0		0971e85324969641abe409249c705ab441873c5c
org.julienrf	endpoints-algebra-json-schema_2.12	0.14.0		4e970adacb184b21dce92e275e5fdf408e2ead12
org.julienrf	endpoints-algebra-json-schema_2.12	0.15.0		a53c430dd52aa56fdc96cd7d55ec72f1a7bc44b6
org.julienrf	endpoints-algebra-json-schema_2.12	0.15.0+46-37dde73f		fbd48f8111c0659a354f21a3fc65773c040a3c7b
org.julienrf	endpoints-algebra-json-schema_2.12	0.15.0+90-108c999c		d35775d8b2d1206b8b7a6ee1946d957a298c4d4b
org.julienrf	endpoints-algebra-json-schema_2.12	0.6.0		39ed936200b97794902e403c3190fef8f0d15947
org.julienrf	endpoints-algebra-json-schema_2.12	0.7.0		97149620524092883dc8d397f7e0550a080b325c
org.julienrf	endpoints-algebra-json-schema_2.12	0.8.0		d02c107afaf485b819e52f2d679cb356336a4144
org.julienrf	endpoints-algebra-json-schema_2.12	0.9.0		0f319e0b8c80f0366acaa8f9fedc1b5c50eefa7b
org.kodein.memory	kodein-memory-files-jvm	0.10.0		2b828b7a3b7eeb419b5688387463396b8e1c5d6c
org.kodein.memory	kodein-memory-files-jvm	0.10.1		65dcf2ff70e61ccc3b52d57bca95d8526b907c52
org.kodein.memory	kodein-memory-files-jvm	0.10.2		ac219ef85ade52217926c337aae56692ed970268
org.kodein.memory	kodein-memory-files-jvm	0.11.0		e1aa9a8c21f75739ac9532ed772ba58200e0e5d9
org.kodein.memory	kodein-memory-files-jvm	0.4.0		08ce9c394bdaca41b7074f98f45d138b894cd14f
org.kodein.memory	kodein-memory-files-jvm	0.4.1		5cb3422e8560d456233188cc22dedf071126ec00
org.kodein.memory	kodein-memory-files-jvm	0.5.0		02594930f0a6b90981569ae93e5ff8b15ce50c2c
org.kodein.memory	kodein-memory-files-jvm	0.6.0		2d622fa43c17bb23032635a3b0a1d9c4a30dba8d
org.kodein.memory	kodein-memory-files-jvm	0.7.0		aa40acfa2ab2ff73ea4da8b9ea070415c5a5a48e
org.kodein.memory	kodein-memory-files-jvm	0.8.0		47bc7a710e70fa832ef699892587d06397a9e682
org.kodein.memory	kodein-memory-files-jvm	0.8.1		e8300b00682c28a00633befbf179bb13495b9c3f
org.kodein.memory	kodein-memory-files-jvm	0.9.0		dae669e13aad6fcb18f7a52d20cf77e12ff4894f
org.marid	marid-ide	0.9.2		f57bf0794caae7939b65495d1298e6284f84d9f6
org.marid	marid-ide	0.9.4.4		5eb763fdd99a67f2643f8869726d554ba7435354
org.marid	marid-ide	0.9.4.5		dae3d6c4950ebe852b8027ae9ef0f1fa0824e67d
org.marid	marid-ide	0.9.5.1		dac81281ef38262cb4ebc72f8693c069cf22527a
org.marid	marid-ide	0.9.5.2		86b1d979814e6fcd2fd983bda9cdb5f577fed968
org.marid	marid-ide	0.9.6.1		74c3167758b70c468207ecaf5427e414e06584b7
org.marid	marid-ide	0.9.6.3		b71e8680600d06517089ed41bc1d654fdda79dbb
org.marid	marid-ide	0.9.6.5		1f7e7a40a6f21010bcf0c21fd08f75ed1a0de2fc
org.marid	marid-ide	0.9.6.7		d44942b628cdf9d646368f6f4776ede5ce5d2d04
org.marid	marid-ide	0.9.6.8		403412b9406b5e187426a6c068379c264b98e68c
org.marid	marid-ide	0.9.6.9		6cee66cdd943b8476ca5e7fb9a25edf9d825ca83
org.marid	marid-ide	0.9.7.10		N/A
org.marid	marid-ide	0.9.7.11		N/A
org.marid	marid-ide	0.9.7.3		N/A
org.marid	marid-ide	0.9.7.5		N/A
org.marid	marid-ide	0.9.7.6		N/A
org.marid	marid-ide	0.9.7.7		N/A
org.marid	marid-ide	0.9.7.8		N/A
org.marid	marid-ide	0.9.7.9		N/A
org.marid	marid-ide	0.9.8.10		N/A
org.marid	marid-ide	0.9.8.6		N/A
org.marid	marid-ide	0.9.8.9		N/A
org.mortbay.jetty	jetty-test-annotation-webapp	7.0.0.1beta2		N/A
org.mortbay.jetty	jetty-test-annotation-webapp	7.0.0.1beta3		N/A
org.opencds.cqf.cql	base	1.0.0		N/A
org.opennms	opennms-alarm-api	31.0.3		131092aff437135586bc7b31072e158f631a6c5f
org.opennms	opennms-alarm-api	31.0.3	xsds	a11b1e9e9d1c0b99f5ddf43512b52840c411609c
org.opennms	opennms-alarm-api	31.0.4		77ae59bb73e57d0f7b82660de4adba7a98ad0e1a
org.opennms	opennms-alarm-api	31.0.4	xsds	8b208c4de70afcca5b4464dff6a8e6b55a6e3aa9
org.opennms	opennms-alarm-api	31.0.5		17492572e37f7de3cebabc1639b0fad994adb5ce
org.opennms	opennms-alarm-api	31.0.5	xsds	4b638388b26084033d32f24cdd45ebeb3d687e10
org.opennms	opennms-alarm-api	31.0.6		196ea5ba0e847be7202a56c909dc565aa029b0cb
org.opennms	opennms-alarm-api	31.0.6	xsds	c860ef85be086938bec9a331162ad757d6ed6e2f
org.opennms	opennms-alarm-api	31.0.7		f2b900d50431adcb42a49ac93dc06c6672796ada
org.opennms	opennms-alarm-api	31.0.7	xsds	745e3fcaac117d43a9dcfda7587874bf576e94dd
org.opennms	opennms-alarm-api	31.0.8		7926759ef764dfe817826fa1793d034c4b99ec65
org.opennms	opennms-alarm-api	31.0.8	xsds	ff284938548052f4cbf59cd7625c081bd3260c6c
org.opennms	opennms-alarm-api	31.0.9		0592d786d54b449642de5e053634a79affbb31bc
org.opennms	opennms-alarm-api	31.0.9	xsds	922ed8828cfee434c45a627b11a048c24761fe56
org.opennms	opennms-alarm-api	32.0.0		295e783cce577a27c46c63748de63c6e0eb1dcee
org.opennms	opennms-alarm-api	32.0.0	xsds	a58851385f054579bb52c713b7bfef7ba524b824
org.opennms	opennms-alarm-api	32.0.1		77c4fc3d8944f29a4a7d1cc07171463c0d15c0e7
org.opennms	opennms-alarm-api	32.0.1	xsds	c2207c892d5d23fc5fb780771ecf628710bf21cf
org.opennms	opennms-alarm-api	32.0.2		e6f74ea43650a40e9e3c6f765724f29c918e316e
org.opennms	opennms-alarm-api	32.0.2	xsds	863b643df3ce62aea8a41efb293526cf308c3fa8
org.opennms	opennms-alarm-api	32.0.3		22fc44d7b5fe040e68d6ebfb1b929a707ddcf861
org.opennms	opennms-alarm-api	32.0.3	xsds	f0a1df29eb8e24f7f8cf9658bf38de87ad8fb89f
org.opennms	opennms-alarm-api	32.0.4		b0e9ac97306f32cd5658f5740664b04f594255b7
org.opennms	opennms-alarm-api	32.0.4	xsds	ca69fb3927179373ed913bb94209b5c49dfb557a
org.opennms	opennms-alarm-api	32.0.5		8d4e2da3831925da1e31966bba28f3643852f9f4
org.opennms	opennms-alarm-api	32.0.5	xsds	8efc9c030eeed488372ff45cb021d4e3c6a69d46
org.opennms	opennms-alarm-api	32.0.6		fe8851028631f3eab20d07076c32b45ea5e2fe69
org.opennms	opennms-alarm-api	32.0.6	xsds	5307ebbafeb887d7ddb4a68fecf637083153e5e2
org.opennms	opennms-alarm-api	33.0.0		5bfc3bdc7263ef78275f2c3e74b14f775c428aaf
org.opennms	opennms-alarm-api	33.0.0	xsds	def2c7f0e8c08881e3b2daff136f5f3183ba6ee7
org.opennms	opennms-alarm-api	33.0.1		ad817fd3ec6c1229cb5cacbd90f97e40329c1940
org.opennms	opennms-alarm-api	33.0.1	xsds	1ad42609730150f88e6dc4a7cb1ed7b944274610
org.opennms	opennms-alarm-api	33.0.10		a7cc285b9d1b147c8028e311aa56331c10796611
org.opennms	opennms-alarm-api	33.0.10	xsds	e987a2b2bd5b299b4ffe9bfdd554fd2302d43096
org.opennms	opennms-alarm-api	33.0.2		5c13bb1e8af74d4bbc517202ac9d04ab2b1c9150
org.opennms	opennms-alarm-api	33.0.2	xsds	fe40dc502f87d7507aee4b5d26ceeb9842fcfee5
org.opennms	opennms-alarm-api	33.0.3		11440955bf3b672d746a6b5b6e41f7f5c5e723de
org.opennms	opennms-alarm-api	33.0.3	xsds	69610785594b9bec690a7224b79baa5275d597b4
org.opennms	opennms-alarm-api	33.0.4		f8cb42337e2c74da7d04716e6462e88aa967e7a6
org.opennms	opennms-alarm-api	33.0.4	xsds	564f23b180c0fe7eea33e33d736c06760c1875a9
org.opennms	opennms-alarm-api	33.0.5		781477f31c30c0c72fedc01bc3ea0f32372fce9d
org.opennms	opennms-alarm-api	33.0.5	xsds	015f52589af2e99ee1242858a24c9edb3df5d304
org.opennms	opennms-alarm-api	33.0.6		5f0ef4135b3beae7bcc6e5ae5d74d86c34a1214e
org.opennms	opennms-alarm-api	33.0.6	xsds	e5893c3ef56d93dd12020090a515faf5f789d59f
org.opennms	opennms-alarm-api	33.0.7		510cf9705b6d79324f398c1e6af0ff69542f25f5
org.opennms	opennms-alarm-api	33.0.7	xsds	d50a0f85f4fdf8c359ff8661a166118c82a08a6a
org.opennms	opennms-alarm-api	33.0.8		0185178762ddb250dcdf6c6ea9ef8a3922e936bb
org.opennms	opennms-alarm-api	33.0.8	xsds	ac3f81fefbe6f00724e91f041ecd2d62a86108a0
org.opennms	opennms-alarm-api	33.0.9		b80def273a5ac69a5bc814d2c54c44f0943fb1fa
org.opennms	opennms-alarm-api	33.0.9	xsds	c84860337c36fbe5db3dacaecc51b09d1dbe36ab
org.opennms	opennms-alarm-api	33.1.1		6ec0700bf78e4df8c8b6d03c72f5e768b0e43f1f
org.opennms	opennms-alarm-api	33.1.1	xsds	8e3297f0b7dff909773ce2dfe1eb5b8d35c15435
org.opennms	opennms-alarm-api	33.1.2		ad526d4aeefcdc17fc7241c2369d3bb3ed386b3a
org.opennms	opennms-alarm-api	33.1.2	xsds	1a76ec57bccf85716e6b4e47d1ad2fa0da385caf
org.opennms	opennms-alarm-api	33.1.3		13e9439ffdeadb8849eabe82ec074517a2b1bb5a
org.opennms	opennms-alarm-api	33.1.3	xsds	2f2651a12cd0297ed1a8b258a28d8b2381c41276
org.opennms	opennms-alarm-api	33.1.4		9dbdecdbc88a26d43b3a0c871a355e3452d4caba
org.opennms	opennms-alarm-api	33.1.4	xsds	930f8d6466891cea0fc96fdd7a368f4591d42a02
org.opennms	opennms-alarm-api	33.1.5		03402f39f7ca9ac8915138e04869c9f23a11d0ba
org.opennms	opennms-alarm-api	33.1.5	xsds	1c02f341292fe9a591a566e7e9ec6d6c5ddeb7c4
org.opennms	opennms-alarm-api	33.1.6		3dfc63a11107aef6bd542ea9371493b66c3e8921
org.opennms	opennms-alarm-api	33.1.6	xsds	429047ddcc065604636131e0c835411ea912022b
org.openrewrite	rewrite-javascript-remote-server	0.25.3		4b56c0dfd34aa875435e14378a240f08d6824cb1
org.openrewrite	rewrite-javascript-remote-server	0.25.4		11ca12e3a5031134a447f5ceb82d93a9e81de316
org.openrewrite	rewrite-javascript-remote-server	0.26.0		7549896e3ebe654c4085aacfc6db25bf7198846b
org.openrewrite	rewrite-javascript-remote-server	0.27.0		d9835e28b5aece728b380b9ea67e96d680147d6b
org.openrewrite	rewrite-javascript-remote-server	0.28.1		f8b9ff66f5b8e4496edea0f21a2847c92348d709
org.openrewrite	rewrite-javascript-remote-server	0.28.2		f3d207a4b1ebfe4f01d4e3c1f799ba55a74ebc02
org.openrewrite	rewrite-javascript-remote-server	0.29.0		da55f7bb6e349dfd89024c6f2e5503e83f5cfbb7
org.openrewrite	rewrite-javascript-remote-server	0.30.0		83d07049f43d9d2570f1b4ef6b3f852461c438ac
org.openrewrite	rewrite-javascript-remote-server	0.30.1		1159f16358ee7550bbf591a5c563ae4c8f7aa6ce
org.openrewrite	rewrite-javascript-remote-server	0.31.0		bd4b8aeca845abe8f616400cde44050286ccc57f
org.openrewrite	rewrite-javascript-remote-server	0.32.0		a98a36ca4a660263b739f0f3031214e4f6824ec9
org.openrewrite	rewrite-javascript-remote-server	0.32.1		61b9f1f024bc0795d756d6b4ad17f658f761dc6c
org.openrewrite	rewrite-javascript-remote-server	0.33.0		2175e344142a3389592350eb02a74704777a2dda
org.openrewrite	rewrite-javascript-remote-server	0.34.0		07fd96fe0ff1116f8608c4259e7ee92512945378
org.openrewrite	rewrite-javascript-remote-server	0.35.0		bf4af2f2ec2f817d350538d748b9cbc664a5e03e
org.openrewrite	rewrite-javascript-remote-server	0.35.1		e35a32d85c067b9a4f1e93cdeea3bfba4c9c8afe
org.openrewrite	rewrite-javascript-remote-server	0.36.0		9a01f8d89e845061c00706ef56058a51f77d1da4
org.openrewrite	rewrite-javascript-remote-server	0.37.0		8262ef59269d4aba619a7ac90608cd38f4a8fd45
org.ops4j	base	1.0.0		N/A
org.ops4j	base	1.1.0		N/A
org.ops4j	base	1.2.0		N/A
org.ops4j	base	1.2.1		N/A
org.ops4j	base	1.2.2		N/A
org.ops4j	base	1.2.3		N/A
org.ops4j	base	1.2.4		N/A
org.ops4j	base	1.2.5		N/A
org.ops4j	base	1.3.0		N/A
org.ops4j	base	1.4.0		N/A
org.ops4j	base	1.5.0		N/A
org.ops4j	base	1.5.1		N/A
org.sazabi	kadai-config-http4s_2.10	0.0.2		8e55e094cd5f8c4d29b21cdc57cc06697de19e20
org.springframework.data	spring-data-mongodb-distribution	1.10.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.10.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.11.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.12.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.13.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.14.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.15.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.16.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.17.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.18.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.20.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.21.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.22.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.23.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.6.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.7.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.8.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.10.9.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.2.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.2.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.2.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.2.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.2.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.3.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.3.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.3.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.3.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.3.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.3.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.4.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.4.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.4.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.4.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.5.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.5.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.5.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.5.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.5.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.5.6.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.6.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.6.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.6.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.6.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.6.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.7.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.7.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.7.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.8.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.8.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.8.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.8.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.8.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.8.6.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.10.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.11.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.6.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.7.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.8.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	1.9.9.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.10.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.11.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.12.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.13.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.14.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.6.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.7.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.8.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.0.9.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.10.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.11.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.12.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.13.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.14.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.15.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.16.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.17.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.18.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.19.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.2.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.20.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.21.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.3.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.4.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.5.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.6.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.7.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.8.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.1.9.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.2.0.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.2.1.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.2.10.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.2.11.RELEASE		N/A
org.springframework.data	spring-data-mongodb-distribution	2.2.12.RELEASE		N/A
