ch.admin.bit.jeap.messaging.test.messagetype.jeap	jeap-initializer-simple-test-event	1.0.0		49fab2f8e71ebbeb1d3361d11cf0664bc55db340
com.codacy	foundation-scala-lang_2.11	10.1.0_play_2.4		e52a18353c46809b4e5f38d8438140b3e8e55ed2
com.codacy	foundation-scala-lang_2.11	10.1.0_play_2.5		826860961dab47e9271f002831256dfdb3485c0d
com.codacy	foundation-scala-lang_2.11	10.1.0_play_2.6		06c7bfe41da74c43c9689df22350cc6cc796f92b
com.codacy	foundation-scala-lang_2.11	10.1.0_play_2.7		30522ea939016ca5733e56a47df353e24dc4fde7
com.codacy	foundation-scala-lang_2.11	10.2.0_play_2.4		c2c17c91a0cf908a818ef400e9d3c9bef9b15b25
com.codacy	foundation-scala-lang_2.11	10.2.0_play_2.5		acd888458e2bb366dccc359d8ddb4b2e78c6f7c0
com.codacy	foundation-scala-lang_2.11	10.2.0_play_2.6		3cd2ac01b3473822d4e3b832c31069625309600c
com.codacy	foundation-scala-lang_2.11	10.2.0_play_2.7		92d54305befa3799e762a17d3b34988d25e8d5c0
com.codacy	foundation-scala-lang_2.11	10.2.1_play_2.4		b147b87933a435dd4d3aaab513819407ab3dcdd6
com.codacy	foundation-scala-lang_2.11	10.2.1_play_2.5		381e311e938f0170fdda59a63d76ff661b272dce
com.codacy	foundation-scala-lang_2.11	10.2.1_play_2.6		dac15aa9209cd5ea46584ce44c8b4306cff332be
com.codacy	foundation-scala-lang_2.11	10.2.1_play_2.7		fc91513b826f9b84ea89011a8accb0bc0eaf0893
com.codacy	foundation-scala-lang_2.11	10.3.0_play_2.4		a30803a79ca800d45b1e523a31263b122a9ac960
com.codacy	foundation-scala-lang_2.11	10.3.0_play_2.5		6409058ed1e61471ab8bcb6ea4abbcfca66e0df4
com.codacy	foundation-scala-lang_2.11	10.3.0_play_2.6		61ba2556b56e3474b2275864fff76662385e948e
com.codacy	foundation-scala-lang_2.11	10.3.0_play_2.7		deec713195f47892b5f60b0a94c07dcbc5dd5517
com.codacy	foundation-scala-lang_2.11	10.4.0_play_2.4		a5b205f8ddacc3e50ef55d41927dabfd961548ca
com.codacy	foundation-scala-lang_2.11	10.4.0_play_2.5		c0b0be92b85ac9ac0ce69355ea16b2715f9663d8
com.codacy	foundation-scala-lang_2.11	10.4.0_play_2.6		e874cad9f069a8a42c514e157cefff986a028241
com.codacy	foundation-scala-lang_2.11	10.4.0_play_2.7		f15d50024863813990cb8796bfab95a613c73269
com.codacy	foundation-scala-lang_2.11	10.5.0_play_2.4		21cd403af6fde09bce9452456d06acab0cc7234a
com.codacy	foundation-scala-lang_2.11	10.5.0_play_2.5		56b60250e56eee29d1a74ddd944353e79d0c5972
com.codacy	foundation-scala-lang_2.11	10.5.0_play_2.6		a1ef2adaf6793ea199efdebf9192a56ae273f156
com.codacy	foundation-scala-lang_2.11	10.5.0_play_2.7		07cf471cf069fa5e6bf72491cd8689f9c4d92991
com.codacy	foundation-scala-lang_2.11	10.6.0_play_2.4		41987eaca7ba533562b9dac64e948940fb3e21dd
com.codacy	foundation-scala-lang_2.11	10.6.0_play_2.5		70d4a21bf501a1364848945199bebbc223fefb97
com.codacy	foundation-scala-lang_2.11	10.6.0_play_2.6		733c7d1961b967c6279fbb4d7214f98912a04580
com.codacy	foundation-scala-lang_2.11	10.6.0_play_2.7		9208ff968ed9b5d2a6eb2a432ea3c6b9cdb83898
com.codacy	foundation-scala-lang_2.11	10.7.0_play_2.4		bc439914f4849cb9287371f2dda0d82d1e77c882
com.codacy	foundation-scala-lang_2.11	10.7.0_play_2.5		2379e3fba2e8dc518b6c13c9b438ad353c6a5af0
com.codacy	foundation-scala-lang_2.11	10.7.0_play_2.6		0366e7270e621ce617443685b1b4baf81e7d3279
com.codacy	foundation-scala-lang_2.11	10.7.0_play_2.7		94c0cc3e94133af4ac30b4b1c71ea9cbcd726bb6
com.codacy	foundation-scala-lang_2.11	11.0.0_play_2.4		109f4e8140a7c6f80c3eb4e8f05e9c8eb8f748b2
com.codacy	foundation-scala-lang_2.11	11.0.0_play_2.5		36547a0f0c77ca1c5f085f2cf90faf948ed084a4
com.codacy	foundation-scala-lang_2.11	11.0.0_play_2.6		039ef44c68cbeb5ea7df4f1e3344bd2748462510
com.codacy	foundation-scala-lang_2.11	11.0.0_play_2.7		7caf8950c79e4966738713efbd406f194d36fe86
com.codacy	foundation-scala-lang_2.11	11.0.1_play_2.4		2bd39ea6e927c08d7bd6616b027e64449a45e2c3
com.codacy	foundation-scala-lang_2.11	11.0.1_play_2.5		fd6266537dd59f969716f6ef262cb9415b1e54cf
com.codacy	foundation-scala-lang_2.11	11.0.1_play_2.6		20907b3a7dbe6764380a5964816ca243cb8ef89f
com.codacy	foundation-scala-lang_2.11	11.0.1_play_2.7		a8ccd2e2466390e933f0c853171d2a2dfe76d3c3
com.codacy	foundation-scala-lang_2.11	11.1.0-scala213supporttest.2.bca0241_play_2.6		7e78a4260143c6bdcf1b5e4873388527ff4f37fc
com.codacy	foundation-scala-lang_2.11	11.1.0-scala213supporttest.2.bca0241_play_2.7		c90884a3d322b3eb2bf840089dd8fa3586ec2242
com.codacy	foundation-scala-lang_2.11	12.0.0_play_2.6		b0e82a1cfea2648c17ada55dbb7de9394daa7c27
com.codacy	foundation-scala-lang_2.11	12.0.0_play_2.7		2766cd2ef956c23a86d1e0ff237d5a744a66e2b0
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.14bf3b3		a51f0577de49e70c757baf63ca3090e1bb0a2f61
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.14bf3b3_play_2.5		51672b19749b6755d57a561d2f78982c53fde4b8
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.14bf3b3_play_2.6		861e3df9148d7f96d815b0bf58cb71aa87718131
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.14bf3b3_play_2.7		e73cb36e5ba200d764913d7b1d375fb3341035aa
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.a27ebe6		79f95c2892d3c110bd839bb8f8b3839197539612
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.a27ebe6_play_2.5		9ad7250bc059af5f91c545b0ce3269010c31de9c
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.a27ebe6_play_2.6		9ee419a68f0ff1290e1c61ce3f4e196e9fdea170
com.codacy	foundation-scala-lang_2.11	9.3.1-publishsonatype.a27ebe6_play_2.7		045137c2164ff497e2d3682dbd11e7a244fcf6a5
com.codacy	foundation-scala-lang_2.11	9.3.2		fb0ee31bfa44ec78b01dd0af51987bc8ddade6cb
com.codacy	foundation-scala-lang_2.11	9.3.2_play_2.5		4f4d1effe5c6490b64150e7ccb153ed9075bf8cf
com.codacy	foundation-scala-lang_2.11	9.3.2_play_2.6		f7fc553a9c9162f361d17349a93599b4eb5ada83
com.codacy	foundation-scala-lang_2.11	9.3.2_play_2.7		da90c3efcaa3adbc4ee5e79da762e7f8c2a61f99
com.codacy	foundation-scala-lang_2.11	9.4.0		1cf15d340e14c43e623ac1232bb04fe52624ef6a
com.codacy	foundation-scala-lang_2.11	9.4.0-improvehttperror.e3eecfa		abffbffbe4c9df94dfc0ff732e67553f3312287c
com.codacy	foundation-scala-lang_2.11	9.4.0-improvehttperror.e3eecfa_play_2.5		210d5fa39c1bbd931159744890e8bc599247608a
com.codacy	foundation-scala-lang_2.11	9.4.0-improvehttperror.e3eecfa_play_2.6		5e1686f1870cc3f4ba7a88f09358289f87b739f3
com.codacy	foundation-scala-lang_2.11	9.4.0-improvehttperror.e3eecfa_play_2.7		bc57eeda2c1ec09f6567937df08798b496a22925
com.codacy	foundation-scala-lang_2.11	9.4.0_play_2.5		849dee6dafec3bd93e5df8300c217ef860c9e1b1
com.codacy	foundation-scala-lang_2.11	9.4.0_play_2.6		ebbf11e00bff7bf11bdb75a40d9a50ce7fc6f6a0
com.codacy	foundation-scala-lang_2.11	9.4.0_play_2.7		8f00b932e678f0af8adb8122bf0ccdfafac04f91
com.codacy	foundation-scala-lang_2.11	9.5.0		ceefe693167f04baf32b089e1de611be19608ba0
com.codacy	foundation-scala-lang_2.11	9.5.0_play_2.5		c8bc6721f912cb8ddcb09d7733a3747920c5e974
com.codacy	foundation-scala-lang_2.11	9.5.0_play_2.6		12c18ffb6bcc5a52d64e1764d8b6ade55b3f2597
com.codacy	foundation-scala-lang_2.11	9.5.0_play_2.7		8be3721250d628ead15fafbb8cbd26988487dd05
com.codacy	foundation-scala-lang_2.11	9.6.0		2d2ef59c2a7704259a764cd17526e94ec7676e66
com.codacy	foundation-scala-lang_2.11	9.6.0_play_2.5		6461cfb20c875c578f16d5516b67bbfa70123bca
com.codacy	foundation-scala-lang_2.11	9.6.0_play_2.6		89fff18dab4f5106b78a6feee5d144a88a6f79a3
com.codacy	foundation-scala-lang_2.11	9.6.0_play_2.7		eac7e96ecc373999c038844ed62fbb14808e91ec
com.codacy	foundation-scala-lang_2.11	9.7.0		6014a8b13e410a8d65c88e4600b25ffb7d1b568b
com.codacy	foundation-scala-lang_2.11	9.7.0_play_2.5		59966093ad7c34da9361c4e299cf4d5eea294214
com.codacy	foundation-scala-lang_2.11	9.7.0_play_2.6		28db88b481f882406b9d1a9f429458cd78a1ae40
com.codacy	foundation-scala-lang_2.11	9.7.0_play_2.7		989809e6628a861551858d2d6c4f65b50a28cb27
com.codacy	foundation-scala-lang_2.11	9.7.1		1f1322f9683a058e13c1b8e573f0614b07358f40
com.codacy	foundation-scala-lang_2.11	9.7.2		00466f0ff1d3009a55a7a5f1d2f3502a30645b38
com.codacy	foundation-scala-lang_2.11	9.7.3		93a0f7d2e1436857e19e9274f9bc321f031a581a
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.16cec0e		c0848d3cccd0dd227543bb0a2f5f0abe9916c256
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.16cec0e_play_2.5		48e206ce7d291a4acd7b554fc51e1e42a3733350
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.16cec0e_play_2.6		afca3704eb05a1a88826e4f372668e3006d611e0
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.16cec0e_play_2.7		fe0dd586363ad1424c41ff248827f0dc4911d57f
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.56da00c		6ca653b6aee7535b2a32218fe979330dba168e26
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.56da00c_play_2.5		df6d95d8d84584dd202331e1b9a27b6a918b832d
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.56da00c_play_2.6		eea929d0f3284f9037e3f137da50e79e181ad686
com.codacy	foundation-scala-lang_2.11	9.7.3-bumpcodacysbt.2.56da00c_play_2.7		87b256c51b3965b8441bb886754e7cbaa1293bee
com.codacy	foundation-scala-lang_2.11	9.7.3_play_2.5		fabfa144287d25fcaa2090f00678a83f875dc96e
com.codacy	foundation-scala-lang_2.11	9.7.3_play_2.6		c5220689f85b97d2bf85dd94c2cd33f964c05cee
com.codacy	foundation-scala-lang_2.11	9.7.3_play_2.7		80279bc97bda7508234eca181e807f86bed9c481
com.codacy	foundation-scala-lang_2.11	9.7.4		ee8a6cc4ef5cceebe6bc4a3668e4f797c86306ae
com.codacy	foundation-scala-lang_2.11	9.7.4_play_2.5		20a72b9fc3d3790539d16713c35e9ad705669f88
com.codacy	foundation-scala-lang_2.11	9.7.4_play_2.6		b578eafcbffabcdf752b4fd809daeb2b7c4205f3
com.codacy	foundation-scala-lang_2.11	9.7.4_play_2.7		2b5c7a7d29bded15a230975b134133926d52a336
com.daml	daml-lf-1.17-archive-proto	2.10.0		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20240830.12942.0.v3e4e9451		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20240926.12977.0.vf09a26b8		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20240930.12985.0.v0bdf66d5		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20241003.12993.0.va759f925		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20241008.12997.0.v9ba70c83		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20241009.13006.0.v20f6fb6c		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20241029.13035.0.v7977e389		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20241031.13042.0.v386ef7fb		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-adhoc.20241212.13143.0.vdbbc65bd		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240820.12932.0.v80ffa617		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240821.12933.0.v8ba622fb		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240823.12936.0.vecb8acc3		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240826.12938.0.vc5a21340		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240828.12940.0.v307e0c85		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240830.12942.0.v3e4e9451		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240902.12945.0.v29d5ab85		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240903.12947.0.v43734b6b		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240904.12948.0.va6f6d25a		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240905.12949.0.vd31d5f11		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240906.12950.0.v863effdb		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240909.12951.0.v4020b9c1		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240910.12953.0.v7e224718		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240911.12955.0.vee1ef999		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240913.12956.0.vc59d689e		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240916.12957.0.v05bb1e84		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240917.12960.0.v1bd2be60		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240918.12961.0.v064e26d0		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240919.12963.0.v8b00825e		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240920.12964.0.v8b5bf925		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240923.12967.0.v5850adf6		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240924.12969.0.v7c80e3c5		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240925.12975.0.v810514d5		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240926.12977.0.vc73c8398		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240927.12982.0.v46f26aaa		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20240930.12984.0.v34e731c5		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241001.12986.0.v9b136762		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241002.12989.0.v50ef79d3		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241003.12991.0.v4922d403		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241004.12994.0.v3991c94d		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241007.12995.0.vb72fe917		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241008.12998.0.v085a1a73		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241009.13001.0.v44d905ca		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241010.13003.0.vb79a1d35		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241011.13004.0.vfda42856		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241014.13007.0.vb5371e6c		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241015.13009.0.v19d1b665		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241017.13013.0.vfdb00602		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241018.13016.0.v3621b0df		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241021.13017.0.vfac10709		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241022.13020.0.v61dad494		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241023.13024.0.v2bb40b56		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241024.13026.0.ve6249793		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241025.13028.0.v6753501f		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241029.13034.0.v5423d1c9		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241030.13038.0.v4735759a		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241031.13043.0.va2307b9c		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241101.13047.0.v1e6d5c93		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241105.13052.0.v9f987229		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241106.13056.0.v910c3af2		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241107.13062.0.vc42923a7		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241108.13063.0.v98eb7dfe		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241111.13067.0.va06af61f		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241112.13070.0.vc4a4a381		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241113.13071.0.vf716891b		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241114.13074.0.v600d63b3		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241115.13075.0.v95837925		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241118.13077.0.v8fa24b57		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241119.13083.0.vc52c98f7		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241120.13086.0.v82db983e		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241121.13088.0.v89147e31		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241122.13091.0.v2515f003		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241125.13093.0.vcfe66a3a		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241126.13098.0.vb4a785d0		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241127.13100.0.v25efcc94		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241129.13105.0.va6618160		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241129.13110.0.v8614d753		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241202.13113.0.vc1ba0f69		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241203.13118.0.v810def9b		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241204.13121.0.v0d9ba7c6		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241204.13121.1.v0d9ba7c6		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241205.13123.0.ve4181d88		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241206.13125.0.vd0fb6537		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241206.13126.0.vf0f16532		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241209.13131.0.vee30f1db		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241210.13134.0.vad20cd7e		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241211.13138.0.v2bd7e97d		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241212.13139.0.vc8e37fa5		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241212.13141.0.vb66372c0		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241213.13146.0.v244db838		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241214.13147.0.v24ce113a		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
com.daml	daml-lf-1.17-archive-proto	2.10.0-snapshot.20241216.13150.0.vc832cb4a		1d8aba54176b914f46d0feb17cbb1690b05cd5f0
