asia.stampy	stampy-MINA-client-server-RI	1.0-RELEASE		c2e68dd34aac0ded34248a10571460b7c29c2a53
com.facebook.presto	presto-orc	0.106		0e8fd59fb3431b91585ffe1e4ba41ce4f4bf5323
com.facebook.presto	presto-orc	0.107		88f10ee1774608fac5820bd3f86218b55eb96317
com.facebook.presto	presto-orc	0.108		13dd1c0630c44ca156405e9d66d879c0bb44f5e8
com.facebook.presto	presto-orc	0.109		a3e7eddb274b43b94afba9e9288771fe4327986e
com.facebook.presto	presto-orc	0.110		8633171a5ffbb7095210c6b6c7dc41e6859ff896
com.facebook.presto	presto-orc	0.111		84501ed7cf720c4a9c6ad09d27920eb7abca113a
com.facebook.presto	presto-orc	0.112		45bd131cea04020ca4d787950e97f8ae7c612018
com.facebook.presto	presto-orc	0.113		c33d953096b208fab36c8cbb7da40b75cb65604e
com.facebook.presto	presto-orc	0.114		9383a412a6d5333aca276fbb947d50035a1cc6b9
com.facebook.presto	presto-orc	0.115		867a7700e3196b7c309b6dbf7e72d9188668d1fb
com.facebook.presto	presto-orc	0.116		ae6f9355f5d7ffd9692d51f97e398e351fbec6f7
com.facebook.presto	presto-orc	0.117		94f0604e47cdb7b70363c5434b8f5eb71aa3ae61
com.facebook.presto	presto-orc	0.118		657fd202368e500dbcd6f138fa3646850b50f461
com.facebook.presto	presto-orc	0.119		437b57c0c62111bb446368042ba8d7d8e63d7b8b
com.facebook.presto	presto-orc	0.120		20eeb9064f3d7cac2cf3e49c8f2b5d54009cef4e
com.facebook.presto	presto-orc	0.121		1a733ba4beb5b7ab701701c8fc0e2a448e41d1bb
com.facebook.presto	presto-orc	0.122		7ac1e01f2951cc1659a797fbafeb297ffdb0dfb6
com.facebook.presto	presto-orc	0.123		efa04155ab812e595cbbad0389ab1be82e7d58f0
com.facebook.presto	presto-orc	0.124		d6bd1ee6092b9fdaaa4a18d2ffd2d34231b282d4
com.facebook.presto	presto-orc	0.125		4bcda4c56c3a9bc8ebb1ef6ba57b4ce71ca8d495
com.facebook.presto	presto-orc	0.126		417a00f3e6e45b537b3b02b16a88fac7e095a45d
com.facebook.presto	presto-orc	0.127		754cf0a3001b3b5984c9c01fbba953db426b0b77
com.facebook.presto	presto-orc	0.128		8b4f779d8852412db59901b6119a8efec3a84b95
com.facebook.presto	presto-orc	0.129		b49c7ad4e26c68a586cec3afe73fdafffa5e1326
com.facebook.presto	presto-orc	0.130		f626df85484e0de8c0e2bfe5a30126fd79edd815
com.facebook.presto	presto-orc	0.131		2f20d8385f5ec0059671c48a222c7c6aa653bad6
com.facebook.presto	presto-orc	0.132		97282aefe42cb9d0e4ab3b94142e1266edd65c3f
com.facebook.presto	presto-orc	0.133		1dd993bf9f5358f67338b47ec0cbfb76ceaacd9f
com.facebook.presto	presto-orc	0.134		2c32e562b0c1f9f463e933e11cd7a5b7e5b9638b
com.facebook.presto	presto-orc	0.135		16509185bc47ce27793979b27237cbf581943124
com.facebook.presto	presto-orc	0.136		371571d62430212006b1ff2de8c32826b43ff921
com.facebook.presto	presto-orc	0.137		3e466d166bbc45c146e948760afaa31ab815e798
com.facebook.presto	presto-orc	0.138		f293181d04f611b7d6cf68afc8f6b417343485ff
com.facebook.presto	presto-orc	0.139		c285bfdc37bfabc19e0dde066bba5f506f8229e1
com.facebook.presto	presto-orc	0.140		aa1077296b604ad58f1148ad5b1832c156c1367b
com.facebook.presto	presto-orc	0.141		d51ce58d3d4b8ee985ab9a501a4ef93ce67de8c7
com.facebook.presto	presto-orc	0.142		3c42205870cd44cd4fcaa7a354be841b09303617
com.facebook.presto	presto-orc	0.143		15f11fe38de43630830477f1cbbdd3a4fd91bea0
com.facebook.presto	presto-orc	0.144		74630d1e0199108f7c4b6aae202c786ca478f6c8
com.facebook.presto	presto-orc	0.144.1		978990219c4553ad6bc453bc950b2cac73633635
com.facebook.presto	presto-orc	0.144.2		b08e0eef2c80dca7a22b27691b5a8afb8c61d664
com.facebook.presto	presto-orc	0.144.3		7a4bc48b73eaf104188f6639c490c87d5c270f2c
com.facebook.presto	presto-orc	0.144.4		63ffd7b051d3073f336616f0e1e1acac11d52cc3
com.facebook.presto	presto-orc	0.144.5		0fb966b6804489c4a4bc0fc5c0e6d0392aa87a3a
com.facebook.presto	presto-orc	0.144.6		bb0def5b65688876fb6a0a9056d1f2a66bbe7b36
com.facebook.presto	presto-orc	0.144.7		5e25dfd77e971c13fbe538ccf738d8a7abb9ed3e
com.facebook.presto	presto-orc	0.144.8		e94cc8bc9b3dd4cb0dd68bc3a1d24334dd5590c1
com.facebook.presto	presto-orc	0.145		3f6f93c9c11aadaf2c45229788e95befe49802b7
com.facebook.presto	presto-orc	0.146		3586d127c3857c3ce3685c182cf58007e3afb63e
com.facebook.presto	presto-orc	0.147		8f23467ef666d4f839eb2749a0e70d3ea3775e98
com.facebook.presto	presto-orc	0.148		19889db84ae4d4465ad5aab73832108a32326eeb
com.facebook.presto	presto-orc	0.149		80270268d29b84a5f30ca90fc952ce26db6c9fd6
com.facebook.presto	presto-orc	0.150		5a796b5c6505f6ff38c10df017de9f6288c5cb1a
com.facebook.presto	presto-orc	0.151		4217b60df8df6e3e909d32f1cdb20911f8061938
com.facebook.presto	presto-orc	0.152		2f6ebb5086cd867d987be40af006b81297c88c2d
com.facebook.presto	presto-orc	0.152.1		5c1e2f925a7d6aa29b83e4f3d79d0d0cf0257e67
com.facebook.presto	presto-orc	0.152.2		e77d45a4ca04a0a3f29d15584918b4642b403716
com.facebook.presto	presto-orc	0.152.3		03ff6dbff32878b91da39ebd366e4f1501322db5
com.facebook.presto	presto-orc	0.153		a0d749d94d3a1bc902b26724170a769517d1f3eb
com.facebook.presto	presto-orc	0.154		71321dfcc06716cff40e3ee3b459d9f63b5341be
com.facebook.presto	presto-orc	0.155		b45b822a374eae7dd11b09d7601d3bcad6345cfe
com.facebook.presto	presto-orc	0.156		6743ef587b9a3e37db0c0f236ba73d4034a82e16
com.facebook.presto	presto-orc	0.157		92ba69fbc29bc4d8676f69472fc5716b1f084c91
com.facebook.presto	presto-orc	0.157.1		6d4b2121501b416a3371d8ad9590dda0cf878024
com.facebook.presto	presto-orc	0.158		a91eaed69ad586219cf4b024b02830911717b447
com.facebook.presto	presto-orc	0.159		ba6c64aef37e9e11f62be3277bb453aa9a8c150f
com.facebook.presto	presto-orc	0.160		272059002115d8c316a6eb9ac96b654eb3edc356
com.facebook.presto	presto-orc	0.161		1e0b6e91fc341d1d7f3ee223eb9db364f4e52a96
com.facebook.presto	presto-orc	0.162		54886d85a4b09271fa4ebda1c65b32467ce0a981
com.facebook.presto	presto-orc	0.163		56e04c295b4803f75b1c455df892cf5726926a80
com.facebook.presto	presto-orc	0.164		9efa54d1f623f0787c96af24a8ab65b18a8527e8
com.facebook.presto	presto-orc	0.165		8002fe4f7ee354dab8cbb43d3eafa65e8c08dd51
com.facebook.presto	presto-orc	0.166		1c9b888c03782806cef907d56ed3e04fa45b7348
com.facebook.presto	presto-orc	0.167		299e91ef39215227cefbe8f219f93ce6aa3883c2
com.facebook.presto	presto-orc	0.168		33722e8b740ccc61fd0f0154d60adfd020af99aa
com.facebook.presto	presto-orc	0.169		6fe6940e949f0a892ff9afc73eb715af0c39df95
com.facebook.presto	presto-orc	0.170		0811172d2327005ec45080a0c3efcd8ae0576ac0
com.facebook.presto	presto-orc	0.171		9d7cb5a8844f726442bab137f5e8ec85e5064857
com.facebook.presto	presto-orc	0.172		45bac0ffe74b95c403a4d5bd767462f914c8f488
com.facebook.presto	presto-orc	0.173		1ec61d75d575b356bcc6c7629bcbd484cf9130dc
com.facebook.presto	presto-orc	0.174		46044af4a2c55e09e7984ff2a5b8d89d83145d87
com.facebook.presto	presto-orc	0.175		5844ff91c54d072f3fe371a6e1e18ebc71cbf3e2
com.facebook.presto	presto-orc	0.176		98915b5c9fecf570eec377545cb47013257ca28f
com.facebook.presto	presto-orc	0.177		4eaaf4986c11917ff50487d9499834d39418bc1f
com.facebook.presto	presto-orc	0.178		e40d48e0626ff3d34a8b97e7bdf010f645ed0148
com.facebook.presto	presto-orc	0.179		764cbeaf42c30f22bb64725ec0177fe2dcc24fd1
com.facebook.presto	presto-orc	0.180		fce4ca38f46d22e1f9371ae8c1069630794c70ab
com.facebook.presto	presto-orc	0.181		64df10a80f2a6817b2819f1cb2a0e26ec01316ce
com.facebook.presto	presto-orc	0.182		5d1a341b0b5355574ff6f4c296d8a97ce796bae1
com.facebook.presto	presto-orc	0.183		b3f619dffbfe7aba9daa4af62bb85bfbf1d52e35
com.facebook.presto	presto-orc	0.184		32503bab6ebca530926381b36ba8812cc5f5e521
com.facebook.presto	presto-orc	0.185		b144474708d18c0fe192b044586300776a5e0286
com.facebook.presto	presto-orc	0.186		77eb6ce5753fa47a7f9bf0fcb260707ffa5791ee
com.facebook.presto	presto-orc	0.187		98960d45191fa55cb3baf7697e0522093ff423d8
com.facebook.presto	presto-orc	0.188		6ab61ed6934b44d702d4fc21270797bd0dd95f78
com.facebook.presto	presto-orc	0.189		41651f505274cb303decb6813dccb15f613cc4c0
com.facebook.presto	presto-orc	0.190		bf9397891de6af53f46fbaab9fe923c54a076c04
com.facebook.presto	presto-orc	0.191		56ba30f1e4dd901a1f273630262e651c6be11c2c
com.facebook.presto	presto-orc	0.192		1e0d8c0cb7938bbae6920328d6bd4b5532da6cf3
com.facebook.presto	presto-orc	0.193		70824e8f1a361b543fa178a223df4f47dec953df
com.facebook.presto	presto-orc	0.194		72ab8f64b9ccc69b23995e77993241abcb8cff81
com.facebook.presto	presto-orc	0.195		9e413eb83fd37ebc64d3ce3c9a2a348b74f04e59
com.facebook.presto	presto-orc	0.196		6e3fdfd5714a3bbfa029b2f0813bc8c4c75436e3
com.facebook.presto	presto-orc	0.197		db2c681763a1f47220944ed0221559deec1569bc
com.facebook.presto	presto-orc	0.198		115e29f492b6a5797e68d59bce48fb3841f699e0
com.facebook.presto	presto-orc	0.199		6edf8870d83097d6a66f2c6e7593f72232d192c4
com.facebook.presto	presto-orc	0.200		9f0a23218fb2fe5092760dd769e1f738e9dfecd7
com.facebook.presto	presto-orc	0.201		460ad57898499dc6d873f081ae7f4d53103f6e87
com.facebook.presto	presto-orc	0.202		291e43089051bad75be71877a1f37cf0448a682c
com.facebook.presto	presto-orc	0.203		23b3a5d25fea6023c5c78a0fbfd50a4e67bc147a
com.facebook.presto	presto-orc	0.204		a4f500faae77b9212d12e9bbdab585a3571123b8
com.facebook.presto	presto-orc	0.205		51ee01eaa629b103b321e7110845aa808da173d6
com.facebook.presto	presto-orc	0.206		539b1e611e510ea1c0a929eb1eff5db2751259bd
com.facebook.presto	presto-orc	0.207		e196857c6bd132e4b3263d750a1025107777c33a
com.facebook.presto	presto-orc	0.208		954e5826f70a56df815dd362708d0194da4fd7fb
com.facebook.presto	presto-orc	0.209		2cf77c6026c50392ade77a0756ae60f43d79d544
com.facebook.presto	presto-orc	0.210		17df1dbd4b390da0634b8209452fd699acb5831f
com.facebook.presto	presto-orc	0.211		2c3d0212a94fee559bfc4b3d1cb4138a58c183ad
com.facebook.presto	presto-orc	0.212		16c708aad9cc55f1554c4f9f0c525b747f77a2d7
com.facebook.presto	presto-orc	0.213		2d9823879335d3ff12d81e4f7bd89180f9344511
com.facebook.presto	presto-orc	0.214		9a0798f0d9b51a8e8c0a0cca312bcad85ad3c3e0
com.facebook.presto	presto-orc	0.215		dd729a33ebb6299c1c55d8ddee9baeacb5ba993b
com.facebook.presto	presto-orc	0.216		a7d25000fdb62639775d61ed637399f840eefbd0
com.facebook.presto	presto-orc	0.217		dd390a20d05519dabd86a54a8bff54230322c322
com.facebook.presto	presto-orc	0.218		e5d6fe161812273458dfebc5e634fbc342986fcc
com.facebook.presto	presto-orc	0.219		483e7231713a2dc93e1c631106e4b7c53a85eb9c
com.facebook.presto	presto-orc	0.220		f263874823a77745a3c55826f8835cea2316d323
com.facebook.presto	presto-orc	0.221		d6e62552f6aad7e10947958905cb46793a75d64d
com.facebook.presto	presto-orc	0.222		eecb40424fd97213649edcbcf4314dd79a6a87f4
com.facebook.presto	presto-orc	0.223		2a50135529d30ac431b91f6897ab210492000050
com.facebook.presto	presto-orc	0.223.1		dc2c11652d6c372c4e12adc08cffb42ebce9b567
com.facebook.presto	presto-orc	0.224		0d0d6cff1d762713ea84a874351ab55078b7ed9d
com.facebook.presto	presto-orc	0.225		50cfa707065a31c210f5479c37108ce363210be0
com.facebook.presto	presto-orc	0.226		0f0206086a51c2df789bfe377606c2600a5c45fb
com.facebook.presto	presto-orc	0.227		64d696f897d88b40d1dbf96fb64c3baac4a290dc
com.facebook.presto	presto-orc	0.228		14dfe292c4642ee53560be935b59fb2355050996
com.facebook.presto	presto-orc	0.229		81ee116be5bd95ffe684f210f077eeadae7fc4a1
com.facebook.presto	presto-orc	0.230		037f6a81435e3cbc7d9feb9240a236138b1d15d3
com.facebook.presto	presto-orc	0.231		cc8401ef12bcecba82b03ba3684ebd9dbd987b37
com.facebook.presto	presto-orc	0.231.1		44a53def5a50ce5bc4cc90bb8c2b368f018b4dfc
com.facebook.presto	presto-orc	0.232		930b39076ffe639bfccaafeac1935a6b56aed870
com.facebook.presto	presto-orc	0.233		220810951f736cdadaab5fc05c2a4543a1f43546
com.facebook.presto	presto-orc	0.233.1		66f0d88fd5cfdc479049e697a573339ee720e309
com.facebook.presto	presto-orc	0.234		0de7a5405bc52c656bf5934cfb4b32a3ba522cf5
com.facebook.presto	presto-orc	0.234.1		b06e0ad9f2460ba108d69cc8775a6e60adbf970e
com.facebook.presto	presto-orc	0.234.2		c698489c1ab48f7924065ba2904ece1ac5181a09
com.facebook.presto	presto-orc	0.234.3		d3488332b53dbcb592315d8e23eb9965b3b1b9ec
com.facebook.presto	presto-orc	0.235		959ac723c051a3e8579237ae2a891592a2df6c0a
com.facebook.presto	presto-orc	0.235.1		7f7ff0f63838e63a737c67e5492009b0a46b3fe7
com.facebook.presto	presto-orc	0.236		f916b4187e85f4adeac67f03e72ff55c88df4e80
com.facebook.presto	presto-orc	0.236.1		5fbc2b7ea68d57cae9fbb30c60ee30293630441b
com.facebook.presto	presto-orc	0.237		330232cd2747c19a9990843dded1f5e81bb7e8bf
com.facebook.presto	presto-orc	0.237.1		f07307f54e2a71384c036de0e3792575ce7cd500
com.facebook.presto	presto-orc	0.237.2		cf2aab350899cd5cc569260068051765891f6ab8
com.facebook.presto	presto-orc	0.238		a5498759c723f6f5d3335ac4ec475a3ccbb454c7
com.facebook.presto	presto-orc	0.238.1		0d512ee065e09d8eadec977f310ee5634f3874f8
com.facebook.presto	presto-orc	0.238.2		2a6809be3c761200964403f61c239dd7ac60ee24
com.facebook.presto	presto-orc	0.239		39e765ed112642c00038fa6de22f37b916471699
com.facebook.presto	presto-orc	0.239.1		26407789f6b075b5c36715ba65eb869507f25bcd
com.facebook.presto	presto-orc	0.239.2		15e66337e9d1e7d7e580c8099069040da27be497
com.facebook.presto	presto-orc	0.239.3		4655b8cd9359204cd950c4ef9347ba4460eb3b1b
com.facebook.presto	presto-orc	0.240		f82bc1b0d1db5ba2c1c2b667c6adb934314588f6
com.facebook.presto	presto-orc	0.240.1		810c894a1271f62e03fffbba13b14188e90c893c
com.facebook.presto	presto-orc	0.241		e6d34bbd2c7559501d98e3366da0cfab2f1e44e5
com.facebook.presto	presto-orc	0.242		30ebfabeb60ce6f441f56ad6137a9556197ec1a6
com.facebook.presto	presto-orc	0.242.1		f0fc0ac25f54c42fd537af9bd78db2a04b006ac9
com.facebook.presto	presto-orc	0.243		4c9cbae0c6359acac2fcd56f1d11676fee2e78c4
com.facebook.presto	presto-orc	0.243.1		020adddf96449c278d063cd79f141b5b59fce066
com.facebook.presto	presto-orc	0.243.2		5fcdb39d114639deeb13ef7e7ec0463c7ee01d6a
com.facebook.presto	presto-orc	0.243.3		d9f1d9e4d9da15a82677d38d0a00a0e0fa1690cd
com.facebook.presto	presto-orc	0.243.4		67667b13ffcf304aacada8ef36cd8056166e6733
com.facebook.presto	presto-orc	0.244		e0aeba6f1928a46e80c02f51d1e1bee7cc9e171d
com.facebook.presto	presto-orc	0.244.1		e5811d3920e5a074de94b8aa8b4b0322d7bbcab7
com.facebook.presto	presto-orc	0.245		117df4b4713ff73b799af717e520347b595ba2b0
com.facebook.presto	presto-orc	0.245.1		c6a4c6c2fa6e0a9376d35d2d41e0cf5aa336f97f
com.facebook.presto	presto-orc	0.246		61a13e5df5c60b8e621eb4f15e5ce11851cf3fbf
com.facebook.presto	presto-orc	0.247		a3519c1985b28670b668979bb86c708970183271
com.facebook.presto	presto-orc	0.248		3f9d8ab5e7129b9232ff36f4b2eafc6a773a4fe5
com.facebook.presto	presto-orc	0.248.1		c91e1f8a2d76bdbb3f1247d7f2abe7e1829ad78d
com.facebook.presto	presto-orc	0.249		c3f7b8cbda73757e8bef6f7753a9feaa8bf156c6
com.facebook.presto	presto-orc	0.249.1		fbb5c43fc7bd1059ade24486a5bd46118075805b
com.facebook.presto	presto-orc	0.250		24281b19a51312c325aa8171e9c7ff4319d164b4
com.facebook.presto	presto-orc	0.251		b7a32ef2d78b88fdf7ac1f50b10e39a9e6e9d306
com.facebook.presto	presto-orc	0.251.1		832061eda7286fabf1db471fafc685f44fba2c78
com.facebook.presto	presto-orc	0.252		006a971c916f5400dcb2cc595744669bbb6772c5
com.facebook.presto	presto-orc	0.253		825e390aee5eb7c8c34e2218d6b1f0c230f3b7f8
com.facebook.presto	presto-orc	0.253.1		138799527266352d60c7489d6a40f39106359458
com.facebook.presto	presto-orc	0.254		ff5d62567037036dc82dcb3b7bdab95f451a69dc
com.facebook.presto	presto-orc	0.254.1		32371ecd55e6a039a6904618d5f4ea9c0d96d24e
com.facebook.presto	presto-orc	0.255		d3e0719b2339d04569983e737de628a6c9929195
com.facebook.presto	presto-orc	0.256		3bebdd2f92a7297f08fce48f46c360eac9273099
com.facebook.presto	presto-orc	0.257		23c0d0116d4540830fd0098da885cfd046695c5e
com.facebook.presto	presto-orc	0.258		fa7f05a97031dc6b22b6665e27d3b228f2a0a334
com.facebook.presto	presto-orc	0.259		bc4c34e02d72f24453c96c161ef93aef81ba3e16
com.facebook.presto	presto-orc	0.259.1		f44a0ff949de26eb5e2968990d80389a77fc5822
com.facebook.presto	presto-orc	0.260		cfb7919c41346644c5728ddd55826954ce35cd8f
com.facebook.presto	presto-orc	0.260.1		c154e103e802d56d5af5872fdef16330aae7e73a
com.facebook.presto	presto-orc	0.261		0741d977da6c7c09914d41b6134832cf97ac5bc5
com.facebook.presto	presto-orc	0.262		c2c40adc8378c3ce24000459b4d3c3d6f73187c4
com.facebook.presto	presto-orc	0.263		16e856239e7a195ff7955d76c4aafc56cf650aa8
com.facebook.presto	presto-orc	0.263.1		1b58fa3ffa7395729d74a27fa7cde7b63b146ae3
com.facebook.presto	presto-orc	0.264		a71999eb97c25688cbe440182659d1d731cd9380
com.facebook.presto	presto-orc	0.264.1		91e50f5316ee32f18991217be971c3780b953b6a
com.facebook.presto	presto-orc	0.265		20d0ff4b2f83e54e5783242505648b0d366a610c
com.facebook.presto	presto-orc	0.265.1		45227f1dc4640febc5eb0566f1be02506a247cc9
com.facebook.presto	presto-orc	0.266		544ecddbffda604360fc8762c8ecd99a7f4fceee
com.facebook.presto	presto-orc	0.266.1		5ba353921e70b791325a9e65e8661dbccd831c41
com.facebook.presto	presto-orc	0.267		c93d54c787fdd895ce4d9a22ba1350eb8b5a2ff9
com.facebook.presto	presto-orc	0.268		626477b565ce712dd89e9f317bfeccd3cde1022b
com.facebook.presto	presto-orc	0.269		607c05bacb2ebfaf795d74288494b2781d586005
com.facebook.presto	presto-orc	0.270		4c966d00ad00bd2bef2efdbe6d0dce26e70d9117
com.facebook.presto	presto-orc	0.271		77ade1b3056ac8d787cfc2b303be9d90e26f5894
com.facebook.presto	presto-orc	0.271.1		0cb4f01758579d00a220afd3d2c43f0896c64728
com.facebook.presto	presto-orc	0.272		5873d4c04ad22eb308d2b387ee10918d99930da1
com.facebook.presto	presto-orc	0.272.1		20e9d5625ca45bb9c26fcef2ae6b8e742bb5af52
com.facebook.presto	presto-orc	0.273		d6211dc69a29f0f3b5c037a6f1da5a4644231f99
com.facebook.presto	presto-orc	0.273.1		c1cadcdca4ee0613454c6089afc71f4cba42e292
com.facebook.presto	presto-orc	0.273.2		b1f04e263de554566f86969fbd5cef5cf177a100
com.facebook.presto	presto-orc	0.273.3		8d0f22930f3c78f87c515b6fc4c514328df6a717
com.facebook.presto	presto-orc	0.273.4		e54002a52864a73ce81da6e8d6c97b058117f68d
com.facebook.presto	presto-orc	0.274		95c32087cc075f99c3ccbf452d58f66632839e5e
com.facebook.presto	presto-orc	0.275		eb64eb25c80e13b892b7c65be6b6850065799739
com.facebook.presto	presto-orc	0.276		6d8cc29acb7a73ce5764bb6ed53cc9e13e5a4842
com.facebook.presto	presto-orc	0.276.1		f9edc66b7f4885ecb365dd23455034ac4168a8b9
com.facebook.presto	presto-orc	0.276.2		09c94da451ebdb2b00055d8b154fd1e9a22b0aa9
com.facebook.presto	presto-orc	0.277		3657af0930eb8586c41531674aa79ca656c82a72
com.facebook.presto	presto-orc	0.278		dfa3a17e3b6145c8fa3e095c8fabeba68bfc6c42
com.facebook.presto	presto-orc	0.278.1		a4bf42d530e70bf8e8015db05ac158422aadd8e3
com.facebook.presto	presto-orc	0.279		23d4bbfe5dc01087b2b32a8604ce9cb2f7c30b42
com.facebook.presto	presto-orc	0.280		3e10d945c48ee49d9eb5f8aea0ebf8013eb34b4f
com.facebook.presto	presto-orc	0.281		efc5bb2917ca8c7e08a92fe3097a0cca45539c58
com.facebook.presto	presto-orc	0.282		728b27e7e6ce10ad06362f89b7c4326a7a2279ff
com.facebook.presto	presto-orc	0.283		7f6ff969dafe90ea4a996ec7b899432b2bcd3d8c
com.facebook.presto	presto-orc	0.284		0ae1195dcc42f8acd5a6a58976024403e553fdfa
com.facebook.presto	presto-orc	0.285		9f945053cdd468273744e1089d262aaccf084708
com.facebook.presto	presto-orc	0.285.1		e89496e72eeeb8d87b7f4eb2f3d7134f80842044
com.facebook.presto	presto-orc	0.286		d6aae465daa65c87e14b652d9ec90ee85ead0761
com.facebook.presto	presto-orc	0.287		593360b38781c2b39cabe5e6c77479f147eb8240
com.facebook.presto	presto-orc	0.288		eb4b1ca626300bfb066202ad170f0e8b8ff3b3ed
com.facebook.presto	presto-orc	0.288.1		7667911b91c1e445bd8756437a837a50633a908e
com.facebook.presto	presto-orc	0.289		b0d0ebbf8f14e823fd83b02d94a93f292ce95ec2
com.facebook.presto	presto-orc	0.290		6484893689db38793d7e7073352e6c6733011fed
com.facebook.presto	presto-orc	0.291		472e52fd321a801707ab5f62e5f67f01b3bf83ac
com.facebook.presto	presto-orc	0.292		9509056af5cbda494020f333250174262aa59f99
com.facebook.presto	presto-orc	0.80		123be33245ceecd887c7c7e104273c4a03b066b3
com.facebook.presto	presto-orc	0.81		54b37a96f34d78e67fd00e3f6308ed2cacf07599
com.facebook.presto	presto-orc	0.82		48519eb380c9a2bcfcd66b35d0f0d5d1eb4f55e8
com.facebook.presto	presto-orc	0.83		59525c4de45edf153051e9d1d06e2c53b0b2f22f
com.facebook.presto	presto-orc	0.84		2cff3ad456dd4f41489b255e06f55fd81bfa0c69
com.facebook.presto	presto-orc	0.85		69493984ff1f335c31deb8ef401bee9059543d75
com.facebook.presto	presto-orc	0.86		ee22137b7327973e4979f69c3cdbb1ef5f47ddda
com.facebook.presto	presto-orc	0.87		8938b23b3616997d10665b6f3bc62248e4b7b569
com.facebook.presto	presto-orc	0.88		50068d03aa1a6cf1fa492c2c568d2a663461a041
com.facebook.presto	presto-orc	0.89		f0f1720d923e59e0876c5d151cdddcb1347fa1ce
com.facebook.presto	presto-orc	0.90		a9b51699c0ad6b706a8311379bf3cc06acafc109
com.facebook.presto	presto-orc	0.91		83bf1024f977e60ea3ab714f26235c01dc17b369
com.facebook.presto	presto-orc	0.92		13430ae4969b9b68cddf522b729b287c7a93888a
