ch.epfl.lamp	scala-records_sjs0.6_2.11	0.4		08c81edcbb69469a304c13b01808b7dfd2c350d9
io.github.kitlangton	neotype-zio-quill_3	0.2.16		5de2700c198c6c29613164fd70eee4e5f4a08586
io.github.kitlangton	neotype-zio-quill_3	0.2.19		d66bde730bb6502650e70c74125019dc10f4957b
io.github.kitlangton	neotype-zio-quill_3	0.2.2		603c920bc540cc7524ac3ae133480a3c2d5cb8b8
io.github.kitlangton	neotype-zio-quill_3	0.2.3		84aa7e5d0da8d983ebb5e5cbf74b51f7231a431e
io.github.kitlangton	neotype-zio-quill_3	0.2.4		9c97653f57a0637d59ac4caf9628f39c0f378aa3
io.github.kitlangton	neotype-zio-quill_3	0.2.5		b2f0ccdf9f137f5eac84314316e5ce9caa15f685
io.github.kitlangton	neotype-zio-quill_3	0.2.6		e40efcc1d945d8f7d636f18d61ee11146586adf9
io.github.kitlangton	neotype-zio-quill_3	0.3.0		c4831a36df3340fbd9fc1b36a60ca3a671671911
io.github.kitlangton	neotype-zio-quill_3	0.3.10		a2460eb9c09060a70bd0c177d88e8a3a25be8d75
io.github.kitlangton	neotype-zio-quill_3	0.3.11		873bb977df229385e711006db9479e3a1f062d53
io.github.kitlangton	neotype-zio-quill_3	0.3.13		baaff6ad832504cf1e3f8d551c2f76d6537c1079
io.github.kitlangton	neotype-zio-quill_3	0.3.14		68855bbe41eea71a45da8e34b28a16d659074803
io.github.kitlangton	neotype-zio-quill_3	0.3.15		3c7180b45d904e206c0608758a55bf42976e7a63
io.github.kitlangton	neotype-zio-quill_3	0.3.16		0833d88b8a7eb9675ff918166960460797d168d1
io.github.kitlangton	neotype-zio-quill_3	0.3.17		fd4bd5869c195b5e1ed33879b8e12a4250abf140
io.github.kitlangton	neotype-zio-quill_3	0.3.18		f535f191fa491f3911e1fa19bbf59ee3889e2274
io.github.kitlangton	neotype-zio-quill_3	0.3.19		9a5af2b6869200cf6e7efe337ed708fd8ab45da2
io.github.kitlangton	neotype-zio-quill_3	0.3.20		77d401192a01b548c94c64d7b769a55daf8e2b21
io.github.kitlangton	neotype-zio-quill_3	0.3.21		26c54fbe8c73fc91d8764af5e8acd106312bb888
io.github.kitlangton	neotype-zio-quill_3	0.3.23		da9f45682ac379fb03e9e9661882609d902141ad
io.github.kitlangton	neotype-zio-quill_3	0.3.4		ad3bb08710f5b14b1fd8d9266ac643f3b24ace2f
io.github.kitlangton	neotype-zio-quill_3	0.3.5		26b966d0052c64e944b636f25349388831156540
io.github.kitlangton	neotype-zio-quill_3	0.3.6		69db47593876052931a3a79109c8ca06f0999402
io.github.kitlangton	neotype-zio-quill_3	0.3.7		510e719d4b58b86ce76d9fa712c297a2d1184776
io.github.kitlangton	neotype-zio-quill_3	0.3.8		7e979199088f6e5190db49835187a7dfa46bd42c
io.github.kitlangton	neotype-zio-quill_3	0.3.9		686593df9d4a23259e8a801bcbc61e59a1710cdd
io.github.panpf.tools4a	tools4a-systemproperties	1.0.0		N/A
io.github.panpf.tools4a	tools4a-systemproperties	1.0.0-rc03		N/A
io.github.starlangsoftware	ScriptLanguage	1.0.0		7f79181a38441eb371f4294221ca9b02bc8546f0
io.github.vinceglb	filekit-coil-iosarm64	0.10.0-beta01		N/A
io.github.vinceglb	filekit-coil-iosarm64	0.10.0-beta01	metadata	bb1c634e55227e98a56f7ea04da0b5479e9b40b2
io.github.vinceglb	filekit-coil-iosarm64	0.10.0-beta02		N/A
io.github.vinceglb	filekit-coil-iosarm64	0.10.0-beta02	metadata	d91ef4317d09f836935d097963ac394e474d1b27
io.horizen	sidechains-sdk-account_sctools	0.10.0		6b79ca53eb072028397f757155b0847c0aeca733
io.horizen	sidechains-sdk-account_sctools	0.10.1		79da94c83766ae5b47744f20fb723ac5bc0238be
io.horizen	sidechains-sdk-account_sctools	0.11.0		0f6ef55396dd3856ef292518a21de320a9a9622f
io.horizen	sidechains-sdk-account_sctools	0.12.0		f277f308444c9fffe298c69d8a271a689be67bac
io.horizen	sidechains-sdk-account_sctools	0.12.0-RC1		99bc0545bb717625eb32c94e1ce4a52aa4176197
io.horizen	sidechains-sdk-account_sctools	0.12.0-RC2		aa1601ce6c0185f9d12653b371f30b96f6d32172
io.horizen	sidechains-sdk-account_sctools	0.13.0-RC1		ad49f3482dc59096ca8ebff7c2113369810af098
io.horizen	sidechains-sdk-account_sctools	0.7.0		dd6eb24287ba64e85140ddc721bf87b8e2da3692
io.horizen	sidechains-sdk-account_sctools	0.7.1		23b6f4c33bba1bd5c1442ea3cf9b2827dec2848b
io.horizen	sidechains-sdk-account_sctools	0.7.2		b805da3ccaaff600fc9d551dd1809d3bddb00102
io.horizen	sidechains-sdk-account_sctools	0.8.0		246d859f35ee34a4c761c5c141ea62294fb8729c
io.horizen	sidechains-sdk-account_sctools	0.8.1		ac032989254d626387f51534f2bbc363d52ca837
io.horizen	sidechains-sdk-account_sctools	0.9.0		24b37404e424e05430e138b62631fc0317472c38
io.janstenpickle	trace4cats-natchez_2.12	0.0.0+1-191a6c5f		090203638cabeadb891a6e264c76b26c1f5fbae4
io.janstenpickle	trace4cats-natchez_2.12	0.0.0+1-7a9df181		4eabcf11c4b526942ec4e26dbf94365ea46f9dd4
io.janstenpickle	trace4cats-natchez_2.12	0.0.0+2-bee29d56		3dabaaad0048603a2ede3bc035c6c6c11eedf798
io.janstenpickle	trace4cats-natchez_2.12	0.0.0+3-5f8ccef8		7d16ffae886e69c963e6adadb32e9b0319d92ccc
io.janstenpickle	trace4cats-natchez_2.12	0.1.0+43-e6dc014f		c820b7fbfc9c856ba1145b115351bac3618130c8
io.janstenpickle	trace4cats-natchez_2.12	0.1.0+45-447c4e91		90eb347aefc37225835d8301fbd164a48197c040
io.janstenpickle	trace4cats-natchez_2.12	0.1.0+47-761ead7c		9cc4538d3af428a922382e9d2a1abe825ec1db39
io.janstenpickle	trace4cats-natchez_2.12	0.10.0		a381fca0280056d9ebc01db7668f8add6ddf99fc
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+1-3f1d2c52		b31e27027d71076a64b65538d0db3059a23a69d8
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+10-653d3274		3a163c576382fa736cbb5ea3c9815f7a4df58487
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+14-805c2bd1		9f41ac57667846d889e4718597aa62a9026a493a
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+16-0db5d26e		11cc5a63b35df422987f769ec89e49e7f1e0c551
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+18-d13b28ec		f47d2970130b5e87d53cdf4a796fa68c0159603a
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+20-fa514d80		b092cfedba4cf296231ad8d2165d799f260c210d
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+22-95c7020c		e78f830e4e6619b70913ecc82fe363cc94f3bcfc
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+23-42f59057		e178033f56f08501fe60d345923463489a62c008
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+3-d01f175d		c90852aad94a680decdf8f64a133f57340d72258
io.janstenpickle	trace4cats-natchez_2.12	0.10.0+8-ee0fd53c		9e54d82eade577f897dd4be1ee5bffce48e770be
io.janstenpickle	trace4cats-natchez_2.12	0.10.1		2f30c86fe3a37392bc9d63b3d99f4dc810b2e590
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+101-a3f5d661		4c0864f8845ce5725715b9d63360a69bd6057242
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+107-a33acc5b		4463f9077aaa19afe203717380bb85e0c1164e72
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+110-22ef803b		5bd010d8e522258bb2f1d032a41e51df130821b6
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+114-e293f4ff		015b712106aed0910b30e9759014a3ef7fc4c12d
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+116-447ea1ed		060f8f1632c0ee7b93b6d58fc43aacc0ea89345c
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+118-e2d5332f		673a9533bae8cb046fac7a0a16b580c2fefbbc2f
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+12-b896ec8e		d62207984510c8b47dffcbb13891c5e5d52b79dc
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+120-2d990a81		d9fd6e0de40adb4b0120c948a4f70ecedbc3afd4
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+122-e0518758		2b22da4ef645b5a4a507e00cb1bfcc17e67a92da
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+126-38d1e9a4		dcff8f2c994f04ba625df92ca7463d5d96f276b1
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+132-7116a4a3		6f178119bb17c79ae4711e3e8ae0699695cfabdf
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+133-e720a24d		57df4647a5c9fe7a8adae94a3e9abe5c80a64dfd
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+134-fd264fc8		41cffd396ce537874b2008022027930dda6c321f
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+136-caf318e4		b740f3859b70ffb3785b96833770437dcd73c46b
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+138-1fb11d87		de3fa26ee9c21ae78d62beea5a96a0d145f645bc
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+14-55694849		787b410dc4d77111837633e03c77fae9ca8c1c17
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+19-06bc6c85		79acb142e982bbb52cdde1d5033f0790497c8b6a
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+2-1f4d95e3		c97679a4a14c9fcbd5a0641274efe484a7c71fac
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+23-7d2d2e54		2319d9168938419de97e75da33fd1f1aea0dc2c1
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+25-4568de1c		cc2df3544cb06771011e6d3a7f2303f135066bb3
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+27-dbccb29c		b001299981105f73c72952bd3365e39b802df309
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+29-2bf77144		53bce11bd9b07bcdd478eb510109e0cedbf1adaa
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+31-871b7f1e		ef217287183a9ad9262c3c93536ab21123df1eb7
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+32-1a5bb66b		b4c1937528c41884faa1cbab5b9bfc7350a53e38
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+34-61a70c85		8139f7b00c18b35589027d273ad3b2fde139d1df
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+36-ea0b8523		9727295f5264ad03a0fe16274dcb5402f78f41c3
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+38-d0a4e8cd		766a62a1590589c638a07b6a0e9a084c11a8f36e
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+4-13fcb2cb		53829a345c493f9587e08f33d3e3d5346426a419
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+40-cd5c5e27		a3b5db81a5ee6fd372a0e32522f4c334d4f18681
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+42-33038cb3		e441976e9b326b976a663afad1966cf691591b55
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+45-1e1112d5		19bc7f5ab2408a9f756229ae2718c86c87ad6a90
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+47-49a7b7b5		dc8234aa0c76d9de073fa6b91d3f590eaaf62dff
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+49-aff7b7b8		cc0b730a540b301bbe5383e794bbf350980af77c
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+50-3de3b4de		7e1130a300849359fa742065611aa057007ac9d2
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+52-00303923		aaedbe66de000ce3850f57c34838131768e93814
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+54-5b03c67e		05cbdc5bebb85d1832fb0072081a9793cd866629
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+56-57c0868e		3b2ad661c197571e1370f197a3ae516e0d17a778
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+58-7d9a813e		1eabb16fd2c2739e24e33c7aba0027f50f9e87d1
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+61-97dc1216		253f0460603146756a83de54953b2024e214a470
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+63-ed6b7230		5ab77c9a46b25e817e207673918564e64b994c9d
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+65-2474740a		d36368e930ec3a3717c8085d543ed6c1a1f2f3cf
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+67-47c00a3b		a619209385ef6cbebfe6705d23b13b55e01a233d
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+69-76dd49b8		039fe7416d2e88495918d2aeb951b93214c48c4a
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+71-a57fa933		a6154162817d5f91edc3e616001c2b926e07cbc7
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+75-3b48d622		ddbf05627ef864c043037a91771f9727d65b1c83
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+77-f6db83c2		622d71dc47dd5bb2ef830da7ff8000c364fae253
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+79-5e549eff		44804acab8b457608a11062aa083611815da6426
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+8-41dd19ce		53d7d9c96feff9aa7cf00b81a8588eb14ad00e72
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+81-94fa5817		1dd4c7990ca3fa38d254bb0c8050a9f944492642
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+83-b026f7bf		5803e933c76d654d1db07cf6f7a5102812583f1a
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+85-94ce71d2		20f60ddd46b34c0425e0fe0378074f600757e994
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+86-da0bcdf0		18d115325061e8c2b7890821a22c0022ae72eab8
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+88-895adf24		3e0b9efcc85b69bd9ba265562445f53d59f2eefa
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+90-cd417bb3		a3cf63ab91d1e04971f98f32ecce43858abcbed2
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+92-6add905f		3ad951e9f579f8ce3dca516f2beed4cf2794dc0c
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+94-78a47e5e		df63fb2db87bb689e1992f4310bae5aa777f5103
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+96-506a5de4		d25a1259902232002a25a6bd272a3d250609b791
io.janstenpickle	trace4cats-natchez_2.12	0.10.1+99-e293587b		52b981b2b7a59e68e18ddd167d21f172e9dbdae2
io.janstenpickle	trace4cats-natchez_2.12	0.11.0		d8d75b102bcd6b10143024992d14e23e9c697044
io.janstenpickle	trace4cats-natchez_2.12	0.11.0+79-d21ea0df		e3bf8d5bfc1bcf8a2e6900a657ff302f2c798331
io.janstenpickle	trace4cats-natchez_2.12	0.11.0+80-21dd59d7		8728bd56fedaab93b4d69d1aafd4d2f26699a973
io.janstenpickle	trace4cats-natchez_2.12	0.11.1		4c08bb054035eab900ead3a3dba092f17275263d
io.janstenpickle	trace4cats-natchez_2.12	0.12.0		933dc9ce08cc60bccf1ff68d58b1af4e24409650
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1		2dc0d67992d159ea5b68b36f53e18faceaf71e34
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+10-1acfba3a		a96130f7f75d2f10bb53ad455c548ac688350223
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+104-bbf8a8bd		ecc50854228c60c80a71470b77da43ff2b093419
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+12-57ed71f7		4dbf407487ed13be5f7662e34e803394a2e92b06
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+125-f68e01bd		b2d5b16af466a8dff9e733fd5df1efa168719e63
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+128-9e36e321		cb556fd37e115a4941fcf670d172d4a111b47dd8
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+14-556dcbc9		e7c87d2254b3419a026caf8c5d6d12b4afff4f83
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+144-2e5fe5eb		38020e07069c44dbcca8a3499c293325c5a959d1
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+146-d193db1e		4b4947e02d8d0d0b37df0308d14fe0b8245cb71d
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+148-ffc89c33		ef2450c4e5874e88ab22f8a1cf7e79e8fd3d35ca
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+150-44d78e6d		1627c5f2d2519fd4c78c7f95def37cc68f174433
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+152-e3a578e1		a327535a63fadbbc0fd8a5ec626a3f579f8a4a4c
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+156-7ea07b63		84d6d26e4d445342b4bc235a47686b59a26da1bc
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+159-1f006820		293cf70ae6a9eefa87705e835e17e029d6f6b122
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+16-4a628e17		5fe8c007cadc4ec58f6d39c18a291189e7ca03f2
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+162-70070fb2		182069716ce24b78525a78ccf4a44084c99c1668
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+18-85264314		a8fefdb5c9246d13ad208a7327529db03a48c16b
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+2-7529693c		f9ba0565cf6025b838115718052ac6026e50dd09
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+20-6e08950f		1d86bd3dcf32f1a999098cfddf12a25f9bb14552
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+22-e7d2a52a		b2000999646614e6fd42586a26dd7991d78a1c6d
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+24-49ec34ca		472da7ff0175ededcaf2b08a5ce04bf46fc9ef9b
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+26-0ee94bdc		1397c3c66acd90add38907af128b358f59c3d7f4
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+28-3dbf2691		985da35a40591b28b3ebd091f094869899c76fe4
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+4-3678a569		4b39525d0a17adcbf165fadeac67672f03c1c76a
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+6-1a426dd2		5382fe1038e715b0650b7ecbd43bb62d2bc52334
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+8-1b586be3		da4ba8f549521e74676b9e1c866ca74f3ad8ae34
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+85-6d61581e		67a5ec6d967817ef0fddf8b5484a6fb3478e77da
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+87-488c0deb		e028249211c0ee9f95f6b7909cb0c08056da9aea
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC1+95-d8e1ce7b		f599e158d486efe93e6c28b4cdceed78d8ab456d
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC2		ee4a1dfbbcca76a44ae69b70d1f0e62ce2b5c98c
io.janstenpickle	trace4cats-natchez_2.12	0.12.0-RC2+4-4d54284a		023870511e1bd5b39cf1d11a06389fe81b17a484
io.janstenpickle	trace4cats-natchez_2.12	0.13.0		06125437a29b28a804055fa051b9a38855e641fd
io.janstenpickle	trace4cats-natchez_2.12	0.13.1		a4586fbb24b3d8c962183a16c4cfc8045d5aaa1f
io.janstenpickle	trace4cats-natchez_2.12	0.13.1+13-af5654a9		1c6066ee393504d26ca92a2e5695137a0218d432
io.janstenpickle	trace4cats-natchez_2.12	0.13.1+21-93a9ce2a		e65bb450ca0e8effdc0eb3a3702d7abc9ee8e407
io.janstenpickle	trace4cats-natchez_2.12	0.14.0		696a175b41a92a93348e5a45932950a028dcd5d7
io.janstenpickle	trace4cats-natchez_2.12	0.14.0+31-e17462bf		ed60ce57bd30cf538f3f63e7a661cab84e0ffa1e
io.janstenpickle	trace4cats-natchez_2.12	0.14.0+37-15497358		8f0dc0de69e2ed5d5f5bec477f1316d790388030
io.janstenpickle	trace4cats-natchez_2.12	0.14.1+1-14c8d322		2fc529e03d62d2c3b3d0b47694f0518263979128
io.janstenpickle	trace4cats-natchez_2.12	0.2.0		6946e572ed96ff1ac1b503721d1a896bb040a5f5
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+1-b13cdc37		1117dbb3463ee4d1fbd38187172eb926315f8a95
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+10-22fefa0f		e636025f5f7cc3aeb8122c6517f31728b9b1d5e1
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+13-a707db62		8aeb7818912191438e431c515b458ff627c91a74
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+14-4bbaee9d		544103d749b253c866d16f1aebe1464a7acea090
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+16-191bf756		0cbed57c357370c23e2673896cfa85dff66b0bdf
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+18-1abfe3df		2bdadbb7a4414a2d11d965119e08e50811e0ca15
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+2-50d27dc2		ec4e3414e0f99d6743907986d1fca487149346ed
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+4-ec21184f		1f5c119ab73f8ee9bf82408b4cea60c129e53777
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+6-29c0a493		c4b6abcf418d32d7e39d14a3672cd9e7b5736227
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+7-43201aab		110584913a608b27d735096eaef4549450097328
io.janstenpickle	trace4cats-natchez_2.12	0.2.0+8-588c25b9		21e00a43b38c4b119f8dd659ea75536e00c2631c
io.janstenpickle	trace4cats-natchez_2.12	0.3.0		197f9a2d78f82c7843c42f015771a37e238d7771
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+16-c501d8e1		1d6e944b69650472b6affe98e853e54056fa45a9
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+18-28c5f344		0aa74a2aa72f808478f72ae6bfd59c9a1f241b0a
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+2-0f03f7f2		859289acb00d84bdcc852bce902c361e1e43384f
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+25-1964ba4d		03f89fea6d917190ff41e883e9a91e55d798060e
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+27-bc394f6c		f8b81f9296f6a528c7b1e056ecffbb8e4d484dee
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+29-100cb04c		93714c73578c057855e805c61aa49447cece6934
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+31-98438dec		af14e2b0d61b1c23db22be51be19534fce1b47a2
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+35-2e8b3a98		8cc12ea1c2eb0e32785efe480d4e83b668cbea31
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+37-ca3ca281		5be3e6376919ad9266ab9544cf014829efcf69fd
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+4-8cc1b336		774d00a073a50e0bbffcd274783c963874a1f972
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+41-b1bb5422		3c2e9ffdf259b421246c82b2a41e02d775ccc8b8
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+43-76879f7b		c3f007f14ed90ce2c740ad544a653f7763c521a2
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+45-c7677ee6		d777b16115ff807a5ba1056768c9a48af3a522f6
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+47-c6ee0f82		6c3da57725bf409167cf0220d01abd9affb716e0
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+49-1f6bcff7		0dba84cfde40a3c3a5120ceacd36f8e1384574fb
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+53-c8744c4f		12e4d35fcabbf3b1ddd2d1b55ba13320c96abac4
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+55-eaa4bf16		5a30ea8451d5a0c000f1dc0950e99290b832cbd2
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+57-e5a60e41		362f08aad17c4f1a6fbfb24b466c4860843814c8
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+59-d37c7847		84099b3165d3376f49be7054f0b4b01be8bbf915
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+6-1d40248e		bd8b24e643e0629d71905f306129ea67527eecd5
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+61-38343958		e8c521204febd27b0d6b567a7679809d3decf574
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+63-fb0b2dfb		3374e0a0b559b4b8569a4528429f898b78c860ed
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+71-4ec5fa86		d5c1cd7e3e1aff84ae811180e58f37af42fe55ac
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+73-ed591f18		1682dde3f8eac5a96257ac0328e2df346cdb1c11
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+75-c9154492		5b134714956dff66bf06ea015f9d30d8b13c9a03
io.janstenpickle	trace4cats-natchez_2.12	0.3.0+77-05ded381		6df4e7772d0e4fd292ea6c852e22c8a55619c78f
io.janstenpickle	trace4cats-natchez_2.12	0.4.0		a7896bafac39676965b858558409bfd358d8af2c
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+11-6dbaf373		aba28fca9d5b694d1091ee6c284a55b88046cc85
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+14-7c8069aa		a0fad4856c6e6c7c390b88755901378dae6e4286
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+16-6b1115f8		68f5bc1c3dc71ffe5d6d42189d03f87bd361c36b
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+18-467f8fab		0cd591789ae89a5517b12c50c9c91e8b67e7786e
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+26-5dfd44a5		30f1cdb925f165c4b1afca507a45acbfcac5a893
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+3-c4923314		13de60ad07cf23589fac3408b928b5b7f732323c
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+41-2c78899a		8bc1197350a4a07e1cea7e4e7b4dcb0a8743173e
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+47-80ce121f		ae28b5cba74b8c3249cf818a0b106bb7ac4a1354
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+5-3a429818		d34e3fe6056f660dab2e02645683fe5f83da2adb
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+51-f07a1f42		5c0a56d12d82b1127872b4e6fe311a993bf4baeb
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+53-6e73e55e		cdaf19cf82f9e847dd139a46bbf2b205cef2efe7
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+7-e48bf501		6531026760289cb1ca6599daeb87ac949208a63e
io.janstenpickle	trace4cats-natchez_2.12	0.4.0+9-3c1b5d56		6261cfb070ee4e4fc8b8a0e01458079580f8cc35
io.janstenpickle	trace4cats-natchez_2.12	0.5.0		b00f7f632d5274e26c7fb9d20baef3dd0d86a99c
io.janstenpickle	trace4cats-natchez_2.12	0.5.1		f974a5367b1300fcf5682659394de02c9f6fdd8e
io.janstenpickle	trace4cats-natchez_2.12	0.5.1+2-8533a57d		bf81d10295a8d555ee8992b0b9e4c38a96252988
io.janstenpickle	trace4cats-natchez_2.12	0.5.2		30543de488c23dffa4c61caa8fdbc68ca3b9a3c5
