ch.epfl.lamp	scala-records_sjs0.6_2.11	0.4		08c81edcbb69469a304c13b01808b7dfd2c350d9
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.1.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.2.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.2.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.2.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.3.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.3.0	metadata	718a7057da1a9266bf24beeaad87f2bae4c33de5
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.3.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.3.1	metadata	c2384813e661842f9f71b09be2a87f7224a79442
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.3.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.3.2	metadata	ca741d8432870c32125b5675186eec25598e97da
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.4.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.4.0	metadata	be60cf76cd9bd18e27e7ceb7475848dcc7755110
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.5.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.5.0	metadata	0e833158a17033959419020e185ebbf18fe3a431
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.6.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.6.0	metadata	eb71903bb8fabbaa447f28b01d52b67a39c8db9d
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.6.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.6.1	metadata	7b037b9355eb94888ac83c89d7d08d3b5feedf37
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.6.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.6.2	metadata	02fb98d23d1f335922212f89405c4c96172d506b
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.0	metadata	1c0878814e77780b7f8e83227f2902441dc2d92b
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.1	metadata	a04b42df5a8bd1116bc84dd6504eb3025a5216b2
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.2	metadata	9d287a14f0ef8f140ec084e57246acc6dbcbd8dc
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.3		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.3	metadata	5330825c1ffea723514b7a5f2e79377ebc2e1209
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.4		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.4	metadata	c0e446e46c1ec2eeeb1d7e0a9b1a66b2830f05c6
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.5		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.7.5	metadata	b43f90626cb548c84542677a7350c0cdcb587b28
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.0		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.0	metadata	6e1d9066b07eb25b30a824f3ebfc7692ab8321bc
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.1	metadata	164b6f133c6c3bfe3d8f3127db87c2ca08bd00ef
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.2	metadata	e99dbf16716dc50235acff033869ecd3653cc2fa
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.3		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.3	metadata	41def519cb036826f2ba11f3fd4942c58f5a41ea
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.4		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.4	metadata	7c07614d3a4f728d909a53af7658c764dcc1a767
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.5		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	3.8.5	metadata	be05a281f40c663df6abcc8741f6b8d0146387f1
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-alpha.1	metadata	513b83f4fec1f9b05a923fc0ad952c1c1bedd2bb
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-alpha.2	metadata	393c470e6b4b6c5954575650ffff88aecc220c75
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-alpha.3	metadata	d3e02af8c4860ada5b723b2160d4ebaee7240392
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.1	metadata	7a8b9032b3dd812bf04d983be975e2dc0330efe6
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.2	metadata	70b23c6a7dc2e9de2a7bb500b9241e03676bb6d4
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.3	metadata	480b22cde983496d5fb175b2583e34e896087367
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.4	metadata	7609d63c513a651bab0a44428ec6fd8ca72ccffe
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.5	metadata	abbdbb8a8ed1576e3ae68631131f41e258ba0ac3
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.6	metadata	e4c29545ed90a065f9df5000d33fc4f74f0a3763
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.7		N/A
com.apollographql.apollo3	apollo-mockserver-tvosx64	4.0.0-beta.7	metadata	b06cc5564b7a9f07fd3eb4b25d25bf575443976f
com.armanbilge	ip4s-core_3	3.1.3-83-cfa2ec1		8b78f2587807e722e7d63206b96910e1d72d18ed
com.bidease	applovin-adapter	1.0.0		N/A
com.bidease	applovin-adapter	1.0.1		N/A
com.bidease	applovin-adapter	1.0.2		N/A
com.bidease	applovin-adapter	1.0.3		N/A
com.bidease	applovin-adapter	1.0.4		N/A
com.bidease	applovin-adapter	1.0.5		N/A
com.bidease	applovin-adapter	1.1.0		N/A
com.bidease	applovin-adapter	1.1.1		N/A
com.bumble.appyx	testing-unit	1.0-alpha02		N/A
com.capacitorjs	text-zoom	1.0.2		N/A
com.capacitorjs	text-zoom	1.0.3		N/A
com.capacitorjs	text-zoom	1.0.4		N/A
com.capacitorjs	text-zoom	1.0.5		N/A
com.capacitorjs	text-zoom	1.0.6		N/A
com.capacitorjs	text-zoom	1.0.7		N/A
com.capacitorjs	text-zoom	1.0.8		N/A
com.capacitorjs	text-zoom	4.0.1		N/A
com.capacitorjs	text-zoom	4.0.1-beta1		N/A
com.capacitorjs	text-zoom	4.1.0		N/A
com.capacitorjs	text-zoom	5.0.0		N/A
com.capacitorjs	text-zoom	5.0.1		N/A
com.capacitorjs	text-zoom	5.0.2		N/A
com.capacitorjs	text-zoom	5.0.6		N/A
com.capacitorjs	text-zoom	6.0.0		N/A
com.capacitorjs	text-zoom	6.0.1		N/A
com.capacitorjs	text-zoom	6.0.2		N/A
com.capacitorjs	text-zoom	6.0.3		N/A
com.capacitorjs	text-zoom	7.0.0		N/A
com.coherentlogic.enterprise-data-adapter	xstream-int	2.0.0-RELEASE		83a7d7a258c2ac081c2e5f7defe2b2660dd1f439
com.coherentlogic.enterprise-data-adapter	xstream-int	2.0.2-RELEASE		454ccadf0ed2f5c543c713e1c994caf023720fc1
com.coherentlogic.enterprise-data-adapter	xstream-int	2.0.2.1-RELEASE		73e472377bf06d15890d3fb786d98007987d91dd
com.coherentlogic.enterprise-data-adapter	xstream-int	2.0.3-RELEASE		1e4518605dba7bee7c91d9a2cdc88a8e1bb9de91
com.conexice	openportal-architecture	1.0.0		a7fb554158d7b715351e5973e3f7e5c67c287aa9
com.conexice	openportal-architecture	1.0.0-alpha.0		7f56216f612425e29c20cbbd13ddb0f3869b1055
com.conexice	openportal-architecture	1.0.1		26b21a9bc6b4bf1d700ecc6560a8a6ff2cb804d3
com.conexice	openportal-architecture	1.0.2		312503b6406a56318f51d0e8c694612aee123535
com.conexice	openportal-architecture	1.1.0		9039dc1912052066bf4617778025e9d1bcc02c35
com.conexice	openportal-architecture	1.1.1		6ac284b1d420fc0fe6176accf7e576cf0d15ca13
com.conexice	openportal-architecture	1.1.1-RC1		574725dc9dcf001e6901135d870b879fef498777
com.conexice	openportal-architecture	1.1.2		d59324d27fcda10515a13ec20f608b8ee09503a0
com.conexice	openportal-architecture	1.1.3		fb03bfed10dd7f854632bc5b7e1240d0090d9055
com.conexice	openportal-architecture	1.1.4		ba65f5fcaeedd080ae5c06362c816d428e761f81
com.conexice	openportal-architecture	1.1.5		34951e140ff37afe5d2db2cda083a34c48a3c32a
com.conexice	openportal-architecture	1.1.6		a3bb6c2563b760f4b3f46b8b1442644526ae7f4d
com.conexice	openportal-architecture	1.1.7		05c878c8e5d3319881122a292325cc86ce58112f
com.conexice	openportal-architecture	1.1.8		8fdc384aa64637fc5f02c41f1a5c1e36ace59c3d
com.conexice	openportal-architecture	1.2.0		1fca73a87991fc8e659424c32e9bb88ce8876d57
com.controlresell	connector-commons-iosx64	0.0.10		N/A
com.controlresell	connector-commons-iosx64	0.0.10	metadata	f512b1fe1c9a7c37efa92c562498fb416158e8b0
com.controlresell	connector-commons-iosx64	0.0.11		N/A
com.controlresell	connector-commons-iosx64	0.0.11	metadata	1f1d38791d1c9a1754b5a96be5bbc65f4355d545
com.controlresell	connector-commons-iosx64	0.0.12		N/A
com.controlresell	connector-commons-iosx64	0.0.12	metadata	871e939e33e4d86501de789675848ccc00d9124b
com.controlresell	connector-commons-iosx64	0.0.13		N/A
com.controlresell	connector-commons-iosx64	0.0.13	metadata	38836866b0e141cd26494670c7adf296641a2637
com.controlresell	connector-commons-iosx64	0.0.16		N/A
com.controlresell	connector-commons-iosx64	0.0.16	metadata	33d86991b28c14ce2f61566bdb1055d18977aabc
com.controlresell	connector-commons-iosx64	0.0.17		N/A
com.controlresell	connector-commons-iosx64	0.0.17	metadata	ef32dad92a01f219cb4df75193f938e4fb6d9bd5
com.controlresell	connector-commons-iosx64	0.0.18		N/A
com.controlresell	connector-commons-iosx64	0.0.18	metadata	5356e343101ad3824a7668fb6620223d42f4eb1b
com.controlresell	connector-commons-iosx64	0.0.19		N/A
com.controlresell	connector-commons-iosx64	0.0.19	metadata	0eb6ef521e3a31506235b339b5c8da043e1e48a6
com.controlresell	connector-commons-iosx64	0.0.20		N/A
com.controlresell	connector-commons-iosx64	0.0.20	metadata	1434fd7078c3d366f8c36f892718f1eb86e8b04c
com.controlresell	connector-commons-iosx64	0.0.21		N/A
com.controlresell	connector-commons-iosx64	0.0.21	metadata	a1b97b050a1091b9c894e73e9d1e167c6dd44589
com.controlresell	connector-commons-iosx64	0.0.22		N/A
com.controlresell	connector-commons-iosx64	0.0.22	metadata	a6f814627cddddc0c0bf28329fdd4d98e75e4f99
com.controlresell	connector-commons-iosx64	0.0.23		N/A
com.controlresell	connector-commons-iosx64	0.0.23	metadata	ffac9b28ca5a52c2cce74b05eee8b200ef925c84
com.controlresell	connector-commons-iosx64	0.0.24		N/A
com.controlresell	connector-commons-iosx64	0.0.24	metadata	2aa1787a7398c0bde9f30a7a8b3a30c2e2a4e667
com.controlresell	connector-commons-iosx64	0.0.25		N/A
com.controlresell	connector-commons-iosx64	0.0.25	metadata	bd07288e3248d457dbcb1a521705b52bb99a23b6
com.controlresell	connector-commons-iosx64	0.0.26		N/A
com.controlresell	connector-commons-iosx64	0.0.26	metadata	f1f3805922915110f2174fa9f0f42abdb8d26128
com.controlresell	connector-commons-iosx64	0.0.27		N/A
com.controlresell	connector-commons-iosx64	0.0.27	metadata	0d2fd83cc3ebd9c41b7cd04c478f697e999e0fb8
com.controlresell	connector-commons-iosx64	0.0.28		N/A
com.controlresell	connector-commons-iosx64	0.0.28	metadata	9f528cdc23cbfb10d8242c37a08940c5b14d3fed
com.controlresell	connector-commons-iosx64	0.0.29		N/A
com.controlresell	connector-commons-iosx64	0.0.29	metadata	6158af1eaafcc98a103f14672402aa725814acc5
com.controlresell	connector-commons-iosx64	0.0.30		N/A
com.controlresell	connector-commons-iosx64	0.0.30	metadata	4fffed1de995e1b231218eb819007ff6f1ced5d0
com.controlresell	connector-commons-iosx64	0.0.31		N/A
com.controlresell	connector-commons-iosx64	0.0.31	metadata	a70ff6eca7aaabb2864e2267c65cf5cec1cd133d
com.controlresell	connector-commons-iosx64	0.0.33		N/A
com.controlresell	connector-commons-iosx64	0.0.33	metadata	ab88c739471adddd9922ead46d15eae89ff3ae91
com.controlresell	connector-commons-iosx64	0.0.5		N/A
com.controlresell	connector-commons-iosx64	0.0.5	metadata	bd038ca33243fa22373ae24ab33dee8164343692
com.controlresell	connector-commons-iosx64	0.0.6		N/A
com.controlresell	connector-commons-iosx64	0.0.6	metadata	9ae2a0dc5e144426e345b85346aa0a5d081497bf
com.controlresell	connector-commons-iosx64	0.0.7		N/A
com.controlresell	connector-commons-iosx64	0.0.7	metadata	c9e0a2630c1dbaf6787714108f6ac61febee1fa5
com.controlresell	connector-commons-iosx64	0.0.8		N/A
com.controlresell	connector-commons-iosx64	0.0.8	metadata	3e38c212d6587bc2e30ad59196628358cf054b34
com.controlresell	connector-commons-iosx64	0.0.9		N/A
com.controlresell	connector-commons-iosx64	0.0.9	metadata	fef29c4f0b3958c08edd01a4a5733cbd4799767a
com.controlresell	connector-commons-iosx64	0.1.0		N/A
com.controlresell	connector-commons-iosx64	0.1.0	metadata	b5bad0b27a442f1588174e94e2be954d46629c79
com.controlresell	connector-commons-iosx64	0.1.1		N/A
com.controlresell	connector-commons-iosx64	0.1.1	metadata	9d6defdf83e8b99923d0ea5aa6eed3c9d6a0cc23
com.controlresell	connector-commons-iosx64	0.1.2		N/A
com.controlresell	connector-commons-iosx64	0.1.2	metadata	17b9acc37d3cbdcc56dba2ceb9020a79401bd74a
com.controlresell	connector-commons-iosx64	0.1.3		N/A
com.controlresell	connector-commons-iosx64	0.1.3	metadata	1a8334c17f8f92f94dc4a6931c86f619deab5901
com.controlresell	connector-commons-iosx64	0.1.4		N/A
com.controlresell	connector-commons-iosx64	0.1.4	metadata	cea6a13c7b68f90cc0ce75009278d0751a81d4ff
com.controlresell	connector-commons-iosx64	0.1.6		N/A
com.controlresell	connector-commons-iosx64	0.1.6	metadata	603096b3394057ffd76c7618c914d8dddb29d026
com.controlresell	connector-commons-iosx64	0.1.7		N/A
com.controlresell	connector-commons-iosx64	0.1.7	metadata	ac40e75a44705699f5055551c7abdc07bd755148
com.controlresell	connector-commons-iosx64	0.1.8		N/A
com.controlresell	connector-commons-iosx64	0.1.8	metadata	6b4020f5c754afa04a0ef5de2475cb301e2cab0c
com.controlresell	connector-commons-iosx64	0.2.0		N/A
com.controlresell	connector-commons-iosx64	0.2.0	metadata	8ee9287c3f29b682485cf03c619c168074157779
com.controlresell	connector-commons-iosx64	0.2.10		N/A
com.controlresell	connector-commons-iosx64	0.2.10	metadata	9ae1f93d516b697deb2286c9be112049e76db3b6
com.controlresell	connector-commons-iosx64	0.2.11		N/A
com.controlresell	connector-commons-iosx64	0.2.11	metadata	05c03c39bc2c6249338043894c19704931a168f0
com.controlresell	connector-commons-iosx64	0.2.12		N/A
com.controlresell	connector-commons-iosx64	0.2.12	metadata	ce1343e2fba98b8a37ab30a0623e0b1ff13ac23d
com.controlresell	connector-commons-iosx64	0.2.13		N/A
com.controlresell	connector-commons-iosx64	0.2.13	metadata	509b2c0d8c6e073d0de6e9a80b06562be2f0255a
com.controlresell	connector-commons-iosx64	0.2.14		N/A
com.controlresell	connector-commons-iosx64	0.2.14	metadata	20c14ef8274809e4a7819afd9ba635fe0de9f399
com.controlresell	connector-commons-iosx64	0.2.3		N/A
com.controlresell	connector-commons-iosx64	0.2.3	metadata	ec149f3dfc3e36703fe92fdb0832cfb5954351ec
com.controlresell	connector-commons-iosx64	0.2.4		N/A
com.controlresell	connector-commons-iosx64	0.2.4	metadata	9b330a63249348b7d5419a220b7098e4a25c7911
com.controlresell	connector-commons-iosx64	0.2.5		N/A
com.controlresell	connector-commons-iosx64	0.2.5	metadata	7cb6d6b5f7060ac86b90175c6521b23a76e29476
com.controlresell	connector-commons-iosx64	0.2.6		N/A
com.controlresell	connector-commons-iosx64	0.2.6	metadata	f70a0061576f3b7253658f222242de1422ac730d
com.controlresell	connector-commons-iosx64	0.2.7		N/A
com.controlresell	connector-commons-iosx64	0.2.7	metadata	e5365556d4847c56c69ae12d03f8d7deed547633
com.controlresell	connector-commons-iosx64	0.2.8		N/A
com.controlresell	connector-commons-iosx64	0.2.8	metadata	40e6eeb9a989021d33f8ba56a2bab18f7a84593d
com.controlresell	connector-commons-iosx64	0.2.9		N/A
com.controlresell	connector-commons-iosx64	0.2.9	metadata	f8126b5ee4efa33b6915e181160a078b197454e7
com.devbliss.gwtbliss	gwtbliss-mvp	1.2.0		524e0a0bf099484e8643166d535cf1cdd86828c7
com.devbliss.gwtbliss	gwtbliss-mvp	1.3.0		deb575e7a9153fa97e7c6a7d869244518a816611
com.documents4j	documents4j-util-conversion	0.2		5c03221454eb92b5f3ad22ea417bbe86a8ad5005
com.documents4j	documents4j-util-conversion	0.2.1		3556fbbfc753ad8e4fde9b19a5d4035e282d248e
com.documents4j	documents4j-util-conversion	1.0.0		c0f518223c7a56264fd6292c8a23a720f4bd0f96
com.documents4j	documents4j-util-conversion	1.0.1		d2a65c5dd6253ba1a4fb2962b79b0bbd4ef51a90
com.documents4j	documents4j-util-conversion	1.0.2		cfc7974d83585f92e0edd72553c92e3606fa82ba
com.documents4j	documents4j-util-conversion	1.0.3		b8da4ff026f26af308047cb12d8d4fe0228144af
com.documents4j	documents4j-util-conversion	1.1.0		c501a37195a81c67b787685c16946eff9196bb16
com.documents4j	documents4j-util-conversion	1.1.1		19cd1c6ff6e61238bbfde56f570a303a2cd78430
com.documents4j	documents4j-util-conversion	1.1.10		ddd5b95a16e63e2994718416631445bab6e9c2e5
com.documents4j	documents4j-util-conversion	1.1.11		30c304498ae429f627ab83a878cbef0d132d1edc
com.documents4j	documents4j-util-conversion	1.1.12		40e3d5d9c08b5e96541b9c24262112597488108b
com.documents4j	documents4j-util-conversion	1.1.13		c5ac681c4205893da23a09d28c30760e24422bb0
com.documents4j	documents4j-util-conversion	1.1.2		1b5fe452eae8191db22569e2884ccdf3df09b85a
com.documents4j	documents4j-util-conversion	1.1.3		1f63887c67338bb23de34e62a51af8a07383a3e6
com.documents4j	documents4j-util-conversion	1.1.4		9777ead1d9d7a64057d70b66c18f77f0af88e346
com.documents4j	documents4j-util-conversion	1.1.5		f29d935b0f77bf1c5af6320efc0c85a8c52d3e91
com.documents4j	documents4j-util-conversion	1.1.6		db7c643bf99feca7d2b7a49dc4e51d18f597656a
com.documents4j	documents4j-util-conversion	1.1.7		9da8d6e5ee317a3cc623fef7dca114ad32b404a2
com.documents4j	documents4j-util-conversion	1.1.8		e4237b6f5f05aff3a822cb4f1786aef39ce5e38a
com.documents4j	documents4j-util-conversion	1.1.9		eca927e4b4a21fb08a9b63dc670ad91a712a02e9
com.github.668mt.mos	mos	2.1-RELEASE		N/A
com.github.668mt.mos	mos	2.1.0		N/A
com.github.668mt.mos	mos	2.1.1		N/A
com.github.brianPlummer	tinydancer	0.0.1		N/A
com.github.brianPlummer	tinydancer	0.0.2		N/A
com.github.brianPlummer	tinydancer	0.0.3		N/A
com.github.brianPlummer	tinydancer	0.0.4		N/A
com.github.brianPlummer	tinydancer	0.0.5		N/A
com.github.brianPlummer	tinydancer	0.0.6		N/A
com.github.brianPlummer	tinydancer	0.0.7		N/A
com.github.brianPlummer	tinydancer	0.0.8		N/A
com.github.brianPlummer	tinydancer	0.0.9		N/A
com.github.brianPlummer	tinydancer	0.1.0		N/A
com.github.brianPlummer	tinydancer	0.1.1		N/A
com.github.brianPlummer	tinydancer	0.1.2		N/A
com.github.brianPlummer	tinydancer	0.1.2-snapshot		N/A
com.github.mickleroy	aem-sass-compiler	0.9.0		1a0d0eb078424db57ad3fd0aa83a508eb040003a
com.github.mickleroy	aem-sass-compiler	0.9.1		72cca35d52e7966c6d35cf196d6400855a09bd01
com.github.mickleroy	aem-sass-compiler	1.0.1		79b88e8f7794408af47b95af7b917135703112b7
com.github.mickleroy	aem-sass-compiler	1.0.2		ebb73b16604ae6bc0f8d57727f0053fe35c3ebfa
com.github.mickleroy	aem-sass-compiler	1.0.3		eaece6e7bc87eb19109bedf9ad69a71eb1dcbf99
com.github.mickleroy	aem-sass-compiler	1.0.4		0c292c6d3ba5de83a1b57d2424c2ba9f0c03df29
com.github.seanyinx.wing	wing-spring-logging	1.0.1		b85b6cb64a5b5e71542a2d36ddd8b5a3b084c905
com.github.seanyinx.wing	wing-spring-logging	1.0.2		22f76e7f51f23bf33c49e5da76341155af8daedf
com.github.seanyinx.wing	wing-spring-logging	1.0.3		06eecbdde9229d276d68f7917d97f86f95118793
com.github.seanyinx.wing	wing-spring-logging	1.0.6		6d30785a3823cbd43ea6914bb829abd9e9b2bfb8
com.ibuildapp	PayPalAndroidUtil	1.0.0		N/A
com.ibuildapp	PayPalAndroidUtil	1.0.5		N/A
com.ibuildapp	PayPalAndroidUtil	1.0.6		N/A
com.ibuildapp	PayPalAndroidUtil	1.3		N/A
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.0		5afc72b63b207d21ccae8ba1fd1e71b5b88310c9
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.0-SNAPSHOT-20210807-1712		ad3bf49c4952bf559569d5bc2a6d00ad84c7a3ee
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.1		a1e3f91caaacb8f55971a80616eda07883950a0d
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.2		5bd0d34c1f8e51893abccfeb3f44f485d4053c26
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.3		a2787632d5ef3137254f246f2d0527ab59da796a
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.4		e22d7d8b78ef7759d6a12b38e42a429236d56e3f
com.myodov.unicherrygarden	cherryplanter_2.13	0.1.5		a270cc2ec5cc1e731dd89f3a9f575ac06a37a11d
com.myodov.unicherrygarden	cherryplanter_2.13	0.10.0		7f6577105bae90f91f523bda4b63a745d9c9cb10
com.myodov.unicherrygarden	cherryplanter_2.13	0.10.9		8f68f3da7ef6c1194a1bfed555e23bc116b3176f
com.myodov.unicherrygarden	cherryplanter_2.13	0.8.0		8410b1cc8d3754cc0a7b8d4d6af1e2de3ec78ba7
com.myodov.unicherrygarden	cherryplanter_2.13	0.8.1		807b2992117e89b07e0d5e7faaf362ab3a8766d2
com.myodov.unicherrygarden	cherryplanter_2.13	0.8.5		805a66a04b3094a99cd8234ae39f6560a219d72b
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.0		7ef3cffef0714ed813bbf89f3a048a6cbee366cf
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.1		5260ac0387dee13d68aea94ad6118dd7e2baec35
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.2		733fb2a863cb58826ab9197bb6e5e322a69e1aed
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.3		eb0d48c873777cf4c5af6bc1778dd837f49cfa8e
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.4		84962679fcf50b09257952b7c3f7999da1212025
com.myodov.unicherrygarden	cherryplanter_2.13	0.9.5		5b26f68851b57628eaf0a81f2ebc344f796a34d4
