br.com.ingenieux.launchify	launchify-maven-plugin	0.0.1		f597787f0e37f1f7959478cc32b05df5e6655f6f
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.727		a4301f533968357b51ff99710b37450ad254eaac
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.728		9a3cda0c9e9b08214c5067fbeafda390322675d5
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.729		186e91095a0280da2fbf9a062f8f7492a3e3d09f
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.730		188ad44b7f587b8da29f71df1585a0c00c22d391
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.731		1e1c5f9f319dec2b801e179e2f2c296a651249f7
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.732		190be82d8cadac99cf448411af02756917ea2d05
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.733		553ff049686729bb440daf9f4902075c74204da9
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.734		a9946b3624ed4e0e4ab6b1a5dce692516009bd2e
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.735		64acf511f101b2413a153879aed8b6af3c943fa6
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.736		fd3d93f322cea16939813911f682bd0914eeb070
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.737		8ab7a303cebfc81dc4409b98ee807416f463913f
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.738		23ee337fcc49753a252e9efc164b55d4a1c0b3dd
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.739		6966e2a4fdd03b050591ddfbbd03a557ccccac78
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.740		6d8c9199399449e4e9d07ff9c65d9ed46910c738
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.741		55c651092c9d2fb0ebdd76d52a0f27091be952dc
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.742		9bff59d85afdaaf1742d978886c86d4551a6f701
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.743		ba996a78b546ad2f7b3dda080464ccee765d5ba3
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.744		035be5d36cf8a4f03fd4f3de6a55e1aa76905fbd
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.745		770bb094629303d9b589819909cd5e543e55f019
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.746		a510e045165814358719184724f8f697e3e485f2
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.747		d30b07f00588fc51f00f299567407d2a05029fc5
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.748		fa61cf0112c02dc8fc861f7dafc88409afd2afbe
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.749		4b8a4e62b65070dc6e3e775d9d984b66cee0befe
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.750		92b4768e86cd5d3723cf8b4af0e0b04b377e57c6
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.751		55692d17d4dfe71e79eda34d1bc91d41fe51e37b
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.752		aa7fe9914c2439f290ef59c39decf85e6d181747
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.753		a370f45437bd7643f433f90d1a3be71ca9d07c42
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.754		9bed8dc9f43f853408876ead4b35f8801bf78e36
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.755		a4abf755a885f8a06cfdf8e0e9a53b48db57c7ab
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.756		eea15d3a00fccbee30aad7f0fc10b247cbc58d2e
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.757		f3d3e7b495d31b57bd9d785c800d7f5bede2aaf8
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.758		b87cdebfba218923b2ee84ce2a27cf600894cf63
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.759		c230c0b2ff2d052ad41631a065ef06341be40233
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.760		281ae45f71799e4abfce87fae35c926db5f93120
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.761		0f531039251c91b9091ea435c6d57e00e434db12
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.762		86a7298b2395c8dd4e5c4c2537b331478f48b6d2
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.763		9d021d48acd9056376f29e207390d8a9423ac1c0
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.764		1e4c91ad1b3b39648ad58398f083003e71e67edc
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.765		0214dc4134c20dda399bd778e4474eb881004af3
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.766		bde5c6e7d24931925d375cdbefeaef2ffbc8d179
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.767		bd825f8420d5d8638928167f58538f1df49b084d
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.768		141f3fb0c330395f3cb356a1fd7039cbf5d2e00b
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.769		eb6a06660f34d198adcdfe158a7101b8e690dd9a
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.770		baa74e4c8f116b2b9bc6167ddceafb06c1c83b93
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.771		c5b9de4cb5e7e2589dd569f1ff375ef7c0e49edc
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.772		b8d2faf828adfd2ffad944deb671cecfa2c57f7d
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.773		9424a565cb613cd5c5fa07ca17ff4d13c45b402c
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.774		b6766823915dd0669e7f8c9ac759a1170808ab58
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.775		e1e31b54ccac4c6367b7f1fd808d8ad3970c2778
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.776		fb29482f8cd9d37c7c4614c089f48d4c6ae3c67a
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.777		1df47115930a66fc2d2376362f68ccefdb6534df
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.778		50735876cbe16d19ae3e0ed9b655057e16cad448
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.779		bd35a2aa02292dd2997909e643393f03c48016f2
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.780		d11bb1aab4ec5b137bbe0c80c88ebbab97f58185
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.781		21ac3088320a5dbd6aca5121dcdb16232778c127
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.782		129738c4f7652317f1dfdb00bb22b41d83cff5ca
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.783		eb36c10a1f2e6fa27d1fe91301298fc62e4aa1b3
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.784		61b2947c2b9f362f5147d15535044ab59010b6d7
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.785		c23aabbbf98371832d4008fbc6426408de859af8
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.786		7204020077c14e0aa72de1bc4f72f414bc101983
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.787		cda14811f9aa591c247bbb4dfadf9bf41f8d1b0c
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.788		3e651263f07b5b80c6ca66e4383ceec022f4cdba
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.789		9b6129a8bfa59fe0a0fa75bdde69a4384bfaf6b2
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.790		2aec3f1f9ccc912f786ac622aa325e2c5f1bce8b
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.791		a85bfa662e2f0756da827a30440d9ba299912d68
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.792		ac29da223305ac3545c67d173a6bdb44ef3b3895
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.793		9c1cb129cab75652c2d888cba5df61cabc213b31
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.794		4cf526ce3eaf420b47dad570e3f4ef98d4cddc60
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.795		452fe02afd8389264d6b7177dd6994406132be9e
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.796		06998c2ec2b120a8cd7adb03e05e276d2644ab9d
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.797		2303ba883769f2e96a77175aaa66c4dd6b914514
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.798		92d0b125f196840effa68c9cd52405cf30cec0f8
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.799		c6035a0e81497609c048974e05301617c5e4c6e6
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.800		1e2e2c946feceb0f12e09d52e01c059d8b5a2dcd
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.801		cdf53c4595304d9b310ea823feb7711767ecb250
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.802		9e68f18487731d01c996d3d088942d40354f4094
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.803		01fba9aaa1f7f16f16a8e19d4bcf602bc1747f41
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.804		321e1a92a09b953b0b7700fd51704f7ab8ffeffa
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.805		d3d240bc243ce6c6e063ad56136d7f04b4229b50
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.806		38194717aae1a4077295533a3e28a6587fd2874f
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.807		dee5233f10f41d2cd09c72b106c9d8a08ecc4086
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.808		b10e49cc65f5f5d0d9d8377253b80931fcc55694
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.809		631f34e81ca9b730aed02c7f1556114e1dc225f3
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.810		e91894107ac863af219c3a2acd5fc80ec6629c65
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.811		ee145a06f8d631c8afbfa14c94b18ef041769579
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.812		1eb849406d4af9454367ff7070bca19464aab3d9
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.813		09a068062a717d76274897b13d1cdefffdb25f71
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.814		36e3662eaffc028338d0c47d5b4c2410b3ab68c9
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.815		1bce565daf7a021a119a198cbcd12b39061b74cc
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.816		a6d29b418181c89696c4c0e9021ba34d6c334e0e
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.817		eab0380a38e52b5e0b0446ac04898c9ab5590cde
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.818		66529547edf4ca106a3cbadad32346c146c01fc8
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.819		a530a0d5a7931e70838cbeaac660a86c9489b0ae
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.820		98a87e42181c9f8b323afb5d59d9254d213ca218
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.821		6c8b48f662398aaad6c452a600576c34cbdd96c6
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.822		5e1a815ee6ffe7a191a473c91a918bf0d82e4708
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.823		63f855ce753d59eb3335b42ab75d703f03e25f66
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.824		b2862f065f7d0bb5c20782e185d37bf7701be51d
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.825		b3a7f48bdd39ce43bcc8c6b83a5ae73f30ca7d65
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.826		0de14ae482410910e8303e14adf589b232499669
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.827		0f7ca9407d78ea9df8abf492d2eccc1e473c979a
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.828		e014dfac6a1ca61c52f1bf7ebbf3eeaf9b353f88
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.829		5e89e8110ca27548f5ec355260f97dae05079be1
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.830		be483ced420958a0b0beff3e52317a6c2a0a3f53
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.831		3de9721dffa87ace157a7cc8fb233c79dda45957
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.832		8ac53f3d8b73e07afafa94732012369fe7640874
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.833		77c51913e9e6cf5c036de88e2cdb50bdf6e74ee5
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.834		9cf66fcabe7458354a6caa10b82b530f7298da82
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.835		781b149fe1ae7ab16de1398fd070043d1d8dbaeb
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.836		1465b236bf821106a4b5c01f68910cc9aaa8b4b6
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.837		e13695b64f9a05ec651a40e7316d0cbcdc886e65
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.838		4719f22d678b919de09482615523469a5a733861
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.839		4462d488dc1f8700c6bf8db40b12c4631d5dc19d
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.840		d390d46e69442c99fafac8b37ff2020c70e4510e
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.841		4ba0d6fc57308fa84eda2e4868d2c9a18a7b86e1
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.842		4589926c151a399a9a192ab4c8afecd30ad34c24
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.844		9260c0d826d0cd8e9a3b0e5530459c0689ca7c8a
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.845		6d3a2e591d7e4d81b157b3c8af3fec8c2d12875a
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.846		80c9d8bcffa0913a3386a99cb09d026d4e18fdfc
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.847		44b5531e2b9dc6007dc5db3c6ab5377b1413ad71
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.848		6d0f2906fdc879eb02095dd99c42a23298386e5e
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.849		3ed4a80fd7c1963b3cebd7e8f693a0fd4c09dc6f
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.850		f484082e5747b33dabb202cf71d3d31e91e3f32d
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.851		a6f9f9f26facd307cac35be9e2ad5438c1ec97c6
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.852		6d8873bffc71cb3e1f9e8736f28302f2c6ca9149
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.853		39d6bf27c605dfd7db03c99883924c841c685c7b
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.854		ffbc45d1fc84cfe526d805b410b037ad5fdf0600
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.855		6c56e1c3a236003a8f8a0fb16ea71824a17381fa
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.856		701150bd3a13fa7cac170da17648ef956c39e080
com.amazonaws	aws-java-sdk-codestarnotifications	1.11.857		76b3d35cc861776f9b9129860ec604eb21a18801
