at.released.tempfolder	tempfolder-sync-wasm-js	0.1		N/A
org.wvlet.airframe	airframe-fluentd_2.12	19.7.3		f06a9f4a56a83bef142a977feb5427573479e2dd
org.wvlet.airframe	airframe-fluentd_2.12	19.7.4		2f500230e7481c644c437ad7836f3666df922ac8
org.wvlet.airframe	airframe-fluentd_2.12	19.7.5		08aa855cb53a50d4b01134366e9752f920622507
org.wvlet.airframe	airframe-fluentd_2.12	19.7.6		d858b4acc319294f7f3df24428f6345d22b835f2
org.wvlet.airframe	airframe-fluentd_2.12	19.8.0		a3ced6d9ba71af1ccd94a6c575c050b027f97314
org.wvlet.airframe	airframe-fluentd_2.12	19.8.1		01ff76d4cb6b9e519ad5886f059681bd8e56e787
org.wvlet.airframe	airframe-fluentd_2.12	19.8.10		23cbd23c887c35aea9aecfa4160213d7a4446815
org.wvlet.airframe	airframe-fluentd_2.12	19.8.2		e2868d31374c87683734440414802b36bf2a5043
org.wvlet.airframe	airframe-fluentd_2.12	19.8.3		922420eed6e7f9f5f3ec8fb0afdcbe42a9436ea9
org.wvlet.airframe	airframe-fluentd_2.12	19.8.4		cd986cf8ce61aa14ac6bc2496ab43abf414cb7ff
org.wvlet.airframe	airframe-fluentd_2.12	19.8.5		d0bf929178be5e2fbc81648fc94097100c240feb
org.wvlet.airframe	airframe-fluentd_2.12	19.8.6		dea41e326c6f87f8c72fd426c7e7e911721f3519
org.wvlet.airframe	airframe-fluentd_2.12	19.8.7		ce282c06eb183736ec8ca3a2e7db0d48f57b1a67
org.wvlet.airframe	airframe-fluentd_2.12	19.8.8		64223f52ee5c1ee6ea7ef5e0884e3634cc0fa6c5
org.wvlet.airframe	airframe-fluentd_2.12	19.8.9		726226d410416a3fab970f3239a6a5dda6670a52
org.wvlet.airframe	airframe-fluentd_2.12	19.9.0		4e66b646d29b08cbadfae18ff5efbf5c3a75528b
org.wvlet.airframe	airframe-fluentd_2.12	19.9.1		34e0ed57153d11cf19909b62a2da1014a960544d
org.wvlet.airframe	airframe-fluentd_2.12	19.9.2		525a12574d7da919f184f8e31d0aec9ec905193c
org.wvlet.airframe	airframe-fluentd_2.12	19.9.3		2f255b0caa8bd5ab070ed158400d8ee847f194aa
org.wvlet.airframe	airframe-fluentd_2.12	19.9.4		ee35aab0aac52408d1252c4161adbc9a9bab06a1
org.wvlet.airframe	airframe-fluentd_2.12	19.9.5		792a890f717c67f94a786f63dc54fa1de1bab741
org.wvlet.airframe	airframe-fluentd_2.12	19.9.6		999c2464cf9e327e657154956680af1f6715c90e
org.wvlet.airframe	airframe-fluentd_2.12	19.9.7		12cd5f778bf5c2661dbf2585d664ca11ea13bc5a
org.wvlet.airframe	airframe-fluentd_2.12	19.9.8		71f3799f7aaec008e2d1f5e838ddf2977b014475
org.wvlet.airframe	airframe-fluentd_2.12	19.9.9.1		1374d415d0bb51cd300d24542304728288e374b0
org.wvlet.airframe	airframe-fluentd_2.12	19.9.9.2		c17a4c93fbc8ae9561c491530203b70093b8d3f7
org.wvlet.airframe	airframe-fluentd_2.12	20.1.0		187a11bcc44703e1eb3e6a884afcef41d14caf4b
org.wvlet.airframe	airframe-fluentd_2.12	20.1.1		1006af146afbaea0f10db82246eb9cd5d27df97f
org.wvlet.airframe	airframe-fluentd_2.12	20.1.2		7fe65d6f88255ae9019678b53ef1145abc9f14f2
org.wvlet.airframe	airframe-fluentd_2.12	20.1.3		6657e629a7461c5d048213f25e213bee1f586d3d
org.wvlet.airframe	airframe-fluentd_2.12	20.10.0		0bb0421961cbd2d79b47e7a47e0f0bfa3cfe77ce
org.wvlet.airframe	airframe-fluentd_2.12	20.10.1		e98fc58cca60a9a463a952dec2443d1b199645c0
org.wvlet.airframe	airframe-fluentd_2.12	20.10.2		ebad6ab615fda125ac93ab5cf7333c2e4dad0e04
org.wvlet.airframe	airframe-fluentd_2.12	20.10.3		d15f7e119b072a538b13aadbe1f40e22c20e3744
org.wvlet.airframe	airframe-fluentd_2.12	20.11.0		c7d486e27720aa233e9e4d6bfa4a0a6ac52fd351
org.wvlet.airframe	airframe-fluentd_2.12	20.12.0		0f8c23f779bdf148044fe4d3ad506fbc5d349ca3
org.wvlet.airframe	airframe-fluentd_2.12	20.12.1		89d9a61074e8a7f958765f18af76d9c9c3d39d72
org.wvlet.airframe	airframe-fluentd_2.12	20.12.2		ecd62bde5f94f66f61895bf9cf2b1770b158617c
org.wvlet.airframe	airframe-fluentd_2.12	20.2.0		11fb4fa049c55391ccadf5fcde2c60c6eacda7ed
org.wvlet.airframe	airframe-fluentd_2.12	20.2.1		a3df915c52b02a169f15e9ef5fc7bc97a3d80ab1
org.wvlet.airframe	airframe-fluentd_2.12	20.3.0		11fd4ec2b27de627ddc3a30f7a7fa8bcbb2bbed1
org.wvlet.airframe	airframe-fluentd_2.12	20.3.1		19296c50882efe8d995866d6028663612706014a
org.wvlet.airframe	airframe-fluentd_2.12	20.3.2		8b61a2d8f6d8704bd16fac6be27376e075f06461
org.wvlet.airframe	airframe-fluentd_2.12	20.3.3		d8037508635628bb1332f7d912363a2d79bd8bfe
org.wvlet.airframe	airframe-fluentd_2.12	20.4.0		35a143f5fc8525df5f401d9936966c8dd4849c00
org.wvlet.airframe	airframe-fluentd_2.12	20.4.1		395169f7a91dda150ba1c2f5ce5e6050d43286cd
org.wvlet.airframe	airframe-fluentd_2.12	20.5.0		6a8ceb6e3e59f6d8023e60fc6736d3919ff72862
org.wvlet.airframe	airframe-fluentd_2.12	20.5.1		d31625158a0a795d215cc3b0d8f838b705b672a6
org.wvlet.airframe	airframe-fluentd_2.12	20.5.2		4f9b5ad7012e977a0cf4a7eb07889952b28366b8
org.wvlet.airframe	airframe-fluentd_2.12	20.6.0		9096ae7183fe9682b0f80760b296775ad48e3b78
org.wvlet.airframe	airframe-fluentd_2.12	20.6.1		b1a23c5707669903f91d465f9f665922a7f4d349
org.wvlet.airframe	airframe-fluentd_2.12	20.6.2		fe838f8cae1d580cc1b9d33b2df9a3356e5aa379
org.wvlet.airframe	airframe-fluentd_2.12	20.7.0		e04b5160519a0c578a59194add2c6eb742cde3e7
org.wvlet.airframe	airframe-fluentd_2.12	20.8.0		d46ff027ebf65b1c6b3411f57fda239110b751bc
org.wvlet.airframe	airframe-fluentd_2.12	20.9.0		c2f33ee29abf2da0a805d99406066800cd055bab
org.wvlet.airframe	airframe-fluentd_2.12	20.9.1		3107bd2d065ff7c965786584220e804cdadbf4ba
org.wvlet.airframe	airframe-fluentd_2.12	20.9.2		9c9637c8fb601e7e99b3d2fa06f3210e92bb3fca
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.0		2bb9f5771306ee53ed91ad63133896fc86cf3e55
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.1		3acabff891f6441576331ef7cac68c2f958eba65
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.10		752a9c4365a862f7ecfa3c427a00f2a9496c829d
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.2		e063b55d53eef1d5c2844606b02bf73a0fbaa2cc
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.3		cc032a6de90c3a983918812f1be936e7d081ed70
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.4		f5b7b1fecfacad72d522cd01c38b0e1fae2ed326
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.5		b92c3507a8ec39fa2c1883e3bf16a0a29394af6e
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.6		1b46da1e4310295fe6c0d4c06f6c503538169940
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.7		996f1690edcda6d9ca359ffe012ac5c34601db09
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.8		60b54f045e96c8fa28e44931c0ad2660a1453be8
org.wvlet.airframe	airframe-fluentd_2.12	2025.1.9		dc7ffffca3afaeeb822dc9de8e8cd531fd7fcae7
org.wvlet.airframe	airframe-fluentd_2.12	21.1.0		b886543c21bcf8110dfb8e8f403f3031ed05b84b
org.wvlet.airframe	airframe-fluentd_2.12	21.1.1		a220a0a25ece9cd378b569e82a0669b951259c9e
org.wvlet.airframe	airframe-fluentd_2.12	21.10.0		313802ba39594b0ae4cf941ba14023a9d416042a
org.wvlet.airframe	airframe-fluentd_2.12	21.11.0		8ba7a6637884f87b1cbe72e04b7212b4ac1fe654
org.wvlet.airframe	airframe-fluentd_2.12	21.12.0		5f669f26b707e1b079136bd59c2c4a3bd6ff510e
org.wvlet.airframe	airframe-fluentd_2.12	21.12.1		4751557e73f02a5bb736a9676451d4a22c0f9c88
org.wvlet.airframe	airframe-fluentd_2.12	21.2.0		ba57694524b06a9cbdf7d73101f0c29f3faae7f4
org.wvlet.airframe	airframe-fluentd_2.12	21.3.0		02f345f7ea9bab8d8f007c55789aea0ff6f48c51
org.wvlet.airframe	airframe-fluentd_2.12	21.3.1		79af71a38fab8b09860bc1c98ad24c7298a4f49f
org.wvlet.airframe	airframe-fluentd_2.12	21.4.0		7a6222169c63f7cfa4723c54a732bbef5ef48999
org.wvlet.airframe	airframe-fluentd_2.12	21.4.1		64a49ad9b1f7d9931192b2c258ce0f48baa5e378
org.wvlet.airframe	airframe-fluentd_2.12	21.5.0		c35d5a263fd6a3e8ef15730ccf564fdeb92f2283
org.wvlet.airframe	airframe-fluentd_2.12	21.5.1		42ee19ca36a193c11a94480b55b0e22cc74a6461
org.wvlet.airframe	airframe-fluentd_2.12	21.5.2		66a0bc9a089e910bb743daf675dd7c632d21b01f
org.wvlet.airframe	airframe-fluentd_2.12	21.5.3		b98180971b205a26825fb62ec1ed409a2aa1f526
org.wvlet.airframe	airframe-fluentd_2.12	21.5.4		ecfd671bbac7a0258c67fa0b23bd2cf74faaa1cb
org.wvlet.airframe	airframe-fluentd_2.12	21.6.0		682d2d0fd578a353e0dff80f7313222fc53e6daf
org.wvlet.airframe	airframe-fluentd_2.12	21.7.0		1955acb352f6db2ddaa342ae123c997f1d6526e5
org.wvlet.airframe	airframe-fluentd_2.12	21.8.0		e6bb1b5b41a5d642be20bccd1caa47b012c420d0
org.wvlet.airframe	airframe-fluentd_2.12	21.8.1		5e81eca12607e74a2bce4c81b18bad4edfc10966
org.wvlet.airframe	airframe-fluentd_2.12	21.9.0		0cdb8604bcc9879cbc0ac94f7115dccf843fcff3
org.wvlet.airframe	airframe-fluentd_2.12	22.1.0		62d3a372c1cf5d06cfcc62f27ca6fd8080c7e671
org.wvlet.airframe	airframe-fluentd_2.12	22.10.0		fe6e4dbb03f2f16b9d64e0bd933202e264ae6f49
org.wvlet.airframe	airframe-fluentd_2.12	22.10.1		76b7ecbffe302b47d81e81bbc46f620598d062a2
org.wvlet.airframe	airframe-fluentd_2.12	22.10.2		4a02bc35fd5ad02333fcfa270bbc81455531d09b
org.wvlet.airframe	airframe-fluentd_2.12	22.10.3		376a51c1326b2964fca9ff8dbf45f793cbb6028e
org.wvlet.airframe	airframe-fluentd_2.12	22.10.4		e02c01e8b59e343cb4cdca110ccb8574e50d5667
org.wvlet.airframe	airframe-fluentd_2.12	22.11.0		bb66ec9bb9a172050fe798070dc911b5fb6b2f0b
org.wvlet.airframe	airframe-fluentd_2.12	22.11.1		3f161c68c9688bfd9d7e43368e7c60dbc705b20d
org.wvlet.airframe	airframe-fluentd_2.12	22.11.2		e7a81162242604571c968eb2a475739976ba4e5c
org.wvlet.airframe	airframe-fluentd_2.12	22.11.3		697961ac95aa4256ae974d83fd1698d6cf1b9ed6
org.wvlet.airframe	airframe-fluentd_2.12	22.11.4		a2a9ad7734ca59228c0399c9c013cd720a3186a6
org.wvlet.airframe	airframe-fluentd_2.12	22.12.0		9664f10c477f7f8620da44a6ad3bf35122bbe073
org.wvlet.airframe	airframe-fluentd_2.12	22.12.1		5e529b425bfd767eeb0e021c14157f9e5cbccfb5
org.wvlet.airframe	airframe-fluentd_2.12	22.12.2		1ce837a51bc826f9204fe52ecea3c90429d8f7fc
org.wvlet.airframe	airframe-fluentd_2.12	22.12.3		2ba0a10a3d2380cdd88a9d860d4319fe421342fd
org.wvlet.airframe	airframe-fluentd_2.12	22.12.4		4193261fddf5f2a1a849a0124a16e6339ce0e9e8
org.wvlet.airframe	airframe-fluentd_2.12	22.12.5		bb44dbf98f813a1728a92a084bb2426ea3bae973
org.wvlet.airframe	airframe-fluentd_2.12	22.12.6		4634505ff5eaec6fd037c36dea1fc0a964b8f7c9
org.wvlet.airframe	airframe-fluentd_2.12	22.2.0		e0ede90736dd77d950191a401e1fe67257ee5858
org.wvlet.airframe	airframe-fluentd_2.12	22.3.0		2bfada462319fe17fd2e3fe8b91c4c038afa6348
org.wvlet.airframe	airframe-fluentd_2.12	22.4.0		ce4147e935040c4c5a86e8dc62890afa287239e0
org.wvlet.airframe	airframe-fluentd_2.12	22.4.1		f238075410ddd43720fbd1a573f9d24a4553d8f4
org.wvlet.airframe	airframe-fluentd_2.12	22.4.2		2bf3294709806ca4a92cd3099909f467522bcdb3
org.wvlet.airframe	airframe-fluentd_2.12	22.5.0		660f466b200dd542d4d1e0f7e470fd152edb6613
org.wvlet.airframe	airframe-fluentd_2.12	22.6.0		ce759d749f8ba494c80e4f30d340ff74fb6c453c
org.wvlet.airframe	airframe-fluentd_2.12	22.6.1		3ec3be67269225568e31cb9c590c7b2fafc8fc06
org.wvlet.airframe	airframe-fluentd_2.12	22.6.2		34b574a5e4475fac91401147f70d2e5a0af658b3
org.wvlet.airframe	airframe-fluentd_2.12	22.6.3		064cf526097fb7db52f0ca4e8e40fde22aa65cca
org.wvlet.airframe	airframe-fluentd_2.12	22.6.4		0a72c6b7fb995f46e005cc1314e067db90db7a6e
org.wvlet.airframe	airframe-fluentd_2.12	22.7.0		bae00e4df5bf2262a52df8b865f43a26312e05d3
org.wvlet.airframe	airframe-fluentd_2.12	22.7.1		53561968ccd526ca45f92a67a99301eff7da995c
org.wvlet.airframe	airframe-fluentd_2.12	22.7.2		2ebcdc1f85454ddf490a5ed38d9469da39622cd7
org.wvlet.airframe	airframe-fluentd_2.12	22.7.3		6613a893cdf0d5358d09cb3cac28e204c70a6f37
org.wvlet.airframe	airframe-fluentd_2.12	22.8.0		ea0c8c4a7b7d9f0f2fca6073cd44914d8e4de1ef
org.wvlet.airframe	airframe-fluentd_2.12	22.9.0		bd40376df4791af08dd130d827b13ad89eb7a654
org.wvlet.airframe	airframe-fluentd_2.12	22.9.1		65562c8c84f43a511895fdb075b8312ebacfa682
org.wvlet.airframe	airframe-fluentd_2.12	22.9.2		32c0fb781d09e89b10017c2b1616c30b102706a9
org.wvlet.airframe	airframe-fluentd_2.12	22.9.3		31543b17fd45ed5fae3c55bb80f56cc5ba023841
org.wvlet.airframe	airframe-fluentd_2.12	23.1.0		b484c0e1eaf72b76af4b81ca2294da8ba8048583
org.wvlet.airframe	airframe-fluentd_2.12	23.1.1		c469b0dd7f323e753abfe7723b513cc8b8c0e70b
org.wvlet.airframe	airframe-fluentd_2.12	23.1.2		d3b7c81561785fb440215f2aa61272e3e90bd1c9
org.wvlet.airframe	airframe-fluentd_2.12	23.1.3		5d09f512f917d8c1edff9efeead8c6b71e535764
org.wvlet.airframe	airframe-fluentd_2.12	23.1.4		9425143cdcfbcc07def0275571830275c7dcdece
org.wvlet.airframe	airframe-fluentd_2.12	23.10.0		ad31964810424038f055a07d74bc6cf34e2416ad
org.wvlet.airframe	airframe-fluentd_2.12	23.11.0		edb1fa162bd73e57e018dd5ae035ed71c36b6d47
org.wvlet.airframe	airframe-fluentd_2.12	23.11.1		40318faac167ec641f3f87e100011519acef3073
org.wvlet.airframe	airframe-fluentd_2.12	23.11.2		6e4737c61f50730c30a9a4f02117ac673186ba4c
org.wvlet.airframe	airframe-fluentd_2.12	23.11.3		1fc031d4e2e7c1621ff600bd64f16604b24505e6
org.wvlet.airframe	airframe-fluentd_2.12	23.12.0		5e209bd5decc42fd5f7c10ccb421fff1f5d66d3b
org.wvlet.airframe	airframe-fluentd_2.12	23.12.1		f6685ef8305d1bdebf11119154f754e430dd984d
org.wvlet.airframe	airframe-fluentd_2.12	23.2.0		e7dc94f929c2a6d3641ff814e78c30f6207a34e1
org.wvlet.airframe	airframe-fluentd_2.12	23.2.1		9f7af742303b4495ed614a1b13ea1ef0b93f5d3f
org.wvlet.airframe	airframe-fluentd_2.12	23.2.2		5652c6a31ec453bc5ea7ed3730d2dd55ef7bb8dd
org.wvlet.airframe	airframe-fluentd_2.12	23.2.3		5a3b2cc5f179a254f7fe90da41905871ecbeafd9
org.wvlet.airframe	airframe-fluentd_2.12	23.2.4		d70b01973c368087ab4b63e7b6cf0f3cb64d4059
org.wvlet.airframe	airframe-fluentd_2.12	23.2.5		c1e5f70c236baf36d76582a437007668e217c346
org.wvlet.airframe	airframe-fluentd_2.12	23.3.0		27a692f6da5d9e7c00c5d20340cc7413d254b63d
org.wvlet.airframe	airframe-fluentd_2.12	23.3.1		8110dbd3abc9c62a05b02633c95d5687a0eeb54e
org.wvlet.airframe	airframe-fluentd_2.12	23.3.2		d8d96534f907ab9c8a4ae2b417cee33052ff3f28
org.wvlet.airframe	airframe-fluentd_2.12	23.3.3		e0871f72261015531a1f985416f2ca54f19b95ce
org.wvlet.airframe	airframe-fluentd_2.12	23.3.4		389a6978363c608a909dbd8dad7bc3a867a5ffc1
org.wvlet.airframe	airframe-fluentd_2.12	23.4.0		1f904d93c10cefa5bdf99f81dcd18163734fba63
org.wvlet.airframe	airframe-fluentd_2.12	23.4.1		0d11b38300b1c419fc922bc936bf24511199ae81
org.wvlet.airframe	airframe-fluentd_2.12	23.4.2		1989a1c2e85e9e519072e093eb975dc15b9bccc3
org.wvlet.airframe	airframe-fluentd_2.12	23.4.3		d0f1825a37deab5bc9a869783c145d0b56b85126
org.wvlet.airframe	airframe-fluentd_2.12	23.4.4		f5f00e1f398600e7f0f0947ea5db088face59833
org.wvlet.airframe	airframe-fluentd_2.12	23.4.5		f20723940294325e2d35a301087438b52c13e7cd
org.wvlet.airframe	airframe-fluentd_2.12	23.4.6		c6a6b257e4a49720bbb5c8e9014dfadbcfd495f7
org.wvlet.airframe	airframe-fluentd_2.12	23.4.7		03f0c547388a1548a64ddc05fd8710c0a67d87b3
org.wvlet.airframe	airframe-fluentd_2.12	23.4.8		848f8774ffa57ac96f7a62e3347d1e645f835ef0
org.wvlet.airframe	airframe-fluentd_2.12	23.5.0		0ad04ecc043deeaafd28878b560a16f07e65e396
org.wvlet.airframe	airframe-fluentd_2.12	23.5.2		8c1303627037491e127c8db5b1206f8cb108de23
org.wvlet.airframe	airframe-fluentd_2.12	23.5.3		477c64e6cdf20034468d0cc9950b2aac8d16bd58
org.wvlet.airframe	airframe-fluentd_2.12	23.5.4		26a5b51d1913081c6d23fec5496a2e68a14d8de0
org.wvlet.airframe	airframe-fluentd_2.12	23.5.5		76783181f64fc518e29fa6272278572866feef0e
org.wvlet.airframe	airframe-fluentd_2.12	23.5.6		c76e1efa88e0a22ba98f14a69ecc5b4bc9dbec1a
org.wvlet.airframe	airframe-fluentd_2.12	23.5.7		ef489536c9b245a8a29e0fd93bfc9f9166cd96de
org.wvlet.airframe	airframe-fluentd_2.12	23.6.0		799a97b502d8714c97054b41a1e724632b45a5ab
org.wvlet.airframe	airframe-fluentd_2.12	23.6.1		72aea93cc6d541bedca612c097f2f57c13aa77e7
org.wvlet.airframe	airframe-fluentd_2.12	23.6.2		5b9aa9d8158cfd15e91d2a251552f594486438a7
org.wvlet.airframe	airframe-fluentd_2.12	23.7.0		d6e541a193b2da52f332b9049cc5d641902bb886
org.wvlet.airframe	airframe-fluentd_2.12	23.7.1		66b3c5c997e3f59331f5cf09aba99984da48a95b
org.wvlet.airframe	airframe-fluentd_2.12	23.7.2		343d828dea9dc425da0a2155c5b6ea970bad2636
org.wvlet.airframe	airframe-fluentd_2.12	23.7.3		7e86baa16353dd1f7a02d36608e5f4f5af91a2e6
org.wvlet.airframe	airframe-fluentd_2.12	23.7.4		5d74a8415679deac0a64cf9439f45d628934d2f2
org.wvlet.airframe	airframe-fluentd_2.12	23.8.0		44a521dc5b9551e239e33e27e1fd11b5e7f7cdcd
org.wvlet.airframe	airframe-fluentd_2.12	23.8.1		5e84c3a6ca9946baa98879d13659de566210c3b0
org.wvlet.airframe	airframe-fluentd_2.12	23.8.2		d7617c38acd557c07d8fed42e49ba6ec9853ce10
org.wvlet.airframe	airframe-fluentd_2.12	23.8.3		bbe1007ef773befc5d6d7f52bc7d9dd25764c0e0
org.wvlet.airframe	airframe-fluentd_2.12	23.8.4		7323c2981e39ded15b5af70748ef176140b37d83
org.wvlet.airframe	airframe-fluentd_2.12	23.8.5		65aeaf9d45d3751e97a5c6585e77f63d092e6e72
org.wvlet.airframe	airframe-fluentd_2.12	23.8.6		fc60844e49982ce0210ee123cf8eb8052b9f6397
org.wvlet.airframe	airframe-fluentd_2.12	23.9.0		72cb183fc58e95e89a84aa70c35178937099cdde
org.wvlet.airframe	airframe-fluentd_2.12	23.9.1		e15f45f8f6c8bc6cd6e794a56d71b58dcfa5a927
org.wvlet.airframe	airframe-fluentd_2.12	23.9.2		8265489b3a5d58e64822434b02f134b4fae330ad
org.wvlet.airframe	airframe-fluentd_2.12	23.9.3		c61ad28f5b9bce5af8772d83ea74d4014a72a183
org.wvlet.airframe	airframe-fluentd_2.12	24.1.0		3f22e753830b3a07930e9a18edc8c802070abdc9
org.wvlet.airframe	airframe-fluentd_2.12	24.1.1		ed9004a956d6f04ae6b2a664caa1a3d77a42d6ea
org.wvlet.airframe	airframe-fluentd_2.12	24.1.2		f34933952122f392ea91183c6ad3fdd48b93b84f
org.wvlet.airframe	airframe-fluentd_2.12	24.10.0		27c6e9dd528260646408d0c88531555feac1f523
org.wvlet.airframe	airframe-fluentd_2.12	24.11.0		17c2cb748745320d62415e0c3982e4ece269ccfc
org.wvlet.airframe	airframe-fluentd_2.12	24.12.0		2bd4d3fee57d626348712f5517d30fd9000b400a
org.wvlet.airframe	airframe-fluentd_2.12	24.12.1		5522a7dbb0fcc5e5bd18bfb885c5476267cf54d8
org.wvlet.airframe	airframe-fluentd_2.12	24.12.2		18b22bf2196254669bd130a1129ad7f502e1d470
org.wvlet.airframe	airframe-fluentd_2.12	24.2.0		4b637b80f0bc2aab7cc460eb07c41ef78a699b86
org.wvlet.airframe	airframe-fluentd_2.12	24.2.1		860d1998399af83803c180cbfc2612dfec521549
org.wvlet.airframe	airframe-fluentd_2.12	24.2.2		3a7b45320975ee675e4d3c88238f4dc94718a477
org.wvlet.airframe	airframe-fluentd_2.12	24.2.3		42eb6b30d7c3cf77f568957bb3383e416a050ca1
org.wvlet.airframe	airframe-fluentd_2.12	24.3.0		cdbc45d55f39d9cb3f08793b26381c4dea7b1cd4
org.wvlet.airframe	airframe-fluentd_2.12	24.4.0		bf2674385b664b9742d93ec344ae03f534169857
org.wvlet.airframe	airframe-fluentd_2.12	24.4.1		76650b935e3e8dea38d302ba61456f4a0a5a38af
org.wvlet.airframe	airframe-fluentd_2.12	24.4.2		fe559e57f40c3d92da4437dde3ac48032d55ee3f
org.wvlet.airframe	airframe-fluentd_2.12	24.4.3		67f55fbd0c4bcaec5fb2d293bc1506ac4ecf6bc2
org.wvlet.airframe	airframe-fluentd_2.12	24.5.0		c69ef71ca2c2deae79f812ccde8e337049c3ca29
org.wvlet.airframe	airframe-fluentd_2.12	24.5.1		c983f99e0a22eaed7c9a5a0abf4c7635cb344d60
org.wvlet.airframe	airframe-fluentd_2.12	24.5.2		d1f6ead546a693d07ce34541cd8d3aa67625289d
org.wvlet.airframe	airframe-fluentd_2.12	24.6.0		ac30cb1c5f3c6bd2f957e2abf480e3704f1d99a8
org.wvlet.airframe	airframe-fluentd_2.12	24.6.1		83c94f9f7e9d92464a2665e82c1f6b9063856c07
org.wvlet.airframe	airframe-fluentd_2.12	24.7.0		9a4c16667b0ec7a12f6cc09b37e44f195412aabd
org.wvlet.airframe	airframe-fluentd_2.12	24.7.1		7599dd46c6ea54855b53e5961e4f163bf627fac7
org.wvlet.airframe	airframe-fluentd_2.12	24.8.0		291cfd7b72f5badc22e9bb0ee355bba3ada35e2a
org.wvlet.airframe	airframe-fluentd_2.12	24.9.0		085a2b49820391a394d27f4b382a16534fcb5067
org.wvlet.airframe	airframe-fluentd_2.12	24.9.1		fab27fb322ff26ecee16c975041d023d28d159ab
org.wvlet.airframe	airframe-fluentd_2.12	24.9.2		54820bc61baa81c706174c70b8c2316189808233
org.wvlet.airframe	airframe-fluentd_2.12	24.9.3		6f8b5f85dc563f88fcc644b69981e8a1b6c1ea6f
