at.a-sit	grapheme-clusters-js	0.0.1		N/A
org.mapsforge	mapsforge-map-awt	0.19.0		e96bd5f2b43702d594184b7961f9a7c634eaaf04
org.mapsforge	mapsforge-map-awt	0.20.0		17037de0ae538f9b70841de64832d94c7df460de
org.mapsforge	mapsforge-map-awt	0.21.0		3daa4f86b0611ec5f1d305bc65b2a0bc5f47cc3d
org.mapsforge	mapsforge-map-awt	0.23.0		398f496051864550a0b550aab3c682b718c3ca63
org.mapsforge	mapsforge-map-awt	0.24.0		547885a3b53bbcee4944c233ce8f6fd6fc7b362f
org.mapsforge	mapsforge-map-awt	0.24.1		451b9100c980bbb7218e03ca8788263f00304f32
org.mapsforge	mapsforge-map-awt	0.25.0		934a3cdb2b2f6431e54fc0b6e4dee46329cb1687
org.mapsforge	mapsforge-map-awt	0.4.1		202543c113b53f3e50e7374bd3f1982abf72000e
org.mapsforge	mapsforge-map-awt	0.4.2		ee3102d52fb6a49ea016b3db228770700eeeef0a
org.mapsforge	mapsforge-map-awt	0.4.3		1c55326a99dae704630c3868ca71ea965a701d11
org.mapsforge	mapsforge-map-awt	0.5.0		f7dd9df6670ed496145c35d3821ed54c32f52b11
org.mapsforge	mapsforge-map-awt	0.5.0-rc1		ca7710e47bb6a164b2d42939be1d4d2c5140341d
org.mapsforge	mapsforge-map-awt	0.5.0-rc3		4f027cc2d2b43f30105119c5b51141329302f7fb
org.mapsforge	mapsforge-map-awt	0.5.0-rc4		7ef36f9f07b7acb24132cb083a719ea4d975591d
org.mapsforge	mapsforge-map-awt	0.5.1		de2d28061efa5326f653483943c28767a8ecf979
org.mapsforge	mapsforge-map-awt	0.5.2		8682366d8b530ebf3e7d25758d3a32d38680c8bc
org.mapsforge	mapsforge-map-awt	0.5.2-rc2		cef586461c99d18690aa469b9158fdbc63d44f48
org.mapsforge	mapsforge-map-awt	0.5.2-rc3		c4db9d4dcac33df06ddc29686984a0dd2a67ec20
org.mapsforge	mapsforge-map-awt	0.6.0		74cbcb375b7fa4778ae33db06b0136b369697955
org.mapsforge	mapsforge-map-awt	0.6.0-rc1		366d3679a835e0e9ba7d2a7abbfde2b7da4b7ff8
org.mapsforge	mapsforge-map-awt	0.6.0-rc2		ae1c228fc8d5e4b5519b455105d04b8460d417d2
org.mapsforge	mapsforge-map-awt	0.6.0-rc3		d57eb795e5b9407aa689df1909f87469a84a3389
org.mapsforge	mapsforge-map-awt	0.6.1		3e0f8bf8b47a91793c3a8c252e963e3f19a392d9
org.mapsforge	mapsforge-map-awt	0.6.1	jar-with-dependencies	1ab2a41f5615c449497479a239451832db114bf8
org.mapsforge	mapsforge-map-awt	0.6.1-rc1		b74f81b6caec1fda644546177a38fec11bd3e3cd
org.mapsforge	mapsforge-map-awt	0.6.1-rc1	jar-with-dependencies	116d3f992ccce98d5dfe69064fa10f7f8dcb4c31
org.mapsforge	mapsforge-map-awt	0.6.1-rc2		c1c2c4a4f570a2dff872a733fe12485dc9eb76ee
org.mapsforge	mapsforge-map-awt	0.6.1-rc2	jar-with-dependencies	29b82816402fe98504a3c24e8a553e40d434f0e6
org.mapsforge	mapsforge-map-awt	0.7.0		4b332a9d6efeb35b3b8932c72eabc67f1114c13c
org.mapsforge	mapsforge-map-awt	0.7.0	jar-with-dependencies	87b43dedb1f2249c979f953917a3d940274424af
org.mapsforge	mapsforge-map-awt	0.7.0-rc1		40525e38ef1ed46c4ad81b9e51514db82d2ba387
org.mapsforge	mapsforge-map-awt	0.7.0-rc1	jar-with-dependencies	fdcc04409eb4cf570e72f06d69d7e2af8050738a
org.mapsforge	mapsforge-map-awt	0.7.0-rc2		7617adbb3b079dca46d89c1b3fd6e4f2a347582f
org.mapsforge	mapsforge-map-awt	0.7.0-rc2	jar-with-dependencies	e3162dafd67ce2c0d72073124ed273193727db09
org.mapsforge	mapsforge-map-awt	0.8.0		d37f2212bff70bfb60ff32634eafca63c6efa87b
org.mapsforge	mapsforge-map-awt	0.8.0	jar-with-dependencies	756f9e73f4ae812ad66232f7a1c91a87ca327b98
org.mapsforge	mapsforge-map-awt	0.8.0-rc1		45e5cc7bc20804fe0c6911268207b50543317c5a
org.mapsforge	mapsforge-map-awt	0.8.0-rc1	jar-with-dependencies	312913b3553519694e1101e6db3ef6ca56c945d2
org.mapsforge	mapsforge-map-awt	0.9.0		264e660b71cc29e06236b6172ea02aeac31d52d3
org.mapsforge	mapsforge-map-awt	0.9.1		77b41ef4f8b921fe2c72fd2a5a397497bf13c138
org.nlp4j	nlp4j-wordpress	1.0.0.0		e56c05c929dc31a0762c4a0985441b11ee908e8c
org.ojalgo	ojalgo-hipparchus	1.0.0		67252af730c579fbe3aef2d384f95f5d16d54ef0
org.ojalgo	ojalgo-hipparchus	2.0.0		319855359738db607eccbc961f8c91ef1059b1cf
org.opendaylight.bgpcep	bgp-update-api-config	0.3.0		251a65c6c5b5f17d43ba3bb921a4d687bbaaf385
org.playframework.twirl	twirl-parser_2.12	2.0.0-M2		2ce581967ef4c30efd8f596d49b251a20ba80ff9
org.playframework.twirl	twirl-parser_2.12	2.0.0-M3		bcb98cdd64db2fe0999835b9f63b4aec3796aced
org.playframework.twirl	twirl-parser_2.12	2.0.1		40824f2f9e12406aa53ab11740d4b8e2d7e4bc8e
org.playframework.twirl	twirl-parser_2.12	2.0.2		4d2cb6073075a2989a0ee039ba30317a7b797883
org.playframework.twirl	twirl-parser_2.12	2.0.3		6b8ab2e5602c2c47ddbfb218fd7935744aa684d8
org.playframework.twirl	twirl-parser_2.12	2.0.4		3b5d89d26381677bba1a633d59d8420e811d1b07
org.playframework.twirl	twirl-parser_2.12	2.0.5		4bd40d35bfe9234116deb55b0dbad2cf3e8b073a
org.playframework.twirl	twirl-parser_2.12	2.0.6		8f36eeba42d594dd45dd262e100c4d278972f097
org.playframework.twirl	twirl-parser_2.12	2.0.7		fd930711782ce738f12d80e4d1aa5b7e94bea478
org.playframework.twirl	twirl-parser_2.12	2.0.8		11324bfa4e64acc0e9575eb6c1d88d313c7abbdf
org.playframework.twirl	twirl-parser_2.12	2.1.0-M1		d59debe33b47669947d3c44036797225857b3208
org.playframework.twirl	twirl-parser_2.12	2.1.0-M2		acd409ecc3637f4cbf33df6ed54a59f51b845d20
org.playframework.twirl	twirl-parser_2.12	2.1.0-M3		11e64300c23bd0f65d8ad12bce9189f9e9cb9742
org.playframework.twirl	twirl-parser_2.12	2.1.0-M4		06f9b1d156ff9d1c4160e540582b6d69377a5905
org.sakaiproject.calendaring	external-calendaring-service	10.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	10.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	10.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	10.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	10.6		N/A
org.sakaiproject.calendaring	external-calendaring-service	10.7		N/A
org.sakaiproject.calendaring	external-calendaring-service	11.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	11.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	11.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	11.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	11.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.5		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.6		N/A
org.sakaiproject.calendaring	external-calendaring-service	12.7		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.5		N/A
org.sakaiproject.calendaring	external-calendaring-service	19.6		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.5		N/A
org.sakaiproject.calendaring	external-calendaring-service	20.6		N/A
org.sakaiproject.calendaring	external-calendaring-service	21.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	21.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	21.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	21.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	21.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	21.5		N/A
org.sakaiproject.calendaring	external-calendaring-service	22.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	22.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	22.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	22.3		N/A
org.sakaiproject.calendaring	external-calendaring-service	22.4		N/A
org.sakaiproject.calendaring	external-calendaring-service	22.5		N/A
org.sakaiproject.calendaring	external-calendaring-service	23.0		N/A
org.sakaiproject.calendaring	external-calendaring-service	23.1		N/A
org.sakaiproject.calendaring	external-calendaring-service	23.2		N/A
org.sakaiproject.calendaring	external-calendaring-service	23.3		N/A
org.scalatra	scalatra-fileupload_2.9.0	2.0.0		9de2db58c95f00a2a05f7220a48d8d136cb47723
org.scalatra	scalatra-fileupload_2.9.0	2.0.0.M4		9ad7e1967ca2021c6ba82a5b2aa25853db9bb653
org.scalatra	scalatra-fileupload_2.9.0	2.0.0.RC1		7f19fc0ebb495338653e3bc4c336cf7521a09fa2
org.scalatra	scalatra-fileupload_2.9.0	2.0.1		1a2598d3d7137c1f8c21b78a3458d0c63d71f271
org.scalatra	scalatra-fileupload_2.9.0	2.0.2		e6daba4d484e0d9ee7cd352f94d8002ebd5fbf0f
org.scalatra	scalatra-fileupload_2.9.0	2.0.3		7e008e62b842c1c062e9f6e20ec59e1462e3c884
org.scalatra.scalate	scalate-jsp-converter_2.13.0-RC3	1.9.4-RC1		a8eeb30eb3aac1161ba7127d6b09baa0e1ea8e47
org.tinygroup	org.tinygroup.custombeandefine	2.0.29		f4e479a527d1acd9d2258414f4934eadd7056f4a
org.tinygroup	org.tinygroup.custombeandefine	2.0.30		78bff0eef44f07fc0d06a12b9097356fe0018ccf
org.tinygroup	org.tinygroup.custombeandefine	2.0.31		eedeb502973c2a40ebb58cdabb765fa93ca93fd7
org.tinygroup	org.tinygroup.custombeandefine	2.0.32		2ecec0d3d0088d8cf11e0a8cfe7c6bafb68ee728
org.tinygroup	org.tinygroup.custombeandefine	2.0.33		d79979d229895d1c858e6e5b9de353c0c15066f3
org.tinygroup	org.tinygroup.custombeandefine	2.1.0		7398420b767ee461cadd0265d417bfce99259fea
org.tinygroup	org.tinygroup.custombeandefine	2.1.1		2ab6c4beba159ef448caaf86b9a573eb9ceeec2e
org.tinygroup	org.tinygroup.custombeandefine	2.2.0		3420c0a5f6445c13d2101f3d8630837630b52f75
org.tinygroup	org.tinygroup.custombeandefine	2.2.1		693b11922d0ad4fcbfe039b6da5825ba7e775e28
org.tinygroup	org.tinygroup.custombeandefine	2.2.2		ccb5f57bb667d81e43a18b808ab0fd960aad01c3
org.tinygroup	org.tinygroup.custombeandefine	2.2.3		0adb447ecb2514d8d06a6de6275bf5c57d4ab105
org.tinygroup	org.tinygroup.custombeandefine	2.3.0		48684a502d652e7d54c5734d24c996d1341d2664
org.tinygroup	org.tinygroup.custombeandefine	3.0.0		7c370053b7c753bf31391490d9b5ea2eefea4d47
org.tinygroup	org.tinygroup.custombeandefine	3.0.1		72f00932b65cac40cef991bd81db2bb342d24285
org.tinygroup	org.tinygroup.custombeandefine	3.1.0		4ed101b69273c13e6302e258283fc4d8fe38223a
org.tinygroup	org.tinygroup.custombeandefine	3.1.1		7904b1b2fa723dfbe065526603e2619ad3880085
org.tinygroup	org.tinygroup.custombeandefine	3.1.2		71d6886fa968658437f4375bcb9d866a7073fbe0
org.tinygroup	org.tinygroup.custombeandefine	3.2.0		345fdb3dd0f4d67f626e9a2c80e1003fae6179bf
org.tinygroup	org.tinygroup.custombeandefine	3.2.1		854671be0a25c7046763e4df1239a2bad8fd0e85
org.tinygroup	org.tinygroup.custombeandefine	3.3.0		f0e7ec79a88e358b4aa78d74ed1b6e5cef5aa1d4
org.tinygroup	org.tinygroup.custombeandefine	3.4.0		23e4d072af9635c6ea6ec9a6c4fb4665722fd15a
org.tinygroup	org.tinygroup.custombeandefine	3.4.1		d2fa1be9ed0df716990831c93769a970a52a30af
org.tinygroup	org.tinygroup.custombeandefine	3.4.2		4d4f0d316fef4845c9b6d1830d5cd57a61e4ca7f
org.tinygroup	org.tinygroup.custombeandefine	3.4.3		62dcc727d4fcd1d2e50050ce5187d74798c2e70a
org.tinygroup	org.tinygroup.custombeandefine	3.4.4		a5131b55d0f872a043a0c9d724047f5ca120091a
org.tinygroup	org.tinygroup.custombeandefine	3.4.5		b8c304775fb266cebcbfbf7ee115a3c873510698
org.tinygroup	org.tinygroup.custombeandefine	3.4.6		51d63f8a0b2790a989c9990dbb13de12f83c12b9
org.tinygroup	org.tinygroup.custombeandefine	3.4.7		03d952e8e13fdf8563d59976a43bf14af0884cee
org.tinygroup	org.tinygroup.custombeandefine	3.4.8		b7ab73c98118125c585948651d84c69e5a2ee7b8
org.tinygroup	org.tinygroup.custombeandefine	3.4.9		92875309d260b7622591a246f3fac7ced32e205c
org.tinygroup	org.tinygroup.custombeandefine	tiny-3.0.0		5686d3f834c864b1724fd55ddab9efa67cca584d
org.vaslabs.talos	talosmonixsupport_2.12	0.1.0		07cd12690168986de7b9da6abddc814fb6a5df9f
org.vaslabs.talos	talosmonixsupport_2.12	0.2.0		2c10a2d36e7db0e1a39714e9d370db9801362dc8
org.vaslabs.talos	talosmonixsupport_2.12	0.3.0		b2f60eff5ff0e6d6d35f488b64eb774d1fdcf00d
org.vaslabs.talos	talosmonixsupport_2.12	0.4.0		f726fbbe92d2daec90f9e577d8ebdfd4569d1651
org.vaslabs.talos	talosmonixsupport_2.12	0.5.0		1cbdfcee53a29ab77d9a69593f0e3896681065f3
org.vaslabs.talos	talosmonixsupport_2.12	0.5.1		8a9d6c8899274df8a217729076ff68d3af70ed0a
org.vaslabs.talos	talosmonixsupport_2.12	0.6.0		120b94f374dbcd22c733f0d9a84eb77964beb5e5
org.vaslabs.talos	talosmonixsupport_2.12	1.0.0		8a924b7e2181c7d252209457757195db6abd3694
org.vaslabs.talos	talosmonixsupport_2.12	2.0.0		bcdec7337e39c3d4f6d11dac07e355120c0ddb1f
org.vaslabs.talos	talosmonixsupport_2.12	2.0.0-RC1		4b6bc3fd9bce3efbb9532b5626fae956807bf828
org.vaslabs.talos	talosmonixsupport_2.12	2.0.0-RC2		b554efea585210bd19759af8a15d9c25d10f321c
org.vaslabs.talos	talosmonixsupport_2.12	2.0.1		b7d9fef2472b3ce1905aadcfdafce8485cdefce6
org.vaslabs.talos	talosmonixsupport_2.12	2.1.0		a2fc54436d3eb5f7a746daac6afc6576136ae06d
org.webjars.bower	github-com-PolymerElements-paper-input	1.0.18		ce5cffaacc52346f9791fac666f3e7c48da0bcb4
org.webjars.bower	github-com-PolymerElements-paper-input	1.1.10		ff297e41c13ddaf6f30ae807304d78e63745aafa
org.webjars.bower	github-com-PolymerElements-paper-input	1.1.11		8e2d4a60922e85595516d996443c354d525021f9
org.webjars.bower	github-com-PolymerElements-paper-input	1.1.17		4f086ab1e0e37886469d9e0554bfee2d4bc9c095
org.webjars.bower	github-com-PolymerElements-paper-input	1.1.21		02c06792aaa35a14897b8c0c5f7ae47603fb5ccf
org.webjars.bower	github-com-PolymerElements-paper-input	1.1.24		b80da8c5265a28bb9a037b208e4eb2dac5665979
org.webjars.bower	github-com-PolymerElements-paper-input	2.1.1		cfc015f61d56a6c069e928ee46c8b850423b68fa
org.webjars.bower	github-com-PolymerElements-paper-input	2.2.2		23c7d8d2c6d5ba9be78e9ae7c276a2064499dc3c
org.webjars.bower	jquery-text-counter	0.3.2		71850cf85572f486b8fbe7d8e20f4d507b272059
org.webjars.npm	antlr4	4.13.1		52ba5cb42f17021ba99bfdf09ffd2071e3432c7d
org.webjars.npm	antlr4	4.7.0		ada2e52f8647c018c96f28679c7af3333faf67f6
org.webjars.npm	antlr4	4.7.1		aa4403190075abe3c5785e17bed3a670d3c97611
org.webjars.npm	antlr4	4.7.2		a121d780303efded841bde908846ea24531a935c
org.webjars.npm	antlr4	4.8.0		dd9ecf947cc7d8b506632d03a4b338bbd21bb409
org.webjars.npm	github-com-danielm-uploader	1.0.2		9d4bc659d85c71325d43a58926a40e394286cc10
org.webjars.npm	github-com-davidstutz-password-score	1.0.0		e6e40a526b5fc1a5d9535cf05650de86ef6cc742
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.650		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.651		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.652		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.653		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.655		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.656		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.657		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.658		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.659		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.660		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.661		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.662		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.663		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.664		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.665		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.666		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.667		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.668		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.669		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.670		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.671		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.672		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.673		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.674		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.675		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.676		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.677		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.678		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	5.25.679		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.105		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.106		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.107		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.109		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.110		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.28		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.29		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.30		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.31		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.32		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.33		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.34		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.35		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.36		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.37		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.38		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.39		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.40		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.41		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.42		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.43		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.44		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.45		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.46		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.80		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.81		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.82		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.0.83		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.10		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.11		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.12		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.13		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.14		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.15		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.16		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.17		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.18		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.19		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.20		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.21		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.22		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.23		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.24		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.25		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.26		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.27		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.28		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.29		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.30		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.31		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.32		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.33		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.34		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.35		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.36		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.37		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.38		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.39		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.40		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.41		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.42		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.43		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.44		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.45		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.46		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.47		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.48		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.49		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.50		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.51		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.54		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.55		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.56		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.57		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.7		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.8		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.1.9		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.0		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.1		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.10		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.11		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.12		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.13		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.14		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.15		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.16		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.17		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.18		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.19		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.2		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.20		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.21		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.22		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.23		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.24		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.3		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.4		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.42		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.43		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.44		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.45		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.5		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.6		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.7		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.8		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.2.9		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.3.1		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.3.2		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.3.3		N/A
org.wso2.carbon.identity.framework	client-attestation-mgt-feature	7.3.34		N/A
