be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	archive-file-out	2.12.0		N/A
foundation.fluent.api	rpg-project	0.15		N/A
foundation.fluent.api	rpg-project	0.2		N/A
foundation.fluent.api	rpg-project	0.3		N/A
foundation.fluent.api	rpg-project	0.4		N/A
foundation.fluent.api	rpg-project	0.5		N/A
foundation.fluent.api	rpg-project	0.6		N/A
foundation.fluent.api	rpg-project	0.7		N/A
foundation.fluent.api	rpg-project	0.8		N/A
foundation.fluent.api	rpg-project	0.9		N/A
gg.jte	jte	1.0.0		e0cbc3a9218f8ae3b3a1d01e56ca4f4ba9e9ab53
gg.jte	jte	1.1.0		54278ef317a269ee344b8c46ed87a0bae33eade5
gg.jte	jte	1.10.0		e20f9fdaea10a1b4ff9e4a140b0f4a2bbeacf344
gg.jte	jte	1.11.0		eaec9d445e32f4921261615111980ea0efe0c4e5
gg.jte	jte	1.11.1		c345ab8e1b92c45a92c0141fef221919e65a6b7b
gg.jte	jte	1.11.2		229ee7ca4c6bcaa3aae4e2bfebb098b1c43901af
gg.jte	jte	1.11.3		b3c2a6d9c17169bcac7722f757ce3a78d7eeb76a
gg.jte	jte	1.11.4		72ac0e1935c769c8b853348b59a8b48448abd84d
gg.jte	jte	1.12.0		fa788bf3a8fb90b1a5956c87f932d6dfa8973c5e
gg.jte	jte	1.12.1		b03a3a0c2c180b66e6521ee31b189b26a6b15f32
gg.jte	jte	1.2.0		cccf2af3572ff738ccc1e213c81ed1ed02c37a4e
gg.jte	jte	1.3.0		b41478f8f7ea198f0fda0915371fb8c9c50277f6
gg.jte	jte	1.4.0		2556be696340c5c9f6a1685349ac4b7d64a4afec
gg.jte	jte	1.5.0		f83532c566bcf0e292f15819596b44f5b1d3281d
gg.jte	jte	1.5.1		ccdad11a4bf42efaeb7ead87cda7bb63b32f7a5f
gg.jte	jte	1.5.2		0143ddc3137c7f222983222e9aa38284cc98284e
gg.jte	jte	1.6.0		7691a1d3a8f1b4aa4db1353efbd76b3c185c5a54
gg.jte	jte	1.7.0		4b8d2bcb0863589c475b4ab4a51df84db28e65db
gg.jte	jte	1.8.0		4a7d8b563898d90d53ca0cbc9d27f00b7f2b8ae4
gg.jte	jte	1.9.0		7cb167dcd5c91f24185a369a07d38fb09405a5d0
gg.jte	jte	2.0.0		b1bd0f7c3d0d29e6941ba3fb7e8cd1e41a0a06cf
gg.jte	jte	2.0.1		812b28046110bc4bbbc4c31c09f5a1a0fdae5ebe
gg.jte	jte	2.0.2		a52c7dd8d9fbf69a91b6ceba5b5847b61bad2bf2
gg.jte	jte	2.0.3		f225dcff749cb29920a248d7ca68ba89767e6e6c
gg.jte	jte	2.0.4		a623235941f4c088afdfbb89f8b8b9fe18722633
gg.jte	jte	2.1.0		27ab71dde6b101ceb0e073a192c072ac02b61c18
gg.jte	jte	2.1.1		d8bbd284d8f9c0bbae06084133b857f61f3b258c
gg.jte	jte	2.1.2		9527e66ec4150490e85903d6004a04c977f92814
gg.jte	jte	2.2.0		060c294a79cc5853578fd81b534750c372a1d7fb
gg.jte	jte	2.2.1		90a1178029079734218a25b4aed752b69d39afef
gg.jte	jte	2.2.2		5a4afbf0111b1a00664284da4aefff8abdf975ae
gg.jte	jte	2.2.3		63bc32ffcc112a91d0b16a467d7ddfdb31b05877
gg.jte	jte	2.2.4		8d57bbbae948ecf6b8442040469ad7f79f8c8231
gg.jte	jte	2.2.6		cd89ef06f471bd4fcf58c20c9360d76a55b2a8e4
gg.jte	jte	2.3.0		e64c643b380ec2d04bb6f9647dd434fa2231beb2
gg.jte	jte	2.3.1		30e0d830b02fab3fe233b212cb5eee79adac0b35
gg.jte	jte	2.3.2		76963b6a3a090f3bdfb70392a6f3e4217011ddbd
gg.jte	jte	3.0.0		e7e4d1ff755a02ff96ee8d973a3cb1a9d4052c18
gg.jte	jte	3.0.1		a7955d37c0f6da6d93d7f636eab9fad5f723812b
gg.jte	jte	3.0.2		347f4dc3e32a674de586542406b2f5ad939364cb
gg.jte	jte	3.0.3		4af7f747b66655afe2baa852f755c19a9b0e404c
gg.jte	jte	3.1.0		affb6619a2e7d50763a6a80106564c9ff691c18e
gg.jte	jte	3.1.1		fb0f10ef49098abeadc3b535ec0a4b45a9d051e0
gg.jte	jte	3.1.10		3d4f374d5f3dd45d5ef5bcf3e5ff633737cd8f9a
gg.jte	jte	3.1.11		44cd03ea4c680944ebd6fae00a5afbaeccfeeef3
gg.jte	jte	3.1.12		7f2750b44b123da936a8acfa8083e1a4885db8ff
gg.jte	jte	3.1.13		85ed976ca3dc65318c66d38cb7b5a57808faa53d
gg.jte	jte	3.1.14		a61795e381bae1e79cef9f1eefd98cb7fd7ed730
gg.jte	jte	3.1.15		6216947d7a7123b1998ccfcf5309b0df87903b4d
gg.jte	jte	3.1.16		0d3cc0de8b0b9a697540148c96a66f3b234284c1
gg.jte	jte	3.1.2		34c707469330c314adc62479958fee01a045a115
gg.jte	jte	3.1.3		18d4d99104ca7c313181149cb33452f45f84fb88
gg.jte	jte	3.1.4		df4b74443e8bd4024622d846312ed16c066bc5a9
gg.jte	jte	3.1.5		b4994a00dbe0dcc5fdedeebc5e1a8f6dfd1b11bc
gg.jte	jte	3.1.6		e18360814cbc056672e2a6c617b3679406bcd532
gg.jte	jte	3.1.7		e2148354dab3433a0e1b7198d8bbc8547c66af60
gg.jte	jte	3.1.8		7f3c269e603809fc5ef6ad2bc8fc5e5102000304
gg.jte	jte	3.1.9		4b65012a1b69cbf282aa46ce788b3723d1cfd846
gg.jte	jte	3.2.0		ea93ab687a83ecdc3fd7c03bdd2e1bd21097a86b
gg.jte	jte	3.2.1		bf5b02ff46fe9b854b3f1a399a0b1c148043845f
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.10.0.RELEASE		a7ba202d25c207641ca5f4269cf6848e38af5c75
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.11.0.RELEASE		c5fd12af8bae22c3e8da4b6caf568a9e8a756796
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.12.0.RELEASE		82d98962d643d10530685ef3112406146f03ad91
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.13.0.RELEASE		120aa75ad540f66c31312530d56903117c03c37f
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.5.0.TEST.RELEASE		e1584b8cab915d47fc400c62715dd1a57469eb1a
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.0.RELEASE		06376d8246386b210a26bea17118df7da4becfba
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.1.RELEASE		6b30145f7a06481f7c0b314858e2412dd0f966c8
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.2.RELEASE		6115488bd11db0120df638567469622ccfd27945
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.3.RELEASE		71749150ecd22e2988c07bdc1a866854695b14db
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.4.RELEASE		5a667629da77986b7102e6583cc73ad0cb074219
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.5.RELEASE		c45dd94926b28ee1f3d2654c7d6ad2f54860171d
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.6.6.RELEASE		fc7a2e0c6dbba170785412cc919b29d63e3aba60
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.7.0.RELEASE		be5ad140d06b1c1827988fad76842ea46b2e1603
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.8.0.RELEASE		ef2c31a7058087b9f0131a2d9504e20caee4f9c6
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.8.0.TEST.RELEASE		c1eeb1e81473551a7844fe9e61ab8b1bfd43be73
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.9.0.RELEASE		03a6723cadc9e2c961f79e7ba9dac75c47bdf6fb
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.9.1.RELEASE		1746fd5ed9e9a1d04b81b3c1477317a563a4d667
io.eventuate.plugins.gradle	eventuate-plugins-gradle-publish	0.9.2.RELEASE		b60973f590cec8161def72e553d55dbbff4277a6
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.Beta1		b336bae89920570863da790e223fc362b3e46d12
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.Beta2		8edfc92e98acbb79c5827fd305a346f4fc7c242b
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.Beta3		c53be1dc2c0049a109d6fa608161545d558465bd
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.Beta4		884df75623266a7d2a198301dc66dc3405b1adc8
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.Beta5		4e52cfe32798a5f839196ae6f01235d9fc1d2a47
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.Beta6		e72c4bba0c5681a566bae17b03c44b75eb4a5874
io.fabric8.examples	camel-cxf-code-first-example	1.1.0.CR1		e23a1201d328dabfb6447eb0d8aaa64b76c7d6d6
io.gitee.deep_feel	shoplus-sdk	1.0.0-RELEASE		6adffb4eb98af7358a163f000161c1be7bc7ada2
io.gitee.mcolley	swak-i18n	2.3.0		d8999314d6561fe8f92a53f17df28c4fb674375b
io.gitee.mcolley	swak-i18n	2.3.1		8fdba6cfec183bf72a9c74f3bea531f6e6c33f03
io.gitee.rslai	base.commons.util	0.12		72f48c69ecab70042245f04ea4c0baf1de8bfa81
io.github.beksar1998	kmm-architecture-data-android	0.0.1		N/A
io.github.bgmsound	documentify-mvc	1.0.0		9b8bbdab3785a13fbe51a6521b31a14564714e4e
io.github.bgmsound	documentify-mvc	1.1.0		49af9345aba7a71e54e907e367eddd186226e7b5
io.github.bgmsound	documentify-mvc	1.2.1		bcf39898d138b955b9ff19d2d2e24501654cf7cf
io.github.bgmsound	documentify-mvc	1.2.2		9dfa267259e84587eda90de682376dcd2af0f5da
io.github.bgmsound	documentify-mvc	1.2.3		1bc00a3a276b0adddce030c7c7a28b9282641598
io.github.bgmsound	documentify-mvc	1.2.4		2d2ee3bcb37562e9ca414d6eb119ffd3341f234c
io.github.bgmsound	documentify-mvc	1.2.5		928ba9a50698d8bb0da8329f91f3efc3da1d9db8
io.github.dftrakesh	alliance	1.0.0		6f820cd188b0aaba70d3e2eec5da01b3b9d9627f
io.github.dftrakesh	alliance	1.0.1		31c6514ab4045a237e28aabb8da3bc1e09873162
io.github.jmseb3	hellogin-apple-iosx64	1.1.0		N/A
io.github.jmseb3	hellogin-apple-iosx64	1.1.0	metadata	76d18ff1676dc712462b7e561c08a21c7420166f
io.github.mohan-13.module	bahmnicore-api	1.3.1		cf3c0201582f770929fc60dec0e4a1447dfb4757
io.github.tomaszstaniewicz	jira-client	0.6-RELEASE		6932e36f334e07a933aa32bef5b23c340733ef17
io.github.tomaszstaniewicz	jira-client	0.7-RELEASE		db585422748e232d50888863dc02d93d40be0292
io.github.tomaszstaniewicz	jira-client	0.7.1-RELEASE		fad1ed167409ad83742353c601e66fbcc5f265b8
io.github.tomaszstaniewicz	jira-client	0.7.2-RELEASE		a4856b7c0789ad2ad0705141e41d1380484a5741
io.github.tomaszstaniewicz	jira-client	0.7.3-RELEASE		c25a7d5db2ee93d9e0f19fee436957dc738672dd
io.github.tomaszstaniewicz	jira-client	0.7.4-RELEASE		1b1d4ba594f90f62d74b81fa426f401d50fc8680
io.github.tomaszstaniewicz	jira-client	0.7.5-RELEASE		4f9fd38d17f3142b7ca7dcbbe6aa035ffddf956c
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.12.0		46fb935f5283b545bfbac7530230730d3e96263b
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.13.0		be93c30dc59c3c468cd654a861de726cc7f56298
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.13.1		be93c30dc59c3c468cd654a861de726cc7f56298
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.13.2		ddd4ea514ba0d571c8e24429a626b6f8fe605c14
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.14.0		fff3a13891191e144487720d2aed2dc23e368923
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.15.0		561d6d2f6eb3a5691437d0df46fe0f3ced82f6a5
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.16.0		e9afd712f9b78e63b08c884870b221a67af8fccf
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.16.1		982d27ca30caf01f22d82ba00baf6ea2671a224e
io.matthewnelson.kmp-tor	resource-noexec-tor-jvm	408.16.2		982d27ca30caf01f22d82ba00baf6ea2671a224e
io.nuls.account-module	account-sdk	0.9.11		N/A
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.14.0-alpha		c314ce99960b898604c1ca6672604b63e4732d15
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.15.0-alpha		4334078138a0e42f75e438c2386378cc02114ec8
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.16.0-alpha		63a1013c10a3abfd35cd9a4abaad9375f7c93af5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.17.0-alpha		35fa83e3498f2f962772f5c5b3984307301b4366
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.18.0-alpha		2657e726977d61f19c28e40ac4e6759b77a0ca50
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.19.0-alpha		161915e078c4ab51b21b4144114549fa6892a031
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.19.1-alpha		04cca229ef21f432d8e12859d9175490dad6fe8d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.19.2-alpha		7102b6f56147068e1c4751c354af3cb233636b78
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.20.0-alpha		04b1f8870624ab8dd99c443c02f76f7bd4e8d214
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.20.1-alpha		2b478a009bce919f8395c3eece535d6c3207276d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.20.2-alpha		48b3ef0a0c9f8d47199798442a67b98d9ef340f7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.21.0-alpha		1f771469c8027d926d748f4c265f967b3b1999c5
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.22.0-alpha		c3ff43dd7e18cb981616e4bbcfa75fd756aa148e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.22.1-alpha		ea044f5f5fc42455033b3316745174ed4872ae18
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.23.0-alpha		b0080cfacdc78650340cd32bf0143865db7abb18
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.24.0-alpha		d444ce7016e67c22085dcdaca4c0da237f3c9147
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.25.0-alpha		783972e599b841b5b5405d19a29e7395803fddaf
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.25.1-alpha		cba0778fe659fb0fb4e899cb3b0976811ce3878c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.26.0-alpha		a6ce2aa0c4b345dafeb4737a07ee8808c4e3c8a4
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.27.0-alpha		c8dc73ad9bb31b52ea4d49b69260fb441892cf8e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.28.0-alpha		bfa5f2088d1b803e6fcf290937d36e6f48125fd2
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.29.0-alpha		f9822f8e2679410f688585a5db47cde5d21fd8be
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.30.0-alpha		193ddfd15e7bb38848e1b667c1f2b5527c3310cb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.31.0-alpha		2c8678772a5b82f990aa9b860eeffb691c1b9be7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.32.0-alpha		1208d542e21f42d62c988202d7764a46b68c751c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.32.1-alpha		9e35966c19b473175b5ad8e946b8c3796d908df1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.0-alpha		da31f7de555d861b9a43be1072dc7ad6d8e05373
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.1-alpha		dd65ed5c6775c7144afc3bb3b47667141ebdc4aa
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.2-alpha		47def8a138765ab61a1a467a9e12253085f40791
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.3-alpha		77d2165dccf7b88271aef47773d831576e819f9c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.4-alpha		f5b8d1921bbf26a94c5bf7b210b36c0403b6b6fc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.5-alpha		f795e6922fd9387fd88033156dd0c994972a082a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	1.33.6-alpha		2756918dee43d9f600ef15e6f626457aedbfc543
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.0.0-alpha		c3e5d8e69367408b789bf74394b518b4c9bbf9d1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.1.0-alpha		7e7bcee5204296657c4ab149e111c05c8833be77
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.10.0-alpha		f388c582c83fd3b3fb51fe88991307658dc64555
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.11.0-alpha		bf6ba0767d51a1fafd6597a05e9b3b660fd811a1
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.12.0-alpha		c6893869b865c3de04cf85db198beb35fa3c3c83
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.13.0-alpha		8b17c6ba1a9a64592dbaba239e7cb2c36eb546dc
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.13.1-alpha		057a0454051645ea9e25c1879588e294548f22bb
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.13.2-alpha		45ffb863435c2204503b1f80544da79a0619dd1a
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.13.3-alpha		0f06c9b0df99588b96501445889f6f8f8b68065d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.14.0-alpha		888f7b8ac8d4fb75d6e52477da51c4c76703fb9c
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.15.0-alpha		2ffab8917ce7c425634a09c9ddb3d2e165bcf4ca
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.16.0-alpha		294007b3229f3f6099b1490f3f86e17b0ce9f47e
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.2.0-alpha		5f42ac9aac452ba49d4f01a441bc2ff99eb70b4d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.3.0-alpha		7f820633f5a86bfb7e984af27b0b2ded25644fce
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.4.0-alpha		ae98cd0283554bc520cfea3acce1c5f54c8446d3
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.5.0-alpha		44f7332d5eb9acd19bf40fe64fbaf1823a936b9d
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.6.0-alpha		0c24c247c97c7ccd39fb45836c8b774240434d98
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.7.0-alpha		e011359dbc5bb1f86eef2ca1531617ec65c04625
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.8.0-alpha		096760a33bf83027c0365aa99b99e5e15d59baf7
io.opentelemetry.javaagent.instrumentation	opentelemetry-javaagent-log4j-context-data-2.17	2.9.0-alpha		190d871a655b601fcb0f4dc0d86b86cb9cc66591
io.opsit	opsit-qandda	0.0.2		610ebbd49a72224e286cc4d9da2dd7bdd95090d5
io.squashql	squashql-js	1.0.0		ed2953d7db5a15257a2b38be306c336d3d166d8b
io.squashql	squashql-js	1.0.1		d20705940a96ae7e30f37c6e31be49c98b994f95
io.squashql	squashql-js	1.0.2		f693caf135cbb6abe9a0e6c1ec05d930ad95ba14
io.squashql	squashql-js	1.1.0		a6e5831eba62c16f8e527225827f8fae0662a11d
io.squashql	squashql-js	1.1.1		086cda30961ddf38a5d984997889d539dd932e9e
io.squashql	squashql-js	1.1.2		55ec5f50ce2298dcb2dfa15fa18cec61a037bdd4
io.squashql	squashql-js	1.1.3		b38a01be65e22b0ee7a0680702e16624265aed64
io.squashql	squashql-js	1.1.4		6d9f602956b23e2539501120830aeea9b7bfa580
io.squashql	squashql-js	1.10.0		658ac3b456136ef57f88188dbee0e97ef513a17d
io.squashql	squashql-js	1.11.0		0df01e4eb44af3cc572ad64f399e74ef77cfbe90
io.squashql	squashql-js	1.12.0		5f7f10a41acaee240daf7640623d686928e4d25f
io.squashql	squashql-js	1.12.1		fbc45f8ab63b8c86abc4e1cbcae362994cb654a9
io.squashql	squashql-js	1.12.2		ba6b08b2e8f397ff8530e4d9ea846c2b77aac493
io.squashql	squashql-js	1.13.0		17acbbd2d3f17a577be0d912ac6f8b0dc9f5dad3
io.squashql	squashql-js	1.14.0		9cb32b0b55598b7310820eb70e4b44dfc90f6104
io.squashql	squashql-js	1.14.1		76215afea7b6c96c9804e03645e53ac27d8f9868
io.squashql	squashql-js	1.15.0		e6e8231bee1ba06298d9fcab1cc36fe40a024e7a
io.squashql	squashql-js	1.15.1		b9877575510b8c9e5718757c9b9bf7fb2cbada59
io.squashql	squashql-js	1.15.2		3d9e67ccc38c47d87c40a4c3542e909c0dc7118a
io.squashql	squashql-js	1.15.3		d270380f1908e2dddaac7f900a2ed77b4acae26e
io.squashql	squashql-js	1.16.0		8de4b84ad0c24df3f2fc7f66e425fd34489bb1ce
io.squashql	squashql-js	1.16.1		689490def802b8bfc3eb708ab76a835f7f9e4145
io.squashql	squashql-js	1.16.2		cb05b532dce6614e5e6320991ed3eb58b698a035
io.squashql	squashql-js	1.16.3		bcfb1153809141a7624d6e027d9cfacd5e83a626
io.squashql	squashql-js	1.16.4		5c7fdeaf0431ba93ee8c4b4831b9993b41f7b51c
io.squashql	squashql-js	1.17.0		77ec46f6b8ddd5b39202ad1478e2f20175c74637
io.squashql	squashql-js	1.17.1		5b8cfea4210594ea3dcd179dadcb4ef5b785c8a0
io.squashql	squashql-js	1.17.2		9a98807faf7f46f32732f8debfc1b8b057d6d809
io.squashql	squashql-js	1.18.0		a10ce57684dec1c5cde827ab5ac4bcf42adaa16f
io.squashql	squashql-js	1.18.1		5ee850e66e2975f84665484d9466df27b145976c
io.squashql	squashql-js	1.18.2		492e7d369f59a98a3538cca0df6bb3c4af8cc764
io.squashql	squashql-js	1.19.0		604c74aedf96601de1d0b57dac084c1898ee01e5
io.squashql	squashql-js	1.19.1		71cdb137bb913a05b39095af2a59a65b679b45f2
io.squashql	squashql-js	1.19.2		aaa04ca801ec07010ed51ecc78be5ae85b8e9b0f
io.squashql	squashql-js	1.19.3		ccdd47d8d646d84453abba46eac76a4603ce0861
io.squashql	squashql-js	1.19.4		dd718c0cad0c94180a49bcb9bb6f39b1d9e04891
io.squashql	squashql-js	1.19.5		6ade3594b9b59613943b3166749d4abf9a1c8f45
io.squashql	squashql-js	1.2.0		455d73d057431c35d82c37320f3cb173e2cfdaca
io.squashql	squashql-js	1.2.1		792c8f351973195fb0cabcd4cfc35e19c6f2ebd2
io.squashql	squashql-js	1.2.2		1ec32573130a9feba6211b943209bb9eec9347db
io.squashql	squashql-js	1.3.0		50e50e21ed8eb86ac718a77bb23ea849c77aa9f6
io.squashql	squashql-js	1.3.1		835b9f8e443d57e18667ce9584484676f6bb4da6
io.squashql	squashql-js	1.4.0		77597943ff345652384d4954e648265fb936702d
io.squashql	squashql-js	1.4.1		aa8bf6c084cbe9576365f2d51dd36120afe7eb46
io.squashql	squashql-js	1.4.2		5f1acb914000d01e60a7a53d4a4e72825c70fa98
io.squashql	squashql-js	1.5.0		3d6aa1d5fdf992b05ca863ca719c2148d79e5445
io.squashql	squashql-js	1.5.1		9b0322675a90d5e624d870ff6added0c0ca1095d
io.squashql	squashql-js	1.6.0		9f30db7affff1dcd511dda23d2dfbf1e2fa66481
io.squashql	squashql-js	1.6.1		4de290d62147d76a8f592f53d94b5638b4de7b0e
io.squashql	squashql-js	1.6.2		800b41d3bd9e148bc45c78e4d60c353bac44bf1b
io.squashql	squashql-js	1.6.3		ca2a1b9569442032346a752cbccd8570f921c8a5
io.squashql	squashql-js	1.7.0		b4f6a7a12d146a03b12f239859df035f2bfe31ea
io.squashql	squashql-js	1.7.1		7679e6ae90c8746556354f60336c68d320f81346
io.squashql	squashql-js	1.7.2		a86598a070657d01764198d0b38f1e6ecb28d4a0
io.squashql	squashql-js	1.7.3		b69047517916089bb3b2253fc9999c49f474d706
io.squashql	squashql-js	1.8.0		cf8a71c86dcc7c9f22ee3211784cb6a5ef2819ea
io.squashql	squashql-js	1.9.0		6f05fc25091d0435258903a3a82b3204c4f5cdb9
net.gree.aurora	aurora-core	0.0.3		b70779d7c89afb0924faefc3e8cd97cd63fbb96c
net.jangaroo	remote-packages	4.0.20		N/A
net.jangaroo	remote-packages	4.0.37		N/A
net.jangaroo	remote-packages	4.0.38		N/A
net.jangaroo	remote-packages	4.0.39		N/A
net.jangaroo	remote-packages	4.0.40		N/A
network.quant	overledger-sdk-java	1.0.0-alpha		N/A
network.quant	overledger-sdk-java	1.0.0-alpha.1		N/A
network.quant	overledger-sdk-java	1.0.0-alpha.2		N/A
network.quant	overledger-sdk-java	1.0.0-alpha.4		N/A
org.akhikhl.gretty	gretty-commons-spring-boot	0.0.25		6f69b83dba5e3eea04541033ed3605b1aece1d8a
org.apache.bookkeeper.tests	stream-storage-tests-common	4.10.0		f39098a1f57b27e1ef83aaa4d539dc969ae8b554
org.apache.bookkeeper.tests	stream-storage-tests-common	4.11.0		5d5ee5021208f3fa802ad96361d9754f77357cc3
org.apache.bookkeeper.tests	stream-storage-tests-common	4.11.1		fa521bd87379f951fa78b9515099eb87207bb917
org.apache.bookkeeper.tests	stream-storage-tests-common	4.12.0		43c6c379c99cb5062f237df43b5a8b22b38e8473
org.apache.bookkeeper.tests	stream-storage-tests-common	4.12.1		6eae4e8386d04679a54f33061b39589c2fe32d9c
