br.com.entelgy	zucchini-liferay-dxp	1.0.0		e5880529afc7cea98409cbb18ae63cfc6ba0b4e3
com.elepy	elepy-hibernate	2.0.0		b3f8f3385ede234f34305c72719ad11bab31df72
com.elepy	elepy-hibernate	2.0.0-RC-1		28f7ea9912087310d601c4b19da8474b2161617c
com.elepy	elepy-hibernate	2.0.0-RC-2		9b12a4c4001508005a85ae8abdd92802e02490ee
com.elepy	elepy-hibernate	2.0.0-alpha-1		9bf68527a4f781b541b1cda2f59341cb5445fa05
com.elepy	elepy-hibernate	2.0.0-alpha-2		8c5e93fee0e5d92277f03a6a01b20a4ebf3f8293
com.elepy	elepy-hibernate	2.0.0-alpha-3		5b58b3c6c9925aee3e8c64499c66d461f0c45765
com.elepy	elepy-hibernate	2.0.0-beta-1		b6fc1601420eb6ab75b967ce4fbd23cc75240acd
com.elepy	elepy-hibernate	2.0.0-beta-10		a9ea247004cbb6a0190dbcde8701b8dae66e8de8
com.elepy	elepy-hibernate	2.0.0-beta-11		bef9d2434eba76a46eef396cd89fd94f4d8b67fd
com.elepy	elepy-hibernate	2.0.0-beta-12		99eec83227616f7ea7749a6948016035b6108efb
com.elepy	elepy-hibernate	2.0.0-beta-13		64691775060a4ef3c49b3b6d19577927fde915c9
com.elepy	elepy-hibernate	2.0.0-beta-14		03fdf5dd114d8ea1334a0cd5751bd9e84e07227c
com.elepy	elepy-hibernate	2.0.0-beta-15		fb1e6a4649967a27524e9c66c49c6d0f85e531a4
com.elepy	elepy-hibernate	2.0.0-beta-16		b875ca3eba7a4c1c3731f3e9e4d19c30a59d481d
com.elepy	elepy-hibernate	2.0.0-beta-17		8a957198fc59e964456e4acbe7b3706975c1fb86
com.elepy	elepy-hibernate	2.0.0-beta-18		1a0bcf62924dfe8e6285cde2bba266af2869a7e0
com.elepy	elepy-hibernate	2.0.0-beta-19		cfb1d046ae94ebdb160afb272df7bfc214f9e3d0
com.elepy	elepy-hibernate	2.0.0-beta-2		16f019814ad11abf705b4a93a7b890b9866d6282
com.elepy	elepy-hibernate	2.0.0-beta-20		89b39ff0727354fe3650bb518e865669b412c923
com.elepy	elepy-hibernate	2.0.0-beta-3		e923f72f66639e7b283dffbd17817bf3f700b488
com.elepy	elepy-hibernate	2.0.0-beta-4		f88cf59615032d34f495ac535c2414eb5af4c508
com.elepy	elepy-hibernate	2.0.0-beta-5		4906b0d32957f050b93b96dc333c1f9f5b903752
com.elepy	elepy-hibernate	2.0.0-beta-6		1476a401d4aebcb3afa8dd1b02ed6cc4778b1399
com.elepy	elepy-hibernate	2.0.0-beta-8		e00bb5d89b99ac9de06e4466e477273219058a16
com.elepy	elepy-hibernate	2.0.0-beta-9		d756d5a27ac1e598adf8cf5d48f93e3e34a03451
com.elepy	elepy-hibernate	2.0.1		947687be1496d71f13cf3347e4f5c3fe97a7f516
com.elepy	elepy-hibernate	2.0.2		30518357e729ba61b4201d1cf8df12248b07e128
com.elepy	elepy-hibernate	2.0.3		afc362d563a07346348519ccf1336772e941459c
com.elepy	elepy-hibernate	2.0.4		f7f52b36137bc97ec17be588749833e25790a315
com.elepy	elepy-hibernate	2.1.0		43f8b2e7ac7d1d698d896852e54dbdbf51122cf0
com.elepy	elepy-hibernate	2.2.0		bdbd34a304a922bb15a9074845bd6a43404cfc3c
com.elepy	elepy-hibernate	2.2.3		e26cc061fb61cf6a224dc38166457a664c2f9243
com.elepy	elepy-hibernate	2.2.8		3c94f1bd52ce596d8453ebc350681f88606be05f
com.elepy	elepy-hibernate	2.2.9		97749bc8a604aec53903fc9363ecf3fd31fe8c4f
com.elepy	elepy-hibernate	2.3.0		cd3dfdc5c75eb452c1a8fadfa3fb2ff156ea6ce4
com.elepy	elepy-hibernate	2.4.0		e3a0a8f613b730f5f3eef1aa0553c31e0c25c432
com.elepy	elepy-hibernate	2.5.0		56611ade682391345b03e37d8d9d76115bc236f2
com.elepy	elepy-hibernate	2.5.1		5461a4575a82700e6b81056fbd4931ffc975350c
com.elepy	elepy-hibernate	2.5.2		64312ecad7fdb019e421933def77dc28dce663bb
com.elepy	elepy-hibernate	2.5.3		00968834d0b88df73ca9c87d0a11f1e2b77e6a6a
com.elepy	elepy-hibernate	3.0.0-alpha-1		d12bcf5024eb4540fc060524d9293891ba4bcaa3
com.elepy	elepy-hibernate	3.0.0-alpha-10		c72351732fbcbb233b0ffa77f9d55d1021b49084
com.elepy	elepy-hibernate	3.0.0-alpha-11		281646f41e7f951a22d403886a9a3d5a1aed1328
com.elepy	elepy-hibernate	3.0.0-alpha-12		b58bd1608fa093a700f8c56c6400f898a19e65ba
com.elepy	elepy-hibernate	3.0.0-alpha-13		1e4901bf0315e7051fae1a5db6aa26059dbdd7fb
com.elepy	elepy-hibernate	3.0.0-alpha-14		c36cec2fc34142e507b5df2698b306554d204700
com.elepy	elepy-hibernate	3.0.0-alpha-15		eed1041fcd62d3e557b431f1439db4689edcf8fd
com.elepy	elepy-hibernate	3.0.0-alpha-16		0b99c3539ea029f0b7558d3e6ca13ce5320b2a9b
com.elepy	elepy-hibernate	3.0.0-alpha-17		a8a27e5a872f4679093545f2764b0d59e93f0e1e
com.elepy	elepy-hibernate	3.0.0-alpha-18		40418183e2ae603ab29e34cd46f407542c22b353
com.elepy	elepy-hibernate	3.0.0-alpha-19		8dcbc13000d8a71fd78be21806e34f06ed069c9e
com.elepy	elepy-hibernate	3.0.0-alpha-2		ce679710e12f590e7ebead17677ef144540a2560
com.elepy	elepy-hibernate	3.0.0-alpha-20		bc4d90cc01e133c2f057b150905b2a295202a60e
com.elepy	elepy-hibernate	3.0.0-alpha-21		ad99f1a1097e00e32ce76d57fa70df2b7241cfba
com.elepy	elepy-hibernate	3.0.0-alpha-22		13eb89b3285b95e1a28b0f48c4d951d0f55d9f63
com.elepy	elepy-hibernate	3.0.0-alpha-23		b6eb41236b068c5e38c724612c6823f3c3cf1dea
com.elepy	elepy-hibernate	3.0.0-alpha-24		30f150408a0a1dc9313f46f39492a7229bc15c48
com.elepy	elepy-hibernate	3.0.0-alpha-25		d57be82cd99eb63575b0654e07e41d97bfe938dc
com.elepy	elepy-hibernate	3.0.0-alpha-26		d5d42d91a6e3a19aa97d97d72f9f085ef68110d6
com.elepy	elepy-hibernate	3.0.0-alpha-28		13042ce6f1ba836d4aa18d82a1088ce11f0873c1
com.elepy	elepy-hibernate	3.0.0-alpha-29		652a249c8340e71ae862d9a3d2e8b09cdfe52749
com.elepy	elepy-hibernate	3.0.0-alpha-3		65336d40e8ed4dd8b0e7bbad4a2f74930df388b7
com.elepy	elepy-hibernate	3.0.0-alpha-4		f6247450f35a8006d5d5b83116864b397b37dd2b
com.elepy	elepy-hibernate	3.0.0-alpha-5		158dcab0b35ad72f24f0559bf1db50895e43257e
com.elepy	elepy-hibernate	3.0.0-alpha-6		9fb034251a879dfbbb0a65fe8f116d5c7e742da5
com.elepy	elepy-hibernate	3.0.0-alpha-7		342699534d33204ff0c3c9aa7497e015de41d4a7
com.elepy	elepy-hibernate	3.0.0-alpha-8		10b98092e33389c7baeaead8d9653e0760169fb4
com.elepy	elepy-hibernate	3.0.0-alpha-9		aef34ea47c978ea4b0c8b9647479a1ca5954ff68
com.gimbal.android.v3	gimbal-sdk	3.0		N/A
com.gimbal.android.v3	gimbal-sdk	3.1.1		N/A
com.gimbal.android.v3	gimbal-sdk	3.1.2		N/A
com.gimbal.android.v3	gimbal-sdk	3.1.3		N/A
com.gimbal.android.v3	gimbal-sdk	3.2		N/A
com.gimbal.android.v3	gimbal-sdk	3.2.1		N/A
com.gimbal.android.v3	gimbal-sdk	3.2.2		N/A
com.gimbal.android.v3	gimbal-sdk	3.2.3		N/A
com.gitee.chinasoft_ohos	sentry-java	1.0.0		N/A
com.gitee.chinasoft_ohos	sentry-java	1.0.1		N/A
com.gitegg.platform	gitegg-platform-dev	1.0.0.RELEASE		71d069586a91ab8cc6402e20521bf7f24295e4d1
com.gitegg.platform	gitegg-platform-dev	1.0.1.RELEASE		2e5eb2e411d957c892e2baf1d0940ce34d818b4e
com.gitegg.platform	gitegg-platform-dev	1.0.2.RELEASE		79c20a9892ffcd09b5c4a3a0005ea4e34ea83467
com.gitegg.platform	gitegg-platform-dev	1.0.3.RELEASE		9b8a981bcad7526a0f33033867c76d051fcf1585
com.gitegg.platform	gitegg-platform-dev	1.0.3_1.RELEASE		b618e60bb3963ac84ef819acee3806ec185e1d0b
com.gitegg.platform	gitegg-platform-dev	1.0.3_2.RELEASE		35f01006458a92c2661ba1b6cb1eec1460910949
com.gitegg.platform	gitegg-platform-dev	1.0.4.RELEASE		9f6b7962d1d3a602be7afe824433afe9c9eb9ec4
com.gitegg.platform	gitegg-platform-dev	1.0.5.RELEASE		207793785fb70d8291721d88ff45f2ab9905ed52
com.gitegg.platform	gitegg-platform-dev	1.0.5_1.RELEASE		9881812632aca4dcd873e859728ca774395cb982
com.gitegg.platform	gitegg-platform-dev	1.0.6.RELEASE		b22c06d90b71cfa6070361fb648dfcc3e75ca845
com.gitegg.platform	gitegg-platform-dev	1.0.6_1.RELEASE		cd8d91cb5cb12d4b12843d275613270a30377161
com.gitegg.platform	gitegg-platform-dev	1.0.6_2.RELEASE		3a9811cdfaeea6ecd3e25a4c526cb19d1e6e9be8
com.gitegg.platform	gitegg-platform-dev	1.0.6_3.RELEASE		413f38d7bb76350bc95a1ed8b399083db9ceea41
com.gitegg.platform	gitegg-platform-dev	1.0.6_4.RELEASE		d4804b214a550ee478e0b66bee9ff2913cbfceb7
com.gitegg.platform	gitegg-platform-dev	1.0.6_5.RELEASE		d3303ba39d2e364fa26d4b3580037970617c9279
com.gitegg.platform	gitegg-platform-dev	1.0.6_6.RELEASE		0a4254d2e59fef6c4b22b0fbf03286518c19bc6a
com.gitegg.platform	gitegg-platform-dev	1.0.6_7.RELEASE		ef5327692780239bb62dd7d11c5aad208820a217
com.gitegg.platform	gitegg-platform-dev	1.0.6_8.RELEASE		99a368475867ff557d4c9c618cda5069cccfe279
com.gitegg.platform	gitegg-platform-dev	1.0.6_9.RELEASE		53a94c76b947d24fbac03dcd40d055881d6b05ef
com.gitegg.platform	gitegg-platform-dev	1.0.7.RELEASE		ff803d2547bc97921ff2a2d2cce80a64f83576ca
com.gitegg.platform	gitegg-platform-dev	1.0.7_1.RELEASE		fe2f0eeff6f901e4c78834105a7cee835d253fe6
com.github.adedayo.eclipse.sdk	org.eclipse.pde	3.12.0		eb1b9f40734af76fcf315a60694a1777907e99f4
com.github.bilthon	graphenej	0.4.2		N/A
com.github.bilthon	graphenej	0.4.4		N/A
com.github.bilthon	graphenej	0.4.5		N/A
com.github.bilthon	graphenej	0.4.6		N/A
com.github.bilthon	graphenej	0.4.6-alpha0		N/A
com.github.bilthon	graphenej	0.4.6-alpha1		N/A
com.github.bilthon	graphenej	0.4.6-alpha2		N/A
com.github.bilthon	graphenej	0.4.6-alpha3		N/A
com.github.bilthon	graphenej	0.4.6-alpha4		N/A
com.github.bilthon	graphenej	0.4.6-alpha5		N/A
com.github.bilthon	graphenej	0.4.6-alpha6		N/A
com.github.bilthon	graphenej	0.4.7-alpha1		N/A
com.github.bilthon	graphenej	0.4.7-alpha2		N/A
com.github.bilthon	graphenej	0.4.7-alpha3		N/A
com.github.davidmoten	rxjava3-jdbc-stored-procedure	0.1		5d7fafff9092bfbf53b3ad472fd41476cd0c34b9
com.github.davidmoten	rxjava3-jdbc-stored-procedure	0.1.1		5f8dc286498b10e5ab428026e70e4850a9f7a6fe
com.github.davidmoten	rxjava3-jdbc-stored-procedure	0.1.2		79082a80ed28fa60a1e3df95648a4fb56bf76ca1
com.github.davidmoten	rxjava3-jdbc-stored-procedure	0.1.3		8e0acda655f377e3ebafd6e78568daba2ba8e4d7
com.github.davidmoten	rxjava3-jdbc-stored-procedure	0.1.4		a37ee8a9178bf650c9e1d5a6ae3153a4129d4cb5
com.github.jatcwang	difflicious-munit_3	0.3.1-M2		af0d510c95d02bd32eb31c1c05baf486467b6764
com.github.jatcwang	difflicious-munit_3	0.4.0		d352dba79ff89e9359a1b8dbf7de406ccdb507a4
com.github.jatcwang	difflicious-munit_3	0.4.0-M1		373487d09f7916ad45e46d834db637c029604a30
com.github.jatcwang	difflicious-munit_3	0.4.1		f99710aae8e8387d0fae8d6d039de7e2159f06b9
com.github.jatcwang	difflicious-munit_3	0.4.2		64c40481407215bda53319576d2375278726af5b
com.github.jatcwang	difflicious-munit_3	0.4.3		5edc1584314fcedf12c52261e0697e069fcac274
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.0		55e1d118e5f95889da81a42a821293fa3bd9a5cc
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.1		77e5d726ce056e712ba8105f44ad8ed00156e12f
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.2		4f47cafa627f00f104127a81651d572f96d52a11
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.3		d63b6025757a8751c77750a27c4e15dd945d8573
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.4		1ea14f78b57b0625e797d9b16ae6f19ea62b8009
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.5		6372453a484df5fa6ae0f6637fb6f2b92e3f7db1
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.0.7		580ecf56d6ea624a378dbde387551192d85b811b
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.1.0		219578495102757e30f804d76831dca0d7b06aa4
com.github.karasiq	scalajs-videojs_sjs0.6_2.11	1.1.1		b4088dae0bfc639f44843d560260f1c6cd43760c
com.github.labai	labai-jsr305-jaxb-plugin	0.0.2		e7a195f2e34e90262626c10378c8d3ebb4878bfa
com.github.labai	labai-jsr305-jaxb-plugin	0.0.3		14e46f0f7a7500eecd6eff97be0d37d3a2bab368
com.github.labai	labai-jsr305-jaxb-plugin	0.0.4		881986c183a9d9e1e33e1e621fc08e93e9696326
com.github.labai	labai-jsr305-jaxb-plugin	0.0.5		b1114511ce24972626fb0ec07afa2c5606c76de9
com.github.labai	labai-jsr305-jaxb-plugin	0.0.6		549e58f64e509444cc350fb0c7c0435df27718d7
com.github.labai	labai-jsr305-jaxb-plugin	0.0.7		4fd34adfa500d98542b38c67346f9699b48bb508
com.github.labai	labai-jsr305-jaxb-plugin	0.1.0		60c7f5001a47402bdab2d11d4f11326d38fb0b40
com.github.mkroli	dns4s-core_2.12	0.18.0		67f49c3029cee24e338f602788b73232bff5aa4e
com.github.mkroli	dns4s-core_2.12	0.18.1		fe065595ed4a959ba3e57f7da418d1c0784ea150
com.github.mkroli	dns4s-core_2.12	0.18.2		8a070151c0e46f5c0b7f104e5794c5c13fb86d2b
com.github.mkroli	dns4s-core_2.12	0.18.3		27c284e960e303d1bbb4ed49c74d5feea6ec5f55
com.github.mkroli	dns4s-core_2.12	0.18.4		55189783687ddfef5c3666b548132b4bde0b32d0
com.github.mkroli	dns4s-core_2.12	0.18.5		b666a4e71163be81ae1d750d49e901f71199dbc1
com.github.mkroli	dns4s-core_2.12	0.18.6		a0e5ad78e8b781fef760303cb00f0cd6e8f26150
com.github.mkroli	dns4s-core_2.12	0.19.0		3c3814c20f3ebd7df4dbdd6783343826e59c8374
com.github.mkroli	dns4s-core_2.12	0.20.0		6b01cdbb575a421302ab9c9ca915cbff21513bd9
com.github.mkroli	dns4s-core_2.12	0.21.0		9a958919f4c8d53c42c39a364ae76c1bba49d109
com.github.pingbu	pingbu-storage	1.0		351f12b2205581d174e7184703d4e56138220d48
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.0		14464c993d0bd53eabe321e6a4992cc3eda5ca05
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.1		f349c54b99e129f15047ae4f7297e1e5eaebdc75
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.2		fcfe694e598c10e644608687aec7870378bed438
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.4		ffe3acd26ff0b3b1c8d34543b7f02a542130c9f2
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.5		3cd2de2da5f58fd01dc3eac5d67693a17465d2e4
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.6		be62d9bf2c939ff6c95d239059dd450a363e99da
com.github.snake19870227	star-tiger-framework-sms-spring-boot-autoconfigure	0.6.7		ad2f87f5d4e8ecefbba4d98079812b4581b9e7f2
com.github.swagger-akka-http	swagger-akka-http_2.10	0.6.2		a7859f60d76ef167189a119e8bf782d1616fe4ca
com.github.waffle	waffle-spring-boot-autoconfigure3	3.3.0		17a4935feb22429304eb5cdb0b5f0807377ea471
com.github.waffle	waffle-spring-boot-autoconfigure3	3.4.0		17585ab42196e24816c69d8b40d3dd4e28d5704b
com.github.waffle	waffle-spring-boot-autoconfigure3	3.5.0		102449074c20c31bc86cbdd20f2d496a579284b0
com.github.waffle	waffle-spring-boot-autoconfigure3	3.5.1		588129a2c957e7fe6af69e87df3d5803c42e6137
com.github.yuyenews	goddess-ioc	0.1.1		e97b0451e14e222e628a1ef92ec536af77ccc842
com.hotels.road	road-onramp-kafka-impl	6.0.1		c3895292940fbdfb41a5ff77d25a1fb6790e9d54
com.hotels.road	road-onramp-kafka-impl	6.0.10		8b86990b22c8b7d30f27072beaa220bb2109db62
com.hotels.road	road-onramp-kafka-impl	6.0.11		81023c1c503b0ed9ab031047d4e2f026d51dbeef
com.hotels.road	road-onramp-kafka-impl	6.0.12		a639371c95b0239ac2e2fa8dcd153b3f12f77327
com.hotels.road	road-onramp-kafka-impl	6.0.13		1051681e44af7d3c8f7402db968c6380341af3a7
com.hotels.road	road-onramp-kafka-impl	6.0.14		52532d22de8c18c6c1181b6b970cfd172e48c679
com.hotels.road	road-onramp-kafka-impl	6.0.15		5e26771776fce774bd13b7ec847d16ebb91537a6
com.hotels.road	road-onramp-kafka-impl	6.0.16		d07aafe21cc2d840a05beab8a30b8f6f270f59ea
com.hotels.road	road-onramp-kafka-impl	6.0.17		07dc7eeeeef40783dce325659a2a41d21bfad7cb
com.hotels.road	road-onramp-kafka-impl	6.0.18		c6cd544d5ad8a9f3c3b0b30b41cc15f784836fdc
com.hotels.road	road-onramp-kafka-impl	6.0.2		29e0f30dda00e7f566c20e9661bff815d8df02bf
com.hotels.road	road-onramp-kafka-impl	6.0.20		8f95868804aaa00360140dae9c6f89d12f130b48
com.hotels.road	road-onramp-kafka-impl	6.0.21		56b1c6ce6f9a4d2e9e588589b54f2e59e1345f99
com.hotels.road	road-onramp-kafka-impl	6.0.3		95160f2f1455b23a46137e07e04dd99cc2119506
com.hotels.road	road-onramp-kafka-impl	6.0.4		8f7c84baf22e4a1c9a79446e66742393d6302951
com.hotels.road	road-onramp-kafka-impl	6.0.5		8a4ba12b772e8f7ba7083452f1f47ae58a3b9eea
com.hotels.road	road-onramp-kafka-impl	6.0.6		cfc925e4bc97aa574ef21b64aee222f49a931b1e
com.hotels.road	road-onramp-kafka-impl	6.0.7		fa91fea32189757d2ccb33d891fdb25377bbed55
com.hotels.road	road-onramp-kafka-impl	6.0.8		ccd7dd1ba3d78ab188cb3e29008a043e052cfd02
com.hotels.road	road-onramp-kafka-impl	6.0.9		3dc6be5fc7f3fd015a3ba857b67e1cae27b50a60
com.karadzhov	scala-iso-country-i18n-zh_3	0.3.0		ddafe72d668f08a43062af127b16c13dd9cb7fcf
com.karadzhov	scala-iso-country-i18n-zh_3	0.3.1		0a5bfcfc4e6e7e7bf7e6aa8491c081878e50304b
com.karadzhov	scala-iso-country-i18n-zh_3	0.4.0		07a3033f7e4af23890c614eadd5ebc4f435367f4
com.karadzhov	scala-iso-country-i18n-zh_3	0.5.0		37dca1a8379bcebaa40d7cafa62f943d5661da5f
com.puresoltechnologies.genesis	transformation.titan	0.1.0		ffd992ba01d87b9cc028f742a3597979af7505ff
com.puresoltechnologies.genesis	transformation.titan	0.1.1		22ae6a5e6df30bfc6fe73b0e3734c54890bc80fe
com.puresoltechnologies.genesis	transformation.titan	0.2.0		ee6b5c93e0a19f931f3a4c38cd1ddbfdac154c71
com.puresoltechnologies.genesis	transformation.titan	0.3.0		ea847714adc965c296c8e53a8b454e0dd75cc4df
com.puresoltechnologies.genesis	transformation.titan	0.4.0		d86521a8da437d495ef19b60b32ac34949cc28af
com.silverpop	engage	1.1.0		N/A
com.squeakysand	squeakysand-jsp-taglib-test-webapp	0.1.0		N/A
com.squeakysand	squeakysand-jsp-taglib-test-webapp	0.2.0		N/A
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0		d0441be9e0479fe28519c6218c001eeafa71141a
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+27-e2d80645		48f45fca77e616dbcf71e55517656027fa2a617b
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+28-58648056		f0c47785d442e2532e11ac8d291a8ffcc451c5fe
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+29-c3a2783c		bf24ef3d06b569e1c17f9d4c151d45bd2b220036
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+29-fbbb5735		93527e7af025efd188c9aef5b20468640d4398d3
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+30-4a995403		475f73087df9ba38d6e011cc78e75fc5d7e9671c
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+30-def4149b		d1f841c1f4f4ab8d06e2ad92c1d42326e0d73e3d
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+31-45ba0c36		622877634530c0c8581b4505647ef98ed6fc0178
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+31-6747f6cd		74419cf99663a0f96842f6c9f52fc4251397ee9f
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+32-db6e8c99		8e7ae42f01fdd6f691c73d6ae66c80bc73871fa9
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0+32-dd77cc4b		186fea17229536b26c15b3c475f1a41b8113a865
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M0+24-d0be5c52		02c2f03a4b9be7c0dfccf7233ae6546309f1ac65
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M0+29-b7bb859c		363aba9a57b17e06b722c38d2a9c38b5a042375e
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1		8b6759df1f03d551a186b57cd6e2a15a3d4ab283
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+10-f240450f		6c528a7b3923e9b94963aa2854da19d7382fc908
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+11-deeb1b56		2653a63b50465f93115efb89ae81640197fe809c
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+12-f7a48866		a70cb52edd0271ed65cdf10c720943168462c63f
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+2-21f1bd6e		69cf2c24cd3a39bbb6fd870cd73fb2c0c110e2cd
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+4-45c77918		0fd6a2b98ee35ae86d1772a040ade902a921ed57
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+6-bb417565		c63c62fb514d49e7815f4c8d262a0b0766215611
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+8-e2d9af45		82f3de7b37ebef125863e20bdc71fddbb8b0a3c3
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.0.0-M1+9-7b95728e		0a8fc79532d7b87e4c0a85e8ffb542250091f354
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.0		0794375cf021e718f5226f875f8b99dad0437667
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.0+11-6e27fc16		69dcd58e50cc7366ecc95d1d649c9bb310bb486e
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1		e9f095335170c003ec1590f98cad7699382edc06
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1+107-92209a11		5005ec09fec9ec18ea05d368e1679ef8e9829544
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1+110-eb869a21		2543aa776e7a229db9dc045f02a888f7bd16c7e2
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1+111-8503e4c2		5a5b7e159cf31393490912c2f65ca587d845d7fa
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1+112-8b21c84c		6446981ec86e7c521ced8e574271cbb0841ce2dd
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1+36-e9b09d5b		7c93565fb9e532191e4e372b634b7fe3f0e2d4f2
com.thoughtworks.binding	futurebinding_sjs1_2.13	12.1.1+89-49bc61ca		0cf7b52417502a41d7e9ef8f4a7582fbdcae9cfb
