br.com.m4rc310	br-com-m4rc310-cups	1.0.16		c3641aa08139ff93656b1ad20da3731e56fed732
com.factset.sdk	factsetsearchanswers	1.0.2		0b8990bb19de971b75a7b9069b2cccdca5f18c34
com.factset.sdk	factsetsearchanswers	1.0.3		31ca4eac9289f95276eae6bf3551c4178ff2f1df
com.factset.sdk	factsetsearchanswers	1.0.4		f5cc692dd9ee71e8b60d19b4bd7370c9ea7edba5
com.factset.sdk	factsetsearchanswers	1.0.5		fe3b444da7bbbc872a0107f89e00ebc78dfc38f5
com.factset.sdk	factsetsearchanswers	1.0.6		21cbce8b6fd59874ffd6a8a2743905bafaca4b10
com.factset.sdk	factsetsearchanswers	1.1.0		6d21e598fefed619e80374233ac7a4b479c89fe1
com.factset.sdk	factsetsearchanswers	1.1.1		c98d91e92762120c25c1ee4ba6d0b60e7d730920
com.factset.sdk	factsetsearchanswers	1.1.2		c785523d936b3fb102f3cb8a775c66f692361bcd
com.factset.sdk	factsetsearchanswers	1.1.3		c8faf592805dc66a59b39bb9a4c2185c6c9001e1
com.factset.sdk	factsetsearchanswers	2.0.0		03c65e6d144d0de227a30b0e4c654484e8ba052b
com.factset.sdk	factsetsearchanswers	2.0.1		352d826b91fe9c5d9fdaecbb358bc8e328441751
com.factset.sdk	factsetsearchanswers	2.0.2		995460fe3caa3474d10d885e381e05a1e7773f73
com.factset.sdk	factsetsearchanswers	2.0.3		63c359b0a1bb20b34fdb128f25933eb76ab1a3f0
com.github.ajalt.clikt	clikt-macosx64	3.0.0		N/A
com.github.ajalt.clikt	clikt-macosx64	3.0.0-rc		N/A
com.github.ajalt.clikt	clikt-macosx64	3.0.1		N/A
com.github.ajalt.clikt	clikt-macosx64	3.1.0		N/A
com.github.ajalt.clikt	clikt-macosx64	3.2.0		N/A
com.github.ajalt.clikt	clikt-macosx64	3.3.0		N/A
com.github.ajalt.clikt	clikt-macosx64	3.4.0		N/A
com.github.ajalt.clikt	clikt-macosx64	3.4.1		N/A
com.github.ajalt.clikt	clikt-macosx64	3.4.1	metadata	2d8aeabf7925dbf7e12adcb34325dcb655ef0c43
com.github.ajalt.clikt	clikt-macosx64	3.4.2		N/A
com.github.ajalt.clikt	clikt-macosx64	3.4.2	metadata	2a8f85a49562949c3bd5d2785cbe2233826b0a42
com.github.ajalt.clikt	clikt-macosx64	3.5.0		N/A
com.github.ajalt.clikt	clikt-macosx64	3.5.0	metadata	f5d4eba7be68b4f5ef0990a56f310e1842ce2f8d
com.github.ajalt.clikt	clikt-macosx64	3.5.1		N/A
com.github.ajalt.clikt	clikt-macosx64	3.5.1	metadata	30dc7c5895d6103849bd07c9e2ad82398a7d52b6
com.github.ajalt.clikt	clikt-macosx64	3.5.2		N/A
com.github.ajalt.clikt	clikt-macosx64	3.5.2	metadata	084719934fc14b2ade5747fcbec17a5346fbed65
com.github.ajalt.clikt	clikt-macosx64	3.5.3		N/A
com.github.ajalt.clikt	clikt-macosx64	3.5.3	metadata	becd7c47afea47cee59549bde19851191f7a485f
com.github.ajalt.clikt	clikt-macosx64	3.5.4		N/A
com.github.ajalt.clikt	clikt-macosx64	3.5.4	metadata	dfc44daa0b3455796a199bd0281a3ef87143da53
com.github.ajalt.clikt	clikt-macosx64	4.0.0		N/A
com.github.ajalt.clikt	clikt-macosx64	4.0.0	metadata	e980b8ad9699246f780759e26770a078f2aa579d
com.github.ajalt.clikt	clikt-macosx64	4.0.0-RC		N/A
com.github.ajalt.clikt	clikt-macosx64	4.0.0-RC	metadata	3695412f517c456f0b83720a36a7366ff6dc1599
com.github.ajalt.clikt	clikt-macosx64	4.1.0		N/A
com.github.ajalt.clikt	clikt-macosx64	4.1.0	metadata	9c9c3a7c751b64f7e6f44ba4a333665309bf5a7a
com.github.ajalt.clikt	clikt-macosx64	4.2.0		N/A
com.github.ajalt.clikt	clikt-macosx64	4.2.0	metadata	a86d008e2bfc4ab049c3cdb4d63db35731ab644d
com.github.ajalt.clikt	clikt-macosx64	4.2.1		N/A
com.github.ajalt.clikt	clikt-macosx64	4.2.1	metadata	91e9511bff85f523e17da2481bca7c87f0171ff1
com.github.ajalt.clikt	clikt-macosx64	4.2.2		N/A
com.github.ajalt.clikt	clikt-macosx64	4.2.2	metadata	24f9b9115c7087f0fe35959ac36fb05aeded8cbb
com.github.ajalt.clikt	clikt-macosx64	4.3.0		N/A
com.github.ajalt.clikt	clikt-macosx64	4.3.0	metadata	a63675118e2a2e84252642ca08dc9f46350a2047
com.github.ajalt.clikt	clikt-macosx64	4.4.0		N/A
com.github.ajalt.clikt	clikt-macosx64	4.4.0	metadata	4de9b8e0a9375ced4743f5812150f6309be73b29
com.github.ajalt.clikt	clikt-macosx64	5.0.0		N/A
com.github.ajalt.clikt	clikt-macosx64	5.0.0	metadata	fe15b895d5f02d853cbe35e99e6bc0319eca338e
com.github.ajalt.clikt	clikt-macosx64	5.0.1		N/A
com.github.ajalt.clikt	clikt-macosx64	5.0.1	metadata	e23674561515cd479d8217b46e34faa403816c08
com.github.ajalt.clikt	clikt-macosx64	5.0.2		N/A
com.github.ajalt.clikt	clikt-macosx64	5.0.2	metadata	2da60f6a672a157182fa17c5d79ae1babf659824
com.github.ajalt.clikt	clikt-macosx64	5.0.3		N/A
com.github.ajalt.clikt	clikt-macosx64	5.0.3	metadata	fe3778b6c0b521cef1e27b8b5bdb9465d0584033
com.github.alorma.compose-settings	ui-base-iosarm64	2.1.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.1.0	metadata	e83508b0ec7154ca872115bd0042a1047c9742e4
com.github.alorma.compose-settings	ui-base-iosarm64	2.10.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.10.0	metadata	69c26ba246afba926905bcb807d1300a4c3a6f37
com.github.alorma.compose-settings	ui-base-iosarm64	2.2.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.2.0	metadata	725ec4a6298fc7a183354f521329d1b51ca8187f
com.github.alorma.compose-settings	ui-base-iosarm64	2.3.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.3.0	metadata	185f77c1d3ef0c04e9916f4f05015f5b23db92c4
com.github.alorma.compose-settings	ui-base-iosarm64	2.4.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.4.0	metadata	a38bc32b4fb437347593427c2561120707c74472
com.github.alorma.compose-settings	ui-base-iosarm64	2.5.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.5.0	metadata	275548074002f3c6b83228b2f9a46e1db81c85bc
com.github.alorma.compose-settings	ui-base-iosarm64	2.6.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.6.0	metadata	1408fd436b99251b154008aca8a2555a7916e491
com.github.alorma.compose-settings	ui-base-iosarm64	2.8.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.8.0	metadata	377a5f607b31f806ee23742c779911fb414ec2b1
com.github.alorma.compose-settings	ui-base-iosarm64	2.9.0		N/A
com.github.alorma.compose-settings	ui-base-iosarm64	2.9.0	metadata	d875bc53e6bd59313549fbd9aaf1a351c432eb75
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.10		82efd78ac30f654067a3fe87a5b6f9cb734a986f
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.11		37360fc37411cbff745038407ad3075cb205f053
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.12		e1b3d2b74895c69b9257a87f62bb8bf42cc3dcb1
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.13		7a457d69f1b7d2d77107210f0715aa3a8a90c36e
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.14		7cb98d8a4d88e3514c839531e79ddd5082bff9dc
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.4		9ef78192a69484b1a7b4d157510e92612bf10a01
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.5		ab768abc174091344ec23d295207502d62ae5311
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.6		879b459c58586c53ca6addfa58813e24421f55bb
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.7		b8de569975f5c85aa1f7cc25c421b57fd8c8e576
com.github.nbbrd.sdmx-dl	sdmx-dl-format-kryo	3.0.0-beta.8		3d4d161c9f2abf0a77703c3b1fd0fa1b14645654
com.github.onlypiglet	autojunit	1.0.0-alpha		093b161c1efe83b6c8eb504064121d92971937d0
com.github.onlypiglet	autojunit	1.0.1-alpha		N/A
com.gw2tb.drf	drf-api-client-watchosarm64	0.1.0		N/A
com.gw2tb.drf	drf-api-client-watchosarm64	0.1.0	metadata	8374be12fceeb9b5f057444dc0465622471f2720
com.gw2tb.drf	drf-api-client-watchosarm64	0.1.1		N/A
com.gw2tb.drf	drf-api-client-watchosarm64	0.1.1	metadata	8d8faaac15966990bf08001dbd0d712fe26ce4d4
com.iheart	thomas-monitor_2.13	1.2.2		5fcd3e821cc7cece4530d8cb9778e5302de245ae
com.iheart	thomas-monitor_2.13	1.2.3		4f858fce41b48720bc7e73184ab850381636fe35
com.iheart	thomas-monitor_2.13	1.2.4		94a1dcb84b3c0ed087fda3550b41b087e400e14e
com.iheart	thomas-monitor_2.13	1.3.0		9a9071bcbdfbbe3c54a18706c5d7028f75a2ce01
com.iheart	thomas-monitor_2.13	1.3.1		42d9cfc207b8403e2ec1265c6ea4d033cd57b9fc
com.iheart	thomas-monitor_2.13	1.3.10		b3f9a6d9c9b2cb0db67580f55ff54dcd49507af0
com.iheart	thomas-monitor_2.13	1.3.11		ac04a9f7f6ea9ca1b6ec9fb3b7bb681914748884
com.iheart	thomas-monitor_2.13	1.3.12		9cdd31dccd7fe8ce09d6893296f730b2088632ec
com.iheart	thomas-monitor_2.13	1.3.13		cb9714561ff544a2b59d732ed56ce0442c2de621
com.iheart	thomas-monitor_2.13	1.3.14		e1de50804e11035f481f79dac31a7ce0aa12a8cc
com.iheart	thomas-monitor_2.13	1.3.2		0e6e0e368e9bd01bca50939a224c3922fd72d374
com.iheart	thomas-monitor_2.13	1.3.3		9a64a4f4554ab1f60bb6dcb56754c36fb2ff9c30
com.iheart	thomas-monitor_2.13	1.3.4		8669c308ce7b26e3e08615ff9d6b95fdae0dcddd
com.iheart	thomas-monitor_2.13	1.3.5		b9d65c734c614eec660d5d518247522e71f45f73
com.iheart	thomas-monitor_2.13	1.3.6		35989e45d27f82e5b4efa808128b8e5b0e1b59ed
com.iheart	thomas-monitor_2.13	1.3.7		bae321ccb70c76d4703cea0ca7cc3f687380eaa8
com.iheart	thomas-monitor_2.13	1.3.8		b3dd7b9dbc73c49b84a7d7bf7dca35dbd6588860
com.iheart	thomas-monitor_2.13	1.3.9		4105235c7140eb6aabb6079b51f99d5a84acc8e3
com.iheart	thomas-monitor_2.13	1.4.0		7e7b6e212b9459f0826b43384bcdd02fb41a656e
com.iheart	thomas-monitor_2.13	1.4.1		07d1198b47a2d858c6d31d791c9c4646bdcc78c9
com.iheart	thomas-monitor_2.13	1.4.2		d37bfb8d6abd171a65e49e841b55d210b8f06346
com.iheart	thomas-monitor_2.13	1.4.3		952b542685db335b040a8a4e32ae3b76f881bd33
com.iheart	thomas-monitor_2.13	1.4.4		ff36bda604696effff626de34780f2dbc1d85cb9
com.iheart	thomas-monitor_2.13	1.4.5		eb80fe4e1d6cbbcfc2d1a8cec79c2bd4e0bf14c3
com.iheart	thomas-monitor_2.13	1.4.6		8a148e2ba056f2a7fdb36874515745b2ca7adff0
com.iheart	thomas-monitor_2.13	1.4.7		a8cc1bb9fdbef37e475795ce2ab1f9add24465d6
com.iheart	thomas-monitor_2.13	1.4.8		4d7d70245a480bcf15e26c32609945a5d8ebed9f
com.itelg.spring	spring-xom-unmarshaller	0.0.1-RELEASE		b52e5f6a8b0511163103e2ad58e62e79c1421994
com.itelg.spring	spring-xom-unmarshaller	0.0.2-RELEASE		18a96adc92ed3f2c31dc92013d9db2ef35f38a94
com.itelg.spring	spring-xom-unmarshaller	0.1.0-RELEASE		99a85d44f139ba6d5e822150d37a85d24f483ac1
com.itelg.spring	spring-xom-unmarshaller	0.1.1-RELEASE		d997aba37543d95bf718ce514aec858607038525
com.itelg.spring	spring-xom-unmarshaller	0.2.0-RELEASE		546f23b781c830b379b4cfb306dcc56b01e0dc45
com.itelg.spring	spring-xom-unmarshaller	0.2.1-RELEASE		6e21b8ff8dbde3c6f182b02b02c1c4f9df490ed8
com.itelg.spring	spring-xom-unmarshaller	0.2.2-RELEASE		61ace4a35e395e25e2ca128b983a575f728022bc
com.itelg.spring	spring-xom-unmarshaller	1.0.0-RC1		aa3794e1ba88b06b64c995225e68e369bce9dee1
com.itelg.spring	spring-xom-unmarshaller	1.0.0-RELEASE		4fb5ef96c4bd9a1c5d6cb931c8968170f84a2109
com.itelg.spring	spring-xom-unmarshaller	1.0.1-RELEASE		35250f33838918bbe2daa3f83d1c83eece2e70f0
com.itelg.spring	spring-xom-unmarshaller	1.0.2-RELEASE		d3ca335f040885e2f8e5574f4baf42e3e9a26d39
com.itelg.spring	spring-xom-unmarshaller	1.0.3-RELEASE		4284c8918200d598f701d9a921b18eff9643546b
com.itelg.spring	spring-xom-unmarshaller	1.0.4-RELEASE		dc164d3e8482b96445591869907a6af7f6b79d59
com.itelg.spring	spring-xom-unmarshaller	1.1.0-RELEASE		ed26e316a3a540d835a7989eb5f14e909d3cc422
com.itelg.spring	spring-xom-unmarshaller	1.2.0-RELEASE		eb6317084174700c5bcc656b6355b0231b93e317
com.itelg.spring	spring-xom-unmarshaller	1.3.0		b772610db0806c64ec398a0d84ad3bea2b9b35c3
com.itelg.spring	spring-xom-unmarshaller	1.4.0		b89265a4f2155b114ee8a271ad93c87b53af6f74
com.itelg.spring	spring-xom-unmarshaller	1.4.0-RC1		082645a72f34b5edf19022265e45f5e91d9b6b55
com.itelg.spring	spring-xom-unmarshaller	1.4.0-RC2		a6f1487884678ccddd8587e656095252dc576d31
com.itelg.spring	spring-xom-unmarshaller	1.4.0-RC4		e0cc538b19ec3e2a3bb2192fed66fe6b7cf71d19
com.javiersc.mokoki	mokoki-jvm	0.1.0-alpha.1		e0d4d9480bd90af24593e7550a6b50262cbbfe9e
com.javiersc.mokoki	mokoki-jvm	0.2.0-alpha.1		cd7693dc0d61a0aab18991db8e8a98f7d3940284
com.kroegerama.android-kaiteki	core	4.0.3		N/A
com.kroegerama.android-kaiteki	core	4.0.4		N/A
com.kroegerama.android-kaiteki	core	4.1.0		N/A
com.kroegerama.android-kaiteki	core	4.1.1		N/A
com.kroegerama.android-kaiteki	core	4.1.2		N/A
com.kroegerama.android-kaiteki	core	4.1.4		N/A
com.kroegerama.android-kaiteki	core	4.1.5		N/A
com.kroegerama.android-kaiteki	core	4.1.6		N/A
com.kroegerama.android-kaiteki	core	4.10.0		N/A
com.kroegerama.android-kaiteki	core	4.10.1		N/A
com.kroegerama.android-kaiteki	core	4.10.2		N/A
com.kroegerama.android-kaiteki	core	4.10.3		N/A
com.kroegerama.android-kaiteki	core	4.10.4		N/A
com.kroegerama.android-kaiteki	core	4.10.5		N/A
com.kroegerama.android-kaiteki	core	4.10.6		N/A
com.kroegerama.android-kaiteki	core	4.10.7		N/A
com.kroegerama.android-kaiteki	core	4.11.0		N/A
com.kroegerama.android-kaiteki	core	4.12.0		N/A
com.kroegerama.android-kaiteki	core	4.2.0		N/A
com.kroegerama.android-kaiteki	core	4.2.1		N/A
com.kroegerama.android-kaiteki	core	4.2.2		N/A
com.kroegerama.android-kaiteki	core	4.2.3		N/A
com.kroegerama.android-kaiteki	core	4.2.4		N/A
com.kroegerama.android-kaiteki	core	4.2.5		N/A
com.kroegerama.android-kaiteki	core	4.2.6		N/A
com.kroegerama.android-kaiteki	core	4.3.0		N/A
com.kroegerama.android-kaiteki	core	4.3.1		N/A
com.kroegerama.android-kaiteki	core	4.3.2		N/A
com.kroegerama.android-kaiteki	core	4.4.0		N/A
com.kroegerama.android-kaiteki	core	4.4.1		N/A
com.kroegerama.android-kaiteki	core	4.5.0		N/A
com.kroegerama.android-kaiteki	core	4.5.1		N/A
com.kroegerama.android-kaiteki	core	4.5.2		N/A
com.kroegerama.android-kaiteki	core	4.6.0		N/A
com.kroegerama.android-kaiteki	core	4.6.1		N/A
com.kroegerama.android-kaiteki	core	4.7.0		N/A
com.kroegerama.android-kaiteki	core	4.7.1		N/A
com.kroegerama.android-kaiteki	core	4.8.0		N/A
com.kroegerama.android-kaiteki	core	4.8.1		N/A
com.kroegerama.android-kaiteki	core	4.8.2		N/A
com.kroegerama.android-kaiteki	core	4.8.3		N/A
com.kroegerama.android-kaiteki	core	4.9.0		N/A
com.kroegerama.android-kaiteki	core	4.9.1		N/A
com.kroegerama.android-kaiteki	core	4.9.2		N/A
com.kroegerama.android-kaiteki	core	4.9.3		N/A
com.kroegerama.android-kaiteki	core	4.9.4		N/A
com.kroegerama.android-kaiteki	core	4.9.5		N/A
com.kroegerama.android-kaiteki	core	4.9.6		N/A
com.kroegerama.android-kaiteki	core	5.0.0		N/A
com.kroegerama.android-kaiteki	core	5.0.1		N/A
com.kroegerama.android-kaiteki	core	5.0.2		N/A
com.kroegerama.android-kaiteki	core	5.1.0		N/A
com.partnet.sample	seauto-cucumber-sample-archetype	0.9.0		acd397160f59cc7c45ccb8a71fb206501638a137
com.partnet.sample	seauto-cucumber-sample-archetype	0.9.1		bf9b3c4a3e6cbc089d9a9c7a393a0fc4b1cdde04
com.powersync	persistence-android-debug	1.0.0		N/A
com.powersync	persistence-android-debug	1.0.0-BETA10		N/A
com.powersync	persistence-android-debug	1.0.0-BETA11		N/A
com.powersync	persistence-android-debug	1.0.0-BETA12		N/A
com.powersync	persistence-android-debug	1.0.0-BETA13		N/A
com.powersync	persistence-android-debug	1.0.0-BETA14		N/A
com.powersync	persistence-android-debug	1.0.0-BETA15		N/A
com.powersync	persistence-android-debug	1.0.0-BETA16		N/A
com.powersync	persistence-android-debug	1.0.0-BETA17		N/A
com.powersync	persistence-android-debug	1.0.0-BETA18		N/A
com.powersync	persistence-android-debug	1.0.0-BETA19		N/A
com.powersync	persistence-android-debug	1.0.0-BETA2		N/A
com.powersync	persistence-android-debug	1.0.0-BETA20		N/A
com.powersync	persistence-android-debug	1.0.0-BETA21		N/A
com.powersync	persistence-android-debug	1.0.0-BETA22		N/A
com.powersync	persistence-android-debug	1.0.0-BETA23		N/A
com.powersync	persistence-android-debug	1.0.0-BETA24		N/A
com.powersync	persistence-android-debug	1.0.0-BETA25		N/A
com.powersync	persistence-android-debug	1.0.0-BETA26		N/A
com.powersync	persistence-android-debug	1.0.0-BETA27		N/A
com.powersync	persistence-android-debug	1.0.0-BETA28		N/A
com.powersync	persistence-android-debug	1.0.0-BETA29		N/A
com.powersync	persistence-android-debug	1.0.0-BETA3		N/A
com.powersync	persistence-android-debug	1.0.0-BETA30		N/A
com.powersync	persistence-android-debug	1.0.0-BETA31		N/A
com.powersync	persistence-android-debug	1.0.0-BETA32		N/A
com.powersync	persistence-android-debug	1.0.0-BETA4		N/A
com.powersync	persistence-android-debug	1.0.0-BETA5		N/A
com.powersync	persistence-android-debug	1.0.0-BETA6		N/A
com.powersync	persistence-android-debug	1.0.0-BETA7		N/A
com.powersync	persistence-android-debug	1.0.0-BETA8		N/A
com.powersync	persistence-android-debug	1.0.0-BETA9		N/A
com.powersync	persistence-android-debug	1.0.1		N/A
com.rabidgremlin	mutters-statemachine-bot	3.0.0		a77629e5c4b9c8f19ec20b2769d7834b5d5ba308
com.rabidgremlin	mutters-statemachine-bot	4.0.0		62b8849cf9c77d7fbb33985909386765e51d29df
com.rabidgremlin	mutters-statemachine-bot	4.0.1		4423c11565c534ee80b01870942c2a7a733d117a
com.rabidgremlin	mutters-statemachine-bot	4.1.0		ce63f13487e8487698110825edefc0aa7f06ca46
com.rabidgremlin	mutters-statemachine-bot	4.1.1		dfcd974d47a1676109348d63e0fe4dc219ab7a5d
com.rabidgremlin	mutters-statemachine-bot	4.1.2		7f74395bd623549e81396c32538dd4733d967853
com.rabidgremlin	mutters-statemachine-bot	4.2.0		fb1601404f80b6f8055a436f77beb07c0b8883e9
com.rabidgremlin	mutters-statemachine-bot	4.2.1		e5d8e3015c60696d35d14916ed2df64457a63415
com.rabidgremlin	mutters-statemachine-bot	4.3.0		a07b87c6c19f8924f5589ef5433633d0aee97725
com.rabidgremlin	mutters-statemachine-bot	4.4.0		8f769682deb7af35e9202d04bd1580063a973900
com.rabidgremlin	mutters-statemachine-bot	4.4.2		f4400a58e286b61eb042922740b574cec8034f32
com.rabidgremlin	mutters-statemachine-bot	5.0.0		1e061086adb060130888916ac4b184fa9f88a0f4
com.rabidgremlin	mutters-statemachine-bot	5.0.1		18c405a4793f9c3c7bd107d17d53593c97807c23
com.rabidgremlin	mutters-statemachine-bot	5.0.2		9f55f0db06254cf8f26fc2b79a80ab794851cbdd
com.rabidgremlin	mutters-statemachine-bot	5.0.3		1e3ef538f0a694960f17247bc2f01daf6de6935e
com.rabidgremlin	mutters-statemachine-bot	5.0.4		3b80e4e6c5165f8118b588715811a6b5dc11d7ee
com.rabidgremlin	mutters-statemachine-bot	6.0.0		40d142d7579dacb1fb13600ea8ab2449f7e224f6
com.rabidgremlin	mutters-statemachine-bot	7.0.0		ae2c5ba82ba37eb94c628031d903e4bbe82a6f32
com.rabidgremlin	mutters-statemachine-bot	7.1.0		65fe659f7df96c260a75462c671d0338b3379eea
com.smartcodeltd	release-candidate-maven-plugin	1.0-201602072256.583763c		c53a3bb536556f33f6ef93216897679bf23040e3
com.smartcodeltd	release-candidate-maven-plugin	1.0-201603091838.01dbbbf		0eee776e02f238b7fca7894d04eaed9c74aed7c6
com.smartcodeltd	release-candidate-maven-plugin	1.0-201605132325.9e7d5be		5ada7f5c839cdd97f3cbda0cd7f1c8262a73d9f1
com.smartcodeltd	release-candidate-maven-plugin	1.0-201609171818.3e8187b		7e1d0a3e5e2fe333ffa3f32bde2afbcf9779a19d
com.smartcodeltd	release-candidate-maven-plugin	1.0-201910011043.383523b		4620bceed917c67c79ed2fde0602ca6cf03251ac
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201508221135.9761af8		ebc48a5ae146e84743fb9a591d4c67d25620091e
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201508221514.9761af8		a10f586e1e4111638a327f702ab7c8356907727d
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201508231341.50eeae8		8f9343e137ebcde83e7c163ec0afea5278fac36a
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201508251955.0e1793b		d4cee5588e3922607b024ed2330a3da1b7040f5f
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201511221220.bdb6862		05cc0a4168f2f21d64d22260c1e24fb6921df0fd
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201511221242.078202e		7b3bfc1cdb2cf52e37a416229ed1544b54c20a34
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201601092057.74e0d3b		da0e627b69467c893151c4c24ce12603a405f9c4
com.smartcodeltd	release-candidate-maven-plugin	1.0.0-201601120029.6e3772b		70682f82b13f925c7acda12a409dd52892327d45
com.softwaremill.diffx	diffx-core_3	0.7.0		b0d8375fe0a36d2919f63891042ed37e7ba3dc29
com.softwaremill.diffx	diffx-core_3	0.7.1		df7620788c939c8f3de5e5ffbe67899ca91efa40
com.softwaremill.diffx	diffx-core_3	0.8.0		299c9ee29614344ea02010fa3287a8c6380a3684
com.softwaremill.diffx	diffx-core_3	0.8.1		fc9586cd65d76f24d6754f0a7daad351bb64c783
com.softwaremill.diffx	diffx-core_3	0.8.2		2f911dc71a9bf183937aac21ada15062eb568dce
com.softwaremill.diffx	diffx-core_3	0.8.3		66a1a719d2ba79588ccb7a73144531ce52a7f4aa
com.softwaremill.diffx	diffx-core_3	0.9.0		a3e48c482696c4df270c4034da391dca57ff4109
com.sourcepoint.cmplibrary	cmplibrary	5.3.12		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.13		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.2		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.3		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.4		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.5		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.6		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.7		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.8		N/A
com.sourcepoint.cmplibrary	cmplibrary	5.3.9		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.0.0		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.0.1		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.0.2		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.0.3		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.0.4		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.0.5		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.1.0		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.1.1		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.1.2		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.1.3		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.1.4		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.2.0		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.2.1		N/A
com.sourcepoint.cmplibrary	cmplibrary	6.2.2		N/A
