au.id.tmm.tmm-scala-collections	tmm-scala-collections-scalacheck_3	0.2.0		8150b2b354d3fc3bf5cd9054bdfc341b54aca868
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.12.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.13.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.2.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.3.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.4.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.5.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.6.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.7.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.8.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.10.9.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.0.CR1		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.0.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.1.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.10.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.11.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.12.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.2.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.3.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.4.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.5.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.6.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.7.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.8.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.11.9.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.9.0.CR1		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.9.0.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.9.1.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.9.2.Final		N/A
org.hibernate	hibernate-search-jbossmodules-elasticsearch-aws	5.9.3.Final		N/A
org.hibernate.ogm	hibernate-ogm-mongodb	4.0.0.Beta1		637fdbf26834d59004fced0dee004dba4bb363bf
org.hibernate.ogm	hibernate-ogm-mongodb	4.0.0.Beta3		fa0f941a7c78d05c37b5decaa8266d34521eae18
org.hibernate.ogm	hibernate-ogm-mongodb	4.0.0.Beta4		4fef18112b6147cca9d4340f1367d0e4db67720c
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta1		f44402d30aaa60ab58c768c5bc151684be6b31af
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta2		b67cf6ac050b4e32880d315b779ee6cb6d09045a
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta3		80b653646c91f73226c089303fda9a933e1fbbcb
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta4		9b68ab26b7634e04b7c5bd766ecc08923cf609c0
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta5		15f167e1d16893c8f0409e718fa0bb72088823a8
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta6		b2dc18ec0b9354ba3211d9082581b3ce66a3ecf7
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta7		bf61848ff0ab96a46b1f7f170d5d335a8f5f6149
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Beta8		d93dd448c3e99ff0d39e81a27eab842157235a75
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.CR1		5e5818c4949abec99f8d3a2eadae9c68ccd1e59c
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.0.Final		7a75fdbba43bd1c4a778e2c234bf855ccb4e8177
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.1.Final		10c6a635719ed94fce12b2a858d9be4010b31570
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.2.Final		dfe6d7c5bb1a16b8a5cc3d40784d986308c0e5c0
org.hibernate.ogm	hibernate-ogm-mongodb	4.1.3.Final		a739acbf2f367c2e0d8b550a2185cdfc31d08ef7
org.hibernate.ogm	hibernate-ogm-mongodb	4.2.0.Beta1		0e7ffeb26f966df8a1d8a78309d607ffeaf56bf1
org.hibernate.ogm	hibernate-ogm-mongodb	4.2.0.CR1		fd4a39c776eb99976ca58f9eb6d290c9fe4bc43f
org.hibernate.ogm	hibernate-ogm-mongodb	4.2.0.Final		67b99de3698991f11ccec61281a562de54c39057
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.0.Alpha1		2d48905473d2f26c23940e76fe0b95fd712be61d
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.0.Beta1		15f376984925c4a819f105fc027c4b30f76f9445
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.0.CR1		25fe2a45108341e719d82f09b0399d1d632fc130
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.0.Final		f6754489997ef87728f4beabe8af1bff6b14f2a1
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.1.Final		a8a86a7ed69da7a1963b212b524b3b67722732e4
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.2.Final		5dd4793bead26791bca4fc95a52eaa1a3b2eaec1
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.3.Final		5efe57949f61833e70f7242966ba2d069c188a44
org.hibernate.ogm	hibernate-ogm-mongodb	5.0.4.Final		8a71ff7fbfde404d69c9126e733a60f79b609944
org.hibernate.ogm	hibernate-ogm-mongodb	5.1.0.Alpha1		ec98aaf8b2aeaac83f6554d10ab40624c2c27f7e
org.hibernate.ogm	hibernate-ogm-mongodb	5.1.0.Beta1		f017a126f6b0088f37dd9758bdcf5f0535199e77
org.hibernate.ogm	hibernate-ogm-mongodb	5.1.0.Beta2		7650bdf2fb633b08e6abbd1c032363c1080fd7bc
org.hibernate.ogm	hibernate-ogm-mongodb	5.1.0.Beta3		202eead2e08dbd041d55bd1f4494cee879f053ba
org.hibernate.ogm	hibernate-ogm-mongodb	5.1.0.CR1		fcbe7fb92577caaa27b7862ef3755eefb1dee7c1
org.hibernate.ogm	hibernate-ogm-mongodb	5.1.0.Final		6e633c7ef50eb4a7c8cfdff72dd1327076c1c654
org.hibernate.ogm	hibernate-ogm-mongodb	5.2.0.Alpha1		4ed0dd91c8077954de3b76e71dd3efeb80aecc9d
org.hibernate.ogm	hibernate-ogm-mongodb	5.2.0.Beta1		53ccea36c77290328921c8ed1afb27231ea9f695
org.hibernate.ogm	hibernate-ogm-mongodb	5.2.0.CR1		3bb6bbc403c4b53783104639cb0a704ce96dbe3a
org.hibernate.ogm	hibernate-ogm-mongodb	5.2.0.Final		af1d35dbebf86e982ca89e8bbc9aa5b43f47a3a0
org.hibernate.ogm	hibernate-ogm-mongodb	5.3.0.CR1		67e0f1bc8a1dd2351e6a98cfb9cf0c8449410e8f
org.hibernate.ogm	hibernate-ogm-mongodb	5.3.0.Final		03271ed752b0d9148dbff5cc8c2f33e21ea3ca91
org.hibernate.ogm	hibernate-ogm-mongodb	5.3.1.Final		67fb7efa9bce1f609eea28f3e0963be70d1b3859
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.0.Alpha1		97e2f166b880ac02798b47724af7ff6f42cdec61
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.0.Beta1		7e07ea5a401858c7292aa7c5dca5f9262f62ce79
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.0.Beta2		818a322cdcfab65571a660248488c0e393f8924c
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.0.CR1		c2479e8fdc9c9cac30dcb2432607afdd31875928
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.0.Final		441485d64afe0b6436d9a2b90fb2af8304104c69
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.1.Final		8ce67a8c102b18e2b0cd0d5e038d293dd418064d
org.hibernate.ogm	hibernate-ogm-mongodb	5.4.2.Final		ce3c000015d016b7d1857101d2f868b8189c5b35
org.jnosql.diana	hazelcast-driver	0.0.2		42e1a8f02ee2ae0d889ab39f6e0b83cae166915c
org.jnosql.diana	hazelcast-driver	0.0.3		ec3e862b5f7f3abd245bc28fe8b9c10cbe904ef2
org.jnosql.diana	hazelcast-driver	0.0.4		9f52b452021680e30942b3ad1ce47d54563083b9
org.jnosql.diana	hazelcast-driver	0.0.5		d532b329e33576b9c75b843e03ed7472384f32b2
org.jnosql.diana	hazelcast-driver	0.0.6		acc7d1f5cbb3a52e4324890d2681e2f117e90862
org.jnosql.diana	hazelcast-driver	0.0.7		b1937c2fe81acb757453c0e8aac107c724d5cc35
org.jnosql.diana	hazelcast-driver	0.0.8		de097b1d7f2bda1956f80b4cc5e4291f16d0e1a9
org.jnosql.diana	hazelcast-driver	0.0.9		f0e253d7385263a4478b107e150227b2bd533338
org.kantega.reststop	reststop-jetty-plugin	2.3		c4a527237e934e070f03e1076d80b99eacd00d9f
org.kantega.reststop	reststop-jetty-plugin	2.4		4c5c3981b9118aa7e0e49764069c906d2f37d011
org.kantega.reststop	reststop-jetty-plugin	2.5		6bc8e158c6bda27f5887b5cb417f62883e0a5511
org.kantega.reststop	reststop-jetty-plugin	2.6		a582da0dce119e1643e483aa1cb36a1e0446892f
org.kantega.reststop	reststop-jetty-plugin	2.7		d9ffa917d9a23374de2a08b86ebeab67c8dfe402
org.kantega.reststop	reststop-jetty-plugin	3.0		f7be35dc3138362a7da143b65067141e6a9581f9
org.kantega.reststop	reststop-jetty-plugin	3.1		0daeb908baaef9cb8807fac7f937fe512161917a
org.kantega.reststop	reststop-jetty-plugin	3.10		9c6dd2fe747f3effcdb01d76de6d2ffcf5407ec7
org.kantega.reststop	reststop-jetty-plugin	3.11.1		d860cb0b244f82e3cb353deb8e16d63de9b28e86
org.kantega.reststop	reststop-jetty-plugin	3.11.2		5e2fb7476e509be6373e9bde99526d0aac46d3be
org.kantega.reststop	reststop-jetty-plugin	3.2		11ef4635ff116ba1bf7785d3bc6c3b9d71a2ed01
org.kantega.reststop	reststop-jetty-plugin	3.3		85dc3021e53ecbd24140ce56b38a6cdeb9ba3660
org.kantega.reststop	reststop-jetty-plugin	3.5		1dc7532aab90c7f53f24357aee21d83dce346af9
org.kantega.reststop	reststop-jetty-plugin	3.6		35b908118a0f7b15515f00be255d2ee29250ea01
org.kantega.reststop	reststop-jetty-plugin	3.7		ac6fabb08b2307e5a292e91b90fbbf43d50494c7
org.kantega.reststop	reststop-jetty-plugin	3.8		710c92d48a5a902e1dc0a9fc6d4d71a9cc0567ad
org.kantega.reststop	reststop-jetty-plugin	3.9		7b44444832efb0c258f3e6d4c281228a4998b3ef
org.kevoree.corelibrary.android	org.kevoree.library.android.mavenCache	2.0.2		d94fefa270a09f6037890d1e3b0f01e4d1274aaa
org.kevoree.corelibrary.android	org.kevoree.library.android.mavenCache	2.0.3		ad6a3958c1c80c9b63841d2345f545b76fe8ad18
org.kevoree.corelibrary.android	org.kevoree.library.android.mavenCache	2.0.4		a9ba25b23d94eeffa457f0c5d79da4ebadc1c841
org.kevoree.corelibrary.android	org.kevoree.library.android.mavenCache	2.0.5		b5317407711b2abb6e3edfe18dd6fcca161fe3d7
org.kie	kie-config-cli	6.0.0.Beta5		14d5568546a829e5e173bf05d7f5d25d708eaf5f
org.kie	kie-config-cli	6.0.0.CR1		f282dd3391f0073cea835a6c61bab87d8cb3e0d1
org.kie	kie-config-cli	6.0.0.CR2		886bb936c4d02637f4b5630e8a3ffa5166d56bad
org.kie	kie-config-cli	6.0.0.CR3		98602124728cbf357f55e4de52b782c72804557f
org.kie	kie-config-cli	6.0.0.CR4		e196cd1a2634b415fa9bd169149d3bbc447ddb9d
org.kie	kie-config-cli	6.0.0.CR4-Pre1		e2dbb706742f44f9bb197e497f4e565d31f72d3a
org.kie	kie-config-cli	6.0.0.CR5		90f594bd49b61f1f4e56b4ec845637766219e052
org.kie	kie-config-cli	6.0.0.Final		cd55969acf94b65203cc8026bf9adb9f8880cf1f
org.kie	kie-config-cli	6.0.1.Final		35df881c931d189b9e6202e25375cdf30d294b6c
org.kie	kie-config-cli	6.1.0.Beta1		f39331f365121c0945549b694d3374c509b40114
org.kie	kie-config-cli	6.1.0.Beta2		38b045ddcd60e28cf357e91969e531a24b71003b
org.kie	kie-config-cli	6.1.0.Beta3		30cdd4158ee00cba6e0db9f0aedb54936da9100a
org.kie	kie-config-cli	6.1.0.Beta4		78ee4ed5b3b82390fdc0a19aeba66d540b18c866
org.kie	kie-config-cli	6.1.0.CR1		cf6688b39d2d85303b827d60d592e30a3f2ed1fc
org.kie	kie-config-cli	6.1.0.CR2		c297247ecd54871f29c9623f9f2674747d371ac3
org.kie	kie-config-cli	6.1.0.Final		1586374281e37b249479bcfdf7e497ecd70ff7f2
org.kie	kie-config-cli	6.2.0.Beta1		b5681b6ef4d8c4ed9aba7556e7c53d99179eb307
org.kie	kie-config-cli	6.2.0.Beta2		94e0da239286950e2bce07fbf1dc9f182ac04c03
org.kie	kie-config-cli	6.2.0.Beta3		63f4644e02610250191a3af18528e6b6e60c4d0d
org.kie	kie-config-cli	6.2.0.CR1		460cca4a936740217e17356cdc0122c82c07b493
org.kie	kie-config-cli	6.2.0.CR2		3622e06fbf000153f82b46cbecefca3dc1bbcaed
org.kie	kie-config-cli	6.2.0.CR3		1d846e9f0a22a28e200d185b3a5dbb0a0f43c0b7
org.kie	kie-config-cli	6.2.0.CR4		e70fe3297e921350f8f6592728d5e6e7ead216c6
org.kie	kie-config-cli	6.2.0.Final		5b5301a685cad19177b39e85b5abf8bf04f4daff
org.kie	kie-config-cli	6.3.0.Beta1		4522a015da4e1e50b988bf39a275b7c9ca7b6f05
org.kie	kie-config-cli	6.3.0.Beta2		13bd5486da434754156fcfee05b9b995af4c4e10
org.kie	kie-config-cli	6.3.0.CR1		8cbd413ec79efa43943a49443e9a5fc71dea6700
org.kie	kie-config-cli	6.3.0.CR2		76619b018f557e2924267d0581e7e8f5aa7b151e
org.kie	kie-config-cli	6.3.0.Final		8bd8025e6f8103b47fa2565d2685469687916102
org.kie	kie-config-cli	6.4.0.Beta1		0eade040486f8d2f959f3a40a802c2cb6e499ed1
org.kie	kie-config-cli	6.4.0.Beta2		8e5b18c9be0798bbb9875e2fae571110c589ba87
org.kie	kie-config-cli	6.4.0.CR1		35137a8f45c3a4d5ac92400e7d8134c18780e4fe
org.kie	kie-config-cli	6.4.0.CR2		260e0418023be9fb61481b9d4dd9f3fe84c4b4bc
org.kie	kie-config-cli	6.4.0.Final		952b30eda8aed99b4eded099140a8a16882075f1
org.kie	kie-config-cli	6.5.0.Beta1		dcb2854352996d4f2beb173cbd39434b5ef029c7
org.kie	kie-config-cli	6.5.0.CR1		e04ba4f1394b8bccb525091a97e40b0de6487172
org.kie	kie-config-cli	6.5.0.CR2		355a7615dd6866888dc3a31194fea35d0ecb5997
org.kie	kie-config-cli	6.5.0.Final		89f2cde2bee923a9b79269c1e0797b345d0ce824
org.kie	kie-config-cli	7.0.0.Beta1		64b484d034bb07fc7b27a0b9b98d42fac4795dbd
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.2.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.2.1		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.2.2		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.2.3		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.3.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.4.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.4.1		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.5.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.5.1		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	3.5.2		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	4.0.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	4.0.1		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	4.0.2		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	4.0.3		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	4.0.4		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	4.0.5		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	5.0.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	5.0.1		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	5.1.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	5.2.0		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	5.2.1		N/A
org.locationtech.geomesa	geomesa-hbase-dist_2.12	5.2.2		N/A
org.mayocat.shop	mayocat-shop-cart-internal	0.40.0		6a311f97d78ae39bc156e0ff2a4f9f38a20fff74
org.mvnpm	unidecode	0.1.8		f25c07e094e791d53a017319357f057d25ae656f
org.mvnpm	unidecode	1.1.0		9914d67a375786518f3df7e95a819616d837eabb
org.obrel	objectrelations	1.5.1		7613619286a2fee0ab17049d29f978af6a58f36c
org.obrel	objectrelations	1.5.2		a20f6800825e8eb9c3367e0b81d4341a73a0befb
org.octopusden	octopus-versions-api	0.0.1		76eaa175649c8552ec4a40c03da787e9114439b8
org.openl.rules	org.openl.rules	5.10.0		4aecd7ce19e2447d3781abda910292d0274c8cf1
org.openl.rules	org.openl.rules	5.10.1		f982e9ef6ccd5216cd3431dd354664647a27315a
org.openl.rules	org.openl.rules	5.10.2		2bb00860ea5b37c4ae4cecbc2d51a1453bbc8efc
org.openl.rules	org.openl.rules	5.10.3		2a0cc5787e142d9a03a1392b491d93330768d494
org.openl.rules	org.openl.rules	5.10.4		58026eb4addaa0eed4ccd0bd5f7909a005b7a8ab
org.openl.rules	org.openl.rules	5.11.0		de757a0fc266b0c68d75699822ab79a45edb0efa
org.openl.rules	org.openl.rules	5.11.1		f4e72602114ae725d2fb221a5d1d20d14f115f49
org.openl.rules	org.openl.rules	5.11.2		5098464bde9c113e3b5e7a23756f152c53ba5840
org.openl.rules	org.openl.rules	5.11.3		e00172909248377c6ebb7dde2f2233568a8edbb8
org.openl.rules	org.openl.rules	5.11.4		7b2095b21399d76e3571ee6cb9eb48fda219d80e
org.openl.rules	org.openl.rules	5.11.5		791682dbcc94bde79e42a55449d178226eace8e9
org.openl.rules	org.openl.rules	5.11.6		7490fb96c287aa4463f2198f9503a48e71dc584f
org.openl.rules	org.openl.rules	5.11.7		6857d67d011206ac4d402ee2c204363d89e647ed
org.openl.rules	org.openl.rules	5.12.0		9b01bf9e3b8ae9e1d1e7c6a0b4add5d290e96c38
org.openl.rules	org.openl.rules	5.12.1		71ead979f8c8a2d9b5f7c0c4e0343333be7ba100
org.openl.rules	org.openl.rules	5.12.1.1		fdec7ae5931c79854c6f59404cfc6cb9d07eef9a
org.openl.rules	org.openl.rules	5.12.1.2		d023b783f9371ad9de9cf8b893b03fd6ff651407
org.openl.rules	org.openl.rules	5.12.2		29a2d8d47c28c581e105f2b6fb44cca3e6761706
org.openl.rules	org.openl.rules	5.13.0		de5bb106ada4313e707bfe445c36fef1c4c25092
org.openl.rules	org.openl.rules	5.13.1		3d4a7a698ba1400554d1eb5fee7783681558235d
org.openl.rules	org.openl.rules	5.13.2		11553f524fa3f9502f01d020a8bc6412b8e8d320
org.openl.rules	org.openl.rules	5.14.0		795a6fb71d03acfc43bd8a2f5f02cb7074a3e33d
org.openl.rules	org.openl.rules	5.15.0		5ce2a84c2d40ceb6cf50f5d58652b89d7af780f8
org.openl.rules	org.openl.rules	5.15.1		e248cbc979c711cda635873b79ec7c69cf39f40e
org.openl.rules	org.openl.rules	5.15.2		37056f19f13d7d1ed462c75523151c3f810771c1
org.openl.rules	org.openl.rules	5.15.3		88fe694346c9d5b3f3622f9782b228c701b91a91
org.openl.rules	org.openl.rules	5.15.4		6cdd5c285a4f614041128b9d5b5d62ae1100303d
org.openl.rules	org.openl.rules	5.16.0		3586e789328ab0f876f427c2c5db7b98fd8ab672
org.openl.rules	org.openl.rules	5.16.1		4b3cf35c777418d03fb48684e705a017b304223c
org.openl.rules	org.openl.rules	5.16.2		d0a303fa9eb553def40edfeac2f7114709b1f649
org.openl.rules	org.openl.rules	5.16.3		93d473713a787cbc4a0c066f8fe04740e468ad61
org.openl.rules	org.openl.rules	5.16.4		41d22883f6604a34c855cc60ec3d8678da603b1f
org.openl.rules	org.openl.rules	5.16.5		1cff82cf6a1d8e6861f8fd304bed777360150c49
org.openl.rules	org.openl.rules	5.17.0		0745826df4c4a4e57e4983595a79938180ffec17
org.openl.rules	org.openl.rules	5.17.1		0a529bad4a18c81e3c8beca31a6d865b4c6b15bb
org.openl.rules	org.openl.rules	5.17.2		668519bc77ceb6f80c9f3e419e7199efa97a244e
org.openl.rules	org.openl.rules	5.17.3		c68aa6153dd3f29b8e20f69da41e2e47b234cffc
org.openl.rules	org.openl.rules	5.17.4		44105b0e97aeca0b43ab73ab1362160709532095
org.openl.rules	org.openl.rules	5.18.0		a7bc50824aef95cd59d2041d654d467985be7ef7
org.openl.rules	org.openl.rules	5.18.1		15c908c7511817aef73e6aa5245d1492fca443e1
org.openl.rules	org.openl.rules	5.18.2		c96f22f5bea7edbe1a01c7a3194b2e0bc0df75b3
org.openl.rules	org.openl.rules	5.18.3		e67f99f53f577bad7d2a3bee62fc8e88fc70642c
org.openl.rules	org.openl.rules	5.18.4		fc82c573473181cd73182b0fd5480034eff31100
org.openl.rules	org.openl.rules	5.18.5		4df3a647a7cd0ce5252d0c9c052680bd918a987c
org.openl.rules	org.openl.rules	5.19.0		611d5a0281aaf420414c46e39c1985be5eb2f22e
org.openl.rules	org.openl.rules	5.19.1		2fd7f8757027a6dca9b3522156cc1cc47fc32947
org.openl.rules	org.openl.rules	5.19.1.1		89c00640af8b5b211938287be1b56a339c0b4f89
org.openl.rules	org.openl.rules	5.19.2		c236ef58a4146ba0b991f97621a90b375761f9d8
org.openl.rules	org.openl.rules	5.19.3		e53951f6ce638c35356e304efa38c2fb7401052e
org.openl.rules	org.openl.rules	5.19.4		dfc6da690f34ec2fd976f5e9fd5aa85b5558ac00
org.openl.rules	org.openl.rules	5.19.5		cf988597d3d3499894726a6c0e66336557072ec8
org.openl.rules	org.openl.rules	5.19.5.1		f7dfb8d96956b806647677985b2c7f5f0da623db
org.openl.rules	org.openl.rules	5.19.6		b6124530a5fa718e90ac70b1d1c013b29d05fcd8
org.openl.rules	org.openl.rules	5.19.7		32b8aa44517cb72d641b6e95cc2ec0f5a915305c
org.openl.rules	org.openl.rules	5.19.7.1		941b19d15142d528c0d6668514b1a427574e4392
org.openl.rules	org.openl.rules	5.19.8		027779dc619f235b023d5e54840a0e694a4ed319
org.openl.rules	org.openl.rules	5.19.9		a53ef19aab42fd285fc51b1bc56e079013ca1285
org.openl.rules	org.openl.rules	5.20.0		f7d3be87be3364e25e44ba7e46da29dfd243befc
org.openl.rules	org.openl.rules	5.20.1		49dcb4f50df852b4bbfd559eebcd1872219b7543
org.openl.rules	org.openl.rules	5.20.2		a14cc7ac6462dfdb3bf0b9b9796171c068b304fa
org.openl.rules	org.openl.rules	5.20.3		e1d01e311a50b9b38915e87be97dfabf8998c279
org.openl.rules	org.openl.rules	5.20.4		91c5d2f07c5418367f23347c6bfc49679f80dc82
org.openl.rules	org.openl.rules	5.21.0		dc01f215ae10388ce8e5aa506bff66b7785c0d5f
org.openl.rules	org.openl.rules	5.21.1		d37ef3d06afb739f7c5f82b96a86e802bed40fdf
org.openl.rules	org.openl.rules	5.21.10		452f254aaa83d1430d06414af29cc0790a08bcb0
org.openl.rules	org.openl.rules	5.21.10.1		b21688d0eca3bf36a01d485b301f173ac59672aa
org.openl.rules	org.openl.rules	5.21.11		f949a6bac47ba47b2903f16ea5cc79e252dcd104
org.openl.rules	org.openl.rules	5.21.12		9bab7a495dbebedc83eefa4eb6733111abb1f361
org.openl.rules	org.openl.rules	5.21.13		6a19d067acfcf6e1d2d19795fef3240e3365e968
org.openl.rules	org.openl.rules	5.21.14		404313e90f2185a5bc3d39f0e49f7a6693655827
org.openl.rules	org.openl.rules	5.21.15		3756084bbd5a18df123d8ffda264975c396a56b5
org.openl.rules	org.openl.rules	5.21.16		5745438995c1fcf41a71df5c6efdfc9ec37e4e0d
org.openl.rules	org.openl.rules	5.21.2		722c0b9a61685f611d4d11112833d1d77176e9ed
org.openl.rules	org.openl.rules	5.21.3		9c26d6c9c7c48cc5a3650d6655ab96d991b90a09
org.openl.rules	org.openl.rules	5.21.4		a6818e7705c98f476b25f9805852630e7fd05fe8
org.openl.rules	org.openl.rules	5.21.5		560fb131a3e16364ea959925124359cce8e2636b
org.openl.rules	org.openl.rules	5.21.6		8772de4d2eb36360735c249d0f41eede75567db5
org.openl.rules	org.openl.rules	5.21.7		62521664a1af6c9bd80c596deb2e72b2d4b1ddca
org.openl.rules	org.openl.rules	5.21.8		fde4a508b874c6ee8fec7581b92533742dce1861
org.openl.rules	org.openl.rules	5.21.9		400a73a19ceefcbc01983d07cfd94d608a0b2288
org.openl.rules	org.openl.rules	5.22.0		94c63193209efc2f1ee9810f0acb24fc69de4124
org.openl.rules	org.openl.rules	5.22.0.1		194d6185ff5577acc37d2aa144fa91c7ec2a429d
org.openl.rules	org.openl.rules	5.22.1		8364c6454748efb0e096f6bb37cec7eaacef9663
org.openl.rules	org.openl.rules	5.22.2		9aed3b370cbeb5ef5a24842d35167d9898bd8217
org.openl.rules	org.openl.rules	5.22.3		8f58ce1403038441d2de02591a679c3b42d47305
org.openl.rules	org.openl.rules	5.22.4		1cc16bc1a6e44bad6b00feb89831be12d5ea9bf8
org.openl.rules	org.openl.rules	5.22.5		eae03dba5a104ec001df0d5d195a6c4e93cf40e2
org.openl.rules	org.openl.rules	5.22.6		48a15656abb0faa0c24748d308f7b0f9d2933a95
org.openl.rules	org.openl.rules	5.22.7		a616fda089a7a43e13491020659f59d717c3306b
org.openl.rules	org.openl.rules	5.23.0		8c0261be4a98af858a82188bc1034e1a23702911
org.openl.rules	org.openl.rules	5.23.1		9df1b0f489c5e07e1486687cb463252fc9733092
org.openl.rules	org.openl.rules	5.23.10		289f327968b531937d28de9864096b351f19b7ec
org.openl.rules	org.openl.rules	5.23.11		7d7e5c92c893d5ced13cdcd7abd556ed5b959792
org.openl.rules	org.openl.rules	5.23.12		7a8b52ee727b9cf42529c8d4be26d68fad15e3e2
org.openl.rules	org.openl.rules	5.23.13		b90c336ada866c35e5f248c350ee26e32a12d011
org.openl.rules	org.openl.rules	5.23.14		030e15f155508befce07ca7a52cd80987a1d36f2
org.openl.rules	org.openl.rules	5.23.15		397d09ab1cc32f6fe6917acc53de2c67040037f5
org.openl.rules	org.openl.rules	5.23.16		5dccb62ae3c47bb5a34609085c3e235584f885f0
org.openl.rules	org.openl.rules	5.23.2		722d2929a28739d6ca3221258d5f0fcb78f3dbd9
org.openl.rules	org.openl.rules	5.23.3		531462e2da5b756ca92d76a856666c4ffdb9b2f2
org.openl.rules	org.openl.rules	5.23.4		f69c6fa2332aaf3cfd584c1c68c194f2e277b3f4
