cn.bingoogolapple	bga-menu	1.0.0		N/A
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.0.beta3		e144775400e983bc09393e9a21d599f4d4b1a50a
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.1		6159bb4edeaeb828054cc70d279f3ec69f8c37dd
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.10		38d0e61c734342fd700c30647511a2c3648ece56
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.11		c7b1018ea1e8485c51d02b648bfd277ebb1c0d27
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.12		f668076a5a9dcadb7876bdad6e8951348f4f7a34
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.13		2ad6e9c9aab4363b08fdac40f921d55cac0ec727
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.14		6d09fd07355ce7de6518a586ef512ad1734f5610
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.15		a4db8b85714d6edde9e45c15bef7202bdb0ce4d4
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.16		bcea5b51f3d6a1b268f785e388a6d618b4156412
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.17		d3b320f9e28bb9aa208c1ef8baf7162242ba47a9
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.18		f3ea67734857ea3c889a9b33e55dac1eab8b1879
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.19		b085bed0696beb35f57f99b238a8cf954693027f
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.2		6ffbf14f4db48285c50cd7734efaf909668a0cfe
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.20		7aab3f036d23e1e4fc9001e342f47b567bda94bc
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.21		6eecb0929c26711fd49088ba745934eccc047032
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.22		2e980799728441d3da130f7989a482ea287ddd5b
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.23		b3e8676481be6f1e358634077784b614c2eb9fb2
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.24		05a83727e97258e2b9eb4c0786fc027fbc4534ab
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.25		d413bafce3b3da28361abb9a0f1933fda4dc4e51
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.3		d3ceec4d1bf927836e0d4c39ddeeb5a86b2620cc
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.4		51b810d5f36209cb2df7782bb93254861f5a1982
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.5		aaba42baf4cacfb3cd485f90fa12ae0fd6364892
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.6		e719815025efd6e993502d35ef9904954beac097
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.7		802c9eb9f3e02c96a425c97af83cea53d384a181
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.8		e1a6688a87c17845f41f23935b010a53ff79f129
org.eclipse.jetty.websocket	websocket-jetty-api	10.0.9		80aa490364686b4c9fd4fbe360c20d8acba70022
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.0		246dbfee982b87e5c387f4a32f9e469017e2a648
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.0-alpha0		e125703e5d1fc0832a1bc1dc8fba314a4ee77bb2
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.0.beta1		2bff960e43cc66a53579263576030788156636ef
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.0.beta2		dc454534d525f50a26e4990b39f707fa01421232
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.0.beta3		26200aebdc905fbbe8a2ecec300d9cde4534d90d
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.1		26c2f0033ed436177937bb4add46cf372700f923
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.10		17ad3edade65b7044561d5544f588423070ac7f9
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.11		2c50b9d799d984501c58b23e6743be6fee582741
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.12		b18266b44887f32d27b8c365de1c44ba29dbdcd3
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.13		8ff0dac68f61f3a6bccb944f2f19ee8db3684ec6
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.14		2bfffd5fb944240d097a7c197e8434cc275a2cbb
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.15		32eba5745565d8a02c4564abb5c20a1047c7e785
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.16		162fe39bc8b7ef9a0d4df81ddb4d20c7f6d46363
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.17		2ecce53332075fadfd63f1270fb0cb1b65d90dc2
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.18		7772533debd9b919656b736d2564753181f31112
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.19		d0587391dbccbc2601e05b804d9ad05d281e4efb
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.2		97268102dfbcab811d027b73878762f26c715118
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.20		47dbf269df3a0a9100e8309e44552c3be222c0ab
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.21		32b18f1f2f2864f2a4bfe5ae466819880ade3cdf
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.22		ea38e0d45e82bb6caee9c6a68ab2374578f7d54e
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.23		ba1b74fd2cdcbb7acc800756558544878dacc8f4
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.24		2e7355a7bbf8aefce69bc9669c30d2f03510d39c
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.25		e2fd6363f3c6073eb783e4342309ae64a63ecc27
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.3		9bba821256b52814f43faf5fc342ada4a7b01723
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.4		a074239ad67eb8ae67a617811002781490823ec2
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.5		4392f2f7856ea95737c892e54cf28496ba996706
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.6		e5d13ad30769debe0b4c31d0462443eafd583f9f
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.7		ecf2b693f5707bd8bf864382b2b7765e51543a28
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.8		8761f28d6780329506398b96b81578448d2d2b50
org.eclipse.jetty.websocket	websocket-jetty-api	11.0.9		460535511b587cd0cea031c99ad44083e261aef2
org.jvnet.hudson.plugins	label-verifier	1.0		d2b5f9f8964630c38752fa36b93a29de93db9793
org.metawidget.modules.swing	metawidget-appframework	1.15		5449aa91ca2139107afd69f3a7721d1db157c2d9
org.metawidget.modules.swing	metawidget-appframework	1.20		2438a44c0dcea81e4823c730da5a279a17b8916d
org.metawidget.modules.swing	metawidget-appframework	1.25		de3a4c39ebe0b29334bc46c451eeaa7f95f5ecda
org.metawidget.modules.swing	metawidget-appframework	1.30		ffeca96e489df99538aea8e184362828812d9378
org.metawidget.modules.swing	metawidget-appframework	1.35		a19597d5824711d02a011c1005768d5696396b9d
org.metawidget.modules.swing	metawidget-appframework	1.35.Beta1		35c7c65872e348a77ef67083be118ca4f5d49abd
org.metawidget.modules.swing	metawidget-appframework	2.0		f92eea6c78ccf188946251820b1c44744cc9c12a
org.metawidget.modules.swing	metawidget-appframework	2.1		4429eb9577babcbdc8352de4dc8442132cce624b
org.metawidget.modules.swing	metawidget-appframework	2.2		055b645aaf2089b085352b772b4e6bd24cb31ba7
org.metawidget.modules.swing	metawidget-appframework	2.2.Beta1		b1a56c80a94c4760d5d65d3d5a1cecc2372071ba
org.metawidget.modules.swing	metawidget-appframework	2.3		fb7ed01e90aba21625bd9bc42e7b3490c4d649dc
org.metawidget.modules.swing	metawidget-appframework	2.4		cb28df30156fa07525adbbfa18143e66d7c094ee
org.metawidget.modules.swing	metawidget-appframework	2.5		007269424a3a6f46e42f30861a8ead9009a0f802
org.metawidget.modules.swing	metawidget-appframework	3.0		97f58f677b8e0e5130aa8e1b0b8f5796ae64bc5a
org.metawidget.modules.swing	metawidget-appframework	3.1		454ee9e50da1489900defd78408be244ae9b624d
org.metawidget.modules.swing	metawidget-appframework	3.2		133530f831fee33dbbd0bf253339b2db43a5e8d6
org.metawidget.modules.swing	metawidget-appframework	3.3		83ea9e98eabe62e678fbd3e17c97fdd5044c8473
org.metawidget.modules.swing	metawidget-appframework	3.4		9fd02140485b8a1e3d8c2dbe40039e539230a8b6
org.metawidget.modules.swing	metawidget-appframework	3.5		489d72071f15ea1b8955675b6982c23fb60c60a3
org.metawidget.modules.swing	metawidget-appframework	3.6		5a50cf20cd99f94bdc16509c5f781aa2e426a44b
org.metawidget.modules.swing	metawidget-appframework	3.7		e9b61f66a6f360b343c29b7af90b25b922b4e617
org.metawidget.modules.swing	metawidget-appframework	3.8		e077e559744090ba20c9e1abf429bd4d6051855f
org.metawidget.modules.swing	metawidget-appframework	3.9		b5f0028ed1208ca5feaf941c341591807862a587
org.metawidget.modules.swing	metawidget-appframework	4.0		66a6df230f62cb22ac981c9cd1374d77fb7f854d
org.metawidget.modules.swing	metawidget-appframework	4.1		6f325e4006a57430de3c0a217b7ab53f0a76632f
org.metawidget.modules.swing	metawidget-appframework	4.2		5a090ddb42634034d6c73f3ab6713fb540b4a238
org.nasdanika.models.html	gen	2024.11.0		b9dc0a5f1bc50b321f3a3dc026f31ccebc7f1eba
org.nasdanika.models.html	gen	2024.12.0		c4c9e2bcb931570a495ead9fce1214bf2d958371
org.nasdanika.models.html	gen	2025.1.0		a109b53b71fc4eaf5fcd44a0b9af98b202a38b1e
org.nasdanika.models.html	gen	2025.2.0		c01bb17e2011044ed29cb092d9569bb6d81e3b38
org.nasdanika.models.html	gen	2025.3.0		ea186b7cb0597534926d39a858e73279012e64dd
org.nasdanika.models.html	gen	2025.4.0		b5b0564e5bf098a51ae7ebc4f2e3d67652e4c7d4
org.ojbc.bundles.intermediaries	behavior-health-evaluation-reporting-service-intermediary	1.0.0		d40ed39195a888e734f23ee337d1c1fa99d51b60
org.ow2.util	util-ee-metadata-war-api	1.0.10		673a48304b757f7c7959e6149e6ca7ea0128dfe9
org.ow2.util	util-ee-metadata-war-api	1.0.11		e495245a2489547b161b202649a2d24c3025e0cf
org.ow2.util	util-ee-metadata-war-api	1.0.12		6a5833468f99274d8c9fef165348c7eef5650915
org.ow2.util	util-ee-metadata-war-api	1.0.13		2528942f1f08c6e10ef1f39611e94791ed7b4c38
org.ow2.util	util-ee-metadata-war-api	1.0.14		a81af47a85f8e077c115716e0adf09b254ee4fd0
org.ow2.util	util-ee-metadata-war-api	1.0.15		3d0aaa40bb6885699330a4f33583625aa7d86fd7
org.ow2.util	util-ee-metadata-war-api	1.0.16		33f27fd8443a54cbdd43fec2577530f6e48d291f
org.ow2.util	util-ee-metadata-war-api	1.0.17		3500cd3b6705046a2d5161ea16471d14f15c4cf4
org.ow2.util	util-ee-metadata-war-api	1.0.18		9b89e478407598b2cf069d0f7ec0e5f573e936bf
org.ow2.util	util-ee-metadata-war-api	1.0.19		1b6f6673a211b5f2ddec0c5adeded18c0da303a7
org.ow2.util	util-ee-metadata-war-api	1.0.20		248cbc10b07120f1a8f551470d419d0a8f9af8e5
org.ow2.util	util-ee-metadata-war-api	1.0.21		5c6d837ab671f7cf1d15e9fe0b59505e93f96a20
org.ow2.util	util-ee-metadata-war-api	1.0.22		521879993d16d0438c9fe19f9fef65b5f7d89aa2
org.ow2.util	util-ee-metadata-war-api	1.0.23		f48d9a616ec6f6372ad99133cef9be8061d9edc7
org.ow2.util	util-ee-metadata-war-api	1.0.24		de17bdb7f5f8356321e6f8cf1186b9c805ed3c01
org.ow2.util	util-ee-metadata-war-api	1.0.25		8e42bfae9cac359caeb9d9d72728e228cd4f9c1c
org.ow2.util	util-ee-metadata-war-api	1.0.26		a0b7ff462cfa0ed88f90b19763db000d9a7d9fa6
org.ow2.util	util-ee-metadata-war-api	1.0.27		3136a81d032dd715f2688414bdf8160b7d304e47
org.ow2.util	util-ee-metadata-war-api	1.0.28		1f1b95f1a24046127426e913169e74eed9f05837
org.ow2.util	util-ee-metadata-war-api	1.0.29		9c2860aa48c1741248a16faa637a852c98208d80
org.ow2.util	util-ee-metadata-war-api	1.0.30		8ed1abb5ea0a3cf5840678d19615dc9bfe10b02b
org.ow2.util	util-ee-metadata-war-api	1.0.31		a0b24d5ee7b90407463746afb2af1e7c6ca44529
org.ow2.util	util-ee-metadata-war-api	1.0.32		acf22800998ed2e3c9e4d9446e635be32a7dab61
org.ow2.util	util-ee-metadata-war-api	1.0.33		efb353e81056254ce9c88a81a83b74c8cc929a52
org.ow2.util	util-ee-metadata-war-api	1.0.34		c1a34d8220f214016eea7c3272ce5eaf64f2a021
org.ow2.util	util-ee-metadata-war-api	1.0.35		96fe52644ec5d58f684c9ca833472b2bea169eb9
org.ow2.util	util-ee-metadata-war-api	1.0.36		d5b171f2ab8b2d3fcc6f43a2e9bf3510d5f66b3a
org.ow2.util	util-ee-metadata-war-api	1.0.37		aaa543ce118e60c68c264eb44a24aeed390e1269
org.ow2.util	util-ee-metadata-war-api	1.0.5		116da6abe258edac7e64ae7c900f0efc0743fa78
org.ow2.util	util-ee-metadata-war-api	1.0.6		22d8b7b15f6e30acdc2fe1fcac7d052b0a8146b3
org.ow2.util	util-ee-metadata-war-api	1.0.7		f49190ae27cfb86370dcd10df3f1517bf9427e48
org.ow2.util	util-ee-metadata-war-api	1.0.8		8be2ee256226b28aff5aa229047b0ae1b99edfe2
org.ow2.util	util-ee-metadata-war-api	1.0.8b		fd015a755dd8ecca897477a0c170791c34ded564
org.ow2.util	util-ee-metadata-war-api	1.0.9		5f279ab12feb89aa658029b5be3a7c9951b08440
org.playframework	play-java_3	3.0.0		e4f30034ccb70b69a0bb70b0b066fea639036745
org.playframework	play-java_3	3.0.0-M1		4f3dc85f96fd1225ca6c43ee076f706ae0f9c3f9
org.playframework	play-java_3	3.0.0-M2		3c5c4137bf1f695be5366b8f1cdcf4a0cc3dfecb
org.playframework	play-java_3	3.0.0-M3		33f13726c2112e861ae3f352df419158af4b17ab
org.playframework	play-java_3	3.0.1		9270b0b0af5afc2f3989bc7450ecdffe4f03f45d
org.playframework	play-java_3	3.0.2		3569240c0388085fe3036383bad5b751b29f1737
org.playframework	play-java_3	3.0.3		478dd919e7e518d5c42ae26eeed19948391c9c90
org.playframework	play-java_3	3.0.4		86a2e6fd92bebe334cea94be2af34982d75d173f
org.playframework	play-java_3	3.0.4-M1		b67789f87e080199b88dc29b6b01cfd85a88814a
org.playframework	play-java_3	3.0.5		3aa53b1efd85b213b0d78ec1eb6ed1b6b733c4a4
org.playframework	play-java_3	3.0.6		56a7d9aebd51abafac7986aee84b90f5ced6e23f
org.playframework	play-java_3	3.0.7		966dd01ef71f954f226b77dca450ea4124c1c693
org.playframework	play-java_3	3.1.0-M1		df700e1addba482939685afbb8f6b7b3038c6786
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.17		1f3ac31f6c11f2abfb5ead2f1510292cd3eb6032
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.18		0935aa21eeeff3a3eb56497c577b5e8d343c308f
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.19		1258c8d5dd2d01d888e7ad3b893cf9117afaeb61
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.5.3		2b53ed3c5e3e58009344fe649d0737d0d43b68c6
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.6.0		17843354b1165a510105ac1a92cb818408940a87
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.6.1		776310ca2ef718db1b8cf009625235335ff07c8d
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.6.2		ff2fa5b87626e812ade862d25ec4f91f2cc13094
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	0.6.3		61fc51357636f4e1143f5db12a5644ef85252c1f
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	1.0-RC3		603f8e67c70c1dd495f0f6dae70122ae16d91673
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	1.0-RC4		02046f3f4721c5104235b101df2ed1b98cbca04f
org.scalaz	scalaz-zio-interop-scalaz7x_sjs0.6_2.11	1.0-RC5		d63c7a55414c8ccc3ac87749454159bdefafef06
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.0		d77273ff4e3790cb0574547156091cf5b866284d
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.1		650979cf82ab446069a50d53aaedde49f663e0f7
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.2		e6cf5e35dc3ce6a05c382151ff52e78ed7bb5e15
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.3		8f14ea6ab4c399b4fb8b771211d08dbd715ab04d
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.4		369cc52a60773c63d6dcc29ce913845b21eb0a6d
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.5		5ec4cc8c2f429cf18f5237e369dbfb85a4e19bd9
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.6		7e7a4b60acb93a3b12288e275a6ac2580822472b
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.8		9650fc637de73007f1eaea840973c8eeafce7926
org.smartboot.servlet	smart-servlet-maven-plugin	0.1.9		68059a7acbdff1ca92cc21261b891b6dac61b10a
org.smartboot.servlet	smart-servlet-maven-plugin	0.2		a6b4ed6e9e209aa9401b53e5023ee86b65684b62
org.smartboot.servlet	smart-servlet-maven-plugin	0.2.1		69d471ea783e1d2b4dce3df117ad4383e91837cb
org.smartboot.servlet	smart-servlet-maven-plugin	0.3		ddf397b8ad1e2a3a75338ad6469cfd41155dd41f
org.smartboot.servlet	smart-servlet-maven-plugin	0.3.1		07ab1993a8f7fdabb00390fd109ed521c5995262
org.smartboot.servlet	smart-servlet-maven-plugin	0.4		489febf6d06dd9125992ef198ecca81d8b069c3f
org.smartboot.servlet	smart-servlet-maven-plugin	0.5		87b1065332553fa70e15bd75fd89b495fcd46d3d
org.smartboot.servlet	smart-servlet-maven-plugin	0.6		220b6fb2ffd7d85273532d3a7f92ffaccf859d4c
org.smartboot.servlet	smart-servlet-maven-plugin	0.8		dd52fd386fc663fd9bb3b36a47bba9c726bb0151
org.smartboot.servlet	smart-servlet-maven-plugin	0.9		bae789183f74267ca2f491feacb1622457e95ab0
org.smartboot.servlet	smart-servlet-maven-plugin	1.0		4e1e584c5924347eecede29ae5b83293a7df84ef
org.smartboot.servlet	smart-servlet-maven-plugin	1.1		b8017d402a4ca9a6275ab5b8447a60e728ffb927
org.smartboot.servlet	smart-servlet-maven-plugin	1.2		ee0d714a1f6eb44b67fc7f1f02ec9f8c25f35c57
org.smartboot.servlet	smart-servlet-maven-plugin	1.3		2183bd1ceaab03fe1cd7d1d166252823fbc27925
org.smartboot.servlet	smart-servlet-maven-plugin	1.4		5e3498ed829e2fe050bc78cdf7e57dc6fadacd7c
org.smartboot.servlet	smart-servlet-maven-plugin	1.5		dae7a00723a0ee8a488cc7bf010ade525f3137e3
org.sonatype.nexus.plugins	nexus-obr-plugin	2.0		cc0fb110738a7e8b99a905ce9ae5a26621212c77
org.sonatype.nexus.plugins	nexus-obr-plugin	2.0.1		aa4a6d55d5ec67cfc30280d7b4e7d48308cd69a2
org.sonatype.nexus.plugins	nexus-obr-plugin	2.0.2		5db589c720b6442c106f05ab80509634fb3c3624
org.sonatype.nexus.plugins	nexus-obr-plugin	2.1		0f199e949ae30f812e884f652e9efd6ebf16ae52
org.sonatype.nexus.plugins	nexus-obr-plugin	2.1.2		36c01c8b4a73f96c17b8b98bc2873f5b8c2889de
org.sonatype.nexus.plugins	nexus-obr-plugin	2.10.0-01		a9049a014f0686e7896772f0984f8bc5b6e28fda
org.sonatype.nexus.plugins	nexus-obr-plugin	2.10.0-02		5efae490904d2984e4e1a9649e05c5b00c390ff7
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.0-01		de429b8f1dd100ba53e1be21482bf48492d31a64
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.0-02		ff83254c1a19ce1cb69d95542d504ec222e8dae6
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.1-01		1435158b6f087d024a4944aceb5a4856f224d83e
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.2-01		2de42787caaa11329031a5c3b0221b7864291e09
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.2-03		7fe8deee3b0a171da8e4c6422d668691d975c72e
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.2-04		4a836e0b4fa188c4aeb6f71c9372f52633e17859
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.2-06		fb3d2cf3775fdea67ce1ee746f6f490ad46f9070
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.3-01		947fd731ac46ea18155ff1140df1d845e1fa607a
org.sonatype.nexus.plugins	nexus-obr-plugin	2.11.4-01		990cf284ce0ce1f7b7fe12bbd6d8a3e2d90206d7
org.sonatype.nexus.plugins	nexus-obr-plugin	2.12.0-01		5091b448deafbddf06fe06c75959cbb42e900198
org.sonatype.nexus.plugins	nexus-obr-plugin	2.12.1-01		465bd2a97ef50e0c91aa0afcdb8fca7793666db1
org.sonatype.nexus.plugins	nexus-obr-plugin	2.13.0-01		b738f0ee4f13292a49e1feb1336134af4120d2a3
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.0-01		01bc7efd752a78ebd553e1981f1d1b657b0d5cbf
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.1-01		63c9b499e7508998a9d0bfc7e33edfb49b7940d1
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.10-01		b07d6c62ba3ab227a16d976d60cd840d19a87925
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.11-01		d4596d325c9f57fe511e99ec7a6749dabc0dc1d8
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.12-02		69751684a9575f73602d4c1122f36798baf1fadb
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.13-01		27c2dec6248fda9de7d2b6f746c646c127d32c40
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.14-01		332358d7ee0ca74cf46227938ed76c6901a2be35
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.15-01		c5ac087684d3764b0fb04fe7216f5ea5191a6778
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.16-01		07f7b6076702e92a3f79f5bea2372e86c74872b5
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.17-01		bf1ebf930de0bd987f226856cce3fb1b849e672e
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.18-01		705bfb64a58d22ce575270f76fdac204b9401e5b
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.19-01		9554bb6b0e722477e57833f3df461887e908f4be
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.2-01		7dbd791f6534cf6677359d692675158d2d7a6b79
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.20-01		bead9ce99f26f2c4612fd4fe358eb86e6795332d
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.20-02		f310422fb7fa1acca2da2b5aef9bd3fd49219d63
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.21-02		5d35318aedfa86b68d2de48ba5720c2e0ae473b7
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.3-02		df99e6ea85d838a960db4fe10de8d6b170d110ca
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.4-01		2f64262c6f8efefc17286d37ea4c8d9e7fba03f8
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.4-03		ef4983b10aba2d9a2ec65b8e4cdba8043038fd02
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.5-02		9d5bca85ea347ff6ccb67dd200a5eb047734e8c2
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.6-02		ec672b507406a43995910ed27297561896212b52
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.7-01		67f89cc7913210edcfe4b5cc437a5e0100670a36
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.8-01		b2f3d43feaf6810253f2c752d64127afe8f67a85
org.sonatype.nexus.plugins	nexus-obr-plugin	2.14.9-01		b4572107eeb6956c0ac387c77b36c9017d03e14c
org.sonatype.nexus.plugins	nexus-obr-plugin	2.15.0-04		121f91ad231d25e0d0cb824df9e7078c49d24be7
org.sonatype.nexus.plugins	nexus-obr-plugin	2.15.1-02		8c935860d24e3b9945c78ab2c189ad8be5dafd26
org.sonatype.nexus.plugins	nexus-obr-plugin	2.15.2-03		6cede9a9f26ee2d7356139f52465ae9c185396df
org.sonatype.nexus.plugins	nexus-obr-plugin	2.16.0-01		23248d6a1ae6f59bb3d71a5581c220e87c453bb1
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.0-01		8a6d27834ff4811d6ed5bafe9e25d50c1f43fc10
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.0-05		9a44f9f3dffedececa16fcb6f038fdc68311b0ed
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.1-01		06aca5d31852a60f95c3a69266ca50662bfbefe1
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.1-02		e334e4d2bba2465191d6e06209ba6b2c2cc3211b
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.2-01		4686142e299c3e889d87649454a2e16e58384741
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.3-01		130c1938eb35fd4383944bafb314424c96061e5b
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.4-02		57f4e4201fca70ddcc63df005831e1ded7e9df9c
org.sonatype.nexus.plugins	nexus-obr-plugin	2.6.4-03		4011929a774e65f1919b62ddfb5fa5776fe4cc27
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-01		2cf7cf1ed33a047c7a72367d87d11c73e1e7e99b
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-02		3903f6ac38a7efcd75508fc2471b1e1a44d2f6d9
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-03		0ede429256fb4d580b080609a1b4ec76aab6c644
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-04		42416f2e567947059524fb12e6984334dbf587c8
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-05		48b939fd522c9112ab9fae582c4c14b83f1f7698
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-06		2d19798b9ae373a16e8e7af9a8710a4ee9ba2f6b
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-m1		8bbd905f9f0fd98d9cb6924f53017b715d7a04df
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-m2		972d9661e2378aeae326bc493f5fd0b4bdcae10b
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-m3		b8f9a532374e3fd031fb54564f26305d35e0d555
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.0-m4		02338112ce91f35701f84cf644965faf6883bcb5
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.1-01		e16386801e838ee73f3b55716f52dcb7f3b34639
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.2-01		4704af7dd6053a86d2f6bb27b64ed9993d51168f
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.2-02		5a671fb506b1c070f45f0a781c3bd6d57216e15c
org.sonatype.nexus.plugins	nexus-obr-plugin	2.7.2-03		2e992b52507095a506fa2401159b793346971cd8
org.sonatype.nexus.plugins	nexus-obr-plugin	2.8.0-01		3556cc9af2a3f86e40f1f8fe629c9b149f538dda
